s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 3.600E+02, 9.208E+02, 7.141E+02, 6.571E+02, 4.469E+02, 2.447E+02, 1.273E+02, 7.476E+02, 7.066E+02, 6.995E+02, 6.639E+02, 5.199E+02, 2.014E+02, 1.187E+03, 1.038E+03, 1.109E+03, 1.023E+03, 1.003E+03, 1.097E+03, 9.738E+01, 6.502E+01, 3.806E+01, 8.545E+01, 1.466E+00, 1.170E+00, 6.050E-01, 2.314E+00, 4.370E+00, 1.248E-01,-7.739E-02,-1.174E-01,-6.970E-01, 5.602E-01, 1.511E+00, 1.168E+00, 4.204E-01,-1.532E+00,-3.849E+00,-2.253E-01,-3.402E-01, 6.393E-02, 6.785E-01, 6.640E-01, 2.143E+00, 3.345E+00
 3.700E+02, 9.165E+02, 7.822E+02, 7.478E+02, 5.327E+02, 3.142E+02, 1.404E+02, 7.625E+02, 7.117E+02, 7.038E+02, 6.733E+02, 5.362E+02, 2.220E+02, 1.185E+03, 1.055E+03, 1.091E+03, 1.031E+03, 9.091E+02, 1.134E+03, 9.835E+01, 6.582E+01, 3.871E+01, 8.678E+01, 1.478E+00, 1.170E+00, 5.675E-01, 2.028E+00, 4.403E+00, 2.914E-03, 2.634E-02,-9.021E-02,-2.865E-01, 6.198E-01, 1.521E+00, 1.183E+00, 5.027E-01,-1.403E+00,-3.863E+00,-1.201E-01,-3.284E-01,-6.600E-02, 5.911E-01, 6.199E-01, 2.088E+00, 3.287E+00
 3.800E+02, 9.235E+02, 7.786E+02, 7.222E+02, 5.608E+02, 3.538E+02, 1.476E+02, 7.581E+02, 7.159E+02, 7.090E+02, 6.848E+02, 5.975E+02, 2.358E+02, 1.188E+03, 1.008E+03, 1.099E+03, 9.870E+02, 1.014E+03, 1.136E+03, 1.063E+02, 6.956E+01, 4.093E+01, 8.942E+01, 1.492E+00, 1.184E+00, 5.360E-01, 2.070E+00, 4.675E+00, 6.117E-02,-1.192E-01,-2.219E-01,-3.604E-01, 1.005E+00, 1.540E+00, 1.162E+00, 2.494E-01,-1.427E+00,-4.089E+00,-2.100E-01,-3.044E-01,-5.528E-02, 7.365E-01, 3.505E-01, 2.451E+00, 3.442E+00
 3.900E+02, 9.259E+02, 7.134E+02, 6.755E+02, 5.186E+02, 3.353E+02, 1.509E+02, 7.785E+02, 7.363E+02, 7.235E+02, 6.866E+02, 5.896E+02, 2.546E+02, 1.173E+03, 1.010E+03, 1.122E+03, 1.012E+03, 9.377E+02, 1.165E+03, 1.054E+02, 6.969E+01, 4.163E+01, 8.715E+01, 1.506E+00, 1.208E+00, 5.775E-01, 2.435E+00, 4.440E+00,-1.044E-02,-1.789E-02,-5.429E-02,-6.634E-01, 6.918E-01, 1.569E+00, 1.195E+00, 4.640E-01,-1.551E+00,-3.910E+00,-1.147E-01,-3.439E-01,-6.502E-02, 7.647E-01, 7.612E-01, 2.507E+00, 3.472E+00
 4.000E+02, 9.804E+02, 8.041E+02, 7.365E+02, 5.936E+02, 3.623E+02, 1.669E+02, 7.799E+02, 7.316E+02, 7.205E+02, 6.873E+02, 5.933E+02, 2.524E+02, 1.206E+03, 1.067E+03, 1.117E+03, 1.017E+03, 9.630E+02, 1.168E+03, 1.235E+02, 6.895E+01, 4.403E+01, 9.100E+01, 1.498E+00, 1.187E+00, 5.950E-01, 2.557E+00, 4.712E+00, 6.996E-02,-3.374E-02,-1.739E-01,-8.983E-01, 1.018E+00, 1.551E+00, 1.175E+00, 3.156E-01,-1.516E+00,-4.161E+00,-1.134E-01,-3.350E-01, 3.137E-04, 9.639E-01, 4.847E-01, 2.662E+00, 3.491E+00
 4.100E+02, 9.696E+02, 7.901E+02, 7.255E+02, 5.220E+02, 3.336E+02, 1.659E+02, 7.671E+02, 7.324E+02, 7.233E+02, 6.956E+02, 6.473E+02, 2.754E+02, 1.204E+03, 1.058E+03, 1.137E+03, 9.995E+02, 8.673E+02, 1.151E+03, 1.214E+02, 7.118E+01, 4.404E+01, 8.862E+01, 1.539E+00, 1.221E+00, 5.814E-01, 2.520E+00, 4.794E+00, 4.290E-02, 1.429E-01, 9.430E-03,-1.006E+00, 1.116E+00, 1.590E+00, 1.196E+00, 4.256E-01,-1.481E+00,-4.256E+00,-1.190E-01,-3.219E-01, 2.609E-03, 8.607E-01, 2.314E-01, 2.678E+00, 3.481E+00
 4.200E+02, 9.682E+02, 7.702E+02, 7.047E+02, 5.735E+02, 3.850E+02, 1.808E+02, 7.920E+02, 7.505E+02, 7.395E+02, 7.030E+02, 6.276E+02, 2.781E+02, 1.204E+03, 1.024E+03, 1.115E+03, 1.009E+03, 9.551E+02, 1.221E+03, 1.203E+02, 7.294E+01, 4.646E+01, 9.490E+01, 1.553E+00, 1.229E+00, 5.259E-01, 2.503E+00, 4.619E+00, 6.359E-02, 6.099E-02,-1.205E-01,-9.119E-01, 6.657E-01, 1.581E+00, 1.227E+00, 6.731E-02,-1.518E+00,-4.101E+00,-2.531E-01,-3.601E-01, 2.253E-02, 7.820E-01, 5.188E-01, 2.850E+00, 3.522E+00
 4.300E+02, 9.790E+02, 8.617E+02, 8.019E+02, 6.286E+02, 3.899E+02, 1.822E+02, 7.917E+02, 7.463E+02, 7.355E+02, 7.048E+02, 6.469E+02, 3.019E+02, 1.213E+03, 1.064E+03, 1.113E+03, 1.016E+03, 9.819E+02, 1.197E+03, 1.260E+02, 7.367E+01, 4.792E+01, 9.594E+01, 1.554E+00, 1.249E+00, 5.993E-01, 2.564E+00, 4.923E+00, 9.387E-02,-1.481E-01,-6.372E-02,-1.046E+00, 1.292E+00, 1.605E+00, 1.250E+00, 2.461E-01,-1.473E+00,-4.321E+00,-2.306E-01,-2.985E-01, 8.736E-02, 8.921E-01, 6.012E-02, 2.727E+00, 3.610E+00
 4.400E+02, 9.974E+02, 8.439E+02, 7.878E+02, 6.382E+02, 4.041E+02, 1.927E+02, 7.821E+02, 7.384E+02, 7.282E+02, 6.962E+02, 6.578E+02, 3.318E+02, 1.198E+03, 1.042E+03, 1.106E+03, 9.590E+02, 9.820E+02, 1.202E+03, 1.351E+02, 7.214E+01, 4.831E+01, 9.657E+01, 1.577E+00, 1.235E+00, 5.228E-01, 2.732E+00, 4.954E+00,-6.545E-03,-3.088E-02, 6.026E-02,-1.256E+00, 1.237E+00, 1.632E+00, 1.223E+00, 3.046E-01,-1.467E+00,-4.370E+00,-1.931E-01,-3.489E-01, 1.495E-02, 9.498E-01, 1.647E-01, 2.775E+00, 3.881E+00
 4.500E+02, 1.032E+03, 8.571E+02, 8.256E+02, 6.567E+02, 4.073E+02, 1.952E+02, 7.716E+02, 7.373E+02, 7.281E+02, 7.061E+02, 6.767E+02, 3.584E+02, 1.234E+03, 1.078E+03, 1.142E+03, 9.808E+02, 1.015E+03, 1.231E+03, 1.398E+02, 7.165E+01, 4.967E+01, 9.906E+01, 1.578E+00, 1.241E+00, 6.480E-01, 3.056E+00, 5.001E+00, 5.858E-02,-2.026E-01,-6.592E-02,-1.839E+00, 1.548E+00, 1.641E+00, 1.175E+00, 2.458E-01,-1.548E+00,-4.299E+00,-9.903E-02,-3.771E-01, 9.838E-02, 1.063E+00, 1.144E-01, 2.725E+00, 3.809E+00
 4.600E+02, 1.032E+03, 8.965E+02, 8.471E+02, 7.034E+02, 5.053E+02, 2.033E+02, 7.795E+02, 7.404E+02, 7.313E+02, 6.952E+02, 6.438E+02, 3.160E+02, 1.212E+03, 1.052E+03, 1.123E+03, 9.679E+02, 1.019E+03, 1.243E+03, 1.428E+02, 7.280E+01, 5.124E+01, 1.018E+02, 1.617E+00, 1.288E+00, 6.413E-01, 2.808E+00, 4.958E+00, 3.713E-02,-2.032E-01,-1.077E-01,-1.402E+00, 1.414E+00, 1.660E+00, 1.261E+00, 1.735E-01,-1.541E+00,-4.338E+00,-1.650E-01,-3.571E-01, 6.674E-02, 9.426E-01, 1.976E-01, 3.085E+00, 3.858E+00
 4.700E+02, 1.040E+03, 8.559E+02, 8.096E+02, 6.070E+02, 4.084E+02, 2.075E+02, 7.787E+02, 7.398E+02, 7.304E+02, 6.997E+02, 6.647E+02, 3.694E+02, 1.223E+03, 1.052E+03, 1.131E+03, 1.004E+03, 9.649E+02, 1.206E+03, 1.440E+02, 7.228E+01, 5.180E+01, 9.981E+01, 1.599E+00, 1.291E+00, 5.423E-01, 2.793E+00, 4.953E+00,-1.409E-03,-1.125E-01,-3.139E-02,-1.433E+00, 1.316E+00, 1.650E+00, 1.262E+00, 2.787E-01,-1.476E+00,-4.337E+00,-1.842E-01,-3.432E-01, 8.646E-02, 9.424E-01, 1.516E-01, 3.013E+00, 3.906E+00
 4.800E+02, 1.068E+03, 8.709E+02, 8.406E+02, 6.832E+02, 4.221E+02, 1.939E+02, 7.764E+02, 7.383E+02, 7.302E+02, 7.095E+02, 6.482E+02, 3.331E+02, 1.198E+03, 1.054E+03, 1.125E+03, 9.804E+02, 9.994E+02, 1.207E+03, 1.455E+02, 7.386E+01, 5.214E+01, 9.923E+01, 1.629E+00, 1.288E+00, 6.409E-01, 2.946E+00, 4.983E+00,-4.521E-03,-2.256E-01, 1.830E-02,-1.652E+00, 1.273E+00, 1.681E+00, 1.263E+00, 2.962E-01,-1.525E+00,-4.381E+00,-1.658E-01,-3.267E-01, 9.942E-02, 9.296E-01, 1.451E-01, 3.068E+00, 3.878E+00
 4.900E+02, 1.039E+03, 8.729E+02, 8.316E+02, 6.636E+02, 4.952E+02, 2.087E+02, 7.934E+02, 7.556E+02, 7.428E+02, 7.119E+02, 6.759E+02, 3.470E+02, 1.218E+03, 1.087E+03, 1.119E+03, 9.974E+02, 9.664E+02, 1.228E+03, 1.464E+02, 7.218E+01, 5.402E+01, 1.030E+02, 1.619E+00, 1.305E+00, 6.526E-01, 2.639E+00, 4.968E+00, 4.554E-02,-2.498E-01,-4.821E-02,-1.118E+00, 1.207E+00, 1.660E+00, 1.284E+00, 2.561E-01,-1.490E+00,-4.392E+00,-1.990E-01,-3.329E-01, 9.090E-02, 8.715E-01, 2.759E-01, 3.171E+00, 4.003E+00
 5.000E+02, 1.025E+03, 8.563E+02, 7.951E+02, 6.749E+02, 4.772E+02, 2.052E+02, 8.049E+02, 7.577E+02, 7.445E+02, 7.127E+02, 6.709E+02, 3.280E+02, 1.202E+03, 1.066E+03, 1.123E+03, 1.013E+03, 9.808E+02, 1.231E+03, 1.382E+02, 7.786E+01, 5.394E+01, 1.009E+02, 1.645E+00, 1.318E+00, 5.772E-01, 2.703E+00, 4.994E+00, 1.226E-01,-3.747E-01,-1.272E-01,-1.124E+00, 1.202E+00, 1.698E+00, 1.239E+00, 1.957E-01,-1.695E+00,-4.456E+00,-2.321E-01,-3.365E-01, 1.437E-01, 9.405E-01, 1.386E-01, 2.920E+00, 3.815E+00
 5.100E+02, 1.050E+03, 9.070E+02, 8.666E+02, 6.774E+02, 4.543E+02, 2.067E+02, 7.992E+02, 7.597E+02, 7.510E+02, 7.268E+02, 6.788E+02, 3.714E+02, 1.214E+03, 1.075E+03, 1.109E+03, 9.768E+02, 9.429E+02, 1.183E+03, 1.413E+02, 7.585E+01, 5.376E+01, 1.019E+02, 1.623E+00, 1.288E+00, 6.088E-01, 2.827E+00, 5.168E+00, 1.376E-01,-1.761E-01, 4.415E-02,-1.346E+00, 1.485E+00, 1.665E+00, 1.278E+00, 2.420E-01,-1.686E+00,-4.537E+00,-2.016E-01,-3.286E-01, 1.623E-01, 8.718E-01, 2.377E-02, 2.875E+00, 3.819E+00
 5.200E+02, 1.053E+03, 8.888E+02, 8.125E+02, 6.809E+02, 4.670E+02, 1.991E+02, 7.975E+02, 7.557E+02, 7.467E+02, 7.242E+02, 6.716E+02, 3.409E+02, 1.210E+03, 1.099E+03, 1.114E+03, 1.020E+03, 9.810E+02, 1.246E+03, 1.507E+02, 7.771E+01, 5.563E+01, 1.024E+02, 1.632E+00, 1.277E+00, 6.073E-01, 2.688E+00, 5.035E+00, 5.293E-02,-9.700E-02,-1.511E-01,-1.180E+00, 1.384E+00, 1.703E+00, 1.261E+00, 2.188E-01,-1.662E+00,-4.414E+00,-1.507E-01,-3.557E-01, 3.419E-03, 8.552E-01, 5.857E-02, 3.119E+00, 3.927E+00
 5.300E+02, 1.052E+03, 8.925E+02, 8.703E+02, 7.635E+02, 5.214E+02, 2.283E+02, 7.887E+02, 7.511E+02, 7.431E+02, 7.175E+02, 6.762E+02, 3.355E+02, 1.205E+03, 1.073E+03, 1.133E+03, 1.011E+03, 1.017E+03, 1.224E+03, 1.427E+02, 7.458E+01, 5.558E+01, 1.035E+02, 1.636E+00, 1.300E+00, 6.606E-01, 2.789E+00, 4.995E+00, 8.107E-02, 3.982E-02,-1.044E-01,-1.228E+00, 1.305E+00, 1.696E+00, 1.269E+00, 2.554E-01,-1.587E+00,-4.364E+00,-1.650E-01,-3.999E-01, 7.617E-02, 8.873E-01, 1.435E-01, 2.932E+00, 3.721E+00
 5.400E+02, 1.052E+03, 9.040E+02, 8.634E+02, 7.662E+02, 5.705E+02, 2.352E+02, 7.880E+02, 7.604E+02, 7.533E+02, 7.274E+02, 6.874E+02, 3.574E+02, 1.213E+03, 1.127E+03, 1.115E+03, 9.982E+02, 9.628E+02, 1.235E+03, 1.603E+02, 7.476E+01, 5.730E+01, 1.063E+02, 1.644E+00, 1.298E+00, 6.039E-01, 2.866E+00, 5.119E+00,-8.299E-02, 1.976E-01, 1.701E-02,-1.369E+00, 1.400E+00, 1.676E+00, 1.285E+00, 3.214E-01,-1.484E+00,-4.468E+00,-2.664E-01,-3.795E-01, 1.575E-01, 9.910E-01, 1.262E-01, 3.016E+00, 3.917E+00
 5.500E+02, 1.048E+03, 8.769E+02, 8.360E+02, 6.830E+02, 4.721E+02, 2.218E+02, 7.901E+02, 7.562E+02, 7.438E+02, 7.191E+02, 6.739E+02, 3.653E+02, 1.219E+03, 1.111E+03, 1.123E+03, 9.996E+02, 1.082E+03, 1.185E+03, 1.548E+02, 7.603E+01, 5.712E+01, 1.075E+02, 1.650E+00, 1.307E+00, 5.296E-01, 2.775E+00, 5.054E+00, 2.313E-02, 1.448E-01,-1.211E-01,-1.142E+00, 1.394E+00, 1.718E+00, 1.320E+00, 2.263E-01,-1.522E+00,-4.424E+00,-1.821E-01,-3.273E-01, 5.716E-02, 9.704E-01, 2.823E-01, 3.161E+00, 3.878E+00
 5.600E+02, 1.047E+03, 9.152E+02, 8.936E+02, 7.537E+02, 4.846E+02, 2.175E+02, 7.938E+02, 7.581E+02, 7.439E+02, 7.013E+02, 6.469E+02, 3.496E+02, 1.227E+03, 1.099E+03, 1.134E+03, 9.956E+02, 1.008E+03, 1.241E+03, 1.528E+02, 8.078E+01, 5.835E+01, 1.097E+02, 1.646E+00, 1.297E+00, 6.750E-01, 2.935E+00, 5.092E+00,-3.392E-02, 2.033E-01,-5.951E-02,-1.528E+00, 1.297E+00, 1.703E+00, 1.274E+00, 2.798E-01,-1.675E+00,-4.475E+00,-1.719E-01,-3.914E-01, 2.467E-02, 7.944E-01, 2.012E-01, 3.078E+00, 3.906E+00
 5.700E+02, 1.053E+03, 9.319E+02, 8.987E+02, 8.034E+02, 5.293E+02, 2.262E+02, 8.140E+02, 7.703E+02, 7.625E+02, 7.418E+02, 6.702E+02, 3.739E+02, 1.215E+03, 1.073E+03, 1.122E+03, 9.953E+02, 1.002E+03, 1.240E+03, 1.512E+02, 7.945E+01, 5.728E+01, 1.078E+02, 1.656E+00, 1.326E+00, 6.196E-01, 2.515E+00, 4.938E+00, 6.776E-02, 2.434E-01,-6.173E-02,-7.368E-01, 1.179E+00, 1.716E+00, 1.326E+00, 2.381E-01,-1.656E+00,-4.358E+00,-2.403E-01,-3.998E-01, 1.018E-01, 8.941E-01, 4.501E-01, 2.742E+00, 3.802E+00
 5.800E+02, 1.051E+03, 9.096E+02, 8.873E+02, 8.130E+02, 5.309E+02, 2.333E+02, 8.121E+02, 7.818E+02, 7.739E+02, 7.495E+02, 6.805E+02, 3.866E+02, 1.219E+03, 1.100E+03, 1.124E+03, 1.010E+03, 9.718E+02, 1.246E+03, 1.494E+02, 7.987E+01, 5.854E+01, 1.082E+02, 1.656E+00, 1.302E+00, 6.721E-01, 2.688E+00, 5.208E+00, 1.099E-01,-1.347E-02,-2.722E-01,-8.457E-01, 1.261E+00, 1.696E+00, 1.304E+00, 1.868E-01,-1.612E+00,-4.559E+00,-2.037E-01,-4.003E-01, 1.251E-01, 1.031E+00, 1.126E-01, 3.159E+00, 3.951E+00
 5.900E+02, 1.062E+03, 9.368E+02, 8.977E+02, 7.786E+02, 5.158E+02, 2.175E+02, 7.947E+02, 7.609E+02, 7.535E+02, 7.242E+02, 6.919E+02, 3.667E+02, 1.247E+03, 1.135E+03, 1.140E+03, 1.020E+03, 9.696E+02, 1.242E+03, 1.632E+02, 7.679E+01, 6.012E+01, 1.093E+02, 1.694E+00, 1.336E+00, 6.670E-01, 2.797E+00, 5.245E+00, 4.671E-03,-2.891E-01,-1.834E-01,-1.133E+00, 1.581E+00, 1.754E+00, 1.262E+00, 6.245E-02,-1.494E+00,-4.569E+00,-1.490E-01,-3.908E-01, 2.394E-01, 9.420E-01,-5.251E-02, 3.257E+00, 4.082E+00
 6.000E+02, 1.059E+03, 8.458E+02, 7.904E+02, 6.456E+02, 4.984E+02, 2.254E+02, 8.183E+02, 7.767E+02, 7.626E+02, 7.379E+02, 6.762E+02, 3.517E+02, 1.212E+03, 1.113E+03, 1.135E+03, 1.030E+03, 9.965E+02, 1.221E+03, 1.537E+02, 8.090E+01, 6.052E+01, 1.093E+02, 1.677E+00, 1.350E+00, 5.738E-01, 2.661E+00, 5.011E+00, 4.457E-02,-1.434E-01,-8.532E-02,-9.631E-01, 1.078E+00, 1.734E+00, 1.316E+00, 1.501E-01,-1.619E+00,-4.475E+00,-8.084E-02,-3.802E-01, 1.111E-01, 8.946E-01, 3.313E-01, 2.960E+00, 4.006E+00
 6.100E+02, 7.747E+02, 4.224E+02, 3.768E+02, 3.177E+02, 2.647E+02, 1.862E+02, 6.953E+02, 5.006E+02, 4.716E+02, 4.307E+02, 3.651E+02, 2.570E+02, 8.872E+02, 8.041E+02, 8.535E+02, 7.877E+02, 3.708E+02, 4.918E+02, 6.819E+01, 4.504E+01, 3.813E+01, 4.658E+01, 1.732E+00, 1.407E+00, 8.573E-01, 1.739E+00, 3.809E+00, 6.755E-03, 9.349E-02,-8.617E-02,-7.389E-01,-2.066E-01, 1.796E+00, 1.397E+00, 8.139E-01,-1.210E+00,-3.327E+00,-1.891E-01,-4.257E-01,-1.965E-01, 7.925E-01, 3.838E-01, 1.418E+00, 2.564E+00
 6.200E+02, 4.692E+02, 2.037E+02, 1.986E+02, 1.938E+02, 1.838E+02, 1.540E+02, 4.617E+02, 2.393E+02, 2.278E+02, 2.147E+02, 2.028E+02, 1.771E+02, 6.532E+02, 6.238E+02, 6.328E+02, 6.017E+02, 1.527E+02, 1.987E+02, 3.175E+01, 1.968E+01, 2.148E+01, 2.270E+01, 1.533E+00, 1.240E+00, 7.600E-01, 1.439E+00, 2.814E+00,-1.034E-01,-1.570E-02,-4.573E-02,-5.160E-01,-2.412E-01, 1.583E+00, 1.223E+00, 6.663E-01,-1.165E+00,-2.555E+00,-1.371E-01,-3.867E-01,-2.759E-01, 8.102E-01, 2.461E-01, 1.157E+00, 2.044E+00
 6.300E+02, 3.837E+02, 1.815E+02, 1.757E+02, 1.645E+02, 1.524E+02, 1.381E+02, 3.495E+02, 2.130E+02, 2.054E+02, 1.849E+02, 1.752E+02, 1.553E+02, 5.305E+02, 5.361E+02, 5.415E+02, 5.165E+02, 1.462E+02, 1.768E+02, 2.432E+01, 1.525E+01, 1.669E+01, 1.821E+01, 1.443E+00, 1.174E+00, 7.061E-01, 1.390E+00, 2.558E+00, 1.715E-02, 1.625E-03,-1.547E-01,-4.778E-01,-3.203E-01, 1.478E+00, 1.188E+00, 5.695E-01,-9.905E-01,-2.284E+00,-2.377E-01,-3.247E-01,-2.053E-01, 7.997E-01, 2.673E-01, 1.043E+00, 1.871E+00
 6.400E+02, 3.393E+02, 1.672E+02, 1.589E+02, 1.499E+02, 1.444E+02, 1.264E+02, 3.311E+02, 1.906E+02, 1.837E+02, 1.717E+02, 1.632E+02, 1.512E+02, 4.848E+02, 4.765E+02, 4.979E+02, 4.574E+02, 1.398E+02, 1.616E+02, 2.031E+01, 1.308E+01, 1.395E+01, 1.558E+01, 1.396E+00, 1.139E+00, 6.745E-01, 1.281E+00, 2.421E+00,-4.231E-02,-3.582E-02,-1.238E-01,-3.783E-01,-5.514E-01, 1.444E+00, 1.106E+00, 5.402E-01,-1.001E+00,-2.140E+00,-1.169E-01,-4.175E-01,-2.403E-01, 7.932E-01, 2.788E-01, 9.287E-01, 1.715E+00
 6.500E+02, 3.153E+02, 1.740E+02, 1.635E+02, 1.488E+02, 1.347E+02, 1.154E+02, 3.231E+02, 1.659E+02, 1.599E+02, 1.530E+02, 1.484E+02, 1.384E+02, 4.323E+02, 4.391E+02, 4.609E+02, 4.284E+02, 1.307E+02, 1.558E+02, 1.745E+01, 1.142E+01, 1.208E+01, 1.381E+01, 1.366E+00, 1.144E+00, 7.439E-01, 1.234E+00, 2.246E+00, 4.175E-02,-2.364E-01,-1.339E-01,-2.148E-01,-2.353E-01, 1.416E+00, 1.091E+00, 6.127E-01,-9.198E-01,-2.028E+00,-1.741E-01,-3.559E-01,-2.725E-01, 6.503E-01, 2.704E-01, 9.262E-01, 1.632E+00
 6.600E+02, 2.603E+02, 1.388E+02, 1.352E+02, 1.301E+02, 1.246E+02, 1.140E+02, 2.858E+02, 1.612E+02, 1.524E+02, 1.443E+02, 1.389E+02, 1.286E+02, 4.352E+02, 4.139E+02, 4.401E+02, 4.131E+02, 1.329E+02, 1.450E+02, 1.558E+01, 1.026E+01, 1.073E+01, 1.248E+01, 1.342E+00, 1.109E+00, 7.100E-01, 1.105E+00, 2.168E+00, 3.552E-02,-1.512E-01, 2.999E-02,-3.972E-01,-3.490E-01, 1.379E+00, 1.066E+00, 6.418E-01,-8.561E-01,-1.945E+00,-1.442E-01,-3.693E-01,-1.875E-01, 5.463E-01, 2.876E-01, 8.235E-01, 1.524E+00
