s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.307E-02, 1.612E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.307E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 1.252E+03,-6.618E+02,-1.420E+02,-7.289E+01, 6.562E+00, 0.000E+00, 0.000E+00, 3.797E+02, 3.823E+02, 0.000E+00, 3.078E-02, 0.000E+00
 2.000E+01, 1.263E+03,-7.970E+02,-3.908E+02,-7.735E+01, 6.909E+00, 0.000E+00, 0.000E+00, 4.587E+00, 4.904E+00, 0.000E+00, 3.078E-02, 0.000E+00
 3.000E+01, 1.268E+03,-7.685E+02,-4.517E+02,-6.789E+01, 6.477E+00, 0.000E+00, 0.000E+00,-1.213E+01,-1.394E+01, 0.000E+00, 3.078E-02, 0.000E+00
 4.001E+01, 1.362E+03,-8.288E+02,-4.371E+02,-6.455E+01, 6.631E+00, 0.000E+00, 0.000E+00, 3.932E+01, 3.862E+01, 0.000E+00, 3.078E-02, 0.000E+00
 5.001E+01, 1.303E+03,-8.024E+02,-4.705E+02,-5.743E+01, 6.320E+00, 0.000E+00, 0.000E+00,-1.983E+01,-2.078E+01, 0.000E+00, 3.078E-02, 0.000E+00
 6.000E+01, 1.322E+03,-8.016E+02,-4.601E+02,-5.250E+01, 6.210E+00, 0.000E+00, 0.000E+00, 1.362E+01, 1.374E+01, 0.000E+00, 3.078E-02, 0.000E+00
 7.000E+01, 1.362E+03,-8.076E+02,-5.035E+02,-4.901E+01, 6.129E+00, 0.000E+00, 0.000E+00, 8.504E+00, 8.350E+00, 0.000E+00, 3.080E-02, 0.000E+00
 8.000E+01, 1.390E+03,-8.180E+02,-5.226E+02,-4.493E+01, 6.530E+00, 0.000E+00, 0.000E+00, 1.087E+01, 1.063E+01, 0.000E+00, 3.103E-02, 0.000E+00
 9.000E+01, 1.367E+03,-7.808E+02,-5.531E+02,-4.108E+01, 6.821E+00, 0.000E+00, 0.000E+00,-1.162E-01,-7.640E-01, 0.000E+00, 3.158E-02, 0.000E+00
 1.000E+02, 1.435E+03,-8.102E+02,-5.880E+02,-3.863E+01, 7.505E+00, 0.000E+00, 0.000E+00, 6.979E+00, 6.097E+00, 0.000E+00, 3.255E-02, 0.000E+00
 1.100E+02, 1.467E+03,-8.434E+02,-5.806E+02,-3.673E+01, 8.276E+00, 0.000E+00, 0.000E+00, 1.594E+01, 1.497E+01, 0.000E+00, 3.390E-02, 0.000E+00
 1.200E+02, 1.543E+03,-8.417E+02,-6.815E+02,-3.243E+01, 9.874E+00, 0.000E+00, 0.000E+00,-1.395E-01,-2.647E+00, 0.000E+00, 3.554E-02, 0.000E+00
 1.300E+02, 1.609E+03,-8.540E+02,-7.183E+02,-2.999E+01, 1.121E+01, 0.000E+00, 0.000E+00, 2.046E+01, 1.829E+01, 0.000E+00, 3.746E-02, 0.000E+00
 1.400E+02, 1.750E+03,-9.226E+02,-7.956E+02,-2.599E+01, 1.342E+01, 0.000E+00, 0.000E+00, 1.947E+01, 1.945E+01, 0.000E+00, 3.979E-02, 0.000E+00
 1.500E+02, 1.905E+03,-9.910E+02,-8.902E+02,-2.313E+01, 1.573E+01, 0.000E+00, 0.000E+00, 1.814E+01, 1.656E+01, 0.000E+00, 4.238E-02, 0.000E+00
 1.600E+02, 1.941E+03,-9.901E+02,-9.245E+02,-1.647E+01, 1.763E+01, 0.000E+00, 0.000E+00, 2.870E+01, 2.740E+01, 0.000E+00, 4.475E-02, 0.000E+00
 1.700E+02, 2.087E+03,-1.024E+03,-1.053E+03,-1.361E+01, 1.987E+01, 0.000E+00, 0.000E+00, 1.813E+01, 1.659E+01, 0.000E+00, 4.686E-02, 0.000E+00
 1.800E+02, 2.191E+03,-1.054E+03,-1.137E+03,-9.230E+00, 2.142E+01, 0.000E+00, 0.000E+00, 1.224E+01, 1.179E+01, 0.000E+00, 4.844E-02, 0.000E+00
 1.900E+02, 2.280E+03,-1.074E+03,-1.199E+03,-6.766E+00, 2.331E+01, 0.000E+00, 0.000E+00, 2.497E+01, 2.387E+01, 0.000E+00, 5.013E-02, 0.000E+00
 2.000E+02, 2.346E+03,-1.134E+03,-1.219E+03,-5.818E+00, 2.604E+01, 0.000E+00, 0.000E+00, 1.438E+01, 1.291E+01, 0.000E+00, 5.279E-02, 0.000E+00
