s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 6.775E+02, 6.792E+02, 6.901E+02, 7.165E+02, 7.307E+02, 3.827E+02, 6.132E+02, 5.976E+02, 5.906E+02, 5.786E+02, 5.627E+02, 4.754E+02, 7.874E+02, 8.165E+02, 7.363E+02, 7.673E+02, 4.522E+02, 6.896E+02, 6.522E+01, 4.574E+01, 3.259E+01, 4.432E+01,-1.352E-01,-1.591E-01,-2.124E-01,-1.572E+00, 8.059E-01, 1.272E+00, 1.019E+00, 1.101E+00, 3.199E+00, 4.907E+00,-1.550E-02,-3.692E-02,-1.055E-01,-8.703E-01, 7.639E-01, 1.346E+00, 1.054E+00,-3.899E-01,-1.790E+00,-4.250E+00, 6.439E-02,-8.917E-02, 4.330E-01, 1.180E+00, 1.237E-01
 1.000E+02, 6.334E+02, 6.127E+02, 6.084E+02, 5.989E+02, 5.874E+02, 5.162E+02, 6.458E+02, 6.160E+02, 6.099E+02, 5.930E+02, 5.777E+02, 5.076E+02, 7.529E+02, 7.760E+02, 7.544E+02, 7.629E+02, 4.307E+02, 6.564E+02, 5.370E+01, 5.314E+01, 3.139E+01, 3.296E+01,-2.068E-01,-1.875E-01, 2.446E-01, 6.204E-01, 7.355E-02, 1.258E+00, 1.004E+00, 1.123E+00, 3.268E+00, 4.971E+00,-7.659E-02,-6.901E-02, 2.017E-01, 9.244E-01, 2.842E-01, 1.330E+00, 1.027E+00,-5.158E-01,-1.560E+00,-4.293E+00,-1.143E-02,-9.263E-02, 5.568E-01, 2.140E+00, 2.587E-01
 1.100E+02, 6.100E+02, 5.822E+02, 5.791E+02, 5.726E+02, 5.628E+02, 4.991E+02, 6.470E+02, 6.333E+02, 6.302E+02, 6.181E+02, 5.981E+02, 5.456E+02, 7.289E+02, 7.556E+02, 7.523E+02, 7.871E+02, 4.727E+02, 6.344E+02, 4.405E+01, 5.912E+01, 3.421E+01, 2.640E+01,-2.029E-01,-1.320E-01,-6.357E-01,-4.258E-01, 6.989E-01, 1.270E+00, 1.011E+00, 1.113E+00, 3.331E+00, 4.996E+00,-5.599E-02,-2.010E-02,-4.092E-01, 1.138E-01, 7.092E-01, 1.348E+00, 1.047E+00,-4.318E-01,-1.688E+00,-4.300E+00, 2.251E-02,-6.192E-02, 4.738E-01, 1.993E+00, 3.554E-01
 1.200E+02, 6.067E+02, 5.865E+02, 5.836E+02, 5.759E+02, 5.678E+02, 5.097E+02, 6.611E+02, 6.466E+02, 6.407E+02, 6.238E+02, 6.019E+02, 5.641E+02, 7.349E+02, 7.335E+02, 7.502E+02, 7.803E+02, 4.665E+02, 6.119E+02, 4.232E+01, 5.955E+01, 3.616E+01, 2.977E+01,-8.539E-02,-1.249E-01,-4.511E-01,-5.801E-01, 7.322E-02, 1.306E+00, 1.041E+00, 1.426E+00, 3.318E+00, 5.083E+00, 1.821E-02,-2.609E-02,-1.946E-01,-1.211E-02, 3.244E-01, 1.381E+00, 1.088E+00,-6.489E-01,-1.755E+00,-4.393E+00, 3.492E-02,-1.248E-02, 6.960E-01, 1.916E+00, 2.377E-01
 1.300E+02, 6.111E+02, 5.867E+02, 5.854E+02, 5.870E+02, 5.772E+02, 5.359E+02, 6.224E+02, 6.198E+02, 6.148E+02, 6.012E+02, 5.889E+02, 5.533E+02, 7.605E+02, 7.351E+02, 7.468E+02, 7.392E+02, 5.992E+02, 6.450E+02, 4.744E+01, 5.438E+01, 3.667E+01, 5.212E+01,-2.308E-02,-8.289E-02, 1.144E-01,-3.986E-01, 4.641E-01, 1.363E+00, 1.092E+00, 1.438E+00, 3.338E+00, 5.106E+00, 8.093E-02, 1.176E-02, 1.928E-01, 1.951E-01, 5.613E-01, 1.442E+00, 1.112E+00,-4.912E-01,-1.810E+00,-4.384E+00, 7.987E-02,-3.815E-02, 5.988E-01, 2.112E+00, 3.614E-01
 1.400E+02, 5.995E+02, 5.800E+02, 5.777E+02, 5.734E+02, 5.691E+02, 5.442E+02, 6.527E+02, 6.458E+02, 6.416E+02, 6.291E+02, 6.155E+02, 5.802E+02, 7.450E+02, 7.125E+02, 7.363E+02, 7.453E+02, 5.809E+02, 6.293E+02, 4.358E+01, 5.916E+01, 3.764E+01, 3.496E+01,-1.844E-01,-2.844E-01, 3.934E-02, 2.809E-01, 2.635E-01, 1.402E+00, 1.096E+00, 1.456E+00, 3.288E+00, 5.209E+00,-3.286E-02,-6.789E-02, 1.729E-01, 4.844E-01, 4.561E-01, 1.502E+00, 1.139E+00,-5.831E-01,-1.607E+00,-4.511E+00, 1.887E-02,-8.213E-02, 8.113E-01, 2.133E+00, 1.984E-01
 1.500E+02, 6.242E+02, 6.098E+02, 6.069E+02, 6.021E+02, 5.935E+02, 5.758E+02, 6.513E+02, 6.421E+02, 6.383E+02, 6.268E+02, 6.165E+02, 5.974E+02, 7.504E+02, 7.492E+02, 7.432E+02, 7.549E+02, 5.848E+02, 6.536E+02, 4.968E+01, 5.844E+01, 4.135E+01, 4.730E+01,-4.675E-03, 2.007E-02, 6.410E-02,-1.066E+00, 9.655E-01, 1.426E+00, 1.129E+00, 1.648E+00, 3.309E+00, 5.281E+00, 1.072E-01, 6.967E-02, 1.621E-01,-3.674E-01, 8.685E-01, 1.509E+00, 1.142E+00,-6.998E-01,-2.016E+00,-4.464E+00, 4.407E-02,-5.155E-02, 8.765E-01, 1.948E+00, 5.947E-01
 1.600E+02, 6.235E+02, 6.045E+02, 6.029E+02, 6.007E+02, 5.960E+02, 5.934E+02, 6.639E+02, 6.695E+02, 6.631E+02, 6.510E+02, 6.373E+02, 6.084E+02, 7.301E+02, 7.418E+02, 7.381E+02, 7.704E+02, 5.917E+02, 6.401E+02, 4.880E+01, 6.182E+01, 4.075E+01, 4.383E+01,-3.980E-02,-4.548E-02,-2.503E-01,-8.447E-01, 4.717E-01, 1.506E+00, 1.204E+00, 1.520E+00, 3.439E+00, 5.237E+00, 8.761E-02, 3.536E-02,-4.970E-02,-3.305E-01, 5.886E-01, 1.603E+00, 1.195E+00,-7.936E-01,-1.785E+00,-4.483E+00,-9.224E-03,-1.470E-01, 6.854E-01, 2.168E+00, 4.925E-01
 1.700E+02, 6.456E+02, 6.273E+02, 6.244E+02, 6.159E+02, 6.084E+02, 5.729E+02, 6.592E+02, 6.501E+02, 6.472E+02, 6.395E+02, 6.313E+02, 5.958E+02, 7.734E+02, 7.625E+02, 7.295E+02, 7.396E+02, 6.449E+02, 6.701E+02, 5.530E+01, 5.827E+01, 4.061E+01, 5.434E+01, 1.744E-01, 4.416E-02, 1.584E-01,-1.038E+00, 9.824E-01, 1.469E+00, 1.127E+00, 1.621E+00, 3.655E+00, 5.354E+00, 2.275E-01, 1.139E-01, 2.181E-01,-3.662E-01, 9.667E-01, 1.571E+00, 1.136E+00,-8.576E-01,-2.212E+00,-4.575E+00, 4.693E-03,-1.824E-01, 8.487E-01, 1.993E+00, 1.411E-01
 1.800E+02, 6.339E+02, 6.184E+02, 6.150E+02, 6.091E+02, 6.072E+02, 6.425E+02, 6.703E+02, 6.788E+02, 6.819E+02, 6.733E+02, 6.605E+02, 6.236E+02, 7.417E+02, 7.494E+02, 7.419E+02, 7.718E+02, 6.155E+02, 6.396E+02, 5.062E+01, 6.383E+01, 4.651E+01, 4.822E+01,-1.245E-01,-1.352E-01,-1.352E-01,-3.729E-01, 9.509E-01, 1.511E+00, 1.165E+00, 1.776E+00, 3.526E+00, 5.517E+00, 5.192E-03,-3.366E-02, 8.185E-02,-1.667E-02, 9.960E-01, 1.601E+00, 1.143E+00,-6.289E-01,-1.886E+00,-4.756E+00, 3.499E-02,-1.012E-01, 8.483E-01, 2.181E+00, 5.617E-02
 1.900E+02, 6.420E+02, 6.265E+02, 6.252E+02, 6.247E+02, 6.208E+02, 6.089E+02, 6.709E+02, 6.623E+02, 6.602E+02, 6.597E+02, 6.532E+02, 6.301E+02, 7.726E+02, 7.694E+02, 7.750E+02, 7.830E+02, 7.009E+02, 6.797E+02, 5.575E+01, 6.392E+01, 4.734E+01, 6.445E+01,-2.411E-01, 3.947E-02, 9.592E-01,-3.291E-02, 2.929E-01, 1.567E+00, 1.196E+00, 1.934E+00, 3.512E+00, 5.587E+00,-6.778E-02, 7.232E-02, 7.879E-01, 3.093E-01, 5.412E-01, 1.662E+00, 1.154E+00,-7.849E-01,-2.266E+00,-4.837E+00, 8.203E-04,-1.970E-01, 7.346E-01, 2.004E+00,-6.659E-02
 2.000E+02, 7.139E+02, 6.984E+02, 7.062E+02, 7.205E+02, 7.184E+02, 6.882E+02, 6.774E+02, 6.763E+02, 6.765E+02, 6.755E+02, 6.712E+02, 6.547E+02, 7.789E+02, 7.974E+02, 7.720E+02, 7.936E+02, 6.841E+02, 6.911E+02, 6.905E+01, 6.386E+01, 5.685E+01, 6.580E+01,-2.958E-01,-1.496E-01, 7.867E-01,-5.570E-01, 2.448E-01, 1.652E+00, 1.236E+00, 1.923E+00, 3.095E+00, 5.759E+00,-1.151E-01,-3.516E-02, 7.785E-01,-1.568E-01, 5.024E-01, 1.755E+00, 1.214E+00,-7.095E-01,-2.148E+00,-5.053E+00, 2.028E-02,-1.911E-01, 8.121E-01, 1.443E+00,-4.111E-01
 2.100E+02, 7.207E+02, 7.045E+02, 7.016E+02, 6.933E+02, 6.808E+02, 7.194E+02, 6.570E+02, 6.566E+02, 6.559E+02, 6.538E+02, 6.510E+02, 6.388E+02, 7.673E+02, 7.972E+02, 7.553E+02, 7.856E+02, 7.181E+02, 6.958E+02, 6.717E+01, 5.807E+01, 4.870E+01, 7.404E+01,-2.275E-01,-1.025E-01,-3.727E-01,-1.933E-01, 1.058E-02, 1.645E+00, 1.286E+00, 1.782E+00, 3.040E+00, 5.730E+00,-4.885E-02, 9.589E-03,-1.868E-01, 5.739E-03, 3.189E-01, 1.745E+00, 1.279E+00,-4.916E-01,-2.295E+00,-4.967E+00, 5.150E-02,-1.960E-01, 5.876E-01, 1.098E+00,-3.240E-01
 2.200E+02, 7.325E+02, 7.359E+02, 7.290E+02, 7.109E+02, 7.010E+02, 7.071E+02, 6.746E+02, 6.780E+02, 6.814E+02, 6.873E+02, 6.789E+02, 6.532E+02, 7.759E+02, 8.174E+02, 7.557E+02, 8.068E+02, 7.485E+02, 7.182E+02, 7.347E+01, 6.297E+01, 5.130E+01, 7.620E+01,-1.280E-01,-8.280E-02, 4.101E-02,-5.936E-01, 6.683E-02, 1.700E+00, 1.330E+00, 1.671E+00, 3.108E+00, 5.627E+00, 1.163E-02, 1.347E-02, 1.426E-01,-4.961E-02, 3.077E-01, 1.810E+00, 1.329E+00,-5.926E-01,-2.082E+00,-4.895E+00, 5.298E-02,-1.690E-01, 5.517E-01, 1.221E+00,-9.554E-02
 2.300E+02, 7.389E+02, 7.347E+02, 7.308E+02, 7.204E+02, 7.084E+02, 7.508E+02, 6.949E+02, 6.865E+02, 6.844E+02, 6.804E+02, 6.746E+02, 6.585E+02, 7.900E+02, 8.224E+02, 7.751E+02, 8.112E+02, 7.183E+02, 7.177E+02, 7.356E+01, 6.244E+01, 5.393E+01, 7.407E+01,-3.419E-01,-9.630E-02, 2.723E-01,-8.068E-01,-2.206E-01, 1.645E+00, 1.292E+00, 1.771E+00, 2.972E+00, 5.860E+00,-1.370E-01,-2.573E-02, 4.426E-01,-4.725E-01, 1.641E-01, 1.740E+00, 1.270E+00,-4.259E-01,-2.148E+00,-5.110E+00, 1.385E-01,-1.874E-01, 8.129E-01, 1.158E+00,-4.236E-01
 2.400E+02, 7.299E+02, 7.217E+02, 7.212E+02, 7.116E+02, 6.989E+02, 7.393E+02, 6.839E+02, 6.728E+02, 6.715E+02, 6.661E+02, 6.596E+02, 6.456E+02, 8.017E+02, 8.166E+02, 7.816E+02, 8.039E+02, 7.531E+02, 7.432E+02, 7.485E+01, 6.177E+01, 5.442E+01, 8.327E+01,-1.311E-01,-6.344E-02,-8.551E-02, 2.127E-01, 6.678E-01, 1.634E+00, 1.266E+00, 1.894E+00, 2.894E+00, 5.639E+00, 2.755E-02,-2.255E-03, 2.481E-02, 2.681E-01, 7.944E-01, 1.743E+00, 1.257E+00,-6.169E-01,-1.891E+00,-4.913E+00, 6.187E-02,-1.548E-01, 9.536E-01, 1.323E+00,-3.359E-01
 2.500E+02, 7.449E+02, 7.285E+02, 7.249E+02, 7.139E+02, 7.005E+02, 7.420E+02, 6.827E+02, 6.784E+02, 6.781E+02, 6.764E+02, 6.719E+02, 6.586E+02, 8.063E+02, 8.340E+02, 7.809E+02, 8.153E+02, 7.680E+02, 7.351E+02, 7.710E+01, 5.912E+01, 5.187E+01, 8.007E+01,-9.857E-02,-1.804E-01,-1.750E-01, 1.274E-01, 1.510E-01, 1.715E+00, 1.316E+00, 1.665E+00, 2.872E+00, 5.586E+00, 3.464E-02,-3.976E-02, 1.822E-01, 2.267E-01, 4.213E-01, 1.815E+00, 1.325E+00,-6.088E-01,-1.909E+00,-4.817E+00, 4.320E-02,-2.462E-01, 7.729E-01, 1.434E+00,-2.728E-01
 2.600E+02, 7.398E+02, 7.232E+02, 7.194E+02, 7.122E+02, 7.060E+02, 7.620E+02, 6.914E+02, 6.937E+02, 6.930E+02, 6.860E+02, 6.803E+02, 6.666E+02, 8.265E+02, 8.346E+02, 8.070E+02, 8.264E+02, 7.648E+02, 7.353E+02, 7.673E+01, 6.820E+01, 5.759E+01, 8.179E+01,-2.939E-01,-1.368E-01, 5.307E-01,-4.296E-01, 3.334E-01, 1.618E+00, 1.197E+00, 2.067E+00, 3.219E+00, 5.799E+00,-1.024E-01,-1.413E-02, 5.637E-01,-2.221E-01, 5.646E-01, 1.705E+00, 1.186E+00,-7.705E-01,-2.449E+00,-5.061E+00, 1.439E-02,-1.474E-01, 7.067E-01, 1.455E+00,-1.533E-01
 2.700E+02, 7.620E+02, 7.937E+02, 7.904E+02, 7.761E+02, 7.601E+02, 7.492E+02, 7.026E+02, 6.949E+02, 6.927E+02, 6.880E+02, 6.832E+02, 6.737E+02, 8.197E+02, 8.441E+02, 7.987E+02, 8.230E+02, 7.979E+02, 7.719E+02, 8.461E+01, 6.572E+01, 6.194E+01, 9.113E+01,-1.293E-01,-1.861E-01, 1.765E-02,-9.073E-01,-2.113E-01, 1.708E+00, 1.313E+00, 1.845E+00, 3.127E+00, 5.953E+00, 3.370E-02,-3.072E-02, 1.245E-01,-5.320E-01, 1.272E-01, 1.825E+00, 1.339E+00,-4.382E-01,-2.270E+00,-5.217E+00, 8.415E-02,-1.654E-01, 6.009E-01, 1.060E+00,-3.122E-01
 2.800E+02, 8.046E+02, 8.024E+02, 7.956E+02, 7.856E+02, 7.726E+02, 7.943E+02, 6.976E+02, 6.975E+02, 6.962E+02, 6.953E+02, 6.930E+02, 6.769E+02, 8.447E+02, 8.820E+02, 8.091E+02, 8.431E+02, 8.233E+02, 7.946E+02, 9.430E+01, 6.310E+01, 6.364E+01, 1.005E+02,-3.809E-01,-3.344E-01,-1.444E-01,-2.757E-01,-2.189E-02, 1.666E+00, 1.300E+00, 1.715E+00, 2.845E+00, 5.970E+00,-1.401E-01,-1.183E-01,-1.064E-01,-1.521E-01, 2.867E-01, 1.745E+00, 1.262E+00,-5.707E-01,-2.027E+00,-5.163E+00,-2.111E-02,-2.253E-01, 6.547E-01, 1.159E+00,-5.699E-01
 2.900E+02, 7.814E+02, 7.802E+02, 7.772E+02, 7.684E+02, 7.667E+02, 8.075E+02, 6.983E+02, 7.020E+02, 7.016E+02, 6.975E+02, 6.882E+02, 6.754E+02, 8.330E+02, 8.602E+02, 8.005E+02, 8.297E+02, 8.200E+02, 7.864E+02, 9.089E+01, 6.594E+01, 6.473E+01, 9.879E+01,-2.554E-01,-1.742E-01,-3.294E-01,-1.076E-01,-1.865E-01, 1.714E+00, 1.281E+00, 1.646E+00, 2.808E+00, 5.974E+00,-5.344E-02,-3.536E-02,-1.062E-01,-1.619E-02, 1.139E-01, 1.823E+00, 1.295E+00,-3.989E-01,-2.190E+00,-5.270E+00, 6.898E-02,-1.728E-01, 6.286E-01, 8.373E-01,-1.821E-01
 3.000E+02, 7.836E+02, 7.927E+02, 7.939E+02, 7.941E+02, 7.804E+02, 8.209E+02, 6.980E+02, 6.940E+02, 6.934E+02, 6.917E+02, 6.877E+02, 6.783E+02, 8.408E+02, 8.551E+02, 8.141E+02, 8.333E+02, 8.768E+02, 8.153E+02, 8.876E+01, 6.748E+01, 6.668E+01, 1.111E+02,-1.970E-01,-2.186E-01,-6.160E-01,-4.219E-01, 2.204E-01, 1.717E+00, 1.281E+00, 1.640E+00, 2.949E+00, 6.030E+00,-4.487E-02,-3.754E-02,-1.018E-01,-1.789E-01, 4.715E-01, 1.809E+00, 1.290E+00,-4.716E-01,-2.219E+00,-5.319E+00, 8.854E-02,-2.409E-01, 8.880E-01, 9.626E-01,-2.540E-01
 3.100E+02, 7.895E+02, 7.860E+02, 7.862E+02, 7.934E+02, 8.005E+02, 7.919E+02, 7.028E+02, 7.007E+02, 7.016E+02, 7.003E+02, 6.957E+02, 6.821E+02, 8.575E+02, 8.687E+02, 8.271E+02, 8.460E+02, 8.560E+02, 8.194E+02, 9.385E+01, 6.776E+01, 6.880E+01, 1.056E+02,-2.696E-01,-3.736E-01,-6.177E-01,-4.533E-01, 3.816E-01, 1.717E+00, 1.276E+00, 1.894E+00, 3.044E+00, 5.949E+00,-6.348E-02,-1.557E-01,-2.618E-01,-2.472E-01, 6.148E-01, 1.805E+00, 1.250E+00,-5.924E-01,-2.375E+00,-5.196E+00, 3.202E-02,-1.934E-01, 5.967E-01, 9.506E-01,-4.659E-01
 3.200E+02, 7.977E+02, 7.805E+02, 7.748E+02, 7.651E+02, 7.674E+02, 8.142E+02, 7.096E+02, 7.111E+02, 7.104E+02, 7.056E+02, 6.980E+02, 6.825E+02, 8.489E+02, 8.623E+02, 8.182E+02, 8.321E+02, 8.258E+02, 8.199E+02, 9.582E+01, 7.092E+01, 7.248E+01, 9.785E+01,-1.687E-01,-2.034E-01,-4.291E-01,-3.396E-01, 1.678E-01, 1.728E+00, 1.346E+00, 1.798E+00, 2.996E+00, 6.096E+00,-7.566E-03,-4.501E-02,-1.388E-01,-1.134E-01, 4.867E-01, 1.829E+00, 1.376E+00,-5.245E-01,-2.174E+00,-5.356E+00, 8.776E-02,-9.982E-02, 6.899E-01, 1.092E+00,-2.708E-01
