s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-2.133E-03, 1.127E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.133E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.514E+02,-7.231E+01,-2.656E+01,-1.574E+01, 9.893E-01, 0.000E+00, 0.000E+00, 3.774E+01, 3.779E+01, 0.000E+00, 3.444E-03, 0.000E+00
 2.000E+01, 1.576E+02,-9.026E+01,-5.123E+01,-1.842E+01, 1.061E+00, 0.000E+00, 0.000E+00,-1.084E+00,-1.291E+00, 0.000E+00, 3.444E-03, 0.000E+00
 3.000E+01, 1.591E+02,-8.941E+01,-5.122E+01,-1.738E+01, 1.040E+00, 0.000E+00, 0.000E+00, 2.192E+00, 2.174E+00, 0.000E+00, 3.444E-03, 0.000E+00
 4.000E+01, 1.597E+02,-9.031E+01,-5.355E+01,-1.635E+01, 1.034E+00, 0.000E+00, 0.000E+00, 6.854E-01, 5.657E-01, 0.000E+00, 3.444E-03, 0.000E+00
 5.000E+01, 1.582E+02,-8.965E+01,-5.445E+01,-1.587E+01, 1.011E+00, 0.000E+00, 0.000E+00,-5.229E-01,-7.559E-01, 0.000E+00, 3.444E-03, 0.000E+00
 6.000E+01, 1.581E+02,-8.986E+01,-5.493E+01,-1.513E+01, 1.016E+00, 0.000E+00, 0.000E+00,-6.614E-01,-7.567E-01, 0.000E+00, 3.444E-03, 0.000E+00
 7.000E+01, 1.596E+02,-9.065E+01,-5.535E+01,-1.473E+01, 1.018E+00, 0.000E+00, 0.000E+00, 1.509E-01,-6.215E-02, 0.000E+00, 3.444E-03, 0.000E+00
 8.000E+01, 1.600E+02,-9.087E+01,-5.475E+01,-1.397E+01, 9.942E-01, 0.000E+00, 0.000E+00, 1.507E+00, 1.390E+00, 0.000E+00, 3.444E-03, 0.000E+00
 9.000E+01, 1.592E+02,-8.945E+01,-5.735E+01,-1.328E+01, 1.013E+00, 0.000E+00, 0.000E+00, 2.996E-01, 1.322E-01, 0.000E+00, 3.444E-03, 0.000E+00
 1.000E+02, 1.584E+02,-8.951E+01,-5.820E+01,-1.319E+01, 1.019E+00, 0.000E+00, 0.000E+00,-1.426E+00,-1.522E+00, 0.000E+00, 3.444E-03, 0.000E+00
 1.100E+02, 1.586E+02,-8.842E+01,-5.812E+01,-1.262E+01, 1.016E+00, 0.000E+00, 0.000E+00, 5.447E-01, 4.518E-01, 0.000E+00, 3.444E-03, 0.000E+00
 1.200E+02, 1.591E+02,-9.071E+01,-5.773E+01,-1.232E+01, 1.006E+00, 0.000E+00, 0.000E+00,-5.438E-01,-6.044E-01, 0.000E+00, 3.444E-03, 0.000E+00
 1.300E+02, 1.600E+02,-8.957E+01,-5.825E+01,-1.179E+01, 9.929E-01, 0.000E+00, 0.000E+00, 1.502E+00, 1.421E+00, 0.000E+00, 3.444E-03, 0.000E+00
 1.400E+02, 1.585E+02,-8.986E+01,-5.815E+01,-1.145E+01, 9.858E-01, 0.000E+00, 0.000E+00, 2.252E-01, 5.734E-03, 0.000E+00, 3.444E-03, 0.000E+00
 1.500E+02, 1.603E+02,-9.101E+01,-5.942E+01,-1.116E+01, 1.001E+00, 0.000E+00, 0.000E+00,-2.240E-01,-3.085E-01, 0.000E+00, 3.446E-03, 0.000E+00
