s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 3.600E+02, 6.927E+02, 3.441E+02, 2.686E+02, 1.248E+02, 6.548E+01, 4.079E+01, 5.497E+02, 5.050E+02, 4.781E+02, 3.467E+02, 1.321E+02, 5.794E+01, 1.086E+03, 7.923E+02, 9.490E+02, 7.812E+02, 5.953E+02, 6.993E+02, 2.426E+01, 1.338E+01, 5.018E+00, 1.737E+01, 5.027E-01, 4.350E-01, 3.153E-01, 4.810E-01, 1.889E+00,-2.338E-02, 3.679E-02,-1.017E-03, 3.309E-02,-3.545E-01, 5.169E-01, 4.472E-01, 2.857E-01,-3.067E-01,-1.551E+00,-4.314E-02,-5.674E-02,-9.899E-02, 2.242E-01, 4.176E-01, 6.871E-01, 1.727E+00
 3.700E+02, 7.600E+02, 3.959E+02, 2.922E+02, 1.049E+02, 4.546E+01, 3.915E+01, 5.448E+02, 4.989E+02, 4.708E+02, 3.371E+02, 1.314E+02, 5.849E+01, 1.121E+03, 7.765E+02, 9.874E+02, 7.724E+02, 5.149E+02, 6.672E+02, 2.457E+01, 1.306E+01, 5.087E+00, 1.719E+01, 5.018E-01, 4.374E-01, 3.002E-01, 5.093E-01, 1.923E+00,-1.700E-03, 2.333E-02, 2.803E-02, 1.757E-01,-4.918E-01, 5.211E-01, 4.448E-01, 2.748E-01,-2.886E-01,-1.532E+00,-2.928E-02,-7.101E-02,-1.069E-01, 2.473E-01, 5.583E-01, 5.880E-01, 1.839E+00
 3.800E+02, 7.409E+02, 3.521E+02, 2.708E+02, 1.129E+02, 4.807E+01, 4.037E+01, 5.561E+02, 5.029E+02, 4.683E+02, 2.894E+02, 1.066E+02, 5.915E+01, 1.070E+03, 8.453E+02, 9.387E+02, 8.053E+02, 6.840E+02, 7.926E+02, 2.420E+01, 1.339E+01, 5.323E+00, 1.828E+01, 5.084E-01, 4.321E-01, 3.065E-01, 4.715E-01, 1.885E+00,-3.652E-02, 1.935E-02, 4.354E-02, 2.194E-01,-3.686E-01, 5.226E-01, 4.409E-01, 2.862E-01,-3.031E-01,-1.561E+00,-3.971E-02,-7.661E-02,-8.488E-02, 2.253E-01, 4.754E-01, 5.978E-01, 1.726E+00
 3.900E+02, 6.978E+02, 3.653E+02, 2.964E+02, 1.542E+02, 6.013E+01, 4.135E+01, 5.482E+02, 4.992E+02, 4.702E+02, 3.402E+02, 1.170E+02, 5.896E+01, 1.094E+03, 7.992E+02, 9.531E+02, 7.671E+02, 6.262E+02, 7.438E+02, 2.169E+01, 1.367E+01, 5.301E+00, 1.787E+01, 5.277E-01, 4.479E-01, 3.221E-01, 4.849E-01, 2.003E+00,-4.141E-02, 4.177E-02, 3.551E-02, 1.757E-01,-3.812E-01, 5.406E-01, 4.520E-01, 2.997E-01,-3.257E-01,-1.667E+00,-3.751E-02,-8.471E-02,-9.999E-02, 2.420E-01, 4.312E-01, 6.488E-01, 1.789E+00
 4.000E+02, 6.591E+02, 3.970E+02, 3.057E+02, 1.478E+02, 5.599E+01, 4.164E+01, 5.393E+02, 5.002E+02, 4.693E+02, 3.191E+02, 1.294E+02, 5.943E+01, 1.119E+03, 7.756E+02, 9.711E+02, 7.834E+02, 7.867E+02, 8.809E+02, 1.959E+01, 1.342E+01, 5.302E+00, 2.026E+01, 5.309E-01, 4.540E-01, 3.334E-01, 4.679E-01, 1.941E+00,-3.704E-02, 2.075E-02, 5.329E-02, 1.811E-01,-3.383E-01, 5.443E-01, 4.599E-01, 3.261E-01,-2.972E-01,-1.604E+00,-5.005E-02,-7.727E-02,-6.316E-02, 2.462E-01, 3.492E-01, 6.913E-01, 1.606E+00
 4.100E+02, 7.260E+02, 4.238E+02, 3.344E+02, 1.520E+02, 6.103E+01, 4.164E+01, 5.564E+02, 4.957E+02, 4.727E+02, 3.607E+02, 1.647E+02, 5.999E+01, 1.099E+03, 7.534E+02, 9.657E+02, 7.769E+02, 6.960E+02, 7.353E+02, 2.318E+01, 1.398E+01, 5.447E+00, 1.953E+01, 5.141E-01, 4.391E-01, 3.106E-01, 5.144E-01, 1.948E+00, 3.678E-02, 1.194E-02,-2.945E-02, 2.161E-01,-3.955E-01, 5.335E-01, 4.461E-01, 2.959E-01,-3.618E-01,-1.615E+00,-1.393E-02,-7.287E-02,-7.858E-02, 2.608E-01, 2.787E-01, 7.420E-01, 1.767E+00
 4.200E+02, 7.306E+02, 3.765E+02, 2.986E+02, 1.379E+02, 5.415E+01, 4.166E+01, 5.361E+02, 4.922E+02, 4.718E+02, 3.700E+02, 1.483E+02, 6.051E+01, 1.104E+03, 7.774E+02, 9.120E+02, 7.444E+02, 6.255E+02, 7.635E+02, 2.419E+01, 1.280E+01, 5.445E+00, 1.977E+01, 5.227E-01, 4.593E-01, 3.262E-01, 5.250E-01, 1.962E+00,-3.509E-02,-2.041E-02,-2.296E-02, 2.282E-01,-2.289E-01, 5.362E-01, 4.624E-01, 3.035E-01,-3.595E-01,-1.643E+00,-5.255E-02,-8.573E-02,-1.233E-01, 2.001E-01, 3.652E-01, 7.140E-01, 1.718E+00
 4.300E+02, 6.790E+02, 4.297E+02, 3.387E+02, 1.585E+02, 5.867E+01, 4.124E+01, 5.422E+02, 4.912E+02, 4.620E+02, 3.367E+02, 1.402E+02, 6.053E+01, 1.059E+03, 7.388E+02, 9.368E+02, 7.574E+02, 6.952E+02, 7.871E+02, 2.095E+01, 1.373E+01, 5.451E+00, 1.951E+01, 5.340E-01, 4.600E-01, 3.302E-01, 5.303E-01, 2.007E+00, 9.858E-03,-3.750E-02,-7.408E-03, 1.725E-01,-3.263E-01, 5.483E-01, 4.575E-01, 2.984E-01,-4.021E-01,-1.655E+00,-7.100E-02,-1.138E-01,-1.030E-01, 2.173E-01, 2.516E-01, 6.917E-01, 1.667E+00
 4.400E+02, 7.183E+02, 3.752E+02, 3.030E+02, 1.600E+02, 6.764E+01, 4.185E+01, 5.481E+02, 4.979E+02, 4.735E+02, 3.389E+02, 1.291E+02, 6.141E+01, 1.098E+03, 7.760E+02, 9.222E+02, 7.837E+02, 5.955E+02, 7.170E+02, 2.270E+01, 1.360E+01, 5.624E+00, 1.838E+01, 5.391E-01, 4.671E-01, 3.529E-01, 4.957E-01, 1.954E+00, 3.983E-02, 1.048E-02,-7.349E-02, 1.897E-01,-2.556E-01, 5.549E-01, 4.711E-01, 3.398E-01,-3.695E-01,-1.617E+00,-3.706E-02,-1.066E-01,-7.251E-02, 2.406E-01, 3.851E-01, 7.066E-01, 1.728E+00
 4.500E+02, 7.141E+02, 4.239E+02, 3.219E+02, 1.422E+02, 6.782E+01, 4.203E+01, 5.593E+02, 5.036E+02, 4.716E+02, 3.359E+02, 1.233E+02, 6.316E+01, 1.087E+03, 7.518E+02, 9.389E+02, 7.797E+02, 6.164E+02, 7.630E+02, 2.328E+01, 1.304E+01, 5.678E+00, 1.955E+01, 5.380E-01, 4.665E-01, 3.432E-01, 5.591E-01, 1.986E+00, 1.106E-02,-5.187E-02,-6.060E-02, 2.859E-01,-3.566E-01, 5.533E-01, 4.690E-01, 3.152E-01,-3.628E-01,-1.624E+00,-6.455E-02,-8.701E-02,-6.153E-02, 2.206E-01, 4.269E-01, 7.746E-01, 1.743E+00
 4.600E+02, 7.285E+02, 3.854E+02, 3.062E+02, 1.301E+02, 5.676E+01, 4.371E+01, 5.551E+02, 5.099E+02, 4.903E+02, 3.395E+02, 1.206E+02, 6.171E+01, 1.100E+03, 7.751E+02, 9.776E+02, 7.798E+02, 7.598E+02, 8.053E+02, 2.374E+01, 1.392E+01, 5.788E+00, 1.887E+01, 5.368E-01, 4.670E-01, 3.409E-01, 5.157E-01, 1.962E+00, 5.259E-02,-3.806E-02,-1.014E-01, 1.928E-01,-2.731E-01, 5.471E-01, 4.650E-01, 3.113E-01,-3.817E-01,-1.619E+00,-9.337E-02,-1.120E-01,-1.196E-01, 2.519E-01, 3.427E-01, 6.811E-01, 1.727E+00
 4.700E+02, 7.478E+02, 4.115E+02, 3.233E+02, 1.285E+02, 5.376E+01, 4.177E+01, 5.346E+02, 4.967E+02, 4.784E+02, 3.891E+02, 1.785E+02, 6.319E+01, 1.080E+03, 7.673E+02, 9.352E+02, 7.109E+02, 7.148E+02, 8.086E+02, 2.481E+01, 1.313E+01, 5.687E+00, 1.977E+01, 5.450E-01, 4.782E-01, 3.581E-01, 5.898E-01, 1.984E+00, 2.889E-02,-7.162E-02,-7.552E-02, 1.714E-01,-2.974E-01, 5.531E-01, 4.710E-01, 3.332E-01,-3.546E-01,-1.613E+00,-8.165E-02,-9.983E-02,-6.541E-02, 1.858E-01, 4.528E-01, 7.171E-01, 1.736E+00
 4.800E+02, 7.689E+02, 3.483E+02, 2.616E+02, 1.257E+02, 5.770E+01, 4.345E+01, 5.485E+02, 4.945E+02, 4.666E+02, 3.307E+02, 1.221E+02, 6.345E+01, 1.081E+03, 8.140E+02, 9.456E+02, 7.935E+02, 5.582E+02, 6.961E+02, 2.681E+01, 1.359E+01, 5.898E+00, 1.723E+01, 5.361E-01, 4.613E-01, 3.463E-01, 5.297E-01, 1.943E+00, 7.480E-04, 3.185E-02, 3.057E-02, 2.134E-01,-2.655E-01, 5.549E-01, 4.689E-01, 3.349E-01,-3.453E-01,-1.657E+00,-2.574E-02,-9.316E-02,-1.014E-01, 2.226E-01, 2.769E-01, 5.710E-01, 1.738E+00
 4.900E+02, 6.785E+02, 3.457E+02, 2.726E+02, 1.228E+02, 5.957E+01, 4.425E+01, 5.670E+02, 5.096E+02, 4.809E+02, 3.298E+02, 1.253E+02, 6.351E+01, 1.175E+03, 7.825E+02, 9.793E+02, 8.311E+02, 6.300E+02, 7.683E+02, 2.275E+01, 1.469E+01, 6.083E+00, 1.930E+01, 5.354E-01, 4.635E-01, 3.289E-01, 4.979E-01, 1.978E+00,-6.352E-03, 2.898E-02, 9.817E-03, 3.358E-01,-4.608E-01, 5.567E-01, 4.763E-01, 3.027E-01,-2.922E-01,-1.633E+00,-2.698E-02,-7.104E-02,-9.961E-02, 1.894E-01, 4.465E-01, 6.770E-01, 1.685E+00
 5.000E+02, 6.767E+02, 3.679E+02, 2.973E+02, 1.274E+02, 5.866E+01, 4.562E+01, 5.708E+02, 5.062E+02, 4.700E+02, 2.854E+02, 9.148E+01, 6.404E+01, 1.170E+03, 8.137E+02, 1.024E+03, 8.451E+02, 6.445E+02, 7.728E+02, 2.357E+01, 1.486E+01, 6.219E+00, 1.943E+01, 5.398E-01, 4.654E-01, 3.487E-01, 5.052E-01, 1.877E+00,-3.850E-02, 5.820E-02,-4.640E-02, 2.541E-01,-4.341E-01, 5.467E-01, 4.638E-01, 3.205E-01,-3.133E-01,-1.514E+00,-9.915E-02,-1.214E-01,-1.098E-01, 1.363E-01, 3.614E-01, 6.966E-01, 1.571E+00
 5.100E+02, 6.932E+02, 3.489E+02, 2.420E+02, 1.110E+02, 6.143E+01, 4.455E+01, 5.649E+02, 5.100E+02, 4.741E+02, 3.092E+02, 1.248E+02, 6.363E+01, 1.125E+03, 8.092E+02, 9.825E+02, 8.170E+02, 6.503E+02, 7.643E+02, 2.607E+01, 1.398E+01, 6.214E+00, 1.917E+01, 5.442E-01, 4.640E-01, 3.347E-01, 5.395E-01, 1.957E+00, 1.900E-02, 1.342E-02, 1.277E-02, 1.141E-01,-3.855E-01, 5.604E-01, 4.638E-01, 2.990E-01,-3.453E-01,-1.602E+00,-5.271E-02,-1.243E-01,-1.102E-01, 2.223E-01, 3.992E-01, 7.439E-01, 1.657E+00
 5.200E+02, 7.439E+02, 4.297E+02, 3.210E+02, 1.096E+02, 5.458E+01, 4.440E+01, 5.557E+02, 5.049E+02, 4.731E+02, 3.303E+02, 1.184E+02, 6.614E+01, 1.102E+03, 8.070E+02, 9.679E+02, 7.976E+02, 6.697E+02, 7.300E+02, 2.664E+01, 1.344E+01, 6.150E+00, 1.788E+01, 5.517E-01, 4.790E-01, 3.448E-01, 5.358E-01, 1.990E+00, 4.349E-02,-1.595E-02,-4.353E-03, 2.814E-01,-2.998E-01, 5.599E-01, 4.803E-01, 3.374E-01,-3.255E-01,-1.628E+00,-1.034E-01,-1.239E-01,-7.607E-02, 2.682E-01, 4.561E-01, 5.926E-01, 1.624E+00
 5.300E+02, 6.850E+02, 3.356E+02, 2.593E+02, 1.114E+02, 5.988E+01, 4.525E+01, 5.740E+02, 5.094E+02, 4.829E+02, 3.487E+02, 1.278E+02, 6.625E+01, 1.152E+03, 7.559E+02, 9.952E+02, 8.141E+02, 7.563E+02, 8.345E+02, 2.305E+01, 1.487E+01, 6.307E+00, 1.978E+01, 5.451E-01, 4.640E-01, 3.510E-01, 4.615E-01, 1.988E+00, 4.636E-02, 3.438E-02,-3.920E-02, 2.884E-01,-3.926E-01, 5.528E-01, 4.697E-01, 3.339E-01,-3.138E-01,-1.583E+00,-8.550E-02,-9.349E-02,-1.145E-01, 1.658E-01, 5.177E-01, 6.461E-01, 1.646E+00
 5.400E+02, 7.143E+02, 4.000E+02, 3.175E+02, 1.386E+02, 5.701E+01, 4.502E+01, 5.639E+02, 5.025E+02, 4.618E+02, 3.029E+02, 1.134E+02, 6.697E+01, 1.122E+03, 8.022E+02, 9.759E+02, 8.103E+02, 7.320E+02, 8.286E+02, 2.505E+01, 1.432E+01, 6.435E+00, 2.031E+01, 5.522E-01, 4.747E-01, 3.460E-01, 5.604E-01, 1.941E+00,-1.734E-02,-2.751E-02,-6.392E-02, 3.280E-01,-3.992E-01, 5.679E-01, 4.689E-01, 3.326E-01,-3.961E-01,-1.585E+00,-4.265E-02,-1.287E-01,-8.195E-02, 1.822E-01, 4.609E-01, 6.542E-01, 1.686E+00
 5.500E+02, 7.626E+02, 3.444E+02, 2.401E+02, 9.057E+01, 5.316E+01, 4.535E+01, 5.577E+02, 5.180E+02, 4.998E+02, 3.618E+02, 1.183E+02, 6.487E+01, 1.139E+03, 8.186E+02, 1.031E+03, 7.782E+02, 7.313E+02, 7.994E+02, 2.594E+01, 1.476E+01, 6.399E+00, 1.913E+01, 5.640E-01, 4.957E-01, 3.621E-01, 4.998E-01, 2.004E+00, 6.627E-02,-7.630E-02,-5.350E-02, 1.632E-01,-3.921E-01, 5.770E-01, 4.947E-01, 3.371E-01,-3.790E-01,-1.669E+00,-5.554E-02,-1.019E-01,-8.750E-02, 1.918E-01, 3.244E-01, 6.940E-01, 1.732E+00
 5.600E+02, 7.333E+02, 3.600E+02, 2.635E+02, 1.148E+02, 6.291E+01, 4.632E+01, 5.555E+02, 5.140E+02, 4.826E+02, 3.449E+02, 1.412E+02, 6.666E+01, 1.057E+03, 7.666E+02, 9.365E+02, 7.566E+02, 7.368E+02, 8.164E+02, 2.781E+01, 1.325E+01, 6.378E+00, 2.100E+01, 5.559E-01, 4.913E-01, 3.443E-01, 5.577E-01, 2.005E+00, 2.135E-02,-6.125E-02,-1.017E-02, 1.297E-01,-2.829E-01, 5.748E-01, 4.930E-01, 3.278E-01,-4.074E-01,-1.659E+00,-4.114E-02,-1.010E-01,-1.108E-01, 2.261E-01, 3.096E-01, 6.772E-01, 1.698E+00
 5.700E+02, 7.277E+02, 3.885E+02, 2.873E+02, 1.403E+02, 6.131E+01, 4.636E+01, 5.589E+02, 5.097E+02, 4.854E+02, 3.485E+02, 1.279E+02, 6.834E+01, 1.156E+03, 8.070E+02, 1.002E+03, 8.105E+02, 5.280E+02, 6.505E+02, 2.457E+01, 1.471E+01, 6.557E+00, 1.872E+01, 5.748E-01, 4.958E-01, 3.511E-01, 5.649E-01, 2.014E+00,-6.910E-03,-2.837E-02, 2.507E-02, 1.495E-01,-3.999E-01, 5.882E-01, 4.713E-01, 3.349E-01,-3.867E-01,-1.690E+00,-7.320E-02,-1.536E-01,-1.278E-01, 2.147E-01, 2.934E-01, 7.206E-01, 1.800E+00
 5.800E+02, 7.128E+02, 3.460E+02, 2.694E+02, 1.176E+02, 5.884E+01, 4.736E+01, 5.727E+02, 5.092E+02, 4.790E+02, 3.343E+02, 1.293E+02, 6.998E+01, 1.155E+03, 7.544E+02, 1.014E+03, 7.885E+02, 7.123E+02, 8.571E+02, 2.310E+01, 1.568E+01, 6.626E+00, 2.228E+01, 5.665E-01, 4.767E-01, 3.329E-01, 5.044E-01, 1.965E+00,-2.530E-02,-5.442E-03, 2.601E-02, 2.315E-01,-4.334E-01, 5.816E-01, 4.764E-01, 3.096E-01,-2.966E-01,-1.664E+00,-6.559E-02,-1.359E-01,-1.148E-01, 2.074E-01, 3.116E-01, 6.026E-01, 1.668E+00
 5.900E+02, 7.138E+02, 3.898E+02, 3.069E+02, 1.521E+02, 6.966E+01, 4.596E+01, 5.727E+02, 5.185E+02, 4.926E+02, 3.255E+02, 1.089E+02, 6.786E+01, 1.101E+03, 8.501E+02, 9.705E+02, 8.183E+02, 7.288E+02, 8.282E+02, 2.773E+01, 1.413E+01, 6.624E+00, 1.978E+01, 5.767E-01, 5.046E-01, 3.528E-01, 5.601E-01, 2.055E+00, 5.732E-02,-9.676E-02,-3.668E-02, 2.995E-01,-3.512E-01, 5.887E-01, 4.893E-01, 3.477E-01,-3.952E-01,-1.683E+00,-7.581E-02,-1.299E-01,-8.214E-02, 1.676E-01, 2.056E-01, 5.992E-01, 1.649E+00
 6.000E+02, 7.590E+02, 4.357E+02, 3.424E+02, 1.625E+02, 6.819E+01, 4.711E+01, 5.425E+02, 5.066E+02, 4.887E+02, 3.810E+02, 1.908E+02, 6.667E+01, 1.086E+03, 7.369E+02, 9.506E+02, 7.281E+02, 7.197E+02, 8.536E+02, 2.724E+01, 1.379E+01, 6.536E+00, 2.130E+01, 5.791E-01, 5.067E-01, 3.560E-01, 6.219E-01, 2.059E+00, 4.890E-02,-1.235E-01,-1.771E-02, 1.481E-01,-2.655E-01, 5.936E-01, 4.891E-01, 3.387E-01,-4.744E-01,-1.710E+00,-5.342E-02,-1.116E-01,-1.005E-01, 1.979E-01, 2.569E-01, 6.704E-01, 1.685E+00
 6.100E+02, 8.293E+02, 4.050E+02, 2.816E+02, 9.476E+01, 5.349E+01, 4.521E+01, 5.876E+02, 5.215E+02, 4.949E+02, 3.663E+02, 1.448E+02, 7.002E+01, 1.127E+03, 8.583E+02, 9.951E+02, 8.261E+02, 7.347E+02, 7.846E+02, 3.277E+01, 1.614E+01, 7.169E+00, 1.976E+01, 5.792E-01, 4.934E-01, 3.558E-01, 5.538E-01, 2.053E+00,-3.404E-03,-1.105E-02,-5.933E-02, 1.973E-01,-3.155E-01, 5.972E-01, 4.897E-01, 3.294E-01,-4.064E-01,-1.714E+00,-4.898E-02,-1.353E-01,-1.007E-01, 2.362E-01, 3.689E-01, 6.155E-01, 1.815E+00
 6.200E+02, 7.733E+02, 3.964E+02, 2.846E+02, 1.063E+02, 5.904E+01, 4.798E+01, 5.972E+02, 5.087E+02, 4.735E+02, 3.040E+02, 1.097E+02, 7.096E+01, 1.209E+03, 8.243E+02, 1.088E+03, 8.790E+02, 7.655E+02, 8.096E+02, 2.578E+01, 1.792E+01, 7.596E+00, 2.065E+01, 5.816E-01, 5.056E-01, 3.460E-01, 5.198E-01, 1.973E+00, 5.810E-02,-8.440E-02,-1.498E-02, 3.052E-01,-2.613E-01, 5.951E-01, 4.976E-01, 3.372E-01,-3.473E-01,-1.635E+00,-7.684E-02,-1.214E-01,-9.668E-02, 1.905E-01, 3.953E-01, 6.766E-01, 1.765E+00
 6.300E+02, 7.726E+02, 3.974E+02, 2.930E+02, 1.268E+02, 6.328E+01, 4.845E+01, 5.872E+02, 5.389E+02, 5.091E+02, 3.452E+02, 1.218E+02, 7.213E+01, 1.195E+03, 8.441E+02, 1.076E+03, 8.597E+02, 7.609E+02, 8.623E+02, 2.777E+01, 1.780E+01, 7.644E+00, 2.106E+01, 5.799E-01, 4.934E-01, 3.539E-01, 5.819E-01, 2.030E+00, 4.098E-02, 4.662E-02,-4.622E-02, 2.571E-01,-1.986E-01, 5.879E-01, 5.070E-01, 3.417E-01,-4.355E-01,-1.714E+00,-9.673E-02,-9.708E-02,-9.107E-02, 1.949E-01, 3.531E-01, 7.051E-01, 1.776E+00
 6.400E+02, 7.941E+02, 4.001E+02, 2.845E+02, 1.163E+02, 6.387E+01, 4.994E+01, 6.060E+02, 5.454E+02, 5.212E+02, 3.681E+02, 1.424E+02, 7.051E+01, 1.154E+03, 8.546E+02, 9.919E+02, 8.409E+02, 6.647E+02, 8.220E+02, 3.026E+01, 1.669E+01, 7.719E+00, 2.091E+01, 5.732E-01, 4.912E-01, 3.468E-01, 6.079E-01, 2.057E+00, 2.288E-02, 1.527E-02,-3.655E-02, 2.709E-01,-3.279E-01, 5.865E-01, 4.857E-01, 3.266E-01,-4.328E-01,-1.698E+00,-8.137E-02,-1.212E-01,-9.560E-02, 1.703E-01, 4.449E-01, 7.131E-01, 1.662E+00
 6.500E+02, 8.386E+02, 3.909E+02, 3.022E+02, 1.307E+02, 6.142E+01, 4.903E+01, 5.941E+02, 5.297E+02, 5.059E+02, 3.675E+02, 1.581E+02, 7.292E+01, 1.121E+03, 8.150E+02, 1.036E+03, 8.319E+02, 7.398E+02, 7.454E+02, 3.423E+01, 1.607E+01, 7.724E+00, 2.062E+01, 5.907E-01, 5.247E-01, 3.733E-01, 6.247E-01, 2.045E+00, 4.593E-02,-4.271E-03,-9.468E-02, 2.491E-01,-2.408E-01, 6.043E-01, 5.304E-01, 3.305E-01,-4.721E-01,-1.721E+00,-6.316E-02,-1.063E-01,-1.090E-01, 2.280E-01, 2.885E-01, 7.472E-01, 1.817E+00
 6.600E+02, 7.960E+02, 4.297E+02, 3.170E+02, 1.534E+02, 7.140E+01, 4.894E+01, 5.952E+02, 5.301E+02, 5.090E+02, 3.979E+02, 1.470E+02, 7.135E+01, 1.143E+03, 8.356E+02, 1.032E+03, 8.083E+02, 5.951E+02, 7.204E+02, 2.953E+01, 1.739E+01, 7.827E+00, 2.066E+01, 5.912E-01, 5.138E-01, 3.667E-01, 5.965E-01, 2.047E+00, 8.663E-02,-3.155E-02,-7.079E-02, 2.208E-01,-3.043E-01, 5.908E-01, 5.191E-01, 3.408E-01,-4.318E-01,-1.691E+00,-1.028E-01,-1.173E-01,-9.167E-02, 1.820E-01, 4.535E-01, 7.215E-01, 1.716E+00
 6.700E+02, 8.266E+02, 4.067E+02, 3.006E+02, 1.171E+02, 6.303E+01, 4.897E+01, 5.936E+02, 5.403E+02, 5.096E+02, 3.227E+02, 1.169E+02, 7.338E+01, 1.196E+03, 8.774E+02, 1.086E+03, 8.604E+02, 7.875E+02, 8.543E+02, 3.001E+01, 1.652E+01, 7.940E+00, 2.127E+01, 5.902E-01, 5.141E-01, 3.852E-01, 5.673E-01, 2.050E+00, 7.528E-02,-1.794E-02,-8.253E-02, 2.909E-01,-3.185E-01, 6.048E-01, 5.164E-01, 3.636E-01,-4.085E-01,-1.721E+00,-8.001E-02,-1.136E-01,-7.669E-02, 1.740E-01, 4.313E-01, 7.129E-01, 1.729E+00
 6.800E+02, 8.012E+02, 4.048E+02, 3.138E+02, 1.327E+02, 6.691E+01, 5.066E+01, 6.094E+02, 5.534E+02, 5.211E+02, 3.616E+02, 1.478E+02, 6.995E+01, 1.187E+03, 8.871E+02, 1.077E+03, 8.761E+02, 7.923E+02, 9.009E+02, 3.130E+01, 1.803E+01, 8.101E+00, 2.143E+01, 5.948E-01, 5.220E-01, 3.649E-01, 5.689E-01, 2.043E+00, 2.388E-02,-9.170E-02,-3.396E-02, 2.268E-01,-3.383E-01, 6.097E-01, 5.111E-01, 3.397E-01,-4.105E-01,-1.685E+00,-9.214E-02,-1.176E-01,-9.641E-02, 1.777E-01, 4.277E-01, 6.111E-01, 1.725E+00
 6.900E+02, 7.881E+02, 4.408E+02, 3.331E+02, 1.651E+02, 7.411E+01, 5.275E+01, 5.952E+02, 5.368E+02, 5.057E+02, 3.597E+02, 1.479E+02, 7.428E+01, 1.151E+03, 7.594E+02, 1.024E+03, 8.228E+02, 6.791E+02, 8.074E+02, 3.122E+01, 1.732E+01, 8.095E+00, 2.101E+01, 6.032E-01, 5.213E-01, 3.757E-01, 6.404E-01, 2.133E+00,-2.427E-02,-3.313E-02,-6.686E-02, 1.452E-01,-2.694E-01, 6.212E-01, 5.239E-01, 3.527E-01,-4.690E-01,-1.792E+00,-6.401E-02,-1.111E-01,-9.047E-02, 2.189E-01, 3.044E-01, 8.048E-01, 1.871E+00
 7.000E+02, 7.648E+02, 3.895E+02, 2.825E+02, 1.244E+02, 6.746E+01, 5.090E+01, 6.070E+02, 5.448E+02, 5.096E+02, 3.482E+02, 1.394E+02, 7.288E+01, 1.210E+03, 8.493E+02, 1.079E+03, 8.817E+02, 7.350E+02, 8.453E+02, 3.091E+01, 1.837E+01, 8.225E+00, 2.085E+01, 6.014E-01, 5.133E-01, 3.855E-01, 5.761E-01, 2.030E+00,-2.778E-02, 7.974E-02,-1.139E-01, 2.446E-01,-3.139E-01, 6.206E-01, 5.230E-01, 3.554E-01,-4.287E-01,-1.684E+00,-4.811E-02,-8.356E-02,-8.410E-02, 1.894E-01, 3.482E-01, 6.629E-01, 1.746E+00
 7.100E+02, 7.582E+02, 3.820E+02, 2.969E+02, 1.376E+02, 6.284E+01, 5.192E+01, 5.928E+02, 5.381E+02, 5.169E+02, 3.590E+02, 1.405E+02, 7.287E+01, 1.189E+03, 7.791E+02, 1.049E+03, 8.341E+02, 7.512E+02, 8.483E+02, 2.836E+01, 1.743E+01, 8.275E+00, 2.305E+01, 6.033E-01, 5.326E-01, 3.592E-01, 5.989E-01, 2.054E+00, 6.409E-02,-7.873E-02,-4.333E-02, 1.473E-01,-3.013E-01, 6.134E-01, 5.250E-01, 3.178E-01,-4.598E-01,-1.709E+00,-7.441E-02,-1.310E-01,-1.316E-01, 1.772E-01, 2.846E-01, 6.323E-01, 1.829E+00
 7.200E+02, 7.590E+02, 3.929E+02, 3.241E+02, 1.475E+02, 6.880E+01, 5.211E+01, 6.124E+02, 5.515E+02, 5.153E+02, 3.586E+02, 1.442E+02, 7.435E+01, 1.181E+03, 8.728E+02, 1.081E+03, 9.017E+02, 7.647E+02, 8.163E+02, 2.905E+01, 1.839E+01, 8.390E+00, 2.236E+01, 6.031E-01, 5.188E-01, 3.655E-01, 5.777E-01, 2.083E+00, 7.593E-02,-7.856E-02,-7.406E-02, 1.952E-01,-3.324E-01, 6.123E-01, 5.175E-01, 3.282E-01,-4.825E-01,-1.732E+00,-1.139E-01,-9.871E-02,-1.192E-01, 2.182E-01, 3.809E-01, 7.005E-01, 1.755E+00
 7.300E+02, 8.012E+02, 4.161E+02, 3.095E+02, 1.033E+02, 6.083E+01, 5.163E+01, 6.243E+02, 5.495E+02, 5.247E+02, 3.495E+02, 1.301E+02, 7.501E+01, 1.214E+03, 8.813E+02, 1.068E+03, 9.323E+02, 7.202E+02, 7.792E+02, 3.012E+01, 1.840E+01, 8.553E+00, 2.115E+01, 6.125E-01, 5.463E-01, 3.926E-01, 6.043E-01, 2.109E+00, 3.626E-02,-1.382E-01,-7.268E-02, 2.996E-01,-3.528E-01, 6.294E-01, 5.284E-01, 3.681E-01,-4.298E-01,-1.750E+00,-8.614E-02,-1.162E-01,-8.176E-02, 2.018E-01, 4.311E-01, 6.997E-01, 1.773E+00
