s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 7.411E+02, 5.881E+02, 5.601E+02, 4.298E+02, 2.017E+02, 6.998E+01, 5.729E+02, 5.440E+02, 5.388E+02, 5.257E+02, 4.412E+02, 1.032E+02, 1.044E+03, 1.006E+03, 9.169E+02, 8.749E+02, 9.579E+02, 8.922E+02, 5.250E+01, 3.021E+01, 1.204E+01, 5.272E+01, 1.040E+00, 8.511E-01, 5.181E-01, 2.023E+00, 4.023E+00,-3.279E-02, 8.154E-02, 9.111E-02,-5.914E-01, 3.252E-01, 1.082E+00, 8.791E-01, 4.530E-01,-1.200E+00,-3.596E+00,-2.483E-02,-7.472E-02,-8.198E-02, 8.052E-01, 4.073E-01
 1.000E+02, 7.734E+02, 5.759E+02, 5.410E+02, 4.151E+02, 1.743E+02, 7.283E+01, 5.837E+02, 5.518E+02, 5.459E+02, 5.268E+02, 4.167E+02, 1.050E+02, 1.084E+03, 9.840E+02, 9.150E+02, 8.648E+02, 8.971E+02, 9.644E+02, 5.827E+01, 3.173E+01, 1.286E+01, 5.343E+01, 1.008E+00, 8.195E-01, 4.939E-01, 1.978E+00, 3.947E+00,-3.469E-02,-2.048E-02, 7.372E-02,-5.648E-01, 1.897E-01, 1.055E+00, 8.323E-01, 2.136E-01,-1.156E+00,-3.517E+00, 1.284E-02,-1.193E-01,-1.209E-02, 6.256E-01, 7.391E-01
 1.100E+02, 7.769E+02, 6.484E+02, 6.249E+02, 5.180E+02, 2.694E+02, 7.615E+01, 6.103E+02, 5.802E+02, 5.738E+02, 5.452E+02, 4.634E+02, 1.332E+02, 1.073E+03, 9.784E+02, 9.383E+02, 8.924E+02, 8.592E+02, 9.270E+02, 6.765E+01, 3.488E+01, 1.395E+01, 5.172E+01, 1.069E+00, 8.638E-01, 3.898E-01, 2.775E+00, 4.136E+00,-8.914E-02,-6.311E-02,-1.812E-03,-1.808E+00, 3.313E-01, 1.109E+00, 8.706E-01, 1.525E-01,-1.299E+00,-3.734E+00,-5.108E-02,-1.823E-01,-3.554E-02, 5.008E-01, 5.821E-01
 1.200E+02, 7.570E+02, 6.100E+02, 5.981E+02, 5.014E+02, 2.842E+02, 7.615E+01, 5.834E+02, 5.634E+02, 5.599E+02, 5.512E+02, 4.877E+02, 1.167E+02, 1.066E+03, 1.010E+03, 9.119E+02, 8.803E+02, 9.654E+02, 9.750E+02, 5.891E+01, 3.420E+01, 1.465E+01, 5.453E+01, 1.094E+00, 8.965E-01, 5.348E-01, 2.143E+00, 4.180E+00, 1.947E-02,-3.727E-02, 3.589E-02,-7.926E-01, 1.981E-01, 1.143E+00, 9.109E-01, 4.564E-01,-1.229E+00,-3.747E+00, 7.934E-02,-8.553E-02,-2.456E-02, 7.487E-01, 7.544E-01
 1.300E+02, 7.421E+02, 6.127E+02, 6.038E+02, 4.821E+02, 2.331E+02, 8.225E+01, 6.077E+02, 5.784E+02, 5.741E+02, 5.592E+02, 4.719E+02, 1.329E+02, 1.051E+03, 1.034E+03, 9.212E+02, 8.896E+02, 8.740E+02, 9.602E+02, 6.923E+01, 3.521E+01, 1.545E+01, 5.579E+01, 1.119E+00, 8.823E-01, 4.286E-01, 2.256E+00, 4.150E+00, 2.078E-02,-8.608E-02, 4.989E-02,-9.359E-01, 3.263E-01, 1.166E+00, 9.025E-01, 3.439E-01,-1.205E+00,-3.716E+00, 8.887E-02,-1.027E-01,-4.069E-02, 6.616E-01, 6.243E-01
 1.400E+02, 7.681E+02, 7.008E+02, 6.785E+02, 5.605E+02, 3.282E+02, 8.537E+01, 6.111E+02, 5.884E+02, 5.880E+02, 5.795E+02, 5.228E+02, 1.404E+02, 1.075E+03, 1.036E+03, 9.175E+02, 9.152E+02, 8.779E+02, 9.187E+02, 7.944E+01, 3.681E+01, 1.711E+01, 5.437E+01, 1.121E+00, 8.911E-01, 5.016E-01, 2.576E+00, 4.294E+00, 1.508E-02,-2.533E-02, 1.623E-01,-1.280E+00, 3.487E-01, 1.169E+00, 9.240E-01, 1.809E-01,-1.433E+00,-3.880E+00, 1.248E-01,-4.904E-02, 7.598E-03, 6.523E-01, 5.584E-01
 1.500E+02, 8.360E+02, 8.182E+02, 8.122E+02, 7.030E+02, 3.443E+02, 9.196E+01, 6.230E+02, 5.979E+02, 5.922E+02, 5.770E+02, 5.242E+02, 1.527E+02, 1.057E+03, 1.074E+03, 9.136E+02, 9.212E+02, 8.909E+02, 1.005E+03, 8.947E+01, 3.969E+01, 1.888E+01, 6.203E+01, 1.158E+00, 9.319E-01, 5.850E-01, 2.840E+00, 4.612E+00,-3.779E-03,-1.454E-02, 1.880E-01,-1.598E+00, 6.546E-01, 1.200E+00, 9.613E-01, 9.253E-03,-1.266E+00,-4.157E+00, 1.344E-01,-6.452E-02, 2.749E-02, 9.130E-01, 3.027E-01
 1.600E+02, 7.593E+02, 6.971E+02, 6.971E+02, 7.149E+02, 4.815E+02, 9.507E+01, 6.261E+02, 6.057E+02, 6.071E+02, 6.096E+02, 5.682E+02, 1.459E+02, 1.038E+03, 1.070E+03, 8.545E+02, 8.568E+02, 9.583E+02, 9.819E+02, 8.590E+01, 4.014E+01, 2.052E+01, 6.353E+01, 1.206E+00, 1.012E+00, 5.427E-01, 2.592E+00, 4.417E+00, 8.784E-02,-3.095E-02, 1.123E-01,-9.037E-01, 3.312E-01, 1.245E+00, 1.048E+00, 1.538E-01,-1.444E+00,-3.993E+00, 1.639E-01, 1.802E-02, 1.990E-02, 9.630E-01, 8.487E-01
 1.700E+02, 7.217E+02, 6.840E+02, 6.927E+02, 7.299E+02, 5.185E+02, 1.000E+02, 6.391E+02, 6.075E+02, 6.042E+02, 6.063E+02, 5.885E+02, 1.663E+02, 1.054E+03, 1.056E+03, 8.656E+02, 8.678E+02, 8.845E+02, 1.007E+03, 9.025E+01, 4.217E+01, 2.190E+01, 6.637E+01, 1.194E+00, 9.703E-01, 4.866E-01, 2.598E+00, 4.591E+00, 1.103E-01,-5.460E-02, 3.981E-03,-7.333E-01, 6.821E-01, 1.227E+00, 1.011E+00, 1.504E-01,-1.654E+00,-4.110E+00, 9.629E-02, 1.901E-02, 4.546E-02, 9.211E-01, 6.465E-01
 1.800E+02, 7.576E+02, 7.174E+02, 7.212E+02, 7.706E+02, 5.840E+02, 1.090E+02, 6.647E+02, 6.245E+02, 6.170E+02, 6.092E+02, 6.229E+02, 2.082E+02, 1.018E+03, 1.067E+03, 8.403E+02, 8.683E+02, 9.030E+02, 9.829E+02, 9.653E+01, 4.869E+01, 2.353E+01, 6.529E+01, 1.214E+00, 9.454E-01, 6.152E-01, 2.648E+00, 4.521E+00,-1.206E-01,-1.420E-02, 2.801E-01,-6.852E-01, 1.072E-01, 1.259E+00, 9.807E-01,-4.452E-02,-1.483E+00,-4.021E+00, 4.033E-02,-1.289E-01, 1.379E-01, 1.035E+00, 1.208E+00
 1.900E+02, 7.892E+02, 7.323E+02, 7.308E+02, 8.069E+02, 5.121E+02, 1.187E+02, 6.416E+02, 6.187E+02, 6.179E+02, 6.173E+02, 6.170E+02, 2.189E+02, 1.011E+03, 1.091E+03, 8.338E+02, 8.776E+02, 8.714E+02, 1.127E+03, 1.011E+02, 4.607E+01, 2.468E+01, 6.616E+01, 1.275E+00, 1.009E+00, 6.667E-01, 2.863E+00, 4.786E+00, 5.754E-02, 1.087E-01, 2.173E-01,-1.416E+00, 2.734E-01, 1.320E+00, 1.031E+00,-1.038E-01,-1.546E+00,-4.346E+00, 1.687E-01,-2.034E-02, 1.273E-01, 9.880E-01, 7.560E-01
 2.000E+02, 8.250E+02, 7.779E+02, 7.838E+02, 7.844E+02, 7.162E+02, 1.655E+02, 6.662E+02, 6.474E+02, 6.403E+02, 6.265E+02, 6.163E+02, 2.978E+02, 1.024E+03, 1.065E+03, 8.437E+02, 9.163E+02, 9.117E+02, 1.130E+03, 1.069E+02, 5.116E+01, 2.750E+01, 7.131E+01, 1.240E+00, 1.011E+00, 6.364E-01, 2.833E+00, 4.962E+00,-1.438E-01,-1.752E-02, 7.291E-02,-8.866E-01, 5.538E-01, 1.277E+00, 1.018E+00,-1.902E-01,-1.567E+00,-4.426E+00,-1.155E-01,-1.684E-01, 1.887E-01, 1.274E+00, 7.197E-01
 2.100E+02, 8.361E+02, 7.960E+02, 7.978E+02, 8.112E+02, 7.020E+02, 1.517E+02, 6.738E+02, 6.455E+02, 6.424E+02, 6.390E+02, 6.449E+02, 3.585E+02, 1.034E+03, 1.089E+03, 8.436E+02, 8.683E+02, 1.012E+03, 1.128E+03, 1.126E+02, 5.292E+01, 2.959E+01, 7.629E+01, 1.356E+00, 1.084E+00, 6.037E-01, 3.095E+00, 5.028E+00, 3.861E-02, 1.077E-01,-7.861E-03,-1.575E+00, 6.721E-01, 1.409E+00, 1.114E+00,-1.445E-01,-1.554E+00,-4.492E+00, 6.982E-02,-7.472E-02, 2.559E-01, 1.241E+00, 8.518E-01
 2.200E+02, 8.148E+02, 7.850E+02, 7.709E+02, 7.884E+02, 7.458E+02, 1.565E+02, 6.827E+02, 6.725E+02, 6.680E+02, 6.577E+02, 6.620E+02, 3.930E+02, 1.008E+03, 1.077E+03, 8.554E+02, 8.556E+02, 9.455E+02, 1.042E+03, 1.169E+02, 5.562E+01, 3.226E+01, 8.067E+01, 1.347E+00, 1.019E+00, 6.544E-01, 2.868E+00, 5.112E+00, 3.941E-03,-6.475E-03,-3.093E-02,-7.658E-01, 6.047E-01, 1.405E+00, 1.061E+00,-2.260E-01,-1.750E+00,-4.600E+00, 8.587E-02,-6.429E-03, 3.192E-01, 1.192E+00, 8.847E-01
 2.300E+02, 8.230E+02, 7.770E+02, 7.660E+02, 7.819E+02, 8.443E+02, 2.330E+02, 6.924E+02, 6.668E+02, 6.628E+02, 6.563E+02, 6.587E+02, 5.517E+02, 1.021E+03, 1.080E+03, 8.636E+02, 8.706E+02, 9.228E+02, 1.068E+03, 1.223E+02, 5.992E+01, 3.554E+01, 8.484E+01, 1.336E+00, 1.038E+00, 8.848E-01, 3.082E+00, 5.269E+00,-1.131E-01, 9.799E-03, 1.482E-01,-5.451E-01, 6.912E-01, 1.377E+00, 1.036E+00,-5.981E-01,-1.557E+00,-4.723E+00, 7.467E-02,-9.604E-02, 3.338E-01, 1.788E+00, 9.964E-01
 2.400E+02, 8.331E+02, 7.775E+02, 7.681E+02, 7.584E+02, 8.235E+02, 3.249E+02, 7.053E+02, 6.818E+02, 6.763E+02, 6.648E+02, 6.611E+02, 6.082E+02, 1.014E+03, 1.046E+03, 8.578E+02, 8.626E+02, 1.040E+03, 1.126E+03, 1.188E+02, 6.147E+01, 3.888E+01, 8.865E+01, 1.437E+00, 1.091E+00, 8.756E-01, 3.340E+00, 5.375E+00, 1.118E-01,-8.586E-03,-3.199E-02,-9.112E-01, 8.060E-01, 1.498E+00, 1.120E+00,-3.504E-01,-1.811E+00,-4.800E+00, 1.192E-01,-3.838E-02, 3.604E-01, 1.576E+00, 1.052E+00
 2.500E+02, 8.274E+02, 7.813E+02, 7.746E+02, 7.575E+02, 7.839E+02, 3.725E+02, 7.217E+02, 6.912E+02, 6.872E+02, 6.841E+02, 6.880E+02, 6.247E+02, 1.026E+03, 1.055E+03, 8.587E+02, 8.785E+02, 1.017E+03, 1.144E+03, 1.209E+02, 6.582E+01, 4.111E+01, 9.105E+01, 1.439E+00, 1.083E+00, 9.961E-01, 3.349E+00, 5.471E+00,-1.814E-02,-5.806E-02,-1.279E-02,-7.249E-01, 8.170E-01, 1.492E+00, 1.107E+00,-6.870E-01,-1.855E+00,-4.858E+00, 6.384E-02,-4.055E-02, 4.817E-01, 1.627E+00, 1.161E+00
 2.600E+02, 8.635E+02, 8.553E+02, 8.540E+02, 8.557E+02, 8.103E+02, 3.733E+02, 7.296E+02, 7.068E+02, 7.030E+02, 6.943E+02, 7.022E+02, 7.349E+02, 1.000E+03, 1.050E+03, 8.442E+02, 8.475E+02, 9.764E+02, 1.025E+03, 1.274E+02, 7.122E+01, 4.564E+01, 9.844E+01, 1.421E+00, 1.035E+00, 1.067E+00, 3.476E+00, 5.521E+00,-1.624E-01,-7.221E-02, 7.982E-02,-4.996E-01, 6.066E-01, 1.472E+00, 1.048E+00,-7.804E-01,-1.983E+00,-4.826E+00,-4.128E-02,-2.276E-01, 5.339E-01, 1.797E+00, 1.676E+00
 2.700E+02, 8.675E+02, 8.409E+02, 8.363E+02, 8.439E+02, 8.955E+02, 4.446E+02, 7.356E+02, 7.270E+02, 7.266E+02, 7.234E+02, 7.208E+02, 7.159E+02, 9.824E+02, 1.050E+03, 8.410E+02, 8.558E+02, 1.032E+03, 1.022E+03, 1.362E+02, 7.248E+01, 5.047E+01, 1.048E+02, 1.486E+00, 1.108E+00, 1.206E+00, 3.796E+00, 5.668E+00,-2.439E-02,-1.379E-01,-1.173E-01,-8.256E-01, 5.033E-01, 1.522E+00, 1.104E+00,-3.558E-01,-1.915E+00,-4.919E+00, 1.791E-01,-1.604E-01, 6.502E-01, 1.909E+00, 2.092E+00
 2.800E+02, 8.606E+02, 8.102E+02, 8.033E+02, 7.908E+02, 7.904E+02, 6.759E+02, 7.706E+02, 7.587E+02, 7.532E+02, 7.396E+02, 7.261E+02, 7.135E+02, 9.872E+02, 9.953E+02, 8.576E+02, 8.600E+02, 9.993E+02, 1.011E+03, 1.287E+02, 8.375E+01, 5.636E+01, 1.081E+02, 1.537E+00, 1.107E+00, 1.266E+00, 3.714E+00, 5.936E+00, 7.445E-02,-1.095E-01, 1.626E-01,-6.372E-01, 1.041E+00, 1.580E+00, 1.133E+00,-8.155E-01,-1.886E+00,-5.106E+00, 2.559E-01, 2.569E-04, 6.757E-01, 2.207E+00, 2.055E+00
 2.900E+02, 8.609E+02, 8.288E+02, 8.220E+02, 8.055E+02, 8.066E+02, 8.886E+02, 7.954E+02, 7.804E+02, 7.786E+02, 7.871E+02, 7.698E+02, 7.708E+02, 9.729E+02, 9.627E+02, 8.741E+02, 8.598E+02, 9.836E+02, 1.077E+03, 1.257E+02, 9.469E+01, 6.106E+01, 1.121E+02, 1.580E+00, 1.185E+00, 1.399E+00, 4.142E+00, 6.027E+00, 1.616E-01, 2.357E-02,-2.580E-01,-1.948E-01, 5.255E-01, 1.613E+00, 1.219E+00,-7.096E-01,-2.266E+00,-5.175E+00, 2.393E-01, 5.712E-02, 7.060E-01, 2.364E+00, 2.380E+00
 3.000E+02, 8.480E+02, 8.149E+02, 8.096E+02, 7.996E+02, 7.919E+02, 8.796E+02, 8.167E+02, 8.110E+02, 8.051E+02, 7.939E+02, 7.931E+02, 7.548E+02, 9.801E+02, 9.576E+02, 8.860E+02, 8.847E+02, 9.489E+02, 9.424E+02, 1.172E+02, 9.866E+01, 6.406E+01, 1.115E+02, 1.605E+00, 1.213E+00, 1.594E+00, 3.991E+00, 6.167E+00, 7.785E-02,-7.635E-03, 1.246E-01,-3.996E-01, 9.999E-01, 1.649E+00, 1.211E+00,-9.251E-01,-2.042E+00,-5.386E+00, 2.938E-01, 4.578E-02, 9.595E-01, 2.860E+00, 2.013E+00
 3.100E+02, 8.547E+02, 8.268E+02, 8.249E+02, 8.223E+02, 8.285E+02, 8.862E+02, 8.240E+02, 8.214E+02, 8.172E+02, 8.023E+02, 7.882E+02, 7.667E+02, 9.791E+02, 9.678E+02, 8.815E+02, 8.859E+02, 9.879E+02, 9.572E+02, 1.237E+02, 1.005E+02, 6.925E+01, 1.212E+02, 1.651E+00, 1.175E+00, 1.748E+00, 4.176E+00, 6.205E+00, 7.931E-02, 8.699E-02,-1.471E-01,-1.469E+00, 1.128E+00, 1.707E+00, 1.213E+00,-8.869E-01,-2.168E+00,-5.337E+00, 2.005E-01,-2.588E-02, 9.131E-01, 2.721E+00, 2.000E+00
 3.200E+02, 8.760E+02, 8.635E+02, 8.633E+02, 8.621E+02, 8.798E+02, 8.055E+02, 8.354E+02, 8.243E+02, 8.191E+02, 8.072E+02, 7.990E+02, 7.831E+02, 9.852E+02, 9.679E+02, 9.043E+02, 9.035E+02, 9.281E+02, 9.643E+02, 1.323E+02, 1.091E+02, 7.547E+01, 1.205E+02, 1.667E+00, 1.171E+00, 1.823E+00, 4.375E+00, 6.325E+00, 1.786E-02,-4.418E-02, 2.133E-02,-7.244E-01, 9.758E-01, 1.714E+00, 1.200E+00,-6.941E-01,-2.253E+00,-5.409E+00, 2.155E-01,-3.548E-02, 1.127E+00, 2.823E+00, 2.216E+00
 3.300E+02, 8.866E+02, 8.740E+02, 8.684E+02, 8.565E+02, 8.463E+02, 9.512E+02, 8.634E+02, 8.762E+02, 8.739E+02, 8.639E+02, 8.481E+02, 8.339E+02, 9.713E+02, 9.745E+02, 9.087E+02, 9.260E+02, 9.240E+02, 9.769E+02, 1.327E+02, 1.174E+02, 8.299E+01, 1.205E+02, 1.745E+00, 1.210E+00, 2.101E+00, 4.272E+00, 6.314E+00, 3.024E-02, 1.261E-02,-5.590E-01, 1.338E-01, 4.839E-01, 1.803E+00, 1.215E+00,-8.952E-01,-2.321E+00,-5.454E+00, 2.926E-01, 6.811E-02, 1.136E+00, 2.977E+00, 2.417E+00
 3.400E+02, 8.919E+02, 8.793E+02, 8.747E+02, 8.647E+02, 8.566E+02, 9.939E+02, 8.793E+02, 8.844E+02, 8.819E+02, 8.754E+02, 8.686E+02, 8.629E+02, 9.697E+02, 9.712E+02, 9.199E+02, 9.365E+02, 9.013E+02, 9.391E+02, 1.315E+02, 1.229E+02, 9.135E+01, 1.246E+02, 1.780E+00, 1.241E+00, 2.116E+00, 4.363E+00, 6.483E+00,-4.147E-03, 3.088E-02,-5.623E-01,-3.993E-01, 1.115E+00, 1.842E+00, 1.266E+00,-8.903E-01,-2.321E+00,-5.658E+00, 2.476E-01, 3.156E-02, 1.243E+00, 3.056E+00, 2.024E+00
 3.500E+02, 9.072E+02, 9.023E+02, 8.967E+02, 8.845E+02, 8.794E+02, 1.004E+03, 8.758E+02, 8.769E+02, 8.792E+02, 8.784E+02, 8.787E+02, 8.970E+02, 9.575E+02, 9.799E+02, 9.205E+02, 9.519E+02, 9.494E+02, 9.637E+02, 1.382E+02, 1.208E+02, 1.023E+02, 1.378E+02, 1.781E+00, 1.307E+00, 2.084E+00, 4.252E+00, 6.515E+00,-8.203E-02, 2.752E-02,-5.386E-01, 5.529E-01, 9.128E-01, 1.859E+00, 1.266E+00,-6.752E-01,-2.464E+00,-5.859E+00, 9.429E-02,-5.298E-02, 1.271E+00, 2.688E+00, 1.225E+00
 3.600E+02, 9.232E+02, 9.126E+02, 9.095E+02, 9.014E+02, 8.902E+02, 9.944E+02, 8.879E+02, 8.903E+02, 8.911E+02, 8.903E+02, 8.884E+02, 8.883E+02, 9.840E+02, 1.004E+03, 9.408E+02, 9.694E+02, 9.532E+02, 9.545E+02, 1.479E+02, 1.227E+02, 1.077E+02, 1.407E+02, 1.885E+00, 1.349E+00, 1.954E+00, 3.991E+00, 6.500E+00, 6.944E-03,-4.786E-02,-2.302E-01,-3.687E-01, 1.430E+00, 1.951E+00, 1.381E+00,-6.040E-01,-2.428E+00,-5.745E+00, 1.623E-01, 3.399E-04, 1.413E+00, 2.649E+00, 1.131E+00
 3.700E+02, 9.588E+02, 9.372E+02, 9.325E+02, 9.249E+02, 9.232E+02, 9.342E+02, 8.917E+02, 9.049E+02, 9.082E+02, 9.087E+02, 9.180E+02, 9.141E+02, 9.830E+02, 1.007E+03, 9.501E+02, 9.747E+02, 9.742E+02, 9.704E+02, 1.588E+02, 1.294E+02, 1.145E+02, 1.442E+02, 1.871E+00, 1.303E+00, 2.078E+00, 4.122E+00, 6.575E+00,-9.297E-03, 3.194E-03,-5.730E-02,-2.633E-01, 8.573E-01, 1.936E+00, 1.290E+00,-4.365E-01,-2.446E+00,-5.883E+00, 2.973E-01,-1.218E-02, 1.384E+00, 2.646E+00, 1.317E+00
