s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 3.136E+02, 1.953E+02, 1.583E+02, 6.731E+01, 3.411E+01, 3.098E+01, 3.080E+02, 2.881E+02, 2.707E+02, 2.001E+02, 8.156E+01, 4.159E+01, 5.573E+02, 3.957E+02, 4.214E+02, 3.753E+02, 4.966E+02, 4.970E+02, 5.113E+00, 3.763E+00, 1.626E+00, 1.926E+01, 4.008E-01, 3.754E-01, 2.995E-01, 2.369E-01, 1.398E+00, 4.498E-02, 4.211E-02,-7.279E-02, 3.335E-02,-5.959E-01, 4.077E-01, 3.662E-01, 2.835E-01,-1.590E-01,-9.358E-01,-4.480E-02,-9.951E-02,-7.592E-02, 1.355E-01, 5.643E-01, 3.444E-01, 1.082E+00
 1.000E+02, 3.088E+02, 2.049E+02, 1.606E+02, 7.683E+01, 3.687E+01, 3.146E+01, 3.196E+02, 2.942E+02, 2.772E+02, 1.946E+02, 7.154E+01, 4.192E+01, 5.733E+02, 4.362E+02, 4.456E+02, 3.973E+02, 5.920E+02, 5.387E+02, 5.802E+00, 3.907E+00, 1.715E+00, 1.909E+01, 4.028E-01, 3.786E-01, 3.000E-01, 2.057E-01, 1.397E+00, 9.739E-02,-1.333E-03,-8.230E-02, 7.711E-02,-5.587E-01, 4.048E-01, 3.813E-01, 2.823E-01,-1.255E-01,-8.842E-01,-3.049E-02,-6.238E-02,-6.379E-02, 7.821E-02, 6.662E-01, 3.914E-01, 9.841E-01
 1.100E+02, 3.067E+02, 1.687E+02, 1.316E+02, 6.391E+01, 3.796E+01, 3.304E+01, 3.293E+02, 2.915E+02, 2.636E+02, 1.595E+02, 6.078E+01, 4.214E+01, 6.048E+02, 4.174E+02, 4.523E+02, 4.055E+02, 5.817E+02, 5.609E+02, 5.147E+00, 4.213E+00, 1.804E+00, 1.981E+01, 4.015E-01, 3.713E-01, 2.848E-01, 2.726E-01, 1.278E+00, 4.628E-02, 3.868E-02,-8.965E-02, 1.602E-01,-3.930E-01, 4.100E-01, 3.561E-01, 2.562E-01,-1.679E-01,-8.474E-01,-2.559E-02,-1.212E-01,-9.460E-02, 1.043E-01, 4.803E-01, 3.809E-01, 1.070E+00
 1.200E+02, 2.974E+02, 1.858E+02, 1.481E+02, 6.941E+01, 3.737E+01, 3.312E+01, 3.225E+02, 2.806E+02, 2.594E+02, 1.880E+02, 7.787E+01, 4.177E+01, 5.702E+02, 3.915E+02, 4.415E+02, 3.871E+02, 5.995E+02, 6.113E+02, 5.160E+00, 3.957E+00, 1.805E+00, 2.033E+01, 4.049E-01, 3.658E-01, 3.005E-01, 2.364E-01, 1.430E+00, 4.162E-03, 5.747E-02,-7.855E-02, 5.950E-02,-6.214E-01, 4.174E-01, 3.639E-01, 2.675E-01,-8.799E-02,-9.478E-01,-2.023E-02,-9.553E-02,-1.088E-01, 1.228E-01, 5.856E-01, 3.364E-01, 1.030E+00
 1.300E+02, 2.903E+02, 2.082E+02, 1.623E+02, 7.574E+01, 4.095E+01, 3.388E+01, 3.337E+02, 2.950E+02, 2.563E+02, 1.579E+02, 6.701E+01, 4.273E+01, 6.351E+02, 4.115E+02, 4.732E+02, 4.245E+02, 6.067E+02, 5.592E+02, 5.206E+00, 4.229E+00, 1.906E+00, 1.972E+01, 4.058E-01, 3.692E-01, 2.785E-01, 2.491E-01, 1.412E+00, 3.175E-02,-1.416E-02,-5.891E-04, 1.486E-01,-6.796E-01, 4.138E-01, 3.646E-01, 2.595E-01,-1.275E-01,-9.011E-01,-5.486E-02,-8.912E-02,-9.186E-02, 1.167E-01, 5.746E-01, 3.328E-01, 1.012E+00
 1.400E+02, 2.998E+02, 1.846E+02, 1.444E+02, 6.711E+01, 3.848E+01, 3.407E+01, 3.208E+02, 2.845E+02, 2.592E+02, 1.745E+02, 6.792E+01, 4.377E+01, 5.608E+02, 4.031E+02, 4.446E+02, 3.872E+02, 6.205E+02, 5.957E+02, 5.358E+00, 3.885E+00, 1.889E+00, 2.104E+01, 4.157E-01, 3.821E-01, 2.959E-01, 2.974E-01, 1.317E+00, 4.195E-02,-9.979E-03,-7.151E-02, 1.140E-01,-4.408E-01, 4.217E-01, 3.768E-01, 2.780E-01,-1.393E-01,-9.437E-01,-6.555E-02,-9.301E-02,-7.064E-02, 1.308E-01, 4.271E-01, 2.934E-01, 9.199E-01
 1.500E+02, 3.057E+02, 1.870E+02, 1.557E+02, 7.924E+01, 3.979E+01, 3.331E+01, 3.243E+02, 2.918E+02, 2.719E+02, 1.929E+02, 8.555E+01, 4.302E+01, 5.907E+02, 3.992E+02, 4.559E+02, 3.996E+02, 6.075E+02, 5.817E+02, 5.501E+00, 4.036E+00, 1.947E+00, 2.163E+01, 4.212E-01, 3.822E-01, 3.155E-01, 2.675E-01, 1.304E+00, 5.909E-02,-2.717E-02,-1.248E-01, 4.874E-02,-4.758E-01, 4.252E-01, 3.709E-01, 2.877E-01,-1.426E-01,-9.005E-01,-6.320E-02,-1.001E-01,-8.506E-02, 9.682E-02, 5.103E-01, 3.946E-01, 9.782E-01
 1.600E+02, 3.067E+02, 1.730E+02, 1.204E+02, 5.465E+01, 3.850E+01, 3.523E+01, 3.290E+02, 2.973E+02, 2.772E+02, 1.912E+02, 8.261E+01, 4.406E+01, 6.081E+02, 4.071E+02, 4.635E+02, 4.053E+02, 5.929E+02, 5.558E+02, 5.579E+00, 4.141E+00, 1.997E+00, 2.056E+01, 4.238E-01, 3.783E-01, 3.161E-01, 3.118E-01, 1.309E+00,-3.595E-04,-1.130E-02,-6.365E-02, 1.529E-01,-5.103E-01, 4.321E-01, 3.829E-01, 3.039E-01,-2.358E-01,-8.629E-01,-3.446E-02,-7.149E-02,-6.692E-02, 1.075E-01, 5.329E-01, 3.862E-01, 1.008E+00
 1.700E+02, 3.012E+02, 1.467E+02, 1.118E+02, 6.444E+01, 4.348E+01, 3.564E+01, 3.362E+02, 3.017E+02, 2.770E+02, 1.901E+02, 7.230E+01, 4.384E+01, 6.063E+02, 3.994E+02, 4.753E+02, 4.139E+02, 6.339E+02, 5.890E+02, 5.557E+00, 4.278E+00, 2.051E+00, 2.211E+01, 4.176E-01, 3.730E-01, 2.826E-01, 2.802E-01, 1.387E+00,-9.664E-03, 3.295E-02,-7.786E-03, 7.774E-02,-6.412E-01, 4.303E-01, 3.653E-01, 2.458E-01,-2.141E-01,-9.321E-01, 8.734E-03,-7.205E-02,-1.156E-01, 1.091E-01, 5.821E-01, 2.989E-01, 1.014E+00
 1.800E+02, 2.956E+02, 1.868E+02, 1.396E+02, 6.474E+01, 4.126E+01, 3.467E+01, 3.295E+02, 3.005E+02, 2.796E+02, 1.886E+02, 7.864E+01, 4.388E+01, 6.225E+02, 3.989E+02, 4.604E+02, 4.036E+02, 5.022E+02, 5.626E+02, 5.679E+00, 4.122E+00, 2.066E+00, 2.100E+01, 4.424E-01, 4.023E-01, 3.030E-01, 2.607E-01, 1.380E+00,-2.717E-02, 1.303E-01,-1.969E-02, 4.509E-02,-5.238E-01, 4.526E-01, 3.705E-01, 2.601E-01,-1.423E-01,-8.837E-01,-3.951E-02,-1.166E-01,-1.546E-01, 1.446E-01, 5.663E-01, 4.054E-01, 1.106E+00
 1.900E+02, 3.067E+02, 1.723E+02, 1.346E+02, 6.185E+01, 4.034E+01, 3.595E+01, 3.234E+02, 2.960E+02, 2.747E+02, 1.805E+02, 7.560E+01, 4.515E+01, 6.168E+02, 3.996E+02, 4.729E+02, 3.934E+02, 6.230E+02, 6.303E+02, 5.535E+00, 4.228E+00, 2.116E+00, 2.145E+01, 4.276E-01, 3.852E-01, 3.030E-01, 2.707E-01, 1.362E+00,-1.542E-02, 3.663E-02,-2.580E-03, 9.503E-02,-4.381E-01, 4.375E-01, 3.732E-01, 2.736E-01,-1.542E-01,-9.295E-01,-5.891E-02,-1.072E-01,-1.307E-01, 1.263E-01, 4.453E-01, 3.169E-01, 9.643E-01
 2.000E+02, 3.160E+02, 1.649E+02, 1.324E+02, 7.045E+01, 4.214E+01, 3.628E+01, 3.344E+02, 2.969E+02, 2.683E+02, 1.699E+02, 7.427E+01, 4.451E+01, 6.244E+02, 3.939E+02, 4.840E+02, 4.268E+02, 5.514E+02, 5.865E+02, 5.479E+00, 4.237E+00, 2.156E+00, 2.104E+01, 4.399E-01, 3.996E-01, 3.057E-01, 2.920E-01, 1.279E+00, 3.039E-03,-8.561E-02, 6.258E-02, 1.300E-01,-3.802E-01, 4.500E-01, 3.936E-01, 2.694E-01,-1.745E-01,-8.257E-01,-4.780E-02,-7.519E-02,-1.182E-01, 1.146E-01, 5.107E-01, 3.980E-01, 1.060E+00
 2.100E+02, 3.061E+02, 1.470E+02, 1.067E+02, 5.693E+01, 4.089E+01, 3.611E+01, 3.368E+02, 2.930E+02, 2.630E+02, 1.638E+02, 7.782E+01, 4.532E+01, 6.257E+02, 3.987E+02, 4.746E+02, 4.209E+02, 6.608E+02, 6.216E+02, 5.876E+00, 4.420E+00, 2.211E+00, 2.301E+01, 4.278E-01, 3.873E-01, 3.051E-01, 2.850E-01, 1.306E+00, 2.948E-02,-1.669E-02,-2.444E-02, 9.558E-02,-4.449E-01, 4.386E-01, 3.954E-01, 2.880E-01,-1.971E-01,-8.362E-01,-3.518E-02,-7.146E-02,-1.075E-01, 1.178E-01, 5.967E-01, 4.287E-01, 1.057E+00
 2.200E+02, 3.099E+02, 1.698E+02, 1.298E+02, 6.863E+01, 4.508E+01, 3.576E+01, 3.323E+02, 2.947E+02, 2.731E+02, 1.785E+02, 6.646E+01, 4.618E+01, 6.079E+02, 4.041E+02, 4.696E+02, 4.042E+02, 6.558E+02, 6.159E+02, 5.992E+00, 4.310E+00, 2.234E+00, 2.295E+01, 4.384E-01, 3.933E-01, 3.179E-01, 2.979E-01, 1.270E+00, 1.397E-02,-4.931E-03,-9.601E-03, 1.558E-01,-3.218E-01, 4.473E-01, 3.950E-01, 3.012E-01,-1.641E-01,-8.871E-01,-2.926E-02,-8.169E-02,-8.696E-02, 1.546E-01, 4.570E-01, 3.697E-01, 8.943E-01
 2.300E+02, 2.985E+02, 1.534E+02, 1.190E+02, 6.077E+01, 4.420E+01, 3.682E+01, 3.369E+02, 3.025E+02, 2.797E+02, 1.784E+02, 7.818E+01, 4.543E+01, 6.228E+02, 4.221E+02, 4.812E+02, 4.128E+02, 5.217E+02, 5.646E+02, 6.005E+00, 4.358E+00, 2.263E+00, 2.049E+01, 4.270E-01, 3.875E-01, 2.969E-01, 3.045E-01, 1.270E+00, 2.297E-02, 1.955E-02, 3.911E-03, 1.034E-01,-4.782E-01, 4.394E-01, 3.855E-01, 2.730E-01,-2.464E-01,-8.337E-01,-2.570E-03,-9.998E-02,-1.067E-01, 1.669E-01, 4.979E-01, 3.682E-01, 1.033E+00
 2.400E+02, 3.276E+02, 1.751E+02, 1.312E+02, 6.329E+01, 4.141E+01, 3.670E+01, 3.375E+02, 3.008E+02, 2.759E+02, 1.640E+02, 6.763E+01, 4.663E+01, 6.211E+02, 4.115E+02, 4.730E+02, 4.169E+02, 5.109E+02, 5.851E+02, 6.295E+00, 4.325E+00, 2.316E+00, 2.125E+01, 4.408E-01, 3.845E-01, 3.031E-01, 2.732E-01, 1.268E+00,-3.608E-02, 1.790E-02, 3.704E-03, 9.961E-02,-4.449E-01, 4.534E-01, 3.820E-01, 2.667E-01,-2.032E-01,-8.833E-01,-7.082E-03,-8.775E-02,-1.241E-01, 1.333E-01, 4.821E-01, 3.524E-01, 1.050E+00
 2.500E+02, 3.168E+02, 1.545E+02, 1.216E+02, 6.345E+01, 4.795E+01, 3.679E+01, 3.311E+02, 3.019E+02, 2.851E+02, 1.965E+02, 7.761E+01, 4.606E+01, 6.333E+02, 3.836E+02, 4.804E+02, 4.115E+02, 5.455E+02, 5.752E+02, 5.787E+00, 4.396E+00, 2.322E+00, 2.117E+01, 4.469E-01, 4.024E-01, 3.032E-01, 2.668E-01, 1.392E+00,-9.737E-03, 1.525E-02, 5.383E-02, 6.754E-02,-5.711E-01, 4.451E-01, 3.844E-01, 2.629E-01,-1.919E-01,-8.858E-01,-8.026E-02,-1.441E-01,-1.339E-01, 1.266E-01, 5.290E-01, 3.810E-01, 1.041E+00
 2.600E+02, 3.370E+02, 1.691E+02, 1.259E+02, 6.063E+01, 4.289E+01, 3.733E+01, 3.299E+02, 3.006E+02, 2.760E+02, 1.875E+02, 8.017E+01, 4.808E+01, 6.008E+02, 4.060E+02, 4.604E+02, 4.036E+02, 5.346E+02, 5.766E+02, 6.430E+00, 4.211E+00, 2.359E+00, 1.993E+01, 4.508E-01, 4.070E-01, 3.070E-01, 3.355E-01, 1.323E+00, 3.400E-02, 1.431E-03, 2.728E-02, 8.631E-02,-5.016E-01, 4.529E-01, 3.944E-01, 3.045E-01,-1.292E-01,-8.969E-01,-5.854E-02,-1.423E-01,-1.038E-01, 1.705E-01, 5.844E-01, 3.466E-01, 9.491E-01
 2.700E+02, 3.144E+02, 1.512E+02, 1.067E+02, 6.610E+01, 4.481E+01, 3.725E+01, 3.396E+02, 3.048E+02, 2.777E+02, 1.566E+02, 7.372E+01, 4.760E+01, 6.372E+02, 4.135E+02, 4.997E+02, 4.159E+02, 5.289E+02, 5.609E+02, 6.139E+00, 4.435E+00, 2.401E+00, 2.142E+01, 4.510E-01, 4.231E-01, 3.088E-01, 2.906E-01, 1.325E+00,-9.231E-03,-9.938E-02, 3.831E-02, 1.235E-01,-5.160E-01, 4.602E-01, 3.968E-01, 2.672E-01,-1.963E-01,-8.737E-01,-4.146E-02,-1.243E-01,-1.184E-01, 1.655E-01, 5.828E-01, 3.149E-01, 1.008E+00
 2.800E+02, 3.072E+02, 1.726E+02, 1.352E+02, 6.836E+01, 4.440E+01, 3.889E+01, 3.387E+02, 3.037E+02, 2.739E+02, 1.704E+02, 7.473E+01, 4.796E+01, 6.172E+02, 4.196E+02, 4.667E+02, 4.163E+02, 6.367E+02, 6.413E+02, 6.021E+00, 4.386E+00, 2.420E+00, 2.217E+01, 4.571E-01, 4.083E-01, 3.177E-01, 3.173E-01, 1.354E+00,-1.230E-02,-3.769E-02,-6.716E-03, 1.812E-01,-5.480E-01, 4.677E-01, 4.067E-01, 3.135E-01,-1.190E-01,-9.550E-01,-5.016E-02,-9.080E-02,-1.044E-01, 1.655E-01, 5.200E-01, 3.430E-01, 9.833E-01
 2.900E+02, 3.045E+02, 1.841E+02, 1.404E+02, 6.288E+01, 4.521E+01, 3.747E+01, 3.366E+02, 3.014E+02, 2.777E+02, 1.775E+02, 8.699E+01, 4.759E+01, 6.324E+02, 4.242E+02, 4.871E+02, 4.167E+02, 5.684E+02, 5.459E+02, 6.021E+00, 4.488E+00, 2.447E+00, 2.092E+01, 4.585E-01, 4.197E-01, 3.280E-01, 3.019E-01, 1.309E+00, 1.935E-02, 3.156E-02,-5.961E-02, 1.854E-01,-5.236E-01, 4.724E-01, 4.257E-01, 2.911E-01,-1.855E-01,-9.117E-01,-1.418E-02,-7.489E-02,-1.293E-01, 1.394E-01, 4.983E-01, 3.410E-01, 9.570E-01
 3.000E+02, 3.111E+02, 1.715E+02, 1.356E+02, 7.393E+01, 4.414E+01, 3.703E+01, 3.403E+02, 2.827E+02, 2.537E+02, 1.758E+02, 8.176E+01, 4.897E+01, 6.107E+02, 4.032E+02, 4.671E+02, 4.130E+02, 5.742E+02, 5.828E+02, 6.196E+00, 4.459E+00, 2.479E+00, 2.269E+01, 4.556E-01, 4.282E-01, 3.249E-01, 3.026E-01, 1.416E+00, 5.069E-02,-3.682E-02,-5.171E-02, 1.092E-01,-4.974E-01, 4.665E-01, 4.215E-01, 3.131E-01,-9.671E-02,-9.918E-01,-1.967E-02,-1.122E-01,-1.128E-01, 1.236E-01, 4.383E-01, 3.770E-01, 9.056E-01
 3.100E+02, 5.043E+02, 2.891E+02, 2.260E+02, 1.067E+02, 5.494E+01, 3.938E+01, 4.698E+02, 4.184E+02, 3.992E+02, 2.911E+02, 1.231E+02, 5.128E+01, 1.007E+03, 6.312E+02, 8.358E+02, 6.613E+02, 7.492E+02, 8.446E+02, 1.672E+01, 9.980E+00, 4.982E+00, 2.966E+01, 4.796E-01, 4.294E-01, 3.213E-01, 5.212E-01, 1.623E+00, 7.785E-02,-6.292E-02,-4.885E-02, 2.269E-01,-4.455E-01, 4.846E-01, 4.178E-01, 2.904E-01,-3.368E-01,-1.226E+00,-4.880E-02,-1.222E-01,-1.097E-01, 2.196E-01, 5.292E-01, 6.286E-01, 1.342E+00
 3.200E+02, 5.911E+02, 2.656E+02, 1.921E+02, 8.995E+01, 5.614E+01, 4.305E+01, 5.168E+02, 4.734E+02, 4.461E+02, 3.123E+02, 9.605E+01, 5.898E+01, 1.090E+03, 6.754E+02, 9.253E+02, 7.277E+02, 6.047E+02, 7.534E+02, 2.068E+01, 1.315E+01, 6.283E+00, 2.837E+01, 5.261E-01, 4.686E-01, 3.380E-01, 4.275E-01, 1.680E+00, 9.861E-03, 4.647E-02, 2.064E-02, 1.929E-01,-4.846E-01, 5.300E-01, 4.412E-01, 3.215E-01,-2.962E-01,-1.191E+00,-7.311E-02,-1.853E-01,-1.027E-01, 1.671E-01, 6.845E-01, 5.632E-01, 1.367E+00
 3.300E+02, 5.532E+02, 2.755E+02, 1.989E+02, 8.800E+01, 5.304E+01, 4.406E+01, 5.342E+02, 4.648E+02, 4.384E+02, 2.993E+02, 9.932E+01, 6.090E+01, 1.136E+03, 6.454E+02, 9.975E+02, 7.486E+02, 7.004E+02, 8.726E+02, 1.989E+01, 1.453E+01, 6.890E+00, 2.991E+01, 5.546E-01, 5.008E-01, 3.805E-01, 4.311E-01, 1.684E+00, 8.989E-02,-5.726E-03,-3.987E-02, 2.605E-01,-5.359E-01, 5.602E-01, 4.954E-01, 3.645E-01,-2.934E-01,-1.285E+00,-5.856E-02,-1.491E-01,-1.032E-01, 1.752E-01, 4.978E-01, 6.007E-01, 1.258E+00
 3.400E+02, 5.428E+02, 3.267E+02, 2.830E+02, 1.703E+02, 7.528E+01, 4.723E+01, 5.398E+02, 4.689E+02, 4.303E+02, 2.756E+02, 1.168E+02, 6.377E+01, 1.096E+03, 6.898E+02, 9.675E+02, 7.422E+02, 7.415E+02, 8.430E+02, 2.073E+01, 1.429E+01, 7.399E+00, 3.263E+01, 5.779E-01, 5.152E-01, 4.125E-01, 5.185E-01, 1.714E+00, 8.640E-02,-7.782E-02,-7.931E-02, 1.981E-01,-6.507E-01, 5.753E-01, 5.037E-01, 3.807E-01,-4.238E-01,-1.278E+00,-9.862E-02,-1.461E-01,-8.232E-02, 1.765E-01, 5.224E-01, 4.859E-01, 1.315E+00
 3.500E+02, 5.013E+02, 2.853E+02, 2.217E+02, 1.226E+02, 7.252E+01, 5.018E+01, 5.329E+02, 4.676E+02, 4.308E+02, 2.874E+02, 1.308E+02, 6.403E+01, 1.123E+03, 6.501E+02, 9.914E+02, 7.610E+02, 8.919E+02, 9.156E+02, 1.908E+01, 1.470E+01, 7.716E+00, 3.419E+01, 5.911E-01, 5.176E-01, 3.881E-01, 5.551E-01, 1.809E+00, 1.872E-02,-7.234E-02,-4.652E-02, 1.686E-01,-4.158E-01, 5.925E-01, 5.139E-01, 3.712E-01,-4.319E-01,-1.408E+00,-9.300E-02,-1.345E-01,-1.064E-01, 1.256E-01, 3.462E-01, 5.970E-01, 1.257E+00
