s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 8.755E+02, 7.594E+02, 5.952E+02, 1.680E+02, 4.658E+01, 3.966E+01, 6.257E+02, 5.634E+02, 5.353E+02, 3.316E+02, 9.886E+01, 4.982E+01, 1.114E+03, 1.076E+03, 9.995E+02, 9.633E+02, 6.134E+02, 7.818E+02, 5.031E+01, 1.808E+01, 9.465E+00, 2.316E+01, 1.690E-02, 2.666E-02, 4.986E-02, 1.206E-01,-2.519E-01, 3.079E-01, 2.615E-01, 1.717E-01, 3.751E-01, 1.819E+00, 1.845E-02, 2.038E-02, 2.713E-02, 8.409E-02,-1.510E-01, 3.098E-01, 2.643E-01, 1.638E-01,-3.296E-01,-1.585E+00, 4.782E-02,-6.958E-03,-4.180E-02, 1.096E-01,-1.021E-01
 1.000E+02, 8.268E+02, 8.044E+02, 6.921E+02, 1.745E+02, 4.668E+01, 4.000E+01, 6.245E+02, 5.672E+02, 5.423E+02, 3.456E+02, 1.082E+02, 5.378E+01, 1.096E+03, 1.095E+03, 9.838E+02, 9.779E+02, 6.915E+02, 8.756E+02, 5.096E+01, 1.897E+01, 1.035E+01, 2.423E+01, 7.665E-03, 3.208E-02, 1.955E-02, 7.968E-02,-2.792E-01, 3.192E-01, 2.757E-01, 1.845E-01, 4.333E-01, 1.856E+00, 2.103E-02, 2.594E-02, 1.083E-02, 5.058E-02,-1.757E-01, 3.195E-01, 2.781E-01, 1.842E-01,-3.900E-01,-1.600E+00, 4.076E-02, 7.796E-03,-4.708E-02, 1.034E-01,-8.555E-02
 1.100E+02, 8.159E+02, 7.815E+02, 6.245E+02, 2.057E+02, 5.011E+01, 4.201E+01, 6.160E+02, 5.746E+02, 5.588E+02, 3.230E+02, 1.371E+02, 5.499E+01, 1.088E+03, 1.057E+03, 9.068E+02, 9.413E+02, 6.894E+02, 8.845E+02, 5.030E+01, 1.854E+01, 1.103E+01, 2.635E+01, 4.711E-02, 8.548E-02,-1.941E-03, 5.554E-02,-2.526E-01, 3.340E-01, 3.007E-01, 2.049E-01, 4.452E-01, 1.854E+00, 4.757E-02, 5.717E-02,-3.410E-03, 3.965E-02,-1.528E-01, 3.333E-01, 2.970E-01, 2.011E-01,-3.819E-01,-1.623E+00, 5.489E-02, 3.857E-02,-4.967E-02, 1.058E-01,-7.544E-02
 1.200E+02, 8.130E+02, 8.223E+02, 6.761E+02, 1.723E+02, 6.344E+01, 4.476E+01, 6.109E+02, 5.713E+02, 5.366E+02, 3.326E+02, 1.123E+02, 5.679E+01, 1.056E+03, 1.061E+03, 8.772E+02, 9.290E+02, 7.476E+02, 9.860E+02, 5.148E+01, 1.917E+01, 1.160E+01, 2.923E+01,-2.894E-02, 3.924E-02, 3.714E-02, 3.781E-02,-3.060E-01, 3.352E-01, 3.074E-01, 2.133E-01, 4.440E-01, 1.881E+00,-4.763E-04, 3.044E-02, 1.286E-02, 3.288E-02,-1.595E-01, 3.331E-01, 3.048E-01, 2.109E-01,-3.977E-01,-1.639E+00, 4.072E-02, 4.409E-02,-3.082E-02, 1.003E-01,-1.512E-01
 1.300E+02, 8.042E+02, 8.481E+02, 6.399E+02, 1.465E+02, 5.170E+01, 4.621E+01, 6.207E+02, 5.967E+02, 5.833E+02, 3.833E+02, 1.240E+02, 5.824E+01, 1.061E+03, 1.074E+03, 8.988E+02, 9.280E+02, 7.659E+02, 1.035E+03, 5.386E+01, 1.962E+01, 1.208E+01, 2.998E+01,-5.917E-02, 1.637E-02, 4.299E-02, 4.141E-02,-2.542E-01, 3.479E-01, 3.145E-01, 1.918E-01, 4.770E-01, 1.879E+00,-1.642E-02, 1.875E-02, 1.804E-02, 3.270E-02,-1.468E-01, 3.419E-01, 3.147E-01, 1.844E-01,-4.240E-01,-1.624E+00, 6.719E-02, 5.039E-02,-2.036E-02, 1.319E-01,-7.370E-02
 1.400E+02, 8.211E+02, 8.267E+02, 6.990E+02, 1.852E+02, 5.680E+01, 4.819E+01, 6.182E+02, 5.922E+02, 5.745E+02, 4.091E+02, 1.266E+02, 5.943E+01, 1.051E+03, 1.085E+03, 8.697E+02, 9.187E+02, 7.250E+02, 1.018E+03, 5.524E+01, 1.930E+01, 1.264E+01, 3.122E+01,-7.195E-02,-3.007E-02, 6.857E-02,-7.442E-02,-2.946E-01, 3.517E-01, 3.317E-01, 2.065E-01, 4.870E-01, 1.916E+00,-2.824E-02,-1.383E-02, 3.263E-02,-2.407E-02,-1.802E-01, 3.451E-01, 3.231E-01, 1.889E-01,-4.329E-01,-1.672E+00, 6.766E-02, 7.901E-02,-3.975E-02, 1.200E-01,-1.189E-01
 1.500E+02, 8.018E+02, 8.129E+02, 7.105E+02, 2.089E+02, 5.600E+01, 4.847E+01, 6.173E+02, 5.957E+02, 5.824E+02, 4.434E+02, 1.567E+02, 6.138E+01, 1.024E+03, 1.049E+03, 8.844E+02, 9.298E+02, 8.760E+02, 1.050E+03, 5.112E+01, 2.033E+01, 1.330E+01, 3.429E+01, 7.951E-02, 2.671E-02,-2.929E-02,-6.593E-03,-2.051E-01, 3.604E-01, 3.357E-01, 2.209E-01, 4.903E-01, 1.968E+00, 6.685E-02, 2.144E-02,-1.996E-02, 8.489E-03,-1.194E-01, 3.505E-01, 3.329E-01, 2.189E-01,-4.302E-01,-1.710E+00, 6.473E-02, 6.356E-02,-3.472E-02, 1.454E-01,-1.397E-01
 1.600E+02, 7.898E+02, 8.546E+02, 7.555E+02, 1.940E+02, 5.710E+01, 5.028E+01, 6.198E+02, 6.009E+02, 5.887E+02, 4.217E+02, 1.720E+02, 6.254E+01, 1.047E+03, 1.063E+03, 8.794E+02, 9.263E+02, 8.048E+02, 1.037E+03, 5.333E+01, 2.058E+01, 1.388E+01, 3.319E+01,-1.930E-02,-5.000E-02, 4.268E-02,-2.038E-02,-2.937E-01, 3.735E-01, 3.262E-01, 1.847E-01, 5.305E-01, 2.016E+00, 3.891E-03,-2.671E-02, 2.172E-02, 1.039E-02,-1.817E-01, 3.647E-01, 3.301E-01, 1.616E-01,-4.708E-01,-1.772E+00, 9.194E-02, 3.806E-02,-3.806E-02, 1.342E-01,-1.082E-01
 1.700E+02, 7.997E+02, 8.123E+02, 7.064E+02, 2.115E+02, 6.327E+01, 5.178E+01, 6.275E+02, 6.226E+02, 6.132E+02, 4.357E+02, 1.602E+02, 6.358E+01, 1.023E+03, 1.059E+03, 8.660E+02, 9.271E+02, 8.264E+02, 1.058E+03, 5.577E+01, 2.107E+01, 1.408E+01, 3.624E+01,-5.382E-02,-3.627E-02, 4.922E-02,-5.387E-02,-3.713E-01, 3.716E-01, 3.368E-01, 2.270E-01, 5.303E-01, 2.032E+00,-1.541E-02,-1.635E-02, 1.911E-02,-1.608E-02,-2.279E-01, 3.637E-01, 3.299E-01, 2.149E-01,-4.821E-01,-1.768E+00, 5.815E-02, 5.170E-02,-4.292E-02, 1.013E-01,-1.494E-01
 1.800E+02, 7.999E+02, 9.008E+02, 8.293E+02, 2.449E+02, 5.962E+01, 5.152E+01, 6.315E+02, 6.099E+02, 5.974E+02, 4.626E+02, 1.709E+02, 6.663E+01, 1.055E+03, 1.058E+03, 8.880E+02, 9.362E+02, 8.563E+02, 1.058E+03, 5.274E+01, 2.197E+01, 1.518E+01, 3.390E+01, 3.923E-02, 9.141E-02,-2.303E-02, 4.125E-02,-2.704E-01, 3.770E-01, 3.420E-01, 1.929E-01, 5.276E-01, 2.110E+00, 3.306E-02, 6.270E-02,-1.873E-02, 5.095E-02,-1.515E-01, 3.694E-01, 3.396E-01, 1.618E-01,-4.749E-01,-1.829E+00, 3.263E-02, 1.016E-02,-3.219E-02, 1.308E-01,-1.893E-01
 1.900E+02, 8.185E+02, 8.633E+02, 7.920E+02, 3.105E+02, 9.016E+01, 5.530E+01, 6.366E+02, 6.098E+02, 6.121E+02, 5.404E+02, 2.477E+02, 6.666E+01, 1.022E+03, 1.070E+03, 8.687E+02, 9.215E+02, 8.736E+02, 1.058E+03, 5.847E+01, 2.158E+01, 1.566E+01, 4.119E+01,-1.405E-01,-1.218E-02, 7.909E-02,-3.005E-01,-2.301E-01, 3.961E-01, 3.450E-01, 2.031E-01, 6.553E-01, 2.044E+00,-7.521E-02,-3.891E-03, 3.863E-02,-1.464E-01,-1.347E-01, 3.874E-01, 3.436E-01, 1.457E-01,-4.902E-01,-1.789E+00, 4.173E-02, 7.614E-03,-4.347E-02, 1.488E-01,-7.018E-02
 2.000E+02, 8.029E+02, 8.510E+02, 8.387E+02, 3.242E+02, 8.474E+01, 5.527E+01, 6.371E+02, 6.198E+02, 6.103E+02, 5.190E+02, 2.644E+02, 6.960E+01, 1.010E+03, 1.052E+03, 8.541E+02, 9.149E+02, 8.565E+02, 1.078E+03, 5.601E+01, 2.257E+01, 1.636E+01, 3.971E+01,-4.995E-02,-1.626E-02, 4.928E-02,-1.047E-01,-2.979E-01, 3.957E-01, 3.434E-01, 2.073E-01, 6.060E-01, 2.068E+00,-1.348E-02,-9.530E-03, 1.891E-02,-4.036E-02,-1.892E-01, 3.912E-01, 3.392E-01, 1.615E-01,-5.301E-01,-1.803E+00, 6.407E-02, 4.490E-02,-4.626E-02, 1.627E-01,-9.303E-02
 2.100E+02, 8.002E+02, 8.662E+02, 8.589E+02, 3.143E+02, 7.246E+01, 5.827E+01, 6.466E+02, 6.264E+02, 6.339E+02, 5.947E+02, 2.399E+02, 6.821E+01, 9.959E+02, 1.058E+03, 8.441E+02, 9.187E+02, 9.158E+02, 1.101E+03, 5.888E+01, 2.316E+01, 1.706E+01, 3.985E+01,-8.073E-02, 4.080E-02, 4.216E-05,-1.216E-01,-3.213E-01, 4.086E-01, 3.574E-01, 1.820E-01, 6.110E-01, 2.131E+00,-3.266E-02, 3.216E-02,-1.405E-02,-4.634E-02,-1.957E-01, 4.043E-01, 3.558E-01, 8.429E-02,-5.474E-01,-1.865E+00, 5.866E-02, 3.700E-02,-1.207E-02, 1.500E-01,-1.012E-01
 2.200E+02, 8.142E+02, 8.619E+02, 8.297E+02, 4.582E+02, 8.505E+01, 6.249E+01, 6.566E+02, 6.280E+02, 6.345E+02, 6.309E+02, 3.418E+02, 7.324E+01, 9.913E+02, 1.040E+03, 8.524E+02, 9.279E+02, 8.662E+02, 1.104E+03, 6.241E+01, 2.411E+01, 1.773E+01, 4.364E+01,-1.190E-01, 4.818E-02, 9.708E-02,-2.307E-01,-3.067E-01, 4.220E-01, 3.812E-01, 2.064E-01, 7.080E-01, 2.139E+00,-5.429E-02, 3.782E-02, 3.952E-02,-1.123E-01,-2.072E-01, 4.177E-01, 3.779E-01, 1.446E-01,-5.757E-01,-1.882E+00, 3.666E-02, 5.122E-02,-1.746E-02, 1.734E-01,-5.538E-02
 2.300E+02, 7.964E+02, 8.645E+02, 8.464E+02, 3.733E+02, 7.370E+01, 5.951E+01, 6.493E+02, 6.544E+02, 6.641E+02, 5.943E+02, 2.697E+02, 7.268E+01, 9.652E+02, 1.018E+03, 8.227E+02, 9.160E+02, 8.937E+02, 1.055E+03, 5.707E+01, 2.484E+01, 1.808E+01, 4.206E+01,-7.702E-02,-4.803E-02, 9.562E-02, 2.974E-02,-3.616E-01, 3.996E-01, 3.750E-01, 2.508E-01, 5.825E-01, 2.233E+00,-2.937E-02,-2.377E-02, 4.428E-02, 4.112E-02,-2.304E-01, 3.940E-01, 3.689E-01, 2.355E-01,-5.342E-01,-1.954E+00, 7.632E-02, 6.527E-02,-3.979E-02, 1.313E-01,-9.516E-02
 2.400E+02, 7.858E+02, 8.690E+02, 8.447E+02, 3.688E+02, 8.172E+01, 6.311E+01, 6.565E+02, 6.471E+02, 6.682E+02, 6.570E+02, 3.938E+02, 7.947E+01, 9.754E+02, 1.008E+03, 8.435E+02, 9.133E+02, 9.193E+02, 1.052E+03, 5.810E+01, 2.569E+01, 1.897E+01, 4.427E+01, 3.792E-02, 2.335E-02, 7.860E-03,-9.326E-02,-3.918E-01, 4.115E-01, 3.919E-01, 2.132E-01, 6.833E-01, 2.208E+00, 3.993E-02, 2.510E-02, 2.884E-03,-2.112E-02,-2.627E-01, 4.035E-01, 3.857E-01, 1.803E-01,-5.900E-01,-1.948E+00, 6.119E-02, 4.795E-02,-1.623E-02, 1.856E-01,-4.782E-02
 2.500E+02, 7.799E+02, 8.014E+02, 8.314E+02, 4.780E+02, 8.521E+01, 6.151E+01, 6.613E+02, 6.499E+02, 6.562E+02, 6.272E+02, 3.821E+02, 8.320E+01, 9.706E+02, 1.009E+03, 8.408E+02, 9.172E+02, 9.653E+02, 1.031E+03, 5.743E+01, 2.627E+01, 1.977E+01, 4.529E+01, 3.040E-02, 1.133E-02, 6.569E-03, 4.710E-02,-3.163E-01, 4.246E-01, 4.077E-01, 2.572E-01, 6.763E-01, 2.303E+00, 4.549E-02, 1.824E-02,-6.885E-03, 6.297E-02,-1.970E-01, 4.168E-01, 3.881E-01, 2.317E-01,-5.940E-01,-2.024E+00, 7.576E-02, 1.151E-01, 2.147E-02, 1.511E-01,-1.358E-01
 2.600E+02, 7.801E+02, 8.389E+02, 8.530E+02, 3.922E+02, 9.321E+01, 6.563E+01, 6.673E+02, 6.437E+02, 6.529E+02, 6.546E+02, 3.872E+02, 8.237E+01, 9.807E+02, 1.014E+03, 8.532E+02, 9.102E+02, 9.379E+02, 1.049E+03, 5.933E+01, 2.622E+01, 2.012E+01, 4.602E+01,-1.217E-01,-7.418E-02, 1.021E-01,-6.089E-02,-3.671E-01, 4.171E-01, 3.840E-01, 2.300E-01, 7.245E-01, 2.263E+00,-6.085E-02,-4.018E-02, 5.252E-02, 9.526E-04,-2.386E-01, 4.067E-01, 3.738E-01, 1.483E-01,-6.470E-01,-1.988E+00, 6.050E-02, 2.786E-02,-1.537E-03, 1.828E-01,-8.708E-02
 2.700E+02, 8.189E+02, 8.443E+02, 8.240E+02, 5.030E+02, 1.020E+02, 6.648E+01, 6.614E+02, 6.454E+02, 6.551E+02, 6.534E+02, 4.253E+02, 8.478E+01, 9.659E+02, 1.023E+03, 8.546E+02, 9.290E+02, 9.076E+02, 1.009E+03, 6.277E+01, 2.687E+01, 2.040E+01, 4.903E+01,-1.053E-01, 2.054E-02, 6.285E-02,-1.272E-01,-3.439E-01, 4.397E-01, 4.093E-01, 2.137E-01, 7.901E-01, 2.262E+00,-4.894E-02, 1.872E-02, 2.314E-02,-5.211E-02,-2.232E-01, 4.286E-01, 4.014E-01, 1.372E-01,-6.657E-01,-1.986E+00, 5.228E-02, 4.203E-02,-4.276E-02, 1.961E-01,-4.711E-02
 2.800E+02, 8.120E+02, 8.861E+02, 8.359E+02, 4.346E+02, 1.053E+02, 6.811E+01, 6.680E+02, 6.566E+02, 6.587E+02, 6.212E+02, 4.413E+02, 8.650E+01, 9.820E+02, 1.036E+03, 8.763E+02, 9.475E+02, 9.786E+02, 1.058E+03, 6.592E+01, 2.654E+01, 2.043E+01, 4.737E+01,-9.016E-02,-5.659E-02, 1.141E-01,-2.076E-01,-2.900E-01, 4.420E-01, 4.198E-01, 2.481E-01, 7.322E-01, 2.235E+00,-3.683E-02,-2.586E-02, 5.656E-02,-8.887E-02,-1.810E-01, 4.321E-01, 4.075E-01, 1.367E-01,-5.933E-01,-1.960E+00, 5.399E-02, 5.522E-02,-5.315E-02, 2.107E-01,-6.492E-02
 2.900E+02, 8.065E+02, 8.545E+02, 8.401E+02, 3.872E+02, 1.175E+02, 6.389E+01, 6.689E+02, 6.422E+02, 6.560E+02, 6.417E+02, 3.792E+02, 8.686E+01, 9.905E+02, 1.034E+03, 8.815E+02, 9.536E+02, 9.486E+02, 1.040E+03, 6.221E+01, 2.725E+01, 2.060E+01, 4.603E+01, 7.456E-02, 9.740E-02,-6.035E-02, 8.572E-02,-3.945E-01, 4.418E-01, 3.971E-01, 2.088E-01, 6.938E-01, 2.252E+00, 6.353E-02, 6.198E-02,-4.352E-02, 6.836E-02,-2.731E-01, 4.337E-01, 3.873E-01, 1.243E-01,-6.139E-01,-1.975E+00, 7.396E-02, 4.201E-02,-5.492E-02, 1.968E-01,-1.690E-02
 3.000E+02, 8.342E+02, 8.758E+02, 7.867E+02, 2.512E+02, 8.478E+01, 6.897E+01, 6.675E+02, 6.419E+02, 6.508E+02, 6.244E+02, 3.447E+02, 8.535E+01, 9.865E+02, 1.057E+03, 8.869E+02, 9.540E+02, 9.623E+02, 1.123E+03, 6.551E+01, 2.672E+01, 2.042E+01, 4.338E+01,-1.116E-01,-1.776E-02, 6.100E-02, 7.895E-02,-3.294E-01, 4.369E-01, 4.073E-01, 2.377E-01, 6.690E-01, 2.283E+00,-5.282E-02,-1.049E-03, 3.007E-02, 7.763E-02,-2.110E-01, 4.314E-01, 4.005E-01, 2.088E-01,-5.911E-01,-2.000E+00, 4.904E-02, 3.955E-02,-2.609E-02, 1.834E-01,-1.035E-01
 3.100E+02, 8.171E+02, 8.564E+02, 8.192E+02, 2.788E+02, 8.798E+01, 6.905E+01, 6.838E+02, 6.453E+02, 6.459E+02, 6.154E+02, 4.306E+02, 8.524E+01, 1.029E+03, 1.071E+03, 9.108E+02, 9.725E+02, 9.909E+02, 1.082E+03, 6.645E+01, 2.588E+01, 2.027E+01, 4.579E+01,-8.376E-02,-5.000E-02, 1.338E-01,-1.327E-01,-2.749E-01, 4.331E-01, 3.854E-01, 2.530E-01, 7.730E-01, 2.204E+00,-3.802E-02,-2.574E-02, 7.655E-02,-5.239E-02,-1.851E-01, 4.308E-01, 3.795E-01, 2.210E-01,-6.590E-01,-1.932E+00, 4.228E-02, 6.585E-03,-3.533E-02, 1.956E-01,-1.583E-01
 3.200E+02, 8.484E+02, 8.158E+02, 7.731E+02, 2.570E+02, 8.914E+01, 6.952E+01, 6.852E+02, 6.458E+02, 6.431E+02, 6.062E+02, 4.124E+02, 8.547E+01, 1.042E+03, 1.080E+03, 9.184E+02, 9.816E+02, 9.849E+02, 1.126E+03, 6.975E+01, 2.687E+01, 2.039E+01, 4.347E+01,-5.657E-02, 2.234E-02, 5.736E-02,-3.124E-01,-2.465E-01, 4.511E-01, 4.058E-01, 2.355E-01, 7.956E-01, 2.236E+00,-1.330E-02, 1.948E-02, 2.549E-02,-1.525E-01,-1.501E-01, 4.437E-01, 3.981E-01, 1.218E-01,-6.213E-01,-1.952E+00, 3.278E-02, 4.172E-02, 5.874E-03, 2.266E-01,-1.343E-01
