s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_WOOD,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-4.834E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.834E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.755E+01, 0.000E+00,-1.744E+01,-1.024E+01,-4.909E+00, 1.451E-01, 0.000E+00, 0.000E+00, 5.015E+00, 5.099E+00, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 3.979E+01, 0.000E+00,-1.967E+01,-1.482E+01,-5.292E+00, 1.526E-01, 0.000E+00, 0.000E+00, 9.961E-02, 1.679E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 3.951E+01, 0.000E+00,-1.977E+01,-1.459E+01,-5.075E+00, 1.493E-01, 0.000E+00, 0.000E+00, 1.914E-01, 2.358E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.854E-07, 0.000E+00
 4.000E+01, 3.973E+01, 0.000E+00,-1.991E+01,-1.507E+01,-4.972E+00, 1.452E-01, 0.000E+00, 0.000E+00,-1.320E-01,-7.295E-02, 0.000E+00, 8.610E-04, 0.000E+00, 8.882E-06, 0.000E+00
 5.000E+01, 4.126E+01, 0.000E+00,-2.106E+01,-1.521E+01,-4.888E+00, 1.474E-01, 0.000E+00, 0.000E+00, 1.926E-01, 2.485E-01, 0.000E+00, 8.610E-04, 0.000E+00, 6.316E-05, 0.000E+00
 6.000E+01, 4.352E+01, 0.000E+00,-2.274E+01,-1.598E+01,-4.759E+00, 1.459E-01, 0.000E+00, 0.000E+00, 1.194E-01, 1.856E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.092E-04, 0.000E+00
 7.000E+01, 4.859E+01, 0.000E+00,-2.582E+01,-1.837E+01,-4.582E+00, 1.488E-01, 0.000E+00, 0.000E+00,-1.290E-01,-2.723E-02, 0.000E+00, 8.610E-04, 0.000E+00, 4.766E-04, 0.000E+00
 8.000E+01, 5.489E+01, 0.000E+00,-2.961E+01,-2.052E+01,-4.452E+00, 1.476E-01, 0.000E+00, 0.000E+00, 3.455E-01, 4.532E-01, 0.000E+00, 8.610E-04, 0.000E+00, 7.937E-04, 0.000E+00
 9.000E+01, 6.163E+01, 0.000E+00,-3.286E+01,-2.423E+01,-3.968E+00, 1.458E-01, 0.000E+00, 0.000E+00, 5.750E-01, 7.191E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.147E-03, 0.000E+00
 1.000E+02, 6.609E+01, 0.000E+00,-3.497E+01,-2.722E+01,-3.761E+00, 1.408E-01, 0.000E+00, 0.000E+00, 9.810E-02, 2.781E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.418E-03, 0.000E+00
 1.100E+02, 7.125E+01, 0.000E+00,-3.665E+01,-3.092E+01,-3.531E+00, 1.326E-01, 0.000E+00, 0.000E+00, 8.277E-02, 2.802E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.613E-03, 0.000E+00
 1.200E+02, 7.553E+01, 0.000E+00,-3.802E+01,-3.389E+01,-3.372E+00, 1.290E-01, 0.000E+00, 0.000E+00, 1.577E-01, 3.719E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.750E-03, 0.000E+00
 1.300E+02, 7.695E+01, 0.000E+00,-3.882E+01,-3.434E+01,-3.308E+00, 1.226E-01, 0.000E+00, 0.000E+00, 3.643E-01, 6.029E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.859E-03, 0.000E+00
 1.400E+02, 8.014E+01, 0.000E+00,-4.006E+01,-3.656E+01,-3.228E+00, 1.184E-01, 0.000E+00, 0.000E+00, 1.629E-01, 4.086E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.005E-03, 0.000E+00
 1.500E+02, 8.130E+01, 0.000E+00,-4.073E+01,-3.749E+01,-3.106E+00, 1.093E-01, 0.000E+00, 0.000E+00,-1.693E-01, 7.919E-02, 0.000E+00, 8.610E-04, 0.000E+00, 2.062E-03, 0.000E+00
 1.600E+02, 8.360E+01, 0.000E+00,-4.176E+01,-3.876E+01,-2.917E+00, 1.034E-01, 0.000E+00, 0.000E+00,-4.873E-02, 2.653E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.172E-03, 0.000E+00
 1.700E+02, 8.579E+01, 0.000E+00,-4.219E+01,-4.038E+01,-2.890E+00, 9.779E-02, 0.000E+00, 0.000E+00, 1.108E-01, 4.195E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.220E-03, 0.000E+00
 1.800E+02, 8.747E+01, 0.000E+00,-4.379E+01,-4.027E+01,-2.829E+00, 8.637E-02, 0.000E+00, 0.000E+00, 3.777E-01, 6.641E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.357E-03, 0.000E+00
 1.900E+02, 9.294E+01, 0.000E+00,-4.546E+01,-4.458E+01,-2.838E+00, 9.239E-02, 0.000E+00, 0.000E+00,-1.450E-01, 1.525E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.558E-03, 0.000E+00
 2.000E+02, 9.618E+01, 0.000E+00,-4.676E+01,-4.599E+01,-2.736E+00, 8.289E-02, 0.000E+00, 0.000E+00, 4.618E-01, 7.834E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.742E-03, 0.000E+00
 2.100E+02, 1.011E+02, 0.000E+00,-4.878E+01,-4.936E+01,-2.600E+00, 7.572E-02, 0.000E+00, 0.000E+00, 1.103E-01, 4.733E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.949E-03, 0.000E+00
 2.200E+02, 1.061E+02, 0.000E+00,-5.075E+01,-5.212E+01,-2.605E+00, 7.495E-02, 0.000E+00, 0.000E+00, 2.873E-01, 6.962E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.177E-03, 0.000E+00
 2.300E+02, 1.083E+02, 0.000E+00,-5.150E+01,-5.398E+01,-2.384E+00, 5.525E-02, 0.000E+00, 0.000E+00, 1.780E-02, 4.606E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.303E-03, 0.000E+00
 2.400E+02, 1.117E+02, 0.000E+00,-5.313E+01,-5.550E+01,-2.395E+00, 5.257E-02, 0.000E+00, 0.000E+00, 3.051E-01, 7.495E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.491E-03, 0.000E+00
 2.500E+02, 1.158E+02, 0.000E+00,-5.482E+01,-5.816E+01,-2.281E+00, 3.698E-02, 0.000E+00, 0.000E+00, 1.208E-01, 5.969E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.580E-03, 0.000E+00
 2.600E+02, 1.155E+02, 0.000E+00,-5.466E+01,-5.796E+01,-2.203E+00, 4.061E-02, 0.000E+00, 0.000E+00, 2.487E-01, 7.083E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.573E-03, 0.000E+00
 2.700E+02, 1.153E+02, 0.000E+00,-5.452E+01,-5.876E+01,-2.185E+00, 5.093E-02, 0.000E+00, 0.000E+00,-5.410E-01,-7.917E-02, 0.000E+00, 8.610E-04, 0.000E+00, 3.547E-03, 0.000E+00
 2.800E+02, 1.102E+02, 0.000E+00,-5.233E+01,-5.559E+01,-2.137E+00, 5.419E-02, 0.000E+00, 0.000E+00,-2.284E-01, 1.885E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.376E-03, 0.000E+00
 2.900E+02, 1.057E+02, 0.000E+00,-5.074E+01,-5.215E+01,-2.039E+00, 4.089E-02, 0.000E+00, 0.000E+00, 4.566E-01, 7.852E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.092E-03, 0.000E+00
