s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 3.300E+02, 8.377E+02, 7.694E+02, 7.664E+02, 7.856E+02, 7.549E+02, 9.287E+01, 7.146E+02, 6.810E+02, 6.789E+02, 6.942E+02, 7.382E+02, 3.923E+02, 9.929E+02, 9.982E+02, 9.072E+02, 9.105E+02, 9.668E+02, 1.001E+03, 8.437E+01, 4.007E+01, 3.271E+01, 5.377E+01, 4.914E-02, 5.398E-02, 3.848E-02,-3.660E-01,-4.971E-01, 5.348E-01, 5.588E-01, 3.169E-01, 1.245E+00, 2.514E+00, 6.964E-02, 4.746E-02,-4.692E-03,-1.337E-01,-3.644E-01, 5.187E-01, 5.225E-01, 1.793E-01,-9.024E-01,-2.178E+00, 1.099E-01, 1.978E-01, 1.031E-02, 5.153E-01, 3.469E-01
 3.400E+02, 8.576E+02, 7.968E+02, 7.959E+02, 8.229E+02, 7.429E+02, 9.024E+01, 7.224E+02, 6.838E+02, 6.818E+02, 6.928E+02, 7.489E+02, 5.035E+02, 1.005E+03, 9.923E+02, 9.227E+02, 9.228E+02, 9.330E+02, 9.425E+02, 8.429E+01, 4.128E+01, 3.349E+01, 5.554E+01, 1.356E-01, 5.722E-02, 7.959E-03,-5.644E-01,-3.644E-01, 5.458E-01, 5.227E-01, 2.623E-01, 1.308E+00, 2.516E+00, 1.159E-01, 4.102E-02,-9.850E-03,-2.637E-01,-2.742E-01, 5.240E-01, 5.045E-01, 2.123E-02,-8.014E-01,-2.207E+00, 1.044E-01, 1.433E-01, 3.781E-02, 6.296E-01, 3.072E-01
 3.500E+02, 8.290E+02, 7.611E+02, 7.592E+02, 7.850E+02, 8.461E+02, 9.308E+01, 7.300E+02, 7.116E+02, 7.078E+02, 7.066E+02, 7.196E+02, 6.373E+02, 9.864E+02, 9.814E+02, 9.299E+02, 9.278E+02, 9.716E+02, 1.027E+03, 8.896E+01, 4.202E+01, 3.430E+01, 5.597E+01, 2.720E-01, 1.332E-01, 3.312E-02,-8.172E-01,-3.146E-01, 5.590E-01, 4.949E-01, 3.274E-01, 1.414E+00, 2.530E+00, 1.781E-01, 8.905E-02, 1.840E-02,-4.038E-01,-2.291E-01, 5.431E-01, 4.845E-01,-9.693E-02,-8.075E-01,-2.164E+00, 2.115E-02,-1.912E-02, 5.224E-02, 7.411E-01, 3.660E-01
 3.600E+02, 8.249E+02, 7.718E+02, 7.676E+02, 7.658E+02, 7.884E+02, 9.376E+01, 7.423E+02, 7.073E+02, 6.997E+02, 6.982E+02, 7.168E+02, 7.124E+02, 9.968E+02, 9.594E+02, 9.617E+02, 9.235E+02, 9.756E+02, 1.053E+03, 9.490E+01, 4.268E+01, 3.535E+01, 5.661E+01, 2.028E-01, 1.225E-01, 5.567E-02,-6.175E-01,-2.346E-01, 5.695E-01, 5.080E-01, 2.628E-01, 1.332E+00, 2.581E+00, 1.478E-01, 8.349E-02, 2.823E-02,-2.943E-01,-1.939E-01, 5.594E-01, 5.016E-01,-3.742E-02,-8.174E-01,-2.242E+00, 4.949E-02, 5.671E-03, 6.045E-02, 6.374E-01, 2.312E-01
 3.700E+02, 8.524E+02, 7.846E+02, 7.803E+02, 7.978E+02, 8.771E+02, 9.834E+01, 7.460E+02, 7.072E+02, 7.004E+02, 6.898E+02, 7.029E+02, 7.179E+02, 1.013E+03, 9.841E+02, 9.575E+02, 9.309E+02, 9.414E+02, 9.773E+02, 9.385E+01, 4.343E+01, 3.602E+01, 5.882E+01, 1.744E-01, 5.754E-02, 4.837E-02,-7.361E-01,-2.687E-01, 5.875E-01, 5.163E-01, 3.234E-01, 1.372E+00, 2.583E+00, 1.351E-01, 3.980E-02, 2.045E-02,-3.529E-01,-2.177E-01, 5.674E-01, 5.065E-01,-6.217E-02,-7.373E-01,-2.230E+00, 9.392E-02, 6.433E-02, 8.527E-02, 8.329E-01, 2.790E-01
 3.800E+02, 8.410E+02, 7.754E+02, 7.733E+02, 7.961E+02, 8.580E+02, 9.990E+01, 7.391E+02, 7.175E+02, 7.144E+02, 7.101E+02, 7.233E+02, 7.499E+02, 9.887E+02, 9.909E+02, 9.716E+02, 9.480E+02, 9.312E+02, 9.831E+02, 9.550E+01, 4.384E+01, 3.649E+01, 5.962E+01, 1.697E-01, 1.029E-01, 4.471E-02,-9.434E-01,-2.738E-01, 5.835E-01, 5.418E-01, 3.507E-01, 1.422E+00, 2.549E+00, 1.385E-01, 6.771E-02, 3.584E-02,-5.119E-01,-2.084E-01, 5.671E-01, 5.197E-01, 8.857E-02,-6.989E-01,-2.205E+00, 1.094E-01, 1.222E-01, 1.137E-01, 7.898E-01, 2.955E-01
 3.900E+02, 8.410E+02, 7.835E+02, 7.773E+02, 7.870E+02, 8.350E+02, 1.081E+02, 7.451E+02, 7.283E+02, 7.187E+02, 7.083E+02, 7.064E+02, 7.490E+02, 1.007E+03, 9.864E+02, 9.924E+02, 9.615E+02, 9.382E+02, 9.453E+02, 9.791E+01, 4.403E+01, 3.745E+01, 6.032E+01, 2.027E-01, 4.871E-02, 2.534E-03,-1.083E+00,-1.862E-01, 5.974E-01, 5.136E-01, 3.444E-01, 1.556E+00, 2.590E+00, 1.466E-01, 3.307E-02, 1.779E-02,-6.436E-01,-1.630E-01, 5.782E-01, 5.091E-01, 6.617E-03,-7.290E-01,-2.234E+00, 8.898E-02, 2.191E-02, 1.746E-01, 9.658E-01, 3.053E-01
 4.000E+02, 8.376E+02, 7.820E+02, 7.770E+02, 7.765E+02, 8.616E+02, 1.046E+02, 7.487E+02, 7.319E+02, 7.301E+02, 7.182E+02, 7.148E+02, 7.156E+02, 1.002E+03, 1.006E+03, 9.999E+02, 9.676E+02, 9.558E+02, 9.826E+02, 9.762E+01, 4.467E+01, 3.780E+01, 6.219E+01, 2.692E-01, 5.675E-02,-4.304E-02,-1.059E+00,-2.464E-01, 5.922E-01, 5.299E-01, 3.236E-01, 1.544E+00, 2.644E+00, 1.826E-01, 4.890E-02,-1.958E-02,-6.228E-01,-1.908E-01, 5.757E-01, 5.292E-01, 3.552E-02,-6.852E-01,-2.313E+00, 4.228E-02,-8.043E-04, 1.152E-01, 8.896E-01, 1.766E-01
 4.100E+02, 8.960E+02, 8.051E+02, 7.984E+02, 8.203E+02, 8.638E+02, 1.057E+02, 7.503E+02, 7.334E+02, 7.292E+02, 7.180E+02, 7.285E+02, 7.351E+02, 1.011E+03, 1.026E+03, 1.009E+03, 9.747E+02, 9.429E+02, 1.014E+03, 1.022E+02, 4.377E+01, 3.844E+01, 6.236E+01,-1.162E-01,-4.840E-02, 2.312E-01,-1.055E+00,-2.342E-01, 5.999E-01, 5.328E-01, 3.980E-01, 1.551E+00, 2.571E+00,-4.779E-02,-2.173E-02, 1.425E-01,-6.143E-01,-1.925E-01, 5.948E-01, 5.161E-01, 1.598E-02,-6.414E-01,-2.226E+00, 6.741E-02, 3.575E-02, 1.245E-01, 1.038E+00, 3.596E-01
 4.200E+02, 9.099E+02, 8.135E+02, 8.135E+02, 8.614E+02, 8.062E+02, 1.156E+02, 7.604E+02, 7.354E+02, 7.272E+02, 7.109E+02, 7.192E+02, 7.810E+02, 1.016E+03, 1.029E+03, 1.017E+03, 9.817E+02, 9.778E+02, 1.002E+03, 1.001E+02, 4.383E+01, 3.863E+01, 6.185E+01, 9.711E-02, 3.963E-02, 1.625E-01,-1.405E+00,-3.031E-01, 5.965E-01, 5.393E-01, 3.524E-01, 1.704E+00, 2.533E+00, 8.633E-02, 3.140E-02, 1.313E-01,-8.799E-01,-2.715E-01, 5.860E-01, 5.327E-01, 1.679E-01,-6.204E-01,-2.213E+00, 5.970E-02, 7.673E-02, 1.255E-01, 1.134E+00, 4.520E-01
 4.300E+02, 8.556E+02, 7.972E+02, 7.889E+02, 8.055E+02, 8.587E+02, 1.094E+02, 7.616E+02, 7.522E+02, 7.454E+02, 7.283E+02, 7.170E+02, 7.679E+02, 1.020E+03, 1.021E+03, 1.016E+03, 9.882E+02, 9.037E+02, 9.908E+02, 1.015E+02, 4.538E+01, 3.899E+01, 6.265E+01, 2.162E-01, 1.215E-01,-2.878E-02,-1.223E+00,-1.583E-01, 5.868E-01, 5.236E-01, 3.608E-01, 1.579E+00, 2.660E+00, 1.527E-01, 8.270E-02,-6.026E-05,-7.087E-01,-1.469E-01, 5.764E-01, 5.148E-01, 3.992E-02,-6.903E-01,-2.321E+00, 4.782E-02,-8.552E-03, 1.353E-01, 9.360E-01, 2.153E-01
 4.400E+02, 9.156E+02, 8.216E+02, 8.221E+02, 8.649E+02, 8.052E+02, 1.113E+02, 7.728E+02, 7.465E+02, 7.388E+02, 7.232E+02, 7.204E+02, 7.393E+02, 1.047E+03, 1.036E+03, 1.040E+03, 1.002E+03, 9.458E+02, 1.025E+03, 1.031E+02, 4.522E+01, 3.983E+01, 6.197E+01,-1.445E-01,-2.387E-02, 1.102E-01,-1.211E+00,-3.256E-01, 5.995E-01, 5.345E-01, 4.090E-01, 1.645E+00, 2.544E+00,-6.027E-02,-3.224E-03, 5.546E-02,-7.270E-01,-2.838E-01, 5.921E-01, 5.275E-01, 4.593E-02,-6.138E-01,-2.179E+00, 5.909E-02, 3.930E-02, 1.767E-01, 1.135E+00, 4.137E-01
 4.500E+02, 9.007E+02, 8.278E+02, 8.279E+02, 8.640E+02, 7.893E+02, 1.185E+02, 7.733E+02, 7.502E+02, 7.411E+02, 7.291E+02, 7.370E+02, 7.475E+02, 1.025E+03, 1.050E+03, 1.026E+03, 1.004E+03, 9.826E+02, 1.023E+03, 1.037E+02, 4.432E+01, 4.017E+01, 6.383E+01, 4.988E-02, 8.416E-03, 8.732E-03,-1.238E+00,-1.602E-01, 5.854E-01, 5.482E-01, 3.593E-01, 1.564E+00, 2.555E+00, 6.006E-02, 1.979E-02, 1.173E-02,-7.584E-01,-1.534E-01, 5.789E-01, 5.308E-01, 1.376E-01,-5.554E-01,-2.251E+00, 5.468E-02, 9.347E-02, 1.426E-01, 1.085E+00, 4.002E-01
 4.600E+02, 8.576E+02, 8.006E+02, 7.988E+02, 8.359E+02, 7.767E+02, 1.108E+02, 7.778E+02, 7.574E+02, 7.501E+02, 7.375E+02, 7.245E+02, 7.611E+02, 1.031E+03, 1.058E+03, 1.038E+03, 1.014E+03, 9.058E+02, 9.695E+02, 1.052E+02, 4.631E+01, 3.956E+01, 6.146E+01, 2.339E-01, 1.109E-01,-1.410E-02,-1.176E+00,-1.513E-01, 6.029E-01, 5.385E-01, 3.583E-01, 1.504E+00, 2.654E+00, 1.679E-01, 7.677E-02, 2.758E-03,-7.472E-01,-1.240E-01, 5.899E-01, 5.224E-01, 1.643E-01,-5.569E-01,-2.306E+00, 4.377E-02, 2.717E-02, 1.419E-01, 9.321E-01, 1.513E-01
 4.700E+02, 8.925E+02, 8.269E+02, 8.337E+02, 8.474E+02, 7.527E+02, 1.137E+02, 7.810E+02, 7.480E+02, 7.420E+02, 7.319E+02, 7.269E+02, 7.380E+02, 1.034E+03, 1.058E+03, 1.061E+03, 1.022E+03, 9.412E+02, 1.000E+03, 1.056E+02, 4.601E+01, 3.979E+01, 6.237E+01, 1.617E-01, 1.872E-02,-1.215E-01,-1.379E+00,-1.532E-01, 5.980E-01, 5.528E-01, 3.482E-01, 1.626E+00, 2.628E+00, 1.274E-01, 2.127E-02,-5.520E-02,-8.672E-01,-1.378E-01, 5.873E-01, 5.378E-01, 1.852E-01,-5.397E-01,-2.297E+00, 7.963E-02, 9.388E-02, 1.018E-01, 1.050E+00, 2.562E-01
 4.800E+02, 8.838E+02, 8.326E+02, 8.324E+02, 8.653E+02, 7.694E+02, 1.095E+02, 7.819E+02, 7.642E+02, 7.552E+02, 7.416E+02, 7.362E+02, 7.517E+02, 1.042E+03, 1.072E+03, 1.069E+03, 1.033E+03, 9.326E+02, 1.045E+03, 1.062E+02, 4.608E+01, 3.999E+01, 6.281E+01, 1.855E-01, 8.203E-02, 7.253E-03,-1.334E+00,-1.787E-01, 6.079E-01, 5.248E-01, 3.684E-01, 1.661E+00, 2.590E+00, 1.359E-01, 6.031E-02, 2.169E-02,-8.293E-01,-1.555E-01, 5.972E-01, 5.194E-01, 5.508E-02,-6.047E-01,-2.260E+00, 6.921E-02, 4.350E-02, 1.397E-01, 1.049E+00, 3.053E-01
 4.900E+02, 8.544E+02, 8.157E+02, 8.281E+02, 8.912E+02, 6.828E+02, 1.077E+02, 7.930E+02, 7.639E+02, 7.572E+02, 7.392E+02, 7.237E+02, 7.184E+02, 1.062E+03, 1.093E+03, 1.087E+03, 1.043E+03, 9.310E+02, 1.004E+03, 1.060E+02, 4.714E+01, 3.968E+01, 6.320E+01, 2.956E-01, 1.102E-01,-7.424E-02,-1.319E+00,-5.584E-02, 6.091E-01, 5.157E-01, 4.292E-01, 1.586E+00, 2.620E+00, 1.850E-01, 7.659E-02,-2.565E-02,-8.088E-01,-9.156E-02, 5.916E-01, 5.078E-01, 2.914E-02,-5.147E-01,-2.291E+00, 2.930E-02,-7.085E-02, 1.726E-01, 9.998E-01, 3.475E-01
 5.000E+02, 8.986E+02, 8.253E+02, 8.234E+02, 8.874E+02, 7.519E+02, 1.126E+02, 7.945E+02, 7.649E+02, 7.576E+02, 7.442E+02, 7.333E+02, 7.333E+02, 1.073E+03, 1.084E+03, 1.087E+03, 1.048E+03, 9.314E+02, 1.030E+03, 1.076E+02, 4.652E+01, 4.059E+01, 6.244E+01,-1.162E-02, 3.882E-02, 8.490E-02,-1.012E+00,-1.317E-01, 6.177E-01, 5.582E-01, 4.152E-01, 1.528E+00, 2.595E+00, 2.543E-02, 3.187E-02, 6.417E-02,-6.256E-01,-1.098E-01, 6.088E-01, 5.433E-01, 1.019E-01,-5.963E-01,-2.281E+00, 1.043E-01, 9.851E-02, 1.970E-01, 1.011E+00, 2.678E-01
 5.100E+02, 9.505E+02, 8.702E+02, 8.858E+02, 9.854E+02, 5.522E+02, 1.183E+02, 8.047E+02, 7.782E+02, 7.701E+02, 7.544E+02, 7.429E+02, 7.427E+02, 1.068E+03, 1.097E+03, 1.081E+03, 1.042E+03, 9.647E+02, 1.052E+03, 1.067E+02, 4.623E+01, 4.101E+01, 6.341E+01, 7.545E-02, 8.823E-02, 1.959E-02,-1.269E+00,-1.628E-01, 6.123E-01, 5.519E-01, 3.990E-01, 1.559E+00, 2.590E+00, 7.691E-02, 6.217E-02, 3.147E-02,-7.969E-01,-1.735E-01, 6.020E-01, 5.417E-01, 1.679E-01,-4.408E-01,-2.266E+00, 8.407E-02, 6.788E-02, 1.387E-01, 1.077E+00, 4.626E-01
 5.200E+02, 8.711E+02, 8.187E+02, 8.323E+02, 9.169E+02, 6.280E+02, 1.140E+02, 8.175E+02, 7.773E+02, 7.710E+02, 7.551E+02, 7.518E+02, 7.553E+02, 1.059E+03, 1.109E+03, 1.101E+03, 1.048E+03, 9.782E+02, 1.045E+03, 1.081E+02, 4.747E+01, 4.052E+01, 6.114E+01, 1.830E-01, 1.168E-01,-3.032E-02,-1.242E+00,-1.474E-01, 6.123E-01, 5.431E-01, 4.014E-01, 1.548E+00, 2.584E+00, 1.327E-01, 8.081E-02, 2.008E-03,-7.873E-01,-1.517E-01, 6.022E-01, 5.336E-01, 1.288E-01,-5.368E-01,-2.273E+00, 4.404E-02, 3.628E-02, 1.768E-01, 1.010E+00, 3.254E-01
 5.300E+02, 9.038E+02, 8.249E+02, 8.313E+02, 9.295E+02, 6.081E+02, 1.171E+02, 8.136E+02, 7.813E+02, 7.730E+02, 7.554E+02, 7.416E+02, 7.476E+02, 1.076E+03, 1.100E+03, 1.098E+03, 1.051E+03, 9.433E+02, 1.084E+03, 1.094E+02, 4.690E+01, 4.101E+01, 6.321E+01, 1.782E-01, 5.799E-02,-7.207E-02,-1.084E+00,-8.328E-02, 6.088E-01, 5.592E-01, 3.769E-01, 1.539E+00, 2.577E+00, 1.413E-01, 4.009E-02,-1.570E-02,-6.809E-01,-1.012E-01, 5.956E-01, 5.429E-01, 1.512E-01,-5.910E-01,-2.271E+00, 8.849E-02, 1.030E-01, 1.506E-01, 1.060E+00, 3.331E-01
 5.400E+02, 8.793E+02, 8.495E+02, 8.888E+02, 8.901E+02, 4.543E+02, 1.125E+02, 8.211E+02, 7.882E+02, 7.807E+02, 7.624E+02, 7.506E+02, 7.241E+02, 1.076E+03, 1.110E+03, 1.117E+03, 1.073E+03, 9.252E+02, 1.043E+03, 1.082E+02, 4.796E+01, 4.089E+01, 6.136E+01, 1.838E-01, 7.578E-02, 3.168E-02,-1.266E+00,-1.510E-01, 6.153E-01, 5.671E-01, 3.972E-01, 1.605E+00, 2.622E+00, 1.359E-01, 5.706E-02, 1.034E-02,-7.392E-01,-1.476E-01, 6.027E-01, 5.519E-01, 8.063E-02,-5.489E-01,-2.295E+00, 5.944E-02, 6.551E-02, 1.578E-01, 1.097E+00, 2.851E-01
 5.500E+02, 8.862E+02, 8.409E+02, 8.734E+02, 9.661E+02, 4.359E+02, 1.150E+02, 8.258E+02, 7.825E+02, 7.758E+02, 7.636E+02, 7.524E+02, 7.444E+02, 1.111E+03, 1.119E+03, 1.143E+03, 1.093E+03, 9.086E+02, 9.990E+02, 1.086E+02, 4.905E+01, 4.149E+01, 6.158E+01, 2.028E-01, 1.331E-01,-5.068E-02,-1.165E+00,-3.024E-02, 6.237E-01, 5.565E-01, 3.758E-01, 1.515E+00, 2.628E+00, 1.535E-01, 9.437E-02,-1.258E-02,-7.361E-01,-7.057E-02, 6.038E-01, 5.410E-01, 1.007E-01,-5.127E-01,-2.316E+00, 8.482E-02, 6.944E-02, 2.018E-01, 9.820E-01, 2.899E-01
 5.600E+02, 9.291E+02, 8.655E+02, 8.825E+02, 9.639E+02, 5.775E+02, 1.234E+02, 8.314E+02, 7.810E+02, 7.720E+02, 7.553E+02, 7.419E+02, 7.157E+02, 1.121E+03, 1.111E+03, 1.146E+03, 1.086E+03, 9.452E+02, 1.055E+03, 1.088E+02, 4.852E+01, 4.204E+01, 6.195E+01, 4.912E-02, 3.101E-02, 1.146E-01,-1.230E+00,-1.734E-01, 5.982E-01, 5.486E-01, 4.158E-01, 1.536E+00, 2.626E+00, 5.116E-02, 3.727E-02, 9.711E-02,-7.731E-01,-1.608E-01, 5.902E-01, 5.381E-01, 1.042E-01,-5.168E-01,-2.313E+00, 4.449E-02, 5.515E-02, 1.873E-01, 1.015E+00, 2.913E-01
 5.700E+02, 9.639E+02, 8.756E+02, 9.023E+02, 8.945E+02, 4.814E+02, 1.248E+02, 8.297E+02, 7.949E+02, 7.875E+02, 7.669E+02, 7.473E+02, 7.326E+02, 1.124E+03, 1.131E+03, 1.136E+03, 1.094E+03, 9.784E+02, 1.055E+03, 1.090E+02, 4.802E+01, 4.240E+01, 6.273E+01,-4.458E-02, 1.407E-02, 4.217E-02,-1.065E+00,-2.286E-01, 6.177E-01, 5.424E-01, 3.897E-01, 1.559E+00, 2.599E+00, 6.470E-03, 1.394E-02, 2.596E-02,-6.437E-01,-2.072E-01, 6.108E-01, 5.354E-01, 9.189E-02,-5.682E-01,-2.289E+00, 7.675E-02, 6.613E-02, 1.808E-01, 1.054E+00, 2.029E-01
 5.800E+02, 9.848E+02, 8.777E+02, 8.853E+02, 9.756E+02, 5.069E+02, 1.242E+02, 8.322E+02, 7.954E+02, 7.870E+02, 7.691E+02, 7.507E+02, 7.273E+02, 1.175E+03, 1.125E+03, 1.141E+03, 1.100E+03, 9.016E+02, 1.019E+03, 1.081E+02, 4.941E+01, 4.320E+01, 6.258E+01,-8.843E-02,-2.407E-02, 9.708E-02,-1.219E+00,-2.253E-01, 6.105E-01, 5.563E-01, 4.038E-01, 1.531E+00, 2.694E+00,-3.026E-02, 4.260E-03, 7.605E-02,-7.475E-01,-2.033E-01, 6.016E-01, 5.485E-01, 1.868E-01,-5.327E-01,-2.391E+00, 4.686E-02, 5.220E-02, 1.358E-01, 1.090E+00, 2.082E-01
 5.900E+02, 1.012E+03, 9.061E+02, 9.262E+02, 9.663E+02, 4.885E+02, 1.250E+02, 8.368E+02, 7.996E+02, 7.906E+02, 7.736E+02, 7.543E+02, 7.278E+02, 1.135E+03, 1.141E+03, 1.130E+03, 1.111E+03, 9.568E+02, 1.067E+03, 1.071E+02, 4.866E+01, 4.319E+01, 6.247E+01,-1.575E-01, 9.901E-04, 1.195E-01,-1.113E+00,-1.553E-01, 6.223E-01, 5.438E-01, 3.956E-01, 1.526E+00, 2.599E+00,-7.528E-02, 1.083E-02, 1.072E-01,-7.064E-01,-1.442E-01, 6.171E-01, 5.411E-01, 1.447E-01,-5.422E-01,-2.307E+00, 5.218E-02, 3.142E-02, 1.399E-01, 1.080E+00, 2.452E-01
 6.000E+02, 1.008E+03, 9.170E+02, 9.217E+02, 9.409E+02, 4.820E+02, 1.275E+02, 8.491E+02, 7.960E+02, 7.860E+02, 7.672E+02, 7.512E+02, 7.349E+02, 1.144E+03, 1.151E+03, 1.162E+03, 1.092E+03, 9.313E+02, 1.057E+03, 1.090E+02, 4.924E+01, 4.412E+01, 6.384E+01,-2.451E-01,-6.037E-02, 2.439E-01,-1.146E+00,-2.326E-01, 6.057E-01, 5.215E-01, 4.151E-01, 1.541E+00, 2.676E+00,-1.362E-01,-2.251E-02, 1.688E-01,-7.112E-01,-2.037E-01, 5.976E-01, 5.189E-01, 1.348E-02,-5.858E-01,-2.375E+00, 3.058E-02,-5.034E-02, 1.182E-01, 1.113E+00, 1.755E-01
 6.100E+02, 9.962E+02, 7.452E+02, 6.169E+02, 3.568E+02, 2.245E+02, 1.197E+02, 8.901E+02, 7.556E+02, 7.339E+02, 6.853E+02, 6.257E+02, 2.956E+02, 1.214E+03, 1.079E+03, 1.290E+03, 1.122E+03, 5.980E+02, 8.310E+02, 7.508E+01, 4.026E+01, 3.557E+01, 3.752E+01,-1.122E-01,-5.177E-02, 1.609E-01,-4.717E-01,-2.970E-01, 5.998E-01, 5.643E-01, 3.423E-01, 1.001E+00, 2.594E+00,-4.157E-02,-1.877E-02, 7.130E-02,-2.278E-01,-2.211E-01, 5.910E-01, 5.449E-01, 1.554E-01,-6.563E-01,-2.322E+00, 7.252E-02, 6.783E-02, 2.583E-02, 5.306E-01, 7.651E-02
 6.200E+02, 1.011E+03, 3.212E+02, 2.001E+02, 1.516E+02, 1.368E+02, 1.081E+02, 8.450E+02, 6.776E+02, 6.494E+02, 5.807E+02, 3.910E+02, 1.423E+02, 1.013E+03, 8.981E+02, 1.160E+03, 9.577E+02, 3.925E+02, 5.523E+02, 4.784E+01, 2.884E+01, 2.692E+01, 2.587E+01,-1.072E-01, 2.874E-02, 9.286E-02,-9.048E-02,-3.645E-01, 5.867E-01, 5.576E-01, 3.459E-01, 7.562E-01, 2.416E+00,-3.273E-02, 2.325E-02, 3.895E-02,-1.895E-02,-2.711E-01, 5.691E-01, 5.407E-01, 3.036E-01,-6.663E-01,-2.191E+00, 1.113E-01, 1.481E-01,-3.874E-04, 2.397E-01,-2.264E-02
 6.300E+02, 9.573E+02, 2.678E+02, 1.960E+02, 1.391E+02, 1.200E+02, 1.003E+02, 7.522E+02, 5.919E+02, 5.710E+02, 5.116E+02, 3.279E+02, 1.405E+02, 9.398E+02, 7.531E+02, 9.846E+02, 8.453E+02, 3.877E+02, 5.228E+02, 4.119E+01, 2.494E+01, 2.346E+01, 2.295E+01, 1.483E-01, 5.900E-02,-7.637E-02, 9.465E-02,-3.295E-01, 5.672E-01, 5.227E-01, 3.373E-01, 7.356E-01, 2.301E+00, 1.176E-01, 4.866E-02,-4.980E-02, 8.618E-02,-2.419E-01, 5.596E-01, 5.093E-01, 2.794E-01,-6.489E-01,-2.081E+00, 4.068E-02, 6.254E-02,-1.464E-02, 2.386E-01,-4.807E-02
 6.400E+02, 8.679E+02, 2.355E+02, 1.773E+02, 1.432E+02, 1.287E+02, 1.001E+02, 7.115E+02, 5.841E+02, 5.614E+02, 4.845E+02, 2.826E+02, 1.283E+02, 8.176E+02, 7.404E+02, 8.887E+02, 7.903E+02, 3.554E+02, 4.782E+02, 3.596E+01, 2.151E+01, 2.136E+01, 2.095E+01,-8.648E-02,-8.169E-02, 9.170E-02,-1.480E-02,-3.688E-01, 5.487E-01, 5.291E-01, 3.669E-01, 7.202E-01, 2.161E+00,-2.318E-02,-4.280E-02, 4.654E-02, 3.064E-02,-2.657E-01, 5.421E-01, 5.155E-01, 3.368E-01,-6.415E-01,-1.951E+00, 8.540E-02, 1.208E-01,-2.930E-02, 1.906E-01,-1.588E-02
 6.500E+02, 8.087E+02, 1.988E+02, 1.661E+02, 1.391E+02, 1.242E+02, 9.780E+01, 6.578E+02, 5.442E+02, 5.211E+02, 4.375E+02, 2.430E+02, 1.231E+02, 7.392E+02, 6.500E+02, 8.408E+02, 7.251E+02, 3.157E+02, 4.027E+02, 3.315E+01, 2.011E+01, 1.958E+01, 1.931E+01,-1.936E-01,-7.955E-02, 1.175E-01,-6.915E-03,-4.517E-01, 5.542E-01, 5.233E-01, 3.353E-01, 7.030E-01, 2.144E+00,-9.839E-02,-4.250E-02, 6.208E-02, 2.609E-02,-3.146E-01, 5.338E-01, 5.168E-01, 2.741E-01,-6.353E-01,-1.913E+00, 6.493E-02, 5.314E-02,-9.935E-03, 2.016E-01,-6.286E-02
 6.600E+02, 7.276E+02, 2.136E+02, 1.696E+02, 1.357E+02, 1.175E+02, 9.598E+01, 6.355E+02, 5.309E+02, 5.072E+02, 4.136E+02, 2.443E+02, 1.211E+02, 7.084E+02, 6.397E+02, 7.910E+02, 6.886E+02, 3.375E+02, 4.069E+02, 3.052E+01, 1.818E+01, 1.835E+01, 1.830E+01, 6.209E-02, 8.052E-02,-1.281E-01, 9.208E-02,-4.741E-01, 5.448E-01, 5.094E-01, 3.412E-01, 7.234E-01, 2.042E+00, 6.318E-02, 5.891E-02,-7.590E-02, 9.336E-02,-3.302E-01, 5.281E-01, 4.942E-01, 3.151E-01,-6.527E-01,-1.840E+00, 7.037E-02, 8.748E-02,-3.758E-02, 1.904E-01,-3.761E-02
 6.700E+02, 6.799E+02, 1.950E+02, 1.466E+02, 1.114E+02, 9.714E+01, 8.426E+01, 5.946E+02, 4.834E+02, 4.659E+02, 3.789E+02, 2.179E+02, 1.259E+02, 7.049E+02, 5.834E+02, 7.275E+02, 6.415E+02, 3.128E+02, 4.093E+02, 2.850E+01, 1.766E+01, 1.726E+01, 1.731E+01, 1.831E-01, 3.884E-02,-1.226E-01, 3.179E-01,-3.288E-01, 5.550E-01, 5.178E-01, 3.531E-01, 6.654E-01, 2.021E+00, 1.461E-01, 3.219E-02,-7.418E-02, 2.152E-01,-2.439E-01, 5.385E-01, 5.081E-01, 3.176E-01,-5.752E-01,-1.824E+00, 6.071E-02, 7.787E-02,-1.893E-02, 1.873E-01,-2.979E-02
 6.800E+02, 6.495E+02, 1.670E+02, 1.472E+02, 1.277E+02, 1.155E+02, 9.641E+01, 5.794E+02, 4.854E+02, 4.629E+02, 3.686E+02, 1.909E+02, 1.151E+02, 6.463E+02, 5.581E+02, 7.047E+02, 6.387E+02, 3.199E+02, 3.791E+02, 2.611E+01, 1.577E+01, 1.646E+01, 1.667E+01, 4.336E-02,-1.797E-02,-3.470E-02, 1.553E-01,-3.910E-01, 5.302E-01, 5.367E-01, 3.912E-01, 6.433E-01, 1.981E+00, 6.305E-02, 6.117E-03,-4.038E-02, 1.132E-01,-2.795E-01, 5.151E-01, 4.955E-01, 3.633E-01,-5.926E-01,-1.793E+00, 1.196E-01, 2.045E-01, 3.803E-02, 1.602E-01,-3.375E-02
