s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_FRP,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-1.823E-02, 1.612E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.823E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.074E+03, 0.000E+00,-5.972E+02,-8.143E+01,-6.795E+01, 3.530E+00, 0.000E+00, 0.000E+00, 3.292E+02, 3.309E+02, 0.000E+00, 3.078E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 1.061E+03, 0.000E+00,-7.026E+02,-2.770E+02,-7.263E+01, 4.163E+00, 0.000E+00, 0.000E+00, 1.102E+01, 1.311E+01, 0.000E+00, 3.078E-02, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 1.003E+03, 0.000E+00,-6.741E+02,-2.489E+02,-6.748E+01, 4.065E+00, 0.000E+00, 0.000E+00, 1.471E+01, 1.689E+01, 0.000E+00, 3.078E-02, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 1.135E+03, 0.000E+00,-7.426E+02,-3.028E+02,-6.589E+01, 4.044E+00, 0.000E+00, 0.000E+00, 2.544E+01, 2.757E+01, 0.000E+00, 3.078E-02, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 1.080E+03, 0.000E+00,-7.501E+02,-2.852E+02,-5.969E+01, 3.809E+00, 0.000E+00, 0.000E+00,-1.330E+01,-1.161E+01, 0.000E+00, 3.078E-02, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 1.100E+03, 0.000E+00,-7.533E+02,-2.635E+02,-5.818E+01, 3.943E+00, 0.000E+00, 0.000E+00, 2.746E+01, 2.937E+01, 0.000E+00, 3.078E-02, 0.000E+00, 3.321E-06, 0.000E+00
 7.001E+01, 1.120E+03, 0.000E+00,-7.558E+02,-3.252E+02,-5.537E+01, 4.020E+00, 0.000E+00, 0.000E+00,-1.424E+01,-1.198E+01, 0.000E+00, 3.078E-02, 0.000E+00, 6.068E-05, 0.000E+00
 8.000E+01, 1.129E+03, 0.000E+00,-7.536E+02,-3.185E+02,-5.127E+01, 3.948E+00, 0.000E+00, 0.000E+00, 7.676E+00, 1.009E+01, 0.000E+00, 3.078E-02, 0.000E+00, 3.232E-04, 0.000E+00
 9.001E+01, 1.177E+03, 0.000E+00,-7.654E+02,-3.624E+02,-4.957E+01, 3.922E+00, 0.000E+00, 0.000E+00, 1.334E+00, 3.576E+00, 0.000E+00, 3.078E-02, 0.000E+00, 1.022E-03, 0.000E+00
 1.000E+02, 1.148E+03, 0.000E+00,-7.623E+02,-3.508E+02,-4.785E+01, 3.961E+00, 0.000E+00, 0.000E+00,-1.140E+01,-9.291E+00, 0.000E+00, 3.078E-02, 0.000E+00, 2.235E-03, 0.000E+00
