s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-3.034E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.034E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.800E+01,-1.809E+01,-1.062E+01,-4.714E+00, 2.016E-01, 0.000E+00, 0.000E+00, 4.787E+00, 4.777E+00, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.970E+01,-2.026E+01,-1.458E+01,-5.087E+00, 2.095E-01, 0.000E+00, 0.000E+00, 4.031E-02,-2.250E-02, 0.000E+00, 8.610E-04, 0.000E+00
 3.000E+01, 3.969E+01,-1.997E+01,-1.516E+01,-4.820E+00, 2.109E-01, 0.000E+00, 0.000E+00, 1.165E-03,-4.341E-02, 0.000E+00, 8.610E-04, 0.000E+00
 4.000E+01, 3.968E+01,-1.992E+01,-1.534E+01,-4.594E+00, 2.053E-01, 0.000E+00, 0.000E+00, 7.111E-02, 3.376E-02, 0.000E+00, 8.610E-04, 0.000E+00
 5.000E+01, 4.004E+01,-2.020E+01,-1.533E+01,-4.430E+00, 2.056E-01, 0.000E+00, 0.000E+00, 3.100E-01, 2.864E-01, 0.000E+00, 8.610E-04, 0.000E+00
 6.000E+01, 3.954E+01,-1.987E+01,-1.593E+01,-4.266E+00, 2.070E-01, 0.000E+00, 0.000E+00,-2.709E-01,-3.218E-01, 0.000E+00, 8.610E-04, 0.000E+00
 7.000E+01, 3.975E+01,-1.985E+01,-1.598E+01,-4.197E+00, 2.044E-01, 0.000E+00, 0.000E+00,-4.218E-02,-7.704E-02, 0.000E+00, 8.610E-04, 0.000E+00
 8.000E+01, 3.955E+01,-1.973E+01,-1.606E+01,-4.039E+00, 2.044E-01, 0.000E+00, 0.000E+00,-5.777E-02,-8.335E-02, 0.000E+00, 8.610E-04, 0.000E+00
 9.000E+01, 4.018E+01,-2.013E+01,-1.581E+01,-4.005E+00, 2.032E-01, 0.000E+00, 0.000E+00, 5.092E-01, 4.424E-01, 0.000E+00, 8.610E-04, 0.000E+00
