s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,NE-Corner-Temp-01,NE-Corner-Temp-02,NE-Corner-Temp-03,NE-Corner-Temp-04,NE-Corner-Temp-05,NE-Corner-Temp-06,SE-Corner-Temp-01,SE-Corner-Temp-02,SE-Corner-Temp-03,SE-Corner-Temp-04,SE-Corner-Temp-05,SE-Corner-Temp-06,NW-Ceiling-Temp,NE-Ceiling-Temp,SW-Ceiling-Temp,SE-Ceiling-Temp,Burner-Temp-01,Burner-Temp-02,Wall-GHF,CEILING-GHF,FLOOR-GHF,BURNER-GHF,DOOR-VELOCITY-5,DOOR-VELOCITY-4,DOOR-VELOCITY-3,DOOR-VELOCITY-2,DOOR-VELOCITY-1,DOOR-VELOCITY2-5,DOOR-VELOCITY2-4,DOOR-VELOCITY2-3,DOOR-VELOCITY2-2,DOOR-VELOCITY2-1,DOOR-U-VELOCITY-5,DOOR-U-VELOCITY-4,DOOR-U-VELOCITY-3,DOOR-U-VELOCITY-2,DOOR-U-VELOCITY-1,DOOR-V-VELOCITY-5,DOOR-V-VELOCITY-4,DOOR-V-VELOCITY-3,DOOR-V-VELOCITY-2,DOOR-V-VELOCITY-1,DOOR-W-VELOCITY-5,DOOR-W-VELOCITY-4,DOOR-W-VELOCITY-3,DOOR-W-VELOCITY-2,DOOR-W-VELOCITY-1
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-4.542E-04,-6.754E-04,-7.407E-04,-7.364E-04, 1.782E-03,-8.853E-03,-9.166E-03,-3.273E-03, 1.833E-03, 1.211E-03, 6.078E-03, 1.095E-02, 7.942E-03, 7.156E-03, 4.510E-03,-2.129E-03,-3.299E-03,-1.321E-03, 4.808E-03,-1.147E-03,-3.401E-03, 1.116E-02,-3.148E-03,-1.318E-03,-5.483E-03,-5.898E-03,-5.984E-03,-1.340E-03,-9.034E-03
 1.000E+01, 5.818E+02, 2.671E+02, 2.323E+02, 1.842E+02, 1.383E+02, 6.049E+01, 4.323E+02, 3.790E+02, 3.686E+02, 3.281E+02, 2.294E+02, 3.911E+01, 8.691E+02, 6.899E+02, 6.480E+02, 6.349E+02, 6.605E+02, 6.808E+02, 2.006E+01, 9.431E+00, 3.365E+00, 2.103E+01, 6.481E-02, 3.292E-02, 5.734E-03,-6.823E-01,-1.813E-01, 3.263E-01, 3.270E-01, 3.381E-01, 1.025E+00, 1.999E+00, 5.353E-02, 3.691E-02, 3.289E-02,-5.524E-01,-1.628E-01, 7.828E-02, 6.550E-02, 4.100E-02,-5.011E-01,-1.787E+00, 3.136E-02,-3.878E-03, 4.046E-02, 2.142E-01,-2.499E-01
 2.000E+01, 7.780E+02, 4.484E+02, 4.062E+02, 3.173E+02, 1.629E+02, 3.371E+01, 5.722E+02, 5.351E+02, 5.126E+02, 4.448E+02, 2.703E+02, 3.968E+01, 1.030E+03, 9.247E+02, 9.017E+02, 8.481E+02, 5.906E+02, 6.941E+02, 2.910E+01, 1.520E+01, 4.850E+00, 1.490E+01, 1.592E-01, 2.447E-01, 2.082E-01,-4.661E-01,-4.702E-01, 4.425E-01, 3.970E-01, 2.746E-01, 9.176E-01, 2.730E+00, 1.180E-01, 1.598E-01, 1.573E-01,-2.949E-01,-3.376E-01, 4.455E-01, 3.746E-01, 2.231E-01,-5.055E-01,-2.500E+00, 1.846E-02,-2.450E-02,-3.936E-02, 4.401E-01,-3.674E-01
 3.000E+01, 7.783E+02, 4.693E+02, 4.334E+02, 3.247E+02, 1.644E+02, 3.674E+01, 5.659E+02, 5.314E+02, 5.228E+02, 4.561E+02, 3.027E+02, 5.353E+01, 1.060E+03, 8.864E+02, 9.026E+02, 8.159E+02, 6.876E+02, 8.447E+02, 2.738E+01, 1.486E+01, 5.103E+00, 1.826E+01,-1.296E-01,-9.938E-02,-8.906E-03,-4.418E-01,-3.373E-01, 4.380E-01, 3.897E-01, 2.842E-01, 9.338E-01, 2.746E+00,-6.598E-02,-4.340E-02, 2.042E-02,-2.379E-01,-2.278E-01, 4.417E-01, 3.828E-01, 2.619E-01,-5.122E-01,-2.527E+00, 5.007E-03,-4.336E-02,-5.484E-02, 4.102E-01,-3.914E-01
 4.000E+01, 8.209E+02, 5.272E+02, 4.988E+02, 3.799E+02, 1.605E+02, 3.629E+01, 6.023E+02, 5.557E+02, 5.458E+02, 5.005E+02, 3.427E+02, 5.441E+01, 1.083E+03, 9.802E+02, 9.231E+02, 8.671E+02, 7.650E+02, 8.367E+02, 3.159E+01, 1.680E+01, 5.742E+00, 1.899E+01, 1.447E-01,-5.650E-02,-8.178E-02,-9.153E-01,-2.657E-01, 4.494E-01, 3.982E-01, 2.779E-01, 1.155E+00, 2.874E+00, 1.100E-01,-2.741E-02,-4.640E-02,-6.129E-01,-2.050E-01, 4.542E-01, 4.032E-01, 2.338E-01,-5.276E-01,-2.640E+00, 1.865E-02,-2.310E-02,-1.854E-02, 4.983E-01,-3.491E-01
 5.000E+01, 8.000E+02, 5.389E+02, 4.852E+02, 3.616E+02, 1.691E+02, 3.820E+01, 6.207E+02, 5.683E+02, 5.570E+02, 4.994E+02, 3.525E+02, 5.972E+01, 1.169E+03, 1.063E+03, 1.051E+03, 9.438E+02, 7.397E+02, 8.323E+02, 3.944E+01, 1.918E+01, 7.258E+00, 2.139E+01,-1.797E-02,-5.406E-02,-7.154E-02,-6.858E-01,-3.864E-01, 4.576E-01, 3.960E-01, 2.722E-01, 1.192E+00, 2.905E+00, 1.208E-02,-2.623E-02,-3.220E-02,-4.449E-01,-2.741E-01, 4.722E-01, 4.081E-01, 2.426E-01,-6.158E-01,-2.693E+00, 6.037E-02,-6.586E-03,-3.291E-02, 3.877E-01,-4.339E-01
 6.000E+01, 7.950E+02, 6.316E+02, 5.888E+02, 4.548E+02, 1.982E+02, 4.322E+01, 5.978E+02, 5.688E+02, 5.593E+02, 5.297E+02, 4.115E+02, 6.183E+01, 1.142E+03, 1.074E+03, 9.527E+02, 9.344E+02, 7.808E+02, 8.799E+02, 5.154E+01, 1.993E+01, 8.973E+00, 2.564E+01,-7.913E-02, 7.904E-03,-6.886E-03,-1.161E+00,-2.501E-01, 4.772E-01, 4.115E-01, 2.841E-01, 1.387E+00, 2.983E+00,-2.592E-02, 1.917E-02,-1.399E-03,-7.729E-01,-1.832E-01, 4.842E-01, 4.231E-01, 2.484E-01,-6.643E-01,-2.759E+00, 6.235E-02, 3.259E-03,-1.800E-02, 4.312E-01,-4.430E-01
 7.000E+01, 7.245E+02, 6.892E+02, 6.660E+02, 4.878E+02, 1.688E+02, 4.543E+01, 5.817E+02, 5.464E+02, 5.392E+02, 5.026E+02, 3.534E+02, 6.859E+01, 1.070E+03, 1.090E+03, 8.577E+02, 9.109E+02, 7.802E+02, 8.860E+02, 6.085E+01, 2.003E+01, 1.050E+01, 3.077E+01,-4.924E-02, 2.403E-02,-3.801E-03,-1.101E+00,-3.145E-01, 5.129E-01, 4.400E-01, 2.373E-01, 1.346E+00, 2.919E+00,-8.979E-03, 3.040E-02,-8.435E-04,-6.398E-01,-2.473E-01, 5.198E-01, 4.540E-01, 1.930E-01,-5.406E-01,-2.717E+00, 4.990E-02, 2.121E-02, 1.736E-02, 4.452E-01,-2.736E-01
 8.000E+01, 7.021E+02, 7.249E+02, 7.173E+02, 5.468E+02, 1.752E+02, 4.882E+01, 5.632E+02, 5.374E+02, 5.357E+02, 5.182E+02, 3.807E+02, 7.091E+01, 1.028E+03, 1.043E+03, 8.109E+02, 8.327E+02, 8.190E+02, 9.102E+02, 5.775E+01, 2.036E+01, 1.176E+01, 3.349E+01,-5.989E-03, 1.492E-02, 2.349E-02,-9.115E-01,-3.692E-01, 5.145E-01, 4.447E-01, 2.682E-01, 1.336E+00, 2.892E+00, 2.571E-02, 2.959E-02, 2.578E-02,-4.899E-01,-2.800E-01, 5.311E-01, 4.593E-01, 2.143E-01,-6.326E-01,-2.651E+00, 5.526E-02, 3.301E-02, 1.882E-02, 4.813E-01,-8.195E-02
