Time, Height, T_lower, T_upper
0.000000, NaN, 27.000000, 27.000000
10.000000, 0.609688, 33.455000, 146.064867
20.000000, 0.642675, 30.230000, 237.913674
30.000000, 0.649460, 31.970000, 235.645722
40.000000, 0.658414, 33.115000, 242.878709
50.000000, 0.628316, 33.480000, 242.101789
60.000000, 0.655306, 34.880000, 248.161989
70.000000, 0.642192, 35.625000, 253.570027
80.000000, 0.643366, 37.275000, 252.649531
90.000000, 0.648796, 36.285000, 255.844073
100.000000, 0.652838, 36.690000, 261.241307
110.000000, 0.674235, 37.590000, 257.707344
120.000000, 0.653998, 37.445000, 252.287538
130.000000, 0.662903, 38.305000, 259.553082
140.000000, 0.664768, 38.920000, 254.146455
150.000000, 0.646616, 38.165000, 256.847227
160.000000, 0.658890, 39.645000, 256.315516
170.000000, 0.662586, 39.740000, 254.669844
180.000000, 0.654054, 39.275000, 256.769677
190.000000, 0.662513, 40.550000, 256.228798
200.000000, 0.666281, 40.395000, 260.558217
210.000000, 0.672618, 40.715000, 254.314038
220.000000, 0.667185, 40.970000, 259.666230
230.000000, 0.662508, 41.125000, 254.966000
240.000000, 0.676213, 41.665000, 268.622717
250.000000, 0.658374, 41.425000, 258.819357
260.000000, 0.666378, 42.705000, 266.145443
270.000000, 0.674426, 42.425000, 260.841705
280.000000, 0.667822, 43.425000, 262.285312
290.000000, 0.656942, 42.530000, 260.186845
300.000000, 0.664578, 43.000000, 259.071563
310.000000, 0.637347, 45.330000, 383.979270
320.000000, 0.660978, 51.015000, 431.758827
330.000000, 0.662590, 52.480000, 426.740339
340.000000, 0.640881, 55.500000, 431.463124
350.000000, 0.640956, 57.105000, 408.387018
360.000000, 0.616963, 58.790000, 419.442354
370.000000, 0.634349, 58.665000, 412.901075
380.000000, 0.650703, 61.050000, 425.438047
390.000000, 0.648120, 62.395000, 430.508376
400.000000, 0.651248, 62.335000, 414.089116
410.000000, 0.638227, 64.900000, 424.654662
420.000000, 0.629504, 64.450000, 426.901653
430.000000, 0.635325, 66.915000, 427.594545
440.000000, 0.654498, 66.945000, 426.750550
450.000000, 0.642678, 69.200000, 429.389261
460.000000, 0.644502, 69.625000, 428.300061
470.000000, 0.645921, 71.160000, 422.084298
480.000000, 0.632522, 70.455000, 422.112541
490.000000, 0.640054, 73.700000, 432.692931
500.000000, 0.649109, 72.050000, 425.867301
510.000000, 0.621258, 73.460000, 431.641530
520.000000, 0.641220, 75.010000, 441.782535
530.000000, 0.646422, 73.320000, 437.003310
540.000000, 0.641335, 74.875000, 434.753846
550.000000, 0.630116, 75.420000, 435.103172
560.000000, 0.651066, 76.305000, 433.356677
570.000000, 0.664016, 77.475000, 424.966539
580.000000, 0.640421, 79.970000, 417.675328
590.000000, 0.618613, 78.485000, 416.454945
600.000000, 0.626113, 79.195000, 441.665386
610.000000, 0.636880, 80.860000, 439.883801
620.000000, 0.616064, 84.230000, 459.563502
630.000000, 0.632937, 86.265000, 452.327894
640.000000, 0.639384, 85.520000, 471.937527
650.000000, 0.635651, 86.620000, 460.109017
660.000000, 0.640894, 86.105000, 469.296803
670.000000, 0.617905, 85.315000, 474.729062
680.000000, 0.617202, 88.475000, 452.673599
690.000000, 0.623912, 88.520000, 479.295363
700.000000, 0.616650, 90.950000, 462.373272
710.000000, 0.630881, 89.960000, 459.608000
720.000000, 0.611062, 89.135000, 448.447885
730.000000, 0.615038, 88.820000, 454.744569
740.000000, 0.593047, 89.710000, 453.308317
750.000000, 0.618412, 94.735000, 470.940110
760.000000, 0.611649, 88.385000, 446.433970
770.000000, 0.612868, 92.545000, 454.779117
780.000000, 0.615196, 91.925000, 462.446127
790.000000, 0.622248, 93.390000, 466.648763
800.000000, 0.622309, 94.100000, 461.039634
810.000000, 0.613720, 94.360000, 470.753706
820.000000, 0.622720, 95.425000, 464.049842
830.000000, 0.615566, 94.840000, 453.303000
840.000000, 0.606453, 95.750000, 458.782772
850.000000, 0.618130, 97.655000, 460.273827
860.000000, 0.620030, 97.770000, 471.502809
870.000000, 0.617177, 98.070000, 459.110019
880.000000, 0.608215, 99.295000, 450.444226
890.000000, 0.598756, 97.545000, 439.587560
900.000000, 0.613030, 98.495000, 457.000399
910.000000, 0.735788, 91.435000, 272.666625
920.000000, 0.783220, 85.235000, 147.395613
930.000000, 0.783365, 78.340000, 140.998625
940.000000, 0.792742, 74.790000, 133.354937
950.000000, 0.808912, 74.935000, 126.543350
960.000000, 0.749534, 72.185000, 110.915835
