s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-4.414E-04, 1.359E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.414E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 7.747E+01,-2.881E+01,-1.787E+01,-7.609E+00, 6.902E-01, 0.000E+00, 0.000E+00, 2.377E+01, 2.387E+01, 0.000E+00, 1.513E-03, 0.000E+00
 2.000E+01, 8.041E+01,-3.511E+01,-3.637E+01,-8.577E+00, 7.461E-01, 0.000E+00, 0.000E+00, 1.204E+00, 1.108E+00, 0.000E+00, 1.513E-03, 0.000E+00
 3.000E+01, 7.987E+01,-3.385E+01,-3.882E+01,-6.929E+00, 7.497E-01, 0.000E+00, 0.000E+00, 1.115E+00, 1.023E+00, 0.000E+00, 1.513E-03, 0.000E+00
 4.000E+01, 8.001E+01,-3.308E+01,-4.133E+01,-5.990E+00, 7.246E-01, 0.000E+00, 0.000E+00, 4.572E-01, 3.404E-01, 0.000E+00, 1.513E-03, 0.000E+00
 5.000E+01, 7.972E+01,-3.274E+01,-4.239E+01,-5.359E+00, 7.330E-01, 0.000E+00, 0.000E+00, 6.750E-02,-3.382E-02, 0.000E+00, 1.513E-03, 0.000E+00
 6.000E+01, 8.028E+01,-3.318E+01,-4.271E+01,-4.907E+00, 7.276E-01, 0.000E+00, 0.000E+00, 3.654E-01, 2.136E-01, 0.000E+00, 1.513E-03, 0.000E+00
 7.000E+01, 7.965E+01,-3.202E+01,-4.433E+01,-4.010E+00, 7.222E-01, 0.000E+00, 0.000E+00, 1.248E-01, 6.471E-03, 0.000E+00, 1.513E-03, 0.000E+00
 8.000E+01, 8.011E+01,-3.281E+01,-4.406E+01,-3.687E+00, 7.188E-01, 0.000E+00, 0.000E+00, 3.772E-01, 2.690E-01, 0.000E+00, 1.513E-03, 0.000E+00
 9.000E+01, 8.012E+01,-3.250E+01,-4.509E+01,-3.283E+00, 7.228E-01, 0.000E+00, 0.000E+00, 1.180E-01,-1.809E-02, 0.000E+00, 1.513E-03, 0.000E+00
 1.000E+02, 8.006E+01,-3.198E+01,-4.573E+01,-2.670E+00, 7.266E-01, 0.000E+00, 0.000E+00, 5.305E-01, 4.009E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.100E+02, 7.954E+01,-3.228E+01,-4.619E+01,-2.563E+00, 7.163E-01, 0.000E+00, 0.000E+00,-6.628E-01,-7.794E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.200E+02, 8.053E+01,-3.216E+01,-4.622E+01,-2.157E+00, 7.188E-01, 0.000E+00, 0.000E+00, 8.444E-01, 7.064E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.300E+02, 7.996E+01,-3.224E+01,-4.643E+01,-2.038E+00, 7.174E-01, 0.000E+00, 0.000E+00, 1.203E-01,-2.107E-02, 0.000E+00, 1.513E-03, 0.000E+00
 1.400E+02, 7.986E+01,-3.240E+01,-4.646E+01,-1.810E+00, 7.080E-01, 0.000E+00, 0.000E+00, 1.646E-02,-1.065E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.500E+02, 7.999E+01,-3.243E+01,-4.703E+01,-1.493E+00, 7.196E-01, 0.000E+00, 0.000E+00,-1.212E-01,-2.429E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.600E+02, 7.971E+01,-3.069E+01,-4.870E+01,-9.307E-01, 7.107E-01, 0.000E+00, 0.000E+00, 2.246E-01, 9.246E-02, 0.000E+00, 1.513E-03, 0.000E+00
 1.700E+02, 8.001E+01,-3.168E+01,-4.798E+01,-1.101E+00, 7.118E-01, 0.000E+00, 0.000E+00, 8.390E-02,-4.117E-02, 0.000E+00, 1.513E-03, 0.000E+00
 1.800E+02, 8.029E+01,-3.121E+01,-4.879E+01,-7.496E-01, 7.053E-01, 0.000E+00, 0.000E+00, 3.900E-01, 2.376E-01, 0.000E+00, 1.513E-03, 0.000E+00
 1.900E+02, 8.001E+01,-3.232E+01,-4.811E+01,-8.419E-01, 7.169E-01, 0.000E+00, 0.000E+00,-4.183E-01,-5.470E-01, 0.000E+00, 1.513E-03, 0.000E+00
 2.000E+02, 8.004E+01,-3.184E+01,-4.798E+01,-5.349E-01, 7.204E-01, 0.000E+00, 0.000E+00, 4.966E-01, 4.053E-01, 0.000E+00, 1.513E-03, 0.000E+00
 2.100E+02, 8.006E+01,-3.245E+01,-4.787E+01,-5.598E-01, 7.096E-01, 0.000E+00, 0.000E+00, 4.107E-02,-1.083E-01, 0.000E+00, 1.513E-03, 0.000E+00
 2.200E+02, 8.052E+01,-3.101E+01,-4.974E+01,-1.636E-01, 7.215E-01, 0.000E+00, 0.000E+00, 4.966E-01, 3.342E-01, 0.000E+00, 1.513E-03, 0.000E+00
 2.300E+02, 7.963E+01,-3.107E+01,-4.939E+01,-2.423E-01, 7.190E-01, 0.000E+00, 0.000E+00,-2.398E-01,-3.545E-01, 0.000E+00, 1.513E-03, 0.000E+00
 2.400E+02, 7.992E+01,-3.070E+01,-5.002E+01,-5.253E-02, 7.066E-01, 0.000E+00, 0.000E+00,-2.102E-02,-1.438E-01, 0.000E+00, 1.513E-03, 0.000E+00
