s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 1.100E+02, 9.425E+02, 5.407E+02, 4.286E+02, 1.687E+02, 4.583E+01, 3.450E+01, 6.357E+02, 5.748E+02, 5.478E+02, 3.703E+02, 1.125E+02, 4.425E+01, 1.199E+03, 9.040E+02, 1.075E+03, 8.777E+02, 6.201E+02, 7.536E+02, 2.738E+01, 1.415E+01, 4.700E+00, 1.327E+01,-2.365E-05,-1.349E-03, 5.216E-02, 1.991E-01,-3.634E-01, 2.751E-01, 2.503E-01, 1.610E-01, 3.235E-01, 1.752E+00, 1.423E-02, 2.772E-03, 3.699E-02, 1.354E-01,-2.180E-01, 2.744E-01, 2.519E-01, 1.600E-01,-2.665E-01,-1.491E+00, 4.563E-02, 2.417E-02, 5.544E-03, 1.652E-01,-1.626E-01
 1.200E+02, 9.315E+02, 4.736E+02, 3.549E+02, 1.284E+02, 4.284E+01, 3.463E+01, 6.348E+02, 5.721E+02, 5.322E+02, 3.530E+02, 1.078E+02, 4.528E+01, 1.227E+03, 8.848E+02, 1.093E+03, 8.766E+02, 6.104E+02, 8.259E+02, 2.596E+01, 1.433E+01, 4.795E+00, 1.456E+01,-3.885E-02,-5.623E-02,-1.981E-02, 1.324E-01,-4.091E-01, 2.766E-01, 2.411E-01, 1.710E-01, 3.626E-01, 1.735E+00,-1.707E-02,-3.326E-02,-8.207E-03, 9.481E-02,-2.502E-01, 2.794E-01, 2.436E-01, 1.654E-01,-2.882E-01,-1.473E+00, 3.073E-02,-5.586E-03,-3.737E-02, 1.380E-01,-1.283E-01
 1.300E+02, 8.958E+02, 4.939E+02, 3.525E+02, 1.261E+02, 4.561E+01, 3.544E+01, 6.375E+02, 5.600E+02, 5.163E+02, 3.386E+02, 1.205E+02, 4.449E+01, 1.199E+03, 8.443E+02, 1.075E+03, 8.985E+02, 7.099E+02, 8.618E+02, 2.220E+01, 1.487E+01, 4.848E+00, 1.592E+01,-7.025E-02,-3.762E-02, 1.767E-02, 1.491E-01,-3.885E-01, 2.808E-01, 2.453E-01, 1.600E-01, 3.111E-01, 1.701E+00,-3.607E-02,-2.411E-02, 2.042E-02, 8.644E-02,-2.255E-01, 2.818E-01, 2.475E-01, 1.603E-01,-2.612E-01,-1.454E+00, 2.998E-02,-2.025E-02,-3.506E-02, 1.569E-01,-1.073E-01
 1.400E+02, 8.924E+02, 4.956E+02, 3.619E+02, 1.295E+02, 4.164E+01, 3.564E+01, 6.436E+02, 5.583E+02, 5.114E+02, 3.131E+02, 9.698E+01, 4.509E+01, 1.213E+03, 8.747E+02, 1.084E+03, 9.110E+02, 7.481E+02, 8.752E+02, 2.366E+01, 1.519E+01, 4.947E+00, 1.534E+01,-3.241E-02,-5.165E-02,-2.069E-02, 2.000E-01,-3.564E-01, 2.765E-01, 2.417E-01, 1.622E-01, 3.337E-01, 1.735E+00,-1.039E-02,-3.065E-02,-4.323E-03, 1.314E-01,-1.973E-01, 2.788E-01, 2.418E-01, 1.565E-01,-2.639E-01,-1.493E+00, 2.999E-02,-7.224E-03,-3.169E-02, 1.422E-01,-1.826E-01
 1.500E+02, 9.109E+02, 4.969E+02, 3.620E+02, 1.304E+02, 4.427E+01, 3.607E+01, 6.585E+02, 5.713E+02, 5.254E+02, 3.317E+02, 1.268E+02, 4.558E+01, 1.221E+03, 9.095E+02, 1.103E+03, 9.532E+02, 6.566E+02, 8.315E+02, 2.565E+01, 1.549E+01, 5.093E+00, 1.384E+01, 3.144E-02,-2.948E-02,-2.269E-02, 1.530E-01,-3.330E-01, 2.908E-01, 2.587E-01, 1.765E-01, 3.604E-01, 1.768E+00, 3.187E-02,-1.543E-02,-1.010E-02, 1.034E-01,-1.834E-01, 2.903E-01, 2.605E-01, 1.710E-01,-2.842E-01,-1.494E+00, 5.255E-02, 1.626E-02,-3.609E-02, 1.479E-01,-2.009E-01
 1.600E+02, 9.508E+02, 5.813E+02, 4.384E+02, 1.425E+02, 3.998E+01, 3.589E+01, 6.572E+02, 5.547E+02, 5.032E+02, 3.139E+02, 8.337E+01, 4.614E+01, 1.131E+03, 9.676E+02, 1.050E+03, 8.888E+02, 5.894E+02, 6.798E+02, 3.192E+01, 1.437E+01, 5.268E+00, 1.261E+01, 9.190E-02, 7.222E-02, 1.912E-02, 1.439E-01,-3.793E-01, 2.882E-01, 2.525E-01, 1.776E-01, 3.179E-01, 1.777E+00, 6.460E-02, 4.938E-02, 2.034E-02, 1.029E-01,-2.323E-01, 2.876E-01, 2.522E-01, 1.778E-01,-2.644E-01,-1.513E+00, 2.866E-02,-1.547E-02,-5.021E-02, 1.185E-01,-1.719E-01
 1.700E+02, 9.439E+02, 5.050E+02, 3.525E+02, 8.478E+01, 3.972E+01, 3.746E+01, 6.580E+02, 5.730E+02, 5.152E+02, 2.974E+02, 9.491E+01, 4.639E+01, 1.176E+03, 9.858E+02, 1.087E+03, 9.273E+02, 7.417E+02, 7.429E+02, 3.193E+01, 1.478E+01, 5.360E+00, 1.357E+01, 1.115E-01, 3.156E-02, 5.834E-03, 2.396E-01,-3.630E-01, 2.878E-01, 2.616E-01, 1.862E-01, 3.241E-01, 1.748E+00, 7.453E-02, 2.458E-02, 6.979E-03, 1.388E-01,-2.020E-01, 2.848E-01, 2.632E-01, 1.772E-01,-2.631E-01,-1.463E+00, 3.009E-02, 1.590E-03,-4.665E-02, 1.223E-01,-1.599E-01
 1.800E+02, 8.388E+02, 4.274E+02, 2.821E+02, 1.011E+02, 4.341E+01, 3.741E+01, 6.581E+02, 5.596E+02, 5.095E+02, 3.136E+02, 9.916E+01, 4.652E+01, 1.211E+03, 8.804E+02, 1.110E+03, 9.308E+02, 7.191E+02, 8.739E+02, 2.446E+01, 1.589E+01, 5.373E+00, 1.608E+01,-3.990E-02,-3.858E-02,-3.419E-02, 2.562E-01,-3.123E-01, 2.904E-01, 2.672E-01, 1.765E-01, 3.525E-01, 1.726E+00,-9.763E-03,-2.474E-02,-1.820E-02, 1.657E-01,-1.866E-01, 2.834E-01, 2.641E-01, 1.727E-01,-2.732E-01,-1.493E+00, 6.232E-02, 4.082E-02,-3.174E-02, 1.482E-01,-1.731E-01
 1.900E+02, 9.731E+02, 5.487E+02, 3.732E+02, 9.832E+01, 4.106E+01, 3.712E+01, 6.555E+02, 5.561E+02, 5.107E+02, 3.238E+02, 9.308E+01, 4.772E+01, 1.218E+03, 9.192E+02, 1.119E+03, 9.537E+02, 6.705E+02, 8.400E+02, 2.777E+01, 1.600E+01, 5.495E+00, 1.380E+01, 3.748E-02, 2.439E-02, 8.522E-03, 1.581E-01,-4.206E-01, 2.944E-01, 2.611E-01, 1.811E-01, 3.125E-01, 1.719E+00, 3.463E-02, 2.439E-02, 7.054E-03, 9.121E-02,-2.486E-01, 2.972E-01, 2.649E-01, 1.809E-01,-2.600E-01,-1.461E+00, 1.724E-02,-1.751E-03,-4.577E-02, 1.317E-01,-1.194E-01
 2.000E+02, 9.421E+02, 5.114E+02, 3.715E+02, 1.333E+02, 4.717E+01, 3.779E+01, 6.446E+02, 5.610E+02, 5.141E+02, 2.992E+02, 8.578E+01, 4.835E+01, 1.213E+03, 9.334E+02, 1.099E+03, 9.274E+02, 6.675E+02, 7.961E+02, 2.900E+01, 1.521E+01, 5.588E+00, 1.421E+01, 3.350E-02, 2.088E-02,-3.056E-02, 2.138E-01,-4.200E-01, 3.011E-01, 2.643E-01, 1.808E-01, 3.601E-01, 1.748E+00, 3.351E-02, 1.373E-02,-1.463E-02, 1.290E-01,-2.594E-01, 3.001E-01, 2.633E-01, 1.796E-01,-3.059E-01,-1.499E+00, 4.535E-02, 2.822E-02,-3.764E-02, 1.321E-01,-1.598E-01
 2.100E+02, 9.610E+02, 5.634E+02, 3.577E+02, 8.178E+01, 4.212E+01, 3.785E+01, 6.562E+02, 5.661E+02, 5.043E+02, 2.755E+02, 7.630E+01, 4.896E+01, 1.186E+03, 9.717E+02, 1.094E+03, 8.907E+02, 5.848E+02, 6.744E+02, 3.559E+01, 1.520E+01, 5.799E+00, 1.272E+01, 7.094E-02, 7.640E-02, 4.400E-02, 2.071E-01,-3.104E-01, 2.974E-01, 2.707E-01, 1.899E-01, 3.130E-01, 1.793E+00, 6.124E-02, 4.826E-02, 2.678E-02, 1.330E-01,-1.878E-01, 2.926E-01, 2.686E-01, 1.796E-01,-2.489E-01,-1.526E+00, 4.471E-02, 2.981E-02,-6.771E-02, 1.296E-01,-1.864E-01
 2.200E+02, 9.551E+02, 4.770E+02, 3.183E+02, 1.214E+02, 4.556E+01, 3.767E+01, 6.389E+02, 5.583E+02, 5.260E+02, 3.072E+02, 8.965E+01, 4.824E+01, 1.219E+03, 8.987E+02, 1.129E+03, 9.244E+02, 7.361E+02, 8.085E+02, 2.813E+01, 1.543E+01, 5.734E+00, 1.530E+01,-2.735E-02, 2.732E-02, 3.536E-02, 2.394E-01,-3.427E-01, 3.009E-01, 2.638E-01, 1.829E-01, 3.412E-01, 1.723E+00,-7.107E-03, 2.243E-02, 2.336E-02, 1.551E-01,-1.993E-01, 3.003E-01, 2.631E-01, 1.736E-01,-2.679E-01,-1.478E+00, 4.434E-02, 3.673E-03,-4.598E-02, 1.395E-01,-1.280E-01
 2.300E+02, 9.814E+02, 4.725E+02, 3.010E+02, 1.031E+02, 5.133E+01, 3.847E+01, 6.620E+02, 5.751E+02, 5.295E+02, 3.160E+02, 9.111E+01, 4.883E+01, 1.214E+03, 9.525E+02, 1.115E+03, 9.277E+02, 7.011E+02, 8.102E+02, 3.101E+01, 1.550E+01, 5.926E+00, 1.417E+01, 4.393E-02, 1.111E-02,-5.714E-02, 2.728E-01,-3.024E-01, 2.946E-01, 2.549E-01, 1.850E-01, 3.551E-01, 1.743E+00, 3.792E-02, 1.430E-02,-2.894E-02, 1.759E-01,-1.618E-01, 2.949E-01, 2.583E-01, 1.752E-01,-2.767E-01,-1.483E+00, 2.077E-02,-1.284E-02,-5.471E-02, 1.490E-01,-1.682E-01
 2.400E+02, 9.298E+02, 4.992E+02, 3.426E+02, 9.684E+01, 4.661E+01, 3.938E+01, 6.496E+02, 5.633E+02, 5.044E+02, 2.999E+02, 8.820E+01, 5.016E+01, 1.225E+03, 8.962E+02, 1.116E+03, 9.071E+02, 7.074E+02, 8.070E+02, 2.934E+01, 1.565E+01, 5.988E+00, 1.472E+01, 3.231E-02,-1.499E-02,-2.626E-02, 2.346E-01,-3.316E-01, 2.988E-01, 2.601E-01, 1.789E-01, 3.450E-01, 1.788E+00, 3.103E-02,-2.802E-03,-1.296E-02, 1.441E-01,-1.976E-01, 3.013E-01, 2.626E-01, 1.715E-01,-2.825E-01,-1.536E+00, 1.546E-02,-5.888E-03,-3.193E-02, 1.270E-01,-1.904E-01
 2.500E+02, 9.747E+02, 5.053E+02, 3.408E+02, 8.578E+01, 4.293E+01, 3.920E+01, 6.557E+02, 5.574E+02, 5.037E+02, 3.105E+02, 8.105E+01, 5.042E+01, 1.235E+03, 8.883E+02, 1.144E+03, 9.151E+02, 7.487E+02, 8.550E+02, 2.993E+01, 1.594E+01, 6.066E+00, 1.521E+01, 4.702E-02,-3.949E-02,-5.026E-02, 1.365E-01,-2.506E-01, 3.131E-01, 2.630E-01, 1.814E-01, 3.296E-01, 1.766E+00, 4.043E-02,-2.324E-02,-2.230E-02, 9.429E-02,-1.554E-01, 3.151E-01, 2.654E-01, 1.594E-01,-2.846E-01,-1.517E+00, 2.399E-02,-1.875E-02,-7.064E-02, 1.492E-01,-1.097E-01
 2.600E+02, 9.511E+02, 5.332E+02, 3.456E+02, 1.017E+02, 4.482E+01, 3.969E+01, 6.567E+02, 5.679E+02, 4.992E+02, 2.928E+02, 9.596E+01, 5.035E+01, 1.254E+03, 9.036E+02, 1.133E+03, 9.502E+02, 6.699E+02, 7.782E+02, 2.979E+01, 1.574E+01, 6.243E+00, 1.493E+01,-2.518E-02, 6.833E-02, 6.781E-02, 1.732E-01,-3.067E-01, 3.144E-01, 2.698E-01, 1.947E-01, 3.506E-01, 1.766E+00,-4.299E-03, 4.498E-02, 4.234E-02, 1.089E-01,-1.753E-01, 3.135E-01, 2.700E-01, 1.840E-01,-3.032E-01,-1.526E+00, 4.108E-02, 4.015E-03,-4.205E-02, 1.450E-01,-1.630E-01
 2.700E+02, 9.771E+02, 5.046E+02, 3.113E+02, 7.676E+01, 4.423E+01, 4.068E+01, 6.502E+02, 5.636E+02, 4.989E+02, 2.559E+02, 8.622E+01, 5.123E+01, 1.197E+03, 9.843E+02, 1.058E+03, 9.400E+02, 6.026E+02, 6.903E+02, 3.540E+01, 1.510E+01, 6.442E+00, 1.363E+01, 4.477E-02, 8.041E-02, 5.416E-02, 1.938E-01,-3.779E-01, 3.189E-01, 2.907E-01, 2.031E-01, 3.349E-01, 1.724E+00, 4.499E-02, 5.381E-02, 3.195E-02, 1.219E-01,-2.319E-01, 3.146E-01, 2.850E-01, 1.933E-01,-2.739E-01,-1.490E+00, 5.834E-02, 4.366E-02,-5.556E-02, 1.381E-01,-1.403E-01
 2.800E+02, 9.616E+02, 5.034E+02, 3.062E+02, 6.821E+01, 4.368E+01, 4.024E+01, 6.539E+02, 5.744E+02, 5.105E+02, 2.722E+02, 8.001E+01, 4.964E+01, 1.230E+03, 9.434E+02, 1.154E+03, 9.439E+02, 7.070E+02, 7.500E+02, 3.294E+01, 1.616E+01, 6.474E+00, 1.494E+01, 9.598E-02, 3.728E-02, 3.861E-02, 1.922E-01,-3.302E-01, 3.131E-01, 2.739E-01, 1.902E-01, 3.115E-01, 1.743E+00, 6.863E-02, 2.742E-02, 2.039E-02, 1.133E-01,-1.898E-01, 3.054E-01, 2.736E-01, 1.775E-01,-2.554E-01,-1.510E+00, 3.787E-02, 2.827E-03,-5.061E-02, 1.343E-01,-1.279E-01
 2.900E+02, 9.680E+02, 5.262E+02, 3.424E+02, 8.165E+01, 4.335E+01, 4.038E+01, 6.534E+02, 5.704E+02, 5.106E+02, 2.470E+02, 7.971E+01, 5.233E+01, 1.247E+03, 9.863E+02, 1.161E+03, 9.420E+02, 7.131E+02, 7.532E+02, 3.227E+01, 1.577E+01, 6.595E+00, 1.501E+01, 9.690E-02, 2.787E-02,-4.330E-02, 2.201E-01,-2.984E-01, 3.170E-01, 2.811E-01, 2.051E-01, 3.525E-01, 1.769E+00, 7.693E-02, 2.376E-02,-2.341E-02, 1.340E-01,-1.681E-01, 3.121E-01, 2.845E-01, 2.016E-01,-2.969E-01,-1.518E+00, 5.753E-02, 1.399E-02,-5.343E-02, 1.399E-01,-1.924E-01
 3.000E+02, 9.615E+02, 4.675E+02, 2.767E+02, 7.389E+01, 4.540E+01, 4.108E+01, 6.544E+02, 5.684E+02, 5.156E+02, 2.597E+02, 8.282E+01, 5.174E+01, 1.246E+03, 9.376E+02, 1.129E+03, 9.285E+02, 8.129E+02, 8.674E+02, 3.229E+01, 1.610E+01, 6.770E+00, 1.562E+01, 5.980E-02, 8.173E-03,-3.233E-02, 1.996E-01,-2.653E-01, 3.131E-01, 2.828E-01, 1.897E-01, 3.612E-01, 1.743E+00, 5.077E-02, 1.205E-02,-1.346E-02, 1.318E-01,-1.616E-01, 3.072E-01, 2.828E-01, 1.886E-01,-3.108E-01,-1.488E+00, 6.082E-02, 2.612E-02,-3.745E-02, 1.438E-01,-1.426E-01
 3.100E+02, 9.874E+02, 5.124E+02, 3.167E+02, 9.385E+01, 4.542E+01, 4.198E+01, 6.513E+02, 5.545E+02, 5.045E+02, 2.878E+02, 9.236E+01, 5.328E+01, 1.234E+03, 9.413E+02, 1.138E+03, 9.344E+02, 6.675E+02, 7.985E+02, 3.227E+01, 1.624E+01, 6.804E+00, 1.494E+01, 7.997E-02, 1.835E-02,-1.918E-03, 2.280E-01,-2.981E-01, 3.263E-01, 2.918E-01, 1.958E-01, 3.717E-01, 1.790E+00, 6.108E-02, 1.601E-02, 5.537E-03, 1.400E-01,-1.696E-01, 3.225E-01, 2.931E-01, 1.880E-01,-3.152E-01,-1.532E+00, 3.727E-02, 3.903E-03,-3.268E-02, 1.546E-01,-1.768E-01
 3.200E+02, 9.525E+02, 4.818E+02, 3.224E+02, 8.410E+01, 4.695E+01, 4.242E+01, 6.424E+02, 5.749E+02, 5.212E+02, 2.849E+02, 9.608E+01, 5.239E+01, 1.253E+03, 9.228E+02, 1.152E+03, 9.177E+02, 6.986E+02, 7.945E+02, 3.037E+01, 1.650E+01, 7.005E+00, 1.598E+01, 1.050E-02, 1.053E-02, 4.125E-03, 1.998E-01,-3.127E-01, 3.244E-01, 3.085E-01, 1.964E-01, 3.790E-01, 1.766E+00, 2.655E-02, 8.453E-03, 2.692E-03, 1.216E-01,-1.743E-01, 3.107E-01, 2.991E-01, 1.993E-01,-3.312E-01,-1.490E+00, 9.569E-02, 8.772E-02,-1.456E-02, 1.531E-01,-1.745E-01
