s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.179E-04, 2.633E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.179E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.927E+01,-7.433E+00,-6.415E+00,-2.505E+00, 1.488E-01, 0.000E+00, 0.000E+00, 3.048E+00, 3.062E+00, 0.000E+00, 4.324E-04, 0.000E+00
 2.000E+01, 1.990E+01,-8.312E+00,-9.169E+00,-2.460E+00, 1.587E-01, 0.000E+00, 0.000E+00, 1.304E-01, 1.209E-01, 0.000E+00, 4.324E-04, 0.000E+00
 3.000E+01, 1.990E+01,-8.093E+00,-9.851E+00,-2.044E+00, 1.578E-01, 0.000E+00, 0.000E+00, 8.497E-02, 7.036E-02, 0.000E+00, 4.324E-04, 0.000E+00
 4.000E+01, 1.986E+01,-8.050E+00,-1.020E+01,-1.818E+00, 1.558E-01, 0.000E+00, 0.000E+00,-3.385E-02,-4.819E-02, 0.000E+00, 4.324E-04, 0.000E+00
 5.000E+01, 1.996E+01,-8.096E+00,-1.030E+01,-1.634E+00, 1.557E-01, 0.000E+00, 0.000E+00, 1.007E-01, 8.286E-02, 0.000E+00, 4.324E-04, 0.000E+00
 6.000E+01, 1.988E+01,-7.786E+00,-1.089E+01,-1.399E+00, 1.540E-01, 0.000E+00, 0.000E+00,-2.036E-02,-3.819E-02, 0.000E+00, 4.324E-04, 0.000E+00
 7.000E+01, 1.991E+01,-7.742E+00,-1.102E+01,-1.239E+00, 1.547E-01, 0.000E+00, 0.000E+00, 8.461E-02, 6.381E-02, 0.000E+00, 4.324E-04, 0.000E+00
 8.000E+01, 1.998E+01,-7.838E+00,-1.111E+01,-1.178E+00, 1.539E-01, 0.000E+00, 0.000E+00, 3.892E-02, 1.471E-02, 0.000E+00, 4.324E-04, 0.000E+00
 9.000E+01, 1.999E+01,-7.888E+00,-1.116E+01,-1.080E+00, 1.530E-01, 0.000E+00, 0.000E+00, 3.201E-02, 1.128E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.000E+02, 1.985E+01,-7.677E+00,-1.142E+01,-9.381E-01, 1.537E-01, 0.000E+00, 0.000E+00,-1.127E-02,-3.288E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.100E+02, 1.998E+01,-7.847E+00,-1.135E+01,-8.910E-01, 1.537E-01, 0.000E+00, 0.000E+00, 6.763E-02, 4.721E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.200E+02, 2.001E+01,-7.751E+00,-1.166E+01,-7.543E-01, 1.545E-01, 0.000E+00, 0.000E+00, 2.771E-02, 4.971E-03, 0.000E+00, 4.324E-04, 0.000E+00
 1.300E+02, 1.979E+01,-7.603E+00,-1.172E+01,-7.104E-01, 1.526E-01, 0.000E+00, 0.000E+00,-6.808E-02,-9.266E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.400E+02, 2.004E+01,-7.740E+00,-1.182E+01,-6.458E-01, 1.541E-01, 0.000E+00, 0.000E+00, 1.945E-02,-4.222E-03, 0.000E+00, 4.324E-04, 0.000E+00
 1.500E+02, 1.992E+01,-7.721E+00,-1.172E+01,-5.531E-01, 1.516E-01, 0.000E+00, 0.000E+00, 1.006E-01, 7.767E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.600E+02, 1.989E+01,-7.674E+00,-1.188E+01,-5.317E-01, 1.522E-01, 0.000E+00, 0.000E+00,-2.956E-02,-5.241E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.700E+02, 2.003E+01,-7.679E+00,-1.200E+01,-4.733E-01, 1.522E-01, 0.000E+00, 0.000E+00, 5.241E-02, 3.009E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.800E+02, 1.994E+01,-7.626E+00,-1.207E+01,-4.333E-01, 1.534E-01, 0.000E+00, 0.000E+00,-8.705E-04,-2.731E-02, 0.000E+00, 4.324E-04, 0.000E+00
 1.900E+02, 1.996E+01,-7.472E+00,-1.228E+01,-3.827E-01, 1.527E-01, 0.000E+00, 0.000E+00, 7.526E-03,-1.970E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.000E+02, 1.992E+01,-7.551E+00,-1.220E+01,-3.664E-01, 1.547E-01, 0.000E+00, 0.000E+00,-2.294E-02,-4.540E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.100E+02, 1.991E+01,-7.541E+00,-1.215E+01,-3.381E-01, 1.527E-01, 0.000E+00, 0.000E+00, 5.408E-02, 2.958E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.200E+02, 1.994E+01,-7.555E+00,-1.225E+01,-2.940E-01, 1.519E-01, 0.000E+00, 0.000E+00, 8.061E-03,-1.320E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.300E+02, 1.996E+01,-7.450E+00,-1.246E+01,-2.659E-01, 1.541E-01, 0.000E+00, 0.000E+00,-3.584E-02,-6.409E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.400E+02, 1.990E+01,-7.596E+00,-1.225E+01,-2.835E-01, 1.518E-01, 0.000E+00, 0.000E+00,-5.004E-02,-7.461E-02, 0.000E+00, 4.324E-04, 0.000E+00
 2.500E+02, 1.997E+01,-7.457E+00,-1.235E+01,-2.206E-01, 1.527E-01, 0.000E+00, 0.000E+00, 1.227E-01, 9.750E-02, 0.000E+00, 4.324E-04, 0.000E+00
