s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-3.642E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.642E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.795E+01,-1.825E+01,-1.056E+01,-4.502E+00, 2.020E-01, 0.000E+00, 0.000E+00, 4.861E+00, 4.836E+00, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.985E+01,-2.051E+01,-1.477E+01,-4.566E+00, 2.100E-01, 0.000E+00, 0.000E+00, 2.549E-01, 2.210E-01, 0.000E+00, 8.610E-04, 0.000E+00
 3.000E+01, 3.970E+01,-2.002E+01,-1.582E+01,-4.226E+00, 2.051E-01, 0.000E+00, 0.000E+00,-1.076E-01,-1.572E-01, 0.000E+00, 8.629E-04, 0.000E+00
 4.000E+01, 4.071E+01,-2.065E+01,-1.624E+01,-3.995E+00, 2.101E-01, 0.000E+00, 0.000E+00, 4.619E-02, 2.869E-02, 0.000E+00, 8.847E-04, 0.000E+00
 5.000E+01, 4.324E+01,-2.161E+01,-1.776E+01,-3.759E+00, 2.320E-01, 0.000E+00, 0.000E+00, 3.528E-01, 3.351E-01, 0.000E+00, 9.368E-04, 0.000E+00
 6.000E+01, 4.622E+01,-2.372E+01,-1.894E+01,-3.744E+00, 2.544E-01, 0.000E+00, 0.000E+00, 1.233E-01, 7.511E-02, 0.000E+00, 1.012E-03, 0.000E+00
 7.000E+01, 5.008E+01,-2.571E+01,-2.088E+01,-3.614E+00, 2.892E-01, 0.000E+00, 0.000E+00, 1.683E-01, 1.604E-01, 0.000E+00, 1.098E-03, 0.000E+00
 8.000E+01, 5.460E+01,-2.760E+01,-2.343E+01,-3.438E+00, 3.386E-01, 0.000E+00, 0.000E+00, 5.153E-01, 4.721E-01, 0.000E+00, 1.198E-03, 0.000E+00
 9.000E+01, 5.902E+01,-3.041E+01,-2.578E+01,-3.219E+00, 3.895E-01, 0.000E+00, 0.000E+00, 5.097E-02,-3.264E-03, 0.000E+00, 1.304E-03, 0.000E+00
 1.000E+02, 6.372E+01,-3.193E+01,-2.909E+01,-2.994E+00, 4.498E-01, 0.000E+00, 0.000E+00, 2.474E-01, 1.526E-01, 0.000E+00, 1.406E-03, 0.000E+00
 1.100E+02, 6.721E+01,-3.356E+01,-3.135E+01,-2.758E+00, 5.070E-01, 0.000E+00, 0.000E+00, 4.386E-02, 6.112E-02, 0.000E+00, 1.493E-03, 0.000E+00
 1.200E+02, 7.216E+01,-3.585E+01,-3.391E+01,-2.499E+00, 5.777E-01, 0.000E+00, 0.000E+00, 5.018E-01, 4.810E-01, 0.000E+00, 1.593E-03, 0.000E+00
 1.300E+02, 7.632E+01,-3.751E+01,-3.700E+01,-2.410E+00, 6.410E-01, 0.000E+00, 0.000E+00, 1.227E-01, 3.359E-02, 0.000E+00, 1.675E-03, 0.000E+00
 1.400E+02, 7.909E+01,-3.887E+01,-3.891E+01,-2.069E+00, 7.049E-01, 0.000E+00, 0.000E+00,-7.997E-03,-4.993E-02, 0.000E+00, 1.762E-03, 0.000E+00
 1.500E+02, 8.534E+01,-4.138E+01,-4.215E+01,-1.692E+00, 7.942E-01, 0.000E+00, 0.000E+00, 9.589E-01, 9.096E-01, 0.000E+00, 1.869E-03, 0.000E+00
 1.600E+02, 8.601E+01,-4.189E+01,-4.383E+01,-1.574E+00, 8.464E-01, 0.000E+00, 0.000E+00,-4.075E-01,-4.411E-01, 0.000E+00, 1.918E-03, 0.000E+00
 1.700E+02, 9.017E+01,-4.330E+01,-4.596E+01,-1.190E+00, 9.014E-01, 0.000E+00, 0.000E+00, 6.151E-01, 6.194E-01, 0.000E+00, 1.982E-03, 0.000E+00
 1.800E+02, 9.191E+01,-4.386E+01,-4.817E+01,-9.426E-01, 9.496E-01, 0.000E+00, 0.000E+00,-8.332E-02,-1.234E-01, 0.000E+00, 2.024E-03, 0.000E+00
 1.900E+02, 9.393E+01,-4.490E+01,-4.879E+01,-8.414E-01, 9.862E-01, 0.000E+00, 0.000E+00, 3.983E-01, 3.913E-01, 0.000E+00, 2.062E-03, 0.000E+00
 2.000E+02, 9.675E+01,-4.589E+01,-5.107E+01,-9.806E-01, 1.060E+00, 0.000E+00, 0.000E+00,-5.031E-02,-1.335E-01, 0.000E+00, 2.118E-03, 0.000E+00
 2.100E+02, 9.967E+01,-4.685E+01,-5.355E+01,-6.008E-01, 1.124E+00, 0.000E+00, 0.000E+00,-1.281E-01,-2.046E-01, 0.000E+00, 2.206E-03, 0.000E+00
 2.200E+02, 1.073E+02,-5.016E+01,-5.743E+01,-3.226E-01, 1.243E+00, 0.000E+00, 0.000E+00, 6.307E-01, 6.005E-01, 0.000E+00, 2.358E-03, 0.000E+00
 2.300E+02, 1.135E+02,-5.251E+01,-6.187E+01,-1.448E-01, 1.368E+00, 0.000E+00, 0.000E+00, 4.014E-01, 3.223E-01, 0.000E+00, 2.513E-03, 0.000E+00
 2.400E+02, 1.227E+02,-5.637E+01,-6.771E+01,-6.023E-02, 1.524E+00, 0.000E+00, 0.000E+00, 7.584E-02, 6.386E-02, 0.000E+00, 2.699E-03, 0.000E+00
 2.500E+02, 1.269E+02,-5.736E+01,-7.102E+01, 1.747E-01, 1.588E+00, 0.000E+00, 0.000E+00, 3.407E-01, 3.088E-01, 0.000E+00, 2.773E-03, 0.000E+00
 2.600E+02, 1.268E+02,-5.732E+01,-7.181E+01, 3.107E-01, 1.588E+00, 0.000E+00, 0.000E+00,-3.066E-01,-4.105E-01, 0.000E+00, 2.773E-03, 0.000E+00
 2.700E+02, 1.235E+02,-5.637E+01,-6.903E+01, 4.719E-01, 1.537E+00, 0.000E+00, 0.000E+00, 1.935E-01, 1.091E-01, 0.000E+00, 2.669E-03, 0.000E+00
 2.800E+02, 1.160E+02,-5.303E+01,-6.508E+01, 6.286E-01, 1.430E+00, 0.000E+00, 0.000E+00, 1.325E-02,-3.205E-02, 0.000E+00, 2.495E-03, 0.000E+00
 2.900E+02, 1.052E+02,-4.875E+01,-5.913E+01, 5.813E-01, 1.278E+00, 0.000E+00, 0.000E+00,-7.025E-01,-8.266E-01, 0.000E+00, 2.291E-03, 0.000E+00
 3.000E+02, 9.804E+01,-4.578E+01,-5.408E+01, 5.930E-01, 1.141E+00, 0.000E+00, 0.000E+00, 2.731E-02,-8.127E-02, 0.000E+00, 2.118E-03, 0.000E+00
 3.100E+02, 9.105E+01,-4.171E+01,-5.135E+01, 6.261E-01, 1.025E+00, 0.000E+00, 0.000E+00,-2.891E-01,-3.528E-01, 0.000E+00, 1.961E-03, 0.000E+00
 3.200E+02, 8.470E+01,-3.880E+01,-4.785E+01, 6.139E-01, 9.202E-01, 0.000E+00, 0.000E+00,-2.293E-01,-4.138E-01, 0.000E+00, 1.835E-03, 0.000E+00
 3.300E+02, 8.021E+01,-3.718E+01,-4.437E+01, 6.168E-01, 8.494E-01, 0.000E+00, 0.000E+00, 2.242E-01, 1.255E-01, 0.000E+00, 1.750E-03, 0.000E+00
 3.400E+02, 7.959E+01,-3.679E+01,-4.453E+01, 6.343E-01, 8.270E-01, 0.000E+00, 0.000E+00,-1.262E-01,-2.764E-01, 0.000E+00, 1.719E-03, 0.000E+00
 3.500E+02, 7.692E+01,-3.532E+01,-4.315E+01, 7.110E-01, 8.012E-01, 0.000E+00, 0.000E+00, 4.645E-02,-4.363E-02, 0.000E+00, 1.672E-03, 0.000E+00
 3.600E+02, 7.539E+01,-3.412E+01,-4.287E+01, 6.533E-01, 7.795E-01, 0.000E+00, 0.000E+00,-5.208E-02,-1.678E-01, 0.000E+00, 1.636E-03, 0.000E+00
 3.700E+02, 7.384E+01,-3.300E+01,-4.246E+01, 6.357E-01, 7.570E-01, 0.000E+00, 0.000E+00,-1.295E-01,-2.227E-01, 0.000E+00, 1.605E-03, 0.000E+00
 3.800E+02, 7.255E+01,-3.303E+01,-4.110E+01, 6.799E-01, 7.321E-01, 0.000E+00, 0.000E+00,-9.822E-02,-1.664E-01, 0.000E+00, 1.578E-03, 0.000E+00
 3.900E+02, 7.087E+01,-3.203E+01,-4.031E+01, 6.311E-01, 7.071E-01, 0.000E+00, 0.000E+00, 1.072E-02,-1.352E-01, 0.000E+00, 1.550E-03, 0.000E+00
 4.000E+02, 7.063E+01,-3.144E+01,-4.067E+01, 6.426E-01, 6.936E-01, 0.000E+00, 0.000E+00,-7.614E-02,-1.503E-01, 0.000E+00, 1.531E-03, 0.000E+00
 4.100E+02, 6.977E+01,-3.140E+01,-4.003E+01, 7.144E-01, 6.829E-01, 0.000E+00, 0.000E+00,-1.331E-01,-2.542E-01, 0.000E+00, 1.514E-03, 0.000E+00
 4.200E+02, 6.914E+01,-3.105E+01,-3.951E+01, 6.659E-01, 6.719E-01, 0.000E+00, 0.000E+00, 3.123E-02,-8.038E-02, 0.000E+00, 1.499E-03, 0.000E+00
 4.300E+02, 6.772E+01,-3.014E+01,-3.918E+01, 7.226E-01, 6.574E-01, 0.000E+00, 0.000E+00,-1.352E-01,-2.176E-01, 0.000E+00, 1.475E-03, 0.000E+00
 4.400E+02, 6.697E+01,-2.991E+01,-3.853E+01, 7.313E-01, 6.465E-01, 0.000E+00, 0.000E+00, 7.180E-02,-9.225E-02, 0.000E+00, 1.457E-03, 0.000E+00
 4.500E+02, 6.674E+01,-2.932E+01,-3.904E+01, 8.424E-01, 6.302E-01, 0.000E+00, 0.000E+00,-6.506E-02,-1.473E-01, 0.000E+00, 1.436E-03, 0.000E+00
 4.600E+02, 6.478E+01,-2.847E+01,-3.764E+01, 8.097E-01, 6.125E-01, 0.000E+00, 0.000E+00, 2.166E-01, 9.637E-02, 0.000E+00, 1.413E-03, 0.000E+00
 4.700E+02, 6.421E+01,-2.863E+01,-3.740E+01, 8.073E-01, 6.008E-01, 0.000E+00, 0.000E+00,-2.977E-01,-4.218E-01, 0.000E+00, 1.403E-03, 0.000E+00
 4.800E+02, 6.462E+01,-2.885E+01,-3.699E+01, 8.496E-01, 5.960E-01, 0.000E+00, 0.000E+00, 3.322E-01, 2.267E-01, 0.000E+00, 1.394E-03, 0.000E+00
 4.900E+02, 6.337E+01,-2.809E+01,-3.663E+01, 8.675E-01, 5.820E-01, 0.000E+00, 0.000E+00, 2.140E-01, 9.653E-02, 0.000E+00, 1.375E-03, 0.000E+00
 5.000E+02, 6.247E+01,-2.719E+01,-3.718E+01, 9.055E-01, 5.712E-01, 0.000E+00, 0.000E+00,-3.288E-01,-4.231E-01, 0.000E+00, 1.355E-03, 0.000E+00
 5.100E+02, 6.225E+01,-2.712E+01,-3.667E+01, 9.564E-01, 5.633E-01, 0.000E+00, 0.000E+00, 7.354E-02,-2.106E-02, 0.000E+00, 1.342E-03, 0.000E+00
 5.200E+02, 6.078E+01,-2.668E+01,-3.589E+01, 1.013E+00, 5.456E-01, 0.000E+00, 0.000E+00,-1.217E-01,-2.238E-01, 0.000E+00, 1.325E-03, 0.000E+00
 5.300E+02, 6.079E+01,-2.733E+01,-3.537E+01, 1.017E+00, 5.498E-01, 0.000E+00, 0.000E+00,-2.475E-01,-3.469E-01, 0.000E+00, 1.324E-03, 0.000E+00
 5.400E+02, 6.041E+01,-2.678E+01,-3.500E+01, 1.065E+00, 5.519E-01, 0.000E+00, 0.000E+00, 3.660E-01, 2.569E-01, 0.000E+00, 1.315E-03, 0.000E+00
 5.500E+02, 6.000E+01,-2.626E+01,-3.573E+01, 1.134E+00, 5.413E-01, 0.000E+00, 0.000E+00,-2.492E-01,-3.229E-01, 0.000E+00, 1.298E-03, 0.000E+00
 5.600E+02, 5.947E+01,-2.602E+01,-3.512E+01, 1.046E+00, 5.291E-01, 0.000E+00, 0.000E+00,-6.492E-03,-9.693E-02, 0.000E+00, 1.283E-03, 0.000E+00
 5.700E+02, 5.814E+01,-2.527E+01,-3.493E+01, 1.221E+00, 5.195E-01, 0.000E+00, 0.000E+00,-2.177E-01,-3.255E-01, 0.000E+00, 1.270E-03, 0.000E+00
 5.800E+02, 5.777E+01,-2.501E+01,-3.436E+01, 1.147E+00, 5.094E-01, 0.000E+00, 0.000E+00, 1.029E-01, 5.559E-02, 0.000E+00, 1.256E-03, 0.000E+00
 5.900E+02, 5.761E+01,-2.495E+01,-3.447E+01, 1.119E+00, 4.964E-01, 0.000E+00, 0.000E+00,-1.276E-01,-1.962E-01, 0.000E+00, 1.247E-03, 0.000E+00
 6.000E+02, 5.720E+01,-2.504E+01,-3.384E+01, 1.198E+00, 4.972E-01, 0.000E+00, 0.000E+00, 9.399E-02, 1.572E-02, 0.000E+00, 1.243E-03, 0.000E+00
 6.100E+02, 1.569E+01,-3.287E+00,-1.993E+01, 4.420E+00, 2.174E-01, 0.000E+00, 0.000E+00,-2.863E+00,-2.891E+00, 0.000E+00, 2.902E-04, 0.000E+00
 6.200E+02, 3.750E+00, 1.875E+00,-1.209E+01, 5.632E+00, 1.203E-01, 0.000E+00, 0.000E+00,-7.396E-01,-7.162E-01, 0.000E+00, 1.667E-04, 0.000E+00
 6.300E+02, 2.422E+00, 1.760E+00,-9.984E+00, 5.507E+00, 9.323E-02, 0.000E+00, 0.000E+00,-2.007E-01,-2.016E-01, 0.000E+00, 1.405E-04, 0.000E+00
 6.400E+02, 2.077E+00, 1.537E+00,-9.137E+00, 5.269E+00, 7.726E-02, 0.000E+00, 0.000E+00,-1.746E-01,-1.764E-01, 0.000E+00, 1.230E-04, 0.000E+00
 6.500E+02, 1.844E+00, 1.369E+00,-8.517E+00, 5.127E+00, 6.587E-02, 0.000E+00, 0.000E+00,-1.349E-01,-1.114E-01, 0.000E+00, 1.099E-04, 0.000E+00
 6.600E+02, 1.731E+00, 1.232E+00,-8.080E+00, 4.887E+00, 5.807E-02, 0.000E+00, 0.000E+00,-1.800E-01,-1.707E-01, 0.000E+00, 1.007E-04, 0.000E+00
 6.700E+02, 1.556E+00, 1.142E+00,-7.546E+00, 4.747E+00, 5.152E-02, 0.000E+00, 0.000E+00,-6.117E-02,-4.867E-02, 0.000E+00, 9.262E-05, 0.000E+00
 6.800E+02, 1.545E+00, 1.032E+00,-7.327E+00, 4.562E+00, 4.691E-02, 0.000E+00, 0.000E+00,-1.505E-01,-1.413E-01, 0.000E+00, 8.714E-05, 0.000E+00
 6.900E+02, 1.395E+00, 9.717E-01,-6.953E+00, 4.466E+00, 4.238E-02, 0.000E+00, 0.000E+00,-9.138E-02,-7.853E-02, 0.000E+00, 8.118E-05, 0.000E+00
