s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 5.541E+02, 3.055E+02, 2.406E+02, 1.112E+02, 3.660E+01, 3.001E+01, 4.286E+02, 3.682E+02, 3.306E+02, 2.036E+02, 7.542E+01, 3.728E+01, 8.651E+02, 6.356E+02, 6.873E+02, 5.873E+02, 4.889E+02, 5.355E+02, 1.175E+01, 5.569E+00, 2.158E+00, 1.226E+01,-7.742E-03,-4.393E-03, 3.474E-02, 1.682E-01,-4.807E-01, 2.316E-01, 2.187E-01, 1.626E-01, 2.254E-01, 1.291E+00, 5.027E-03, 1.458E-04, 2.416E-02, 1.121E-01,-2.837E-01, 2.335E-01, 2.216E-01, 1.598E-01,-1.628E-01,-1.076E+00, 3.175E-02, 1.895E-02,-3.634E-03, 1.549E-01,-1.155E-01
 1.000E+02, 4.864E+02, 2.761E+02, 2.196E+02, 1.003E+02, 4.239E+01, 3.009E+01, 4.273E+02, 3.653E+02, 3.327E+02, 2.091E+02, 6.891E+01, 3.788E+01, 8.786E+02, 6.082E+02, 7.370E+02, 5.906E+02, 5.166E+02, 5.734E+02, 1.028E+01, 5.971E+00, 2.192E+00, 1.333E+01,-6.140E-04,-3.028E-02, 2.057E-02, 1.290E-01,-5.082E-01, 2.186E-01, 2.112E-01, 1.631E-01, 1.990E-01, 1.288E+00, 1.131E-02,-1.660E-02, 1.494E-02, 7.851E-02,-3.117E-01, 2.188E-01, 2.122E-01, 1.612E-01,-1.663E-01,-1.071E+00, 4.009E-02, 2.695E-02, 7.798E-04, 1.460E-01,-1.212E-01
 1.100E+02, 5.022E+02, 3.054E+02, 2.438E+02, 1.214E+02, 3.964E+01, 3.109E+01, 4.245E+02, 3.532E+02, 3.207E+02, 2.100E+02, 8.587E+01, 3.513E+01, 8.457E+02, 6.441E+02, 6.905E+02, 5.880E+02, 5.207E+02, 6.105E+02, 1.143E+01, 5.529E+00, 2.219E+00, 1.317E+01, 2.749E-02, 2.708E-02, 3.223E-02, 9.819E-02,-3.889E-01, 2.325E-01, 2.190E-01, 1.742E-01, 2.296E-01, 1.309E+00, 2.875E-02, 2.180E-02, 2.313E-02, 6.075E-02,-2.335E-01, 2.307E-01, 2.216E-01, 1.727E-01,-1.483E-01,-1.114E+00, 4.393E-02, 2.795E-02,-8.462E-03, 1.357E-01,-1.346E-01
 1.200E+02, 5.136E+02, 2.709E+02, 2.228E+02, 1.046E+02, 4.053E+01, 3.084E+01, 4.289E+02, 3.802E+02, 3.397E+02, 2.303E+02, 6.833E+01, 3.594E+01, 8.732E+02, 6.446E+02, 6.907E+02, 5.838E+02, 4.707E+02, 6.098E+02, 1.086E+01, 5.670E+00, 2.246E+00, 1.245E+01, 6.072E-03,-2.846E-02, 2.534E-02, 1.774E-01,-5.528E-01, 2.314E-01, 2.120E-01, 1.547E-01, 2.244E-01, 1.283E+00, 1.615E-02,-1.687E-02, 2.258E-02, 1.303E-01,-3.320E-01, 2.282E-01, 2.143E-01, 1.571E-01,-1.085E-01,-1.069E+00, 4.638E-02, 1.825E-02,-1.720E-03, 1.348E-01,-1.217E-01
 1.300E+02, 5.201E+02, 2.913E+02, 2.359E+02, 1.085E+02, 3.826E+01, 3.045E+01, 4.305E+02, 3.670E+02, 3.283E+02, 1.994E+02, 6.911E+01, 3.711E+01, 8.465E+02, 6.523E+02, 7.013E+02, 5.917E+02, 4.472E+02, 5.883E+02, 1.197E+01, 5.932E+00, 2.312E+00, 1.199E+01, 8.660E-03,-2.762E-02,-2.820E-02, 1.518E-01,-5.712E-01, 2.295E-01, 2.127E-01, 1.573E-01, 2.263E-01, 1.307E+00, 1.716E-02,-1.646E-02,-1.555E-02, 1.034E-01,-3.372E-01, 2.302E-01, 2.163E-01, 1.532E-01,-1.671E-01,-1.073E+00, 3.638E-02, 1.983E-02,-2.353E-02, 1.287E-01,-1.583E-01
 1.400E+02, 5.010E+02, 2.745E+02, 2.157E+02, 1.006E+02, 4.358E+01, 3.033E+01, 4.452E+02, 3.608E+02, 3.333E+02, 2.162E+02, 7.676E+01, 3.877E+01, 9.034E+02, 6.102E+02, 7.296E+02, 5.940E+02, 5.267E+02, 6.476E+02, 1.159E+01, 6.103E+00, 2.335E+00, 1.356E+01,-2.906E-02,-5.187E-02,-4.580E-02, 7.482E-02,-5.193E-01, 2.282E-01, 2.096E-01, 1.611E-01, 2.089E-01, 1.259E+00,-9.613E-03,-3.289E-02,-2.422E-02, 6.219E-02,-3.316E-01, 2.284E-01, 2.093E-01, 1.572E-01,-1.400E-01,-1.050E+00, 3.350E-02, 2.165E-03,-2.814E-02, 1.288E-01,-3.682E-02
 1.500E+02, 5.193E+02, 3.045E+02, 2.419E+02, 1.039E+02, 3.464E+01, 3.060E+01, 4.347E+02, 3.782E+02, 3.440E+02, 2.283E+02, 8.012E+01, 3.638E+01, 8.518E+02, 6.402E+02, 6.942E+02, 5.782E+02, 4.487E+02, 5.829E+02, 1.240E+01, 5.833E+00, 2.343E+00, 1.270E+01,-1.897E-02,-4.496E-03, 3.149E-02, 1.501E-01,-4.997E-01, 2.358E-01, 2.194E-01, 1.622E-01, 2.300E-01, 1.318E+00,-1.886E-03,-1.188E-03, 2.143E-02, 8.620E-02,-3.011E-01, 2.362E-01, 2.202E-01, 1.576E-01,-1.585E-01,-1.101E+00, 3.267E-02, 3.074E-02, 5.389E-04, 1.429E-01,-1.386E-01
 1.600E+02, 5.336E+02, 2.903E+02, 2.284E+02, 9.434E+01, 3.486E+01, 3.127E+01, 4.473E+02, 3.789E+02, 3.305E+02, 2.023E+02, 6.635E+01, 3.718E+01, 8.909E+02, 6.411E+02, 7.180E+02, 6.195E+02, 4.066E+02, 5.551E+02, 1.211E+01, 5.952E+00, 2.421E+00, 1.203E+01,-8.123E-03,-5.665E-03, 6.010E-02, 1.517E-01,-5.924E-01, 2.344E-01, 2.197E-01, 1.653E-01, 2.023E-01, 1.308E+00, 6.180E-03, 3.647E-03, 3.953E-02, 1.038E-01,-3.502E-01, 2.397E-01, 2.201E-01, 1.628E-01,-1.402E-01,-1.081E+00, 2.289E-02, 1.866E-02, 7.964E-03, 1.108E-01,-1.451E-01
 1.700E+02, 5.379E+02, 2.876E+02, 2.089E+02, 6.978E+01, 3.376E+01, 3.137E+01, 4.329E+02, 3.733E+02, 3.332E+02, 2.147E+02, 7.388E+01, 3.906E+01, 9.222E+02, 6.275E+02, 7.320E+02, 5.797E+02, 4.028E+02, 5.720E+02, 1.204E+01, 6.076E+00, 2.401E+00, 1.249E+01, 8.134E-03,-5.539E-02,-3.621E-02, 1.096E-01,-5.287E-01, 2.316E-01, 2.164E-01, 1.596E-01, 2.010E-01, 1.316E+00, 1.728E-02,-3.455E-02,-1.841E-02, 7.597E-02,-3.127E-01, 2.286E-01, 2.183E-01, 1.566E-01,-1.451E-01,-1.087E+00, 5.361E-02, 2.588E-02,-2.410E-02, 1.278E-01,-1.384E-01
 1.800E+02, 5.416E+02, 2.693E+02, 2.073E+02, 9.142E+01, 3.797E+01, 3.128E+01, 4.323E+02, 3.810E+02, 3.467E+02, 2.201E+02, 7.266E+01, 3.885E+01, 8.650E+02, 6.214E+02, 7.096E+02, 5.907E+02, 5.012E+02, 5.813E+02, 1.277E+01, 5.936E+00, 2.456E+00, 1.295E+01,-3.076E-03,-6.580E-03,-1.749E-02, 9.610E-02,-5.216E-01, 2.341E-01, 2.203E-01, 1.570E-01, 1.976E-01, 1.305E+00, 8.940E-03,-4.219E-03,-9.691E-03, 8.394E-02,-3.155E-01, 2.298E-01, 2.197E-01, 1.548E-01,-1.456E-01,-1.074E+00, 5.727E-02, 3.768E-02,-1.590E-02, 1.232E-01,-9.499E-02
 1.900E+02, 5.253E+02, 2.817E+02, 2.248E+02, 8.297E+01, 3.534E+01, 3.135E+01, 4.363E+02, 3.692E+02, 3.299E+02, 2.048E+02, 7.733E+01, 3.766E+01, 9.055E+02, 6.482E+02, 7.066E+02, 6.036E+02, 4.526E+02, 6.119E+02, 1.290E+01, 5.936E+00, 2.491E+00, 1.235E+01, 5.105E-02, 5.965E-03,-6.364E-03, 1.111E-01,-4.343E-01, 2.454E-01, 2.220E-01, 1.680E-01, 2.210E-01, 1.315E+00, 4.588E-02, 6.175E-03, 4.860E-05, 6.614E-02,-2.438E-01, 2.464E-01, 2.241E-01, 1.689E-01,-1.938E-01,-1.089E+00, 3.951E-02, 2.407E-02,-1.094E-02, 1.281E-01,-1.648E-01
 2.000E+02, 5.838E+02, 2.943E+02, 2.228E+02, 8.335E+01, 3.556E+01, 3.165E+01, 4.349E+02, 3.865E+02, 3.443E+02, 2.017E+02, 6.867E+01, 3.684E+01, 8.770E+02, 6.662E+02, 6.981E+02, 5.690E+02, 4.141E+02, 5.305E+02, 1.380E+01, 5.771E+00, 2.532E+00, 1.198E+01, 7.837E-02, 4.367E-02, 3.098E-02, 1.660E-01,-5.845E-01, 2.374E-01, 2.206E-01, 1.659E-01, 2.201E-01, 1.327E+00, 5.692E-02, 3.364E-02, 2.294E-02, 1.096E-01,-3.578E-01, 2.371E-01, 2.222E-01, 1.660E-01,-1.591E-01,-1.097E+00, 2.871E-02,-9.548E-03,-2.349E-02, 1.180E-01,-1.192E-01
 2.100E+02, 5.399E+02, 2.887E+02, 2.153E+02, 8.649E+01, 3.616E+01, 3.172E+01, 4.452E+02, 3.850E+02, 3.368E+02, 1.789E+02, 6.497E+01, 3.767E+01, 8.841E+02, 6.652E+02, 7.204E+02, 6.018E+02, 4.371E+02, 5.711E+02, 1.355E+01, 5.959E+00, 2.604E+00, 1.239E+01, 8.563E-03, 3.304E-02, 6.277E-02, 1.794E-01,-5.278E-01, 2.426E-01, 2.201E-01, 1.617E-01, 2.091E-01, 1.298E+00, 1.525E-02, 2.106E-02, 4.393E-02, 1.185E-01,-3.041E-01, 2.445E-01, 2.214E-01, 1.554E-01,-1.639E-01,-1.072E+00, 4.021E-02, 3.904E-03,-3.452E-02, 1.104E-01,-1.369E-01
 2.200E+02, 5.286E+02, 2.905E+02, 2.344E+02, 9.735E+01, 3.854E+01, 3.173E+01, 4.409E+02, 3.824E+02, 3.420E+02, 2.282E+02, 7.838E+01, 3.866E+01, 8.694E+02, 6.373E+02, 7.051E+02, 5.893E+02, 4.504E+02, 5.431E+02, 1.290E+01, 5.942E+00, 2.557E+00, 1.257E+01, 3.487E-02, 5.173E-02, 2.803E-02, 1.025E-01,-4.655E-01, 2.426E-01, 2.188E-01, 1.718E-01, 1.985E-01, 1.328E+00, 3.276E-02, 3.783E-02, 2.368E-02, 8.016E-02,-2.703E-01, 2.451E-01, 2.211E-01, 1.725E-01,-1.745E-01,-1.095E+00, 3.341E-02,-5.575E-03,-1.159E-02, 1.682E-01,-1.287E-01
 2.300E+02, 5.223E+02, 3.008E+02, 2.316E+02, 9.302E+01, 3.790E+01, 3.121E+01, 4.287E+02, 3.724E+02, 3.284E+02, 2.145E+02, 7.515E+01, 3.926E+01, 8.650E+02, 6.233E+02, 6.956E+02, 5.775E+02, 4.115E+02, 5.420E+02, 1.323E+01, 5.799E+00, 2.579E+00, 1.259E+01, 2.735E-02, 2.549E-02, 3.893E-02, 1.338E-01,-5.213E-01, 2.456E-01, 2.192E-01, 1.638E-01, 2.313E-01, 1.348E+00, 2.765E-02, 1.984E-02, 2.915E-02, 8.050E-02,-3.040E-01, 2.469E-01, 2.222E-01, 1.622E-01,-1.852E-01,-1.105E+00, 3.361E-02, 4.672E-03,-1.849E-02, 1.347E-01,-1.704E-01
 2.400E+02, 5.216E+02, 2.640E+02, 1.961E+02, 7.800E+01, 3.527E+01, 3.190E+01, 4.456E+02, 3.706E+02, 3.329E+02, 1.885E+02, 6.680E+01, 3.872E+01, 9.460E+02, 6.549E+02, 7.608E+02, 6.324E+02, 5.018E+02, 5.918E+02, 1.268E+01, 6.370E+00, 2.664E+00, 1.222E+01, 2.897E-02,-5.211E-03, 3.864E-03, 1.708E-01,-4.647E-01, 2.481E-01, 2.219E-01, 1.638E-01, 2.430E-01, 1.309E+00, 3.012E-02,-2.228E-04, 4.526E-03, 1.079E-01,-2.647E-01, 2.489E-01, 2.251E-01, 1.613E-01,-1.938E-01,-1.074E+00, 4.186E-02, 1.069E-02,-1.604E-02, 1.022E-01,-1.060E-01
 2.500E+02, 5.671E+02, 2.740E+02, 2.028E+02, 7.835E+01, 3.513E+01, 3.219E+01, 4.464E+02, 3.850E+02, 3.460E+02, 1.865E+02, 6.110E+01, 3.917E+01, 8.644E+02, 6.605E+02, 6.981E+02, 5.662E+02, 4.117E+02, 5.676E+02, 1.407E+01, 5.796E+00, 2.684E+00, 1.216E+01, 7.276E-02, 1.455E-02, 6.898E-04, 1.904E-01,-4.804E-01, 2.457E-01, 2.239E-01, 1.639E-01, 2.198E-01, 1.335E+00, 5.575E-02, 1.196E-02, 5.415E-03, 1.176E-01,-2.946E-01, 2.454E-01, 2.239E-01, 1.662E-01,-1.794E-01,-1.126E+00, 2.375E-02, 2.486E-02,-1.052E-02, 9.109E-02,-1.345E-01
 2.600E+02, 6.004E+02, 2.753E+02, 1.922E+02, 6.763E+01, 3.542E+01, 3.233E+01, 4.403E+02, 3.782E+02, 3.363E+02, 1.960E+02, 6.462E+01, 3.926E+01, 8.562E+02, 6.408E+02, 6.900E+02, 6.085E+02, 4.467E+02, 5.361E+02, 1.379E+01, 6.052E+00, 2.730E+00, 1.257E+01, 5.809E-02, 3.424E-02, 2.025E-03, 1.369E-01,-5.237E-01, 2.483E-01, 2.341E-01, 1.656E-01, 2.064E-01, 1.326E+00, 4.473E-02, 2.805E-02, 3.626E-03, 9.439E-02,-3.375E-01, 2.462E-01, 2.335E-01, 1.692E-01,-1.380E-01,-1.103E+00, 4.389E-02, 2.069E-02,-4.501E-03, 1.065E-01,-9.586E-02
 2.700E+02, 5.586E+02, 2.779E+02, 1.971E+02, 7.916E+01, 3.666E+01, 3.182E+01, 4.450E+02, 3.650E+02, 3.289E+02, 1.966E+02, 6.709E+01, 4.092E+01, 8.560E+02, 6.427E+02, 7.242E+02, 5.929E+02, 4.447E+02, 5.772E+02, 1.333E+01, 6.165E+00, 2.734E+00, 1.262E+01, 5.756E-03, 8.915E-03,-6.764E-02, 1.728E-01,-5.290E-01, 2.495E-01, 2.318E-01, 1.757E-01, 2.474E-01, 1.340E+00, 1.307E-02, 1.177E-02,-3.932E-02, 1.133E-01,-3.069E-01, 2.501E-01, 2.328E-01, 1.741E-01,-2.007E-01,-1.106E+00, 4.322E-02, 2.438E-02,-1.535E-02, 1.033E-01,-1.216E-01
 2.800E+02, 5.555E+02, 2.748E+02, 2.198E+02, 9.822E+01, 3.689E+01, 3.246E+01, 4.527E+02, 3.877E+02, 3.440E+02, 2.064E+02, 5.994E+01, 3.879E+01, 8.872E+02, 6.286E+02, 7.477E+02, 6.061E+02, 5.063E+02, 6.407E+02, 1.271E+01, 6.349E+00, 2.759E+00, 1.301E+01, 3.925E-02, 4.368E-02,-1.514E-03, 8.952E-02,-5.287E-01, 2.431E-01, 2.182E-01, 1.685E-01, 2.264E-01, 1.329E+00, 3.666E-02, 3.294E-02, 5.282E-03, 6.820E-02,-3.121E-01, 2.477E-01, 2.211E-01, 1.679E-01,-1.964E-01,-1.101E+00, 1.899E-02, 4.803E-03,-1.324E-02, 1.255E-01,-1.583E-01
 2.900E+02, 5.447E+02, 2.356E+02, 1.776E+02, 6.916E+01, 3.565E+01, 3.304E+01, 4.570E+02, 3.886E+02, 3.439E+02, 1.763E+02, 5.973E+01, 4.084E+01, 9.809E+02, 6.117E+02, 8.041E+02, 6.310E+02, 5.301E+02, 5.777E+02, 1.216E+01, 6.853E+00, 2.833E+00, 1.271E+01,-2.867E-02, 8.239E-03, 3.088E-02, 1.801E-01,-5.403E-01, 2.472E-01, 2.241E-01, 1.646E-01, 2.235E-01, 1.322E+00,-6.626E-03, 1.046E-02, 2.518E-02, 1.055E-01,-3.085E-01, 2.509E-01, 2.289E-01, 1.649E-01,-1.856E-01,-1.083E+00, 2.621E-02, 1.223E-02,-8.261E-03, 1.084E-01,-1.584E-01
 3.000E+02, 5.706E+02, 2.575E+02, 1.926E+02, 6.601E+01, 3.642E+01, 3.335E+01, 4.506E+02, 3.884E+02, 3.536E+02, 2.025E+02, 6.684E+01, 4.080E+01, 9.095E+02, 6.477E+02, 7.465E+02, 6.130E+02, 4.706E+02, 6.083E+02, 1.440E+01, 6.424E+00, 2.831E+00, 1.253E+01,-4.150E-02, 1.605E-02, 5.211E-02, 1.437E-01,-5.145E-01, 2.565E-01, 2.383E-01, 1.692E-01, 2.134E-01, 1.308E+00,-1.589E-02, 1.558E-02, 3.287E-02, 7.774E-02,-3.130E-01, 2.518E-01, 2.389E-01, 1.675E-01,-1.474E-01,-1.096E+00, 5.519E-02, 4.048E-02,-1.210E-02, 9.036E-02,-4.879E-02
 3.100E+02, 9.138E+02, 4.064E+02, 3.055E+02, 1.163E+02, 4.393E+01, 3.426E+01, 6.131E+02, 5.285E+02, 4.706E+02, 2.848E+02, 9.150E+01, 4.267E+01, 1.169E+03, 8.906E+02, 1.037E+03, 8.711E+02, 6.741E+02, 8.312E+02, 2.635E+01, 1.301E+01, 5.376E+00, 1.521E+01,-6.560E-02, 1.650E-02, 5.468E-02, 1.380E-01,-4.751E-01, 2.612E-01, 2.392E-01, 1.539E-01, 3.127E-01, 1.671E+00,-3.497E-02, 1.383E-02, 3.466E-02, 9.002E-02,-2.904E-01, 2.615E-01, 2.397E-01, 1.484E-01,-2.564E-01,-1.416E+00, 4.061E-02, 1.091E-02,-6.174E-03, 1.298E-01,-1.781E-01
 3.200E+02, 9.033E+02, 4.656E+02, 3.488E+02, 1.100E+02, 4.300E+01, 3.690E+01, 6.322E+02, 5.314E+02, 4.911E+02, 3.297E+02, 1.101E+02, 4.602E+01, 1.249E+03, 8.405E+02, 1.107E+03, 8.996E+02, 7.527E+02, 8.897E+02, 2.490E+01, 1.510E+01, 6.030E+00, 1.675E+01,-4.207E-02,-2.973E-02, 5.531E-02, 1.509E-01,-3.246E-01, 2.814E-01, 2.574E-01, 1.582E-01, 3.235E-01, 1.681E+00,-1.959E-02,-1.707E-02, 3.759E-02, 8.993E-02,-1.746E-01, 2.765E-01, 2.593E-01, 1.571E-01,-2.742E-01,-1.448E+00, 6.503E-02, 2.094E-02,-6.038E-03, 1.534E-01,-9.325E-02
