s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_FRP,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-2.812E-03, 1.127E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.812E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.518E+02, 0.000E+00,-7.032E+01,-2.475E+01,-1.693E+01, 7.301E-01, 0.000E+00, 0.000E+00, 4.017E+01, 4.051E+01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 1.584E+02, 0.000E+00,-8.796E+01,-5.069E+01,-2.061E+01, 7.687E-01, 0.000E+00, 0.000E+00,-3.195E-01,-9.697E-02, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 1.575E+02, 0.000E+00,-8.895E+01,-4.860E+01,-2.014E+01, 7.445E-01, 0.000E+00, 0.000E+00, 2.911E-01, 5.130E-01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 1.581E+02, 0.000E+00,-8.938E+01,-4.924E+01,-1.929E+01, 7.455E-01, 0.000E+00, 0.000E+00, 6.815E-01, 8.945E-01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 1.588E+02, 0.000E+00,-8.900E+01,-5.184E+01,-1.910E+01, 7.293E-01, 0.000E+00, 0.000E+00,-5.690E-01,-3.984E-01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 1.591E+02, 0.000E+00,-8.916E+01,-5.126E+01,-1.864E+01, 7.427E-01, 0.000E+00, 0.000E+00, 6.444E-01, 8.101E-01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+01, 1.611E+02, 0.000E+00,-8.985E+01,-5.295E+01,-1.813E+01, 7.363E-01, 0.000E+00, 0.000E+00, 6.970E-01, 9.106E-01, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 1.568E+02, 0.000E+00,-8.784E+01,-5.338E+01,-1.762E+01, 7.541E-01, 0.000E+00, 0.000E+00,-1.520E+00,-1.280E+00, 0.000E+00, 3.444E-03, 0.000E+00, 0.000E+00, 0.000E+00
