s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 1.500E+02, 3.767E+02, 1.686E+02, 1.288E+02, 5.835E+01, 3.366E+01, 2.983E+01, 3.704E+02, 3.100E+02, 2.685E+02, 1.368E+02, 5.478E+01, 3.386E+01, 7.705E+02, 5.016E+02, 5.739E+02, 4.793E+02, 4.050E+02, 5.436E+02, 6.416E+00, 4.151E+00, 1.573E+00, 1.198E+01, 2.211E-01, 2.116E-01, 1.740E-01, 9.460E-02, 1.013E+00, 1.585E-02, 1.482E-02,-5.043E-02, 1.362E-02,-3.159E-01, 2.216E-01, 1.956E-01, 1.575E-01, 5.212E-03,-7.423E-01,-2.221E-02,-8.310E-02,-5.332E-02, 4.036E-02, 5.889E-02, 4.458E-01,-7.372E-03
 1.600E+02, 4.030E+02, 1.832E+02, 1.285E+02, 4.932E+01, 3.231E+01, 3.025E+01, 3.767E+02, 3.019E+02, 2.516E+02, 1.260E+02, 4.835E+01, 3.546E+01, 7.591E+02, 5.242E+02, 5.750E+02, 4.890E+02, 5.188E+02, 6.121E+02, 7.211E+00, 4.254E+00, 1.621E+00, 1.225E+01, 2.305E-01, 2.123E-01, 1.741E-01, 1.275E-01, 9.877E-01, 3.140E-02,-3.541E-02,-4.481E-02,-2.396E-02,-3.371E-01, 2.284E-01, 2.016E-01, 1.613E-01,-3.678E-02,-7.230E-01,-1.602E-02,-5.776E-02,-3.900E-02, 2.746E-02, 1.780E-02, 3.931E-01,-7.557E-02
 1.700E+02, 4.014E+02, 1.733E+02, 1.285E+02, 6.306E+01, 3.299E+01, 2.993E+01, 3.662E+02, 3.191E+02, 2.845E+02, 1.613E+02, 5.944E+01, 3.613E+01, 7.058E+02, 5.048E+02, 5.402E+02, 4.653E+02, 4.906E+02, 5.711E+02, 7.095E+00, 4.048E+00, 1.615E+00, 1.219E+01, 2.329E-01, 2.167E-01, 1.837E-01, 1.675E-01, 9.524E-01, 2.606E-02,-3.172E-02,-4.743E-02, 8.552E-03,-3.332E-01, 2.342E-01, 2.111E-01, 1.695E-01,-7.992E-02,-7.238E-01,-1.065E-02,-3.726E-02,-5.447E-02, 7.071E-02, 8.587E-02, 4.295E-01,-3.695E-02
 1.800E+02, 4.055E+02, 2.034E+02, 1.571E+02, 6.644E+01, 3.242E+01, 2.931E+01, 3.694E+02, 3.093E+02, 2.663E+02, 1.368E+02, 5.055E+01, 3.734E+01, 7.302E+02, 5.007E+02, 5.543E+02, 4.704E+02, 4.430E+02, 5.324E+02, 7.783E+00, 4.039E+00, 1.630E+00, 1.235E+01, 2.239E-01, 2.072E-01, 1.849E-01, 1.366E-01, 1.005E+00, 3.777E-03, 4.667E-02,-5.090E-02, 1.595E-02,-2.880E-01, 2.269E-01, 2.015E-01, 1.747E-01,-2.499E-03,-7.627E-01,-2.653E-02,-4.533E-02,-2.367E-02, 3.490E-02,-3.712E-02, 4.517E-01,-4.791E-02
 1.900E+02, 3.925E+02, 1.871E+02, 1.297E+02, 4.840E+01, 3.182E+01, 3.007E+01, 3.639E+02, 3.115E+02, 2.746E+02, 1.397E+02, 5.268E+01, 3.521E+01, 7.336E+02, 5.048E+02, 5.492E+02, 4.594E+02, 4.974E+02, 5.636E+02, 8.188E+00, 4.083E+00, 1.635E+00, 1.246E+01, 2.209E-01, 2.016E-01, 1.605E-01, 1.156E-01, 1.005E+00,-1.201E-02, 1.955E-03, 3.471E-02, 4.453E-02,-3.021E-01, 2.203E-01, 1.995E-01, 1.487E-01,-3.099E-02,-7.479E-01,-3.463E-02,-4.319E-02,-4.555E-02, 4.172E-02, 1.752E-02, 4.524E-01,-1.979E-02
 2.000E+02, 3.774E+02, 1.808E+02, 1.374E+02, 6.316E+01, 3.493E+01, 3.018E+01, 3.786E+02, 3.087E+02, 2.683E+02, 1.477E+02, 5.258E+01, 3.561E+01, 7.702E+02, 5.026E+02, 5.750E+02, 4.966E+02, 4.565E+02, 6.376E+02, 7.225E+00, 4.219E+00, 1.686E+00, 1.235E+01, 2.256E-01, 2.085E-01, 1.683E-01, 1.544E-01, 9.494E-01, 7.177E-03,-5.690E-02, 2.612E-03, 7.245E-02,-3.388E-01, 2.265E-01, 1.971E-01, 1.581E-01,-3.742E-02,-6.818E-01,-3.912E-02,-4.339E-02,-5.202E-02, 7.830E-02, 1.274E-01, 4.259E-01,-2.128E-02
 2.100E+02, 3.812E+02, 2.252E+02, 1.749E+02, 7.524E+01, 3.789E+01, 3.011E+01, 3.705E+02, 3.127E+02, 2.699E+02, 1.505E+02, 5.435E+01, 3.685E+01, 6.977E+02, 5.047E+02, 5.285E+02, 4.617E+02, 4.917E+02, 5.756E+02, 7.791E+00, 4.019E+00, 1.673E+00, 1.261E+01, 2.285E-01, 2.133E-01, 1.726E-01, 1.406E-01, 9.974E-01,-2.969E-03,-4.298E-02, 4.368E-03, 4.364E-02,-2.881E-01, 2.309E-01, 2.087E-01, 1.686E-01,-5.183E-02,-7.493E-01,-3.146E-02,-2.881E-02,-3.211E-02, 4.548E-02,-4.041E-02, 4.142E-01,-1.955E-02
 2.200E+02, 3.979E+02, 1.850E+02, 1.366E+02, 5.166E+01, 3.263E+01, 3.040E+01, 3.703E+02, 3.294E+02, 2.984E+02, 1.807E+02, 6.292E+01, 3.743E+01, 7.589E+02, 4.838E+02, 5.832E+02, 4.733E+02, 5.553E+02, 6.050E+02, 7.263E+00, 4.264E+00, 1.701E+00, 1.307E+01, 2.351E-01, 2.150E-01, 1.807E-01, 1.409E-01, 1.022E+00, 2.127E-02,-3.667E-02,-3.865E-02, 3.300E-02,-3.437E-01, 2.377E-01, 2.164E-01, 1.767E-01,-4.005E-02,-7.408E-01,-2.095E-02,-7.839E-03,-3.878E-02, 8.769E-02, 3.911E-03, 4.454E-01,-1.252E-02
 2.300E+02, 3.971E+02, 1.803E+02, 1.321E+02, 5.081E+01, 3.219E+01, 2.978E+01, 3.681E+02, 3.163E+02, 2.811E+02, 1.674E+02, 6.389E+01, 3.728E+01, 7.509E+02, 4.877E+02, 5.820E+02, 4.692E+02, 4.685E+02, 5.496E+02, 8.504E+00, 4.198E+00, 1.711E+00, 1.283E+01, 2.406E-01, 2.305E-01, 1.917E-01, 1.336E-01, 9.763E-01, 3.947E-02,-7.518E-02,-7.159E-02, 5.766E-02,-3.413E-01, 2.353E-01, 2.169E-01, 1.741E-01,-6.208E-02,-7.138E-01,-3.236E-02,-3.830E-02,-4.170E-02, 7.742E-02, 8.867E-02, 4.741E-01,-4.585E-02
 2.400E+02, 3.821E+02, 1.599E+02, 1.043E+02, 4.624E+01, 3.248E+01, 3.064E+01, 3.874E+02, 3.250E+02, 2.772E+02, 1.305E+02, 4.379E+01, 3.639E+01, 7.608E+02, 5.092E+02, 5.924E+02, 5.072E+02, 5.355E+02, 5.931E+02, 7.217E+00, 4.544E+00, 1.774E+00, 1.316E+01, 2.452E-01, 2.315E-01, 2.026E-01, 1.521E-01, 9.831E-01, 8.370E-02,-3.165E-02,-9.877E-02, 3.952E-02,-3.864E-01, 2.275E-01, 2.108E-01, 1.684E-01,-8.069E-02,-7.141E-01,-3.882E-02,-9.437E-02,-4.133E-02, 7.631E-02, 7.497E-02, 4.078E-01,-8.286E-02
 2.500E+02, 4.037E+02, 2.075E+02, 1.537E+02, 6.180E+01, 3.213E+01, 3.003E+01, 3.804E+02, 3.242E+02, 2.792E+02, 1.393E+02, 4.996E+01, 3.513E+01, 7.385E+02, 5.429E+02, 5.467E+02, 4.779E+02, 4.594E+02, 5.462E+02, 8.326E+00, 4.278E+00, 1.782E+00, 1.205E+01, 2.335E-01, 2.480E-01, 1.988E-01, 1.679E-01, 1.028E+00, 5.292E-02, 8.979E-02,-9.095E-02, 6.111E-02,-3.275E-01, 2.273E-01, 2.237E-01, 1.604E-01,-1.114E-01,-7.662E-01,-1.854E-02,-6.701E-02,-6.415E-02, 7.833E-02,-3.243E-02, 4.303E-01,-1.015E-01
 2.600E+02, 4.221E+02, 1.920E+02, 1.279E+02, 4.409E+01, 3.146E+01, 2.992E+01, 3.841E+02, 3.099E+02, 2.611E+02, 1.102E+02, 4.472E+01, 3.488E+01, 7.710E+02, 5.446E+02, 5.875E+02, 5.006E+02, 3.986E+02, 4.679E+02, 8.524E+00, 4.503E+00, 1.837E+00, 1.126E+01, 2.210E-01, 2.103E-01, 1.761E-01, 1.080E-01, 1.004E+00, 3.050E-03, 5.072E-02, 7.510E-03, 3.013E-02,-3.736E-01, 2.206E-01, 1.986E-01, 1.453E-01,-6.930E-02,-7.300E-01,-3.021E-02,-5.531E-02,-8.128E-02, 4.285E-02, 4.428E-02, 4.285E-01,-4.954E-02
 2.700E+02, 4.103E+02, 1.745E+02, 1.315E+02, 5.469E+01, 3.289E+01, 2.995E+01, 3.756E+02, 3.235E+02, 2.736E+02, 1.461E+02, 5.189E+01, 3.586E+01, 7.742E+02, 4.913E+02, 5.985E+02, 4.885E+02, 4.229E+02, 5.190E+02, 7.747E+00, 4.300E+00, 1.826E+00, 1.240E+01, 2.304E-01, 2.141E-01, 1.705E-01, 1.586E-01, 9.694E-01,-3.126E-02, 2.096E-02, 3.306E-02, 8.497E-02,-3.536E-01, 2.309E-01, 2.030E-01, 1.548E-01,-7.626E-02,-6.975E-01,-9.651E-03,-6.381E-02,-5.903E-02, 6.129E-02, 8.084E-02, 4.377E-01,-3.958E-02
 2.800E+02, 3.604E+02, 1.909E+02, 1.475E+02, 5.741E+01, 3.334E+01, 3.056E+01, 3.792E+02, 3.278E+02, 2.894E+02, 1.399E+02, 5.280E+01, 3.797E+01, 7.964E+02, 4.743E+02, 5.896E+02, 4.999E+02, 4.518E+02, 5.561E+02, 7.085E+00, 4.433E+00, 1.832E+00, 1.262E+01, 2.359E-01, 2.124E-01, 1.680E-01, 1.025E-01, 1.006E+00, 1.039E-03,-3.311E-02, 7.366E-03, 5.442E-04,-3.311E-01, 2.347E-01, 2.017E-01, 1.602E-01,-4.972E-02,-7.341E-01,-2.977E-02,-5.456E-02,-4.603E-02, 4.686E-02,-3.282E-02, 4.649E-01,-3.942E-02
 2.900E+02, 4.004E+02, 1.884E+02, 1.424E+02, 5.933E+01, 3.437E+01, 2.998E+01, 3.670E+02, 3.161E+02, 2.762E+02, 1.492E+02, 5.351E+01, 3.820E+01, 7.017E+02, 4.879E+02, 5.242E+02, 4.593E+02, 5.261E+02, 5.778E+02, 7.704E+00, 4.040E+00, 1.806E+00, 1.391E+01, 2.404E-01, 2.176E-01, 1.882E-01, 1.286E-01, 1.047E+00, 2.176E-02,-1.599E-02,-5.254E-02, 1.435E-02,-2.728E-01, 2.360E-01, 2.139E-01, 1.717E-01,-6.498E-02,-8.279E-01,-3.490E-02,-3.806E-02,-4.487E-02, 8.411E-02,-5.700E-02, 4.733E-01,-3.238E-02
 3.000E+02, 3.962E+02, 2.024E+02, 1.576E+02, 7.378E+01, 4.013E+01, 3.135E+01, 3.837E+02, 3.051E+02, 2.570E+02, 1.145E+02, 4.504E+01, 3.642E+01, 7.456E+02, 5.284E+02, 5.847E+02, 5.024E+02, 4.428E+02, 5.389E+02, 8.173E+00, 4.395E+00, 1.862E+00, 1.196E+01, 2.424E-01, 2.258E-01, 1.836E-01, 9.752E-02, 1.048E+00, 2.988E-02,-1.297E-02,-3.575E-02, 2.160E-02,-2.747E-01, 2.392E-01, 2.080E-01, 1.632E-01,-3.635E-02,-8.052E-01,-3.189E-02,-9.051E-02,-7.617E-02, 5.231E-02,-1.413E-01, 4.691E-01,-4.258E-02
 3.100E+02, 6.353E+02, 3.266E+02, 2.588E+02, 9.866E+01, 3.641E+01, 3.171E+01, 5.843E+02, 4.845E+02, 4.356E+02, 2.326E+02, 6.969E+01, 3.817E+01, 1.164E+03, 7.811E+02, 1.043E+03, 8.350E+02, 7.256E+02, 8.510E+02, 1.498E+01, 1.194E+01, 4.164E+00, 1.656E+01, 2.504E-01, 2.278E-01, 1.893E-01, 2.015E-01, 1.289E+00,-3.382E-03,-2.665E-03,-6.499E-02, 1.133E-01,-3.058E-01, 2.506E-01, 2.247E-01, 1.669E-01,-1.493E-01,-1.007E+00,-3.842E-02,-4.372E-02,-5.108E-02, 8.933E-02,-2.670E-02, 6.349E-01, 2.950E-02
 3.200E+02, 7.859E+02, 3.697E+02, 2.562E+02, 8.187E+01, 3.690E+01, 3.354E+01, 6.144E+02, 5.279E+02, 4.646E+02, 2.318E+02, 6.917E+01, 4.158E+01, 1.196E+03, 8.178E+02, 1.091E+03, 8.630E+02, 6.597E+02, 7.985E+02, 1.892E+01, 1.372E+01, 4.734E+00, 1.533E+01, 2.802E-01, 2.603E-01, 2.137E-01, 2.174E-01, 1.408E+00, 7.283E-02,-5.784E-03,-8.527E-02, 1.364E-01,-2.463E-01, 2.742E-01, 2.477E-01, 1.850E-01,-1.485E-01,-1.166E+00,-3.145E-02,-7.145E-02,-5.187E-02, 8.631E-02,-1.085E-01, 6.924E-01, 1.378E-02
 3.300E+02, 9.577E+02, 3.459E+02, 1.964E+02, 4.825E+01, 3.607E+01, 3.350E+01, 6.249E+02, 5.331E+02, 4.684E+02, 2.357E+02, 7.144E+01, 4.226E+01, 1.186E+03, 8.976E+02, 1.083E+03, 9.010E+02, 5.449E+02, 7.083E+02, 2.685E+01, 1.314E+01, 4.989E+00, 1.362E+01, 2.824E-01, 2.555E-01, 2.004E-01, 1.983E-01, 1.422E+00, 3.653E-02, 5.419E-02,-2.186E-02, 1.045E-01,-2.794E-01, 2.807E-01, 2.375E-01, 1.731E-01,-1.090E-01,-1.189E+00,-4.096E-02,-6.856E-02,-6.159E-02, 6.180E-02,-9.127E-02, 5.995E-01,-7.455E-03
 3.400E+02, 8.529E+02, 3.822E+02, 2.378E+02, 6.101E+01, 3.759E+01, 3.419E+01, 6.294E+02, 5.468E+02, 4.726E+02, 2.290E+02, 7.284E+01, 4.599E+01, 1.219E+03, 8.443E+02, 1.093E+03, 8.890E+02, 6.198E+02, 7.538E+02, 2.308E+01, 1.373E+01, 5.095E+00, 1.501E+01, 2.783E-01, 2.503E-01, 1.910E-01, 2.077E-01, 1.469E+00,-7.135E-03, 4.359E-02, 1.774E-02, 1.420E-01,-2.353E-01, 2.827E-01, 2.317E-01, 1.756E-01,-8.999E-02,-1.209E+00,-3.164E-02,-8.918E-02,-7.232E-02, 6.844E-02,-1.505E-01, 6.317E-01, 1.698E-02
 3.500E+02, 9.154E+02, 3.042E+02, 1.812E+02, 5.707E+01, 3.811E+01, 3.460E+01, 6.069E+02, 5.323E+02, 4.881E+02, 2.525E+02, 7.781E+01, 4.483E+01, 1.200E+03, 7.745E+02, 1.101E+03, 8.069E+02, 5.098E+02, 7.846E+02, 2.504E+01, 1.339E+01, 5.065E+00, 1.456E+01, 2.816E-01, 2.519E-01, 1.936E-01, 2.023E-01, 1.490E+00,-1.687E-02, 3.169E-03, 2.843E-02, 8.588E-02,-1.948E-01, 2.819E-01, 2.351E-01, 1.858E-01,-1.809E-01,-1.257E+00,-4.119E-02,-8.691E-02,-4.713E-02, 1.040E-01,-1.281E-01, 6.958E-01,-4.648E-03
