s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,NE-Corner-Temp-01,NE-Corner-Temp-02,NE-Corner-Temp-03,NE-Corner-Temp-04,NE-Corner-Temp-05,NE-Corner-Temp-06,SE-Corner-Temp-01,SE-Corner-Temp-02,SE-Corner-Temp-03,SE-Corner-Temp-04,SE-Corner-Temp-05,SE-Corner-Temp-06,NW-Ceiling-Temp,NE-Ceiling-Temp,SW-Ceiling-Temp,SE-Ceiling-Temp,Burner-Temp-01,Burner-Temp-02,Wall-GHF,CEILING-GHF,FLOOR-GHF,BURNER-GHF,DOOR-VELOCITY-5,DOOR-VELOCITY-4,DOOR-VELOCITY-3,DOOR-VELOCITY-2,DOOR-VELOCITY-1,DOOR-VELOCITY2-5,DOOR-VELOCITY2-4,DOOR-VELOCITY2-3,DOOR-VELOCITY2-2,DOOR-VELOCITY2-1,DOOR-U-VELOCITY-5,DOOR-U-VELOCITY-4,DOOR-U-VELOCITY-3,DOOR-U-VELOCITY-2,DOOR-U-VELOCITY-1,DOOR-V-VELOCITY-5,DOOR-V-VELOCITY-4,DOOR-V-VELOCITY-3,DOOR-V-VELOCITY-2,DOOR-V-VELOCITY-1,DOOR-W-VELOCITY-5,DOOR-W-VELOCITY-4,DOOR-W-VELOCITY-3,DOOR-W-VELOCITY-2,DOOR-W-VELOCITY-1
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-1.973E-04,-2.380E-04,-3.683E-04,-4.112E-04, 1.782E-03,-8.853E-03,-9.166E-03,-3.273E-03, 1.833E-03, 1.211E-03, 6.078E-03, 1.095E-02, 7.942E-03, 7.156E-03, 4.510E-03,-2.129E-03,-3.299E-03,-1.321E-03, 4.808E-03,-1.147E-03,-3.401E-03, 1.116E-02,-3.148E-03,-1.318E-03,-5.483E-03,-5.898E-03,-5.984E-03,-1.340E-03,-9.034E-03
 1.000E+01, 5.884E+02, 3.005E+02, 2.515E+02, 1.518E+02, 6.818E+01, 3.455E+01, 4.061E+02, 3.390E+02, 2.969E+02, 2.237E+02, 1.180E+02, 3.275E+01, 9.282E+02, 9.000E+02, 7.277E+02, 7.149E+02, 7.328E+02, 9.203E+02, 4.650E+01, 2.038E+01, 6.413E+00, 2.234E+01,-5.403E-02,-8.982E-02,-7.996E-02,-2.439E-01,-2.128E-01, 5.675E-01, 5.895E-01, 6.556E-01, 1.051E+00, 2.611E+00, 1.401E-02,-2.175E-02,-3.061E-02,-1.029E-01,-6.882E-02,-1.789E-01,-2.236E-01,-3.460E-01,-7.179E-01,-2.200E+00, 3.269E-02, 4.551E-02, 8.304E-02, 2.435E-01,-1.371E-01
 2.000E+01, 6.986E+02, 6.048E+02, 5.475E+02, 3.603E+02, 1.091E+02, 4.604E+01, 5.291E+02, 4.923E+02, 4.866E+02, 4.287E+02, 2.067E+02, 4.897E+01, 1.013E+03, 9.157E+02, 7.424E+02, 7.455E+02, 4.352E+02, 9.760E+02, 5.753E+01, 2.297E+01, 8.306E+00, 2.228E+01, 9.404E-02, 1.611E-01,-1.079E-03,-2.284E-01,-5.104E-01, 6.352E-01, 5.627E-01, 3.554E-01, 1.434E+00, 3.460E+00, 1.065E-01, 1.441E-01, 3.181E-02, 7.168E-03,-3.313E-01, 6.702E-01, 5.713E-01, 3.502E-01,-9.073E-01,-2.959E+00, 7.972E-02,-5.189E-02, 1.611E-02, 5.616E-01, 4.724E-01
 3.000E+01, 6.907E+02, 5.464E+02, 5.020E+02, 3.414E+02, 1.245E+02, 4.297E+01, 5.037E+02, 4.649E+02, 4.535E+02, 4.048E+02, 2.492E+02, 6.085E+01, 9.516E+02, 9.408E+02, 7.157E+02, 7.445E+02, 3.177E+02, 8.617E+02, 5.315E+01, 2.151E+01, 8.248E+00, 2.253E+01,-9.681E-02,-3.703E-02, 1.103E-01,-3.121E-01,-3.734E-01, 7.469E-01, 6.300E-01, 3.857E-01, 1.579E+00, 3.218E+00,-1.817E-02, 1.410E-02, 8.604E-02,-5.522E-03,-2.659E-01, 7.959E-01, 6.671E-01, 4.001E-01,-8.970E-01,-2.770E+00, 4.199E-02,-1.181E-02,-2.401E-02, 3.874E-01, 6.609E-01
 4.000E+01, 7.370E+02, 5.909E+02, 5.410E+02, 4.137E+02, 2.017E+02, 4.603E+01, 5.014E+02, 4.742E+02, 4.712E+02, 4.593E+02, 3.463E+02, 6.809E+01, 9.783E+02, 9.403E+02, 7.307E+02, 7.310E+02, 3.371E+02, 9.254E+02, 5.849E+01, 2.183E+01, 9.529E+00, 2.471E+01,-1.147E-01, 2.509E-02, 4.507E-02,-6.131E-01,-3.929E-01, 7.801E-01, 6.622E-01, 3.526E-01, 1.871E+00, 3.417E+00,-2.804E-02, 6.295E-02, 5.801E-02,-1.870E-01,-2.158E-01, 8.248E-01, 6.903E-01, 2.799E-01,-1.061E+00,-2.923E+00, 1.651E-02,-5.365E-02, 2.159E-02, 5.872E-01, 6.127E-01
 5.000E+01, 6.893E+02, 7.078E+02, 6.850E+02, 4.426E+02, 1.535E+02, 5.196E+01, 5.134E+02, 4.860E+02, 4.799E+02, 4.569E+02, 3.294E+02, 7.474E+01, 9.982E+02, 9.395E+02, 7.140E+02, 7.343E+02, 2.313E+02, 9.913E+02, 6.340E+01, 2.273E+01, 1.043E+01, 2.317E+01,-1.347E-01,-1.762E-03,-6.628E-04,-4.575E-01,-5.258E-01, 8.476E-01, 7.288E-01, 3.978E-01, 1.855E+00, 3.518E+00,-4.061E-02, 4.662E-02, 3.483E-03,-2.351E-01,-3.155E-01, 9.009E-01, 7.687E-01, 3.164E-01,-9.736E-01,-2.988E+00, 3.209E-02,-3.474E-02, 3.674E-02, 5.339E-01, 2.433E-01
 6.000E+01, 7.314E+02, 6.509E+02, 6.186E+02, 3.908E+02, 1.733E+02, 5.384E+01, 5.136E+02, 4.959E+02, 4.942E+02, 4.794E+02, 3.336E+02, 7.277E+01, 9.915E+02, 9.577E+02, 7.481E+02, 7.289E+02, 6.095E+02, 9.426E+02, 6.534E+01, 2.160E+01, 1.034E+01, 3.171E+01,-3.474E-02,-2.799E-02,-3.426E-02,-2.734E-01,-6.329E-01, 8.288E-01, 6.894E-01, 4.028E-01, 1.796E+00, 3.458E+00, 2.840E-02, 2.339E-02,-2.600E-02, 1.274E-01,-3.693E-01, 8.891E-01, 7.090E-01, 2.627E-01,-9.870E-01,-2.978E+00, 4.007E-02,-5.757E-02,-2.508E-02, 7.059E-01, 3.254E-01
 7.001E+01, 7.035E+02, 6.475E+02, 6.411E+02, 5.128E+02, 2.309E+02, 5.202E+01, 5.172E+02, 4.943E+02, 4.889E+02, 4.743E+02, 4.108E+02, 7.577E+01, 9.994E+02, 9.698E+02, 7.337E+02, 7.529E+02, 5.878E+02, 9.723E+02, 6.361E+01, 2.292E+01, 1.072E+01, 2.822E+01,-7.797E-02,-6.420E-02, 7.791E-02,-1.458E+00, 1.009E-01, 8.628E-01, 7.375E-01, 4.060E-01, 1.819E+00, 3.552E+00, 1.212E-03, 9.065E-03, 6.636E-02,-8.497E-01, 1.783E-01, 9.166E-01, 7.805E-01, 2.966E-01,-9.898E-01,-3.043E+00, 4.010E-02,-3.886E-02,-3.561E-02, 7.009E-01, 3.419E-01
 8.000E+01, 6.808E+02, 5.926E+02, 5.570E+02, 4.443E+02, 2.180E+02, 5.718E+01, 5.166E+02, 4.866E+02, 4.830E+02, 4.777E+02, 3.620E+02, 7.695E+01, 9.570E+02, 9.408E+02, 7.324E+02, 7.191E+02, 5.758E+02, 9.981E+02, 5.839E+01, 2.328E+01, 1.133E+01, 3.091E+01,-1.795E-01,-1.068E-01, 6.323E-02,-5.051E-01,-2.987E-01, 8.742E-01, 7.107E-01, 3.378E-01, 1.799E+00, 3.516E+00,-7.927E-02,-2.528E-02, 6.024E-02,-5.429E-02,-1.567E-01, 9.168E-01, 7.436E-01, 2.779E-01,-1.124E+00,-3.040E+00,-1.120E-02,-9.025E-02,-1.792E-02, 6.778E-01, 6.158E-01
 9.001E+01, 6.890E+02, 6.407E+02, 6.052E+02, 4.157E+02, 1.619E+02, 5.700E+01, 5.139E+02, 4.856E+02, 4.811E+02, 4.746E+02, 4.150E+02, 8.091E+01, 9.891E+02, 9.269E+02, 7.108E+02, 7.418E+02, 4.242E+02, 9.755E+02, 6.662E+01, 2.387E+01, 1.155E+01, 2.795E+01,-4.739E-02,-9.148E-02,-4.711E-02,-1.881E+00, 1.794E-01, 8.836E-01, 7.403E-01, 3.398E-01, 1.994E+00, 3.658E+00, 1.106E-02,-2.154E-02,-2.787E-02,-1.256E+00, 2.478E-01, 9.374E-01, 7.768E-01, 2.462E-01,-1.025E+00,-3.190E+00, 9.140E-02,-3.308E-02, 1.791E-02, 6.391E-01, 2.004E-01
 1.000E+02, 7.177E+02, 6.587E+02, 6.110E+02, 4.166E+02, 1.781E+02, 5.815E+01, 5.193E+02, 5.012E+02, 5.011E+02, 4.905E+02, 3.888E+02, 8.284E+01, 9.819E+02, 9.890E+02, 7.311E+02, 7.420E+02, 4.058E+02, 9.806E+02, 7.195E+01, 2.296E+01, 1.158E+01, 2.677E+01, 2.553E-02, 2.505E-02,-7.532E-02,-1.594E+00,-9.629E-02, 8.924E-01, 7.406E-01, 4.200E-01, 1.928E+00, 3.652E+00, 7.120E-02, 6.947E-02,-5.959E-02,-1.026E+00, 2.592E-02, 9.395E-01, 7.873E-01, 3.183E-01,-1.004E+00,-3.213E+00, 3.206E-02,-2.899E-02,-3.435E-02, 6.845E-01, 5.231E-01
 1.100E+02, 7.213E+02, 7.128E+02, 6.771E+02, 5.044E+02, 1.813E+02, 6.094E+01, 5.259E+02, 4.974E+02, 4.941E+02, 4.826E+02, 3.959E+02, 9.187E+01, 1.043E+03, 9.902E+02, 7.657E+02, 7.649E+02, 2.761E+02, 8.907E+02, 7.675E+01, 2.601E+01, 1.291E+01, 2.660E+01,-1.128E-01,-4.786E-02,-6.081E-02,-1.564E+00,-8.013E-02, 8.944E-01, 7.347E-01, 3.520E-01, 2.085E+00, 3.746E+00,-2.686E-02, 5.933E-03,-4.501E-02,-1.064E+00, 6.884E-02, 9.429E-01, 7.725E-01, 1.652E-01,-1.029E+00,-3.263E+00, 4.520E-02,-2.598E-02, 5.864E-02, 6.555E-01, 4.505E-01
 1.200E+02, 7.477E+02, 7.152E+02, 6.874E+02, 5.646E+02, 2.284E+02, 6.430E+01, 5.465E+02, 5.189E+02, 5.069E+02, 4.881E+02, 3.867E+02, 9.369E+01, 1.035E+03, 9.806E+02, 7.443E+02, 7.777E+02, 2.878E+02, 9.039E+02, 8.247E+01, 2.863E+01, 1.400E+01, 3.081E+01,-1.058E-01,-1.762E-01, 1.117E-01,-9.593E-01,-5.347E-01, 9.417E-01, 7.650E-01, 5.304E-01, 2.028E+00, 3.743E+00,-2.113E-02,-6.608E-02, 1.144E-01,-4.789E-01,-2.584E-01, 9.958E-01, 7.790E-01, 1.256E-01,-1.073E+00,-3.155E+00, 1.326E-01,-1.196E-01, 1.956E-02, 5.833E-01, 2.746E-01
 1.300E+02, 7.126E+02, 7.482E+02, 7.316E+02, 6.225E+02, 2.351E+02, 6.525E+01, 5.461E+02, 5.202E+02, 5.122E+02, 4.905E+02, 4.285E+02, 9.841E+01, 1.032E+03, 1.013E+03, 7.666E+02, 7.801E+02, 3.947E+02, 8.737E+02, 8.593E+01, 2.865E+01, 1.482E+01, 3.083E+01,-8.722E-02,-2.260E-01, 3.792E-02,-1.424E+00,-6.323E-01, 9.297E-01, 7.520E-01, 4.543E-01, 2.169E+00, 3.714E+00,-3.555E-03,-1.094E-01, 6.888E-02,-7.380E-01,-3.893E-01, 9.875E-01, 7.691E-01, 1.488E-01,-1.111E+00,-3.177E+00, 6.897E-02,-1.022E-01, 5.499E-02, 6.549E-01, 3.659E-01
 1.400E+02, 7.350E+02, 7.275E+02, 7.291E+02, 6.760E+02, 2.528E+02, 6.505E+01, 5.500E+02, 5.141E+02, 5.074E+02, 4.858E+02, 4.347E+02, 1.038E+02, 1.001E+03, 1.024E+03, 7.205E+02, 7.743E+02, 6.467E+02, 9.714E+02, 9.063E+01, 3.007E+01, 1.528E+01, 3.480E+01,-5.844E-02,-1.528E-01, 1.310E-01,-1.675E+00,-3.994E-01, 9.676E-01, 8.020E-01, 4.907E-01, 2.141E+00, 3.840E+00, 3.833E-02,-7.694E-02, 8.814E-02,-8.897E-01,-1.887E-01, 1.031E+00, 8.214E-01, 1.901E-01,-1.094E+00,-3.356E+00, 4.858E-02,-3.581E-02, 3.333E-02, 6.707E-01, 2.663E-01
 1.500E+02, 7.220E+02, 7.265E+02, 7.114E+02, 5.797E+02, 2.660E+02, 6.877E+01, 5.395E+02, 5.121E+02, 5.055E+02, 4.891E+02, 4.443E+02, 1.111E+02, 1.016E+03, 9.794E+02, 7.492E+02, 7.633E+02, 5.233E+02, 9.115E+02, 9.254E+01, 3.116E+01, 1.652E+01, 3.664E+01,-5.202E-02,-1.038E-01, 3.204E-02,-2.375E+00, 6.409E-02, 9.680E-01, 7.987E-01, 4.370E-01, 2.507E+00, 3.892E+00, 3.028E-02,-3.815E-02, 1.295E-02,-1.625E+00, 1.487E-01, 1.042E+00, 8.303E-01, 1.056E-01,-1.360E+00,-3.381E+00, 7.051E-02,-5.156E-02, 7.688E-02, 3.483E-01, 3.875E-01
 1.600E+02, 7.376E+02, 7.436E+02, 7.600E+02, 7.236E+02, 3.005E+02, 7.107E+01, 5.413E+02, 5.122E+02, 5.062E+02, 4.964E+02, 4.613E+02, 1.395E+02, 1.019E+03, 1.005E+03, 7.500E+02, 7.889E+02, 6.496E+02, 9.072E+02, 9.597E+01, 3.294E+01, 1.774E+01, 3.921E+01,-6.989E-02,-1.455E-01, 5.562E-02,-2.580E+00, 2.147E-01, 9.880E-01, 7.945E-01, 4.385E-01, 2.555E+00, 4.199E+00, 1.750E-02,-4.881E-02, 1.807E-02,-1.812E+00, 3.509E-01, 1.044E+00, 8.332E-01, 2.609E-02,-1.197E+00,-3.696E+00, 7.441E-02,-1.262E-02, 6.194E-02, 5.120E-01,-9.136E-02
 1.700E+02, 7.442E+02, 7.415E+02, 7.335E+02, 6.576E+02, 3.358E+02, 7.654E+01, 5.479E+02, 5.146E+02, 5.098E+02, 5.032E+02, 4.750E+02, 1.687E+02, 9.975E+02, 1.030E+03, 7.428E+02, 7.792E+02, 3.746E+02, 9.741E+02, 9.980E+01, 3.527E+01, 1.852E+01, 3.765E+01,-7.429E-02,-1.097E-01, 6.389E-02,-2.303E+00, 2.553E-01, 1.045E+00, 8.777E-01, 4.860E-01, 2.411E+00, 4.218E+00, 2.647E-02,-2.576E-02, 3.685E-02,-1.445E+00, 3.646E-01, 1.111E+00, 9.110E-01, 9.390E-02,-1.222E+00,-3.688E+00, 6.927E-02,-3.821E-02, 4.804E-02, 5.556E-01,-5.142E-02
 1.800E+02, 7.411E+02, 7.646E+02, 7.636E+02, 6.902E+02, 3.148E+02, 7.931E+01, 5.512E+02, 5.248E+02, 5.237E+02, 5.149E+02, 4.646E+02, 1.613E+02, 1.007E+03, 1.027E+03, 7.434E+02, 7.943E+02, 3.363E+02, 8.983E+02, 1.082E+02, 3.781E+01, 1.996E+01, 4.142E+01,-2.136E-01,-1.640E-01,-4.611E-02,-2.052E+00, 1.144E-01, 1.011E+00, 7.902E-01, 5.436E-01, 2.587E+00, 4.272E+00,-8.015E-02,-6.383E-02,-9.434E-03,-1.160E+00, 1.932E-01, 1.065E+00, 8.031E-01,-1.338E-01,-1.390E+00,-3.750E+00, 1.231E-02,-1.417E-01, 1.891E-01, 5.813E-01, 3.254E-01
 1.900E+02, 7.675E+02, 7.341E+02, 7.336E+02, 7.623E+02, 6.094E+02, 8.847E+01, 5.871E+02, 5.551E+02, 5.475E+02, 5.303E+02, 4.938E+02, 1.778E+02, 1.033E+03, 1.001E+03, 7.767E+02, 8.049E+02, 3.204E+02, 8.195E+02, 1.050E+02, 4.173E+01, 2.252E+01, 3.699E+01,-2.039E-01,-1.453E-01,-1.270E-01,-1.982E+00,-7.211E-02, 1.063E+00, 8.470E-01, 6.558E-01, 2.642E+00, 4.379E+00,-8.305E-02,-5.207E-02,-2.402E-02,-1.150E+00, 1.992E-01, 1.119E+00, 8.529E-01,-6.411E-02,-1.335E+00,-3.768E+00,-2.864E-02,-1.730E-01, 1.613E-01, 8.364E-01,-1.386E-01
 2.000E+02, 7.535E+02, 7.216E+02, 7.271E+02, 7.333E+02, 6.561E+02, 8.965E+01, 5.819E+02, 5.565E+02, 5.488E+02, 5.307E+02, 5.154E+02, 2.893E+02, 9.727E+02, 9.868E+02, 7.568E+02, 7.857E+02, 2.692E+02, 7.860E+02, 1.035E+02, 4.422E+01, 2.415E+01, 3.911E+01,-1.604E-01,-1.720E-01,-1.408E-01,-2.229E+00, 3.034E-01, 1.116E+00, 8.805E-01, 6.494E-01, 2.911E+00, 4.522E+00,-3.243E-02,-5.760E-02,-1.293E-01,-1.237E+00, 4.192E-01, 1.182E+00, 9.265E-01,-2.808E-01,-1.555E+00,-3.893E+00, 1.223E-02,-5.879E-02, 2.358E-01, 1.002E+00, 7.925E-02
 2.100E+02, 7.497E+02, 7.379E+02, 7.400E+02, 7.739E+02, 7.559E+02, 9.826E+01, 6.009E+02, 5.669E+02, 5.597E+02, 5.487E+02, 5.363E+02, 3.041E+02, 9.508E+02, 9.849E+02, 7.389E+02, 7.854E+02, 3.628E+02, 7.927E+02, 1.042E+02, 4.799E+01, 2.680E+01, 4.642E+01, 1.158E-03,-6.725E-03,-2.147E-01,-1.476E+00, 2.504E-01, 1.109E+00, 8.860E-01, 6.132E-01, 2.987E+00, 4.693E+00, 1.017E-01, 3.739E-02,-9.335E-02,-6.195E-01, 3.753E-01, 1.179E+00, 9.183E-01,-3.568E-02,-1.420E+00,-4.093E+00, 7.177E-02,-2.449E-02, 2.800E-01, 1.225E+00, 8.776E-02
 2.200E+02, 7.658E+02, 7.424E+02, 7.348E+02, 7.404E+02, 6.911E+02, 1.248E+02, 5.987E+02, 5.683E+02, 5.607E+02, 5.490E+02, 5.394E+02, 4.102E+02, 9.611E+02, 9.732E+02, 7.585E+02, 7.716E+02, 3.900E+02, 8.663E+02, 1.121E+02, 4.902E+01, 2.795E+01, 4.971E+01,-2.543E-02,-1.178E-01, 3.082E-02,-2.834E+00, 1.119E+00, 1.159E+00, 9.150E-01, 7.711E-01, 3.304E+00, 5.055E+00, 5.904E-02,-2.534E-02, 5.589E-02,-1.799E+00, 1.082E+00, 1.229E+00, 9.842E-01,-3.117E-01,-1.783E+00,-4.375E+00, 7.054E-02, 2.767E-03, 2.631E-01, 9.439E-01,-1.166E-01
 2.300E+02, 7.425E+02, 7.131E+02, 7.053E+02, 7.109E+02, 7.396E+02, 1.954E+02, 6.048E+02, 5.768E+02, 5.711E+02, 5.640E+02, 5.607E+02, 3.940E+02, 9.052E+02, 9.179E+02, 7.242E+02, 7.717E+02, 4.725E+02, 8.024E+02, 1.010E+02, 5.121E+01, 2.932E+01, 4.331E+01,-4.114E-02,-8.495E-02,-2.038E-01,-2.142E+00, 4.613E-01, 1.169E+00, 9.139E-01, 9.245E-01, 3.237E+00, 4.929E+00, 4.874E-02, 7.617E-03,-1.289E-01,-1.089E+00, 5.706E-01, 1.244E+00, 9.460E-01,-3.338E-01,-1.817E+00,-4.320E+00, 2.872E-02,-6.439E-02, 4.268E-01, 1.221E+00, 1.104E-01
 2.400E+02, 7.372E+02, 7.074E+02, 7.035E+02, 7.094E+02, 7.392E+02, 3.314E+02, 6.416E+02, 6.114E+02, 6.013E+02, 5.811E+02, 5.587E+02, 4.774E+02, 9.070E+02, 8.869E+02, 7.429E+02, 7.678E+02, 4.694E+02, 7.918E+02, 9.801E+01, 5.959E+01, 3.391E+01, 5.410E+01, 3.418E-02,-7.507E-04,-1.146E-01,-1.101E+00, 3.950E-01, 1.213E+00, 9.685E-01, 9.750E-01, 3.229E+00, 4.869E+00, 1.150E-01, 5.035E-02,-3.230E-02,-2.167E-01, 4.203E-01, 1.288E+00, 1.007E+00,-4.345E-01,-1.545E+00,-4.185E+00, 8.100E-02,-7.826E-03, 4.711E-01, 1.740E+00, 6.576E-01
 2.500E+02, 7.295E+02, 7.244E+02, 7.242E+02, 7.092E+02, 7.328E+02, 4.479E+02, 6.303E+02, 6.108E+02, 6.016E+02, 5.836E+02, 5.667E+02, 4.991E+02, 8.979E+02, 8.902E+02, 7.675E+02, 7.884E+02, 5.528E+02, 8.873E+02, 9.700E+01, 5.727E+01, 3.476E+01, 5.287E+01,-1.596E-01,-5.405E-02,-5.014E-01,-1.721E+00, 7.378E-01, 1.219E+00, 9.971E-01, 1.108E+00, 3.326E+00, 5.236E+00,-2.033E-02, 6.207E-03,-2.021E-01,-8.006E-01, 8.392E-01, 1.296E+00, 1.028E+00,-4.055E-01,-1.809E+00,-4.529E+00, 5.660E-02, 5.433E-03, 5.543E-01, 1.792E+00,-4.296E-03
 2.600E+02, 7.443E+02, 7.322E+02, 7.170E+02, 6.912E+02, 6.915E+02, 5.292E+02, 6.468E+02, 6.256E+02, 6.179E+02, 6.022E+02, 5.869E+02, 5.232E+02, 8.692E+02, 8.961E+02, 7.595E+02, 7.864E+02, 4.685E+02, 8.935E+02, 9.859E+01, 6.635E+01, 3.589E+01, 4.354E+01,-1.091E-01,-1.300E-01,-2.503E-01,-2.364E+00, 6.134E-01, 1.274E+00, 1.002E+00, 1.322E+00, 3.477E+00, 5.188E+00,-5.684E-03,-2.901E-02,-2.350E-01,-1.338E+00, 6.653E-01, 1.348E+00, 1.043E+00,-6.107E-01,-2.044E+00,-4.482E+00, 9.674E-02,-9.800E-02, 4.506E-01, 1.444E+00, 5.117E-01
 2.700E+02, 7.426E+02, 7.237E+02, 7.174E+02, 7.028E+02, 6.814E+02, 6.989E+02, 6.532E+02, 6.396E+02, 6.316E+02, 6.131E+02, 5.961E+02, 5.428E+02, 8.667E+02, 9.005E+02, 7.598E+02, 8.025E+02, 3.696E+02, 8.368E+02, 9.160E+01, 6.854E+01, 3.858E+01, 4.556E+01, 5.570E-02,-1.111E-01,-1.275E-01,-1.547E+00, 3.151E-01, 1.311E+00, 1.069E+00, 1.293E+00, 3.406E+00, 5.188E+00, 1.448E-01,-3.054E-02, 4.177E-02,-5.558E-01, 4.761E-01, 1.403E+00, 1.083E+00,-5.158E-01,-2.017E+00,-4.493E+00, 9.797E-02,-2.034E-02, 6.237E-01, 1.978E+00, 4.002E-01
 2.800E+02, 7.416E+02, 7.285E+02, 7.220E+02, 7.062E+02, 6.862E+02, 7.570E+02, 6.876E+02, 6.782E+02, 6.669E+02, 6.438E+02, 6.220E+02, 5.546E+02, 8.232E+02, 8.735E+02, 7.621E+02, 8.286E+02, 3.845E+02, 7.758E+02, 8.819E+01, 7.860E+01, 4.307E+01, 4.353E+01,-1.758E-02,-4.385E-02, 1.071E-01,-2.139E+00, 4.834E-01, 1.324E+00, 9.969E-01, 1.623E+00, 3.721E+00, 5.363E+00, 5.611E-02, 2.634E-02, 2.096E-01,-1.083E+00, 6.055E-01, 1.399E+00, 1.031E+00,-7.935E-01,-2.267E+00,-4.627E+00, 5.435E-02,-6.548E-02, 6.229E-01, 1.825E+00, 4.531E-01
