s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 9.000E+01, 4.684E+02,-2.187E+02,-2.575E+02, 7.167E+00, 5.511E+00, 0.000E+00, 0.000E+00, 4.893E+00, 4.887E+00, 0.000E+00, 1.006E-02, 0.000E+00
 1.000E+02, 4.987E+02,-2.306E+02,-2.815E+02, 9.277E+00, 6.481E+00, 0.000E+00, 0.000E+00, 2.269E+00, 2.441E+00, 0.000E+00, 1.116E-02, 0.000E+00
 1.100E+02, 5.584E+02,-2.575E+02,-3.139E+02, 1.113E+01, 7.739E+00, 0.000E+00, 0.000E+00, 5.778E+00, 5.936E+00, 0.000E+00, 1.244E-02, 0.000E+00
 1.200E+02, 6.054E+02,-2.752E+02,-3.491E+02, 1.318E+01, 8.851E+00, 0.000E+00, 0.000E+00, 2.512E+00, 3.140E+00, 0.000E+00, 1.342E-02, 0.000E+00
 1.300E+02, 6.513E+02,-2.872E+02,-3.853E+02, 1.449E+01, 1.033E+01, 0.000E+00, 0.000E+00, 2.987E+00, 3.577E+00, 0.000E+00, 1.492E-02, 0.000E+00
 1.400E+02, 7.404E+02,-3.223E+02,-4.376E+02, 1.558E+01, 1.271E+01, 0.000E+00, 0.000E+00, 7.193E+00, 8.777E+00, 0.000E+00, 1.776E-02, 0.000E+00
 1.500E+02, 8.800E+02,-3.838E+02,-5.155E+02, 1.748E+01, 1.556E+01, 0.000E+00, 0.000E+00, 1.144E+01, 1.378E+01, 0.000E+00, 2.162E-02, 0.000E+00
 1.600E+02, 9.616E+02,-4.169E+02,-5.770E+02, 1.945E+01, 1.629E+01, 0.000E+00, 0.000E+00,-5.546E-01, 3.471E+00, 0.000E+00, 2.165E-02, 0.000E+00
 1.700E+02, 7.997E+02,-3.486E+02,-4.911E+02, 2.070E+01, 1.401E+01, 0.000E+00, 0.000E+00,-7.467E+00,-5.246E+00, 0.000E+00, 1.719E-02, 0.000E+00
 1.800E+02, 6.566E+02,-2.818E+02,-4.122E+02, 2.045E+01, 1.129E+01, 0.000E+00, 0.000E+00,-6.378E+00,-5.611E+00, 0.000E+00, 1.337E-02, 0.000E+00
 1.900E+02, 5.224E+02,-2.296E+02,-3.269E+02, 1.997E+01, 9.155E+00, 0.000E+00, 0.000E+00,-5.087E+00,-4.922E+00, 0.000E+00, 1.086E-02, 0.000E+00
 2.000E+02, 4.555E+02,-2.045E+02,-2.827E+02, 1.946E+01, 7.668E+00, 0.000E+00, 0.000E+00,-4.222E+00,-4.595E+00, 0.000E+00, 9.372E-03, 0.000E+00
 2.100E+02, 4.058E+02,-1.807E+02,-2.534E+02, 1.875E+01, 6.499E+00, 0.000E+00, 0.000E+00,-2.661E+00,-3.112E+00, 0.000E+00, 8.232E-03, 0.000E+00
 2.200E+02, 3.693E+02,-1.639E+02,-2.313E+02, 1.778E+01, 5.686E+00, 0.000E+00, 0.000E+00,-2.040E+00,-2.515E+00, 0.000E+00, 7.481E-03, 0.000E+00
 2.300E+02, 3.430E+02,-1.508E+02,-2.136E+02, 1.677E+01, 4.992E+00, 0.000E+00, 0.000E+00, 8.010E-01, 3.382E-01, 0.000E+00, 6.912E-03, 0.000E+00
 2.400E+02, 3.250E+02,-1.443E+02,-2.052E+02, 1.634E+01, 4.587E+00, 0.000E+00, 0.000E+00,-3.208E+00,-3.614E+00, 0.000E+00, 6.535E-03, 0.000E+00
 2.500E+02, 3.080E+02,-1.370E+02,-1.932E+02, 1.574E+01, 4.220E+00, 0.000E+00, 0.000E+00,-1.661E+00,-2.152E+00, 0.000E+00, 6.235E-03, 0.000E+00
 2.600E+02, 2.999E+02,-1.312E+02,-1.890E+02, 1.542E+01, 4.017E+00, 0.000E+00, 0.000E+00,-4.805E-01,-8.556E-01, 0.000E+00, 5.985E-03, 0.000E+00
 2.700E+02, 2.810E+02,-1.210E+02,-1.791E+02, 1.477E+01, 3.567E+00, 0.000E+00, 0.000E+00,-3.977E-01,-8.604E-01, 0.000E+00, 5.653E-03, 0.000E+00
 2.800E+02, 2.754E+02,-1.192E+02,-1.762E+02, 1.458E+01, 3.473E+00, 0.000E+00, 0.000E+00,-1.449E+00,-1.872E+00, 0.000E+00, 5.514E-03, 0.000E+00
 2.900E+02, 2.676E+02,-1.165E+02,-1.691E+02, 1.418E+01, 3.222E+00, 0.000E+00, 0.000E+00,-2.051E-01,-6.329E-01, 0.000E+00, 5.313E-03, 0.000E+00
 3.000E+02, 2.606E+02,-1.131E+02,-1.647E+02, 1.389E+01, 3.146E+00, 0.000E+00, 0.000E+00, 1.958E-01,-1.940E-01, 0.000E+00, 5.179E-03, 0.000E+00
 3.100E+02, 2.536E+02,-1.101E+02,-1.624E+02, 1.379E+01, 2.979E+00, 0.000E+00, 0.000E+00,-1.789E+00,-2.129E+00, 0.000E+00, 5.033E-03, 0.000E+00
 3.200E+02, 2.450E+02,-1.058E+02,-1.564E+02, 1.360E+01, 2.819E+00, 0.000E+00, 0.000E+00,-4.070E-01,-7.578E-01, 0.000E+00, 4.884E-03, 0.000E+00
 3.300E+02, 2.403E+02,-1.053E+02,-1.532E+02, 1.367E+01, 2.721E+00, 0.000E+00, 0.000E+00,-1.478E+00,-1.803E+00, 0.000E+00, 4.785E-03, 0.000E+00
 3.400E+02, 2.389E+02,-1.043E+02,-1.515E+02, 1.328E+01, 2.638E+00, 0.000E+00, 0.000E+00,-6.802E-01,-1.071E+00, 0.000E+00, 4.690E-03, 0.000E+00
 3.500E+02, 2.343E+02,-1.034E+02,-1.465E+02, 1.347E+01, 2.553E+00, 0.000E+00, 0.000E+00, 7.302E-01, 4.541E-01, 0.000E+00, 4.602E-03, 0.000E+00
 3.600E+02, 2.266E+02,-9.985E+01,-1.436E+02, 1.341E+01, 2.440E+00, 0.000E+00, 0.000E+00,-6.841E-01,-1.032E+00, 0.000E+00, 4.507E-03, 0.000E+00
 3.700E+02, 2.281E+02,-1.021E+02,-1.433E+02, 1.351E+01, 2.442E+00, 0.000E+00, 0.000E+00,-1.045E+00,-1.312E+00, 0.000E+00, 4.468E-03, 0.000E+00
 3.800E+02, 2.225E+02,-9.799E+01,-1.405E+02, 1.343E+01, 2.361E+00, 0.000E+00, 0.000E+00, 1.078E-01,-1.531E-01, 0.000E+00, 4.393E-03, 0.000E+00
 3.900E+02, 2.224E+02,-9.771E+01,-1.406E+02, 1.317E+01, 2.291E+00, 0.000E+00, 0.000E+00,-9.406E-02,-4.234E-01, 0.000E+00, 4.343E-03, 0.000E+00
 4.000E+02, 2.173E+02,-9.498E+01,-1.389E+02, 1.322E+01, 2.271E+00, 0.000E+00, 0.000E+00,-7.854E-01,-1.098E+00, 0.000E+00, 4.301E-03, 0.000E+00
 4.100E+02, 2.191E+02,-9.735E+01,-1.366E+02, 1.300E+01, 2.195E+00, 0.000E+00, 0.000E+00, 6.935E-01, 3.473E-01, 0.000E+00, 4.266E-03, 0.000E+00
 4.200E+02, 2.155E+02,-9.464E+01,-1.368E+02, 1.316E+01, 2.203E+00, 0.000E+00, 0.000E+00,-2.924E-01,-5.690E-01, 0.000E+00, 4.249E-03, 0.000E+00
 4.300E+02, 2.155E+02,-9.412E+01,-1.375E+02, 1.276E+01, 2.175E+00, 0.000E+00, 0.000E+00,-8.431E-01,-1.160E+00, 0.000E+00, 4.216E-03, 0.000E+00
 4.400E+02, 2.131E+02,-9.530E+01,-1.335E+02, 1.289E+01, 2.143E+00, 0.000E+00, 0.000E+00,-3.857E-01,-6.661E-01, 0.000E+00, 4.197E-03, 0.000E+00
 4.500E+02, 2.139E+02,-9.372E+01,-1.350E+02, 1.279E+01, 2.076E+00, 0.000E+00, 0.000E+00, 2.850E-01,-2.228E-02, 0.000E+00, 4.169E-03, 0.000E+00
 4.600E+02, 2.144E+02,-9.555E+01,-1.347E+02, 1.275E+01, 2.111E+00, 0.000E+00, 0.000E+00,-7.018E-01,-9.916E-01, 0.000E+00, 4.161E-03, 0.000E+00
 4.700E+02, 2.116E+02,-9.241E+01,-1.334E+02, 1.283E+01, 2.058E+00, 0.000E+00, 0.000E+00, 1.089E+00, 7.118E-01, 0.000E+00, 4.118E-03, 0.000E+00
 4.800E+02, 2.052E+02,-8.881E+01,-1.320E+02, 1.256E+01, 1.975E+00, 0.000E+00, 0.000E+00,-8.503E-01,-1.105E+00, 0.000E+00, 4.081E-03, 0.000E+00
 4.900E+02, 2.106E+02,-9.156E+01,-1.336E+02, 1.261E+01, 1.958E+00, 0.000E+00, 0.000E+00, 3.092E-01,-5.086E-04, 0.000E+00, 4.056E-03, 0.000E+00
 5.000E+02, 2.054E+02,-9.037E+01,-1.303E+02, 1.262E+01, 1.915E+00, 0.000E+00, 0.000E+00,-4.314E-01,-7.410E-01, 0.000E+00, 4.032E-03, 0.000E+00
 5.100E+02, 2.063E+02,-8.906E+01,-1.329E+02, 1.256E+01, 1.886E+00, 0.000E+00, 0.000E+00,-8.375E-01,-1.154E+00, 0.000E+00, 4.000E-03, 0.000E+00
 5.200E+02, 2.030E+02,-8.940E+01,-1.277E+02, 1.259E+01, 1.849E+00, 0.000E+00, 0.000E+00, 6.374E-01, 3.722E-01, 0.000E+00, 3.978E-03, 0.000E+00
 5.300E+02, 2.030E+02,-8.877E+01,-1.290E+02, 1.238E+01, 1.871E+00, 0.000E+00, 0.000E+00,-2.863E-01,-5.704E-01, 0.000E+00, 3.975E-03, 0.000E+00
 5.400E+02, 2.050E+02,-8.722E+01,-1.311E+02, 1.245E+01, 1.827E+00, 0.000E+00, 0.000E+00, 1.180E+00, 9.382E-01, 0.000E+00, 3.943E-03, 0.000E+00
 5.500E+02, 2.004E+02,-8.632E+01,-1.298E+02, 1.219E+01, 1.785E+00, 0.000E+00, 0.000E+00,-1.456E+00,-1.744E+00, 0.000E+00, 3.914E-03, 0.000E+00
 5.600E+02, 1.978E+02,-8.554E+01,-1.271E+02, 1.231E+01, 1.786E+00, 0.000E+00, 0.000E+00,-4.759E-01,-7.509E-01, 0.000E+00, 3.907E-03, 0.000E+00
 5.700E+02, 2.033E+02,-8.880E+01,-1.283E+02, 1.232E+01, 1.760E+00, 0.000E+00, 0.000E+00, 5.421E-01, 2.526E-01, 0.000E+00, 3.884E-03, 0.000E+00
 5.800E+02, 1.968E+02,-8.353E+01,-1.273E+02, 1.236E+01, 1.757E+00, 0.000E+00, 0.000E+00, 2.861E-01, 5.031E-02, 0.000E+00, 3.856E-03, 0.000E+00
 5.900E+02, 1.978E+02,-8.571E+01,-1.270E+02, 1.217E+01, 1.694E+00, 0.000E+00, 0.000E+00,-7.568E-01,-1.035E+00, 0.000E+00, 3.833E-03, 0.000E+00
 6.000E+02, 1.968E+02,-8.510E+01,-1.259E+02, 1.227E+01, 1.690E+00, 0.000E+00, 0.000E+00, 1.933E-02,-2.514E-01, 0.000E+00, 3.821E-03, 0.000E+00
