s,kW/m2,kg/m2/s
 5.0001137E+002, 7.4627279E+001, 5.3991420E-003
 5.1000227E+002, 7.4127068E+001, 5.3624264E-003
 5.2000098E+002, 7.5437866E+001, 5.4586077E-003
 5.3000258E+002, 7.6403477E+001, 5.5279273E-003
 5.4000487E+002, 7.5942066E+001, 5.4944688E-003
 5.5000377E+002, 7.4975166E+001, 5.4227395E-003
 5.6000296E+002, 7.3499479E+001, 5.3179384E-003
 5.7000973E+002, 7.2312199E+001, 5.2307827E-003
 5.8001036E+002, 7.1931840E+001, 5.2036672E-003
 5.9000343E+002, 7.1541656E+001, 5.1749131E-003
 6.0000776E+002, 7.1526325E+001, 5.1750027E-003
 6.1000990E+002, 7.2339859E+001, 5.2334563E-003
 6.2000833E+002, 7.2862997E+001, 5.2727505E-003
 6.3000759E+002, 7.3845702E+001, 5.3418955E-003
 6.4001078E+002, 7.5011504E+001, 5.4286833E-003
 6.5000246E+002, 7.5951394E+001, 5.4947965E-003
 6.6000892E+002, 7.7336853E+001, 5.5964073E-003
 6.7001036E+002, 7.9026077E+001, 5.7179474E-003
 6.8000088E+002, 8.1048287E+001, 5.8653156E-003
 6.9000046E+002, 8.3902047E+001, 6.0713607E-003
 7.0000136E+002, 8.7442611E+001, 6.3294535E-003
 7.1000929E+002, 9.1524010E+001, 6.6258762E-003
 7.2000853E+002, 9.6533235E+001, 6.9860491E-003
 7.3000061E+002, 1.0156599E+002, 7.3512891E-003
 7.4000007E+002, 1.0811875E+002, 7.8273421E-003
 7.5000038E+002, 1.1361195E+002, 8.2248437E-003
 7.6000620E+002, 1.2098410E+002, 8.7610547E-003
 7.7000255E+002, 1.2781198E+002, 9.2586584E-003
 7.8000010E+002, 1.3171715E+002, 9.5350965E-003
 7.9000038E+002, 1.3446505E+002, 9.7341052E-003
 8.0000692E+002, 1.3796725E+002, 9.9869812E-003
 8.1000095E+002, 1.4212730E+002, 1.0291243E-002
 8.2000037E+002, 1.4659499E+002, 1.0616641E-002
 8.3000304E+002, 1.5110702E+002, 1.0940992E-002
 8.4000710E+002, 1.5547926E+002, 1.1259019E-002
 8.5000269E+002, 1.5978242E+002, 1.1566682E-002
 8.6000793E+002, 1.6388169E+002, 1.1868430E-002
 8.7000376E+002, 1.6773266E+002, 1.2145615E-002
 8.8000308E+002, 1.7117206E+002, 1.2395717E-002
 8.9000307E+002, 1.7404650E+002, 1.2605751E-002
 9.0000401E+002, 1.7643605E+002, 1.2776372E-002
 9.1000030E+002, 1.7750208E+002, 1.2861292E-002
 9.2000702E+002, 1.7721400E+002, 1.2829642E-002
 9.3000443E+002, 1.7424672E+002, 1.2618481E-002
 9.4000800E+002, 1.6637721E+002, 1.2041027E-002
 9.5000182E+002, 1.5234304E+002, 1.1028077E-002
 9.6000021E+002, 1.3823343E+002, 1.0005206E-002
 9.7000754E+002, 1.2761109E+002, 9.2367972E-003
 9.8000469E+002, 1.1665293E+002, 8.4406108E-003
 9.9000037E+002, 1.0090806E+002, 7.2967458E-003
 1.0000073E+003, 7.8100761E+001, 5.6392493E-003
 1.0100004E+003, 5.1556068E+001, 3.7168338E-003
 1.0200106E+003, 2.9241302E+001, 2.1036535E-003
 1.0300083E+003, 1.5103113E+001, 1.0853607E-003
 1.0400185E+003, 7.7658871E+000, 5.5794257E-004
 1.0500020E+003, 4.2131304E+000, 3.0282147E-004
 1.0600081E+003, 2.4432157E+000, 1.7572196E-004
 1.0700167E+003, 1.5049130E+000, 1.0826012E-004
 1.0800212E+003, 9.7524225E-001, 7.0182596E-005
 1.0900128E+003, 6.5930156E-001, 4.7462033E-005
 1.1000053E+003, 4.6177219E-001, 3.3248044E-005
 1.1100188E+003, 3.3295075E-001, 2.3978306E-005
 1.1200075E+003, 2.4623193E-001, 1.7737265E-005
 1.1300146E+003, 1.8614220E-001, 1.3411396E-005
 1.1400202E+003, 1.4337914E-001, 1.0330831E-005
 1.1500136E+003, 1.1226948E-001, 8.0920934E-006
 1.1600095E+003, 8.9266036E-002, 6.4328748E-006
 1.1700063E+003, 7.1883588E-002, 5.1823647E-006
 1.1800143E+003, 5.8600997E-002, 4.2244166E-006
 1.1900097E+003, 4.8270760E-002, 3.4802968E-006
 1.2000049E+003, 4.0173907E-002, 2.8956433E-006
 1.2100053E+003, 3.3689608E-002, 2.4300111E-006
 1.2200175E+003, 2.8509611E-002, 2.0558977E-006
 1.2300081E+003, 2.4320010E-002, 1.7539532E-006
 1.2400071E+003, 2.0888876E-002, 1.5064312E-006
 1.2500109E+003, 1.8040205E-002, 1.3010230E-006
 1.2600204E+003, 1.5650785E-002, 1.1290266E-006
 1.2700127E+003, 1.3674695E-002, 9.8624921E-007
 1.2800144E+003, 1.2008986E-002, 8.6635458E-007
 1.2900043E+003, 1.0600184E-002, 7.6474410E-007
 1.3000052E+003, 9.4002698E-003, 6.7817028E-007
 1.3100052E+003, 8.3720968E-003, 6.0399415E-007
 1.3200219E+003, 7.4856455E-003, 5.4020423E-007
 1.3300000E+003, 6.7253736E-003, 4.8514360E-007
