s,kW/m2,kg/m2/s
 5.0000468E+002, 5.2562735E+001, 3.8293281E-003
 5.1000641E+002, 5.3151679E+001, 3.8723851E-003
 5.2000850E+002, 5.3713089E+001, 3.9135172E-003
 5.3000912E+002, 5.4049662E+001, 3.9380544E-003
 5.4000426E+002, 5.4168709E+001, 3.9465300E-003
 5.5000999E+002, 5.3965766E+001, 3.9316760E-003
 5.6000412E+002, 5.3484661E+001, 3.8959038E-003
 5.7000870E+002, 5.2744887E+001, 3.8422011E-003
 5.8001362E+002, 5.1877111E+001, 3.7784249E-003
 5.9000795E+002, 5.0952533E+001, 3.7120267E-003
 6.0001036E+002, 5.0276965E+001, 3.6611655E-003
 6.1000015E+002, 4.9841344E+001, 3.6308103E-003
 6.2001107E+002, 4.9657048E+001, 3.6173545E-003
 6.3000189E+002, 4.9788340E+001, 3.6270732E-003
 6.4000261E+002, 5.0214494E+001, 3.6577841E-003
 6.5000246E+002, 5.0886079E+001, 3.7070795E-003
 6.6001179E+002, 5.1715216E+001, 3.7678734E-003
 6.7000345E+002, 5.2556605E+001, 3.8294897E-003
 6.8000739E+002, 5.3321155E+001, 3.8845809E-003
 6.9001102E+002, 5.3955191E+001, 3.9302729E-003
 7.0000858E+002, 5.4406319E+001, 3.9637711E-003
 7.1000282E+002, 5.4687950E+001, 3.9840121E-003
 7.2000241E+002, 5.4802486E+001, 3.9926281E-003
 7.3000662E+002, 5.4803684E+001, 3.9922395E-003
 7.4000006E+002, 5.4785249E+001, 3.9907966E-003
 7.5001002E+002, 5.4839633E+001, 3.9952072E-003
 7.6000286E+002, 5.5127584E+001, 4.0161768E-003
 7.7001094E+002, 5.5744684E+001, 4.0617370E-003
 7.8000089E+002, 5.6771104E+001, 4.1356342E-003
 7.9000013E+002, 5.8177001E+001, 4.2392118E-003
 8.0001166E+002, 5.9964374E+001, 4.3696229E-003
 8.1000320E+002, 6.2085809E+001, 4.5243673E-003
 8.2000829E+002, 6.4466216E+001, 4.6978217E-003
 8.3000290E+002, 6.7034169E+001, 4.8850072E-003
 8.4000043E+002, 6.9650150E+001, 5.0771673E-003
 8.5000927E+002, 7.2283807E+001, 5.2672789E-003
 8.6000490E+002, 7.4805140E+001, 5.4509720E-003
 8.7000173E+002, 7.7152975E+001, 5.6257524E-003
 8.8000251E+002, 7.9454795E+001, 5.7913918E-003
 8.9000676E+002, 8.1658713E+001, 5.9524987E-003
 9.0000645E+002, 8.3816321E+001, 6.1085956E-003
 9.1000355E+002, 8.5930724E+001, 6.2659001E-003
 9.2000163E+002, 8.8047460E+001, 6.4173264E-003
 9.3000819E+002, 9.0080707E+001, 6.5652359E-003
 9.4000027E+002, 9.2043965E+001, 6.7106759E-003
 9.5000308E+002, 9.4018400E+001, 6.8537955E-003
 9.6000791E+002, 9.5962631E+001, 6.9955135E-003
 9.7000759E+002, 9.7865288E+001, 7.1338747E-003
 9.8000267E+002, 9.9692095E+001, 7.2676616E-003
 9.9000109E+002, 1.0146986E+002, 7.3980537E-003
 1.0000073E+003, 1.0319274E+002, 7.5216378E-003
 1.0100087E+003, 1.0481031E+002, 7.6400555E-003
 1.0200047E+003, 1.0625455E+002, 7.7488682E-003
 1.0300002E+003, 1.0764533E+002, 7.8464072E-003
 1.0400091E+003, 1.0883707E+002, 7.9341690E-003
 1.0500039E+003, 1.0981904E+002, 8.0064335E-003
 1.0600102E+003, 1.1068707E+002, 8.0676202E-003
 1.0700029E+003, 1.1143230E+002, 8.1246070E-003
 1.0800032E+003, 1.1191101E+002, 8.1578980E-003
 1.0900022E+003, 1.1194629E+002, 8.1611094E-003
 1.1000014E+003, 1.1151924E+002, 8.1319840E-003
 1.1100028E+003, 1.1065519E+002, 8.0670822E-003
 1.1200093E+003, 1.0913577E+002, 7.9548630E-003
 1.1300077E+003, 1.0680101E+002, 7.7858711E-003
 1.1400009E+003, 1.0295961E+002, 7.5032647E-003
 1.1500019E+003, 9.7471580E+001, 7.1026315E-003
 1.1600072E+003, 9.0250897E+001, 6.5757601E-003
 1.1700030E+003, 8.1632106E+001, 5.9454907E-003
 1.1800091E+003, 7.2095558E+001, 5.2500171E-003
 1.1900007E+003, 6.1797656E+001, 4.4973237E-003
 1.2000020E+003, 5.0586637E+001, 3.6788313E-003
 1.2100067E+003, 3.8944231E+001, 2.8300574E-003
 1.2200082E+003, 2.8137787E+001, 2.0430357E-003
 1.2300060E+003, 1.9370009E+001, 1.4055219E-003
 1.2400140E+003, 1.3040071E+001, 9.4599662E-004
 1.2500057E+003, 8.8007519E+000, 6.3827814E-004
 1.2600041E+003, 6.0465061E+000, 4.3859607E-004
 1.2700188E+003, 4.2572811E+000, 3.0884792E-004
 1.2800034E+003, 3.0775525E+000, 2.2328110E-004
 1.2900022E+003, 2.2798187E+000, 1.6547120E-004
 1.3000175E+003, 1.7263613E+000, 1.2527934E-004
 1.3100103E+003, 1.3319797E+000, 9.6695260E-005
 1.3200142E+003, 1.0463822E+000, 7.5952891E-005
 1.3300064E+003, 8.3459269E-001, 6.0599406E-005
 1.3400123E+003, 6.7497772E-001, 4.9015735E-005
 1.3500071E+003, 5.5249811E-001, 4.0121070E-005
 1.3600068E+003, 4.5725498E-001, 3.3205109E-005
 1.3700049E+003, 3.8214210E-001, 2.7754486E-005
 1.3800157E+003, 3.2215266E-001, 2.3402015E-005
 1.3900048E+003, 2.7374741E-001, 1.9890460E-005
 1.4000117E+003, 2.3442007E-001, 1.7027121E-005
 1.4100011E+003, 2.0200900E-001, 1.4674613E-005
 1.4200131E+003, 1.7514243E-001, 1.2727529E-005
 1.4300157E+003, 1.5279144E-001, 1.1099960E-005
 1.4400082E+003, 1.3392336E-001, 9.7327717E-006
 1.4500000E+003, 1.1804302E-001, 8.5760418E-006
