s,kW/m2,kg/m2/s
Time,HRRPUA,MLRPUA
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+001, 0.0000000E+000, 6.7403282E-011
 2.0000000E+001, 0.0000000E+000, 3.3291326E-009
 3.0000000E+001, 0.0000000E+000, 2.7375658E-008
 4.0000000E+001, 0.0000000E+000, 1.6507933E-007
 5.0000000E+001, 0.0000000E+000, 6.7265338E-007
 6.0000000E+001, 0.0000000E+000, 2.0412982E-006
 7.0000000E+001, 0.0000000E+000, 5.0097137E-006
 8.0000000E+001, 0.0000000E+000, 1.0475217E-005
 9.0000000E+001, 0.0000000E+000, 1.9708726E-005
 1.0000000E+002, 0.0000000E+000, 3.3371655E-005
 1.1000000E+002, 0.0000000E+000, 5.3349812E-005
 1.2000000E+002, 0.0000000E+000, 7.9954334E-005
 1.3000000E+002, 0.0000000E+000, 1.1318995E-004
 1.4000000E+002, 0.0000000E+000, 1.5658598E-004
 1.5000000E+002, 0.0000000E+000, 2.0779484E-004
 1.6000000E+002, 0.0000000E+000, 2.6441312E-004
 1.7000000E+002, 0.0000000E+000, 3.3063769E-004
 1.8000000E+002, 0.0000000E+000, 4.0849148E-004
 1.9000000E+002, 0.0000000E+000, 4.9111875E-004
 2.0000000E+002, 0.0000000E+000, 5.7359306E-004
 2.1000000E+002, 0.0000000E+000, 6.5921600E-004
 2.2000000E+002, 0.0000000E+000, 7.4888470E-004
 2.3000000E+002, 0.0000000E+000, 8.3547491E-004
 2.4000000E+002, 0.0000000E+000, 9.2471344E-004
 2.5000000E+002, 0.0000000E+000, 1.0210487E-003
 2.6000000E+002, 0.0000000E+000, 1.1181953E-003
 2.7000000E+002, 0.0000000E+000, 1.2101312E-003
 2.8000000E+002, 0.0000000E+000, 1.2971538E-003
 2.9000000E+002, 0.0000000E+000, 1.3831825E-003
 3.0000000E+002, 0.0000000E+000, 1.4708509E-003
 3.1000000E+002, 0.0000000E+000, 1.5583629E-003
 3.2000000E+002, 0.0000000E+000, 1.6407507E-003
 3.3000000E+002, 0.0000000E+000, 1.7129766E-003
 3.4000000E+002, 0.0000000E+000, 1.7734764E-003
 3.5000000E+002, 0.0000000E+000, 1.8243968E-003
 3.6000000E+002, 0.0000000E+000, 1.8695482E-003
 3.7000000E+002, 0.0000000E+000, 1.9129663E-003
 3.8000000E+002, 0.0000000E+000, 1.9465668E-003
 3.9000000E+002, 0.0000000E+000, 1.9909663E-003
 4.0000000E+002, 0.0000000E+000, 2.0280556E-003
 4.1000000E+002, 0.0000000E+000, 2.0645445E-003
 4.2000000E+002, 0.0000000E+000, 2.1020206E-003
 4.3000000E+002, 0.0000000E+000, 2.1367686E-003
 4.4000000E+002, 0.0000000E+000, 2.1653358E-003
 4.5000000E+002, 0.0000000E+000, 2.1866740E-003
 4.6000000E+002, 0.0000000E+000, 2.2015146E-003
 4.7000000E+002, 0.0000000E+000, 2.2117852E-003
 4.8000000E+002, 0.0000000E+000, 2.2197460E-003
 4.9000000E+002, 0.0000000E+000, 2.2278296E-003
