s,kW/m2,kg/m2/s
 5.0000000E+002, 0.0000000E+000, 3.3241011E-003
 5.1000000E+002, 0.0000000E+000, 3.2824053E-003
 5.2000000E+002, 0.0000000E+000, 3.2412196E-003
 5.3000000E+002, 0.0000000E+000, 3.2058523E-003
 5.4000000E+002, 0.0000000E+000, 3.1801491E-003
 5.5000000E+002, 0.0000000E+000, 3.1637594E-003
 5.6000000E+002, 0.0000000E+000, 3.1533136E-003
 5.7000000E+002, 0.0000000E+000, 3.1445062E-003
 5.8000000E+002, 0.0000000E+000, 3.1338532E-003
 5.9000000E+002, 0.0000000E+000, 3.1200657E-003
 6.0000000E+002, 0.0000000E+000, 3.1037469E-003
 6.1000000E+002, 0.0000000E+000, 3.0864503E-003
 6.2000000E+002, 0.0000000E+000, 3.0699652E-003
 6.3000000E+002, 0.0000000E+000, 3.0561176E-003
 6.4000000E+002, 0.0000000E+000, 3.0457336E-003
 6.5000000E+002, 0.0000000E+000, 3.0407086E-003
 6.6000000E+002, 0.0000000E+000, 3.0396727E-003
 6.7000000E+002, 0.0000000E+000, 3.0386790E-003
 6.8000000E+002, 0.0000000E+000, 3.0350693E-003
 6.9000000E+002, 0.0000000E+000, 3.0274161E-003
 7.0000000E+002, 0.0000000E+000, 3.0161790E-003
 7.1000000E+002, 0.0000000E+000, 3.0022030E-003
 7.2000000E+002, 0.0000000E+000, 2.9869402E-003
 7.3000000E+002, 0.0000000E+000, 2.9716802E-003
 7.4000000E+002, 0.0000000E+000, 2.9572892E-003
 7.5000000E+002, 0.0000000E+000, 2.9444086E-003
 7.6000000E+002, 0.0000000E+000, 2.9327956E-003
 7.7000000E+002, 0.0000000E+000, 2.9228290E-003
 7.8000000E+002, 0.0000000E+000, 2.9145660E-003
 7.9000000E+002, 0.0000000E+000, 2.9083684E-003
 8.0000000E+002, 0.0000000E+000, 2.9042297E-003
 8.1000000E+002, 0.0000000E+000, 2.9025720E-003
 8.2000000E+002, 0.0000000E+000, 2.9031142E-003
 8.3000000E+002, 0.0000000E+000, 2.9055164E-003
 8.4000000E+002, 0.0000000E+000, 2.9094470E-003
 8.5000000E+002, 0.0000000E+000, 2.9144861E-003
 8.6000000E+002, 0.0000000E+000, 2.9206423E-003
 8.7000000E+002, 0.0000000E+000, 2.9278198E-003
 8.8000000E+002, 0.0000000E+000, 2.9370205E-003
 8.9000000E+002, 0.0000000E+000, 2.9493129E-003
 9.0000000E+002, 0.0000000E+000, 2.9639997E-003
 9.1000000E+002, 0.0000000E+000, 2.9808104E-003
 9.2000000E+002, 0.0000000E+000, 2.9998874E-003
 9.3000000E+002, 0.0000000E+000, 3.0225246E-003
 9.4000000E+002, 0.0000000E+000, 3.0495949E-003
 9.5000000E+002, 0.0000000E+000, 3.0825982E-003
 9.6000000E+002, 0.0000000E+000, 3.1229370E-003
 9.7000000E+002, 0.0000000E+000, 3.1716626E-003
 9.8000000E+002, 0.0000000E+000, 3.2292980E-003
 9.9000000E+002, 0.0000000E+000, 3.2956327E-003
 1.0000000E+003, 0.0000000E+000, 3.3701689E-003
 1.0100000E+003, 0.0000000E+000, 3.4519996E-003
 1.0200000E+003, 0.0000000E+000, 3.5401177E-003
 1.0300000E+003, 0.0000000E+000, 3.6334815E-003
 1.0400000E+003, 0.0000000E+000, 3.7309612E-003
 1.0500000E+003, 0.0000000E+000, 3.8326462E-003
 1.0600000E+003, 0.0000000E+000, 3.9384352E-003
 1.0700000E+003, 0.0000000E+000, 4.0463415E-003
 1.0800000E+003, 0.0000000E+000, 4.1546974E-003
 1.0900000E+003, 0.0000000E+000, 4.2617746E-003
 1.1000000E+003, 0.0000000E+000, 4.3669039E-003
 1.1100000E+003, 0.0000000E+000, 4.4690580E-003
 1.1200000E+003, 0.0000000E+000, 4.5674428E-003
 1.1300000E+003, 0.0000000E+000, 4.6612336E-003
 1.1400000E+003, 0.0000000E+000, 4.7500146E-003
 1.1500000E+003, 0.0000000E+000, 4.8342872E-003
 1.1600000E+003, 0.0000000E+000, 4.9146329E-003
 1.1700000E+003, 0.0000000E+000, 4.9906463E-003
 1.1800000E+003, 0.0000000E+000, 5.0624149E-003
 1.1900000E+003, 0.0000000E+000, 5.1302495E-003
 1.2000000E+003, 0.0000000E+000, 5.1942100E-003
 1.2100000E+003, 0.0000000E+000, 5.2545733E-003
 1.2200000E+003, 0.0000000E+000, 5.3121651E-003
 1.2300000E+003, 0.0000000E+000, 5.3673718E-003
 1.2400000E+003, 0.0000000E+000, 5.4207417E-003
 1.2500000E+003, 0.0000000E+000, 5.4720683E-003
 1.2600000E+003, 0.0000000E+000, 5.5212017E-003
 1.2700000E+003, 0.0000000E+000, 5.5679462E-003
 1.2800000E+003, 0.0000000E+000, 5.6117535E-003
 1.2900000E+003, 0.0000000E+000, 5.6531089E-003
 1.3000000E+003, 0.0000000E+000, 5.6918560E-003
 1.3100000E+003, 0.0000000E+000, 5.7272447E-003
 1.3200000E+003, 0.0000000E+000, 5.7590030E-003
 1.3300000E+003, 0.0000000E+000, 5.7868174E-003
 1.3400000E+003, 0.0000000E+000, 5.8110299E-003
 1.3500000E+003, 0.0000000E+000, 5.8313898E-003
 1.3600000E+003, 0.0000000E+000, 5.8478508E-003
 1.3700000E+003, 0.0000000E+000, 5.8601727E-003
 1.3800000E+003, 0.0000000E+000, 5.8689845E-003
 1.3900000E+003, 0.0000000E+000, 5.8739779E-003
 1.4000000E+003, 0.0000000E+000, 5.8755457E-003
 1.4100000E+003, 0.0000000E+000, 5.8734154E-003
 1.4200000E+003, 0.0000000E+000, 5.8679553E-003
 1.4300000E+003, 0.0000000E+000, 5.8589848E-003
 1.4400000E+003, 0.0000000E+000, 5.8466386E-003
 1.4500000E+003, 0.0000000E+000, 5.8312908E-003
 1.4600000E+003, 0.0000000E+000, 5.8126918E-003
 1.4700000E+003, 0.0000000E+000, 5.7913007E-003
 1.4800000E+003, 0.0000000E+000, 5.7665939E-003
 1.4900000E+003, 0.0000000E+000, 5.7390875E-003
 1.5000000E+003, 0.0000000E+000, 5.7085916E-003
 1.5100000E+003, 0.0000000E+000, 5.6755456E-003
 1.5200000E+003, 0.0000000E+000, 5.6394902E-003
 1.5300000E+003, 0.0000000E+000, 5.6010865E-003
 1.5400000E+003, 0.0000000E+000, 5.5599250E-003
 1.5500000E+003, 0.0000000E+000, 5.5162449E-003
 1.5600000E+003, 0.0000000E+000, 5.4700046E-003
 1.5700000E+003, 0.0000000E+000, 5.4210636E-003
 1.5800000E+003, 0.0000000E+000, 5.3695022E-003
 1.5900000E+003, 0.0000000E+000, 5.3152910E-003
 1.6000000E+003, 0.0000000E+000, 5.2584680E-003
 1.6100000E+003, 0.0000000E+000, 5.1988730E-003
 1.6200000E+003, 0.0000000E+000, 5.1364930E-003
 1.6300000E+003, 0.0000000E+000, 5.0711505E-003
 1.6400000E+003, 0.0000000E+000, 5.0029361E-003
 1.6500000E+003, 0.0000000E+000, 4.9311943E-003
 1.6600000E+003, 0.0000000E+000, 4.8559946E-003
 1.6700000E+003, 0.0000000E+000, 4.7771171E-003
 1.6800000E+003, 0.0000000E+000, 4.6944563E-003
 1.6900000E+003, 0.0000000E+000, 4.6078564E-003
 1.7000000E+003, 0.0000000E+000, 4.5169162E-003
 1.7100000E+003, 0.0000000E+000, 4.4212266E-003
 1.7200000E+003, 0.0000000E+000, 4.3206916E-003
 1.7300000E+003, 0.0000000E+000, 4.2149737E-003
 1.7400000E+003, 0.0000000E+000, 4.1034895E-003
 1.7500000E+003, 0.0000000E+000, 3.9862545E-003
 1.7600000E+003, 0.0000000E+000, 3.8629333E-003
 1.7700000E+003, 0.0000000E+000, 3.7332414E-003
 1.7800000E+003, 0.0000000E+000, 3.5971269E-003
 1.7900000E+003, 0.0000000E+000, 3.4544596E-003
 1.8000000E+003, 0.0000000E+000, 3.3051330E-003
 1.8100000E+003, 0.0000000E+000, 3.1494385E-003
 1.8200000E+003, 0.0000000E+000, 2.9877060E-003
 1.8300000E+003, 0.0000000E+000, 2.8206716E-003
 1.8400000E+003, 0.0000000E+000, 2.6493857E-003
 1.8500000E+003, 0.0000000E+000, 2.4747993E-003
 1.8600000E+003, 0.0000000E+000, 2.2984961E-003
 1.8700000E+003, 0.0000000E+000, 2.1220899E-003
 1.8800000E+003, 0.0000000E+000, 1.9474479E-003
 1.8900000E+003, 0.0000000E+000, 1.7766550E-003
 1.9000000E+003, 0.0000000E+000, 1.6114856E-003
 1.9100000E+003, 0.0000000E+000, 1.4538183E-003
 1.9200000E+003, 0.0000000E+000, 1.3051358E-003
 1.9300000E+003, 0.0000000E+000, 1.1665453E-003
 1.9400000E+003, 0.0000000E+000, 1.0388291E-003
 1.9500000E+003, 0.0000000E+000, 9.2232847E-004
 1.9600000E+003, 0.0000000E+000, 8.1692005E-004
 1.9700000E+003, 0.0000000E+000, 7.2244371E-004
 1.9800000E+003, 0.0000000E+000, 6.3830284E-004
 1.9900000E+003, 0.0000000E+000, 5.6383088E-004
 2.0000000E+003, 0.0000000E+000, 4.9818422E-004
 2.0100000E+003, 0.0000000E+000, 4.4054004E-004
 2.0200000E+003, 0.0000000E+000, 3.9003928E-004
 2.0300000E+003, 0.0000000E+000, 3.4586295E-004
 2.0400000E+003, 0.0000000E+000, 3.0725762E-004
 2.0500000E+003, 0.0000000E+000, 2.7353490E-004
 2.0600000E+003, 0.0000000E+000, 2.4403973E-004
 2.0700000E+003, 0.0000000E+000, 2.1825250E-004
 2.0800000E+003, 0.0000000E+000, 1.9566606E-004
 2.0900000E+003, 0.0000000E+000, 1.7583668E-004
 2.1000000E+003, 0.0000000E+000, 1.5839418E-004
 2.1100000E+003, 0.0000000E+000, 1.4306872E-004
 2.1200000E+003, 0.0000000E+000, 1.2952223E-004
 2.1300000E+003, 0.0000000E+000, 1.1755351E-004
 2.1400000E+003, 0.0000000E+000, 1.0693211E-004
 2.1500000E+003, 0.0000000E+000, 9.7513896E-005
 2.1600000E+003, 0.0000000E+000, 8.9106988E-005
 2.1700000E+003, 0.0000000E+000, 8.1639744E-005
 2.1800000E+003, 0.0000000E+000, 7.4922847E-005
 2.1900000E+003, 0.0000000E+000, 6.8931806E-005
 2.2000000E+003, 0.0000000E+000, 6.3546330E-005
 2.2100000E+003, 0.0000000E+000, 5.8674930E-005
 2.2200000E+003, 0.0000000E+000, 5.4305819E-005
 2.2300000E+003, 0.0000000E+000, 5.0350392E-005
 2.2400000E+003, 0.0000000E+000, 4.6760011E-005
 2.2500000E+003, 0.0000000E+000, 4.3500140E-005
 2.2600000E+003, 0.0000000E+000, 4.0548560E-005
 2.2700000E+003, 0.0000000E+000, 3.7845962E-005
 2.2800000E+003, 0.0000000E+000, 3.5379102E-005
 2.2900000E+003, 0.0000000E+000, 3.3128635E-005
 2.3000000E+003, 0.0000000E+000, 3.1063410E-005
 2.3100000E+003, 0.0000000E+000, 2.9168639E-005
 2.3200000E+003, 0.0000000E+000, 2.7428290E-005
 2.3300000E+003, 0.0000000E+000, 2.5822790E-005
 2.3400000E+003, 0.0000000E+000, 2.4344514E-005
 2.3500000E+003, 0.0000000E+000, 2.2982242E-005
 2.3600000E+003, 0.0000000E+000, 2.1724183E-005
 2.3700000E+003, 0.0000000E+000, 2.0556629E-005
 2.3800000E+003, 0.0000000E+000, 1.9472839E-005
 2.3900000E+003, 0.0000000E+000, 1.8464876E-005
 2.4000000E+003, 0.0000000E+000, 1.7527192E-005
 2.4100000E+003, 0.0000000E+000, 1.6657313E-005
 2.4200000E+003, 0.0000000E+000, 1.5844546E-005
 2.4300000E+003, 0.0000000E+000, 1.5082786E-005
 2.4400000E+003, 0.0000000E+000, 1.4373309E-005
 2.4500000E+003, 0.0000000E+000, 1.3710446E-005
 2.4600000E+003, 0.0000000E+000, 1.3090029E-005
 2.4700000E+003, 0.0000000E+000, 1.2508639E-005
 2.4800000E+003, 0.0000000E+000, 1.1963124E-005
 2.4900000E+003, 0.0000000E+000, 1.1450697E-005
 2.5000000E+003, 0.0000000E+000, 1.0969111E-005
 2.5100000E+003, 0.0000000E+000, 1.0515577E-005
 2.5200000E+003, 0.0000000E+000, 1.0087246E-005
 2.5300000E+003, 0.0000000E+000, 9.6807910E-006
 2.5400000E+003, 0.0000000E+000, 9.2979712E-006
 2.5500000E+003, 0.0000000E+000, 8.9351558E-006
 2.5600000E+003, 0.0000000E+000, 8.5929497E-006
 2.5700000E+003, 0.0000000E+000, 8.2701531E-006
 2.5800000E+003, 0.0000000E+000, 7.9646217E-006
 2.5900000E+003, 0.0000000E+000, 7.6753373E-006
 2.6000000E+003, 0.0000000E+000, 7.4008307E-006
 2.6100000E+003, 0.0000000E+000, 7.1401873E-006
 2.6200000E+003, 0.0000000E+000, 6.8925251E-006
 2.6300000E+003, 0.0000000E+000, 6.6570177E-006
 2.6400000E+003, 0.0000000E+000, 6.4329018E-006
 2.6500000E+003, 0.0000000E+000, 6.2194728E-006
 2.6600000E+003, 0.0000000E+000, 6.0158644E-006
 2.6700000E+003, 0.0000000E+000, 5.8211751E-006
 2.6800000E+003, 0.0000000E+000, 5.6351234E-006
 2.6900000E+003, 0.0000000E+000, 5.4574895E-006
 2.7000000E+003, 0.0000000E+000, 5.2878783E-006
 2.7100000E+003, 0.0000000E+000, 5.1258460E-006
 2.7200000E+003, 0.0000000E+000, 4.9709569E-006
 2.7300000E+003, 0.0000000E+000, 4.8224228E-006
 2.7400000E+003, 0.0000000E+000, 4.6802072E-006
 2.7500000E+003, 0.0000000E+000, 4.5443611E-006
 2.7600000E+003, 0.0000000E+000, 4.4142268E-006
 2.7700000E+003, 0.0000000E+000, 4.2894698E-006
 2.7800000E+003, 0.0000000E+000, 4.1697962E-006
 2.7900000E+003, 0.0000000E+000, 4.0549353E-006
 2.8000000E+003, 0.0000000E+000, 3.9446354E-006
 2.8100000E+003, 0.0000000E+000, 3.8386615E-006
 2.8200000E+003, 0.0000000E+000, 3.7367936E-006
 2.8300000E+003, 0.0000000E+000, 3.6388256E-006
 2.8400000E+003, 0.0000000E+000, 3.5445643E-006
 2.8500000E+003, 0.0000000E+000, 3.4538280E-006
 2.8600000E+003, 0.0000000E+000, 3.3664461E-006
 2.8700000E+003, 0.0000000E+000, 3.2822581E-006
 2.8800000E+003, 0.0000000E+000, 3.2011129E-006
 2.8900000E+003, 0.0000000E+000, 3.1228680E-006
 2.9000000E+003, 0.0000000E+000, 3.0473914E-006
 2.9100000E+003, 0.0000000E+000, 2.9746634E-006
 2.9200000E+003, 0.0000000E+000, 2.9044013E-006
 2.9300000E+003, 0.0000000E+000, 2.8365055E-006
 2.9400000E+003, 0.0000000E+000, 2.7708991E-006
 2.9500000E+003, 0.0000000E+000, 2.7074876E-006
 2.9600000E+003, 0.0000000E+000, 2.6461778E-006
 2.9700000E+003, 0.0000000E+000, 2.5868802E-006
 2.9800000E+003, 0.0000000E+000, 2.5290007E-006
 2.9900000E+003, 0.0000000E+000, 2.4728828E-006
 3.0000000E+003, 0.0000000E+000, 2.4188739E-006
