s,kW/m2,kg/m2/s
 5.0000000E+002, 0.0000000E+000, 2.9780477E-003
 5.1000000E+002, 0.0000000E+000, 2.9379621E-003
 5.2000000E+002, 0.0000000E+000, 2.9090372E-003
 5.3000000E+002, 0.0000000E+000, 2.8718287E-003
 5.4000000E+002, 0.0000000E+000, 2.8662950E-003
 5.5000000E+002, 0.0000000E+000, 2.8480441E-003
 5.6000000E+002, 0.0000000E+000, 2.8407221E-003
 5.7000000E+002, 0.0000000E+000, 2.8343778E-003
 5.8000000E+002, 0.0000000E+000, 2.8188625E-003
 5.9000000E+002, 0.0000000E+000, 2.8206970E-003
 6.0000000E+002, 0.0000000E+000, 2.8015706E-003
 6.1000000E+002, 0.0000000E+000, 2.8040855E-003
 6.2000000E+002, 0.0000000E+000, 2.7950358E-003
 6.3000000E+002, 0.0000000E+000, 2.7880577E-003
 6.4000000E+002, 0.0000000E+000, 2.7945470E-003
 6.5000000E+002, 0.0000000E+000, 2.7852199E-003
 6.6000000E+002, 0.0000000E+000, 2.7920438E-003
 6.7000000E+002, 0.0000000E+000, 2.7796470E-003
 6.8000000E+002, 0.0000000E+000, 2.7714917E-003
 6.9000000E+002, 0.0000000E+000, 2.7601682E-003
 7.0000000E+002, 0.0000000E+000, 2.7373292E-003
 7.1000000E+002, 0.0000000E+000, 2.7306668E-003
 7.2000000E+002, 0.0000000E+000, 2.7067741E-003
 7.3000000E+002, 0.0000000E+000, 2.7027276E-003
 7.4000000E+002, 0.0000000E+000, 2.6861432E-003
 7.5000000E+002, 0.0000000E+000, 2.6750355E-003
 7.6000000E+002, 0.0000000E+000, 2.6693077E-003
 7.7000000E+002, 0.0000000E+000, 2.6566228E-003
 7.8000000E+002, 0.0000000E+000, 2.6629149E-003
 7.9000000E+002, 0.0000000E+000, 2.6565298E-003
 8.0000000E+002, 0.0000000E+000, 2.6700058E-003
 8.1000000E+002, 0.0000000E+000, 2.6683643E-003
 8.2000000E+002, 0.0000000E+000, 2.6788405E-003
 8.3000000E+002, 0.0000000E+000, 2.6844702E-003
 8.4000000E+002, 0.0000000E+000, 2.6848466E-003
 8.5000000E+002, 0.0000000E+000, 2.6954892E-003
 8.6000000E+002, 0.0000000E+000, 2.6919966E-003
 8.7000000E+002, 0.0000000E+000, 2.7026038E-003
 8.8000000E+002, 0.0000000E+000, 2.6984350E-003
 8.9000000E+002, 0.0000000E+000, 2.7060355E-003
 9.0000000E+002, 0.0000000E+000, 2.7065669E-003
 9.1000000E+002, 0.0000000E+000, 2.7072655E-003
 9.2000000E+002, 0.0000000E+000, 2.7171736E-003
 9.3000000E+002, 0.0000000E+000, 2.7175805E-003
 9.4000000E+002, 0.0000000E+000, 2.7372649E-003
 9.5000000E+002, 0.0000000E+000, 2.7450174E-003
 9.6000000E+002, 0.0000000E+000, 2.7784839E-003
 9.7000000E+002, 0.0000000E+000, 2.7284479E-003
 9.8000000E+002, 0.0000000E+000, 2.8236659E-003
 9.9000000E+002, 0.0000000E+000, 3.0435363E-003
 1.0000000E+003, 0.0000000E+000, 3.1601812E-003
 1.0100000E+003, 0.0000000E+000, 3.2442066E-003
 1.0200000E+003, 0.0000000E+000, 3.2992077E-003
 1.0300000E+003, 0.0000000E+000, 3.3603300E-003
 1.0400000E+003, 0.0000000E+000, 3.4060284E-003
 1.0500000E+003, 0.0000000E+000, 3.4625861E-003
 1.0600000E+003, 0.0000000E+000, 3.5135757E-003
 1.0700000E+003, 0.0000000E+000, 3.5621037E-003
 1.0800000E+003, 0.0000000E+000, 3.6201343E-003
 1.0900000E+003, 0.0000000E+000, 3.6684614E-003
 1.1000000E+003, 0.0000000E+000, 3.7305409E-003
 1.1100000E+003, 0.0000000E+000, 3.7822404E-003
 1.1200000E+003, 0.0000000E+000, 3.8475111E-003
 1.1300000E+003, 0.0000000E+000, 3.9057001E-003
 1.1400000E+003, 0.0000000E+000, 3.9658926E-003
 1.1500000E+003, 0.0000000E+000, 4.0291544E-003
 1.1600000E+003, 0.0000000E+000, 4.0861153E-003
 1.1700000E+003, 0.0000000E+000, 4.1504133E-003
 1.1800000E+003, 0.0000000E+000, 4.2042485E-003
 1.1900000E+003, 0.0000000E+000, 4.2657027E-003
 1.2000000E+003, 0.0000000E+000, 4.3174075E-003
 1.2100000E+003, 0.0000000E+000, 4.3713629E-003
 1.2200000E+003, 0.0000000E+000, 4.4224670E-003
 1.2300000E+003, 0.0000000E+000, 4.4690707E-003
 1.2400000E+003, 0.0000000E+000, 4.5179586E-003
 1.2500000E+003, 0.0000000E+000, 4.5588573E-003
 1.2600000E+003, 0.0000000E+000, 4.6041554E-003
 1.2700000E+003, 0.0000000E+000, 4.6410894E-003
 1.2800000E+003, 0.0000000E+000, 4.6817761E-003
 1.2900000E+003, 0.0000000E+000, 4.7157008E-003
 1.3000000E+003, 0.0000000E+000, 4.7500596E-003
 1.3100000E+003, 0.0000000E+000, 4.7814490E-003
 1.3200000E+003, 0.0000000E+000, 4.8087373E-003
 1.3300000E+003, 0.0000000E+000, 4.8361080E-003
 1.3400000E+003, 0.0000000E+000, 4.8572626E-003
 1.3500000E+003, 0.0000000E+000, 4.8796144E-003
 1.3600000E+003, 0.0000000E+000, 4.8946207E-003
 1.3700000E+003, 0.0000000E+000, 4.9106797E-003
 1.3800000E+003, 0.0000000E+000, 4.9205845E-003
 1.3900000E+003, 0.0000000E+000, 4.9296542E-003
 1.4000000E+003, 0.0000000E+000, 4.9342842E-003
 1.4100000E+003, 0.0000000E+000, 4.9362972E-003
 1.4200000E+003, 0.0000000E+000, 4.9357650E-003
 1.4300000E+003, 0.0000000E+000, 4.9310211E-003
 1.4400000E+003, 0.0000000E+000, 4.9249513E-003
 1.4500000E+003, 0.0000000E+000, 4.9140488E-003
 1.4600000E+003, 0.0000000E+000, 4.9019685E-003
 1.4700000E+003, 0.0000000E+000, 4.8848830E-003
 1.4800000E+003, 0.0000000E+000, 4.8667602E-003
 1.4900000E+003, 0.0000000E+000, 4.8434421E-003
 1.5000000E+003, 0.0000000E+000, 4.8189420E-003
 1.5100000E+003, 0.0000000E+000, 4.7899063E-003
 1.5200000E+003, 0.0000000E+000, 4.7587330E-003
 1.5300000E+003, 0.0000000E+000, 4.7234019E-003
 1.5400000E+003, 0.0000000E+000, 4.6853072E-003
 1.5500000E+003, 0.0000000E+000, 4.6438318E-003
 1.5600000E+003, 0.0000000E+000, 4.5984524E-003
 1.5700000E+003, 0.0000000E+000, 4.5500931E-003
 1.5800000E+003, 0.0000000E+000, 4.4970507E-003
 1.5900000E+003, 0.0000000E+000, 4.4406319E-003
 1.6000000E+003, 0.0000000E+000, 4.3788784E-003
 1.6100000E+003, 0.0000000E+000, 4.3138131E-003
 1.6200000E+003, 0.0000000E+000, 4.2426658E-003
 1.6300000E+003, 0.0000000E+000, 4.1678026E-003
 1.6400000E+003, 0.0000000E+000, 4.0860469E-003
 1.6500000E+003, 0.0000000E+000, 4.0001252E-003
 1.6600000E+003, 0.0000000E+000, 3.9064895E-003
 1.6700000E+003, 0.0000000E+000, 3.8074661E-003
 1.6800000E+003, 0.0000000E+000, 3.7007163E-003
 1.6900000E+003, 0.0000000E+000, 3.5873496E-003
 1.7000000E+003, 0.0000000E+000, 3.4659325E-003
 1.7100000E+003, 0.0000000E+000, 3.3369871E-003
 1.7200000E+003, 0.0000000E+000, 3.1999138E-003
 1.7300000E+003, 0.0000000E+000, 3.0547951E-003
 1.7400000E+003, 0.0000000E+000, 2.9024943E-003
 1.7500000E+003, 0.0000000E+000, 2.7423945E-003
 1.7600000E+003, 0.0000000E+000, 2.5767201E-003
 1.7700000E+003, 0.0000000E+000, 2.4053374E-003
 1.7800000E+003, 0.0000000E+000, 2.2313525E-003
 1.7900000E+003, 0.0000000E+000, 2.0549571E-003
 1.8000000E+003, 0.0000000E+000, 1.8802301E-003
 1.8100000E+003, 0.0000000E+000, 1.7078411E-003
 1.8200000E+003, 0.0000000E+000, 1.5415776E-003
 1.8300000E+003, 0.0000000E+000, 1.3824638E-003
 1.8400000E+003, 0.0000000E+000, 1.2333767E-003
 1.8500000E+003, 0.0000000E+000, 1.0950686E-003
 1.8600000E+003, 0.0000000E+000, 9.6889976E-004
 1.8700000E+003, 0.0000000E+000, 8.5480429E-004
 1.8800000E+003, 0.0000000E+000, 7.5272427E-004
 1.8900000E+003, 0.0000000E+000, 6.6224529E-004
 1.9000000E+003, 0.0000000E+000, 5.8253389E-004
 1.9100000E+003, 0.0000000E+000, 5.1278263E-004
 1.9200000E+003, 0.0000000E+000, 4.5177249E-004
 1.9300000E+003, 0.0000000E+000, 3.9874144E-004
 1.9400000E+003, 0.0000000E+000, 3.5251358E-004
 1.9500000E+003, 0.0000000E+000, 3.1244875E-004
 1.9600000E+003, 0.0000000E+000, 2.7751300E-004
 1.9700000E+003, 0.0000000E+000, 2.4725611E-004
 1.9800000E+003, 0.0000000E+000, 2.2080781E-004
 1.9900000E+003, 0.0000000E+000, 1.9781760E-004
 2.0000000E+003, 0.0000000E+000, 1.7762144E-004
 2.0100000E+003, 0.0000000E+000, 1.6001069E-004
 2.0200000E+003, 0.0000000E+000, 1.4447492E-004
 2.0300000E+003, 0.0000000E+000, 1.3086096E-004
 2.0400000E+003, 0.0000000E+000, 1.1877085E-004
 2.0500000E+003, 0.0000000E+000, 1.0813811E-004
 2.0600000E+003, 0.0000000E+000, 9.8634856E-005
 2.0700000E+003, 0.0000000E+000, 9.0730182E-005
 2.0800000E+003, 0.0000000E+000, 8.2810086E-005
 2.0900000E+003, 0.0000000E+000, 7.5926989E-005
 2.1000000E+003, 0.0000000E+000, 6.9808094E-005
 2.1100000E+003, 0.0000000E+000, 6.4362833E-005
 2.1200000E+003, 0.0000000E+000, 5.9455812E-005
 2.1300000E+003, 0.0000000E+000, 5.5069758E-005
 2.1400000E+003, 0.0000000E+000, 5.1105534E-005
 2.1500000E+003, 0.0000000E+000, 4.7497705E-005
 2.1600000E+003, 0.0000000E+000, 4.4262753E-005
 2.1700000E+003, 0.0000000E+000, 4.1287756E-005
 2.1800000E+003, 0.0000000E+000, 3.8590432E-005
 2.1900000E+003, 0.0000000E+000, 3.6128476E-005
 2.2000000E+003, 0.0000000E+000, 3.3881639E-005
 2.2100000E+003, 0.0000000E+000, 3.1793328E-005
 2.2200000E+003, 0.0000000E+000, 2.9913369E-005
 2.2300000E+003, 0.0000000E+000, 2.8160259E-005
 2.2400000E+003, 0.0000000E+000, 2.6555439E-005
 2.2500000E+003, 0.0000000E+000, 2.5059479E-005
 2.2600000E+003, 0.0000000E+000, 2.3698611E-005
 2.2700000E+003, 0.0000000E+000, 2.2419368E-005
 2.2800000E+003, 0.0000000E+000, 2.1238169E-005
 2.2900000E+003, 0.0000000E+000, 2.0140205E-005
 2.3000000E+003, 0.0000000E+000, 1.9126436E-005
 2.3100000E+003, 0.0000000E+000, 1.8174461E-005
 2.3200000E+003, 0.0000000E+000, 1.7288403E-005
 2.3300000E+003, 0.0000000E+000, 1.6461408E-005
 2.3400000E+003, 0.0000000E+000, 1.5690798E-005
 2.3500000E+003, 0.0000000E+000, 1.4969335E-005
 2.3600000E+003, 0.0000000E+000, 1.4286928E-005
 2.3700000E+003, 0.0000000E+000, 1.3653377E-005
 2.3800000E+003, 0.0000000E+000, 1.3054795E-005
 2.3900000E+003, 0.0000000E+000, 1.2499748E-005
 2.4000000E+003, 0.0000000E+000, 1.1967116E-005
 2.4100000E+003, 0.0000000E+000, 1.1473241E-005
 2.4200000E+003, 0.0000000E+000, 1.1002872E-005
 2.4300000E+003, 0.0000000E+000, 1.0565043E-005
 2.4400000E+003, 0.0000000E+000, 1.0142051E-005
 2.4500000E+003, 0.0000000E+000, 9.7484745E-006
 2.4600000E+003, 0.0000000E+000, 9.3720940E-006
 2.4700000E+003, 0.0000000E+000, 9.0245648E-006
 2.4800000E+003, 0.0000000E+000, 8.6847199E-006
 2.4900000E+003, 0.0000000E+000, 8.3673100E-006
 2.5000000E+003, 0.0000000E+000, 8.0601909E-006
