s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1760769E-007, 1.7513890E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1759018E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0005518E+001, 1.5510222E-001, 0.0000000E+000,-4.4702973E-002,-9.4555639E-002,-1.0750466E-002,-3.7614704E-006, 0.0000000E+000, 0.0000000E+000, 5.1015122E-003, 5.0893820E-003, 0.0000000E+000, 3.5605108E-006, 0.0000000E+000
 6.0002895E+001, 1.9735911E-001, 0.0000000E+000,-5.6922104E-002,-1.2775614E-001,-1.1948691E-002, 1.2620067E-005, 0.0000000E+000, 0.0000000E+000, 7.6972690E-004, 7.4479709E-004, 0.0000000E+000, 4.5269025E-006, 0.0000000E+000
 9.0000717E+001, 2.5530032E-001, 0.0000000E+000,-7.3735026E-002,-1.6618564E-001,-1.4018689E-002, 5.0788522E-005, 0.0000000E+000, 0.0000000E+000, 1.4463445E-003, 1.4117488E-003, 0.0000000E+000, 5.8558167E-006, 0.0000000E+000
 1.2000056E+002, 1.0736369E+000, 0.0000000E+000,-3.1033495E-001,-7.2300222E-001,-2.2615405E-002, 7.5735222E-004, 0.0000000E+000, 0.0000000E+000, 1.8006872E-002, 1.8441707E-002, 0.0000000E+000, 2.4744208E-005, 0.0000000E+000
 1.5000058E+002, 3.3950190E+000, 0.0000000E+000,-9.7898138E-001,-2.3440987E+000,-4.8486425E-002, 2.4580569E-003, 0.0000000E+000, 0.0000000E+000, 2.1794716E-002, 2.5910633E-002, 0.0000000E+000, 7.8314511E-005, 0.0000000E+000
 1.8000107E+002, 7.7862564E+000, 0.0000000E+000,-2.2432554E+000,-5.4287158E+000,-7.9169932E-002, 4.6111238E-003, 0.0000000E+000, 0.0000000E+000, 1.9308850E-002, 3.9726418E-002, 0.0000000E+000, 1.8050435E-004, 0.0000000E+000
 2.1000113E+002, 8.2087426E+000, 0.0000000E+000,-2.3634735E+000,-5.7806460E+000,-5.4981821E-002, 3.4259655E-003, 0.0000000E+000, 0.0000000E+000,-8.0608776E-003, 1.3067321E-002, 0.0000000E+000, 1.8938033E-004, 0.0000000E+000
 2.4000090E+002, 8.9926213E+000, 0.0000000E+000,-2.5874398E+000,-6.3385016E+000,-3.5551552E-002, 3.0163521E-003, 0.0000000E+000, 0.0000000E+000, 1.0541195E-002, 3.4144700E-002, 0.0000000E+000, 2.0694120E-004, 0.0000000E+000
 2.7000079E+002, 1.0161857E+001, 0.0000000E+000,-2.9225288E+000,-7.1746849E+000,-2.9835949E-002, 3.1784302E-003, 0.0000000E+000, 0.0000000E+000, 7.8412729E-003, 3.7985790E-002, 0.0000000E+000, 2.3414216E-004, 0.0000000E+000
 3.0000082E+002, 1.1068194E+001, 0.0000000E+000,-3.1828855E+000,-7.8157535E+000,-3.1726536E-002, 3.3332376E-003, 0.0000000E+000, 0.0000000E+000, 7.9645905E-003, 4.1161167E-002, 0.0000000E+000, 2.5513078E-004, 0.0000000E+000
 3.3000089E+002, 1.1476420E+001, 0.0000000E+000,-3.3002413E+000,-8.1317409E+000,-3.2088933E-002, 3.4256541E-003, 0.0000000E+000, 0.0000000E+000,-1.8979770E-002, 1.5774791E-002, 0.0000000E+000, 2.6346029E-004, 0.0000000E+000
 3.6000055E+002, 1.1942225E+001, 0.0000000E+000,-3.4320477E+000,-8.4381182E+000,-3.0358219E-002, 3.4706794E-003, 0.0000000E+000, 0.0000000E+000, 7.7523137E-003, 4.5171389E-002, 0.0000000E+000, 2.7482884E-004, 0.0000000E+000
 3.9000122E+002, 1.2251560E+001, 0.0000000E+000,-3.5217286E+000,-8.6622847E+000,-3.0798180E-002, 3.5253562E-003, 0.0000000E+000, 0.0000000E+000, 1.8675058E-003, 4.0273980E-002, 0.0000000E+000, 2.8219269E-004, 0.0000000E+000
 4.2000027E+002, 1.2385999E+001, 0.0000000E+000,-3.5605728E+000,-8.7567273E+000,-2.9986509E-002, 3.5668807E-003, 0.0000000E+000, 0.0000000E+000, 4.8690565E-003, 4.2278965E-002, 0.0000000E+000, 2.8504108E-004, 0.0000000E+000
 4.5000128E+002, 1.2611395E+001, 0.0000000E+000,-3.6252998E+000,-8.9266922E+000,-3.1869034E-002, 3.5755092E-003, 0.0000000E+000, 0.0000000E+000,-7.7997535E-003, 3.1109461E-002, 0.0000000E+000, 2.9108273E-004, 0.0000000E+000
 4.8000143E+002, 1.2872291E+001, 0.0000000E+000,-3.6998071E+000,-9.0952535E+000,-3.2217391E-002, 3.5603803E-003, 0.0000000E+000, 0.0000000E+000, 8.0404991E-003, 4.8572962E-002, 0.0000000E+000, 2.9652217E-004, 0.0000000E+000
