s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 5.1000098E+002, 7.1455483E+000,-2.0493806E+000,-5.0661862E+000,-2.8138664E-002, 2.6950373E-003, 0.0000000E+000, 0.0000000E+000, 8.5973274E-003, 4.5378141E-003, 0.0000000E+000, 1.6395901E-004, 0.0000000E+000
 5.4000134E+002, 7.2776631E+000,-2.0883905E+000,-5.1645759E+000,-2.8996456E-002, 2.5622956E-003, 0.0000000E+000, 0.0000000E+000, 2.8877365E-003,-1.7375014E-003, 0.0000000E+000, 1.6702437E-004, 0.0000000E+000
 5.7000122E+002, 7.2569382E+000,-2.0818481E+000,-5.1566098E+000,-2.6426501E-002, 2.6921115E-003, 0.0000000E+000, 0.0000000E+000,-1.8382416E-003,-5.2540703E-003, 0.0000000E+000, 1.6671881E-004, 0.0000000E+000
 6.0000043E+002, 7.3984010E+000,-2.1220257E+000,-5.2631571E+000,-2.7421526E-002, 2.7242216E-003, 0.0000000E+000, 0.0000000E+000,-8.0108801E-003,-1.1479078E-002, 0.0000000E+000, 1.6970896E-004, 0.0000000E+000
 6.3000122E+002, 7.2963825E+000,-2.0928204E+000,-5.1924488E+000,-2.5886129E-002, 2.6894053E-003, 0.0000000E+000, 0.0000000E+000,-8.3289292E-003,-1.2083430E-002, 0.0000000E+000, 1.6734109E-004, 0.0000000E+000
 6.6000049E+002, 7.4504269E+000,-2.1371514E+000,-5.2811511E+000,-2.9070061E-002, 2.7277176E-003, 0.0000000E+000, 0.0000000E+000, 1.0109532E-002, 5.7820514E-003, 0.0000000E+000, 1.7095474E-004, 0.0000000E+000
 6.9000122E+002, 7.5865919E+000,-2.1762581E+000,-5.3920121E+000,-2.6650955E-002, 2.7621866E-003, 0.0000000E+000, 0.0000000E+000,-2.7701722E-003,-5.5669742E-003, 0.0000000E+000, 1.7409551E-004, 0.0000000E+000
 7.2000116E+002, 7.6396260E+000,-2.1911470E+000,-5.4275102E+000,-2.7229573E-002, 2.7471794E-003, 0.0000000E+000, 0.0000000E+000,-5.9573487E-004,-3.5135476E-003, 0.0000000E+000, 1.7525962E-004, 0.0000000E+000
 7.5000128E+002, 7.6898559E+000,-2.2055849E+000,-5.4614673E+000,-2.8741497E-002, 2.6880746E-003, 0.0000000E+000, 0.0000000E+000, 1.2500777E-003,-3.2496566E-003, 0.0000000E+000, 1.7672968E-004, 0.0000000E+000
 7.8000037E+002, 7.9488124E+000,-2.2814723E+000,-5.6408145E+000,-2.5007230E-002, 2.5643888E-003, 0.0000000E+000, 0.0000000E+000, 6.1040296E-003, 4.0828107E-003, 0.0000000E+000, 1.8256851E-004, 0.0000000E+000
 8.1000012E+002, 8.0443785E+000,-2.3087226E+000,-5.7199879E+000,-2.3632555E-002, 2.5143443E-003, 0.0000000E+000, 0.0000000E+000,-4.2809671E-003,-5.4502535E-003, 0.0000000E+000, 1.8429965E-004, 0.0000000E+000
 8.4000146E+002, 8.0739468E+000,-2.3169998E+000,-5.7403145E+000,-2.4810511E-002, 2.4980974E-003, 0.0000000E+000, 0.0000000E+000,-3.8909278E-003,-5.6798849E-003, 0.0000000E+000, 1.8507026E-004, 0.0000000E+000
 8.7000159E+002, 8.1977697E+000,-2.3535628E+000,-5.8210939E+000,-2.6552971E-002, 2.5039337E-003, 0.0000000E+000, 0.0000000E+000, 2.2593621E-003,-9.3598397E-004, 0.0000000E+000, 1.8852521E-004, 0.0000000E+000
 9.0000153E+002, 8.3668473E+000,-2.4024250E+000,-5.9315101E+000,-2.8792093E-002, 2.4636949E-003, 0.0000000E+000, 0.0000000E+000, 9.8846492E-003, 6.5838203E-003, 0.0000000E+000, 1.9225093E-004, 0.0000000E+000
 9.3000055E+002, 8.5719401E+000,-2.4613686E+000,-6.0944682E+000,-2.4412058E-002, 2.3605915E-003, 0.0000000E+000, 0.0000000E+000,-5.4124153E-003,-5.9481892E-003, 0.0000000E+000, 1.9654176E-004, 0.0000000E+000
 9.6000073E+002, 8.6719668E+000,-2.4895215E+000,-6.1592950E+000,-2.4127074E-002, 2.3310261E-003, 0.0000000E+000, 0.0000000E+000, 1.7057673E-003, 1.3542607E-003, 0.0000000E+000, 1.9900853E-004, 0.0000000E+000
 9.9000128E+002, 8.7432620E+000,-2.5091766E+000,-6.2126679E+000,-2.2854108E-002, 2.3108385E-003, 0.0000000E+000, 0.0000000E+000, 6.1565685E-004, 8.7425060E-004, 0.0000000E+000, 2.0065424E-004, 0.0000000E+000
 1.0200007E+003, 8.9233378E+000,-2.5607420E+000,-6.3315546E+000,-2.8348694E-002, 2.4959895E-003, 0.0000000E+000, 0.0000000E+000, 7.7775525E-003, 5.1885826E-003, 0.0000000E+000, 2.0532390E-004, 0.0000000E+000
 1.0500012E+003, 9.1609761E+000,-2.6285642E+000,-6.5211881E+000,-3.0949405E-002, 2.4223185E-003, 0.0000000E+000, 0.0000000E+000,-1.3278766E-002,-1.7303330E-002, 0.0000000E+000, 2.1019048E-004, 0.0000000E+000
 1.0800000E+003, 9.4480679E+000,-2.7104439E+000,-6.7015439E+000,-3.1935477E-002, 2.5387192E-003, 0.0000000E+000, 0.0000000E+000, 1.0666231E-002, 6.6833410E-003, 0.0000000E+000, 2.1653072E-004, 0.0000000E+000
 1.1100012E+003, 9.0143674E+000,-2.5839214E+000,-6.4016416E+000,-3.3025563E-002, 2.8611028E-003, 0.0000000E+000, 0.0000000E+000, 2.6404602E-003,-1.3600484E-003, 0.0000000E+000, 2.0607966E-004, 0.0000000E+000
 1.1400006E+003, 7.3196797E+000,-2.0990033E+000,-5.2125911E+000,-2.7813873E-002, 2.9213673E-003, 0.0000000E+000, 0.0000000E+000,-1.3374933E-002,-1.6807131E-002, 0.0000000E+000, 1.6720384E-004, 0.0000000E+000
 1.1700005E+003, 6.6261945E+000,-1.9005334E+000,-4.7172041E+000,-2.5809553E-002, 2.8436996E-003, 0.0000000E+000, 0.0000000E+000,-1.1025599E-002,-1.4508885E-002, 0.0000000E+000, 1.5164928E-004, 0.0000000E+000
 1.2000002E+003, 5.5359732E+000,-1.5887708E+000,-3.9282987E+000,-2.7628297E-002, 2.7120992E-003, 0.0000000E+000, 0.0000000E+000,-1.8361938E-003,-6.0125632E-003, 0.0000000E+000, 1.2652693E-004, 0.0000000E+000
 1.2300009E+003, 5.1818607E+000,-1.4888129E+000,-3.6670909E+000,-3.5156586E-002, 2.7455566E-003, 0.0000000E+000, 0.0000000E+000,-2.6518638E-003,-6.4541760E-003, 0.0000000E+000, 1.1841190E-004, 0.0000000E+000
 1.2600013E+003, 4.5430131E+000,-1.3057049E+000,-3.2059894E+000,-3.4523406E-002, 2.5127736E-003, 0.0000000E+000, 0.0000000E+000, 2.0297350E-003,-6.9182495E-004, 0.0000000E+000, 1.0419662E-004, 0.0000000E+000
 1.2900013E+003, 4.5632506E+000,-1.3112206E+000,-3.2294978E+000,-3.1398168E-002, 2.5003078E-003, 0.0000000E+000, 0.0000000E+000,-4.1050214E-003,-6.3655969E-003, 0.0000000E+000, 1.0468861E-004, 0.0000000E+000
 1.3200004E+003, 4.3160736E+000,-1.2403557E+000,-3.0438192E+000,-3.6137854E-002, 2.4187952E-003, 0.0000000E+000, 0.0000000E+000, 9.4171748E-004,-1.8203213E-003, 0.0000000E+000, 9.8966936E-005, 0.0000000E+000
 1.3500012E+003, 4.1505764E+000,-1.1922362E+000,-2.9283088E+000,-3.5181739E-002, 2.3360117E-003, 0.0000000E+000, 0.0000000E+000,-7.2073629E-004,-2.8143556E-003, 0.0000000E+000, 9.5112631E-005, 0.0000000E+000
 1.3800013E+003, 3.9139595E+000,-1.1245061E+000,-2.7607316E+000,-3.4798833E-002, 2.2010816E-003, 0.0000000E+000, 0.0000000E+000,-2.2514292E-003,-3.8759747E-003, 0.0000000E+000, 8.9686082E-005, 0.0000000E+000
 1.4100002E+003, 3.2263885E+000,-9.2769868E-001,-2.2716806E+000,-4.1372216E-002, 1.8780379E-003, 0.0000000E+000, 0.0000000E+000,-1.0937766E-002,-1.2484906E-002, 0.0000000E+000, 7.3779064E-005, 0.0000000E+000
 1.4400022E+003, 2.0610944E+000,-5.9384223E-001,-1.4247898E+000,-4.6875321E-002, 1.2878195E-003, 0.0000000E+000, 0.0000000E+000,-1.8648211E-003,-3.1250694E-003, 0.0000000E+000, 4.7151115E-005, 0.0000000E+000
 1.4700011E+003, 1.5220616E+000,-4.3873326E-001,-1.0491364E+000,-3.8154375E-002, 9.6453295E-004, 0.0000000E+000, 0.0000000E+000,-2.2642890E-003,-2.9979075E-003, 0.0000000E+000, 3.4828381E-005, 0.0000000E+000
 1.5000027E+003, 1.0882861E+000,-3.1293477E-001,-7.5111389E-001,-3.2757187E-002, 7.2497346E-004, 0.0000000E+000, 0.0000000E+000,-6.9837760E-003,-7.7947604E-003, 0.0000000E+000, 2.4902764E-005, 0.0000000E+000
 1.5300032E+003, 6.4415509E-001,-1.8422057E-001,-4.4506237E-001,-1.5815207E-002, 4.5316401E-004, 0.0000000E+000, 0.0000000E+000,-1.4125653E-005,-4.8988666E-004, 0.0000000E+000, 1.4777143E-005, 0.0000000E+000
 1.5600035E+003, 6.2158649E-001,-1.7774724E-001,-4.3117890E-001,-1.6072950E-002, 4.3714207E-004, 0.0000000E+000, 0.0000000E+000,-2.6495173E-003,-2.9754556E-003, 0.0000000E+000, 1.4256575E-005, 0.0000000E+000
 1.5900055E+003, 4.7526418E-001,-1.3532644E-001,-3.5205172E-001, 7.1964126E-004, 3.1549875E-004, 0.0000000E+000, 0.0000000E+000,-1.0707744E-002,-1.1078841E-002, 0.0000000E+000, 1.0858562E-005, 0.0000000E+000
 1.6200106E+003, 0.0000000E+000, 9.6201129E-004,-2.3409462E-002, 2.1839593E-002, 2.6033386E-019, 0.0000000E+000, 0.0000000E+000,-5.1909359E-004,-6.0785823E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6500088E+003, 0.0000000E+000, 7.5445567E-004,-1.9821555E-002, 1.8934366E-002, 3.0787556E-019, 0.0000000E+000, 0.0000000E+000,-1.0478011E-004,-1.3273327E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6800062E+003, 0.0000000E+000, 6.1358328E-004,-1.7531300E-002, 1.6647685E-002, 1.7704458E-019, 0.0000000E+000, 0.0000000E+000,-2.2637855E-004,-2.7003215E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.7100073E+003, 0.0000000E+000, 5.1562614E-004,-1.5525424E-002, 1.4863022E-002, 1.4505378E-042, 0.0000000E+000, 0.0000000E+000,-1.0501759E-004,-1.4677557E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.7400042E+003, 0.0000000E+000, 4.4510002E-004,-1.3878939E-002, 1.3352132E-002,-2.0072196E-048, 0.0000000E+000, 0.0000000E+000,-4.3353116E-005,-8.1707007E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.7700039E+003, 0.0000000E+000, 3.8839341E-004,-1.2549269E-002, 1.2027850E-002, 9.3137418E-053, 0.0000000E+000, 0.0000000E+000,-9.4417212E-005,-1.3302621E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.8000023E+003, 0.0000000E+000, 3.4349984E-004,-1.1324731E-002, 1.0924259E-002,-4.4605693E-058, 0.0000000E+000, 0.0000000E+000,-2.3616493E-005,-5.6972332E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.8300077E+003, 0.0000000E+000, 3.0441501E-004,-1.0606737E-002, 1.0153314E-002, 1.4840315E-063, 0.0000000E+000, 0.0000000E+000,-1.1037206E-004,-1.4900767E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.8600117E+003, 0.0000000E+000, 2.7488866E-004,-9.6501492E-003, 9.3827121E-003,-5.5932850E-071, 0.0000000E+000, 0.0000000E+000, 5.0151891E-005, 7.4515786E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.8900042E+003, 0.0000000E+000, 2.4774107E-004,-9.0858306E-003, 8.7087648E-003,-2.3323046E-081, 0.0000000E+000, 0.0000000E+000,-9.0800221E-005,-1.2932466E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9200089E+003, 0.0000000E+000, 2.2724763E-004,-8.4434734E-003, 8.0589629E-003, 7.8548364E-090, 0.0000000E+000, 0.0000000E+000,-1.2410329E-004,-1.5726288E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9500100E+003, 0.0000000E+000, 2.0850259E-004,-7.7709829E-003, 7.4663759E-003,-7.1176458E-096, 0.0000000E+000, 0.0000000E+000,-4.6595702E-005,-9.6104430E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9800027E+003, 0.0000000E+000, 1.9206831E-004,-7.2643895E-003, 7.0101510E-003,-4.6718696E-096, 0.0000000E+000, 0.0000000E+000,-2.3431071E-005,-6.2170212E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0000000E+003, 0.0000000E+000, 1.7941203E-004,-6.8046161E-003, 6.5013355E-003,-1.5068889E-098, 0.0000000E+000, 0.0000000E+000,-8.2240761E-005,-1.2386860E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
