s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0122552E-007,-4.6747140E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0127227E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0003443E+001, 3.5966417E-001, 0.0000000E+000,-1.0379179E-001,-2.2124105E-001,-2.4332367E-002,-3.3841808E-006, 0.0000000E+000, 0.0000000E+000, 1.0182835E-002, 1.0295583E-002, 0.0000000E+000, 8.2576257E-006, 0.0000000E+000
 6.0001751E+001, 5.7535711E-001, 0.0000000E+000,-1.6668643E-001,-3.6757529E-001,-3.1065186E-002, 1.4296972E-004, 0.0000000E+000, 0.0000000E+000, 1.0280345E-002, 1.0173171E-002, 0.0000000E+000, 1.3230749E-005, 0.0000000E+000
 9.0001587E+001, 2.8036087E+000, 0.0000000E+000,-8.0989720E-001,-1.9059148E+000,-5.7470100E-002, 1.8729637E-003, 0.0000000E+000, 0.0000000E+000, 2.9190670E-002, 3.2199560E-002, 0.0000000E+000, 6.4888867E-005, 0.0000000E+000
 1.2000100E+002, 8.9137865E+000, 0.0000000E+000,-2.5697852E+000,-6.1759519E+000,-1.1615479E-001, 5.5557462E-003, 0.0000000E+000, 0.0000000E+000, 3.4306645E-002, 5.7450365E-002, 0.0000000E+000, 2.0747994E-004, 0.0000000E+000
 1.5000037E+002, 1.9438991E+001, 0.0000000E+000,-5.5998853E+000,-1.3560631E+001,-1.7635004E-001, 8.7655694E-003, 0.0000000E+000, 0.0000000E+000, 5.1413985E-002, 1.1088965E-001, 0.0000000E+000, 4.6477332E-004, 0.0000000E+000
 1.8000067E+002, 2.4492222E+001, 0.0000000E+000,-7.0527154E+000,-1.7245448E+001,-1.1875553E-001, 6.7635810E-003, 0.0000000E+000, 0.0000000E+000,-5.1021201E-004, 8.2067070E-002, 0.0000000E+000, 5.9046958E-004, 0.0000000E+000
 2.1000063E+002, 2.8024124E+001, 0.0000000E+000,-8.0653386E+000,-1.9691081E+001,-1.1224698E-001, 7.0124874E-003, 0.0000000E+000, 0.0000000E+000, 6.8303921E-002, 1.6246913E-001, 0.0000000E+000, 6.9110441E-004, 0.0000000E+000
 2.4000072E+002, 2.9902846E+001, 0.0000000E+000,-8.6068176E+000,-2.1139747E+001,-1.2154914E-001, 6.9899356E-003, 0.0000000E+000, 0.0000000E+000,-5.7059550E-002, 4.1721919E-002, 0.0000000E+000, 7.4356537E-004, 0.0000000E+000
 2.7000015E+002, 3.1735046E+001, 0.0000000E+000,-9.1325940E+000,-2.2371501E+001,-1.2378280E-001, 7.2131846E-003, 0.0000000E+000, 0.0000000E+000, 8.2533846E-003, 1.1438212E-001, 0.0000000E+000, 8.0152334E-004, 0.0000000E+000
 3.0000113E+002, 3.2368193E+001, 0.0000000E+000,-9.3085794E+000,-2.2781951E+001,-1.2192532E-001, 7.1633909E-003, 0.0000000E+000, 0.0000000E+000, 5.1468502E-002, 1.6289989E-001, 0.0000000E+000, 8.2078489E-004, 0.0000000E+000
 3.3000070E+002, 3.3087741E+001, 0.0000000E+000,-9.5230979E+000,-2.3374050E+001,-1.2352125E-001, 7.0916118E-003, 0.0000000E+000, 0.0000000E+000,-3.5723206E-002, 7.4163649E-002, 0.0000000E+000, 8.4111273E-004, 0.0000000E+000
 3.6000031E+002, 3.3992555E+001, 0.0000000E+000,-9.7823099E+000,-2.4019766E+001,-1.2164650E-001, 7.0928543E-003, 0.0000000E+000, 0.0000000E+000,-3.9517953E-002, 7.5925322E-002, 0.0000000E+000, 8.6568253E-004, 0.0000000E+000
 3.9000046E+002, 3.4014815E+001, 0.0000000E+000,-9.7825298E+000,-2.3932448E+001,-1.2491298E-001, 7.3175820E-003, 0.0000000E+000, 0.0000000E+000, 6.9872400E-002, 1.8224180E-001, 0.0000000E+000, 8.8227688E-004, 0.0000000E+000
 4.2000073E+002, 3.4205838E+001, 0.0000000E+000,-9.8345936E+000,-2.4196282E+001,-1.2432142E-001, 7.0266962E-003, 0.0000000E+000, 0.0000000E+000,-5.3849900E-002, 5.7667367E-002, 0.0000000E+000, 8.8225326E-004, 0.0000000E+000
 4.5000040E+002, 3.3799882E+001, 0.0000000E+000,-9.7223905E+000,-2.3842090E+001,-1.0837915E-001, 7.2632291E-003, 0.0000000E+000, 0.0000000E+000, 2.3370814E-002, 1.3428529E-001, 0.0000000E+000, 8.8469510E-004, 0.0000000E+000
 4.8000037E+002, 3.4420337E+001, 0.0000000E+000,-9.9027257E+000,-2.4313944E+001,-1.1987484E-001, 7.0803141E-003, 0.0000000E+000, 0.0000000E+000,-2.2966069E-002, 9.0872375E-002, 0.0000000E+000, 8.9644922E-004, 0.0000000E+000
 5.1000095E+002, 3.5402340E+001, 0.0000000E+000,-1.0183762E+001,-2.4935476E+001,-1.2280432E-001, 7.2476971E-003, 0.0000000E+000, 0.0000000E+000, 4.9369034E-002, 1.6754521E-001, 0.0000000E+000, 9.2352042E-004, 0.0000000E+000
 5.4000043E+002, 3.5201928E+001, 0.0000000E+000,-1.0124211E+001,-2.4865027E+001,-1.3301847E-001, 7.1226186E-003, 0.0000000E+000, 0.0000000E+000,-2.9804535E-002, 8.6794431E-002, 0.0000000E+000, 9.1286236E-004, 0.0000000E+000
 5.7000049E+002, 3.6062818E+001, 0.0000000E+000,-1.0375416E+001,-2.5447449E+001,-1.2818366E-001, 7.1341358E-003, 0.0000000E+000, 0.0000000E+000, 3.4418070E-003, 1.1890301E-001, 0.0000000E+000, 9.3889931E-004, 0.0000000E+000
 6.0000000E+002, 3.5870217E+001, 0.0000000E+000,-1.0317292E+001,-2.5308118E+001,-1.2691173E-001, 7.2107446E-003, 0.0000000E+000, 0.0000000E+000, 7.3566156E-003, 1.2510693E-001, 0.0000000E+000, 9.4432926E-004, 0.0000000E+000
 6.3000073E+002, 3.6460927E+001, 0.0000000E+000,-1.0486937E+001,-2.5758485E+001,-1.2068244E-001, 7.0554950E-003, 0.0000000E+000, 0.0000000E+000,-1.9827815E-002, 1.0187792E-001, 0.0000000E+000, 9.6469957E-004, 0.0000000E+000
 6.6000043E+002, 3.7554899E+001, 0.0000000E+000,-1.0804302E+001,-2.6489690E+001,-1.3367823E-001, 6.8860383E-003, 0.0000000E+000, 0.0000000E+000, 1.1636927E-002, 1.3411495E-001, 0.0000000E+000, 9.8846751E-004, 0.0000000E+000
 6.9000067E+002, 3.7521765E+001, 0.0000000E+000,-1.0794625E+001,-2.6464605E+001,-1.2553695E-001, 6.8738182E-003, 0.0000000E+000, 0.0000000E+000, 2.0221116E-002, 1.4387129E-001, 0.0000000E+000, 9.9974852E-004, 0.0000000E+000
 7.2000037E+002, 3.8423237E+001, 0.0000000E+000,-1.1055558E+001,-2.7131239E+001,-1.3766429E-001, 6.9144981E-003, 0.0000000E+000, 0.0000000E+000,-2.3206075E-002, 1.0568918E-001, 0.0000000E+000, 1.0246224E-003, 0.0000000E+000
 7.5000006E+002, 3.9210296E+001, 0.0000000E+000,-1.1278901E+001,-2.7663161E+001,-1.3284116E-001, 6.7137151E-003, 0.0000000E+000, 0.0000000E+000, 1.2880789E-002, 1.4210650E-001, 0.0000000E+000, 1.0577788E-003, 0.0000000E+000
 7.8000104E+002, 3.8807358E+001, 0.0000000E+000,-1.1174097E+001,-2.7384320E+001,-1.3867021E-001, 6.8595511E-003, 0.0000000E+000, 0.0000000E+000,-6.7084870E-003, 1.1712922E-001, 0.0000000E+000, 1.0328433E-003, 0.0000000E+000
 8.1000049E+002, 3.1345244E+001, 0.0000000E+000,-9.0130822E+000,-2.2176600E+001,-1.1220005E-001, 7.8598699E-003, 0.0000000E+000, 0.0000000E+000,-5.2386015E-002, 5.1222055E-002, 0.0000000E+000, 7.8302688E-004, 0.0000000E+000
 8.4000018E+002, 2.4014400E+001, 0.0000000E+000,-6.9142947E+000,-1.6937830E+001,-9.4756191E-002, 9.0576651E-003, 0.0000000E+000, 0.0000000E+000,-6.7756520E-003, 7.6577185E-002, 0.0000000E+000, 5.8251852E-004, 0.0000000E+000
 8.7000043E+002, 2.1590607E+001, 0.0000000E+000,-6.2196112E+000,-1.5209341E+001,-1.0466840E-001, 1.0309542E-002, 0.0000000E+000, 0.0000000E+000,-9.6808900E-003, 6.7296502E-002, 0.0000000E+000, 5.1643278E-004, 0.0000000E+000
 9.0000128E+002, 1.7529742E+001, 0.0000000E+000,-5.0518729E+000,-1.2306720E+001,-1.1033343E-001, 9.4537463E-003, 0.0000000E+000, 0.0000000E+000, 9.9021472E-003, 7.0268855E-002, 0.0000000E+000, 4.1175631E-004, 0.0000000E+000
 9.3000055E+002, 1.6428386E+001, 0.0000000E+000,-4.7378027E+000,-1.1542541E+001,-1.0254681E-001, 8.6534220E-003, 0.0000000E+000, 0.0000000E+000,-9.4751344E-003, 5.4148435E-002, 0.0000000E+000, 3.8505005E-004, 0.0000000E+000
 9.6000031E+002, 1.2643957E+001, 0.0000000E+000,-3.6464390E+000,-8.8313703E+000,-1.4382471E-001, 7.0775867E-003, 0.0000000E+000, 0.0000000E+000,-1.6635825E-002, 2.9400976E-002, 0.0000000E+000, 2.9054634E-004, 0.0000000E+000
 9.9000061E+002, 1.1034107E+001, 0.0000000E+000,-3.1861896E+000,-7.6595117E+000,-1.5330165E-001, 6.4128900E-003, 0.0000000E+000, 0.0000000E+000,-1.2431523E-004, 4.1516757E-002, 0.0000000E+000, 2.5316670E-004, 0.0000000E+000
 1.0200009E+003, 8.1299686E+000, 0.0000000E+000,-2.3573511E+000,-5.6249398E+000,-1.4896080E-001, 4.8839132E-003, 0.0000000E+000, 0.0000000E+000,-2.3820488E-002, 3.6008526E-003, 0.0000000E+000, 1.8571983E-004, 0.0000000E+000
 1.0500015E+003, 5.2485229E+000, 0.0000000E+000,-1.5258719E+000,-3.6406196E+000,-8.5888533E-002, 3.2002163E-003, 0.0000000E+000, 0.0000000E+000,-7.7641295E-003,-6.5692137E-004, 0.0000000E+000, 1.2029096E-004, 0.0000000E+000
 1.0800013E+003, 4.0595848E+000, 0.0000000E+000,-1.1756803E+000,-2.8599366E+000,-3.8631725E-002, 2.4085232E-003, 0.0000000E+000, 0.0000000E+000,-1.5520711E-002,-1.2255363E-002, 0.0000000E+000, 9.2898508E-005, 0.0000000E+000
 1.1100005E+003, 2.8102368E+000, 0.0000000E+000,-8.1180723E-001,-1.9844439E+000,-1.1827171E-002, 1.7058571E-003, 0.0000000E+000, 0.0000000E+000, 2.3632263E-003, 3.8643657E-003, 0.0000000E+000, 6.4479806E-005, 0.0000000E+000
 1.1400031E+003, 2.2392775E+000, 0.0000000E+000,-6.4560351E-001,-1.6118673E+000, 8.7435767E-003, 1.2923365E-003, 0.0000000E+000, 0.0000000E+000,-9.1714648E-003,-8.1574674E-003, 0.0000000E+000, 5.1238710E-005, 0.0000000E+000
 1.1700013E+003, 1.8413325E+000, 0.0000000E+000,-5.3086121E-001,-1.3285759E+000, 1.7731597E-002, 1.0596120E-003, 0.0000000E+000, 0.0000000E+000, 7.4772346E-005, 6.8651617E-004, 0.0000000E+000, 4.2227681E-005, 0.0000000E+000
 1.2000017E+003, 1.3200191E+000, 0.0000000E+000,-3.7934462E-001,-9.8244705E-001, 2.7340219E-002, 7.4945062E-004, 0.0000000E+000, 0.0000000E+000,-1.4185991E-002,-1.3682919E-002, 0.0000000E+000, 3.0144024E-005, 0.0000000E+000
 1.2300048E+003, 6.5654308E-001, 0.0000000E+000,-1.8840749E-001,-5.0591263E-001, 3.8132553E-002, 3.9194114E-004, 0.0000000E+000, 0.0000000E+000, 9.5134196E-004, 7.4746054E-004, 0.0000000E+000, 1.5069508E-005, 0.0000000E+000
 1.2600011E+003, 6.7436964E-001, 0.0000000E+000,-1.9392062E-001,-5.2055529E-001, 3.5184115E-002, 3.9607717E-004, 0.0000000E+000, 0.0000000E+000,-4.2627607E-003,-4.5260801E-003, 0.0000000E+000, 1.5471781E-005, 0.0000000E+000
