s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 9.0002450E+001, 4.3735749E-002, 6.3367512E+001, 1.7000122E+001, 1.7001530E+001, 1.7014856E+001, 1.7110928E+001, 1.7632072E+001, 1.9728788E+001, 2.5901256E+001, 3.9110217E+001, 5.2429875E+001, 2.8106627E-002, 2.6904368E-002, 5.5010994E-002, 5.5010994E-002, 3.4681140E+000
 1.0000192E+002, 4.3525685E-002, 6.3455870E+001, 1.7000440E+001, 1.7004377E+001, 1.7034263E+001, 1.7210054E+001, 1.8002937E+001, 2.0717669E+001, 2.7723065E+001, 4.1359191E+001, 5.2702289E+001, 2.9015405E-002, 2.7954891E-002, 5.6970296E-002, 5.6970296E-002, 3.6470446E+000
 1.1000081E+002, 4.3313638E-002, 6.3482394E+001, 1.7001035E+001, 1.7008662E+001, 1.7057758E+001, 1.7306550E+001, 1.8291636E+001, 2.1320948E+001, 2.8536972E+001, 4.1893923E+001, 5.2761415E+001, 3.0263561E-002, 2.8819704E-002, 5.9083265E-002, 5.9083265E-002, 3.8209579E+000
 1.2000257E+002, 4.3099649E-002, 6.3465026E+001, 1.7001776E+001, 1.7013295E+001, 1.7079852E+001, 1.7386373E+001, 1.8504800E+001, 2.1725905E+001, 2.9043124E+001, 4.2162189E+001, 5.2746757E+001, 3.0859920E-002, 2.9683814E-002, 6.0543734E-002, 6.0543734E-002, 3.9658956E+000
 1.3000065E+002, 4.2883772E-002, 6.3573795E+001, 1.7003607E+001, 1.7023176E+001, 1.7121282E+001, 1.7520397E+001, 1.8831752E+001, 2.2304794E+001, 2.9719767E+001, 4.2507897E+001, 5.2506516E+001, 3.1654020E-002, 3.0239672E-002, 6.1893691E-002, 6.1893691E-002, 4.0810374E+000
 1.4000199E+002, 4.2667283E-002, 6.3497814E+001, 1.7009298E+001, 1.7050283E+001, 1.7225599E+001, 1.7843613E+001, 1.9633713E+001, 2.3891137E+001, 3.2214078E+001, 4.5658477E+001, 5.2616512E+001, 3.2197696E-002, 3.0845995E-002, 6.3043691E-002, 6.3043691E-002, 4.2079360E+000
 1.5000090E+002, 4.2453295E-002, 6.3545122E+001, 1.7015815E+001, 1.7076374E+001, 1.7309700E+001, 1.8060897E+001, 2.0077046E+001, 2.4587871E+001, 3.3021192E+001, 4.6332568E+001, 5.2760510E+001, 3.3195107E-002, 3.1678603E-002, 6.4873710E-002, 6.4873710E-002, 4.3537923E+000
 1.6000076E+002, 4.2236580E-002, 6.3567877E+001, 1.7020798E+001, 1.7094881E+001, 1.7364184E+001, 1.8189101E+001, 2.0313224E+001, 2.4914985E+001, 3.3334456E+001, 4.6458050E+001, 5.2748183E+001, 3.3886109E-002, 3.2445169E-002, 6.6331278E-002, 6.6331278E-002, 4.4861996E+000
 1.7000236E+002, 4.2018732E-002, 6.3625619E+001, 1.7027956E+001, 1.7119532E+001, 1.7432149E+001, 1.8340710E+001, 2.0581855E+001, 2.5280067E+001, 3.3681712E+001, 4.6552924E+001, 5.2656172E+001, 3.5433660E-002, 3.3914714E-002, 6.9348373E-002, 6.9348373E-002, 4.6044769E+000
 1.8000187E+002, 4.1796434E-002, 6.3629357E+001, 1.7044720E+001, 1.7173379E+001, 1.7575869E+001, 1.8660583E+001, 2.1172319E+001, 2.6177358E+001, 3.4782398E+001, 4.7595640E+001, 5.2818971E+001, 3.6068514E-002, 3.5013356E-002, 7.1081870E-002, 7.1081870E-002, 4.7958577E+000
 1.9000105E+002, 4.1577953E-002, 6.3551713E+001, 1.7073077E+001, 1.7258981E+001, 1.7795409E+001, 1.9139920E+001, 2.2062761E+001, 2.7583592E+001, 3.6676228E+001, 4.9960546E+001, 5.2971625E+001, 3.7552497E-002, 3.7184800E-002, 7.4737297E-002, 7.4737297E-002, 4.9704043E+000
 2.0000068E+002, 4.1363954E-002, 6.3407826E+001, 1.7096425E+001, 1.7320797E+001, 1.7931961E+001, 1.9391409E+001, 2.2441621E+001, 2.8031443E+001, 3.7063780E+001, 5.0147225E+001, 5.3197986E+001, 3.9597880E-002, 4.0755427E-002, 8.0353308E-002, 8.0353308E-002, 5.2709733E+000
 2.1000143E+002, 4.1147503E-002, 6.3575011E+001, 1.7099751E+001, 1.7330468E+001, 1.7950831E+001, 1.9418910E+001, 2.2466815E+001, 2.8031468E+001, 3.7026482E+001, 4.9865234E+001, 5.2619955E+001, 4.0588033E-002, 4.0208335E-002, 8.0796367E-002, 8.0796367E-002, 5.4784038E+000
 2.2000073E+002, 4.0933427E-002, 6.3501779E+001, 1.7126705E+001, 1.7397323E+001, 1.8089720E+001, 1.9661661E+001, 2.2817820E+001, 2.8437660E+001, 3.7357179E+001, 5.0056668E+001, 5.2832444E+001, 4.1961967E-002, 4.3185534E-002, 8.5147501E-002, 8.5147501E-002, 5.6966644E+000
 2.3000008E+002, 4.0715527E-002, 6.3601171E+001, 1.7186565E+001, 1.7543802E+001, 1.8403320E+001, 2.0250434E+001, 2.3789248E+001, 2.9851355E+001, 3.9182413E+001, 5.1880082E+001, 5.2871958E+001, 4.3406646E-002, 4.3758059E-002, 8.7164706E-002, 8.7164706E-002, 5.9971237E+000
 2.4000019E+002, 4.0497416E-002, 6.3567375E+001, 1.7240645E+001, 1.7666483E+001, 1.8646024E+001, 2.0670470E+001, 2.4424713E+001, 3.0689729E+001, 4.0139545E+001, 5.3009467E+001, 5.3009467E+001, 4.4746044E-002, 4.5368608E-002, 9.0114652E-002, 9.0114652E-002, 6.1722282E+000
 2.5000087E+002, 4.0277709E-002, 6.3671081E+001, 1.7265713E+001, 1.7719948E+001, 1.8741490E+001, 2.0814983E+001, 2.4606610E+001, 3.0869873E+001, 4.0262349E+001, 5.2934472E+001, 5.2934472E+001, 4.6605645E-002, 4.7028982E-002, 9.3634627E-002, 9.3634627E-002, 6.4538592E+000
 2.6000178E+002, 4.0057912E-002, 6.3454124E+001, 1.7282679E+001, 1.7756138E+001, 1.8804586E+001, 2.0907701E+001, 2.4719403E+001, 3.0977629E+001, 4.0320004E+001, 5.3040946E+001, 5.3040946E+001, 4.8020166E-002, 5.0044851E-002, 9.8065017E-002, 9.8065017E-002, 6.7238066E+000
 2.7000010E+002, 3.9844208E-002, 6.3429919E+001, 1.7338931E+001, 1.7870546E+001, 1.9007776E+001, 2.1223247E+001, 2.5144757E+001, 3.1466217E+001, 4.0786759E+001, 5.3223419E+001, 5.3223419E+001, 4.9280991E-002, 5.1782811E-002, 1.0106380E-001, 1.0106380E-001, 6.9917489E+000
 2.8000151E+002, 3.9633060E-002, 6.3479442E+001, 1.7465416E+001, 1.8131449E+001, 1.9493811E+001, 2.2041157E+001, 2.6391125E+001, 3.3194022E+001, 4.3013506E+001, 5.3094755E+001, 5.3094755E+001, 5.0842667E-002, 5.1747275E-002, 1.0258994E-001, 1.0258994E-001, 7.2857182E+000
 2.9000057E+002, 3.9414504E-002, 6.3461127E+001, 1.7530311E+001, 1.8249069E+001, 1.9680073E+001, 2.2296441E+001, 2.6686026E+001, 3.3466067E+001, 4.3160615E+001, 5.2997982E+001, 5.2997982E+001, 5.1302750E-002, 5.2480644E-002, 1.0378339E-001, 1.0378339E-001, 7.4006006E+000
 3.0000045E+002, 3.9203274E-002, 6.3386408E+001, 1.7532290E+001, 1.8253951E+001, 1.9686264E+001, 2.2300463E+001, 2.6683859E+001, 3.3457813E+001, 4.3164551E+001, 5.2920459E+001, 5.2920459E+001, 5.2961376E-002, 5.4051257E-002, 1.0701263E-001, 1.0701263E-001, 7.6428476E+000
 3.1000133E+002, 3.8998589E-002, 6.3095848E+001, 1.7579052E+001, 1.8337348E+001, 1.9816493E+001, 2.2477916E+001, 2.6891696E+001, 3.3658865E+001, 4.3296481E+001, 5.3279483E+001, 5.3279483E+001, 5.3446157E-002, 5.7171251E-002, 1.1061741E-001, 1.1061741E-001, 7.8076879E+000
 3.2000131E+002, 3.8799060E-002, 6.3164326E+001, 1.7688422E+001, 1.8535945E+001, 2.0143893E+001, 2.2967927E+001, 2.7558720E+001, 3.4487545E+001, 4.4277489E+001, 5.3428552E+001, 5.3428552E+001, 5.4532888E-002, 5.6735315E-002, 1.1126820E-001, 1.1126820E-001, 8.0318856E+000
 3.3000026E+002, 3.8600024E-002, 6.3024323E+001, 1.7852449E+001, 1.8834094E+001, 2.0642081E+001, 2.3733449E+001, 2.8644274E+001, 3.5921229E+001, 4.6032273E+001, 5.3640103E+001, 5.3640103E+001, 5.5490478E-002, 5.9471836E-002, 1.1496231E-001, 1.1496231E-001, 8.1800225E+000
 3.4000188E+002, 3.8400289E-002, 6.2933521E+001, 1.7938249E+001, 1.8971156E+001, 2.0837263E+001, 2.3977323E+001, 2.8904388E+001, 3.6142274E+001, 4.6128196E+001, 5.3297028E+001, 5.3297028E+001, 5.7381387E-002, 6.1611810E-002, 1.1899320E-001, 1.1899320E-001, 8.5182367E+000
 3.5000139E+002, 3.8204761E-002, 6.3008680E+001, 1.7922551E+001, 1.8945622E+001, 2.0798575E+001, 2.3924167E+001, 2.8842134E+001, 3.6085910E+001, 4.6115958E+001, 5.3237601E+001, 5.3237601E+001, 5.7664458E-002, 6.1575847E-002, 1.1924030E-001, 1.1924030E-001, 8.6238005E+000
 3.6000083E+002, 3.8008688E-002, 6.2927729E+001, 1.7985137E+001, 1.9045182E+001, 2.0941678E+001, 2.4108026E+001, 2.9050788E+001, 3.6285678E+001, 4.6217042E+001, 5.3328470E+001, 5.3328470E+001, 5.9695103E-002, 6.4459375E-002, 1.2415448E-001, 1.2415448E-001, 8.9873491E+000
 3.7000133E+002, 3.7813286E-002, 6.2887198E+001, 1.8117815E+001, 1.9262597E+001, 2.1270598E+001, 2.4566305E+001, 2.9638453E+001, 3.6969482E+001, 4.6932082E+001, 5.3593996E+001, 5.3593996E+001, 6.0252853E-002, 6.4630836E-002, 1.2488369E-001, 1.2488369E-001, 9.1203039E+000
 3.8000021E+002, 3.7622997E-002, 6.2714509E+001, 1.8347768E+001, 1.9648603E+001, 2.1875285E+001, 2.5450722E+001, 3.0847079E+001, 3.8512801E+001, 4.8781754E+001, 5.3689160E+001, 5.3689160E+001, 6.1998284E-002, 6.7253478E-002, 1.2925176E-001, 1.2925176E-001, 9.3990064E+000
 3.9000130E+002, 3.7433065E-002, 6.2841350E+001, 1.8451357E+001, 1.9798769E+001, 2.2072402E+001, 2.5679104E+001, 3.1068767E+001, 3.8673438E+001, 4.8858144E+001, 5.3432130E+001, 5.3432130E+001, 6.3742580E-002, 6.9465440E-002, 1.3320802E-001, 1.3320802E-001, 9.6899207E+000
 4.0000074E+002, 3.7242400E-002, 6.2735709E+001, 1.8448318E+001, 1.9792553E+001, 2.2064142E+001, 2.5670588E+001, 3.1064827E+001, 3.8688221E+001, 4.8900473E+001, 5.3476197E+001, 5.3476197E+001, 6.4929161E-002, 7.1060227E-002, 1.3598939E-001, 1.3598939E-001, 9.9644069E+000
 4.1000108E+002, 3.7056586E-002, 6.2670042E+001, 1.8490585E+001, 1.9853521E+001, 2.2146912E+001, 2.5773402E+001, 3.1181025E+001, 3.8801483E+001, 4.8966624E+001, 5.3704672E+001, 5.3704672E+001, 6.5955687E-002, 7.1914343E-002, 1.3787003E-001, 1.3787003E-001, 1.0158332E+001
 4.2000180E+002, 3.6873255E-002, 6.2430240E+001, 1.8597204E+001, 2.0006566E+001, 2.2349448E+001, 2.6015300E+001, 3.1434418E+001, 3.9015063E+001, 4.9033126E+001, 5.3792348E+001, 5.3792348E+001, 6.7770029E-002, 7.3876525E-002, 1.4164655E-001, 1.4164655E-001, 1.0495197E+001
 4.3000010E+002, 3.6690617E-002, 6.2707382E+001, 1.8916276E+001, 2.0512621E+001, 2.3104982E+001, 2.7077998E+001, 3.2843187E+001, 4.0782635E+001, 5.1078274E+001, 5.3437064E+001, 5.3437064E+001, 6.8943449E-002, 7.5862650E-002, 1.4480610E-001, 1.4480610E-001, 1.0667058E+001
 4.4000042E+002, 3.6507754E-002, 6.2498726E+001, 1.9057991E+001, 2.0714949E+001, 2.3375013E+001, 2.7410796E+001, 3.3217826E+001, 4.1155450E+001, 5.1528739E+001, 5.3731465E+001, 5.3731465E+001, 7.1409769E-002, 7.7691260E-002, 1.4910103E-001, 1.4910103E-001, 1.1084825E+001
 4.5000105E+002, 3.6325429E-002, 6.2484113E+001, 1.9137410E+001, 2.0822024E+001, 2.3510892E+001, 2.7568591E+001, 3.3381170E+001, 4.1298042E+001, 5.1695207E+001, 5.3935730E+001, 5.3935730E+001, 7.1317113E-002, 7.8926467E-002, 1.5024358E-001, 1.5024358E-001, 1.1180761E+001
 4.6000127E+002, 3.6145245E-002, 6.2358850E+001, 1.9083749E+001, 2.0740932E+001, 2.3404285E+001, 2.7443026E+001, 3.3250999E+001, 4.1190606E+001, 5.1351242E+001, 5.3578613E+001, 5.3578613E+001, 7.3226606E-002, 8.0160117E-002, 1.5338672E-001, 1.5338672E-001, 1.1509168E+001
 4.7000044E+002, 3.5966631E-002, 6.2309813E+001, 1.9204255E+001, 2.0900736E+001, 2.3600387E+001, 2.7658686E+001, 3.3452437E+001, 4.1315099E+001, 5.1435177E+001, 5.3534236E+001, 5.3534236E+001, 7.5199238E-002, 8.2405900E-002, 1.5760514E-001, 1.5760514E-001, 1.1751127E+001
 4.8000102E+002, 3.5789012E-002, 6.2527858E+001, 1.9445154E+001, 2.1255112E+001, 2.4094679E+001, 2.8310280E+001, 3.4261098E+001, 4.2256146E+001, 5.2375512E+001, 5.3758314E+001, 5.3758314E+001, 7.6334508E-002, 8.4342648E-002, 1.6067716E-001, 1.6067716E-001, 1.2101610E+001
 4.9000190E+002, 3.5605135E-002, 6.2532765E+001, 1.9745368E+001, 2.1699696E+001, 2.4719477E+001, 2.9142557E+001, 3.5309896E+001, 4.3500552E+001, 5.3955763E+001, 5.3955763E+001, 5.3955763E+001, 7.7211282E-002, 8.4302987E-002, 1.6151427E-001, 1.6151427E-001, 1.2322209E+001
 5.0000100E+002, 3.5421436E-002, 6.2410395E+001, 1.9878639E+001, 2.1864857E+001, 2.4906967E+001, 2.9327820E+001, 3.5451006E+001, 4.3552459E+001, 5.3497743E+001, 5.3497743E+001, 5.3497743E+001, 7.7720648E-002, 8.4054259E-002, 1.6177491E-001, 1.6177491E-001, 1.2352829E+001
 5.1000002E+002, 3.5238892E-002, 6.2394661E+001, 1.9833788E+001, 2.1797164E+001, 2.4822143E+001, 2.9234696E+001, 3.5364061E+001, 4.3490496E+001, 5.3499183E+001, 5.3499183E+001, 5.3499183E+001, 7.9523570E-002, 8.7671168E-002, 1.6719474E-001, 1.6719474E-001, 1.2634909E+001
 5.2000042E+002, 3.5062192E-002, 6.2197022E+001, 1.9887862E+001, 2.1862606E+001, 2.4900949E+001, 2.9324132E+001, 3.5456342E+001, 4.3554669E+001, 5.3866632E+001, 5.3866632E+001, 5.3866632E+001, 8.0337823E-002, 8.6751012E-002, 1.6708884E-001, 1.6708884E-001, 1.2869103E+001
 5.3000165E+002, 3.4888641E-002, 6.2252385E+001, 2.0023619E+001, 2.2031955E+001, 2.5098254E+001, 2.9531031E+001, 3.5638861E+001, 4.3685440E+001, 5.3744592E+001, 5.3744592E+001, 5.3744592E+001, 8.1274313E-002, 8.8018828E-002, 1.6929314E-001, 1.6929314E-001, 1.2973273E+001
 5.4000067E+002, 3.4705966E-002, 6.2473721E+001, 2.0450366E+001, 2.2649075E+001, 2.5946145E+001, 3.0639613E+001, 3.7020143E+001, 4.5333243E+001, 5.3474328E+001, 5.3474328E+001, 5.3474328E+001, 8.1756815E-002, 8.7867617E-002, 1.6962443E-001, 1.6962443E-001, 1.3150074E+001
 5.5000136E+002, 3.4524684E-002, 6.2397013E+001, 2.0643773E+001, 2.2901185E+001, 2.6258310E+001, 3.1002181E+001, 3.7411128E+001, 4.5713196E+001, 5.3722635E+001, 5.3722635E+001, 5.3722635E+001, 8.2590961E-002, 8.8522882E-002, 1.7111384E-001, 1.7111384E-001, 1.3283856E+001
 5.6000022E+002, 3.4348246E-002, 6.2260869E+001, 2.0759886E+001, 2.3040095E+001, 2.6416169E+001, 3.1166635E+001, 3.7561654E+001, 4.5826293E+001, 5.4049981E+001, 5.4049981E+001, 5.4049981E+001, 8.2289124E-002, 8.8102763E-002, 1.7039189E-001, 1.7039189E-001, 1.3264923E+001
 5.7000060E+002, 3.4163620E-002, 6.2337563E+001, 2.0633263E+001, 2.2862331E+001, 2.6197379E+001, 3.0924038E+001, 3.7324713E+001, 4.5629810E+001, 5.3336287E+001, 5.3336287E+001, 5.3336287E+001, 8.4178859E-002, 8.8513768E-002, 1.7269263E-001, 1.7269263E-001, 1.3467162E+001
 5.8000041E+002, 3.3986198E-002, 6.2278494E+001, 2.0778743E+001, 2.3034645E+001, 2.6387826E+001, 3.1112940E+001, 3.7479253E+001, 4.5707797E+001, 5.3618778E+001, 5.3618778E+001, 5.3618778E+001, 8.4417581E-002, 8.8633012E-002, 1.7305059E-001, 1.7305059E-001, 1.3527511E+001
 5.9000067E+002, 3.3811706E-002, 6.2291707E+001, 2.1041182E+001, 2.3385053E+001, 2.6835673E+001, 3.1658200E+001, 3.8109066E+001, 4.6430755E+001, 5.3956753E+001, 5.3956753E+001, 5.3956753E+001, 8.4767337E-002, 8.8489337E-002, 1.7325667E-001, 1.7325667E-001, 1.3571662E+001
 6.0000091E+002, 3.3636399E-002, 6.2293059E+001, 2.1463913E+001, 2.3971545E+001, 2.7612267E+001, 3.2641786E+001, 3.9309209E+001, 4.7842402E+001, 5.3916758E+001, 5.3916758E+001, 5.3916758E+001, 8.4744968E-002, 8.8575034E-002, 1.7332000E-001, 1.7332000E-001, 1.3633179E+001
 6.1000034E+002, 3.3453175E-002, 6.2301597E+001, 2.1616721E+001, 2.4141026E+001, 2.7784034E+001, 3.2791213E+001, 3.9406609E+001, 4.7840915E+001, 5.3532369E+001, 5.3532369E+001, 5.3532369E+001, 8.4690497E-002, 8.8691657E-002, 1.7338215E-001, 1.7338215E-001, 1.3691157E+001
 6.2000089E+002, 3.3274690E-002, 6.2349569E+001, 2.1597462E+001, 2.4104433E+001, 2.7738839E+001, 3.2748821E+001, 3.9380680E+001, 4.7867170E+001, 5.3650766E+001, 5.3650766E+001, 5.3650766E+001, 8.5829226E-002, 8.8392758E-002, 1.7422198E-001, 1.7422198E-001, 1.3719197E+001
 6.3000001E+002, 3.3093126E-002, 6.2340688E+001, 2.1589323E+001, 2.4081531E+001, 2.7708945E+001, 3.2721202E+001, 3.9365360E+001, 4.7797107E+001, 5.3907197E+001, 5.3907197E+001, 5.3907197E+001, 8.5267883E-002, 8.8923074E-002, 1.7419096E-001, 1.7419096E-001, 1.3725797E+001
 6.4000055E+002, 3.2910990E-002, 6.2356349E+001, 2.1742800E+001, 2.4250467E+001, 2.7880323E+001, 3.2871783E+001, 3.9455924E+001, 4.7797129E+001, 5.3529466E+001, 5.3529466E+001, 5.3529466E+001, 8.6177074E-002, 8.8595950E-002, 1.7477302E-001, 1.7477302E-001, 1.3819215E+001
 6.5000158E+002, 3.2730908E-002, 6.2390739E+001, 2.2222238E+001, 2.4901827E+001, 2.8726693E+001, 3.3926846E+001, 4.0719040E+001, 4.9311450E+001, 5.3635746E+001, 5.3635746E+001, 5.3635746E+001, 8.5812150E-002, 8.8640100E-002, 1.7445225E-001, 1.7445225E-001, 1.3864238E+001
 6.6000052E+002, 3.2552723E-002, 6.2347379E+001, 2.2489117E+001, 2.5238171E+001, 2.9134071E+001, 3.4398208E+001, 4.1244906E+001, 4.9940219E+001, 5.3795926E+001, 5.3795926E+001, 5.3795926E+001, 8.6492729E-002, 8.8181795E-002, 1.7467452E-001, 1.7467452E-001, 1.3851450E+001
 6.7000081E+002, 3.2365798E-002, 6.2457084E+001, 2.2632829E+001, 2.5393879E+001, 2.9292720E+001, 3.4544197E+001, 4.1361402E+001, 4.9870124E+001, 5.3873887E+001, 5.3873887E+001, 5.3873887E+001, 8.6380550E-002, 8.8541917E-002, 1.7492247E-001, 1.7492247E-001, 1.3883880E+001
 6.8000101E+002, 3.2178802E-002, 6.2285384E+001, 2.2438495E+001, 2.5135949E+001, 2.8992869E+001, 3.4233003E+001, 4.1073604E+001, 4.9613860E+001, 5.3281337E+001, 5.3281337E+001, 5.3281337E+001, 8.6412183E-002, 8.8755224E-002, 1.7516741E-001, 1.7516741E-001, 1.3891841E+001
 6.9000008E+002, 3.1999316E-002, 6.2448892E+001, 2.2600737E+001, 2.5313626E+001, 2.9175439E+001, 3.4401580E+001, 4.1195029E+001, 4.9805858E+001, 5.3620936E+001, 5.3620936E+001, 5.3620936E+001, 8.7006090E-002, 8.8116744E-002, 1.7512283E-001, 1.7512283E-001, 1.3986672E+001
 7.0000093E+002, 3.1820209E-002, 6.2277919E+001, 2.2891437E+001, 2.5677834E+001, 2.9614898E+001, 3.4909872E+001, 4.1767000E+001, 5.0461591E+001, 5.3956073E+001, 5.3956073E+001, 5.3956073E+001, 8.7226283E-002, 8.8351862E-002, 1.7557815E-001, 1.7557815E-001, 1.3974247E+001
 7.1000077E+002, 3.1636762E-002, 6.2585471E+001, 2.3396196E+001, 2.6347090E+001, 3.0465334E+001, 3.5952113E+001, 4.3020810E+001, 5.1821276E+001, 5.3761384E+001, 5.3761384E+001, 5.3761384E+001, 8.6081065E-002, 8.8723280E-002, 1.7480434E-001, 1.7480434E-001, 1.3932311E+001
 7.2000068E+002, 3.1446652E-002, 6.2517568E+001, 2.3559629E+001, 2.6511124E+001, 3.0612333E+001, 3.6058741E+001, 4.3052267E+001, 5.1723916E+001, 5.3529056E+001, 5.3529056E+001, 5.3529056E+001, 8.6289948E-002, 8.8326849E-002, 1.7461680E-001, 1.7461680E-001, 1.3961716E+001
 7.3000152E+002, 3.1263930E-002, 6.2508873E+001, 2.3481691E+001, 2.6401515E+001, 3.0489046E+001, 3.5944870E+001, 4.2977688E+001, 5.1882156E+001, 5.3692951E+001, 5.3692951E+001, 5.3692951E+001, 8.6279149E-002, 8.8395393E-002, 1.7467454E-001, 1.7467454E-001, 1.3890661E+001
 7.4000099E+002, 3.1082291E-002, 6.2400784E+001, 2.3496960E+001, 2.6402782E+001, 3.0484534E+001, 3.5944553E+001, 4.2998419E+001, 5.1950783E+001, 5.3865892E+001, 5.3865892E+001, 5.3865892E+001, 8.6854706E-002, 8.8616943E-002, 1.7547165E-001, 1.7547165E-001, 1.4015209E+001
 7.5000085E+002, 3.0899555E-002, 6.2395268E+001, 2.3664201E+001, 2.6575792E+001, 3.0650376E+001, 3.6084906E+001, 4.3088808E+001, 5.1798799E+001, 5.3755558E+001, 5.3755558E+001, 5.3755558E+001, 8.6344389E-002, 8.8460229E-002, 1.7480462E-001, 1.7480462E-001, 1.4001651E+001
 7.6000058E+002, 3.0715575E-002, 6.2466708E+001, 2.4259374E+001, 2.7357486E+001, 3.1635753E+001, 3.7287081E+001, 4.4518790E+001, 5.3220012E+001, 5.3537033E+001, 5.3537033E+001, 5.3537033E+001, 8.7115474E-002, 8.8224058E-002, 1.7533953E-001, 1.7533953E-001, 1.4038723E+001
 7.7000047E+002, 3.0532080E-002, 6.2592026E+001, 2.4503690E+001, 2.7639212E+001, 3.1949272E+001, 3.7621926E+001, 4.4851618E+001, 5.3784593E+001, 5.3784593E+001, 5.3784593E+001, 5.3784593E+001, 8.7322318E-002, 8.8308581E-002, 1.7563090E-001, 1.7563090E-001, 1.4080414E+001
 7.8000143E+002, 3.0344532E-002, 6.2530623E+001, 2.4596861E+001, 2.7726509E+001, 3.2029768E+001, 3.7692554E+001, 4.4909229E+001, 5.3935422E+001, 5.3935422E+001, 5.3935422E+001, 5.3935422E+001, 8.6818049E-002, 8.8313501E-002, 1.7513155E-001, 1.7513155E-001, 1.4038961E+001
 7.9000127E+002, 3.0160120E-002, 6.2483474E+001, 2.4422370E+001, 2.7502195E+001, 3.1783938E+001, 3.7460995E+001, 4.4745348E+001, 5.3659895E+001, 5.3659895E+001, 5.3659895E+001, 5.3659895E+001, 8.7329805E-002, 8.8099445E-002, 1.7542925E-001, 1.7542925E-001, 1.4088742E+001
 8.0000181E+002, 2.9975774E-002, 6.2421752E+001, 2.4593234E+001, 2.7672624E+001, 3.1939276E+001, 3.7580954E+001, 4.4796399E+001, 5.3513647E+001, 5.3513647E+001, 5.3513647E+001, 5.3513647E+001, 8.7930132E-002, 8.8203272E-002, 1.7613340E-001, 1.7613340E-001, 1.4125856E+001
