s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 2.4000177E+002, 4.0706524E-002, 6.3298148E+001, 1.9201021E+001, 1.9569188E+001, 2.0433425E+001, 2.2253515E+001, 2.5686196E+001, 3.1498798E+001, 4.0379581E+001, 5.2464987E+001, 5.3222635E+001, 3.7523296E-002, 4.2328867E-002, 7.9852163E-002, 7.9852163E-002, 8.6552735E+000
 2.5000235E+002, 4.0504477E-002, 6.3226083E+001, 1.9253401E+001, 1.9684798E+001, 2.0656695E+001, 2.2632004E+001, 2.6248561E+001, 3.2229139E+001, 4.1210015E+001, 5.3440492E+001, 5.3440492E+001, 3.8091650E-002, 4.2570819E-002, 8.0662469E-002, 8.0662469E-002, 8.9217074E+000
 2.6000085E+002, 4.0301145E-002, 6.3218696E+001, 1.9283970E+001, 1.9748309E+001, 2.0769142E+001, 2.2802950E+001, 2.6468464E+001, 3.2461331E+001, 4.1393655E+001, 5.3483976E+001, 5.3483976E+001, 3.9459930E-002, 4.4185622E-002, 8.3645552E-002, 8.3645552E-002, 9.2647786E+000
 2.7000180E+002, 4.0098360E-002, 6.3198373E+001, 1.9294180E+001, 1.9770722E+001, 2.0808069E+001, 2.2860023E+001, 2.6539322E+001, 3.2535723E+001, 4.1448264E+001, 5.3351409E+001, 5.3351409E+001, 4.0448547E-002, 4.5368890E-002, 8.5817438E-002, 8.5817438E-002, 9.5326013E+000
 2.8000013E+002, 3.9889721E-002, 6.3149577E+001, 1.9342107E+001, 1.9864654E+001, 2.0967436E+001, 2.3093127E+001, 2.6827081E+001, 3.2816994E+001, 4.1589348E+001, 5.3085895E+001, 5.3085895E+001, 4.1229978E-002, 4.6777293E-002, 8.8007271E-002, 8.8007271E-002, 9.8429205E+000
 2.9000003E+002, 3.9689182E-002, 6.3041804E+001, 1.9463986E+001, 2.0111833E+001, 2.1421538E+001, 2.3849058E+001, 2.7969595E+001, 3.4380804E+001, 4.3546048E+001, 5.3283779E+001, 5.3283779E+001, 4.1696321E-002, 4.7693098E-002, 8.9389419E-002, 8.9389419E-002, 1.0037792E+001
 3.0000055E+002, 3.9495378E-002, 6.2943394E+001, 1.9539853E+001, 2.0253089E+001, 2.1656546E+001, 2.4198149E+001, 2.8429223E+001, 3.4910369E+001, 4.4119170E+001, 5.3534107E+001, 5.3534107E+001, 4.3338742E-002, 4.9648000E-002, 9.2986742E-002, 9.2986742E-002, 1.0448908E+001
 3.1000157E+002, 3.9306551E-002, 6.2668150E+001, 1.9584348E+001, 2.0332453E+001, 2.1781111E+001, 2.4369800E+001, 2.8633160E+001, 3.5118564E+001, 4.4299125E+001, 5.3842385E+001, 5.3842385E+001, 4.3369002E-002, 5.0443217E-002, 9.3812220E-002, 9.3812220E-002, 1.0681705E+001
 3.2000031E+002, 3.9121705E-002, 6.2765827E+001, 1.9586206E+001, 2.0337304E+001, 2.1788640E+001, 2.4378600E+001, 2.8641849E+001, 3.5134757E+001, 4.4339933E+001, 5.3632321E+001, 5.3632321E+001, 4.4496784E-002, 5.1223448E-002, 9.5720232E-002, 9.5720232E-002, 1.0975355E+001
 3.3000078E+002, 3.8933197E-002, 6.2612326E+001, 1.9653956E+001, 2.0452281E+001, 2.1961418E+001, 2.4605029E+001, 2.8893912E+001, 3.5357984E+001, 4.4429104E+001, 5.3413536E+001, 5.3413536E+001, 4.4963449E-002, 5.2504336E-002, 9.7467784E-002, 9.7467784E-002, 1.1210751E+001
 3.4000226E+002, 3.8751850E-002, 6.2732623E+001, 1.9796627E+001, 2.0708297E+001, 2.2383917E+001, 2.5246114E+001, 2.9791437E+001, 3.6517177E+001, 4.5820874E+001, 5.3622734E+001, 5.3622734E+001, 4.5462258E-002, 5.2739897E-002, 9.8202155E-002, 9.8202155E-002, 1.1405679E+001
 3.5000114E+002, 3.8558249E-002, 6.2943538E+001, 1.9937872E+001, 2.0953466E+001, 2.2775896E+001, 2.5823062E+001, 3.0574351E+001, 3.7495551E+001, 4.6893520E+001, 5.3707757E+001, 5.3707757E+001, 4.6612325E-002, 5.3722411E-002, 1.0033474E-001, 1.0033474E-001, 1.1641502E+001
 3.6000142E+002, 3.8369440E-002, 6.2453700E+001, 2.0025156E+001, 2.1090551E+001, 2.2970190E+001, 2.6068292E+001, 3.0843176E+001, 3.7730879E+001, 4.7022698E+001, 5.3879284E+001, 5.3879284E+001, 4.7064319E-002, 5.4489150E-002, 1.0155347E-001, 1.0155347E-001, 1.1883853E+001
 3.7000118E+002, 3.8190555E-002, 6.2585044E+001, 1.9990113E+001, 2.1033502E+001, 2.2885019E+001, 2.5951906E+001, 3.0698932E+001, 3.7572761E+001, 4.6942105E+001, 5.3481122E+001, 5.3481122E+001, 4.7539254E-002, 5.4759575E-002, 1.0229883E-001, 1.0229883E-001, 1.2059992E+001
 3.8000021E+002, 3.8011015E-002, 6.2444033E+001, 2.0067218E+001, 2.1153710E+001, 2.3055978E+001, 2.6170452E+001, 3.0945147E+001, 3.7811368E+001, 4.7102796E+001, 5.3699201E+001, 5.3699201E+001, 4.8091976E-002, 5.5672346E-002, 1.0376432E-001, 1.0376432E-001, 1.2259854E+001
 3.9000109E+002, 3.7834151E-002, 6.2371715E+001, 2.0177310E+001, 2.1326987E+001, 2.3307809E+001, 2.6505441E+001, 3.1350408E+001, 3.8251189E+001, 4.7489958E+001, 5.3994749E+001, 5.3994749E+001, 4.8927917E-002, 5.5809656E-002, 1.0473757E-001, 1.0473757E-001, 1.2441027E+001
 4.0000195E+002, 3.7653182E-002, 6.2393895E+001, 2.0433952E+001, 2.1750319E+001, 2.3960927E+001, 2.7447551E+001, 3.2621965E+001, 3.9856315E+001, 4.9325921E+001, 5.3575419E+001, 5.3575419E+001, 4.9482963E-002, 5.5666914E-002, 1.0514988E-001, 1.0514988E-001, 1.2583777E+001
 4.1000099E+002, 3.7475140E-002, 6.2445397E+001, 2.0537466E+001, 2.1899131E+001, 2.4156564E+001, 2.7677646E+001, 3.2855394E+001, 4.0038713E+001, 4.9507698E+001, 5.3749256E+001, 5.3749256E+001, 4.9686626E-002, 5.5677386E-002, 1.0536401E-001, 1.0536401E-001, 1.2694565E+001
 4.2000091E+002, 3.7298670E-002, 6.2424692E+001, 2.0585713E+001, 2.1967558E+001, 2.4247789E+001, 2.7788759E+001, 3.2976325E+001, 4.0157426E+001, 4.9638666E+001, 5.3917976E+001, 5.3917976E+001, 4.9797443E-002, 5.5892554E-002, 1.0569000E-001, 1.0569000E-001, 1.2729221E+001
 4.3000182E+002, 3.7117988E-002, 6.2278085E+001, 2.0571057E+001, 2.1943707E+001, 2.4215984E+001, 2.7751563E+001, 3.2939822E+001, 4.0135475E+001, 4.9475509E+001, 5.3860961E+001, 5.3860961E+001, 5.0041179E-002, 5.5989040E-002, 1.0603022E-001, 1.0603022E-001, 1.2827303E+001
 4.4000190E+002, 3.6946665E-002, 6.2247916E+001, 2.0674666E+001, 2.2085967E+001, 2.4394370E+001, 2.7948753E+001, 3.3120274E+001, 4.0237704E+001, 4.9523011E+001, 5.3590788E+001, 5.3590788E+001, 5.0236689E-002, 5.6176932E-002, 1.0641362E-001, 1.0641362E-001, 1.2917945E+001
 4.5000054E+002, 3.6770955E-002, 6.2508820E+001, 2.0896693E+001, 2.2425931E+001, 2.4885143E+001, 2.8615059E+001, 3.3969727E+001, 4.1255942E+001, 5.0665094E+001, 5.3848802E+001, 5.3848802E+001, 5.0582127E-002, 5.6005109E-002, 1.0658724E-001, 1.0658724E-001, 1.2971877E+001
 4.6000145E+002, 3.6590401E-002, 6.2280620E+001, 2.1134329E+001, 2.2785920E+001, 2.5399976E+001, 2.9308636E+001, 3.4849184E+001, 4.2305565E+001, 5.1934967E+001, 5.4130791E+001, 5.4130791E+001, 5.0994073E-002, 5.5967862E-002, 1.0696193E-001, 1.0696193E-001, 1.3064041E+001
 4.7000114E+002, 3.6415541E-002, 6.2514189E+001, 2.1252189E+001, 2.2938559E+001, 2.5580716E+001, 2.9496420E+001, 3.5006647E+001, 4.2389841E+001, 5.1776061E+001, 5.3743670E+001, 5.3743670E+001, 5.1037294E-002, 5.6113081E-002, 1.0715037E-001, 1.0715037E-001, 1.3099553E+001
 4.8000017E+002, 3.6232355E-002, 6.2487371E+001, 2.1215015E+001, 2.2881082E+001, 2.5505605E+001, 2.9409100E+001, 3.4918697E+001, 4.2323142E+001, 5.1723884E+001, 5.3592379E+001, 5.3592379E+001, 5.1786791E-002, 5.5888138E-002, 1.0767493E-001, 1.0767493E-001, 1.3217865E+001
 4.9000097E+002, 3.6054508E-002, 6.2268790E+001, 2.1269843E+001, 2.2950981E+001, 2.5591787E+001, 2.9507558E+001, 3.5020901E+001, 4.2397989E+001, 5.1881156E+001, 5.3923162E+001, 5.3923162E+001, 5.1376973E-002, 5.6128257E-002, 1.0750523E-001, 1.0750523E-001, 1.3223515E+001
 5.0000195E+002, 3.5875002E-002, 6.2583623E+001, 2.1389675E+001, 2.3106110E+001, 2.5778823E+001, 2.9711226E+001, 3.5210708E+001, 4.2529740E+001, 5.1783559E+001, 5.3852571E+001, 5.3852571E+001, 5.1717374E-002, 5.6208187E-002, 1.0792556E-001, 1.0792556E-001, 1.3283398E+001
 5.1000028E+002, 3.5692354E-002, 6.2307015E+001, 2.1777654E+001, 2.3680505E+001, 2.6584093E+001, 3.0782116E+001, 3.6560211E+001, 4.4149823E+001, 5.3490817E+001, 5.3639505E+001, 5.3639505E+001, 5.1950882E-002, 5.5978342E-002, 1.0792922E-001, 1.0792922E-001, 1.3275889E+001
 5.2000195E+002, 3.5522240E-002, 6.2323122E+001, 2.1927552E+001, 2.3876783E+001, 2.6826737E+001, 3.1060161E+001, 3.6850645E+001, 4.4435479E+001, 5.3979635E+001, 5.3979635E+001, 5.3979635E+001, 5.1702150E-002, 5.6051758E-002, 1.0775391E-001, 1.0775391E-001, 1.3276289E+001
 5.3000132E+002, 3.5346632E-002, 6.2239895E+001, 2.2037306E+001, 2.4012871E+001, 2.6985977E+001, 3.1230317E+001, 3.7013949E+001, 4.4578163E+001, 5.4215491E+001, 5.4215491E+001, 5.4215491E+001, 5.1599087E-002, 5.6187234E-002, 1.0778632E-001, 1.0778632E-001, 1.3328089E+001
 5.4000134E+002, 3.5168945E-002, 6.2536339E+001, 2.1927402E+001, 2.3855387E+001, 2.6786894E+001, 3.1002412E+001, 3.6783297E+001, 4.4389038E+001, 5.3552149E+001, 5.3552149E+001, 5.3552149E+001, 5.2309673E-002, 5.5183340E-002, 1.0749301E-001, 1.0749301E-001, 1.3326544E+001
 5.5000126E+002, 3.4982061E-002, 6.2537283E+001, 2.2057141E+001, 2.4013937E+001, 2.6967644E+001, 3.1188585E+001, 3.6948821E+001, 4.4471367E+001, 5.3613854E+001, 5.3613854E+001, 5.3613854E+001, 5.2255948E-002, 5.5951471E-002, 1.0820742E-001, 1.0820742E-001, 1.3405171E+001
 5.6000068E+002, 3.4803706E-002, 6.2272324E+001, 2.2295256E+001, 2.4338573E+001, 2.7389923E+001, 3.1711235E+001, 3.7559844E+001, 4.5136977E+001, 5.4002071E+001, 5.4002071E+001, 5.4002071E+001, 5.2307696E-002, 5.6157166E-002, 1.0846486E-001, 1.0846486E-001, 1.3454615E+001
 5.7000190E+002, 3.4630746E-002, 6.2129667E+001, 2.2658296E+001, 2.4850026E+001, 2.8076666E+001, 3.2591552E+001, 3.8635769E+001, 4.6410421E+001, 5.4033742E+001, 5.4033742E+001, 5.4033742E+001, 5.1865369E-002, 5.6044822E-002, 1.0791019E-001, 1.0791019E-001, 1.3387319E+001
 5.8000194E+002, 3.4449966E-002, 6.2742989E+001, 2.2796179E+001, 2.5007976E+001, 2.8242954E+001, 3.2743186E+001, 3.8741992E+001, 4.6466188E+001, 5.3655997E+001, 5.3655997E+001, 5.3655997E+001, 5.2178310E-002, 5.5565669E-002, 1.0774398E-001, 1.0774398E-001, 1.3367825E+001
 5.9000078E+002, 3.4264950E-002, 6.2516647E+001, 2.2768771E+001, 2.4960925E+001, 2.8182538E+001, 3.2677315E+001, 3.8685694E+001, 4.6420091E+001, 5.3809538E+001, 5.3809538E+001, 5.3809538E+001, 5.2762407E-002, 5.5693662E-002, 1.0845607E-001, 1.0845607E-001, 1.3587759E+001
 6.0000108E+002, 3.4080950E-002, 6.2483893E+001, 2.2778789E+001, 2.4962083E+001, 2.8178921E+001, 3.2672930E+001, 3.8685719E+001, 4.6398785E+001, 5.3879385E+001, 5.3879385E+001, 5.3879385E+001, 5.2417536E-002, 5.5744180E-002, 1.0816172E-001, 1.0816172E-001, 1.3410997E+001
 6.1000140E+002, 3.3904510E-002, 6.2152745E+001, 2.2917472E+001, 2.5120293E+001, 2.8346594E+001, 3.2830624E+001, 3.8801767E+001, 4.6447133E+001, 5.3811151E+001, 5.3811151E+001, 5.3811151E+001, 5.2484217E-002, 5.6186220E-002, 1.0867044E-001, 1.0867044E-001, 1.3607637E+001
 6.2000083E+002, 3.3731119E-002, 6.2381930E+001, 2.3338398E+001, 2.5699647E+001, 2.9108145E+001, 3.3789935E+001, 3.9962724E+001, 4.7863566E+001, 5.3826874E+001, 5.3826874E+001, 5.3826874E+001, 5.2300661E-002, 5.5950019E-002, 1.0825068E-001, 1.0825068E-001, 1.3509851E+001
 6.3000006E+002, 3.3555485E-002, 6.2289755E+001, 2.3579965E+001, 2.6010023E+001, 2.9491008E+001, 3.4241503E+001, 4.0478590E+001, 4.8435024E+001, 5.4113632E+001, 5.4113632E+001, 5.4113632E+001, 5.2235475E-002, 5.5987580E-002, 1.0822306E-001, 1.0822306E-001, 1.3481263E+001
 6.4000087E+002, 3.3378300E-002, 6.2543352E+001, 2.3728276E+001, 2.6176896E+001, 2.9667273E+001, 3.4411243E+001, 4.0625275E+001, 4.8512759E+001, 5.4170660E+001, 5.4170660E+001, 5.4170660E+001, 5.2713491E-002, 5.6008769E-002, 1.0872226E-001, 1.0872226E-001, 1.3610554E+001
 6.5000113E+002, 3.3192210E-002, 6.2576957E+001, 2.3552144E+001, 2.5939467E+001, 2.9385719E+001, 3.4111963E+001, 4.0347633E+001, 4.8286885E+001, 5.3524907E+001, 5.3524907E+001, 5.3524907E+001, 5.2784512E-002, 5.5787167E-002, 1.0857168E-001, 1.0857168E-001, 1.3595846E+001
 6.6000083E+002, 3.3009389E-002, 6.2597726E+001, 2.3688954E+001, 2.6092728E+001, 2.9548717E+001, 3.4272706E+001, 4.0483441E+001, 4.8353736E+001, 5.3715001E+001, 5.3715001E+001, 5.3715001E+001, 5.2811898E-002, 5.5763879E-002, 1.0857578E-001, 1.0857578E-001, 1.3627565E+001
 6.7000144E+002, 3.2823933E-002, 6.2683782E+001, 2.3938717E+001, 2.6406700E+001, 2.9928655E+001, 3.4713725E+001, 4.0964961E+001, 4.8864180E+001, 5.4000156E+001, 5.4000156E+001, 5.4000156E+001, 5.2489876E-002, 5.5903402E-002, 1.0839328E-001, 1.0839328E-001, 1.3597318E+001
 6.8000115E+002, 3.2633289E-002, 6.2711010E+001, 2.4398234E+001, 2.7023606E+001, 3.0722436E+001, 3.5696250E+001, 4.2137231E+001, 5.0147140E+001, 5.3797527E+001, 5.3797527E+001, 5.3797527E+001, 5.3283502E-002, 5.6247454E-002, 1.0953096E-001, 1.0953096E-001, 1.3755274E+001
 6.9000044E+002, 3.2441542E-002, 6.2615703E+001, 2.4547009E+001, 2.7176768E+001, 3.0864537E+001, 3.5802454E+001, 4.2171665E+001, 5.0115095E+001, 5.3612182E+001, 5.3612182E+001, 5.3612182E+001, 5.3672630E-002, 5.5595282E-002, 1.0926791E-001, 1.0926791E-001, 1.3695251E+001
 7.0000135E+002, 3.2257441E-002, 6.2495271E+001, 2.4474345E+001, 2.7073717E+001, 3.0745801E+001, 3.5685480E+001, 4.2081569E+001, 5.0195356E+001, 5.3745674E+001, 5.3745674E+001, 5.3745674E+001, 5.2884119E-002, 5.5380758E-002, 1.0826488E-001, 1.0826488E-001, 1.3622566E+001
 7.1000059E+002, 3.2076062E-002, 6.2432176E+001, 2.4496604E+001, 2.7085121E+001, 3.0751555E+001, 3.5690353E+001, 4.2098867E+001, 5.0181903E+001, 5.3916211E+001, 5.3916211E+001, 5.3916211E+001, 5.3124862E-002, 5.5960367E-002, 1.0908523E-001, 1.0908523E-001, 1.3720288E+001
 7.2000013E+002, 3.1898642E-002, 6.2267574E+001, 2.4649028E+001, 2.7246945E+001, 3.0911373E+001, 3.5830546E+001, 4.2197639E+001, 5.0201346E+001, 5.3929953E+001, 5.3929953E+001, 5.3929953E+001, 5.3046116E-002, 5.5722789E-002, 1.0876890E-001, 1.0876890E-001, 1.3688371E+001
 7.3000226E+002, 3.1713155E-002, 6.2698977E+001, 2.5177247E+001, 2.7946868E+001, 3.1799959E+001, 3.6920298E+001, 4.3506536E+001, 5.1639107E+001, 5.3591957E+001, 5.3591957E+001, 5.3591957E+001, 5.3213192E-002, 5.5397809E-002, 1.0861100E-001, 1.0861100E-001, 1.3660136E+001
 7.4000082E+002, 3.1529431E-002, 6.2537108E+001, 2.5404011E+001, 2.8213112E+001, 3.2101133E+001, 3.7248411E+001, 4.3842422E+001, 5.2191143E+001, 5.3951101E+001, 5.3951101E+001, 5.3951101E+001, 5.2865430E-002, 5.5736786E-002, 1.0860222E-001, 1.0860222E-001, 1.3650959E+001
 7.5000112E+002, 3.1343105E-002, 6.2668964E+001, 2.5486894E+001, 2.8290977E+001, 3.2172523E+001, 3.7310328E+001, 4.3896956E+001, 5.2210465E+001, 5.4005991E+001, 5.4005991E+001, 5.4005991E+001, 5.2730278E-002, 5.5522585E-002, 1.0825286E-001, 1.0825286E-001, 1.3658311E+001
 7.6000081E+002, 3.1154044E-002, 6.2615120E+001, 2.5335696E+001, 2.8092967E+001, 3.1950949E+001, 3.7095703E+001, 4.3727553E+001, 5.1899974E+001, 5.3677586E+001, 5.3677586E+001, 5.3677586E+001, 5.3173835E-002, 5.5680848E-002, 1.0885468E-001, 1.0885468E-001, 1.3720480E+001
 7.7000097E+002, 3.0965271E-002, 6.2585657E+001, 2.5491018E+001, 2.8249665E+001, 3.2095432E+001, 3.7208502E+001, 4.3772131E+001, 5.1906453E+001, 5.3573990E+001, 5.3573990E+001, 5.3573990E+001, 5.3274594E-002, 5.5612515E-002, 1.0888711E-001, 1.0888711E-001, 1.3751767E+001
 7.8000155E+002, 3.0781339E-002, 6.2601736E+001, 2.5891292E+001, 2.8759767E+001, 3.2723232E+001, 3.7956390E+001, 4.4639671E+001, 5.2844810E+001, 5.3837571E+001, 5.3837571E+001, 5.3837571E+001, 5.3333689E-002, 5.5330473E-002, 1.0866416E-001, 1.0866416E-001, 1.3690337E+001
 7.9000185E+002, 3.0596335E-002, 6.2549494E+001, 2.6287341E+001, 2.9261309E+001, 3.3336653E+001, 3.8683797E+001, 4.5484972E+001, 5.4077965E+001, 5.4077965E+001, 5.4077965E+001, 5.4077965E+001, 5.3216366E-002, 5.5582410E-002, 1.0879878E-001, 1.0879878E-001, 1.3727926E+001
 8.0000193E+002, 3.0409533E-002, 6.2464592E+001, 2.6446909E+001, 2.9419226E+001, 3.3479172E+001, 3.8793261E+001, 4.5552414E+001, 5.3854322E+001, 5.3854322E+001, 5.3854322E+001, 5.3854322E+001, 5.2975213E-002, 5.5584369E-002, 1.0855958E-001, 1.0855958E-001, 1.3725739E+001
