s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8057135E-007,-5.3799163E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.8062515E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0002157E+001, 9.8544114E-001, 0.0000000E+000,-1.6114228E-001,-7.3808470E-001,-6.0256624E-002, 6.5930104E-005, 0.0000000E+000, 0.0000000E+000, 2.5624533E-002, 2.6023467E-002, 0.0000000E+000, 4.6860458E-005, 0.0000000E+000
 6.0000069E+001, 1.6054147E+000, 0.0000000E+000,-2.5983865E-001,-1.2615658E+000,-8.1123144E-002, 3.5563006E-004, 0.0000000E+000, 0.0000000E+000, 2.2735477E-003, 3.2427397E-003, 0.0000000E+000, 7.6283451E-005, 0.0000000E+000
 9.0001823E+001, 2.1116318E+000, 0.0000000E+000,-3.4142415E-001,-1.6624697E+000,-9.9069682E-002, 5.9413614E-004, 0.0000000E+000, 0.0000000E+000, 7.4869519E-003, 9.2624502E-003, 0.0000000E+000, 1.0032787E-004, 0.0000000E+000
 1.2000172E+002, 2.6103416E+000, 0.0000000E+000,-4.2119044E-001,-2.0603928E+000,-1.1613993E-001, 8.3102016E-004, 0.0000000E+000, 0.0000000E+000, 1.0964654E-002, 1.3449407E-002, 0.0000000E+000, 1.2399082E-004, 0.0000000E+000
 1.5000047E+002, 3.1297619E+000, 0.0000000E+000,-5.0533979E-001,-2.4892397E+000,-1.3845856E-001, 1.0865449E-003, 0.0000000E+000, 0.0000000E+000,-5.0574234E-003,-2.1896418E-003, 0.0000000E+000, 1.4864921E-004, 0.0000000E+000
 1.8000150E+002, 3.7432621E+000, 0.0000000E+000,-6.0420930E-001,-2.9670314E+000,-1.6033761E-001, 1.3837692E-003, 0.0000000E+000, 0.0000000E+000, 6.8792890E-003, 1.3067616E-002, 0.0000000E+000, 1.7788781E-004, 0.0000000E+000
 2.1000105E+002, 4.2553332E+000, 0.0000000E+000,-6.8699902E-001,-3.3781172E+000,-1.7529062E-001, 1.6179251E-003, 0.0000000E+000, 0.0000000E+000, 6.8623770E-003, 1.6544249E-002, 0.0000000E+000, 2.0214769E-004, 0.0000000E+000
 2.4000108E+002, 4.6056556E+000, 0.0000000E+000,-7.4446832E-001,-3.6701336E+000,-1.8575528E-001, 1.7709261E-003, 0.0000000E+000, 0.0000000E+000,-5.9763684E-003, 7.0692901E-003, 0.0000000E+000, 2.1884037E-004, 0.0000000E+000
 2.7000098E+002, 4.9433946E+000, 0.0000000E+000,-7.9921662E-001,-3.9291259E+000,-1.9628923E-001, 1.9171325E-003, 0.0000000E+000, 0.0000000E+000, 4.9239395E-003, 2.0680032E-002, 0.0000000E+000, 2.3485992E-004, 0.0000000E+000
 3.0000122E+002, 5.1636359E+000, 0.0000000E+000,-8.3644327E-001,-4.0918849E+000,-2.0455619E-001, 2.0074058E-003, 0.0000000E+000, 0.0000000E+000, 1.4610647E-002, 3.2758939E-002, 0.0000000E+000, 2.4516256E-004, 0.0000000E+000
 3.3000113E+002, 5.4772020E+000, 0.0000000E+000,-8.8821111E-001,-4.3561384E+000,-2.1489118E-001, 2.1415434E-003, 0.0000000E+000, 0.0000000E+000,-1.3155825E-003, 2.0102840E-002, 0.0000000E+000, 2.6016441E-004, 0.0000000E+000
 3.6000049E+002, 5.6634314E+000, 0.0000000E+000,-9.1956751E-001,-4.4936999E+000,-2.2379211E-001, 2.2278132E-003, 0.0000000E+000, 0.0000000E+000, 7.0494019E-003, 2.8599694E-002, 0.0000000E+000, 2.6902867E-004, 0.0000000E+000
 3.9000006E+002, 6.0093973E+000, 0.0000000E+000,-9.7666710E-001,-4.7752886E+000,-2.3259172E-001, 2.3746968E-003, 0.0000000E+000, 0.0000000E+000, 3.4389082E-003, 2.7224616E-002, 0.0000000E+000, 2.8573586E-004, 0.0000000E+000
 4.2000128E+002, 6.3440051E+000, 0.0000000E+000,-1.0310414E+000,-5.0544343E+000,-2.4594775E-001, 2.5132910E-003, 0.0000000E+000, 0.0000000E+000,-8.1624459E-003, 1.5094905E-002, 0.0000000E+000, 3.0140543E-004, 0.0000000E+000
 4.5000046E+002, 6.4294027E+000, 0.0000000E+000,-1.0444955E+000,-5.1050950E+000,-2.4750953E-001, 2.5463042E-003, 0.0000000E+000, 0.0000000E+000, 9.0266838E-003, 3.4848998E-002, 0.0000000E+000, 3.0520118E-004, 0.0000000E+000
 4.8000180E+002, 6.4977044E+000, 0.0000000E+000,-1.0550567E+000,-5.1777203E+000,-2.4613677E-001, 2.5785035E-003, 0.0000000E+000, 0.0000000E+000,-5.3993897E-003, 2.1369127E-002, 0.0000000E+000, 3.0882156E-004, 0.0000000E+000
 5.1000040E+002, 6.5491093E+000, 0.0000000E+000,-1.0620566E+000,-5.2160416E+000,-2.4707050E-001, 2.6059958E-003, 0.0000000E+000, 0.0000000E+000, 1.4229501E-003, 2.6546558E-002, 0.0000000E+000, 3.1093141E-004, 0.0000000E+000
 5.4000116E+002, 6.6621670E+000, 0.0000000E+000,-1.0844816E+000,-5.3034012E+000,-2.4640418E-001, 2.6290841E-003, 0.0000000E+000, 0.0000000E+000, 4.7772640E-003, 3.0509011E-002, 0.0000000E+000, 3.1645525E-004, 0.0000000E+000
 5.7000079E+002, 6.6377620E+000, 0.0000000E+000,-1.0801849E+000,-5.2997196E+000,-2.4328501E-001, 2.6206678E-003, 0.0000000E+000, 0.0000000E+000,-1.0502153E-002, 1.7193086E-002, 0.0000000E+000, 3.1526876E-004, 0.0000000E+000
 6.0000092E+002, 6.7426125E+000, 0.0000000E+000,-1.0957223E+000,-5.3665958E+000,-2.4699219E-001, 2.6518640E-003, 0.0000000E+000, 0.0000000E+000, 9.4408199E-003, 3.5954072E-002, 0.0000000E+000, 3.2027093E-004, 0.0000000E+000
 6.3000177E+002, 6.7019860E+000, 0.0000000E+000,-1.0883360E+000,-5.3483759E+000,-2.4449089E-001, 2.6324181E-003, 0.0000000E+000, 0.0000000E+000,-2.1072380E-003, 2.3415609E-002, 0.0000000E+000, 3.1848880E-004, 0.0000000E+000
 6.6000043E+002, 6.6958671E+000, 0.0000000E+000,-1.0887717E+000,-5.3378550E+000,-2.4418985E-001, 2.6216561E-003, 0.0000000E+000, 0.0000000E+000, 7.2291123E-004, 2.7672311E-002, 0.0000000E+000, 3.1800084E-004, 0.0000000E+000
 6.9000079E+002, 6.7159430E+000, 0.0000000E+000,-1.0915157E+000,-5.3587903E+000,-2.4477737E-001, 2.6400975E-003, 0.0000000E+000, 0.0000000E+000,-3.2068117E-003, 2.3499667E-002, 0.0000000E+000, 3.1889503E-004, 0.0000000E+000
 7.2000049E+002, 6.7305395E+000, 0.0000000E+000,-1.0950415E+000,-5.3644881E+000,-2.4430367E-001, 2.6400889E-003, 0.0000000E+000, 0.0000000E+000, 1.7582779E-003, 2.9346375E-002, 0.0000000E+000, 3.1993376E-004, 0.0000000E+000
 7.5000031E+002, 6.7589514E+000, 0.0000000E+000,-1.0988997E+000,-5.3854112E+000,-2.4429205E-001, 2.6617086E-003, 0.0000000E+000, 0.0000000E+000, 4.1563681E-003, 3.3010167E-002, 0.0000000E+000, 3.2092716E-004, 0.0000000E+000
 7.8000061E+002, 6.7455182E+000, 0.0000000E+000,-1.0978554E+000,-5.3907593E+000,-2.4313006E-001, 2.6443570E-003, 0.0000000E+000, 0.0000000E+000,-1.2096887E-002, 1.6417869E-002, 0.0000000E+000, 3.2042699E-004, 0.0000000E+000
 8.1000012E+002, 6.8209175E+000, 0.0000000E+000,-1.1087295E+000,-5.4325299E+000,-2.4208505E-001, 2.6698068E-003, 0.0000000E+000, 0.0000000E+000, 1.1934611E-002, 4.0242837E-002, 0.0000000E+000, 3.2382388E-004, 0.0000000E+000
 8.4000110E+002, 6.8034989E+000, 0.0000000E+000,-1.1066145E+000,-5.4245587E+000,-2.4370745E-001, 2.6611682E-003, 0.0000000E+000, 0.0000000E+000, 3.2226441E-003, 3.1279456E-002, 0.0000000E+000, 3.2319977E-004, 0.0000000E+000
