s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 4.3000068E+002, 4.0434196E-002, 6.3519552E+001, 1.7662227E+001, 1.8368005E+001, 1.9692704E+001, 2.2045679E+001, 2.5969999E+001, 3.2082830E+001, 4.0990772E+001, 5.2950685E+001, 5.2950685E+001, 1.6438118E-002, 1.3716603E-002, 3.0154721E-002, 3.0154721E-002, 9.0755330E+000
 4.4000027E+002, 4.0217959E-002, 6.3499158E+001, 1.7662694E+001, 1.8371840E+001, 1.9702541E+001, 2.2062562E+001, 2.5991607E+001, 3.2108149E+001, 4.1023783E+001, 5.2978343E+001, 5.2978343E+001, 1.6424118E-002, 1.3737410E-002, 3.0161528E-002, 3.0161528E-002, 9.0667951E+000
 4.5000236E+002, 4.0005634E-002, 6.3393587E+001, 1.7696355E+001, 1.8430214E+001, 1.9795249E+001, 2.2194072E+001, 2.6154756E+001, 3.2281911E+001, 4.1163550E+001, 5.3120078E+001, 5.3120078E+001, 1.6564765E-002, 1.3762958E-002, 3.0327723E-002, 3.0327723E-002, 9.1448814E+000
 4.6000007E+002, 3.9795158E-002, 6.3373339E+001, 1.7799371E+001, 1.8609781E+001, 2.0088013E+001, 2.2636060E+001, 2.6769553E+001, 3.3068236E+001, 4.2091648E+001, 5.3267080E+001, 5.3267080E+001, 1.6607724E-002, 1.3820632E-002, 3.0428355E-002, 3.0428355E-002, 9.2051130E+000
 4.7000002E+002, 3.9581288E-002, 6.3476297E+001, 1.7951623E+001, 1.8876106E+001, 2.0526250E+001, 2.3310176E+001, 2.7736572E+001, 3.4362234E+001, 4.3694936E+001, 5.3249422E+001, 5.3249422E+001, 1.6686049E-002, 1.3853589E-002, 3.0539638E-002, 3.0539638E-002, 9.2817561E+000
 4.8000178E+002, 3.9367320E-002, 6.3402142E+001, 1.8027352E+001, 1.8995612E+001, 2.0699742E+001, 2.3537285E+001, 2.7998310E+001, 3.4614171E+001, 4.3863097E+001, 5.3398483E+001, 5.3398483E+001, 1.6551285E-002, 1.3922259E-002, 3.0473544E-002, 3.0473544E-002, 9.2556523E+000
 4.9000188E+002, 3.9156699E-002, 6.3332469E+001, 1.7985068E+001, 1.8929454E+001, 2.0604210E+001, 2.3409632E+001, 2.7843064E+001, 3.4447181E+001, 4.3729319E+001, 5.2980250E+001, 5.2980250E+001, 1.6616535E-002, 1.3944315E-002, 3.0560850E-002, 3.0560850E-002, 9.2970106E+000
 5.0000030E+002, 3.8950308E-002, 6.3221938E+001, 1.8062146E+001, 1.9049379E+001, 2.0776622E+001, 2.3633982E+001, 2.8100829E+001, 3.4696248E+001, 4.3897677E+001, 5.3157211E+001, 5.3157211E+001, 1.6507204E-002, 1.3982624E-002, 3.0489828E-002, 3.0489828E-002, 9.2848975E+000
 5.1000146E+002, 3.8745558E-002, 6.3296352E+001, 1.8236609E+001, 1.9338592E+001, 2.1228802E+001, 2.4298014E+001, 2.9015162E+001, 3.5875508E+001, 4.5336627E+001, 5.3285443E+001, 5.3285443E+001, 1.6553684E-002, 1.4016305E-002, 3.0569989E-002, 3.0569989E-002, 9.3310044E+000
 5.2000262E+002, 3.8539475E-002, 6.3252867E+001, 1.8394378E+001, 1.9592649E+001, 2.1614570E+001, 2.4847557E+001, 2.9747740E+001, 3.6789174E+001, 4.6396722E+001, 5.3440051E+001, 5.3440051E+001, 1.6619269E-002, 1.4043597E-002, 3.0662866E-002, 3.0662866E-002, 9.3576357E+000
 5.3000156E+002, 3.8333242E-002, 6.3187248E+001, 1.8461703E+001, 1.9690869E+001, 2.1747987E+001, 2.5012042E+001, 2.9926850E+001, 3.6953008E+001, 4.6495899E+001, 5.3528952E+001, 5.3528952E+001, 1.6631761E-002, 1.4001116E-002, 3.0632877E-002, 3.0632877E-002, 9.3638110E+000
 5.4000268E+002, 3.8129801E-002, 6.3017537E+001, 1.8423757E+001, 1.9633320E+001, 2.1670189E+001, 2.4916593E+001, 2.9823072E+001, 3.6860447E+001, 4.6416814E+001, 5.3361264E+001, 5.3361264E+001, 1.6641375E-002, 1.4063150E-002, 3.0704525E-002, 3.0704525E-002, 9.4027379E+000
 5.5000080E+002, 3.7930394E-002, 6.3153607E+001, 1.8516218E+001, 1.9765294E+001, 2.1844690E+001, 2.5124455E+001, 3.0037530E+001, 3.7031509E+001, 4.6499982E+001, 5.3211986E+001, 5.3211986E+001, 1.6709096E-002, 1.4046165E-002, 3.0755261E-002, 3.0755261E-002, 9.4487135E+000
 5.6000133E+002, 3.7729245E-002, 6.3177844E+001, 1.8752184E+001, 2.0138085E+001, 2.2403122E+001, 2.5916131E+001, 3.1098799E+001, 3.8376125E+001, 4.8113669E+001, 5.3395756E+001, 5.3395756E+001, 1.6691398E-002, 1.4086160E-002, 3.0777558E-002, 3.0777558E-002, 9.4666187E+000
 5.7000123E+002, 3.7530024E-002, 6.3007890E+001, 1.8924317E+001, 2.0397700E+001, 2.2774146E+001, 2.6415723E+001, 3.1730420E+001, 3.9125328E+001, 4.8997879E+001, 5.3583055E+001, 5.3583055E+001, 1.6688445E-002, 1.4036865E-002, 3.0725311E-002, 3.0725311E-002, 9.4634331E+000
 5.8000161E+002, 3.7332352E-002, 6.3096179E+001, 1.8997327E+001, 2.0496913E+001, 2.2901430E+001, 2.6565193E+001, 3.1886395E+001, 3.9266262E+001, 4.9091205E+001, 5.3696879E+001, 5.3696879E+001, 1.6711638E-002, 1.4172337E-002, 3.0883975E-002, 3.0883975E-002, 9.4992090E+000
 5.9000060E+002, 3.7132569E-002, 6.2900556E+001, 1.8945058E+001, 2.0419074E+001, 2.2799631E+001, 2.6445260E+001, 3.1762390E+001, 3.9165142E+001, 4.8931971E+001, 5.3481445E+001, 5.3481445E+001, 1.6634780E-002, 1.4112984E-002, 3.0747764E-002, 3.0747764E-002, 9.4762297E+000
 6.0000228E+002, 3.6936706E-002, 6.3048494E+001, 1.9051714E+001, 2.0561610E+001, 2.2976931E+001, 2.6644039E+001, 3.1953945E+001, 3.9297480E+001, 4.8984764E+001, 5.3312571E+001, 5.3312571E+001, 1.6766630E-002, 1.4124662E-002, 3.0891292E-002, 3.0891292E-002, 9.5578772E+000
 6.1000362E+002, 3.6738070E-002, 6.3115530E+001, 1.9323823E+001, 2.0972361E+001, 2.3567257E+001, 2.7451201E+001, 3.3003154E+001, 4.0591350E+001, 5.0462877E+001, 5.3483041E+001, 5.3483041E+001, 1.6641583E-002, 1.4127226E-002, 3.0768810E-002, 3.0768810E-002, 9.5393095E+000
 6.2000148E+002, 3.6541546E-002, 6.2962880E+001, 1.9532621E+001, 2.1275104E+001, 2.3985518E+001, 2.7999386E+001, 3.3682251E+001, 4.1383818E+001, 5.1524960E+001, 5.3715420E+001, 5.3715420E+001, 1.6690892E-002, 1.4194668E-002, 3.0885560E-002, 3.0885560E-002, 9.5570684E+000
 6.3000227E+002, 3.6345503E-002, 6.2990020E+001, 1.9625303E+001, 2.1393955E+001, 2.4129924E+001, 2.8160185E+001, 3.3840049E+001, 4.1519551E+001, 5.1573559E+001, 5.3805142E+001, 5.3805142E+001, 1.6713915E-002, 1.4186041E-002, 3.0899957E-002, 3.0899957E-002, 9.5759402E+000
 6.4000071E+002, 3.6148977E-002, 6.2902820E+001, 1.9541034E+001, 2.1271845E+001, 2.3973960E+001, 2.7980080E+001, 3.3656012E+001, 4.1365721E+001, 5.1284536E+001, 5.3439401E+001, 5.3439401E+001, 1.6764714E-002, 1.4161020E-002, 3.0925734E-002, 3.0925734E-002, 9.5931163E+000
 6.5000157E+002, 3.5956285E-002, 6.2918706E+001, 1.9660717E+001, 2.1424194E+001, 2.4155708E+001, 2.8176725E+001, 3.3839864E+001, 4.1487748E+001, 5.1370042E+001, 5.3430291E+001, 5.3430291E+001, 1.6773438E-002, 1.4183121E-002, 3.0956560E-002, 3.0956560E-002, 9.6317518E+000
 6.6000185E+002, 3.5764408E-002, 6.2850915E+001, 1.9940640E+001, 2.1828275E+001, 2.4713188E+001, 2.8911094E+001, 3.4762469E+001, 4.2594561E+001, 5.2540852E+001, 5.3677856E+001, 5.3677856E+001, 1.6899905E-002, 1.4194719E-002, 3.1094624E-002, 3.1094624E-002, 9.6518510E+000
 6.7000147E+002, 3.5574375E-002, 6.2898126E+001, 2.0210658E+001, 2.2212416E+001, 2.5236084E+001, 2.9590952E+001, 3.5605992E+001, 4.3596821E+001, 5.3874373E+001, 5.3874373E+001, 5.3874373E+001, 1.6711506E-002, 1.4199012E-002, 3.0910519E-002, 3.0910519E-002, 9.6300370E+000
 6.8000066E+002, 3.5383780E-002, 6.2612793E+001, 2.0343341E+001, 2.2375583E+001, 2.5424584E+001, 2.9788998E+001, 3.5787032E+001, 4.3733227E+001, 5.3843427E+001, 5.3843427E+001, 5.3843427E+001, 1.6778706E-002, 1.4233542E-002, 3.1012249E-002, 3.1012249E-002, 9.6164116E+000
 6.9000275E+002, 3.5193156E-002, 6.2875098E+001, 2.0226374E+001, 2.2210636E+001, 2.5219390E+001, 2.9558475E+001, 3.5558457E+001, 4.3548854E+001, 5.3393766E+001, 5.3393766E+001, 5.3393766E+001, 1.6778863E-002, 1.4157968E-002, 3.0936831E-002, 3.0936831E-002, 9.7068446E+000
 7.0000157E+002, 3.5005498E-002, 6.2768910E+001, 2.0336473E+001, 2.2345428E+001, 2.5377211E+001, 2.9730156E+001, 3.5726499E+001, 4.3667025E+001, 5.3618319E+001, 5.3618319E+001, 5.3618319E+001, 1.6890926E-002, 1.4244651E-002, 3.1135577E-002, 3.1135577E-002, 9.6933739E+000
 7.1000133E+002, 3.4815140E-002, 6.2869141E+001, 2.0564419E+001, 2.2653113E+001, 2.5775716E+001, 3.0222992E+001, 3.6304167E+001, 4.4303036E+001, 5.3829103E+001, 5.3829103E+001, 5.3829103E+001, 1.6948865E-002, 1.4200890E-002, 3.1149754E-002, 3.1149754E-002, 9.7697059E+000
 7.2000001E+002, 3.4624043E-002, 6.2651847E+001, 2.0950135E+001, 2.3198826E+001, 2.6515174E+001, 3.1184558E+001, 3.7502989E+001, 4.5738307E+001, 5.3891589E+001, 5.3891589E+001, 5.3891589E+001, 1.6904147E-002, 1.4298942E-002, 3.1203088E-002, 3.1203088E-002, 9.7249208E+000
 7.3000243E+002, 3.4440720E-002, 6.2647470E+001, 2.1090081E+001, 2.3359333E+001, 2.6685549E+001, 3.1342591E+001, 3.7614919E+001, 4.5798116E+001, 5.3662889E+001, 5.3662889E+001, 5.3662889E+001, 1.6832473E-002, 1.4334428E-002, 3.1166901E-002, 3.1166901E-002, 9.7623864E+000
 7.4000296E+002, 3.4254443E-002, 6.2777216E+001, 2.1047027E+001, 2.3294641E+001, 2.6608824E+001, 3.1266407E+001, 3.7560902E+001, 4.5797127E+001, 5.3681478E+001, 5.3681478E+001, 5.3681478E+001, 1.6789456E-002, 1.4241184E-002, 3.1030640E-002, 3.1030640E-002, 9.7421973E+000
 7.5000140E+002, 3.4068754E-002, 6.2626221E+001, 2.1071329E+001, 2.3314988E+001, 2.6629611E+001, 3.1291297E+001, 3.7595624E+001, 4.5801637E+001, 5.3839236E+001, 5.3839236E+001, 5.3839236E+001, 1.6857807E-002, 1.4302594E-002, 3.1160401E-002, 3.1160401E-002, 9.7944175E+000
 7.6000337E+002, 3.3881421E-002, 6.2626471E+001, 2.1214329E+001, 2.3481703E+001, 2.6813324E+001, 3.1476540E+001, 3.7753740E+001, 4.5885458E+001, 5.3839558E+001, 5.3839558E+001, 5.3839558E+001, 1.6928115E-002, 1.4290518E-002, 3.1218633E-002, 3.1218633E-002, 9.7452130E+000
 7.7000281E+002, 3.3695059E-002, 6.2706502E+001, 2.1712868E+001, 2.4175551E+001, 2.7737629E+001, 3.2660536E+001, 3.9210493E+001, 4.7636701E+001, 5.3592893E+001, 5.3592893E+001, 5.3592893E+001, 1.6940507E-002, 1.4400988E-002, 3.1341495E-002, 3.1341495E-002, 9.8547996E+000
 7.8000023E+002, 3.3511382E-002, 6.2593486E+001, 2.1892980E+001, 2.4393032E+001, 2.7989345E+001, 3.2934533E+001, 3.9486445E+001, 4.7923853E+001, 5.3869681E+001, 5.3869681E+001, 5.3869681E+001, 1.6981454E-002, 1.4377633E-002, 3.1359087E-002, 3.1359087E-002, 9.8696104E+000
 7.9000273E+002, 3.3331498E-002, 6.2478025E+001, 2.1973321E+001, 2.4479635E+001, 2.8082388E+001, 3.3029907E+001, 3.9581317E+001, 4.8005416E+001, 5.4090787E+001, 5.4090787E+001, 5.4090787E+001, 1.7075212E-002, 1.4298901E-002, 3.1374114E-002, 3.1374114E-002, 9.8645121E+000
 8.0000048E+002, 3.3149347E-002, 6.2538043E+001, 2.1857671E+001, 2.4321828E+001, 2.7897772E+001, 3.2840268E+001, 3.9420991E+001, 4.7872857E+001, 5.3740099E+001, 5.3740099E+001, 5.3740099E+001, 1.6940085E-002, 1.4307686E-002, 3.1247770E-002, 3.1247770E-002, 9.8617860E+000
