s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 1.0000071E+002, 4.5748859E-002, 1.0051444E+002, 1.8063358E+001, 1.8198531E+001, 1.8509894E+001, 1.9325255E+001, 2.1180251E+001, 2.5123149E+001, 3.3159840E+001, 4.9836790E+001, 8.7374230E+001, 3.6831161E-002, 1.4865666E-002, 5.1696826E-002, 5.1696826E-002, 1.3847759E+000
 1.1000016E+002, 4.5318485E-002, 1.0543259E+002, 1.8098080E+001, 1.8286082E+001, 1.8755966E+001, 1.9849623E+001, 2.2236910E+001, 2.7238951E+001, 3.7706249E+001, 5.9626121E+001, 9.8412932E+001, 4.7201247E-002, 1.7946995E-002, 6.5148243E-002, 6.5148243E-002, 2.1931191E+000
 1.2000055E+002, 4.4777783E-002, 1.0520836E+002, 1.8154543E+001, 1.8420886E+001, 1.9050095E+001, 2.0458878E+001, 2.3484024E+001, 2.9822738E+001, 4.2664132E+001, 6.6316167E+001, 9.8421014E+001, 6.6210470E-002, 2.1797188E-002, 8.8007658E-002, 8.8007658E-002, 3.8452961E+000
 1.3000039E+002, 4.4215317E-002, 1.0480251E+002, 1.8225812E+001, 1.8585659E+001, 1.9404484E+001, 2.1195975E+001, 2.4984081E+001, 3.2676230E+001, 4.7196293E+001, 7.1518425E+001, 9.8309334E+001, 7.6889716E-002, 2.6995877E-002, 1.0388559E-001, 1.0388559E-001, 5.1796171E+000
 1.4000131E+002, 4.3683043E-002, 1.0342242E+002, 1.8345377E+001, 1.8848773E+001, 1.9955157E+001, 2.2303697E+001, 2.7076456E+001, 3.6190064E+001, 5.2097574E+001, 7.6747507E+001, 9.7524085E+001, 9.7910790E-002, 3.4986317E-002, 1.3289711E-001, 1.3289711E-001, 7.5738751E+000
 1.5000058E+002, 4.3141454E-002, 9.9656568E+001, 1.8448346E+001, 1.9075249E+001, 2.0423093E+001, 2.3210656E+001, 2.8670284E+001, 3.8601204E+001, 5.4961307E+001, 7.8317846E+001, 9.4203445E+001, 1.1743458E-001, 4.0937748E-002, 1.5837233E-001, 1.5837233E-001, 1.0741053E+001
 1.6000062E+002, 4.2615259E-002, 9.9455035E+001, 1.8669155E+001, 1.9531891E+001, 2.1312661E+001, 2.4819293E+001, 3.1295302E+001, 4.2292705E+001, 5.9075355E+001, 8.2010924E+001, 9.3967197E+001, 1.3751293E-001, 5.0999519E-002, 1.8851245E-001, 1.8851245E-001, 1.4793455E+001
 1.7000095E+002, 4.2107941E-002, 9.8689171E+001, 1.8806248E+001, 1.9814073E+001, 2.1841986E+001, 2.5712421E+001, 3.2597896E+001, 4.3839488E+001, 6.0545708E+001, 8.3218535E+001, 9.3558402E+001, 1.5135542E-001, 4.6585472E-002, 1.9794089E-001, 1.9794089E-001, 1.8847389E+001
 1.8000108E+002, 4.1658806E-002, 9.8527159E+001, 1.9153330E+001, 2.0476084E+001, 2.3012643E+001, 2.7600579E+001, 3.5325477E+001, 4.7334006E+001, 6.4532483E+001, 8.7379719E+001, 9.3719075E+001, 1.5222254E-001, 4.1313647E-002, 1.9353618E-001, 1.9353618E-001, 2.0510415E+001
 1.9000003E+002, 4.1229349E-002, 9.8434887E+001, 1.9393920E+001, 2.0918249E+001, 2.3751428E+001, 2.8709809E+001, 3.6802530E+001, 4.9065748E+001, 6.6329067E+001, 8.8979151E+001, 9.3804104E+001, 1.4609384E-001, 3.4010134E-002, 1.8010398E-001, 1.8010398E-001, 1.9763034E+001
 2.0000003E+002, 4.0797792E-002, 9.8450962E+001, 1.9748798E+001, 2.1533525E+001, 2.4729665E+001, 3.0123608E+001, 3.8647930E+001, 5.1233409E+001, 6.8600283E+001, 9.0948032E+001, 9.3689176E+001, 1.4135442E-001, 2.3949353E-002, 1.6530377E-001, 1.6530377E-001, 1.8381780E+001
 2.1000113E+002, 4.0364423E-002, 9.8443575E+001, 2.0217635E+001, 2.2318858E+001, 2.5948434E+001, 3.1863497E+001, 4.0924333E+001, 5.3957045E+001, 7.1590610E+001, 9.3811695E+001, 9.3811695E+001, 1.3910589E-001, 1.8966915E-002, 1.5807281E-001, 1.5807281E-001, 1.8669400E+001
 2.2000079E+002, 3.9931176E-002, 9.8423894E+001, 2.0460281E+001, 2.2700008E+001, 2.6496143E+001, 3.2574782E+001, 4.1750811E+001, 5.4806061E+001, 7.2341538E+001, 9.3870770E+001, 9.3870770E+001, 1.3860467E-001, 1.5524660E-002, 1.5412933E-001, 1.5412933E-001, 1.9319104E+001
 2.3000123E+002, 3.9491980E-002, 9.8415338E+001, 2.1240644E+001, 2.3923814E+001, 2.8296353E+001, 3.5045963E+001, 4.4911441E+001, 5.8573777E+001, 7.6533619E+001, 9.3908505E+001, 9.3908505E+001, 1.4057688E-001, 1.3867263E-002, 1.5444414E-001, 1.5444414E-001, 2.0483100E+001
 2.4000090E+002, 3.9044177E-002, 9.8446199E+001, 2.1370411E+001, 2.4098461E+001, 2.8512167E+001, 3.5276681E+001, 4.5108739E+001, 5.8676942E+001, 7.6502604E+001, 9.3741396E+001, 9.3741396E+001, 1.4460903E-001, 1.1933185E-002, 1.5654222E-001, 1.5654222E-001, 2.2280170E+001
 2.5000073E+002, 3.8587845E-002, 9.8444936E+001, 2.2278678E+001, 2.5446431E+001, 3.0402047E+001, 3.7768999E+001, 4.8197902E+001, 6.2283736E+001, 8.0506503E+001, 9.3824757E+001, 9.3824757E+001, 1.4376478E-001, 1.1629288E-002, 1.5539406E-001, 1.5539406E-001, 2.2654661E+001
 2.6000072E+002, 3.8129478E-002, 9.8457013E+001, 2.2527566E+001, 2.5776448E+001, 3.0821246E+001, 3.8263865E+001, 4.8735890E+001, 6.2828654E+001, 8.1042731E+001, 9.3830275E+001, 9.3830275E+001, 1.4553557E-001, 1.0540546E-002, 1.5607611E-001, 1.5607611E-001, 2.3642048E+001
 2.7000078E+002, 3.7672461E-002, 9.8445491E+001, 2.3377582E+001, 2.6974076E+001, 3.2428272E+001, 4.0308020E+001, 5.1202742E+001, 6.5668420E+001, 8.4193252E+001, 9.3892013E+001, 9.3892013E+001, 1.4525114E-001, 1.0329348E-002, 1.5558049E-001, 1.5558049E-001, 2.3945924E+001
 2.8000131E+002, 3.7210284E-002, 9.8429654E+001, 2.3811963E+001, 2.7549022E+001, 3.3166111E+001, 4.1211070E+001, 5.2256235E+001, 6.6849623E+001, 8.5478131E+001, 9.3884135E+001, 9.3884135E+001, 1.4573384E-001, 1.0428476E-002, 1.5616231E-001, 1.5616231E-001, 2.4571661E+001
 2.9000088E+002, 3.6740380E-002, 9.8455818E+001, 2.4571377E+001, 2.8568257E+001, 3.4482327E+001, 4.2836582E+001, 5.4176836E+001, 6.9028192E+001, 8.7874240E+001, 9.3866200E+001, 9.3866200E+001, 1.4904318E-001, 9.5126967E-003, 1.5855588E-001, 1.5855588E-001, 2.5765696E+001
 3.0000083E+002, 3.6257423E-002, 9.8474826E+001, 2.5179177E+001, 2.9360761E+001, 3.5488692E+001, 4.4067266E+001, 5.5624830E+001, 7.0681047E+001, 8.9762064E+001, 9.3824214E+001, 9.3824214E+001, 1.4900988E-001, 9.4546580E-003, 1.5846454E-001, 1.5846454E-001, 2.6201941E+001
 3.1000050E+002, 3.5779823E-002, 9.8458890E+001, 2.5884931E+001, 3.0270231E+001, 3.6628553E+001, 4.5446102E+001, 5.7237681E+001, 7.2531400E+001, 9.1752018E+001, 9.3860767E+001, 9.3860767E+001, 1.4805221E-001, 9.6006032E-003, 1.5765281E-001, 1.5765281E-001, 2.6211461E+001
 3.2000086E+002, 3.5301567E-002, 9.8454095E+001, 2.6630232E+001, 3.1224434E+001, 3.7822216E+001, 4.6894811E+001, 5.8948724E+001, 7.4509520E+001, 9.3823228E+001, 9.3823228E+001, 9.3823228E+001, 1.4825038E-001, 9.7374960E-003, 1.5798787E-001, 1.5798787E-001, 2.6517524E+001
 3.3000088E+002, 3.4823064E-002, 9.8440150E+001, 2.7251249E+001, 3.1993007E+001, 3.8761249E+001, 4.8017557E+001, 6.0262488E+001, 7.6020351E+001, 9.3855397E+001, 9.3855397E+001, 9.3855397E+001, 1.4749637E-001, 9.0420471E-003, 1.5653842E-001, 1.5653842E-001, 2.6309090E+001
 3.4000008E+002, 3.4343379E-002, 9.8448596E+001, 2.8169173E+001, 3.3155451E+001, 4.0200900E+001, 4.9754147E+001, 6.2305374E+001, 7.8377864E+001, 9.3848166E+001, 9.3848166E+001, 9.3848166E+001, 1.4861300E-001, 9.1041652E-003, 1.5771717E-001, 1.5771717E-001, 2.7081343E+001
 3.5000100E+002, 3.3851685E-002, 9.8451376E+001, 2.8712733E+001, 3.3802455E+001, 4.0974357E+001, 5.0671580E+001, 6.3381990E+001, 7.9627114E+001, 9.3826822E+001, 9.3826822E+001, 9.3826822E+001, 1.4950961E-001, 8.9050003E-003, 1.5841461E-001, 1.5841461E-001, 2.7472120E+001
 3.6000055E+002, 3.3357615E-002, 9.8462236E+001, 2.9729701E+001, 3.5073629E+001, 4.2531616E+001, 5.2535693E+001, 6.5566693E+001, 8.2162544E+001, 9.3838087E+001, 9.3838087E+001, 9.3838087E+001, 1.5071215E-001, 8.5300103E-003, 1.5924216E-001, 1.5924216E-001, 2.7895176E+001
 3.7000042E+002, 3.2869976E-002, 9.8468979E+001, 3.0256127E+001, 3.5684395E+001, 4.3251573E+001, 5.3388218E+001, 6.6584146E+001, 8.3390163E+001, 9.3844614E+001, 9.3844614E+001, 9.3844614E+001, 1.5062837E-001, 8.4965397E-003, 1.5912491E-001, 1.5912491E-001, 2.8111904E+001
 3.8000080E+002, 3.2375926E-002, 9.8510359E+001, 3.1377201E+001, 3.7070219E+001, 4.4933091E+001, 5.5390159E+001, 6.8929800E+001, 8.6123060E+001, 9.3908074E+001, 9.3908074E+001, 9.3908074E+001, 1.4802287E-001, 8.7940611E-003, 1.5681693E-001, 1.5681693E-001, 2.7518294E+001
 3.9000122E+002, 3.1870346E-002, 9.8479645E+001, 3.1885353E+001, 3.7647409E+001, 4.5608482E+001, 5.6194997E+001, 6.9901216E+001, 8.7292368E+001, 9.3829726E+001, 9.3829726E+001, 9.3829726E+001, 1.5256766E-001, 8.7195446E-003, 1.6128721E-001, 1.6128721E-001, 2.9027599E+001
 4.0000100E+002, 3.1368102E-002, 9.8482760E+001, 3.3028107E+001, 3.9044172E+001, 4.7291032E+001, 5.8191095E+001, 7.2241231E+001, 9.0034115E+001, 9.3837205E+001, 9.3837205E+001, 9.3837205E+001, 1.5260811E-001, 8.6668783E-003, 1.6127499E-001, 1.6127499E-001, 2.9200321E+001
 4.1000043E+002, 3.0876577E-002, 9.8458326E+001, 3.3557432E+001, 3.9639435E+001, 4.7983910E+001, 5.9017714E+001, 7.3253963E+001, 9.1225517E+001, 9.3921045E+001, 9.3921045E+001, 9.3921045E+001, 1.4774118E-001, 8.6853058E-003, 1.5642649E-001, 1.5642649E-001, 2.7785961E+001
 4.2000027E+002, 3.0385826E-002, 9.8472772E+001, 3.4802736E+001, 4.1152538E+001, 4.9797642E+001, 6.1164896E+001, 7.5759553E+001, 9.3916314E+001, 9.3916314E+001, 9.3916314E+001, 9.3916314E+001, 1.4958479E-001, 8.7200673E-003, 1.5830486E-001, 1.5830486E-001, 2.8526015E+001
 4.3000059E+002, 2.9881033E-002, 9.8509719E+001, 3.5323396E+001, 4.1733953E+001, 5.0477630E+001, 6.1983372E+001, 7.6757268E+001, 9.3844597E+001, 9.3844597E+001, 9.3844597E+001, 9.3844597E+001, 1.5380946E-001, 8.3939284E-003, 1.6220339E-001, 1.6220339E-001, 3.0007900E+001
 4.4000131E+002, 2.9388444E-002, 9.8434840E+001, 3.6623097E+001, 4.3299069E+001, 5.2337239E+001, 6.4163163E+001, 7.9301141E+001, 9.3979162E+001, 9.3979162E+001, 9.3979162E+001, 9.3979162E+001, 1.4784855E-001, 8.6802589E-003, 1.5652881E-001, 1.5652881E-001, 2.8210510E+001
 4.5000129E+002, 2.8900644E-002, 9.8463071E+001, 3.7104771E+001, 4.3827970E+001, 5.2955917E+001, 6.4922065E+001, 8.0233800E+001, 9.3888881E+001, 9.3888881E+001, 9.3888881E+001, 9.3888881E+001, 1.5033909E-001, 8.3978733E-003, 1.5873697E-001, 1.5873697E-001, 2.9106445E+001
 4.6000106E+002, 2.8389534E-002, 9.8472753E+001, 3.8478912E+001, 4.5476896E+001, 5.4909254E+001, 6.7198998E+001, 8.2843177E+001, 9.3868986E+001, 9.3868986E+001, 9.3868986E+001, 9.3868986E+001, 1.5062419E-001, 8.2733708E-003, 1.5889757E-001, 1.5889757E-001, 2.9217357E+001
 4.7000118E+002, 2.7882885E-002, 9.8501695E+001, 3.9042282E+001, 4.6102092E+001, 5.5636234E+001, 6.8076543E+001, 8.3953576E+001, 9.3895329E+001, 9.3895329E+001, 9.3895329E+001, 9.3895329E+001, 1.5271175E-001, 8.0339581E-003, 1.6074571E-001, 1.6074571E-001, 2.9947276E+001
 4.8000145E+002, 2.7378612E-002, 9.8479829E+001, 4.0388714E+001, 4.7703407E+001, 5.7523919E+001, 7.0290112E+001, 8.6547981E+001, 9.3893858E+001, 9.3893858E+001, 9.3893858E+001, 9.3893858E+001, 1.5186787E-001, 7.9227035E-003, 1.5979057E-001, 1.5979057E-001, 2.9792002E+001
 4.9000110E+002, 2.6866427E-002, 9.8496896E+001, 4.1051380E+001, 4.8449906E+001, 5.8400312E+001, 7.1345295E+001, 8.7844068E+001, 9.3917949E+001, 9.3917949E+001, 9.3917949E+001, 9.3917949E+001, 1.4996285E-001, 8.4462203E-003, 1.5840907E-001, 1.5840907E-001, 2.9242412E+001
 5.0000007E+002, 2.6361767E-002, 9.8495625E+001, 4.2350771E+001, 4.9982183E+001, 6.0199652E+001, 7.3458024E+001, 9.0319499E+001, 9.3916807E+001, 9.3916807E+001, 9.3916807E+001, 9.3916807E+001, 1.5064707E-001, 7.7743843E-003, 1.5842145E-001, 1.5842145E-001, 2.9608046E+001
 5.1000015E+002, 2.5841772E-002, 9.8528036E+001, 4.3118919E+001, 5.0855605E+001, 6.1225496E+001, 7.4681294E+001, 9.1669918E+001, 9.3850206E+001, 9.3850206E+001, 9.3850206E+001, 9.3850206E+001, 1.5432612E-001, 8.1591508E-003, 1.6248527E-001, 1.6248527E-001, 3.1047606E+001
 5.2000041E+002, 2.5316347E-002, 9.8456835E+001, 4.4313621E+001, 5.2252971E+001, 6.2863640E+001, 7.6609503E+001, 9.3900204E+001, 9.3900204E+001, 9.3900204E+001, 9.3900204E+001, 9.3900204E+001, 1.5187024E-001, 8.0565242E-003, 1.5992676E-001, 1.5992676E-001, 2.9990542E+001
 5.3000106E+002, 2.4806883E-002, 9.8481256E+001, 4.5309446E+001, 5.3401863E+001, 6.4213027E+001, 7.8222395E+001, 9.3926142E+001, 9.3926142E+001, 9.3926142E+001, 9.3926142E+001, 9.3926142E+001, 1.5198267E-001, 8.1941251E-003, 1.6017679E-001, 1.6017679E-001, 3.0331350E+001
 5.4000072E+002, 2.4289145E-002, 9.8491745E+001, 4.6377088E+001, 5.4638316E+001, 6.5667388E+001, 7.9945637E+001, 9.3854790E+001, 9.3854790E+001, 9.3854790E+001, 9.3854790E+001, 9.3854790E+001, 1.5352415E-001, 7.9260350E-003, 1.6145018E-001, 1.6145018E-001, 3.0776340E+001
 5.5000005E+002, 2.3764400E-002, 9.8491694E+001, 4.7604889E+001, 5.6062455E+001, 6.7322790E+001, 8.1863757E+001, 9.3804719E+001, 9.3804719E+001, 9.3804719E+001, 9.3804719E+001, 9.3804719E+001, 1.5452695E-001, 7.4380454E-003, 1.6196500E-001, 1.6196500E-001, 3.1169622E+001
 5.6000106E+002, 2.3240628E-002, 9.8515158E+001, 4.8468014E+001, 5.7055211E+001, 6.8507275E+001, 8.3346915E+001, 9.3927034E+001, 9.3927034E+001, 9.3927034E+001, 9.3927034E+001, 9.3927034E+001, 1.5118387E-001, 7.9343854E-003, 1.5911826E-001, 1.5911826E-001, 3.0293974E+001
 5.7000094E+002, 2.2725977E-002, 9.8473760E+001, 4.9966534E+001, 5.8799253E+001, 7.0534678E+001, 8.5677428E+001, 9.3938242E+001, 9.3938242E+001, 9.3938242E+001, 9.3938242E+001, 9.3938242E+001, 1.5132182E-001, 7.6848637E-003, 1.5900668E-001, 1.5900668E-001, 3.0234546E+001
 5.8000106E+002, 2.2200199E-002, 9.8497344E+001, 5.0648987E+001, 5.9575797E+001, 7.1473719E+001, 8.6837197E+001, 9.3850916E+001, 9.3850916E+001, 9.3850916E+001, 9.3850916E+001, 9.3850916E+001, 1.5473714E-001, 7.5015903E-003, 1.6223873E-001, 1.6223873E-001, 3.1576977E+001
 5.9000129E+002, 2.1670667E-002, 9.8509616E+001, 5.2453101E+001, 6.1672230E+001, 7.3873248E+001, 8.9554378E+001, 9.3910481E+001, 9.3910481E+001, 9.3910481E+001, 9.3910481E+001, 9.3910481E+001, 1.5218219E-001, 7.7925613E-003, 1.5997475E-001, 1.5997475E-001, 3.0615227E+001
 6.0000121E+002, 2.1132096E-002, 9.8509221E+001, 5.2863359E+001, 6.2124961E+001, 7.4458498E+001, 9.0380136E+001, 9.3810545E+001, 9.3810545E+001, 9.3810545E+001, 9.3810545E+001, 9.3810545E+001, 1.5405902E-001, 7.7243917E-003, 1.6178341E-001, 1.6178341E-001, 3.1545776E+001
 6.1000113E+002, 2.0594449E-002, 9.8504137E+001, 5.5121588E+001, 6.4750537E+001, 7.7457686E+001, 9.3640947E+001, 9.3973437E+001, 9.3973437E+001, 9.3973437E+001, 9.3973437E+001, 9.3973437E+001, 1.5405745E-001, 7.2575282E-003, 1.6131498E-001, 1.6131498E-001, 3.1408204E+001
 6.2000049E+002, 2.0052325E-002, 9.8549856E+001, 5.5140606E+001, 6.4760356E+001, 7.7584967E+001, 9.3869134E+001, 9.3869134E+001, 9.3869134E+001, 9.3869134E+001, 9.3869134E+001, 9.3869134E+001, 1.5283847E-001, 7.8181115E-003, 1.6065658E-001, 1.6065658E-001, 3.1222468E+001
 6.3000083E+002, 1.9520627E-002, 9.8524369E+001, 5.7624501E+001, 6.7647527E+001, 8.0881626E+001, 9.3900272E+001, 9.3900272E+001, 9.3900272E+001, 9.3900272E+001, 9.3900272E+001, 9.3900272E+001, 1.5356627E-001, 7.9163950E-003, 1.6148267E-001, 1.6148267E-001, 3.1671591E+001
 6.4000006E+002, 1.8971546E-002, 9.8557693E+001, 5.7934422E+001, 6.8004646E+001, 8.1381701E+001, 9.3836165E+001, 9.3836165E+001, 9.3836165E+001, 9.3836165E+001, 9.3836165E+001, 9.3836165E+001, 1.5448862E-001, 7.5426918E-003, 1.6203131E-001, 1.6203131E-001, 3.1847934E+001
 6.5000100E+002, 1.8424381E-002, 9.8512872E+001, 5.9968614E+001, 7.0349797E+001, 8.4054897E+001, 9.3862990E+001, 9.3862990E+001, 9.3862990E+001, 9.3862990E+001, 9.3862990E+001, 9.3862990E+001, 1.5473976E-001, 7.2439847E-003, 1.6198375E-001, 1.6198375E-001, 3.2172223E+001
 6.6000024E+002, 1.7874784E-002, 9.8525677E+001, 6.0835011E+001, 7.1341611E+001, 8.5248879E+001, 9.3910543E+001, 9.3910543E+001, 9.3910543E+001, 9.3910543E+001, 9.3910543E+001, 9.3910543E+001, 1.5456932E-001, 7.1307741E-003, 1.6170009E-001, 1.6170009E-001, 3.1968170E+001
 6.7000092E+002, 1.7323933E-002, 9.8516218E+001, 6.2377432E+001, 7.3126337E+001, 8.7329299E+001, 9.3886216E+001, 9.3886216E+001, 9.3886216E+001, 9.3886216E+001, 9.3886216E+001, 9.3886216E+001, 1.5438485E-001, 7.5691918E-003, 1.6195404E-001, 1.6195404E-001, 3.2085526E+001
 6.8000022E+002, 1.6770007E-002, 9.8538766E+001, 6.3886166E+001, 7.4828073E+001, 8.9253704E+001, 9.3863294E+001, 9.3863294E+001, 9.3863294E+001, 9.3863294E+001, 9.3863294E+001, 9.3863294E+001, 1.5406332E-001, 7.2164523E-003, 1.6127977E-001, 1.6127977E-001, 3.2185534E+001
 6.9000014E+002, 1.6214789E-002, 9.8558524E+001, 6.4852638E+001, 7.5972810E+001, 9.0704238E+001, 9.3912192E+001, 9.3912192E+001, 9.3912192E+001, 9.3912192E+001, 9.3912192E+001, 9.3912192E+001, 1.5341860E-001, 7.0314240E-003, 1.6045003E-001, 1.6045003E-001, 3.1825219E+001
 7.0000036E+002, 1.5666676E-002, 9.8516367E+001, 6.7062873E+001, 7.8466912E+001, 9.3270255E+001, 9.4000091E+001, 9.4000091E+001, 9.4000091E+001, 9.4000091E+001, 9.4000091E+001, 9.4000091E+001, 1.5357662E-001, 7.3084964E-003, 1.6088512E-001, 1.6088512E-001, 3.2323447E+001
 7.1000081E+002, 1.5104849E-002, 9.8543442E+001, 6.7424897E+001, 7.8920610E+001, 9.3904654E+001, 9.3904654E+001, 9.3904654E+001, 9.3904654E+001, 9.3904654E+001, 9.3904654E+001, 9.3904654E+001, 1.5308630E-001, 7.1938790E-003, 1.6028018E-001, 1.6028018E-001, 3.2112033E+001
 7.2000006E+002, 1.4541088E-002, 9.8543342E+001, 7.0160855E+001, 8.1998507E+001, 9.3889240E+001, 9.3889240E+001, 9.3889240E+001, 9.3889240E+001, 9.3889240E+001, 9.3889240E+001, 9.3889240E+001, 1.5544127E-001, 6.9829674E-003, 1.6242424E-001, 1.6242424E-001, 3.3027594E+001
 7.3000094E+002, 1.3965872E-002, 9.8548704E+001, 7.0640193E+001, 8.2589207E+001, 9.3815850E+001, 9.3815850E+001, 9.3815850E+001, 9.3815850E+001, 9.3815850E+001, 9.3815850E+001, 9.3815850E+001, 1.5630623E-001, 6.9756887E-003, 1.6328192E-001, 1.6328192E-001, 3.3301814E+001
 7.4000093E+002, 1.3390284E-002, 9.8563878E+001, 7.2781262E+001, 8.5005152E+001, 9.3919664E+001, 9.3919664E+001, 9.3919664E+001, 9.3919664E+001, 9.3919664E+001, 9.3919664E+001, 9.3919664E+001, 1.5596860E-001, 7.0898377E-003, 1.6305844E-001, 1.6305844E-001, 3.3424679E+001
 7.5000062E+002, 1.2810183E-002, 9.8559032E+001, 7.4169077E+001, 8.6524148E+001, 9.3844869E+001, 9.3844869E+001, 9.3844869E+001, 9.3844869E+001, 9.3844869E+001, 9.3844869E+001, 9.3844869E+001, 1.5719541E-001, 7.2526256E-003, 1.6444803E-001, 1.6444803E-001, 3.4010312E+001
 7.6000131E+002, 1.2209591E-002, 9.8612054E+001, 7.5343434E+001, 8.7892359E+001, 9.3797592E+001, 9.3797592E+001, 9.3797592E+001, 9.3797592E+001, 9.3797592E+001, 9.3797592E+001, 9.3797592E+001, 1.5833148E-001, 7.2304901E-003, 1.6556197E-001, 1.6556197E-001, 3.4380928E+001
 7.7000020E+002, 1.1595327E-002, 9.8629426E+001, 7.7806323E+001, 9.0647685E+001, 9.3841691E+001, 9.3841691E+001, 9.3841691E+001, 9.3841691E+001, 9.3841691E+001, 9.3841691E+001, 9.3841691E+001, 1.5849338E-001, 6.5901751E-003, 1.6508356E-001, 1.6508356E-001, 3.4480182E+001
 7.8000017E+002, 1.0981835E-002, 9.8571079E+001, 7.8534731E+001, 9.1576854E+001, 9.3741646E+001, 9.3741646E+001, 9.3741646E+001, 9.3741646E+001, 9.3741646E+001, 9.3741646E+001, 9.3741646E+001, 1.5716507E-001, 7.1442085E-003, 1.6430927E-001, 1.6430927E-001, 3.4256903E+001
 7.9000041E+002, 1.0386435E-002, 9.8565045E+001, 8.0771403E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 9.3996881E+001, 1.5476856E-001, 6.9827574E-003, 1.6175132E-001, 1.6175132E-001, 3.3643294E+001
 8.0000076E+002, 9.7852867E-003, 9.8614133E+001, 8.2399798E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 9.3906594E+001, 1.5751006E-001, 6.5782980E-003, 1.6408835E-001, 1.6408835E-001, 3.4593766E+001
