s,m,C,C,C,C,C,C,C,C,C,C,kW,kW,kW,kW,kg/m2/s
 2.4000093E+002, 4.1046437E-002, 9.8407973E+001, 1.9113986E+001, 2.0979915E+001, 2.4224191E+001, 2.9604763E+001, 3.8035817E+001, 5.0422787E+001, 6.7427042E+001, 8.9241584E+001, 9.3887675E+001, 8.1779304E-002, 1.8130743E-002, 9.9910047E-002, 9.9910047E-002, 1.5436335E+001
 2.5000011E+002, 4.0655579E-002, 9.8398814E+001, 1.9740225E+001, 2.1998280E+001, 2.5786879E+001, 3.1835439E+001, 4.0968422E+001, 5.3955679E+001, 7.1335436E+001, 9.3058296E+001, 9.4086180E+001, 7.9371816E-002, 1.4258592E-002, 9.3630407E-002, 9.3630407E-002, 1.5315242E+001
 2.6000059E+002, 4.0259487E-002, 9.8374191E+001, 2.0084795E+001, 2.2532915E+001, 2.6563579E+001, 3.2871247E+001, 4.2220697E+001, 5.5315642E+001, 7.2643358E+001, 9.4087464E+001, 9.4087464E+001, 7.7852916E-002, 1.1290092E-002, 8.9143008E-002, 8.9143008E-002, 1.5072334E+001
 2.7000010E+002, 3.9868255E-002, 9.8366517E+001, 2.0470714E+001, 2.3109731E+001, 2.7373184E+001, 3.3919933E+001, 4.3461323E+001, 5.6644797E+001, 7.3926573E+001, 9.4073640E+001, 9.4073640E+001, 7.8595878E-002, 1.0062276E-002, 8.8658154E-002, 8.8658154E-002, 1.6009478E+001
 2.8000136E+002, 3.9472292E-002, 9.8339387E+001, 2.1292914E+001, 2.4336462E+001, 2.9105850E+001, 3.6218916E+001, 4.6316150E+001, 5.9957393E+001, 7.7515437E+001, 9.4235878E+001, 9.4235878E+001, 7.8917834E-002, 9.5791089E-003, 8.8496943E-002, 8.8496943E-002, 1.7017164E+001
 2.9000086E+002, 3.9077545E-002, 9.8374196E+001, 2.1411558E+001, 2.4483563E+001, 2.9280442E+001, 3.6400386E+001, 4.6465868E+001, 6.0029617E+001, 7.7481310E+001, 9.4037441E+001, 9.4037441E+001, 8.0698325E-002, 8.9479366E-003, 8.9646261E-002, 8.9646261E-002, 1.8362737E+001
 3.0000129E+002, 3.8668160E-002, 9.8359747E+001, 2.2321230E+001, 2.5779995E+001, 3.1036999E+001, 3.8649044E+001, 4.9178603E+001, 6.3110827E+001, 8.0781034E+001, 9.4159545E+001, 9.4159545E+001, 8.2230992E-002, 8.1168367E-003, 9.0347829E-002, 9.0347829E-002, 1.9419247E+001
 3.1000112E+002, 3.8262202E-002, 9.8367130E+001, 2.2778221E+001, 2.6389739E+001, 3.1819405E+001, 3.9596350E+001, 5.0252251E+001, 6.4252639E+001, 8.1945417E+001, 9.4149084E+001, 9.4149084E+001, 8.2151478E-002, 7.9325875E-003, 9.0084065E-002, 9.0084065E-002, 1.9982938E+001
 3.2000123E+002, 3.7859743E-002, 9.8353284E+001, 2.3272897E+001, 2.7033959E+001, 3.2627897E+001, 4.0557388E+001, 5.1328020E+001, 6.5389116E+001, 8.3092978E+001, 9.4155700E+001, 9.4155700E+001, 8.1578899E-002, 7.7911350E-003, 8.9370034E-002, 8.9370034E-002, 2.0213627E+001
 3.3000155E+002, 3.7451893E-002, 9.8340881E+001, 2.4312592E+001, 2.8437413E+001, 3.4443593E+001, 4.2799357E+001, 5.3969121E+001, 6.8362805E+001, 8.6303426E+001, 9.4277314E+001, 9.4277314E+001, 8.2191054E-002, 7.9588529E-003, 9.0149907E-002, 9.0149907E-002, 2.1031137E+001
 3.4000024E+002, 3.7035484E-002, 9.8381802E+001, 2.4392554E+001, 2.8486211E+001, 3.4462298E+001, 4.2780676E+001, 5.3904170E+001, 6.8249196E+001, 8.6134868E+001, 9.4090289E+001, 9.4090289E+001, 8.4216353E-002, 7.7586888E-003, 9.1975042E-002, 9.1975042E-002, 2.2275859E+001
 3.5000065E+002, 3.6616796E-002, 9.8368195E+001, 2.5634511E+001, 3.0127086E+001, 3.6544164E+001, 4.5312969E+001, 5.6857540E+001, 7.1563730E+001, 8.9763371E+001, 9.4153783E+001, 9.4153783E+001, 8.3408172E-002, 7.3292303E-003, 9.0737402E-002, 9.0737402E-002, 2.2142456E+001
 3.6000151E+002, 3.6196435E-002, 9.8374077E+001, 2.5952006E+001, 3.0484887E+001, 3.6952225E+001, 4.5769861E+001, 5.7357008E+001, 7.2107312E+001, 9.0421323E+001, 9.4263000E+001, 9.4263000E+001, 8.2859914E-002, 7.5993671E-003, 9.0459281E-002, 9.0459281E-002, 2.2256172E+001
 3.7000094E+002, 3.5778219E-002, 9.8360143E+001, 2.6785260E+001, 3.1524288E+001, 3.8212810E+001, 4.7247004E+001, 5.9029748E+001, 7.3946207E+001, 9.2222573E+001, 9.4186837E+001, 9.4186837E+001, 8.3292631E-002, 7.0510367E-003, 9.0343668E-002, 9.0343668E-002, 2.2462637E+001
 3.8000096E+002, 3.5355651E-002, 9.8362006E+001, 2.7644310E+001, 3.2589974E+001, 3.9503794E+001, 4.8765051E+001, 6.0761558E+001, 7.5864114E+001, 9.4145475E+001, 9.4145475E+001, 9.4145475E+001, 8.4815287E-002, 7.6124459E-003, 9.2427733E-002, 9.2427733E-002, 2.3813665E+001
 3.9000121E+002, 3.4928214E-002, 9.8377959E+001, 2.7974109E+001, 3.2940503E+001, 3.9886325E+001, 4.9184140E+001, 6.1218477E+001, 7.6369677E+001, 9.4220703E+001, 9.4220703E+001, 9.4220703E+001, 8.3766550E-002, 7.1354495E-003, 9.0901999E-002, 9.0901999E-002, 2.3303576E+001
 4.0000080E+002, 3.4498202E-002, 9.8361882E+001, 2.9403976E+001, 3.4737006E+001, 4.2068989E+001, 5.1751262E+001, 6.4148642E+001, 7.9627265E+001, 9.4273306E+001, 9.4273306E+001, 9.4273306E+001, 8.4815076E-002, 7.3109286E-003, 9.2126005E-002, 9.2126005E-002, 2.4019017E+001
 4.1000058E+002, 3.4075335E-002, 9.8390225E+001, 2.9388307E+001, 3.4635250E+001, 4.1902860E+001, 5.1544860E+001, 6.3937801E+001, 7.9477370E+001, 9.4138072E+001, 9.4138072E+001, 9.4138072E+001, 8.4325038E-002, 6.8819422E-003, 9.1206981E-002, 9.1206981E-002, 2.3947263E+001
 4.2000011E+002, 3.3642165E-002, 9.8389970E+001, 3.0820789E+001, 3.6407047E+001, 4.4028144E+001, 5.4022423E+001, 6.6749742E+001, 8.2591214E+001, 9.4251258E+001, 9.4251258E+001, 9.4251258E+001, 8.2801046E-002, 7.0547675E-003, 8.9855814E-002, 8.9855814E-002, 2.3379821E+001
 4.3000010E+002, 3.3199485E-002, 9.8388096E+001, 3.1175400E+001, 3.6773404E+001, 4.4426230E+001, 5.4469882E+001, 6.7266759E+001, 8.3180630E+001, 9.4147377E+001, 9.4147377E+001, 9.4147377E+001, 8.5870210E-002, 6.5264876E-003, 9.2396698E-002, 9.2396698E-002, 2.4826354E+001
 4.4000125E+002, 3.2766912E-002, 9.8372808E+001, 3.2158855E+001, 3.7941562E+001, 4.5791879E+001, 5.6036839E+001, 6.9034257E+001, 8.5189953E+001, 9.4303845E+001, 9.4303845E+001, 9.4303845E+001, 8.3765877E-002, 6.7027807E-003, 9.0468658E-002, 9.0468658E-002, 2.4006371E+001
 4.5000082E+002, 3.2333769E-002, 9.8385549E+001, 3.3040879E+001, 3.8972506E+001, 4.6987055E+001, 5.7407070E+001, 7.0594466E+001, 8.6931421E+001, 9.4181423E+001, 9.4181423E+001, 9.4181423E+001, 8.4144071E-002, 6.5054332E-003, 9.0649504E-002, 9.0649504E-002, 2.4359132E+001
 4.6000106E+002, 3.1891003E-002, 9.8387204E+001, 3.3534798E+001, 3.9505714E+001, 4.7581107E+001, 5.8083348E+001, 7.1369703E+001, 8.7827692E+001, 9.4187033E+001, 9.4187033E+001, 9.4187033E+001, 8.4642805E-002, 6.5796840E-003, 9.1222489E-002, 9.1222489E-002, 2.4719733E+001
 4.7000096E+002, 3.1447958E-002, 9.8406006E+001, 3.4946513E+001, 4.1198996E+001, 4.9566200E+001, 6.0361088E+001, 7.3936425E+001, 9.0718224E+001, 9.4253320E+001, 9.4253320E+001, 9.4253320E+001, 8.5021573E-002, 6.8246232E-003, 9.1846197E-002, 9.1846197E-002, 2.5162966E+001
 4.8000105E+002, 3.1007988E-002, 9.8379609E+001, 3.4954598E+001, 4.1117409E+001, 4.9429595E+001, 6.0210561E+001, 7.3829909E+001, 9.0704502E+001, 9.4267691E+001, 9.4267691E+001, 9.4267691E+001, 8.4698298E-002, 6.7607471E-003, 9.1459045E-002, 9.1459045E-002, 2.5113811E+001
 4.9000064E+002, 3.0562553E-002, 9.8398546E+001, 3.6792338E+001, 4.3336731E+001, 5.2036073E+001, 6.3202180E+001, 7.7192065E+001, 9.4198627E+001, 9.4217261E+001, 9.4217261E+001, 9.4217261E+001, 8.5056450E-002, 6.5744585E-003, 9.1630909E-002, 9.1630909E-002, 2.5320694E+001
 5.0000101E+002, 3.0125569E-002, 9.8378812E+001, 3.6782942E+001, 4.3235097E+001, 5.1883333E+001, 6.3046153E+001, 7.7097886E+001, 9.4218121E+001, 9.4218121E+001, 9.4218121E+001, 9.4218121E+001, 8.4911171E-002, 6.6971115E-003, 9.1608283E-002, 9.1608283E-002, 2.5467828E+001
 5.1000107E+002, 2.9689261E-002, 9.8409074E+001, 3.8268924E+001, 4.4991081E+001, 5.3915988E+001, 6.5357916E+001, 7.9680125E+001, 9.4319893E+001, 9.4319893E+001, 9.4319893E+001, 9.4319893E+001, 8.3333614E-002, 6.5976745E-003, 8.9931288E-002, 8.9931288E-002, 2.4654672E+001
 5.2000032E+002, 2.9245619E-002, 9.8407253E+001, 3.8820275E+001, 4.5585730E+001, 5.4586079E+001, 6.6135960E+001, 8.0597962E+001, 9.4316990E+001, 9.4316990E+001, 9.4316990E+001, 9.4316990E+001, 8.3936492E-002, 6.1004556E-003, 9.0036948E-002, 9.0036948E-002, 2.5012483E+001
 5.3000116E+002, 2.8800887E-002, 9.8405386E+001, 3.9790303E+001, 4.6687042E+001, 5.5833243E+001, 6.7540428E+001, 8.2171267E+001, 9.4268802E+001, 9.4268802E+001, 9.4268802E+001, 9.4268802E+001, 8.3956744E-002, 6.1657096E-003, 9.0122453E-002, 9.0122453E-002, 2.5017660E+001
 5.4000063E+002, 2.8346205E-002, 9.8422598E+001, 4.0838716E+001, 4.7889549E+001, 5.7209755E+001, 6.9108884E+001, 8.3945186E+001, 9.4206815E+001, 9.4206815E+001, 9.4206815E+001, 9.4206815E+001, 8.6261507E-002, 6.9724416E-003, 9.3233949E-002, 9.3233949E-002, 2.6660722E+001
 5.5000069E+002, 2.7889467E-002, 9.8405264E+001, 4.1416874E+001, 4.8509250E+001, 5.7900984E+001, 6.9903412E+001, 8.4888497E+001, 9.4193074E+001, 9.4193074E+001, 9.4193074E+001, 9.4193074E+001, 8.4927566E-002, 6.2451797E-003, 9.1172746E-002, 9.1172746E-002, 2.5923396E+001
 5.6000034E+002, 2.7435220E-002, 9.8390457E+001, 4.2912516E+001, 5.0250179E+001, 5.9894305E+001, 7.2158557E+001, 8.7433173E+001, 9.4255422E+001, 9.4255422E+001, 9.4255422E+001, 9.4255422E+001, 8.5554389E-002, 6.1740731E-003, 9.1728462E-002, 9.1728462E-002, 2.6135583E+001
 5.7000015E+002, 2.6981526E-002, 9.8394336E+001, 4.3043645E+001, 5.0323224E+001, 5.9958727E+001, 7.2272362E+001, 8.7666482E+001, 9.4268651E+001, 9.4268651E+001, 9.4268651E+001, 9.4268651E+001, 8.5843542E-002, 6.0507952E-003, 9.1894337E-002, 9.1894337E-002, 2.6284926E+001
 5.8000082E+002, 2.6522393E-002, 9.8411525E+001, 4.5038997E+001, 5.2660530E+001, 6.2630398E+001, 7.5266587E+001, 9.0961246E+001, 9.4282744E+001, 9.4282744E+001, 9.4282744E+001, 9.4282744E+001, 8.6995820E-002, 6.1013431E-003, 9.3097164E-002, 9.3097164E-002, 2.7136919E+001
 5.9000031E+002, 2.6057985E-002, 9.8428395E+001, 4.4857202E+001, 5.2368108E+001, 6.2297563E+001, 7.4976222E+001, 9.0813804E+001, 9.4189958E+001, 9.4189958E+001, 9.4189958E+001, 9.4189958E+001, 8.5457419E-002, 6.0285397E-003, 9.1485959E-002, 9.1485959E-002, 2.6150870E+001
 6.0000122E+002, 2.5602404E-002, 9.8393478E+001, 4.6925070E+001, 5.4781763E+001, 6.5047254E+001, 7.8054931E+001, 9.3992988E+001, 9.4255948E+001, 9.4255948E+001, 9.4255948E+001, 9.4255948E+001, 8.5788612E-002, 6.0210385E-003, 9.1809650E-002, 9.1809650E-002, 2.6661207E+001
 6.1000020E+002, 2.5137871E-002, 9.8423073E+001, 4.7002841E+001, 5.4800460E+001, 6.5070518E+001, 7.8144674E+001, 9.4196943E+001, 9.4196943E+001, 9.4196943E+001, 9.4196943E+001, 9.4196943E+001, 8.5693415E-002, 6.0571823E-003, 9.1750597E-002, 9.1750597E-002, 2.6602525E+001
 6.2000074E+002, 2.4677033E-002, 9.8393645E+001, 4.8738903E+001, 5.6803855E+001, 6.7338666E+001, 8.0685946E+001, 9.4267353E+001, 9.4267353E+001, 9.4267353E+001, 9.4267353E+001, 9.4267353E+001, 8.5143647E-002, 6.0514045E-003, 9.1195052E-002, 9.1195052E-002, 2.6371802E+001
 6.3000132E+002, 2.4212796E-002, 9.8431162E+001, 4.9185479E+001, 5.7269723E+001, 6.7879959E+001, 8.1356590E+001, 9.4284073E+001, 9.4284073E+001, 9.4284073E+001, 9.4284073E+001, 9.4284073E+001, 8.5657158E-002, 6.0183106E-003, 9.1675468E-002, 9.1675468E-002, 2.6855339E+001
 6.4000045E+002, 2.3752564E-002, 9.8398767E+001, 5.0588474E+001, 5.8865151E+001, 6.9678570E+001, 8.3376603E+001, 9.4347228E+001, 9.4347228E+001, 9.4347228E+001, 9.4347228E+001, 9.4347228E+001, 8.4268748E-002, 6.0390243E-003, 9.0307772E-002, 9.0307772E-002, 2.6152288E+001
 6.5000032E+002, 2.3290970E-002, 9.8425650E+001, 5.1443326E+001, 5.9815827E+001, 7.0766626E+001, 8.4630204E+001, 9.4287094E+001, 9.4287094E+001, 9.4287094E+001, 9.4287094E+001, 9.4287094E+001, 8.6413443E-002, 6.1076606E-003, 9.2521104E-002, 9.2521104E-002, 2.7434189E+001
 6.6000090E+002, 2.2827270E-002, 9.8413169E+001, 5.2484051E+001, 6.0969052E+001, 7.2048960E+001, 8.6065515E+001, 9.4293348E+001, 9.4293348E+001, 9.4293348E+001, 9.4293348E+001, 9.4293348E+001, 8.3990689E-002, 6.2292767E-003, 9.0219965E-002, 9.0219965E-002, 2.6232687E+001
 6.7000055E+002, 2.2366346E-002, 9.8434030E+001, 5.3758091E+001, 6.2410598E+001, 7.3683952E+001, 8.7908376E+001, 9.4291869E+001, 9.4291869E+001, 9.4291869E+001, 9.4291869E+001, 9.4291869E+001, 8.5426739E-002, 6.0590078E-003, 9.1485747E-002, 9.1485747E-002, 2.7108174E+001
 6.8000118E+002, 2.1900863E-002, 9.8390428E+001, 5.4413934E+001, 6.3117434E+001, 7.4478998E+001, 8.8818673E+001, 9.4283406E+001, 9.4283406E+001, 9.4283406E+001, 9.4283406E+001, 9.4283406E+001, 8.4800776E-002, 5.7881426E-003, 9.0588919E-002, 9.0588919E-002, 2.6734421E+001
 6.9000124E+002, 2.1439595E-002, 9.8404367E+001, 5.6156398E+001, 6.5092357E+001, 7.6681629E+001, 9.1286514E+001, 9.4394097E+001, 9.4394097E+001, 9.4394097E+001, 9.4394097E+001, 9.4394097E+001, 8.4435426E-002, 6.0700000E-003, 9.0505426E-002, 9.0505426E-002, 2.6760942E+001
 7.0000096E+002, 2.0971494E-002, 9.8416508E+001, 5.6433990E+001, 6.5367287E+001, 7.7019707E+001, 9.1658818E+001, 9.4258782E+001, 9.4258782E+001, 9.4258782E+001, 9.4258782E+001, 9.4258782E+001, 8.6847074E-002, 6.2084367E-003, 9.3055511E-002, 9.3055511E-002, 2.8120186E+001
 7.1000108E+002, 2.0496479E-002, 9.8434082E+001, 5.8533026E+001, 6.7737285E+001, 7.9629576E+001, 9.4369304E+001, 9.4369304E+001, 9.4369304E+001, 9.4369304E+001, 9.4369304E+001, 9.4369304E+001, 8.4954926E-002, 6.0471206E-003, 9.1002046E-002, 9.1002046E-002, 2.7138477E+001
 7.2000022E+002, 2.0014181E-002, 9.8441463E+001, 5.8532222E+001, 6.7693048E+001, 7.9632111E+001, 9.4280525E+001, 9.4280525E+001, 9.4280525E+001, 9.4280525E+001, 9.4280525E+001, 9.4280525E+001, 8.6132894E-002, 6.1385164E-003, 9.2271411E-002, 9.2271411E-002, 2.7908403E+001
 7.3000020E+002, 1.9533699E-002, 9.8442152E+001, 6.0892046E+001, 7.0351781E+001, 8.2557568E+001, 9.4317061E+001, 9.4317061E+001, 9.4317061E+001, 9.4317061E+001, 9.4317061E+001, 9.4317061E+001, 8.6426541E-002, 5.6753895E-003, 9.2101930E-002, 9.2101930E-002, 2.7988403E+001
 7.4000045E+002, 1.9038187E-002, 9.8446080E+001, 6.0803853E+001, 7.0226881E+001, 8.2487638E+001, 9.4173741E+001, 9.4173741E+001, 9.4173741E+001, 9.4173741E+001, 9.4173741E+001, 9.4173741E+001, 8.6227936E-002, 5.4235910E-003, 9.1651527E-002, 9.1651527E-002, 2.7830467E+001
 7.5000080E+002, 1.8542937E-002, 9.8468501E+001, 6.3247656E+001, 7.2955536E+001, 8.5478100E+001, 9.4343407E+001, 9.4343407E+001, 9.4343407E+001, 9.4343407E+001, 9.4343407E+001, 9.4343407E+001, 8.6007657E-002, 5.6443666E-003, 9.1652024E-002, 9.1652024E-002, 2.7856143E+001
 7.6000105E+002, 1.8055488E-002, 9.8448566E+001, 6.3070321E+001, 7.2754422E+001, 8.5382315E+001, 9.4282511E+001, 9.4282511E+001, 9.4282511E+001, 9.4282511E+001, 9.4282511E+001, 9.4282511E+001, 8.5448773E-002, 6.1664037E-003, 9.1615177E-002, 9.1615177E-002, 2.7982856E+001
 7.7000092E+002, 1.7552850E-002, 9.8458212E+001, 6.5643576E+001, 7.5616146E+001, 8.8440925E+001, 9.4248851E+001, 9.4248851E+001, 9.4248851E+001, 9.4248851E+001, 9.4248851E+001, 9.4248851E+001, 8.7132510E-002, 5.7519282E-003, 9.2884438E-002, 9.2884438E-002, 2.8837321E+001
 7.8000015E+002, 1.7047323E-002, 9.8474169E+001, 6.5520534E+001, 7.5489730E+001, 8.8463726E+001, 9.4232248E+001, 9.4232248E+001, 9.4232248E+001, 9.4232248E+001, 9.4232248E+001, 9.4232248E+001, 8.6661686E-002, 5.4457143E-003, 9.2107401E-002, 9.2107401E-002, 2.8463247E+001
 7.9000118E+002, 1.6555557E-002, 9.8447169E+001, 6.8111647E+001, 7.8352219E+001, 9.1590217E+001, 9.4442888E+001, 9.4442888E+001, 9.4442888E+001, 9.4442888E+001, 9.4442888E+001, 9.4442888E+001, 8.5302949E-002, 5.6830682E-003, 9.0986017E-002, 9.0986017E-002, 2.7953410E+001
 8.0000068E+002, 1.6057738E-002, 9.8461471E+001, 6.7926499E+001, 7.8179125E+001, 9.1457372E+001, 9.4263106E+001, 9.4263106E+001, 9.4263106E+001, 9.4263106E+001, 9.4263106E+001, 9.4263106E+001, 8.6207299E-002, 5.5769552E-003, 9.1784254E-002, 9.1784254E-002, 2.8414035E+001
