s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7368053E-007,-3.8451662E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7371898E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0002155E+001, 8.8116763E-002, 0.0000000E+000,-1.4285946E-002,-6.1644830E-002,-9.1773426E-003,-2.7294440E-006, 0.0000000E+000, 0.0000000E+000, 2.9774823E-003, 3.0059153E-003, 0.0000000E+000, 4.1889533E-006, 0.0000000E+000
 6.0004456E+001, 1.1333030E-001, 0.0000000E+000,-1.8192805E-002,-8.3924040E-002,-1.0523335E-002, 7.7794504E-006, 0.0000000E+000, 0.0000000E+000, 6.6720655E-004, 6.9789397E-004, 0.0000000E+000, 5.3818587E-006, 0.0000000E+000
 9.0001610E+001, 1.3914453E-001, 0.0000000E+000,-2.2341358E-002,-1.0501383E-001,-1.1211486E-002, 2.0545964E-005, 0.0000000E+000, 0.0000000E+000, 5.6918617E-004, 5.9839886E-004, 0.0000000E+000, 6.6080251E-006, 0.0000000E+000
 1.2000105E+002, 1.6582472E-001, 0.0000000E+000,-2.6641409E-002,-1.2590570E-001,-1.2642397E-002, 3.4331910E-005, 0.0000000E+000, 0.0000000E+000, 6.2205049E-004, 6.6954926E-004, 0.0000000E+000, 7.8745042E-006, 0.0000000E+000
 1.5000398E+002, 2.0950549E-001, 0.0000000E+000,-3.3666301E-002,-1.6008004E-001,-1.4758460E-002, 5.7083560E-005, 0.0000000E+000, 0.0000000E+000, 9.8322513E-004, 1.0577727E-003, 0.0000000E+000, 9.9498683E-006, 0.0000000E+000
 1.8000018E+002, 2.6523401E-001, 0.0000000E+000,-4.2659597E-002,-2.0484861E-001,-1.7044632E-002, 8.5294574E-005, 0.0000000E+000, 0.0000000E+000, 6.8551566E-004, 7.6646939E-004, 0.0000000E+000, 1.2597316E-005, 0.0000000E+000
 2.1000269E+002, 3.1415865E-001, 0.0000000E+000,-5.0562230E-002,-2.4455112E-001,-1.8355348E-002, 1.0754190E-004, 0.0000000E+000, 0.0000000E+000, 7.0047351E-004, 7.9749928E-004, 0.0000000E+000, 1.4919676E-005, 0.0000000E+000
 2.4000346E+002, 3.3496450E-001, 0.0000000E+000,-5.3914599E-002,-2.6288792E-001,-1.7951189E-002, 1.1513785E-004, 0.0000000E+000, 0.0000000E+000, 2.5069327E-004, 3.2593123E-004, 0.0000000E+000, 1.5904927E-005, 0.0000000E+000
 2.7000342E+002, 3.5013372E-001, 0.0000000E+000,-5.6426500E-002,-2.7560476E-001,-1.7764281E-002, 1.2121291E-004, 0.0000000E+000, 0.0000000E+000, 3.8738620E-004, 4.5939087E-004, 0.0000000E+000, 1.6629642E-005, 0.0000000E+000
 3.0000180E+002, 3.7369008E-001, 0.0000000E+000,-6.0251832E-002,-2.9505257E-001,-1.7937458E-002, 1.3245282E-004, 0.0000000E+000, 0.0000000E+000, 4.7543676E-004, 5.8066982E-004, 0.0000000E+000, 1.7743943E-005, 0.0000000E+000
 3.3000299E+002, 3.9814587E-001, 0.0000000E+000,-6.4220962E-002,-3.1422148E-001,-1.8508348E-002, 1.4330756E-004, 0.0000000E+000, 0.0000000E+000, 1.1957136E-003, 1.3383887E-003, 0.0000000E+000, 1.8907324E-005, 0.0000000E+000
 3.6000116E+002, 4.1906359E-001, 0.0000000E+000,-6.7602479E-002,-3.3277892E-001,-1.8895202E-002, 1.5196706E-004, 0.0000000E+000, 0.0000000E+000,-1.6772686E-004,-6.1041763E-005, 0.0000000E+000, 1.9905754E-005, 0.0000000E+000
 3.9000031E+002, 4.4047027E-001, 0.0000000E+000,-7.1041369E-002,-3.5072093E-001,-1.8706036E-002, 1.6159463E-004, 0.0000000E+000, 0.0000000E+000,-6.1839262E-005, 1.6353676E-004, 0.0000000E+000, 2.0914129E-005, 0.0000000E+000
 4.2000098E+002, 4.6529096E-001, 0.0000000E+000,-7.5057769E-002,-3.7090512E-001,-1.9273176E-002, 1.7157934E-004, 0.0000000E+000, 0.0000000E+000,-2.1162721E-006, 2.2647512E-004, 0.0000000E+000, 2.2093999E-005, 0.0000000E+000
 4.5000235E+002, 4.7886362E-001, 0.0000000E+000,-7.7224346E-002,-3.8154424E-001,-1.9114724E-002, 1.7585275E-004, 0.0000000E+000, 0.0000000E+000, 8.7060488E-004, 1.1561617E-003, 0.0000000E+000, 2.2739351E-005, 0.0000000E+000
 4.8000177E+002, 4.8676624E-001, 0.0000000E+000,-7.8464421E-002,-3.8846856E-001,-1.9481064E-002, 1.7869372E-004, 0.0000000E+000, 0.0000000E+000, 3.2090825E-004, 5.3089416E-004, 0.0000000E+000, 2.3118777E-005, 0.0000000E+000
