s,kg/m2,kW
 1.0654876E+002, 3.0260680E+001, 2.1447623E+000
 1.0803257E+002, 3.0243942E+001, 2.2221770E+000
 1.0950184E+002, 3.0227382E+001, 2.2485223E+000
 1.1102141E+002, 3.0210411E+001, 2.2261217E+000
 1.1251689E+002, 3.0193533E+001, 2.1295889E+000
 1.1400030E+002, 3.0176646E+001, 1.9358746E+000
 1.1555519E+002, 3.0160770E+001, 1.8946984E+000
 1.1701921E+002, 3.0145661E+001, 1.8761160E+000
 1.1853615E+002, 3.0130958E+001, 1.8771544E+000
 1.2006308E+002, 3.0115787E+001, 1.8589262E+000
 1.2153122E+002, 3.0100423E+001, 1.7710256E+000
 1.2302952E+002, 3.0084900E+001, 1.8049129E+000
 1.2451790E+002, 3.0068711E+001, 1.7940146E+000
 1.2602263E+002, 3.0052239E+001, 1.7759238E+000
 1.2757068E+002, 3.0035482E+001, 1.7410512E+000
 1.2903386E+002, 3.0018974E+001, 1.8014796E+000
 1.3052976E+002, 3.0002646E+001, 1.7431822E+000
 1.3205047E+002, 2.9986363E+001, 1.7463379E+000
 1.3350107E+002, 2.9969758E+001, 1.8360206E+000
 1.3502565E+002, 2.9954548E+001, 1.7808715E+000
 1.3653055E+002, 2.9940118E+001, 1.6538085E+000
 1.3802856E+002, 2.9926546E+001, 1.6247692E+000
 1.3954759E+002, 2.9913396E+001, 1.6094131E+000
 1.4101156E+002, 2.9900766E+001, 1.5676623E+000
 1.4250787E+002, 2.9888560E+001, 1.5311468E+000
 1.4401599E+002, 2.9876230E+001, 1.4848806E+000
 1.4551571E+002, 2.9863726E+001, 1.4509193E+000
 1.4707391E+002, 2.9851053E+001, 1.4295834E+000
 1.4851106E+002, 2.9838361E+001, 1.4408254E+000
 1.5003018E+002, 2.9825745E+001, 1.4278961E+000
 1.5153799E+002, 2.9812718E+001, 1.4402880E+000
 1.5306120E+002, 2.9799614E+001, 1.4662157E+000
 1.5451282E+002, 2.9787004E+001, 1.4973078E+000
 1.5604376E+002, 2.9774483E+001, 1.4532573E+000
 1.5750657E+002, 2.9761306E+001, 1.4914510E+000
 1.5902995E+002, 2.9748934E+001, 1.4770088E+000
 1.6054746E+002, 2.9737169E+001, 1.3940121E+000
 1.6202869E+002, 2.9726047E+001, 1.3381321E+000
 1.6352718E+002, 2.9715546E+001, 1.3235876E+000
 1.6500118E+002, 2.9705370E+001, 1.2748264E+000
 1.6650140E+002, 2.9695487E+001, 1.2835881E+000
 1.6804313E+002, 2.9685574E+001, 1.2646134E+000
 1.6954050E+002, 2.9675829E+001, 1.2769523E+000
 1.7100360E+002, 2.9666291E+001, 1.2790867E+000
 1.7254615E+002, 2.9656500E+001, 1.3039099E+000
 1.7406960E+002, 2.9646382E+001, 1.3087721E+000
 1.7550343E+002, 2.9636584E+001, 1.3072467E+000
 1.7700796E+002, 2.9626811E+001, 1.3060750E+000
 1.7854154E+002, 2.9616640E+001, 1.2942923E+000
 1.8000959E+002, 2.9606586E+001, 1.2866068E+000
 1.8150901E+002, 2.9596671E+001, 1.2893649E+000
 1.8302553E+002, 2.9586536E+001, 1.2681340E+000
 1.8450023E+002, 2.9576429E+001, 1.2868936E+000
 1.8605695E+002, 2.9565938E+001, 1.2937909E+000
 1.8750838E+002, 2.9555175E+001, 1.2925380E+000
 1.8901672E+002, 2.9543933E+001, 1.2582271E+000
 1.9053182E+002, 2.9532583E+001, 1.2357818E+000
 1.9206005E+002, 2.9520837E+001, 1.2735747E+000
 1.9352751E+002, 2.9508925E+001, 1.2804309E+000
 1.9501495E+002, 2.9496811E+001, 1.2865359E+000
 1.9653481E+002, 2.9484139E+001, 1.3348697E+000
 1.9806623E+002, 2.9470781E+001, 1.3863161E+000
 1.9951876E+002, 2.9457198E+001, 1.4337547E+000
 2.0100829E+002, 2.9443292E+001, 1.4769716E+000
 2.0254603E+002, 2.9428669E+001, 1.4986009E+000
 2.0403248E+002, 2.9413932E+001, 1.5203830E+000
 2.0553732E+002, 2.9399070E+001, 1.5374804E+000
 2.0704788E+002, 2.9383663E+001, 1.5693347E+000
 2.0853570E+002, 2.9367825E+001, 1.5961732E+000
 2.1000257E+002, 2.9351854E+001, 1.6170607E+000
 2.1154205E+002, 2.9335458E+001, 1.6150025E+000
 2.1306485E+002, 2.9318468E+001, 1.6160448E+000
 2.1450324E+002, 2.9301800E+001, 1.6671724E+000
 2.1600386E+002, 2.9284723E+001, 1.6844373E+000
 2.1750015E+002, 2.9266429E+001, 1.7595499E+000
 2.1900598E+002, 2.9247290E+001, 1.7731736E+000
 2.2053007E+002, 2.9228433E+001, 1.7584602E+000
 2.2200623E+002, 2.9209908E+001, 1.7512672E+000
 2.2354009E+002, 2.9191163E+001, 1.7549566E+000
 2.2506680E+002, 2.9171852E+001, 1.7461391E+000
 2.2653951E+002, 2.9152704E+001, 1.7611182E+000
 2.2802943E+002, 2.9133571E+001, 1.7619795E+000
 2.2955196E+002, 2.9113935E+001, 1.7535891E+000
 2.3102297E+002, 2.9094477E+001, 1.7821943E+000
 2.3251507E+002, 2.9074520E+001, 1.8211265E+000
 2.3401782E+002, 2.9053821E+001, 1.8142994E+000
 2.3550318E+002, 2.9034214E+001, 1.8249637E+000
 2.3701346E+002, 2.9014962E+001, 1.8200770E+000
 2.3855011E+002, 2.8995533E+001, 1.8358522E+000
 2.4001905E+002, 2.8976417E+001, 1.8795708E+000
 2.4153802E+002, 2.8957531E+001, 1.9519684E+000
 2.4302147E+002, 2.8938635E+001, 1.8832522E+000
 2.4450557E+002, 2.8920054E+001, 1.8737579E+000
 2.4607130E+002, 2.8901063E+001, 1.8470925E+000
 2.4754707E+002, 2.8882341E+001, 1.8761425E+000
 2.4905281E+002, 2.8864129E+001, 1.8877214E+000
 2.5052664E+002, 2.8845977E+001, 1.9016879E+000
 2.5202788E+002, 2.8827882E+001, 1.9025027E+000
 2.5351297E+002, 2.8809637E+001, 1.9082405E+000
 2.5501187E+002, 2.8790931E+001, 1.9041712E+000
 2.5651488E+002, 2.8772090E+001, 1.9236035E+000
 2.5801388E+002, 2.8753147E+001, 1.9232573E+000
 2.5950701E+002, 2.8734113E+001, 1.9487617E+000
 2.6102023E+002, 2.8714857E+001, 1.9625885E+000
 2.6252137E+002, 2.8695356E+001, 1.9368977E+000
 2.6403869E+002, 2.8675673E+001, 1.9707878E+000
 2.6551463E+002, 2.8656077E+001, 1.9432985E+000
 2.6704800E+002, 2.8636253E+001, 1.9130216E+000
 2.6852507E+002, 2.8616500E+001, 1.9831724E+000
 2.7006130E+002, 2.8596842E+001, 1.9541378E+000
 2.7150966E+002, 2.8577308E+001, 1.9846766E+000
 2.7306062E+002, 2.8557882E+001, 1.9634145E+000
 2.7452286E+002, 2.8538596E+001, 1.9766294E+000
 2.7604654E+002, 2.8519524E+001, 1.9937140E+000
 2.7750158E+002, 2.8500523E+001, 1.9957030E+000
 2.7903108E+002, 2.8481351E+001, 2.0145295E+000
 2.8051063E+002, 2.8461984E+001, 2.0325596E+000
 2.8205181E+002, 2.8442549E+001, 2.0459923E+000
 2.8353199E+002, 2.8423046E+001, 2.0278063E+000
 2.8507688E+002, 2.8403329E+001, 2.0116834E+000
 2.8650087E+002, 2.8383873E+001, 2.0526388E+000
 2.8804583E+002, 2.8364048E+001, 2.0903343E+000
 2.8950995E+002, 2.8343899E+001, 2.0869101E+000
 2.9104123E+002, 2.8323385E+001, 2.1186748E+000
 2.9250676E+002, 2.8302491E+001, 2.1354860E+000
 2.9405855E+002, 2.8281189E+001, 2.1543993E+000
 2.9554203E+002, 2.8259648E+001, 2.1335664E+000
 2.9705187E+002, 2.8238444E+001, 2.1301294E+000
 2.9852186E+002, 2.8217346E+001, 2.1558090E+000
 3.0003716E+002, 2.8196461E+001, 2.1422792E+000
 3.0152421E+002, 2.8175652E+001, 2.1820674E+000
 3.0302804E+002, 2.8155050E+001, 2.1491603E+000
 3.0450611E+002, 2.8134465E+001, 2.1889319E+000
 3.0604566E+002, 2.8113407E+001, 2.1574126E+000
 3.0754655E+002, 2.8091874E+001, 2.1425278E+000
 3.0903693E+002, 2.8070578E+001, 2.1646505E+000
 3.1053854E+002, 2.8049114E+001, 2.1992240E+000
 3.1202949E+002, 2.8027442E+001, 2.2216502E+000
 3.1351473E+002, 2.8005787E+001, 2.2266153E+000
 3.1503953E+002, 2.7983596E+001, 2.2226847E+000
 3.1654314E+002, 2.7961280E+001, 2.2554668E+000
 3.1802484E+002, 2.7939377E+001, 2.2333315E+000
 3.1952021E+002, 2.7917436E+001, 2.2215472E+000
 3.2100504E+002, 2.7895600E+001, 2.2551639E+000
 3.2253628E+002, 2.7873410E+001, 2.2565038E+000
 3.2400088E+002, 2.7851523E+001, 2.2564896E+000
 3.2552877E+002, 2.7829691E+001, 2.2889011E+000
 3.2705072E+002, 2.7807324E+001, 2.3400923E+000
 3.2850407E+002, 2.7785545E+001, 2.3240070E+000
 3.3002340E+002, 2.7763723E+001, 2.3252830E+000
 3.3154708E+002, 2.7741274E+001, 2.3612058E+000
 3.3304143E+002, 2.7718919E+001, 2.3543224E+000
 3.3453515E+002, 2.7696750E+001, 2.3968565E+000
 3.3601473E+002, 2.7674653E+001, 2.3749140E+000
 3.3752179E+002, 2.7652403E+001, 2.3229152E+000
 3.3905343E+002, 2.7629625E+001, 2.2986537E+000
 3.4055360E+002, 2.7607078E+001, 2.3399173E+000
 3.4201631E+002, 2.7584946E+001, 2.3739182E+000
 3.4351090E+002, 2.7562768E+001, 2.3660866E+000
 3.4502851E+002, 2.7540175E+001, 2.3721787E+000
 3.4652498E+002, 2.7517516E+001, 2.4017197E+000
 3.4802219E+002, 2.7495065E+001, 2.3763326E+000
 3.4952317E+002, 2.7472534E+001, 2.4184509E+000
 3.5100391E+002, 2.7449988E+001, 2.4110903E+000
 3.5254028E+002, 2.7427173E+001, 2.4324686E+000
 3.5401898E+002, 2.7404215E+001, 2.3465487E+000
 3.5554679E+002, 2.7381265E+001, 2.4073375E+000
 3.5704986E+002, 2.7358104E+001, 2.3956498E+000
 3.5854872E+002, 2.7335005E+001, 2.4293918E+000
 3.6001041E+002, 2.7312383E+001, 2.4309411E+000
 3.6153225E+002, 2.7289600E+001, 2.3940775E+000
 3.6302614E+002, 2.7266610E+001, 2.4229749E+000
 3.6450929E+002, 2.7244028E+001, 2.4013011E+000
 3.6601964E+002, 2.7221377E+001, 2.4120067E+000
 3.6751741E+002, 2.7198670E+001, 2.4142869E+000
 3.6902722E+002, 2.7175992E+001, 2.3918144E+000
 3.7054645E+002, 2.7153314E+001, 2.4070046E+000
 3.7203250E+002, 2.7130700E+001, 2.4060689E+000
 3.7351718E+002, 2.7108276E+001, 2.3759318E+000
 3.7502401E+002, 2.7085794E+001, 2.4176387E+000
 3.7655577E+002, 2.7062959E+001, 2.3608556E+000
 3.7801824E+002, 2.7040479E+001, 2.3760882E+000
 3.7951820E+002, 2.7018216E+001, 2.3539917E+000
 3.8100329E+002, 2.6995686E+001, 2.3819020E+000
 3.8251494E+002, 2.6973049E+001, 2.3567151E+000
 3.8401589E+002, 2.6950159E+001, 2.3305244E+000
 3.8553562E+002, 2.6927296E+001, 2.3380241E+000
 3.8702135E+002, 2.6904518E+001, 2.3833903E+000
 3.8850398E+002, 2.6881959E+001, 2.3458546E+000
 3.9003080E+002, 2.6859061E+001, 2.3608215E+000
 3.9156509E+002, 2.6835847E+001, 2.3236149E+000
 3.9305351E+002, 2.6813045E+001, 2.3281424E+000
 3.9456080E+002, 2.6790617E+001, 2.3146355E+000
 3.9602594E+002, 2.6768587E+001, 2.2558505E+000
 3.9754632E+002, 2.6746888E+001, 2.2737606E+000
 3.9904362E+002, 2.6725154E+001, 2.2235746E+000
 4.0057491E+002, 2.6703617E+001, 2.1660369E+000
 4.0204813E+002, 2.6682627E+001, 2.1857278E+000
 4.0356150E+002, 2.6662115E+001, 2.2354048E+000
 4.0504620E+002, 2.6641737E+001, 2.1939271E+000
 4.0652215E+002, 2.6621899E+001, 2.1828952E+000
 4.0802352E+002, 2.6602368E+001, 2.1440534E+000
 4.0950058E+002, 2.6583002E+001, 2.1147948E+000
 4.1102086E+002, 2.6563886E+001, 2.1382878E+000
 4.1250510E+002, 2.6544852E+001, 2.1367384E+000
 4.1400725E+002, 2.6526149E+001, 2.0889324E+000
 4.1553255E+002, 2.6507435E+001, 2.0691039E+000
 4.1700790E+002, 2.6489081E+001, 2.0435817E+000
 4.1854247E+002, 2.6470890E+001, 2.0788694E+000
 4.2004880E+002, 2.6452703E+001, 2.0877844E+000
 4.2150469E+002, 2.6435184E+001, 2.0481476E+000
 4.2302373E+002, 2.6417796E+001, 2.0544391E+000
 4.2456919E+002, 2.6399995E+001, 2.0231045E+000
 4.2604261E+002, 2.6382728E+001, 2.0659018E+000
 4.2750280E+002, 2.6365940E+001, 2.0349926E+000
 4.2902226E+002, 2.6349091E+001, 2.0666123E+000
 4.3052517E+002, 2.6332072E+001, 2.0682699E+000
 4.3201299E+002, 2.6315405E+001, 2.0648105E+000
 4.3350942E+002, 2.6298864E+001, 2.0773593E+000
 4.3500297E+002, 2.6282329E+001, 2.0807764E+000
 4.3652108E+002, 2.6265784E+001, 2.0861347E+000
 4.3805021E+002, 2.6249031E+001, 2.0909046E+000
 4.3955397E+002, 2.6232416E+001, 2.0998468E+000
 4.4104197E+002, 2.6216054E+001, 2.1066927E+000
 4.4253535E+002, 2.6199749E+001, 2.1218911E+000
 4.4401003E+002, 2.6183529E+001, 2.1230699E+000
 4.4550589E+002, 2.6167276E+001, 2.1277889E+000
 4.4700261E+002, 2.6150887E+001, 2.0935544E+000
 4.4855298E+002, 2.6134157E+001, 2.1315734E+000
 4.5002039E+002, 2.6117643E+001, 2.1168479E+000
 4.5154138E+002, 2.6101228E+001, 2.1298078E+000
 4.5304640E+002, 2.6084627E+001, 2.1537415E+000
 4.5452579E+002, 2.6068229E+001, 2.1619339E+000
 4.5605906E+002, 2.6051658E+001, 2.1084823E+000
 4.5751085E+002, 2.6034958E+001, 2.1067364E+000
 4.5901633E+002, 2.6018408E+001, 2.1047857E+000
 4.6054854E+002, 2.6001357E+001, 2.0741884E+000
 4.6201040E+002, 2.5984471E+001, 2.1289776E+000
 4.6355868E+002, 2.5967443E+001, 2.1061920E+000
 4.6504140E+002, 2.5950161E+001, 2.1060479E+000
 4.6652058E+002, 2.5933309E+001, 2.1575827E+000
 4.6800253E+002, 2.5916364E+001, 2.1473802E+000
 4.6951180E+002, 2.5899263E+001, 2.1455391E+000
 4.7102349E+002, 2.5881990E+001, 2.1478284E+000
 4.7253612E+002, 2.5864581E+001, 2.1111645E+000
 4.7404462E+002, 2.5847180E+001, 2.0751830E+000
 4.7551486E+002, 2.5830024E+001, 2.1405619E+000
 4.7702080E+002, 2.5812883E+001, 2.0472496E+000
 4.7851158E+002, 2.5795567E+001, 2.0821037E+000
 4.8004862E+002, 2.5778159E+001, 2.1242243E+000
 4.8156374E+002, 2.5760335E+001, 2.1473099E+000
 4.8304548E+002, 2.5742619E+001, 2.1442812E+000
 4.8450103E+002, 2.5725296E+001, 2.1615984E+000
 4.8602891E+002, 2.5707642E+001, 2.1386873E+000
 4.8750188E+002, 2.5689885E+001, 2.1344927E+000
 4.8905705E+002, 2.5672060E+001, 2.1806025E+000
 4.9052358E+002, 2.5654230E+001, 2.1875497E+000
 4.9201617E+002, 2.5636826E+001, 2.1824395E+000
 4.9354270E+002, 2.5619087E+001, 2.1419617E+000
 4.9502983E+002, 2.5601411E+001, 2.1845182E+000
 4.9651939E+002, 2.5584022E+001, 2.1954596E+000
 4.9806489E+002, 2.5566345E+001, 2.0637493E+000
 4.9953921E+002, 2.5548760E+001, 2.1396780E+000
 5.0101320E+002, 2.5531716E+001, 2.1657885E+000
 5.0253645E+002, 2.5514309E+001, 2.1172815E+000
 5.0401948E+002, 2.5496761E+001, 2.0989014E+000
 5.0552911E+002, 2.5479195E+001, 2.1596141E+000
 5.0701269E+002, 2.5461717E+001, 2.1224314E+000
 5.0850073E+002, 2.5444459E+001, 2.1276602E+000
 5.1002473E+002, 2.5427001E+001, 2.1380260E+000
 5.1151349E+002, 2.5409634E+001, 2.1025071E+000
 5.1307259E+002, 2.5392181E+001, 2.1301226E+000
 5.1454057E+002, 2.5374751E+001, 2.0545247E+000
 5.1604660E+002, 2.5357886E+001, 2.1239684E+000
 5.1754222E+002, 2.5340716E+001, 2.1087985E+000
 5.1900990E+002, 2.5323815E+001, 2.1185655E+000
 5.2054039E+002, 2.5306734E+001, 2.0964488E+000
 5.2201155E+002, 2.5289651E+001, 2.1153536E+000
 5.2352382E+002, 2.5272635E+001, 2.1094272E+000
 5.2507592E+002, 2.5255282E+001, 2.0219807E+000
 5.2652827E+002, 2.5238291E+001, 2.0813651E+000
 5.2807611E+002, 2.5221274E+001, 2.0741697E+000
 5.2952393E+002, 2.5204498E+001, 2.0859268E+000
 5.3101291E+002, 2.5188113E+001, 2.0853070E+000
 5.3254958E+002, 2.5171392E+001, 2.0790595E+000
 5.3403621E+002, 2.5154711E+001, 2.0908307E+000
 5.3552792E+002, 2.5138376E+001, 2.0554177E+000
 5.3705692E+002, 2.5121763E+001, 2.0526161E+000
 5.3850807E+002, 2.5105475E+001, 2.0348745E+000
 5.4002784E+002, 2.5089268E+001, 1.9452605E+000
 5.4154900E+002, 2.5072696E+001, 1.9275901E+000
 5.4303848E+002, 2.5056447E+001, 1.9574645E+000
 5.4454420E+002, 2.5040381E+001, 1.9691933E+000
 5.4605919E+002, 2.5024268E+001, 1.9110144E+000
 5.4755682E+002, 2.5008243E+001, 1.8846284E+000
 5.4902962E+002, 2.4992490E+001, 1.8668976E+000
 5.5052167E+002, 2.4976883E+001, 1.9326919E+000
 5.5200134E+002, 2.4961128E+001, 1.9536990E+000
 5.5353280E+002, 2.4945213E+001, 1.9480982E+000
 5.5501849E+002, 2.4929372E+001, 1.9302934E+000
 5.5655297E+002, 2.4913598E+001, 1.9537649E+000
 5.5804013E+002, 2.4897894E+001, 1.9404309E+000
 5.5953682E+002, 2.4882481E+001, 1.9392017E+000
 5.6100731E+002, 2.4867138E+001, 1.9365519E+000
 5.6253704E+002, 2.4851737E+001, 1.9276539E+000
 5.6406793E+002, 2.4836031E+001, 1.9399376E+000
 5.6551356E+002, 2.4820783E+001, 1.9537498E+000
 5.6703918E+002, 2.4805524E+001, 1.9349257E+000
 5.6852732E+002, 2.4790071E+001, 1.9144593E+000
 5.7000359E+002, 2.4774919E+001, 1.8677997E+000
 5.7153546E+002, 2.4759766E+001, 1.8546038E+000
 5.7300140E+002, 2.4744577E+001, 1.8611124E+000
 5.7452124E+002, 2.4729554E+001, 1.8588802E+000
 5.7603295E+002, 2.4714100E+001, 1.8538739E+000
 5.7754484E+002, 2.4698668E+001, 1.8707841E+000
 5.7903631E+002, 2.4683406E+001, 1.8454907E+000
 5.8051582E+002, 2.4668262E+001, 1.8781282E+000
 5.8205882E+002, 2.4652968E+001, 1.8628300E+000
 5.8354427E+002, 2.4637656E+001, 1.8646971E+000
 5.8506597E+002, 2.4622414E+001, 1.8645370E+000
 5.8652471E+002, 2.4607419E+001, 1.8386498E+000
 5.8805314E+002, 2.4592490E+001, 1.8463701E+000
 5.8954685E+002, 2.4577518E+001, 1.8103935E+000
 5.9103130E+002, 2.4562796E+001, 1.8319346E+000
 5.9255374E+002, 2.4548132E+001, 1.8202794E+000
 5.9406821E+002, 2.4533270E+001, 1.8010146E+000
 5.9550952E+002, 2.4518848E+001, 1.7931868E+000
 5.9707069E+002, 2.4504433E+001, 1.7714532E+000
 5.9853326E+002, 2.4490095E+001, 1.7555706E+000
 6.0001999E+002, 2.4476240E+001, 1.7637729E+000
 6.0154179E+002, 2.4462129E+001, 1.7732982E+000
 6.0305427E+002, 2.4447869E+001, 1.7396569E+000
 6.0453869E+002, 2.4433931E+001, 1.7584282E+000
 6.0601855E+002, 2.4420336E+001, 1.7436885E+000
 6.0751611E+002, 2.4406821E+001, 1.7654491E+000
 6.0906363E+002, 2.4393017E+001, 1.7378325E+000
 6.1050480E+002, 2.4379476E+001, 1.7245809E+000
 6.1207813E+002, 2.4365904E+001, 1.6606984E+000
 6.1354120E+002, 2.4352493E+001, 1.6904845E+000
 6.1505313E+002, 2.4339536E+001, 1.6687705E+000
 6.1653740E+002, 2.4326588E+001, 1.6853665E+000
 6.1802392E+002, 2.4313813E+001, 1.6386320E+000
 6.1950289E+002, 2.4301248E+001, 1.6627658E+000
 6.2100695E+002, 2.4288708E+001, 1.6568818E+000
 6.2250982E+002, 2.4276158E+001, 1.6435604E+000
 6.2403207E+002, 2.4263640E+001, 1.6013704E+000
 6.2552732E+002, 2.4251226E+001, 1.5589184E+000
 6.2705319E+002, 2.4239107E+001, 1.5730093E+000
 6.2853482E+002, 2.4227152E+001, 1.5543706E+000
 6.3001572E+002, 2.4215552E+001, 1.5366332E+000
 6.3150196E+002, 2.4204073E+001, 1.5430744E+000
 6.3301247E+002, 2.4192649E+001, 1.5341953E+000
 6.3455741E+002, 2.4180990E+001, 1.5423300E+000
 6.3607012E+002, 2.4169611E+001, 1.4623992E+000
 6.3756869E+002, 2.4158653E+001, 1.4372902E+000
 6.3904885E+002, 2.4147979E+001, 1.4105382E+000
 6.4054414E+002, 2.4137598E+001, 1.4006152E+000
 6.4205929E+002, 2.4127386E+001, 1.4176931E+000
 6.4350474E+002, 2.4117362E+001, 1.3878826E+000
 6.4501663E+002, 2.4107669E+001, 1.3790711E+000
 6.4652994E+002, 2.4098007E+001, 1.3573217E+000
 6.4803786E+002, 2.4088583E+001, 1.3172991E+000
 6.4952951E+002, 2.4079505E+001, 1.2714195E+000
 6.5105536E+002, 2.4070737E+001, 1.2909623E+000
 6.5250597E+002, 2.4062274E+001, 1.2609316E+000
 6.5401769E+002, 2.4054157E+001, 1.2632723E+000
 6.5553845E+002, 2.4046091E+001, 1.2340684E+000
 6.5701831E+002, 2.4038321E+001, 1.2115106E+000
 6.5850086E+002, 2.4030957E+001, 1.1974403E+000
 6.6002788E+002, 2.4023646E+001, 1.1840718E+000
 6.6151758E+002, 2.4016427E+001, 1.1977245E+000
 6.6304055E+002, 2.4009370E+001, 1.1384033E+000
 6.6454929E+002, 2.4002529E+001, 1.1642362E+000
 6.6602080E+002, 2.3995978E+001, 1.1390775E+000
 6.6753177E+002, 2.3989597E+001, 1.1413390E+000
 6.6903769E+002, 2.3983274E+001, 1.1207226E+000
 6.7053556E+002, 2.3977037E+001, 1.1282919E+000
 6.7206748E+002, 2.3970908E+001, 1.1242266E+000
 6.7354614E+002, 2.3964930E+001, 1.1164132E+000
 6.7502580E+002, 2.3959066E+001, 1.1368586E+000
 6.7654121E+002, 2.3953071E+001, 1.1369216E+000
 6.7803328E+002, 2.3947069E+001, 1.1528792E+000
 6.7957988E+002, 2.3941001E+001, 1.1418273E+000
 6.8105228E+002, 2.3934965E+001, 1.1782742E+000
 6.8250500E+002, 2.3929031E+001, 1.1763920E+000
 6.8402746E+002, 2.3922932E+001, 1.1997905E+000
 6.8550759E+002, 2.3916735E+001, 1.2409034E+000
 6.8703593E+002, 2.3910439E+001, 1.2454086E+000
 6.8854593E+002, 2.3903955E+001, 1.2821968E+000
 6.9001303E+002, 2.3897503E+001, 1.3339603E+000
 6.9152349E+002, 2.3890950E+001, 1.3509613E+000
 6.9301309E+002, 2.3884195E+001, 1.3570794E+000
 6.9454998E+002, 2.3877294E+001, 1.4017293E+000
 6.9604544E+002, 2.3870269E+001, 1.4306506E+000
