s,kg/m2,kW
 1.7760000E+002, 3.1522397E+001, 9.6003207E-002
 1.8010000E+002, 3.1520606E+001, 1.0309146E-001
 1.8260000E+002, 3.1518645E+001, 1.1096249E-001
 1.8510000E+002, 3.1516651E+001, 1.1666691E-001
 1.8760000E+002, 3.1514616E+001, 1.2301350E-001
 1.9010000E+002, 3.1512466E+001, 1.2526464E-001
 1.9260000E+002, 3.1510245E+001, 1.2863648E-001
 1.9510000E+002, 3.1507959E+001, 1.3432219E-001
 1.9760000E+002, 3.1505609E+001, 1.3878075E-001
 2.0010000E+002, 3.1503143E+001, 1.4481751E-001
 2.0260000E+002, 3.1500531E+001, 1.5190011E-001
 2.0510000E+002, 3.1497873E+001, 1.6223987E-001
 2.0760000E+002, 3.1495031E+001, 1.7036235E-001
 2.1010000E+002, 3.1492001E+001, 1.7529259E-001
 2.1256427E+002, 3.1488891E+001, 1.7802667E-001
 2.1502769E+002, 3.1485762E+001, 1.8056065E-001
 2.1752769E+002, 3.1482485E+001, 1.8483047E-001
 2.2006977E+002, 3.1479050E+001, 1.9030911E-001
 2.2252766E+002, 3.1475536E+001, 1.9628766E-001
 2.2507603E+002, 3.1471939E+001, 2.0101341E-001
 2.2754693E+002, 3.1468254E+001, 2.0725079E-001
 2.3004693E+002, 3.1464512E+001, 2.1238142E-001
 2.3254693E+002, 3.1460576E+001, 2.2043957E-001
 2.3509920E+002, 3.1456525E+001, 2.2226938E-001
 2.3759920E+002, 3.1452517E+001, 2.2562998E-001
 2.4006846E+002, 3.1448525E+001, 2.2766220E-001
 2.4252365E+002, 3.1444515E+001, 2.3257890E-001
 2.4504247E+002, 3.1440413E+001, 2.3243208E-001
 2.4751350E+002, 3.1436316E+001, 2.3083633E-001
 2.5001350E+002, 3.1432215E+001, 2.3699483E-001
 2.5251350E+002, 3.1428180E+001, 2.4022951E-001
 2.5507932E+002, 3.1424191E+001, 2.3946316E-001
 2.5753427E+002, 3.1420259E+001, 2.4150946E-001
 2.6007568E+002, 3.1416311E+001, 2.4712059E-001
 2.6255333E+002, 3.1412274E+001, 2.4684878E-001
 2.6505526E+002, 3.1408154E+001, 2.5864287E-001
 2.6750662E+002, 3.1403967E+001, 2.5873562E-001
 2.7000662E+002, 3.1399811E+001, 2.6360398E-001
 2.7250662E+002, 3.1395564E+001, 2.6704702E-001
 2.7505326E+002, 3.1391128E+001, 2.7590289E-001
 2.7751444E+002, 3.1386463E+001, 2.7883888E-001
 2.8005681E+002, 3.1381685E+001, 2.8250368E-001
 2.8258108E+002, 3.1376935E+001, 2.8681194E-001
 2.8508108E+002, 3.1372053E+001, 2.8979683E-001
 2.8758108E+002, 3.1367280E+001, 2.8372004E-001
 2.9008108E+002, 3.1362641E+001, 2.8509295E-001
 2.9258108E+002, 3.1358008E+001, 2.9588269E-001
 2.9504844E+002, 3.1353367E+001, 2.9831397E-001
 2.9754825E+002, 3.1348522E+001, 3.0858242E-001
 3.0009496E+002, 3.1343491E+001, 3.1654884E-001
 3.0250063E+002, 3.1338618E+001, 3.1743953E-001
 3.0506928E+002, 3.1333727E+001, 3.2255278E-001
 3.0753908E+002, 3.1328780E+001, 3.2043670E-001
 3.1008896E+002, 3.1323825E+001, 3.2341666E-001
 3.1257807E+002, 3.1318770E+001, 3.1715624E-001
 3.1502765E+002, 3.1313841E+001, 3.1542806E-001
 3.1757381E+002, 3.1308858E+001, 3.1904483E-001
 3.2001583E+002, 3.1303850E+001, 3.2526779E-001
 3.2254628E+002, 3.1298783E+001, 3.3510299E-001
 3.2502695E+002, 3.1293523E+001, 3.4381125E-001
 3.2754275E+002, 3.1288125E+001, 3.4750360E-001
 3.3007498E+002, 3.1282409E+001, 3.5448816E-001
 3.3259870E+002, 3.1276676E+001, 3.5572029E-001
 3.3507697E+002, 3.1270886E+001, 3.5191963E-001
 3.3757697E+002, 3.1265014E+001, 3.4928383E-001
 3.4008167E+002, 3.1259176E+001, 3.4334513E-001
 3.4258656E+002, 3.1253441E+001, 3.5263678E-001
 3.4503152E+002, 3.1247711E+001, 3.5618013E-001
 3.4754788E+002, 3.1241981E+001, 3.6132374E-001
 3.5004063E+002, 3.1236096E+001, 3.6500467E-001
 3.5254194E+002, 3.1230398E+001, 3.6138815E-001
 3.5502571E+002, 3.1224825E+001, 3.5915784E-001
 3.5751359E+002, 3.1219313E+001, 3.6183838E-001
 3.6000141E+002, 3.1213767E+001, 3.5631277E-001
 3.6251159E+002, 3.1208203E+001, 3.6260672E-001
 3.6501140E+002, 3.1202605E+001, 3.6691226E-001
 3.6756549E+002, 3.1196919E+001, 3.6395929E-001
 3.7001901E+002, 3.1191276E+001, 3.5993830E-001
 3.7253009E+002, 3.1185505E+001, 3.5539327E-001
 3.7504595E+002, 3.1179534E+001, 3.6152757E-001
 3.7754595E+002, 3.1173435E+001, 3.6475805E-001
 3.8007147E+002, 3.1167342E+001, 3.6570505E-001
 3.8254850E+002, 3.1161422E+001, 3.6003454E-001
 3.8504609E+002, 3.1155599E+001, 3.5738680E-001
 3.8759871E+002, 3.1149692E+001, 3.5996277E-001
 3.9001736E+002, 3.1143922E+001, 3.6479469E-001
 3.9254694E+002, 3.1138181E+001, 3.6388380E-001
 3.9505006E+002, 3.1132341E+001, 3.7067946E-001
 3.9757312E+002, 3.1126468E+001, 3.6367763E-001
 4.0007312E+002, 3.1120585E+001, 3.6374761E-001
 4.0254632E+002, 3.1114776E+001, 3.6542528E-001
 4.0509056E+002, 3.1108916E+001, 3.6077513E-001
 4.0758594E+002, 3.1103026E+001, 3.5612162E-001
 4.1001793E+002, 3.1097212E+001, 3.7466049E-001
 4.1252588E+002, 3.1091272E+001, 3.7907451E-001
 4.1508070E+002, 3.1085183E+001, 3.8390376E-001
 4.1754068E+002, 3.1079112E+001, 3.8812306E-001
 4.2009198E+002, 3.1073031E+001, 3.9279155E-001
 4.2256524E+002, 3.1066827E+001, 3.9421478E-001
 4.2506524E+002, 3.1060536E+001, 3.9200351E-001
 4.2751521E+002, 3.1054107E+001, 3.8899376E-001
 4.3001860E+002, 3.1047669E+001, 3.8710213E-001
 4.3250024E+002, 3.1041295E+001, 3.8885515E-001
 4.3506459E+002, 3.1034947E+001, 3.8641297E-001
 4.3757471E+002, 3.1028474E+001, 3.9357985E-001
 4.4002398E+002, 3.1021991E+001, 4.0058323E-001
 4.4251919E+002, 3.1015437E+001, 4.0280958E-001
 4.4503219E+002, 3.1008728E+001, 4.0179152E-001
 4.4754441E+002, 3.1001991E+001, 4.0754359E-001
 4.5006849E+002, 3.0995184E+001, 4.0493374E-001
 4.5257310E+002, 3.0988337E+001, 4.1319527E-001
 4.5502395E+002, 3.0981573E+001, 4.1591184E-001
 4.5754839E+002, 3.0974900E+001, 4.1789880E-001
 4.6002712E+002, 3.0968315E+001, 4.0923103E-001
 4.6255728E+002, 3.0961778E+001, 4.1356001E-001
 4.6505728E+002, 3.0955083E+001, 4.1825167E-001
 4.6759269E+002, 3.0948294E+001, 4.2181034E-001
 4.7005496E+002, 3.0941521E+001, 4.2189033E-001
 4.7252556E+002, 3.0934924E+001, 4.1885368E-001
 4.7507654E+002, 3.0928306E+001, 4.1247619E-001
 4.7753157E+002, 3.0921783E+001, 4.1140687E-001
 4.8002108E+002, 3.0915357E+001, 4.1267005E-001
 4.8252018E+002, 3.0908823E+001, 4.1985880E-001
 4.8509151E+002, 3.0902162E+001, 4.1675025E-001
 4.8756314E+002, 3.0895580E+001, 4.1693420E-001
 4.9005988E+002, 3.0889079E+001, 4.1345993E-001
 4.9257294E+002, 3.0882498E+001, 4.1474762E-001
 4.9503175E+002, 3.0875926E+001, 4.1691700E-001
 4.9754638E+002, 3.0869334E+001, 4.1542135E-001
 5.0009583E+002, 3.0862648E+001, 4.1946713E-001
 5.0253350E+002, 3.0856067E+001, 4.2104859E-001
 5.0508389E+002, 3.0849460E+001, 4.1642100E-001
 5.0757124E+002, 3.0842817E+001, 4.2293520E-001
 5.1004464E+002, 3.0836200E+001, 4.2771024E-001
 5.1256667E+002, 3.0829540E+001, 4.1984045E-001
 5.1505424E+002, 3.0822890E+001, 4.1579705E-001
 5.1750635E+002, 3.0816309E+001, 4.1372803E-001
 5.2000897E+002, 3.0809750E+001, 4.2213679E-001
 5.2255887E+002, 3.0802989E+001, 4.2249112E-001
 5.2504197E+002, 3.0796234E+001, 4.2117214E-001
 5.2751126E+002, 3.0789586E+001, 4.1971424E-001
 5.3003996E+002, 3.0782891E+001, 4.1895789E-001
 5.3251930E+002, 3.0776197E+001, 4.2168426E-001
 5.3507875E+002, 3.0769456E+001, 4.2129533E-001
 5.3757550E+002, 3.0762724E+001, 4.2446703E-001
 5.4002515E+002, 3.0756111E+001, 4.2924446E-001
 5.4259506E+002, 3.0749346E+001, 4.2433272E-001
 5.4503539E+002, 3.0742571E+001, 4.2332295E-001
 5.4754037E+002, 3.0735940E+001, 4.2488288E-001
 5.5004815E+002, 3.0729213E+001, 4.2084474E-001
 5.5254059E+002, 3.0722513E+001, 4.1958159E-001
 5.5501005E+002, 3.0715854E+001, 4.2202094E-001
 5.5757791E+002, 3.0709108E+001, 4.2149799E-001
 5.6000098E+002, 3.0702421E+001, 4.2020400E-001
 5.6259017E+002, 3.0695710E+001, 4.1985893E-001
 5.6503843E+002, 3.0688977E+001, 4.1984558E-001
 5.6758363E+002, 3.0682288E+001, 4.1498245E-001
 5.7009334E+002, 3.0675532E+001, 4.1766635E-001
 5.7256215E+002, 3.0668877E+001, 4.2255051E-001
 5.7502305E+002, 3.0662204E+001, 4.2843153E-001
 5.7752185E+002, 3.0655343E+001, 4.3186037E-001
 5.8009593E+002, 3.0648227E+001, 4.3435865E-001
 5.8251681E+002, 3.0641131E+001, 4.2982420E-001
 5.8509769E+002, 3.0634027E+001, 4.2318479E-001
 5.8755210E+002, 3.0626993E+001, 4.1253527E-001
 5.9004793E+002, 3.0620195E+001, 4.1454622E-001
 5.9254793E+002, 3.0613394E+001, 4.1566174E-001
 5.9502834E+002, 3.0606607E+001, 4.2151495E-001
 5.9751633E+002, 3.0599841E+001, 4.2654240E-001
 6.0005758E+002, 3.0592910E+001, 4.2597723E-001
 6.0257566E+002, 3.0585732E+001, 4.2817095E-001
 6.0507318E+002, 3.0578549E+001, 4.2772385E-001
 6.0759053E+002, 3.0571386E+001, 4.3387595E-001
 6.1007406E+002, 3.0564227E+001, 4.3309168E-001
 6.1252978E+002, 3.0557071E+001, 4.3165544E-001
 6.1502911E+002, 3.0549917E+001, 4.2892779E-001
 6.1752911E+002, 3.0542611E+001, 4.3565169E-001
 6.2005149E+002, 3.0535277E+001, 4.3959314E-001
 6.2252390E+002, 3.0527981E+001, 4.3785802E-001
 6.2508309E+002, 3.0520584E+001, 4.4147869E-001
 6.2755448E+002, 3.0513244E+001, 4.3715695E-001
 6.3004635E+002, 3.0505948E+001, 4.3652734E-001
 6.3253886E+002, 3.0498518E+001, 4.3515931E-001
 6.3501897E+002, 3.0491015E+001, 4.3451769E-001
 6.3753052E+002, 3.0483369E+001, 4.3848284E-001
 6.4008037E+002, 3.0475444E+001, 4.3722436E-001
 6.4256944E+002, 3.0467534E+001, 4.3341843E-001
 6.4504468E+002, 3.0459798E+001, 4.3279039E-001
 6.4753094E+002, 3.0452025E+001, 4.2676279E-001
 6.5001613E+002, 3.0444330E+001, 4.3271203E-001
 6.5251613E+002, 3.0436649E+001, 4.3464698E-001
 6.5506519E+002, 3.0428923E+001, 4.3677243E-001
 6.5750897E+002, 3.0421305E+001, 4.4157886E-001
 6.6003895E+002, 3.0413699E+001, 4.4489794E-001
 6.6258264E+002, 3.0405883E+001, 4.4560088E-001
 6.6501967E+002, 3.0398205E+001, 4.4524945E-001
 6.6755235E+002, 3.0390471E+001, 4.4271926E-001
 6.7006794E+002, 3.0382736E+001, 4.4879566E-001
 6.7253014E+002, 3.0375162E+001, 4.4318473E-001
 6.7506213E+002, 3.0367546E+001, 4.4493223E-001
 6.7750195E+002, 3.0359936E+001, 4.5114471E-001
 6.8000737E+002, 3.0352361E+001, 4.5341465E-001
 6.8253764E+002, 3.0344606E+001, 4.4494273E-001
 6.8500628E+002, 3.0336905E+001, 4.4014705E-001
 6.8759056E+002, 3.0329151E+001, 4.3908009E-001
 6.9005184E+002, 3.0321439E+001, 4.3861534E-001
 6.9257476E+002, 3.0313767E+001, 4.4772232E-001
 6.9504910E+002, 3.0306012E+001, 4.5319865E-001
 6.9751467E+002, 3.0298301E+001, 4.5670365E-001
 7.0008712E+002, 3.0290472E+001, 4.5959353E-001
 7.0250061E+002, 3.0282797E+001, 4.6092507E-001
 7.0508179E+002, 3.0275093E+001, 4.6170291E-001
 7.0756151E+002, 3.0267295E+001, 4.6247504E-001
 7.1000849E+002, 3.0259632E+001, 4.6333453E-001
 7.1252793E+002, 3.0251848E+001, 4.6611149E-001
 7.1503737E+002, 3.0243892E+001, 4.7476569E-001
 7.1758373E+002, 3.0235818E+001, 4.7538789E-001
 7.2005753E+002, 3.0227751E+001, 4.7362338E-001
 7.2252105E+002, 3.0219772E+001, 4.7356903E-001
 7.2503300E+002, 3.0211693E+001, 4.6458101E-001
 7.2753300E+002, 3.0203559E+001, 4.6060071E-001
 7.3001659E+002, 3.0195499E+001, 4.7991436E-001
 7.3256451E+002, 3.0187217E+001, 4.8384768E-001
 7.3506094E+002, 3.0178771E+001, 4.9061548E-001
 7.3757518E+002, 3.0170206E+001, 4.9944233E-001
 7.4009739E+002, 3.0161558E+001, 4.9205085E-001
 7.4255089E+002, 3.0153045E+001, 5.0489852E-001
 7.4506585E+002, 3.0144570E+001, 5.0603475E-001
 7.4755053E+002, 3.0136028E+001, 5.1537151E-001
 7.5009022E+002, 3.0127374E+001, 5.0999923E-001
 7.5253633E+002, 3.0118716E+001, 5.2399163E-001
 7.5502306E+002, 3.0110095E+001, 5.2959280E-001
 7.5758593E+002, 3.0101124E+001, 5.3294925E-001
 7.6004980E+002, 3.0092064E+001, 5.4455428E-001
 7.6251612E+002, 3.0083038E+001, 5.4216308E-001
 7.6501974E+002, 3.0073849E+001, 5.5072669E-001
 7.6751310E+002, 3.0064551E+001, 5.5198182E-001
 7.7000384E+002, 3.0055115E+001, 5.5243145E-001
 7.7257220E+002, 3.0045429E+001, 5.5794667E-001
 7.7502157E+002, 3.0035686E+001, 5.6675037E-001
 7.7751123E+002, 3.0025947E+001, 5.7517710E-001
 7.8000905E+002, 3.0016029E+001, 5.8167353E-001
 7.8250518E+002, 3.0006021E+001, 5.8810877E-001
 7.8507429E+002, 2.9995808E+001, 5.9276571E-001
 7.8753660E+002, 2.9985647E+001, 6.0431570E-001
 7.9001972E+002, 2.9975524E+001, 6.0817219E-001
 7.9251035E+002, 2.9965239E+001, 6.1776541E-001
 7.9504612E+002, 2.9954814E+001, 6.1374846E-001
 7.9752579E+002, 2.9944352E+001, 6.2416963E-001
 8.0006366E+002, 2.9933848E+001, 6.1772729E-001
 8.0257770E+002, 2.9923149E+001, 6.3545176E-001
 8.0506140E+002, 2.9912436E+001, 6.4289096E-001
 8.0752788E+002, 2.9901688E+001, 6.4228902E-001
 8.1002865E+002, 2.9890795E+001, 6.4009404E-001
 8.1256293E+002, 2.9879657E+001, 6.4571027E-001
 8.1505823E+002, 2.9868504E+001, 6.6045943E-001
 8.1756449E+002, 2.9857257E+001, 6.6078150E-001
 8.2006549E+002, 2.9845804E+001, 6.7648072E-001
 8.2256295E+002, 2.9834255E+001, 6.8973899E-001
 8.2506684E+002, 2.9822584E+001, 6.8710738E-001
 8.2758921E+002, 2.9810717E+001, 6.9125522E-001
 8.3001807E+002, 2.9799014E+001, 7.0233047E-001
 8.3255424E+002, 2.9787195E+001, 7.1628645E-001
 8.3503998E+002, 2.9775239E+001, 7.2329614E-001
 8.3754474E+002, 2.9763237E+001, 7.2948979E-001
 8.4006525E+002, 2.9751037E+001, 7.3623673E-001
 8.4253180E+002, 2.9738830E+001, 7.4119651E-001
 8.4501589E+002, 2.9726517E+001, 7.4572364E-001
 8.4755954E+002, 2.9713849E+001, 7.6856006E-001
 8.5007308E+002, 2.9700938E+001, 7.7285041E-001
 8.5252486E+002, 2.9688110E+001, 7.8092390E-001
 8.5506560E+002, 2.9675106E+001, 7.8637955E-001
 8.5755993E+002, 2.9661870E+001, 7.9444880E-001
 8.6002554E+002, 2.9648694E+001, 7.8407030E-001
 8.6250375E+002, 2.9635481E+001, 7.9481761E-001
 8.6500215E+002, 2.9622031E+001, 7.9487136E-001
 8.6756667E+002, 2.9608266E+001, 8.0316352E-001
 8.7001633E+002, 2.9594588E+001, 8.0941559E-001
 8.7254732E+002, 2.9580954E+001, 8.0641877E-001
 8.7504469E+002, 2.9567152E+001, 8.2242993E-001
 8.7757278E+002, 2.9553321E+001, 8.1716755E-001
 8.8001011E+002, 2.9539533E+001, 8.1878976E-001
 8.8252382E+002, 2.9525775E+001, 8.3891603E-001
 8.8508840E+002, 2.9511594E+001, 8.2390249E-001
 8.8753723E+002, 2.9497545E+001, 8.5441836E-001
 8.9002339E+002, 2.9483650E+001, 8.5243177E-001
 8.9255396E+002, 2.9469325E+001, 8.6490561E-001
 8.9505806E+002, 2.9454882E+001, 8.6187798E-001
 8.9755159E+002, 2.9440407E+001, 8.6731390E-001
 9.0001809E+002, 2.9425908E+001, 8.7126126E-001
 9.0255207E+002, 2.9411165E+001, 8.7805050E-001
 9.0500546E+002, 2.9396392E+001, 8.7037130E-001
 9.0751147E+002, 2.9381584E+001, 8.8106588E-001
 9.1004467E+002, 2.9366410E+001, 8.7618624E-001
 9.1252388E+002, 2.9351185E+001, 8.7965594E-001
 9.1507489E+002, 2.9335841E+001, 8.9150708E-001
 9.1754760E+002, 2.9320298E+001, 9.0158416E-001
 9.2003144E+002, 2.9304795E+001, 9.0945058E-001
 9.2251910E+002, 2.9289128E+001, 9.0317850E-001
 9.2505844E+002, 2.9273143E+001, 9.0011804E-001
 9.2752771E+002, 2.9257228E+001, 9.1142898E-001
 9.3001332E+002, 2.9241500E+001, 8.9902357E-001
 9.3252526E+002, 2.9225662E+001, 9.0637267E-001
 9.3501940E+002, 2.9209836E+001, 9.1450539E-001
 9.3751993E+002, 2.9194099E+001, 9.1823798E-001
 9.4006650E+002, 2.9178148E+001, 9.0807733E-001
 9.4254289E+002, 2.9162237E+001, 9.3508518E-001
 9.4504445E+002, 2.9146526E+001, 9.2525266E-001
 9.4751467E+002, 2.9130878E+001, 9.1605268E-001
 9.5004180E+002, 2.9115204E+001, 9.1579355E-001
 9.5252481E+002, 2.9099507E+001, 9.3394829E-001
 9.5500033E+002, 2.9084004E+001, 9.3523226E-001
 9.5756113E+002, 2.9068269E+001, 9.3722438E-001
 9.6003806E+002, 2.9052470E+001, 9.3168136E-001
 9.6253004E+002, 2.9036849E+001, 9.4080187E-001
 9.6501103E+002, 2.9021190E+001, 9.2871023E-001
 9.6752585E+002, 2.9005415E+001, 9.4322283E-001
 9.7004228E+002, 2.8989531E+001, 9.3575804E-001
 9.7254538E+002, 2.8973688E+001, 9.4733196E-001
 9.7505884E+002, 2.8957836E+001, 9.4809360E-001
 9.7754060E+002, 2.8942041E+001, 9.4317939E-001
 9.8004749E+002, 2.8926240E+001, 9.5738384E-001
 9.8256639E+002, 2.8910247E+001, 9.5359719E-001
 9.8507232E+002, 2.8894206E+001, 9.4991492E-001
 9.8755355E+002, 2.8878224E+001, 9.5683969E-001
 9.9005106E+002, 2.8862243E+001, 9.5618099E-001
 9.9255476E+002, 2.8846097E+001, 9.5711648E-001
 9.9503468E+002, 2.8829927E+001, 9.5034268E-001
 9.9756285E+002, 2.8813654E+001, 9.5445388E-001
 1.0000256E+003, 2.8797387E+001, 9.5400831E-001
 1.0025066E+003, 2.8781201E+001, 9.6228481E-001
 1.0050034E+003, 2.8764813E+001, 9.6095989E-001
 1.0075440E+003, 2.8748158E+001, 9.4922443E-001
 1.0100088E+003, 2.8731573E+001, 9.5372961E-001
 1.0125298E+003, 2.8714971E+001, 9.5350472E-001
 1.0150677E+003, 2.8698078E+001, 9.5156910E-001
 1.0175469E+003, 2.8681202E+001, 9.6146605E-001
 1.0200653E+003, 2.8664281E+001, 9.5684770E-001
 1.0225129E+003, 2.8647414E+001, 9.6357850E-001
 1.0250845E+003, 2.8630206E+001, 9.5201134E-001
 1.0275465E+003, 2.8613014E+001, 9.6591002E-001
 1.0300404E+003, 2.8595993E+001, 9.5435071E-001
 1.0325488E+003, 2.8578898E+001, 9.5466170E-001
 1.0350519E+003, 2.8561805E+001, 9.6662617E-001
 1.0375515E+003, 2.8544805E+001, 9.6246520E-001
 1.0400008E+003, 2.8528042E+001, 9.4516907E-001
 1.0425012E+003, 2.8511316E+001, 9.5726745E-001
 1.0450022E+003, 2.8494382E+001, 9.5989934E-001
 1.0475426E+003, 2.8477301E+001, 9.5378544E-001
 1.0500040E+003, 2.8460282E+001, 9.6353656E-001
 1.0525557E+003, 2.8443216E+001, 9.6022282E-001
 1.0550549E+003, 2.8426090E+001, 9.5330039E-001
 1.0575174E+003, 2.8409328E+001, 9.6214725E-001
 1.0600226E+003, 2.8392628E+001, 9.5925755E-001
 1.0625338E+003, 2.8375791E+001, 9.6670906E-001
 1.0650755E+003, 2.8358995E+001, 9.5557365E-001
 1.0675763E+003, 2.8342306E+001, 9.5771799E-001
 1.0700661E+003, 2.8325845E+001, 9.4470055E-001
 1.0725448E+003, 2.8309591E+001, 9.4875385E-001
 1.0750265E+003, 2.8293382E+001, 9.5341705E-001
 1.0775570E+003, 2.8277081E+001, 9.4771424E-001
 1.0800525E+003, 2.8260811E+001, 9.6126101E-001
 1.0825600E+003, 2.8244578E+001, 9.4163073E-001
 1.0850507E+003, 2.8228451E+001, 9.5159886E-001
 1.0875389E+003, 2.8212344E+001, 9.4827142E-001
 1.0900118E+003, 2.8196328E+001, 9.4343450E-001
 1.0925465E+003, 2.8180176E+001, 9.4940465E-001
 1.0950199E+003, 2.8164026E+001, 9.5333722E-001
 1.0975266E+003, 2.8147910E+001, 9.5633921E-001
 1.1000600E+003, 2.8131583E+001, 9.5502680E-001
 1.1025283E+003, 2.8115312E+001, 9.4743821E-001
 1.1050048E+003, 2.8099202E+001, 9.4826060E-001
 1.1075164E+003, 2.8082939E+001, 9.4258926E-001
 1.1100358E+003, 2.8066520E+001, 9.4423975E-001
 1.1125534E+003, 2.8050082E+001, 9.5222603E-001
 1.1150667E+003, 2.8033696E+001, 9.3436588E-001
 1.1175701E+003, 2.8017416E+001, 9.1600024E-001
 1.1200447E+003, 2.8001308E+001, 9.3047201E-001
 1.1225740E+003, 2.7985189E+001, 9.3759130E-001
 1.1250427E+003, 2.7969140E+001, 9.4514396E-001
 1.1275451E+003, 2.7953264E+001, 9.4168724E-001
 1.1300436E+003, 2.7937355E+001, 9.2498638E-001
 1.1325099E+003, 2.7921640E+001, 9.3055974E-001
 1.1350801E+003, 2.7905759E+001, 9.2084936E-001
 1.1375454E+003, 2.7889962E+001, 9.2397926E-001
 1.1400291E+003, 2.7874483E+001, 9.2223365E-001
 1.1425081E+003, 2.7859016E+001, 9.3598921E-001
 1.1450699E+003, 2.7843370E+001, 9.1910253E-001
 1.1475510E+003, 2.7827779E+001, 9.1487574E-001
 1.1500590E+003, 2.7812380E+001, 8.9955285E-001
 1.1525324E+003, 2.7797074E+001, 9.1078741E-001
 1.1550211E+003, 2.7781881E+001, 9.1164828E-001
 1.1575490E+003, 2.7766518E+001, 9.1376027E-001
 1.1600013E+003, 2.7751360E+001, 9.1756696E-001
