s,kg/m2,kW
 1.1551189E+002, 3.7946530E+001, 1.3817001E+000
 1.1702486E+002, 3.7932273E+001, 1.3915719E+000
 1.1852005E+002, 3.7917355E+001, 1.3505510E+000
 1.2000158E+002, 3.7902913E+001, 1.2781293E+000
 1.2152103E+002, 3.7888373E+001, 1.2042703E+000
 1.2300025E+002, 3.7875112E+001, 1.1713307E+000
 1.2452044E+002, 3.7863115E+001, 1.1537022E+000
 1.2602677E+002, 3.7850511E+001, 1.1591449E+000
 1.2750864E+002, 3.7838622E+001, 1.1361824E+000
 1.2900050E+002, 3.7827133E+001, 1.1420513E+000
 1.3052971E+002, 3.7815000E+001, 1.1885713E+000
 1.3201583E+002, 3.7802554E+001, 1.2172134E+000
 1.3350758E+002, 3.7789719E+001, 1.2609023E+000
 1.3502344E+002, 3.7776768E+001, 1.2553775E+000
 1.3651037E+002, 3.7763379E+001, 1.2729964E+000
 1.3800818E+002, 3.7749388E+001, 1.2640666E+000
 1.3951443E+002, 3.7736220E+001, 1.2074162E+000
 1.4102554E+002, 3.7724646E+001, 1.1658603E+000
 1.4250939E+002, 3.7714386E+001, 1.1276653E+000
 1.4402992E+002, 3.7704214E+001, 1.1521013E+000
 1.4550679E+002, 3.7694387E+001, 1.1449961E+000
 1.4700152E+002, 3.7685104E+001, 1.1325172E+000
 1.4851464E+002, 3.7675390E+001, 1.1198904E+000
 1.5002214E+002, 3.7665012E+001, 1.1056787E+000
 1.5152988E+002, 3.7654612E+001, 1.1160397E+000
 1.5301610E+002, 3.7644215E+001, 1.0933302E+000
 1.5450504E+002, 3.7633721E+001, 1.0893343E+000
 1.5600646E+002, 3.7623055E+001, 1.1007274E+000
 1.5751286E+002, 3.7611690E+001, 1.1248548E+000
 1.5901723E+002, 3.7600027E+001, 1.1313476E+000
 1.6051080E+002, 3.7588094E+001, 1.1336605E+000
 1.6200573E+002, 3.7576677E+001, 1.1093143E+000
 1.6353473E+002, 3.7565441E+001, 1.0933385E+000
 1.6502243E+002, 3.7554361E+001, 1.0493475E+000
 1.6650714E+002, 3.7543761E+001, 1.0391776E+000
 1.6802128E+002, 3.7533253E+001, 1.0708003E+000
 1.6952444E+002, 3.7522375E+001, 1.0841472E+000
 1.7102344E+002, 3.7511835E+001, 1.0977785E+000
 1.7252393E+002, 3.7501634E+001, 1.0866297E+000
 1.7400657E+002, 3.7491434E+001, 1.0608418E+000
 1.7550863E+002, 3.7481111E+001, 1.0372306E+000
 1.7702379E+002, 3.7470879E+001, 1.0277699E+000
 1.7850631E+002, 3.7461338E+001, 1.0129725E+000
 1.8002930E+002, 3.7451865E+001, 1.0193974E+000
 1.8152471E+002, 3.7442501E+001, 1.0187386E+000
 1.8301196E+002, 3.7433432E+001, 1.0346071E+000
 1.8451249E+002, 3.7424523E+001, 1.0421103E+000
 1.8600418E+002, 3.7415455E+001, 1.0561714E+000
 1.8750426E+002, 3.7406500E+001, 1.0752954E+000
 1.8901854E+002, 3.7397554E+001, 1.0899293E+000
 1.9051900E+002, 3.7388585E+001, 1.0865190E+000
 1.9200530E+002, 3.7379736E+001, 1.0721277E+000
 1.9350278E+002, 3.7370740E+001, 1.0574860E+000
 1.9502653E+002, 3.7361624E+001, 1.0462588E+000
 1.9650187E+002, 3.7352356E+001, 1.0480665E+000
 1.9802130E+002, 3.7342910E+001, 1.0556593E+000
 1.9950012E+002, 3.7333755E+001, 1.0379352E+000
 2.0102407E+002, 3.7324903E+001, 1.0302155E+000
 2.0251445E+002, 3.7316265E+001, 1.0127142E+000
 2.0402330E+002, 3.7307933E+001, 9.8366140E-001
 2.0550113E+002, 3.7299881E+001, 9.6606788E-001
 2.0700061E+002, 3.7292092E+001, 9.4335155E-001
 2.0851965E+002, 3.7284195E+001, 9.2374296E-001
 2.1001868E+002, 3.7276261E+001, 9.2347126E-001
 2.1151395E+002, 3.7268475E+001, 9.2817345E-001
 2.1300042E+002, 3.7260647E+001, 9.3708216E-001
 2.1450567E+002, 3.7252389E+001, 9.6085992E-001
 2.1602479E+002, 3.7243866E+001, 9.7320302E-001
 2.1751096E+002, 3.7235157E+001, 9.8004878E-001
 2.1901034E+002, 3.7226410E+001, 9.7820331E-001
 2.2050292E+002, 3.7217763E+001, 9.8149820E-001
 2.2201622E+002, 3.7209221E+001, 9.8544377E-001
 2.2350055E+002, 3.7200856E+001, 9.7645903E-001
 2.2501699E+002, 3.7192730E+001, 9.8758075E-001
 2.2652294E+002, 3.7184728E+001, 9.8026161E-001
 2.2802232E+002, 3.7176832E+001, 9.8057744E-001
 2.2952844E+002, 3.7168915E+001, 9.8087401E-001
 2.3102927E+002, 3.7160807E+001, 9.8867443E-001
 2.3251940E+002, 3.7152525E+001, 9.8626482E-001
 2.3401513E+002, 3.7144215E+001, 9.7757900E-001
 2.3552346E+002, 3.7135905E+001, 9.6092612E-001
 2.3701564E+002, 3.7127617E+001, 9.3467676E-001
 2.3852939E+002, 3.7119149E+001, 9.1978208E-001
 2.4001126E+002, 3.7110636E+001, 9.2307241E-001
 2.4152336E+002, 3.7101884E+001, 9.4695090E-001
 2.4300711E+002, 3.7092760E+001, 9.5802317E-001
 2.4452081E+002, 3.7083359E+001, 9.7288616E-001
 2.4600613E+002, 3.7073837E+001, 9.7731740E-001
 2.4751042E+002, 3.7064347E+001, 9.8240760E-001
 2.4901572E+002, 3.7055025E+001, 9.9845579E-001
 2.5053244E+002, 3.7045622E+001, 1.0034943E+000
 2.5203369E+002, 3.7036245E+001, 1.0121723E+000
 2.5352525E+002, 3.7027182E+001, 1.0299514E+000
 2.5501536E+002, 3.7018234E+001, 1.0291591E+000
 2.5650158E+002, 3.7009218E+001, 1.0335618E+000
 2.5802041E+002, 3.6999927E+001, 1.0512882E+000
 2.5950911E+002, 3.6990202E+001, 1.0525603E+000
 2.6102239E+002, 3.6980432E+001, 1.0517991E+000
 2.6252744E+002, 3.6970731E+001, 1.0448816E+000
 2.6402263E+002, 3.6961267E+001, 1.0288419E+000
 2.6552833E+002, 3.6951962E+001, 1.0109098E+000
 2.6704068E+002, 3.6942735E+001, 9.9275895E-001
 2.6852295E+002, 3.6933680E+001, 9.8843476E-001
 2.7002337E+002, 3.6924813E+001, 9.9270744E-001
 2.7151456E+002, 3.6916072E+001, 9.9961144E-001
 2.7301612E+002, 3.6907411E+001, 1.0056513E+000
 2.7451183E+002, 3.6898725E+001, 1.0257040E+000
 2.7602287E+002, 3.6889892E+001, 1.0442036E+000
 2.7750819E+002, 3.6881025E+001, 1.0661731E+000
 2.7902498E+002, 3.6871888E+001, 1.0791471E+000
 2.8050134E+002, 3.6862625E+001, 1.1106673E+000
 2.8203004E+002, 3.6853220E+001, 1.1250628E+000
 2.8351445E+002, 3.6843728E+001, 1.1428959E+000
 2.8500540E+002, 3.6834256E+001, 1.1703281E+000
 2.8652433E+002, 3.6824475E+001, 1.1862150E+000
 2.8803165E+002, 3.6814257E+001, 1.1897028E+000
 2.8950126E+002, 3.6804046E+001, 1.2011920E+000
 2.9100069E+002, 3.6793752E+001, 1.2184149E+000
 2.9250970E+002, 3.6783050E+001, 1.2349803E+000
 2.9400641E+002, 3.6771969E+001, 1.2432042E+000
 2.9550847E+002, 3.6760598E+001, 1.2642053E+000
 2.9701633E+002, 3.6749000E+001, 1.2899301E+000
 2.9850774E+002, 3.6737363E+001, 1.3126350E+000
 3.0000033E+002, 3.6725643E+001, 1.3130025E+000
 3.0152591E+002, 3.6713525E+001, 1.3241150E+000
 3.0301615E+002, 3.6701272E+001, 1.3317241E+000
 3.0451135E+002, 3.6688996E+001, 1.3323525E+000
 3.0601636E+002, 3.6676628E+001, 1.3273084E+000
 3.0751457E+002, 3.6664381E+001, 1.3291473E+000
 3.0901593E+002, 3.6651922E+001, 1.3373113E+000
 3.1051690E+002, 3.6639140E+001, 1.3580027E+000
 3.1202859E+002, 3.6625962E+001, 1.3735155E+000
 3.1352669E+002, 3.6612412E+001, 1.3810570E+000
 3.1502398E+002, 3.6598560E+001, 1.3893049E+000
 3.1651819E+002, 3.6584781E+001, 1.3838053E+000
 3.1800156E+002, 3.6571438E+001, 1.3941740E+000
 3.1951168E+002, 3.6558413E+001, 1.4121859E+000
 3.2100424E+002, 3.6545578E+001, 1.4245588E+000
 3.2251285E+002, 3.6532973E+001, 1.4476035E+000
 3.2400808E+002, 3.6520524E+001, 1.4517457E+000
 3.2551177E+002, 3.6508220E+001, 1.4470803E+000
 3.2702236E+002, 3.6495818E+001, 1.4510019E+000
 3.2852110E+002, 3.6483452E+001, 1.4509130E+000
 3.3000831E+002, 3.6471228E+001, 1.4618231E+000
 3.3150751E+002, 3.6458968E+001, 1.4690878E+000
 3.3300629E+002, 3.6446448E+001, 1.4584369E+000
 3.3451843E+002, 3.6433563E+001, 1.4764913E+000
 3.3601200E+002, 3.6420450E+001, 1.4691715E+000
 3.3751840E+002, 3.6407180E+001, 1.4682452E+000
 3.3902758E+002, 3.6393881E+001, 1.4686885E+000
 3.4051531E+002, 3.6380788E+001, 1.4645208E+000
 3.4202697E+002, 3.6367815E+001, 1.4503159E+000
 3.4350569E+002, 3.6355128E+001, 1.4621024E+000
 3.4501609E+002, 3.6342634E+001, 1.4743709E+000
 3.4652676E+002, 3.6330047E+001, 1.4794969E+000
 3.4801541E+002, 3.6317465E+001, 1.4936903E+000
 3.4952318E+002, 3.6304736E+001, 1.5026587E+000
 3.5100407E+002, 3.6291944E+001, 1.5103147E+000
 3.5251537E+002, 3.6278994E+001, 1.5257781E+000
 3.5400550E+002, 3.6265773E+001, 1.5264573E+000
 3.5550254E+002, 3.6252380E+001, 1.5409497E+000
 3.5700563E+002, 3.6238564E+001, 1.5416883E+000
 3.5851060E+002, 3.6224554E+001, 1.5348537E+000
 3.6000125E+002, 3.6210350E+001, 1.5525951E+000
 3.6151459E+002, 3.6195869E+001, 1.5569462E+000
 3.6301789E+002, 3.6181286E+001, 1.5636278E+000
 3.6451059E+002, 3.6167038E+001, 1.5574212E+000
 3.6600292E+002, 3.6152995E+001, 1.5633945E+000
 3.6750107E+002, 3.6138965E+001, 1.5674761E+000
 3.6900785E+002, 3.6124821E+001, 1.5823826E+000
 3.7051682E+002, 3.6110235E+001, 1.5853919E+000
 3.7203096E+002, 3.6095353E+001, 1.5816966E+000
 3.7350120E+002, 3.6080635E+001, 1.5746820E+000
 3.7501761E+002, 3.6065901E+001, 1.5751810E+000
 3.7650372E+002, 3.6051095E+001, 1.5790841E+000
 3.7800987E+002, 3.6036403E+001, 1.5700430E+000
 3.7951229E+002, 3.6021708E+001, 1.5740679E+000
 3.8102523E+002, 3.6007048E+001, 1.5759071E+000
 3.8252295E+002, 3.5992532E+001, 1.5852161E+000
 3.8401736E+002, 3.5978277E+001, 1.5971742E+000
 3.8551634E+002, 3.5964146E+001, 1.6100058E+000
 3.8702547E+002, 3.5949948E+001, 1.6180351E+000
 3.8850131E+002, 3.5935746E+001, 1.6224406E+000
 3.9001000E+002, 3.5921430E+001, 1.6190809E+000
 3.9151991E+002, 3.5906734E+001, 1.6240078E+000
 3.9300236E+002, 3.5892020E+001, 1.6291707E+000
 3.9450068E+002, 3.5877137E+001, 1.6438360E+000
 3.9600310E+002, 3.5861964E+001, 1.6555205E+000
 3.9751547E+002, 3.5846640E+001, 1.6675214E+000
 3.9902067E+002, 3.5831229E+001, 1.6825827E+000
 4.0050529E+002, 3.5815908E+001, 1.6981363E+000
 4.0201262E+002, 3.5800454E+001, 1.7146953E+000
 4.0350985E+002, 3.5784710E+001, 1.7209764E+000
 4.0502111E+002, 3.5768672E+001, 1.7177845E+000
 4.0652670E+002, 3.5752314E+001, 1.7326283E+000
 4.0800924E+002, 3.5736175E+001, 1.7491524E+000
 4.0951094E+002, 3.5719823E+001, 1.7376095E+000
 4.1102353E+002, 3.5703074E+001, 1.7106580E+000
 4.1250753E+002, 3.5686234E+001, 1.7103129E+000
 4.1401075E+002, 3.5669333E+001, 1.6969868E+000
 4.1551971E+002, 3.5652131E+001, 1.7153455E+000
 4.1701421E+002, 3.5634773E+001, 1.7236120E+000
 4.1853429E+002, 3.5617115E+001, 1.7047397E+000
 4.2001306E+002, 3.5599542E+001, 1.7155195E+000
 4.2152553E+002, 3.5582037E+001, 1.7062331E+000
 4.2301441E+002, 3.5564707E+001, 1.7246954E+000
 4.2450911E+002, 3.5547735E+001, 1.7318353E+000
 4.2602195E+002, 3.5530717E+001, 1.7500948E+000
 4.2750159E+002, 3.5513858E+001, 1.7665010E+000
 4.2900697E+002, 3.5497152E+001, 1.7820674E+000
 4.3050675E+002, 3.5480425E+001, 1.7651982E+000
 4.3201079E+002, 3.5463790E+001, 1.7780673E+000
 4.3350524E+002, 3.5447320E+001, 1.7851451E+000
 4.3501127E+002, 3.5430877E+001, 1.7890965E+000
 4.3650043E+002, 3.5414428E+001, 1.7895339E+000
 4.3801298E+002, 3.5397979E+001, 1.7983669E+000
 4.3950865E+002, 3.5381530E+001, 1.8237028E+000
 4.4101601E+002, 3.5365075E+001, 1.8262563E+000
 4.4252457E+002, 3.5348602E+001, 1.8297658E+000
 4.4401828E+002, 3.5332259E+001, 1.8356125E+000
 4.4552719E+002, 3.5315761E+001, 1.8409769E+000
 4.4701503E+002, 3.5298843E+001, 1.8647434E+000
 4.4850380E+002, 3.5281823E+001, 1.8606735E+000
 4.5000854E+002, 3.5264381E+001, 1.8736094E+000
 4.5150038E+002, 3.5246640E+001, 1.8924642E+000
 4.5300584E+002, 3.5228574E+001, 1.8924755E+000
 4.5451753E+002, 3.5210226E+001, 1.8846925E+000
 4.5601587E+002, 3.5191990E+001, 1.9009837E+000
 4.5750056E+002, 3.5173947E+001, 1.9138800E+000
 4.5900894E+002, 3.5155751E+001, 1.9275692E+000
 4.6050913E+002, 3.5137363E+001, 1.9254603E+000
 4.6200073E+002, 3.5118960E+001, 1.9178272E+000
 4.6351147E+002, 3.5100513E+001, 1.9427044E+000
 4.6500226E+002, 3.5082098E+001, 1.9594065E+000
 4.6651874E+002, 3.5063650E+001, 1.9601536E+000
 4.6800224E+002, 3.5045135E+001, 1.9782946E+000
 4.6952574E+002, 3.5026452E+001, 1.9812604E+000
 4.7100364E+002, 3.5007599E+001, 1.9680896E+000
 4.7252505E+002, 3.4988726E+001, 1.9906289E+000
 4.7402736E+002, 3.4969655E+001, 1.9855653E+000
 4.7551917E+002, 3.4950810E+001, 1.9943334E+000
 4.7701988E+002, 3.4931892E+001, 1.9886367E+000
 4.7851654E+002, 3.4912904E+001, 1.9950532E+000
 4.8001676E+002, 3.4893878E+001, 1.9872425E+000
 4.8152333E+002, 3.4874809E+001, 1.9935965E+000
 4.8302009E+002, 3.4855745E+001, 2.0032365E+000
 4.8451355E+002, 3.4836645E+001, 2.0327305E+000
 4.8601670E+002, 3.4817390E+001, 2.0355967E+000
 4.8751987E+002, 3.4797917E+001, 2.0418345E+000
 4.8901459E+002, 3.4778405E+001, 2.0670528E+000
 4.9051683E+002, 3.4758806E+001, 2.0612894E+000
 4.9202108E+002, 3.4739052E+001, 2.0644788E+000
 4.9351396E+002, 3.4719184E+001, 2.0574376E+000
 4.9501852E+002, 3.4699093E+001, 2.0750374E+000
 4.9650737E+002, 3.4678675E+001, 2.0857905E+000
 4.9801111E+002, 3.4657995E+001, 2.0666357E+000
 4.9950799E+002, 3.4637221E+001, 2.0682139E+000
 5.0101023E+002, 3.4616392E+001, 2.0700408E+000
 5.0250860E+002, 3.4595371E+001, 2.0402463E+000
 5.0400990E+002, 3.4574227E+001, 2.0771962E+000
 5.0552047E+002, 3.4552859E+001, 2.0755920E+000
 5.0702691E+002, 3.4531269E+001, 2.0817414E+000
 5.0850981E+002, 3.4509782E+001, 2.0769201E+000
 5.1000364E+002, 3.4488357E+001, 2.0813747E+000
 5.1150658E+002, 3.4466886E+001, 2.0659759E+000
 5.1301588E+002, 3.4445478E+001, 2.0590469E+000
 5.1450429E+002, 3.4424355E+001, 2.0300141E+000
 5.1600325E+002, 3.4403541E+001, 2.0376701E+000
 5.1750910E+002, 3.4382788E+001, 2.0406710E+000
 5.1901112E+002, 3.4362073E+001, 2.0347356E+000
 5.2051181E+002, 3.4341407E+001, 2.0328869E+000
 5.2200197E+002, 3.4320784E+001, 2.0353547E+000
 5.2350270E+002, 3.4300090E+001, 2.0160444E+000
 5.2501002E+002, 3.4279122E+001, 2.0182441E+000
 5.2650129E+002, 3.4258211E+001, 2.0315196E+000
 5.2801778E+002, 3.4237290E+001, 2.0065169E+000
 5.2951184E+002, 3.4216424E+001, 2.0080620E+000
 5.3100056E+002, 3.4195930E+001, 2.0060837E+000
 5.3251025E+002, 3.4175421E+001, 1.9974594E+000
 5.3400564E+002, 3.4154902E+001, 1.9837762E+000
 5.3550088E+002, 3.4134507E+001, 1.9801412E+000
 5.3701256E+002, 3.4114096E+001, 1.9727665E+000
 5.3850194E+002, 3.4093790E+001, 1.9515260E+000
 5.4000638E+002, 3.4073652E+001, 1.9394228E+000
 5.4151903E+002, 3.4053409E+001, 1.9140428E+000
 5.4300707E+002, 3.4033418E+001, 1.9047214E+000
 5.4450616E+002, 3.4013618E+001, 1.8964436E+000
 5.4603091E+002, 3.3993608E+001, 1.8774405E+000
 5.4750485E+002, 3.3973865E+001, 1.8675040E+000
 5.4901882E+002, 3.3954318E+001, 1.8478488E+000
 5.5051985E+002, 3.3934715E+001, 1.8383755E+000
 5.5201892E+002, 3.3915316E+001, 1.8217536E+000
 5.5351645E+002, 3.3896002E+001, 1.8094935E+000
 5.5501545E+002, 3.3876736E+001, 1.8004381E+000
 5.5651304E+002, 3.3857574E+001, 1.7907399E+000
 5.5801552E+002, 3.3838497E+001, 1.7777221E+000
 5.5952052E+002, 3.3819365E+001, 1.7575490E+000
 5.6100351E+002, 3.3800558E+001, 1.7236044E+000
 5.6250717E+002, 3.3781925E+001, 1.6963138E+000
 5.6402249E+002, 3.3763288E+001, 1.6793455E+000
 5.6551581E+002, 3.3744817E+001, 1.6653355E+000
 5.6702276E+002, 3.3726494E+001, 1.6517355E+000
 5.6852109E+002, 3.3708267E+001, 1.6485892E+000
 5.7001763E+002, 3.3690130E+001, 1.6225836E+000
 5.7150302E+002, 3.3672087E+001, 1.6084728E+000
 5.7301157E+002, 3.3653968E+001, 1.6060564E+000
 5.7452363E+002, 3.3635669E+001, 1.5891635E+000
 5.7600268E+002, 3.3617565E+001, 1.5863351E+000
 5.7751645E+002, 3.3599507E+001, 1.5750351E+000
 5.7900353E+002, 3.3581402E+001, 1.5740490E+000
 5.8052652E+002, 3.3563276E+001, 1.5688180E+000
 5.8202715E+002, 3.3545163E+001, 1.5667219E+000
 5.8351910E+002, 3.3527331E+001, 1.5644874E+000
 5.8501835E+002, 3.3509581E+001, 1.5588238E+000
 5.8651897E+002, 3.3491818E+001, 1.5569394E+000
 5.8801558E+002, 3.3474130E+001, 1.5571082E+000
 5.8951954E+002, 3.3456457E+001, 1.5543173E+000
 5.9101466E+002, 3.3438807E+001, 1.5608262E+000
 5.9251025E+002, 3.3421257E+001, 1.5551304E+000
 5.9402051E+002, 3.3403753E+001, 1.5620109E+000
 5.9550479E+002, 3.3386321E+001, 1.5610171E+000
 5.9700761E+002, 3.3368958E+001, 1.5604684E+000
 5.9850577E+002, 3.3351471E+001, 1.5534300E+000
 6.0002245E+002, 3.3333977E+001, 1.5592311E+000
 6.0152184E+002, 3.3316544E+001, 1.5650171E+000
 6.0300963E+002, 3.3299325E+001, 1.5628961E+000
 6.0450920E+002, 3.3282169E+001, 1.5705575E+000
 6.0600899E+002, 3.3264972E+001, 1.5700363E+000
 6.0751394E+002, 3.3247760E+001, 1.5688122E+000
 6.0901643E+002, 3.3230589E+001, 1.5731817E+000
 6.1052792E+002, 3.3213360E+001, 1.5610744E+000
 6.1201650E+002, 3.3196255E+001, 1.5701182E+000
 6.1350624E+002, 3.3179335E+001, 1.5599595E+000
 6.1500492E+002, 3.3162480E+001, 1.5687750E+000
 6.1652204E+002, 3.3145528E+001, 1.5640939E+000
 6.1802161E+002, 3.3128607E+001, 1.5643699E+000
 6.1952682E+002, 3.3111704E+001, 1.5684847E+000
 6.2100514E+002, 3.3094940E+001, 1.5673603E+000
 6.2250999E+002, 3.3078230E+001, 1.5624252E+000
 6.2402260E+002, 3.3061419E+001, 1.5654986E+000
 6.2551026E+002, 3.3044805E+001, 1.5623077E+000
 6.2702672E+002, 3.3028282E+001, 1.5546047E+000
 6.2852819E+002, 3.3011817E+001, 1.5557140E+000
 6.3001337E+002, 3.2995782E+001, 1.5389506E+000
 6.3152505E+002, 3.2979936E+001, 1.5432296E+000
 6.3300492E+002, 3.2964318E+001, 1.5414512E+000
 6.3452186E+002, 3.2948854E+001, 1.5406739E+000
 6.3601398E+002, 3.2933439E+001, 1.5352672E+000
 6.3752262E+002, 3.2918193E+001, 1.5390336E+000
 6.3900574E+002, 3.2903160E+001, 1.5412523E+000
 6.4050613E+002, 3.2888294E+001, 1.5363478E+000
 6.4200896E+002, 3.2873377E+001, 1.5364786E+000
 6.4350463E+002, 3.2858550E+001, 1.5362199E+000
 6.4501782E+002, 3.2843706E+001, 1.5423333E+000
 6.4651620E+002, 3.2828891E+001, 1.5397817E+000
 6.4801443E+002, 3.2814228E+001, 1.5400838E+000
 6.4951591E+002, 3.2799664E+001, 1.5365304E+000
 6.5101146E+002, 3.2785200E+001, 1.5428690E+000
 6.5253212E+002, 3.2770733E+001, 1.5328433E+000
 6.5401359E+002, 3.2756462E+001, 1.5459401E+000
 6.5550502E+002, 3.2742459E+001, 1.5335317E+000
 6.5700440E+002, 3.2728514E+001, 1.5325225E+000
 6.5851246E+002, 3.2714635E+001, 1.5341563E+000
 6.6000416E+002, 3.2700933E+001, 1.5278215E+000
 6.6152054E+002, 3.2687283E+001, 1.5230879E+000
 6.6301819E+002, 3.2673725E+001, 1.5218245E+000
 6.6450134E+002, 3.2660374E+001, 1.5220257E+000
 6.6601787E+002, 3.2647008E+001, 1.5183795E+000
 6.6750307E+002, 3.2633715E+001, 1.5150782E+000
 6.6900861E+002, 3.2620580E+001, 1.5194477E+000
 6.7051448E+002, 3.2607439E+001, 1.5137032E+000
 6.7201207E+002, 3.2594378E+001, 1.5212280E+000
 6.7351818E+002, 3.2581369E+001, 1.5206066E+000
 6.7502716E+002, 3.2568383E+001, 1.5194021E+000
 6.7650383E+002, 3.2555592E+001, 1.5127029E+000
 6.7802630E+002, 3.2542871E+001, 1.5081005E+000
 6.7951053E+002, 3.2530233E+001, 1.5162155E+000
 6.8101030E+002, 3.2517815E+001, 1.5011564E+000
 6.8251942E+002, 3.2505398E+001, 1.5010688E+000
 6.8400268E+002, 3.2493105E+001, 1.4952486E+000
 6.8552245E+002, 3.2480805E+001, 1.4923939E+000
 6.8702270E+002, 3.2468507E+001, 1.4958109E+000
 6.8850309E+002, 3.2456451E+001, 1.4929391E+000
 6.9000041E+002, 3.2444500E+001, 1.4942424E+000
 6.9152252E+002, 3.2432435E+001, 1.4922011E+000
 6.9300347E+002, 3.2420492E+001, 1.4886307E+000
 6.9450599E+002, 3.2408688E+001, 1.4949231E+000
 6.9601090E+002, 3.2396876E+001, 1.4836675E+000
