s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,MB,MB,MB
 1.3000526E+003, 2.3626201E+002, 2.3830047E+002, 2.4858557E+002, 2.5535275E+002, 2.5601252E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 5.4300768E+001, 5.4512826E+001, 5.4652825E+001, 5.4647675E+001, 5.4594741E+001, 5.4940322E+001, 5.5150230E+001, 5.5085091E+001, 5.4934643E+001, 5.4804345E+001, 5.8079672E+001, 5.8448409E+001, 5.8275530E+001, 5.8572184E+001, 5.8920777E+001, 6.0616580E+001, 6.0784985E+001, 6.0986184E+001, 6.0947793E+001, 6.0650034E+001, 6.0616639E+001, 6.0877898E+001, 6.0880531E+001, 6.0752432E+001, 6.0599593E+001, 1.9800006E+001, 1.9800006E+001, 1.9800017E+001, 1.9800017E+001, 1.9800006E+001, 1.9800006E+001, 1.9800019E+001, 1.9800006E+001, 1.9800019E+001, 1.9800007E+001, 1.9800007E+001, 1.9800020E+001, 1.9800021E+001, 1.9800007E+001, 1.9800007E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565012E+004, 1.0565012E+004, 1.0565012E+004
 1.3502476E+003, 2.4668433E+002, 2.4881007E+002, 2.5930481E+002, 2.6582465E+002, 2.6692845E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 6.0378795E+001, 6.0633422E+001, 6.0796619E+001, 6.0791676E+001, 6.0737420E+001, 6.1151874E+001, 6.1394408E+001, 6.1318029E+001, 6.1155108E+001, 6.0997148E+001, 6.4769850E+001, 6.5190405E+001, 6.5002398E+001, 6.5333353E+001, 6.5725147E+001, 6.7625349E+001, 6.7830049E+001, 6.8047460E+001, 6.8023876E+001, 6.7664182E+001, 6.7652804E+001, 6.7960757E+001, 6.7971384E+001, 6.7828956E+001, 6.7654265E+001, 1.9800009E+001, 1.9800010E+001, 1.9800027E+001, 1.9800027E+001, 1.9800009E+001, 1.9800009E+001, 1.9800030E+001, 1.9800010E+001, 1.9800030E+001, 1.9800011E+001, 1.9800011E+001, 1.9800032E+001, 1.9800033E+001, 1.9800012E+001, 1.9800011E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565012E+004, 1.0565012E+004, 1.0565012E+004
 1.4000490E+003, 2.5687249E+002, 2.5919188E+002, 2.6895321E+002, 2.7545661E+002, 2.7702441E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 6.6980908E+001, 6.7274848E+001, 6.7458527E+001, 6.7454891E+001, 6.7404165E+001, 6.7882791E+001, 6.8157187E+001, 6.8070883E+001, 6.7897173E+001, 6.7705044E+001, 7.1949482E+001, 7.2417861E+001, 7.2221232E+001, 7.2585297E+001, 7.3005575E+001, 7.5092473E+001, 7.5334545E+001, 7.5567281E+001, 7.5561618E+001, 7.5136075E+001, 7.5163470E+001, 7.5520954E+001, 7.5539452E+001, 7.5387139E+001, 7.5185909E+001, 1.9800015E+001, 1.9800015E+001, 1.9800041E+001, 1.9800041E+001, 1.9800015E+001, 1.9800015E+001, 1.9800046E+001, 1.9800016E+001, 1.9800046E+001, 1.9800018E+001, 1.9800018E+001, 1.9800049E+001, 1.9800050E+001, 1.9800019E+001, 1.9800018E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565203E+004, 1.0565203E+004, 1.0565203E+004
 1.4500995E+003, 2.6602344E+002, 2.6834031E+002, 2.7806420E+002, 2.8421717E+002, 2.8598104E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 7.3979604E+001, 7.4306623E+001, 7.4509578E+001, 7.4512570E+001, 7.4469954E+001, 7.5009163E+001, 7.5314821E+001, 7.5218120E+001, 7.5033193E+001, 7.4798164E+001, 7.9520930E+001, 8.0042037E+001, 7.9839542E+001, 8.0240514E+001, 8.0678379E+001, 8.2960060E+001, 8.3245599E+001, 8.3498329E+001, 8.3506269E+001, 8.3010009E+001, 8.3097517E+001, 8.3513414E+001, 8.3546556E+001, 8.3377514E+001, 8.3138408E+001, 1.9800023E+001, 1.9800024E+001, 1.9800062E+001, 1.9800062E+001, 1.9800024E+001, 1.9800023E+001, 1.9800069E+001, 1.9800026E+001, 1.9800070E+001, 1.9800028E+001, 1.9800028E+001, 1.9800074E+001, 1.9800076E+001, 1.9800029E+001, 1.9800029E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.5001666E+003, 2.7499404E+002, 2.7712355E+002, 2.8741044E+002, 2.9203153E+002, 2.9385750E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 8.1314979E+001, 8.1673276E+001, 8.1890090E+001, 8.1913479E+001, 8.1878974E+001, 8.2485019E+001, 8.2821553E+001, 8.2716499E+001, 8.2511350E+001, 8.2226442E+001, 8.7478922E+001, 8.8062159E+001, 8.7847728E+001, 8.8288975E+001, 8.8745371E+001, 9.1202403E+001, 9.1536269E+001, 9.1811285E+001, 9.1826428E+001, 9.1262978E+001, 9.1427980E+001, 9.1911278E+001, 9.1968631E+001, 9.1769770E+001, 9.1492818E+001, 1.9800036E+001, 1.9800037E+001, 1.9800093E+001, 1.9800092E+001, 1.9800036E+001, 1.9800036E+001, 1.9800103E+001, 1.9800040E+001, 1.9800104E+001, 1.9800043E+001, 1.9800044E+001, 1.9800111E+001, 1.9800112E+001, 1.9800045E+001, 1.9800044E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.5501336E+003, 2.8248833E+002, 2.8469741E+002, 2.9424889E+002, 2.9902075E+002, 3.0139682E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 8.8969734E+001, 8.9357080E+001, 8.9580129E+001, 8.9639996E+001, 8.9609357E+001, 9.0282906E+001, 9.0653397E+001, 9.0531092E+001, 9.0304118E+001, 8.9967902E+001, 9.5732244E+001, 9.6382135E+001, 9.6157653E+001, 9.6624158E+001, 9.7103643E+001, 9.9676706E+001, 1.0006150E+002, 1.0035080E+002, 1.0037615E+002, 9.9751935E+001, 1.0001034E+002, 1.0056309E+002, 1.0063436E+002, 1.0040655E+002, 1.0010912E+002, 1.9800054E+001, 1.9800055E+001, 1.9800136E+001, 1.9800135E+001, 1.9800055E+001, 1.9800054E+001, 1.9800151E+001, 1.9800061E+001, 1.9800153E+001, 1.9800065E+001, 1.9800066E+001, 1.9800162E+001, 1.9800164E+001, 1.9800067E+001, 1.9800066E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.6000219E+003, 2.8774657E+002, 2.8959843E+002, 2.9967969E+002, 3.0489341E+002, 3.0777730E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 9.6856554E+001, 9.7271125E+001, 9.7492094E+001, 9.7601697E+001, 9.7574162E+001, 9.8306746E+001, 9.8709917E+001, 9.8558868E+001, 9.8317682E+001, 9.7933482E+001, 1.0410532E+002, 1.0481353E+002, 1.0459368E+002, 1.0505480E+002, 1.0555132E+002, 1.0815837E+002, 1.0858469E+002, 1.0887830E+002, 1.0891982E+002, 1.0825748E+002, 1.0860568E+002, 1.0922036E+002, 1.0929327E+002, 1.0904747E+002, 1.0873751E+002, 1.9800081E+001, 1.9800082E+001, 1.9800196E+001, 1.9800195E+001, 1.9800082E+001, 1.9800081E+001, 1.9800217E+001, 1.9800090E+001, 1.9800220E+001, 1.9800097E+001, 1.9800098E+001, 1.9800232E+001, 1.9800235E+001, 1.9800100E+001, 1.9800098E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.6501810E+003, 2.9179723E+002, 2.9384939E+002, 3.0491575E+002, 3.0990096E+002, 3.1293865E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0479157E+002, 1.0522753E+002, 1.0543634E+002, 1.0560271E+002, 1.0558139E+002, 1.0634989E+002, 1.0677712E+002, 1.0659001E+002, 1.0635089E+002, 1.0592629E+002, 1.1235970E+002, 1.1312160E+002, 1.1291410E+002, 1.1335185E+002, 1.1385743E+002, 1.1646257E+002, 1.1691662E+002, 1.1720593E+002, 1.1727035E+002, 1.1658330E+002, 1.1701759E+002, 1.1770193E+002, 1.1776557E+002, 1.1751610E+002, 1.1718010E+002, 1.9800119E+001, 1.9800121E+001, 1.9800278E+001, 1.9800278E+001, 1.9800120E+001, 1.9800118E+001, 1.9800309E+001, 1.9800132E+001, 1.9800313E+001, 1.9800142E+001, 1.9800143E+001, 1.9800330E+001, 1.9800334E+001, 1.9800146E+001, 1.9800144E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.7001990E+003, 2.9603104E+002, 2.9829705E+002, 3.0925610E+002, 3.1434615E+002, 3.1751948E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.1255462E+002, 1.1301045E+002, 1.1320195E+002, 1.1342269E+002, 1.1341406E+002, 1.1420361E+002, 1.1465103E+002, 1.1442373E+002, 1.1420212E+002, 1.1373855E+002, 1.2037035E+002, 1.2119563E+002, 1.2099653E+002, 1.2141279E+002, 1.2191771E+002, 1.2454897E+002, 1.2502810E+002, 1.2530682E+002, 1.2540061E+002, 1.2467961E+002, 1.2521603E+002, 1.2599564E+002, 1.2603442E+002, 1.2579601E+002, 1.2541274E+002, 1.9800172E+001, 1.9800174E+001, 1.9800390E+001, 1.9800390E+001, 1.9800174E+001, 1.9800171E+001, 1.9800433E+001, 1.9800191E+001, 1.9800439E+001, 1.9800204E+001, 1.9800207E+001, 1.9800462E+001, 1.9800467E+001, 1.9800210E+001, 1.9800207E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.7500281E+003, 2.9997674E+002, 3.0240083E+002, 3.1316338E+002, 3.1792625E+002, 3.2156954E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.1999590E+002, 1.2047571E+002, 1.2064120E+002, 1.2091511E+002, 1.2091504E+002, 1.2172180E+002, 1.2218995E+002, 1.2192344E+002, 1.2172661E+002, 1.2122222E+002, 1.2806896E+002, 1.2897461E+002, 1.2877366E+002, 1.2918382E+002, 1.2967949E+002, 1.3235018E+002, 1.3286364E+002, 1.3311607E+002, 1.3324611E+002, 1.3248234E+002, 1.3313597E+002, 1.3401650E+002, 1.3402041E+002, 1.3381318E+002, 1.3336602E+002, 1.9800244E+001, 1.9800248E+001, 1.9800541E+001, 1.9800541E+001, 1.9800247E+001, 1.9800243E+001, 1.9800599E+001, 1.9800273E+001, 1.9800608E+001, 1.9800290E+001, 1.9800294E+001, 1.9800640E+001, 1.9800646E+001, 1.9800298E+001, 1.9800294E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.8001317E+003, 3.0369194E+002, 3.0585264E+002, 3.1670845E+002, 3.2124827E+002, 3.2482733E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.2713811E+002, 1.2765320E+002, 1.2778474E+002, 1.2811042E+002, 1.2811463E+002, 1.2894441E+002, 1.2944023E+002, 1.2913316E+002, 1.2896476E+002, 1.2841418E+002, 1.3548844E+002, 1.3647790E+002, 1.3625697E+002, 1.3668873E+002, 1.3716293E+002, 1.3985280E+002, 1.4040919E+002, 1.4061964E+002, 1.4079718E+002, 1.3998028E+002, 1.4076665E+002, 1.4174775E+002, 1.4171040E+002, 1.4154404E+002, 1.4101944E+002, 1.9800343E+001, 1.9800348E+001, 1.9800740E+001, 1.9800741E+001, 1.9800348E+001, 1.9800342E+001, 1.9800820E+001, 1.9800383E+001, 1.9800831E+001, 1.9800408E+001, 1.9800412E+001, 1.9800874E+001, 1.9800882E+001, 1.9800417E+001, 1.9800413E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565524E+004, 1.0565524E+004, 1.0565524E+004
 1.8501214E+003, 3.0732213E+002, 3.0932607E+002, 3.1969839E+002, 3.2427533E+002, 3.2809583E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.3399342E+002, 1.3455348E+002, 1.3464453E+002, 1.3502359E+002, 1.3502073E+002, 1.3587446E+002, 1.3640468E+002, 1.3605400E+002, 1.3592648E+002, 1.3532246E+002, 1.4259683E+002, 1.4366514E+002, 1.4341908E+002, 1.4388560E+002, 1.4432706E+002, 1.4700770E+002, 1.4761174E+002, 1.4777044E+002, 1.4799994E+002, 1.4712957E+002, 1.4805482E+002, 1.4911763E+002, 1.4904102E+002, 1.4892341E+002, 1.4831419E+002, 1.9800477E+001, 1.9800483E+001, 1.9801002E+001, 1.9801004E+001, 1.9800483E+001, 1.9800476E+001, 1.9801110E+001, 1.9800532E+001, 1.9801126E+001, 1.9800565E+001, 1.9800571E+001, 1.9801183E+001, 1.9801192E+001, 1.9800577E+001, 1.9800571E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565642E+004, 1.0565642E+004, 1.0565642E+004
 1.9000115E+003, 3.1074254E+002, 3.1308289E+002, 3.2311541E+002, 3.2744583E+002, 3.3111191E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.4052298E+002, 1.4113154E+002, 1.4118789E+002, 1.4161763E+002, 1.4159611E+002, 1.4247084E+002, 1.4304345E+002, 1.4264380E+002, 1.4256353E+002, 1.4190078E+002, 1.4932738E+002, 1.5045981E+002, 1.5018686E+002, 1.5069411E+002, 1.5109178E+002, 1.5374124E+002, 1.5440166E+002, 1.5450433E+002, 1.5479110E+002, 1.5386931E+002, 1.5492027E+002, 1.5606938E+002, 1.5595139E+002, 1.5588742E+002, 1.5520122E+002, 1.9800654E+001, 1.9800662E+001, 1.9801342E+001, 1.9801346E+001, 1.9800662E+001, 1.9800653E+001, 1.9801486E+001, 1.9800729E+001, 1.9801507E+001, 1.9800774E+001, 1.9800782E+001, 1.9801583E+001, 1.9801594E+001, 1.9800790E+001, 1.9800782E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
 1.9500633E+003, 3.1429904E+002, 3.1672346E+002, 3.2613227E+002, 3.3022420E+002, 3.3427055E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.4675985E+002, 1.4742089E+002, 1.4744161E+002, 1.4791633E+002, 1.4787397E+002, 1.4876343E+002, 1.4938394E+002, 1.4893036E+002, 1.4890425E+002, 1.4818134E+002, 1.5571133E+002, 1.5690685E+002, 1.5660373E+002, 1.5716775E+002, 1.5750864E+002, 1.6012662E+002, 1.6085260E+002, 1.6089286E+002, 1.6124297E+002, 1.6027751E+002, 1.6143105E+002, 1.6267901E+002, 1.6251548E+002, 1.6250492E+002, 1.6175678E+002, 1.9800887E+001, 1.9800898E+001, 1.9801781E+001, 1.9801787E+001, 1.9800899E+001, 1.9800887E+001, 1.9801971E+001, 1.9800989E+001, 1.9801999E+001, 1.9801049E+001, 1.9801060E+001, 1.9802099E+001, 1.9802112E+001, 1.9801069E+001, 1.9801059E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
 2.0000012E+003, 3.1795372E+002, 3.2031057E+002, 3.2928414E+002, 3.3301176E+002, 3.3679774E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.5271080E+002, 1.5343644E+002, 1.5340376E+002, 1.5393261E+002, 1.5386469E+002, 1.5476814E+002, 1.5544704E+002, 1.5493294E+002, 1.5496692E+002, 1.5417780E+002, 1.6177704E+002, 1.6303945E+002, 1.6269670E+002, 1.6333262E+002, 1.6360659E+002, 1.6617841E+002, 1.6696908E+002, 1.6694567E+002, 1.6735769E+002, 1.6636573E+002, 1.6758916E+002, 1.6893765E+002, 1.6873039E+002, 1.6877242E+002, 1.6796391E+002, 1.9801191E+001, 1.9801205E+001, 1.9802341E+001, 1.9802350E+001, 1.9801207E+001, 1.9801192E+001, 1.9802589E+001, 1.9801327E+001, 1.9802627E+001, 1.9801408E+001, 1.9801421E+001, 1.9802757E+001, 1.9802772E+001, 1.9801433E+001, 1.9801419E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
 2.0500771E+003, 3.2132147E+002, 3.2386478E+002, 3.3205329E+002, 3.3547194E+002, 3.3961770E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.5842919E+002, 1.5922829E+002, 1.5912802E+002, 1.5972671E+002, 1.5961846E+002, 1.6053946E+002, 1.6128220E+002, 1.6069921E+002, 1.6080347E+002, 1.5994245E+002, 1.6754879E+002, 1.6887241E+002, 1.6848613E+002, 1.6919944E+002, 1.6939416E+002, 1.7189019E+002, 1.7275792E+002, 1.7265980E+002, 1.7314286E+002, 1.7212472E+002, 1.7339397E+002, 1.7485178E+002, 1.7458156E+002, 1.7469198E+002, 1.7380741E+002, 1.9801584E+001, 1.9801602E+001, 1.9803051E+001, 1.9803065E+001, 1.9801606E+001, 1.9801586E+001, 1.9803373E+001, 1.9801765E+001, 1.9803423E+001, 1.9801871E+001, 1.9801889E+001, 1.9803591E+001, 1.9803608E+001, 1.9801902E+001, 1.9801885E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
 2.1001522E+003, 3.2487211E+002, 3.2749895E+002, 3.3492050E+002, 3.3809547E+002, 3.4258256E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.6393037E+002, 1.6479779E+002, 1.6462367E+002, 1.6529585E+002, 1.6513752E+002, 1.6608376E+002, 1.6689305E+002, 1.6623131E+002, 1.6641254E+002, 1.6547991E+002, 1.7304966E+002, 1.7444380E+002, 1.7399587E+002, 1.7480766E+002, 1.7490026E+002, 1.7731501E+002, 1.7828297E+002, 1.7809659E+002, 1.7867208E+002, 1.7759995E+002, 1.7892990E+002, 1.8051674E+002, 1.8016046E+002, 1.8035547E+002, 1.7937157E+002, 1.9802087E+001, 1.9802111E+001, 1.9803944E+001, 1.9803964E+001, 1.9802118E+001, 1.9802093E+001, 1.9804358E+001, 1.9802326E+001, 1.9804424E+001, 1.9802465E+001, 1.9802487E+001, 1.9804640E+001, 1.9804660E+001, 1.9802503E+001, 1.9802481E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
