s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 3.014E+01, 1.264E-03,-1.159E-03, 4.624E-05, 1.195E+00
 6.007E+01, 3.752E-03, 1.572E-03, 3.284E-05, 1.195E+00
 9.001E+01, 6.201E-03, 4.058E-03, 3.464E-05, 1.195E+00
 1.201E+02, 8.615E-03, 6.312E-03, 4.466E-05, 1.195E+00
 1.501E+02, 1.097E-02, 1.045E-02, 3.017E-05, 1.195E+00
 1.800E+02, 1.324E-02, 1.294E-02, 2.519E-05, 1.195E+00
 2.102E+02, 1.544E-02, 1.649E-02, 2.600E-05, 1.195E+00
 2.401E+02, 1.756E-02, 1.881E-02, 2.387E-05, 1.195E+00
 2.700E+02, 1.958E-02, 2.175E-02, 2.301E-05, 1.195E+00
 3.002E+02, 2.153E-02, 2.420E-02, 2.118E-05, 1.195E+00
 3.301E+02, 2.340E-02, 2.694E-02, 2.402E-05, 1.195E+00
 3.600E+02, 2.519E-02, 2.845E-02, 2.180E-05, 1.195E+00
 3.902E+02, 2.692E-02, 3.092E-02, 2.106E-05, 1.195E+00
 4.201E+02, 2.857E-02, 3.391E-02, 2.133E-05, 1.195E+00
 4.501E+02, 3.016E-02, 3.632E-02, 2.016E-05, 1.195E+00
 4.802E+02, 3.170E-02, 3.871E-02, 2.049E-05, 1.195E+00
 5.101E+02, 3.318E-02, 4.152E-02, 2.168E-05, 1.195E+00
 5.401E+02, 3.460E-02, 4.387E-02, 2.156E-05, 1.195E+00
 5.700E+02, 3.597E-02, 4.612E-02, 2.159E-05, 1.195E+00
 6.001E+02, 3.730E-02, 4.850E-02, 2.178E-05, 1.195E+00
 6.301E+02, 3.858E-02, 5.107E-02, 2.373E-05, 1.195E+00
 6.600E+02, 3.980E-02, 5.350E-02, 2.469E-05, 1.195E+00
 6.902E+02, 4.099E-02, 5.594E-02, 2.587E-05, 1.195E+00
 7.201E+02, 4.212E-02, 5.817E-02, 2.666E-05, 1.195E+00
 7.500E+02, 4.320E-02, 6.049E-02, 2.852E-05, 1.195E+00
 7.802E+02, 4.423E-02, 6.272E-02, 3.042E-05, 1.195E+00
 8.101E+02, 4.521E-02, 6.508E-02, 3.244E-05, 1.195E+00
 8.400E+02, 4.614E-02, 6.702E-02, 3.301E-05, 1.195E+00
 8.702E+02, 4.701E-02, 6.911E-02, 3.539E-05, 1.195E+00
 9.001E+02, 4.784E-02, 7.132E-02, 3.786E-05, 1.195E+00
 9.300E+02, 4.861E-02, 7.322E-02, 4.007E-05, 1.195E+00
 9.602E+02, 4.933E-02, 7.457E-02, 4.157E-05, 1.195E+00
 9.901E+02, 5.001E-02, 7.647E-02, 4.368E-05, 1.195E+00
 1.020E+03, 5.062E-02, 7.873E-02, 4.527E-05, 1.195E+00
