s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 5.535E-05, 1.196E+00
 1.054E+00, 4.770E-01, 4.807E-01, 5.047E-05, 1.196E+00
 2.010E+00, 1.287E+00, 1.299E+00, 1.071E-04, 1.196E+00
 3.002E+00, 2.061E+00, 2.104E+00, 1.980E-04, 1.196E+00
 4.005E+00, 2.827E+00, 2.908E+00, 9.897E-04, 1.196E+00
 5.003E+00, 3.562E+00, 3.865E+00, 3.075E-03, 1.196E+00
 6.003E+00, 4.255E+00, 4.563E+00, 3.197E-03, 1.196E+00
 7.005E+00, 4.906E+00, 5.650E+00, 3.362E-03, 1.196E+00
 8.001E+00, 5.509E+00, 6.480E+00, 4.299E-03, 1.196E+00
 9.005E+00, 6.067E+00, 6.725E+00, 4.145E-03, 1.196E+00
 1.000E+01, 6.576E+00, 7.654E+00, 4.776E-03, 1.196E+00
 1.100E+01, 7.038E+00, 8.351E+00, 4.500E-03, 1.196E+00
 1.200E+01, 7.453E+00, 8.812E+00, 4.358E-03, 1.196E+00
 1.300E+01, 7.827E+00, 9.392E+00, 6.002E-03, 1.196E+00
 1.400E+01, 8.164E+00, 9.293E+00, 5.047E-03, 1.196E+00
 1.500E+01, 8.465E+00, 1.023E+01, 5.472E-03, 1.196E+00
 1.600E+01, 8.722E+00, 1.040E+01, 5.716E-03, 1.196E+00
 1.700E+01, 8.936E+00, 1.080E+01, 6.545E-03, 1.196E+00
 1.800E+01, 9.115E+00, 1.104E+01, 6.477E-03, 1.196E+00
 1.900E+01, 9.279E+00, 1.115E+01, 7.142E-03, 1.196E+00
 2.000E+01, 9.412E+00, 1.146E+01, 5.628E-03, 1.196E+00
 2.100E+01, 9.535E+00, 1.137E+01, 6.489E-03, 1.196E+00
 2.200E+01, 9.634E+00, 1.163E+01, 7.600E-03, 1.196E+00
 2.300E+01, 9.709E+00, 1.136E+01, 5.499E-03, 1.196E+00
 2.400E+01, 9.770E+00, 1.150E+01, 6.829E-03, 1.196E+00
 2.500E+01, 9.815E+00, 1.177E+01, 7.000E-03, 1.196E+00
 2.600E+01, 9.846E+00, 1.139E+01, 7.102E-03, 1.196E+00
 2.700E+01, 9.870E+00, 1.180E+01, 7.731E-03, 1.196E+00
 2.800E+01, 9.899E+00, 1.176E+01, 8.060E-03, 1.196E+00
 2.900E+01, 9.929E+00, 1.137E+01, 6.080E-03, 1.196E+00
 3.000E+01, 9.944E+00, 1.199E+01, 8.203E-03, 1.196E+00
 3.100E+01, 9.959E+00, 1.197E+01, 7.013E-03, 1.196E+00
 3.200E+01, 9.972E+00, 1.175E+01, 6.909E-03, 1.196E+00
 3.300E+01, 9.988E+00, 1.242E+01, 8.869E-03, 1.196E+00
 3.400E+01, 9.998E+00, 1.190E+01, 5.243E-03, 1.196E+00
 3.500E+01, 1.000E+01, 1.191E+01, 6.604E-03, 1.196E+00
 3.600E+01, 1.001E+01, 1.175E+01, 6.335E-03, 1.196E+00
 3.700E+01, 1.002E+01, 1.210E+01, 7.741E-03, 1.196E+00
 3.800E+01, 1.002E+01, 1.156E+01, 6.613E-03, 1.196E+00
 3.900E+01, 1.003E+01, 1.241E+01, 7.648E-03, 1.196E+00
 4.000E+01, 1.003E+01, 1.206E+01, 6.195E-03, 1.196E+00
 4.100E+01, 1.003E+01, 1.159E+01, 6.158E-03, 1.196E+00
 4.200E+01, 1.004E+01, 1.241E+01, 8.128E-03, 1.196E+00
 4.300E+01, 1.004E+01, 1.219E+01, 6.781E-03, 1.196E+00
 4.400E+01, 1.005E+01, 1.216E+01, 6.461E-03, 1.196E+00
 4.500E+01, 1.005E+01, 1.210E+01, 7.944E-03, 1.196E+00
 4.600E+01, 1.005E+01, 1.217E+01, 8.174E-03, 1.196E+00
 4.700E+01, 1.005E+01, 1.188E+01, 7.357E-03, 1.196E+00
 4.800E+01, 1.005E+01, 1.210E+01, 6.199E-03, 1.196E+00
 4.900E+01, 1.006E+01, 1.206E+01, 7.111E-03, 1.196E+00
 5.000E+01, 1.006E+01, 1.250E+01, 8.225E-03, 1.196E+00
 5.100E+01, 1.006E+01, 1.207E+01, 5.899E-03, 1.196E+00
 5.200E+01, 1.006E+01, 1.198E+01, 6.155E-03, 1.196E+00
 5.300E+01, 1.006E+01, 1.189E+01, 6.949E-03, 1.196E+00
 5.400E+01, 1.007E+01, 1.218E+01, 7.222E-03, 1.196E+00
 5.500E+01, 1.007E+01, 1.218E+01, 7.274E-03, 1.196E+00
 5.600E+01, 1.007E+01, 1.174E+01, 5.907E-03, 1.196E+00
 5.700E+01, 1.006E+01, 1.226E+01, 5.872E-03, 1.196E+00
 5.800E+01, 1.006E+01, 1.193E+01, 5.318E-03, 1.196E+00
 5.900E+01, 1.006E+01, 1.213E+01, 6.218E-03, 1.196E+00
 6.000E+01, 1.007E+01, 1.228E+01, 6.972E-03, 1.196E+00
 6.100E+01, 1.007E+01, 1.214E+01, 5.929E-03, 1.196E+00
 6.200E+01, 1.007E+01, 1.186E+01, 5.938E-03, 1.196E+00
 6.300E+01, 1.009E+01, 1.227E+01, 7.513E-03, 1.196E+00
 6.400E+01, 1.009E+01, 1.206E+01, 7.384E-03, 1.196E+00
 6.500E+01, 1.009E+01, 1.188E+01, 7.185E-03, 1.196E+00
 6.600E+01, 1.010E+01, 1.215E+01, 7.486E-03, 1.196E+00
 6.700E+01, 1.010E+01, 1.228E+01, 6.958E-03, 1.196E+00
 6.800E+01, 1.011E+01, 1.192E+01, 7.521E-03, 1.196E+00
 6.900E+01, 1.011E+01, 1.231E+01, 6.736E-03, 1.196E+00
 7.000E+01, 1.012E+01, 1.265E+01, 8.639E-03, 1.196E+00
 7.100E+01, 1.012E+01, 1.197E+01, 6.611E-03, 1.196E+00
 7.200E+01, 1.011E+01, 1.202E+01, 8.363E-03, 1.196E+00
 7.300E+01, 1.011E+01, 1.226E+01, 7.638E-03, 1.196E+00
 7.400E+01, 1.011E+01, 1.258E+01, 7.283E-03, 1.196E+00
 7.500E+01, 1.011E+01, 1.204E+01, 6.441E-03, 1.196E+00
 7.600E+01, 1.011E+01, 1.225E+01, 6.576E-03, 1.196E+00
