s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 6.760E-05, 1.196E+00
 3.004E+01, 1.252E-03,-1.603E-03, 4.636E-05, 1.196E+00
 6.008E+01, 3.693E-03, 2.421E-03, 3.270E-05, 1.196E+00
 9.012E+01, 6.068E-03, 5.308E-03, 3.524E-05, 1.196E+00
 1.202E+02, 8.382E-03, 6.625E-03, 4.565E-05, 1.196E+00
 1.500E+02, 1.063E-02, 8.575E-03, 3.056E-05, 1.196E+00
 1.801E+02, 1.282E-02, 1.315E-02, 2.474E-05, 1.196E+00
 2.101E+02, 1.498E-02, 1.619E-02, 2.651E-05, 1.196E+00
 2.401E+02, 1.708E-02, 1.961E-02, 2.436E-05, 1.196E+00
 2.702E+02, 1.913E-02, 2.158E-02, 2.340E-05, 1.196E+00
 3.000E+02, 2.114E-02, 2.409E-02, 2.124E-05, 1.196E+00
 3.301E+02, 2.310E-02, 2.687E-02, 2.456E-05, 1.196E+00
 3.601E+02, 2.503E-02, 2.817E-02, 2.178E-05, 1.196E+00
 3.901E+02, 2.692E-02, 3.090E-02, 2.148E-05, 1.196E+00
 4.202E+02, 2.877E-02, 3.362E-02, 2.127E-05, 1.196E+00
 4.500E+02, 3.059E-02, 3.643E-02, 2.088E-05, 1.196E+00
 4.801E+02, 3.236E-02, 3.860E-02, 2.087E-05, 1.196E+00
 5.101E+02, 3.411E-02, 4.141E-02, 2.204E-05, 1.196E+00
 5.402E+02, 3.582E-02, 4.365E-02, 2.140E-05, 1.196E+00
 5.700E+02, 3.749E-02, 4.609E-02, 2.170E-05, 1.196E+00
 6.000E+02, 3.913E-02, 4.828E-02, 2.127E-05, 1.196E+00
 6.301E+02, 4.072E-02, 5.087E-02, 2.301E-05, 1.196E+00
 6.601E+02, 4.224E-02, 5.355E-02, 2.425E-05, 1.196E+00
 6.902E+02, 4.372E-02, 5.585E-02, 2.454E-05, 1.196E+00
 7.200E+02, 4.514E-02, 5.803E-02, 2.515E-05, 1.196E+00
 7.501E+02, 4.653E-02, 6.041E-02, 2.649E-05, 1.196E+00
 7.801E+02, 4.788E-02, 6.283E-02, 2.785E-05, 1.196E+00
 8.101E+02, 4.918E-02, 6.529E-02, 2.950E-05, 1.196E+00
 8.402E+02, 5.045E-02, 6.729E-02, 2.976E-05, 1.196E+00
 8.700E+02, 5.167E-02, 6.946E-02, 3.118E-05, 1.196E+00
 9.001E+02, 5.285E-02, 7.179E-02, 3.311E-05, 1.196E+00
 9.301E+02, 5.399E-02, 7.409E-02, 3.501E-05, 1.196E+00
 9.601E+02, 5.509E-02, 7.600E-02, 3.552E-05, 1.196E+00
 9.902E+02, 5.615E-02, 7.792E-02, 3.717E-05, 1.196E+00
 1.020E+03, 5.717E-02, 7.996E-02, 3.907E-05, 1.196E+00
 1.050E+03, 5.814E-02, 8.196E-02, 4.034E-05, 1.196E+00
 1.080E+03, 5.908E-02, 8.385E-02, 4.155E-05, 1.196E+00
 1.110E+03, 5.998E-02, 8.560E-02, 4.306E-05, 1.196E+00
 1.140E+03, 6.085E-02, 8.710E-02, 4.474E-05, 1.196E+00
 1.170E+03, 6.168E-02, 8.877E-02, 4.613E-05, 1.196E+00
 1.200E+03, 6.249E-02, 9.046E-02, 4.717E-05, 1.196E+00
 1.230E+03, 6.326E-02, 9.209E-02, 4.791E-05, 1.196E+00
 1.260E+03, 6.401E-02, 9.356E-02, 4.903E-05, 1.196E+00
 1.290E+03, 6.472E-02, 9.498E-02, 5.007E-05, 1.196E+00
 1.320E+03, 6.540E-02, 9.628E-02, 5.150E-05, 1.196E+00
 1.350E+03, 6.606E-02, 9.739E-02, 5.256E-05, 1.196E+00
 1.380E+03, 6.669E-02, 9.898E-02, 5.316E-05, 1.196E+00
 1.410E+03, 6.730E-02, 9.987E-02, 5.398E-05, 1.196E+00
 1.440E+03, 6.787E-02, 1.012E-01, 5.524E-05, 1.196E+00
 1.470E+03, 6.842E-02, 1.026E-01, 5.666E-05, 1.196E+00
 1.500E+03, 6.894E-02, 1.033E-01, 5.661E-05, 1.196E+00
 1.530E+03, 6.944E-02, 1.043E-01, 5.792E-05, 1.196E+00
 1.560E+03, 6.992E-02, 1.052E-01, 5.921E-05, 1.196E+00
 1.590E+03, 7.037E-02, 1.059E-01, 5.878E-05, 1.196E+00
 1.620E+03, 7.080E-02, 1.069E-01, 6.339E-05, 1.196E+00
 1.650E+03, 7.122E-02, 1.075E-01, 6.165E-05, 1.196E+00
 1.680E+03, 7.161E-02, 1.081E-01, 6.209E-05, 1.196E+00
 1.710E+03, 7.197E-02, 1.067E-01, 6.105E-05, 1.196E+00
 1.740E+03, 7.231E-02, 1.087E-01, 6.647E-05, 1.196E+00
 1.770E+03, 7.262E-02, 1.087E-01, 6.714E-05, 1.196E+00
