s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00, 4.066E-20,-2.050E-03, 5.530E-05, 1.195E+00
 2.017E-01, 8.579E+00, 8.720E+00, 9.087E-05, 1.195E+00
 4.009E-01, 2.379E+01, 2.529E+01, 3.448E-03, 1.195E+00
 6.002E-01, 3.723E+01, 4.185E+01, 2.106E-02, 1.195E+00
 8.006E-01, 4.799E+01, 5.856E+01, 3.544E-02, 1.195E+00
 1.001E+00, 5.539E+01, 6.905E+01, 3.726E-02, 1.195E+00
 1.200E+00, 6.066E+01, 7.705E+01, 4.816E-02, 1.195E+00
 1.400E+00, 6.420E+01, 8.224E+01, 4.993E-02, 1.195E+00
 1.600E+00, 6.645E+01, 8.446E+01, 4.557E-02, 1.195E+00
 1.800E+00, 6.787E+01, 8.755E+01, 5.087E-02, 1.195E+00
 2.000E+00, 6.879E+01, 8.735E+01, 4.578E-02, 1.195E+00
 2.200E+00, 6.921E+01, 8.741E+01, 4.624E-02, 1.195E+00
 2.400E+00, 6.952E+01, 8.780E+01, 4.828E-02, 1.195E+00
 2.600E+00, 6.979E+01, 8.774E+01, 4.212E-02, 1.195E+00
 2.800E+00, 6.981E+01, 8.767E+01, 4.490E-02, 1.195E+00
 3.000E+00, 6.972E+01, 8.839E+01, 4.896E-02, 1.195E+00
 3.200E+00, 6.985E+01, 8.668E+01, 4.145E-02, 1.195E+00
 3.400E+00, 6.994E+01, 8.807E+01, 5.081E-02, 1.195E+00
 3.600E+00, 7.000E+01, 8.850E+01, 5.215E-02, 1.195E+00
 3.800E+00, 6.993E+01, 8.835E+01, 5.053E-02, 1.195E+00
 4.000E+00, 6.984E+01, 8.836E+01, 5.117E-02, 1.195E+00
 4.200E+00, 6.986E+01, 8.890E+01, 4.990E-02, 1.195E+00
 4.400E+00, 7.000E+01, 8.800E+01, 4.790E-02, 1.195E+00
 4.600E+00, 7.006E+01, 8.933E+01, 4.306E-02, 1.195E+00
 4.800E+00, 7.001E+01, 8.863E+01, 4.875E-02, 1.195E+00
 5.000E+00, 7.003E+01, 8.816E+01, 4.749E-02, 1.195E+00
 5.200E+00, 6.997E+01, 8.745E+01, 5.092E-02, 1.195E+00
 5.400E+00, 6.996E+01, 8.898E+01, 5.232E-02, 1.195E+00
 5.600E+00, 7.015E+01, 8.971E+01, 4.858E-02, 1.195E+00
 5.800E+00, 7.019E+01, 8.869E+01, 4.782E-02, 1.195E+00
 6.000E+00, 7.014E+01, 8.866E+01, 4.049E-02, 1.195E+00
 6.200E+00, 7.006E+01, 8.711E+01, 4.472E-02, 1.195E+00
 6.400E+00, 6.999E+01, 8.927E+01, 4.732E-02, 1.195E+00
 6.600E+00, 6.997E+01, 8.849E+01, 4.973E-02, 1.195E+00
 6.800E+00, 6.998E+01, 8.693E+01, 4.919E-02, 1.195E+00
 7.000E+00, 7.013E+01, 8.850E+01, 3.520E-02, 1.195E+00
 7.200E+00, 7.023E+01, 8.935E+01, 4.222E-02, 1.195E+00
 7.400E+00, 7.020E+01, 8.966E+01, 4.506E-02, 1.195E+00
 7.600E+00, 7.013E+01, 8.700E+01, 4.763E-02, 1.195E+00
 7.800E+00, 7.008E+01, 8.954E+01, 4.291E-02, 1.195E+00
 8.000E+00, 7.008E+01, 8.943E+01, 4.959E-02, 1.195E+00
 8.200E+00, 7.010E+01, 8.881E+01, 5.157E-02, 1.195E+00
 8.400E+00, 7.014E+01, 8.938E+01, 4.482E-02, 1.195E+00
 8.600E+00, 7.014E+01, 8.959E+01, 4.257E-02, 1.195E+00
 8.800E+00, 7.022E+01, 9.089E+01, 4.758E-02, 1.195E+00
 9.000E+00, 7.037E+01, 9.021E+01, 5.772E-02, 1.195E+00
 9.200E+00, 7.041E+01, 8.779E+01, 5.005E-02, 1.195E+00
 9.400E+00, 7.039E+01, 8.946E+01, 4.360E-02, 1.195E+00
 9.600E+00, 7.040E+01, 8.853E+01, 5.036E-02, 1.195E+00
 9.800E+00, 7.031E+01, 9.044E+01, 5.139E-02, 1.195E+00
 1.000E+01, 7.032E+01, 8.936E+01, 5.376E-02, 1.195E+00
 1.020E+01, 7.030E+01, 8.924E+01, 3.591E-02, 1.195E+00
 1.040E+01, 7.025E+01, 8.959E+01, 4.663E-02, 1.195E+00
 1.060E+01, 7.015E+01, 8.768E+01, 4.055E-02, 1.195E+00
 1.080E+01, 7.015E+01, 8.880E+01, 3.959E-02, 1.195E+00
 1.100E+01, 7.019E+01, 8.920E+01, 4.908E-02, 1.195E+00
 1.120E+01, 7.015E+01, 8.855E+01, 4.125E-02, 1.195E+00
 1.140E+01, 7.021E+01, 9.086E+01, 5.506E-02, 1.195E+00
 1.160E+01, 7.031E+01, 8.977E+01, 3.967E-02, 1.195E+00
 1.180E+01, 7.034E+01, 8.987E+01, 4.489E-02, 1.195E+00
 1.200E+01, 7.027E+01, 9.064E+01, 4.151E-02, 1.195E+00
 1.220E+01, 7.031E+01, 8.938E+01, 4.005E-02, 1.195E+00
 1.240E+01, 7.019E+01, 8.897E+01, 4.468E-02, 1.195E+00
 1.260E+01, 7.029E+01, 9.064E+01, 4.444E-02, 1.195E+00
 1.280E+01, 7.038E+01, 8.920E+01, 4.650E-02, 1.195E+00
 1.300E+01, 7.029E+01, 8.867E+01, 4.730E-02, 1.195E+00
 1.320E+01, 7.023E+01, 8.936E+01, 5.294E-02, 1.195E+00
 1.340E+01, 7.040E+01, 8.783E+01, 4.800E-02, 1.195E+00
 1.360E+01, 7.040E+01, 9.000E+01, 4.543E-02, 1.195E+00
 1.380E+01, 7.032E+01, 9.021E+01, 4.274E-02, 1.195E+00
 1.400E+01, 7.026E+01, 8.980E+01, 4.778E-02, 1.195E+00
 1.420E+01, 7.019E+01, 8.825E+01, 4.770E-02, 1.195E+00
 1.440E+01, 7.021E+01, 8.750E+01, 4.159E-02, 1.195E+00
 1.460E+01, 7.027E+01, 8.845E+01, 4.355E-02, 1.195E+00
 1.480E+01, 7.030E+01, 8.826E+01, 4.300E-02, 1.195E+00
 1.500E+01, 7.022E+01, 8.770E+01, 4.746E-02, 1.195E+00
