s,m3/s,m/s,kg/m/s,kg/m3
 7.000E+00, 1.381E+02, 1.442E+02, 1.722E-01, 1.195E+00
 7.200E+00, 1.381E+02, 1.459E+02, 1.461E-01, 1.195E+00
 7.400E+00, 1.382E+02, 1.491E+02, 1.671E-01, 1.195E+00
 7.601E+00, 1.382E+02, 1.472E+02, 1.547E-01, 1.195E+00
 7.800E+00, 1.382E+02, 1.446E+02, 1.713E-01, 1.195E+00
 8.000E+00, 1.383E+02, 1.472E+02, 1.527E-01, 1.195E+00
 8.200E+00, 1.383E+02, 1.468E+02, 1.685E-01, 1.195E+00
 8.400E+00, 1.383E+02, 1.454E+02, 1.536E-01, 1.195E+00
 8.600E+00, 1.383E+02, 1.479E+02, 1.474E-01, 1.195E+00
 8.800E+00, 1.382E+02, 1.482E+02, 1.510E-01, 1.195E+00
 9.001E+00, 1.382E+02, 1.467E+02, 1.738E-01, 1.195E+00
 9.200E+00, 1.382E+02, 1.455E+02, 1.735E-01, 1.195E+00
 9.400E+00, 1.381E+02, 1.485E+02, 1.383E-01, 1.195E+00
 9.600E+00, 1.381E+02, 1.474E+02, 1.591E-01, 1.195E+00
 9.801E+00, 1.380E+02, 1.475E+02, 1.463E-01, 1.195E+00
 1.000E+01, 1.381E+02, 1.468E+02, 1.644E-01, 1.195E+00
 1.020E+01, 1.381E+02, 1.455E+02, 1.744E-01, 1.195E+00
 1.040E+01, 1.381E+02, 1.465E+02, 1.429E-01, 1.195E+00
 1.060E+01, 1.382E+02, 1.461E+02, 1.885E-01, 1.195E+00
 1.080E+01, 1.382E+02, 1.477E+02, 1.379E-01, 1.195E+00
 1.100E+01, 1.381E+02, 1.487E+02, 1.366E-01, 1.195E+00
 1.120E+01, 1.381E+02, 1.451E+02, 1.715E-01, 1.195E+00
 1.140E+01, 1.379E+02, 1.457E+02, 1.603E-01, 1.195E+00
 1.160E+01, 1.379E+02, 1.480E+02, 1.688E-01, 1.195E+00
 1.180E+01, 1.379E+02, 1.436E+02, 1.472E-01, 1.195E+00
 1.200E+01, 1.378E+02, 1.456E+02, 1.583E-01, 1.195E+00
 1.220E+01, 1.379E+02, 1.419E+02, 1.575E-01, 1.195E+00
 1.240E+01, 1.378E+02, 1.453E+02, 1.435E-01, 1.195E+00
 1.260E+01, 1.379E+02, 1.441E+02, 1.526E-01, 1.195E+00
 1.280E+01, 1.379E+02, 1.448E+02, 1.291E-01, 1.195E+00
 1.300E+01, 1.379E+02, 1.477E+02, 1.677E-01, 1.195E+00
 1.320E+01, 1.380E+02, 1.477E+02, 1.707E-01, 1.195E+00
 1.340E+01, 1.380E+02, 1.457E+02, 1.510E-01, 1.195E+00
 1.360E+01, 1.381E+02, 1.492E+02, 1.544E-01, 1.195E+00
 1.380E+01, 1.381E+02, 1.481E+02, 1.769E-01, 1.195E+00
 1.400E+01, 1.382E+02, 1.456E+02, 1.536E-01, 1.195E+00
 1.420E+01, 1.382E+02, 1.445E+02, 1.794E-01, 1.195E+00
 1.440E+01, 1.382E+02, 1.460E+02, 1.849E-01, 1.195E+00
 1.460E+01, 1.381E+02, 1.459E+02, 1.396E-01, 1.195E+00
 1.480E+01, 1.380E+02, 1.459E+02, 1.658E-01, 1.195E+00
 1.500E+01, 1.378E+02, 1.439E+02, 1.484E-01, 1.195E+00
 1.520E+01, 1.378E+02, 1.478E+02, 1.775E-01, 1.195E+00
 1.540E+01, 1.378E+02, 1.452E+02, 1.913E-01, 1.195E+00
 1.560E+01, 1.378E+02, 1.441E+02, 1.507E-01, 1.195E+00
 1.580E+01, 1.377E+02, 1.419E+02, 1.303E-01, 1.195E+00
 1.600E+01, 1.378E+02, 1.446E+02, 1.672E-01, 1.195E+00
 1.620E+01, 1.378E+02, 1.486E+02, 1.467E-01, 1.195E+00
 1.640E+01, 1.379E+02, 1.465E+02, 1.559E-01, 1.195E+00
 1.660E+01, 1.378E+02, 1.458E+02, 1.587E-01, 1.195E+00
 1.680E+01, 1.379E+02, 1.457E+02, 1.749E-01, 1.195E+00
 1.700E+01, 1.380E+02, 1.459E+02, 1.724E-01, 1.195E+00
 1.720E+01, 1.381E+02, 1.482E+02, 1.501E-01, 1.195E+00
 1.740E+01, 1.381E+02, 1.507E+02, 1.818E-01, 1.195E+00
 1.760E+01, 1.381E+02, 1.444E+02, 1.592E-01, 1.195E+00
 1.780E+01, 1.380E+02, 1.441E+02, 1.472E-01, 1.195E+00
 1.800E+01, 1.378E+02, 1.439E+02, 1.518E-01, 1.195E+00
 1.820E+01, 1.378E+02, 1.452E+02, 1.591E-01, 1.195E+00
 1.840E+01, 1.379E+02, 1.420E+02, 1.614E-01, 1.195E+00
 1.860E+01, 1.379E+02, 1.478E+02, 1.527E-01, 1.195E+00
 1.880E+01, 1.379E+02, 1.482E+02, 1.739E-01, 1.195E+00
 1.900E+01, 1.379E+02, 1.414E+02, 1.628E-01, 1.195E+00
 1.920E+01, 1.379E+02, 1.449E+02, 1.309E-01, 1.195E+00
 1.940E+01, 1.379E+02, 1.441E+02, 1.602E-01, 1.195E+00
 1.960E+01, 1.379E+02, 1.439E+02, 1.552E-01, 1.195E+00
 1.980E+01, 1.379E+02, 1.466E+02, 1.539E-01, 1.195E+00
 2.000E+01, 1.380E+02, 1.478E+02, 1.841E-01, 1.195E+00
