s,m3/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 2.014E-01, 8.811E+00, 8.846E+00, 9.351E-05, 1.195E+00
 4.032E-01, 2.505E+01, 2.549E+01, 1.101E-03, 1.195E+00
 6.011E-01, 4.047E+01, 4.144E+01, 3.052E-02, 1.195E+00
 8.010E-01, 5.481E+01, 5.735E+01, 7.329E-02, 1.195E+00
 1.001E+00, 6.788E+01, 7.236E+01, 1.037E-01, 1.195E+00
 1.200E+00, 7.933E+01, 8.216E+01, 8.927E-02, 1.195E+00
 1.400E+00, 8.931E+01, 9.382E+01, 9.011E-02, 1.195E+00
 1.601E+00, 9.787E+01, 1.046E+02, 1.038E-01, 1.195E+00
 1.801E+00, 1.052E+02, 1.100E+02, 1.197E-01, 1.195E+00
 2.001E+00, 1.112E+02, 1.175E+02, 1.346E-01, 1.195E+00
 2.200E+00, 1.163E+02, 1.243E+02, 1.595E-01, 1.195E+00
 2.400E+00, 1.207E+02, 1.289E+02, 1.266E-01, 1.195E+00
 2.600E+00, 1.242E+02, 1.331E+02, 1.406E-01, 1.195E+00
 2.800E+00, 1.270E+02, 1.322E+02, 1.259E-01, 1.195E+00
 3.000E+00, 1.292E+02, 1.360E+02, 1.520E-01, 1.195E+00
 3.200E+00, 1.309E+02, 1.373E+02, 1.114E-01, 1.195E+00
 3.400E+00, 1.323E+02, 1.410E+02, 1.336E-01, 1.195E+00
 3.600E+00, 1.333E+02, 1.402E+02, 1.676E-01, 1.195E+00
 3.800E+00, 1.341E+02, 1.421E+02, 1.887E-01, 1.195E+00
 4.000E+00, 1.349E+02, 1.420E+02, 1.584E-01, 1.195E+00
 4.201E+00, 1.355E+02, 1.413E+02, 1.731E-01, 1.195E+00
 4.401E+00, 1.361E+02, 1.444E+02, 1.346E-01, 1.195E+00
 4.600E+00, 1.365E+02, 1.497E+02, 1.887E-01, 1.195E+00
 4.800E+00, 1.368E+02, 1.458E+02, 1.525E-01, 1.195E+00
 5.000E+00, 1.370E+02, 1.423E+02, 1.291E-01, 1.195E+00
 5.201E+00, 1.372E+02, 1.474E+02, 1.594E-01, 1.195E+00
 5.400E+00, 1.374E+02, 1.461E+02, 1.525E-01, 1.195E+00
 5.600E+00, 1.374E+02, 1.440E+02, 1.595E-01, 1.195E+00
 5.800E+00, 1.375E+02, 1.409E+02, 1.279E-01, 1.195E+00
 6.000E+00, 1.375E+02, 1.455E+02, 1.404E-01, 1.195E+00
 6.201E+00, 1.377E+02, 1.479E+02, 1.678E-01, 1.195E+00
 6.400E+00, 1.379E+02, 1.484E+02, 1.934E-01, 1.195E+00
 6.600E+00, 1.380E+02, 1.465E+02, 1.546E-01, 1.195E+00
 6.800E+00, 1.380E+02, 1.455E+02, 1.499E-01, 1.195E+00
