s,kg/s,kg/s,m3/s,m3/s
 2.3002962E+001, 2.3891233E+002, 3.4570353E+002, 2.0000000E+002, 2.8939782E+002
 2.4008961E+001, 2.3891232E+002, 3.4645274E+002, 2.0000001E+002, 2.9002501E+002
 2.5013743E+001, 2.3891233E+002, 3.4931311E+002, 2.0000001E+002, 2.9241951E+002
 2.6010837E+001, 2.3891233E+002, 3.4381068E+002, 2.0000001E+002, 2.8781328E+002
 2.7029835E+001, 2.3891234E+002, 3.4265683E+002, 2.0000001E+002, 2.8684735E+002
 2.8028187E+001, 2.3891233E+002, 3.4182305E+002, 2.0000001E+002, 2.8614937E+002
 2.9006728E+001, 2.3891233E+002, 3.4509130E+002, 2.0000000E+002, 2.8888531E+002
 3.0008337E+001, 2.3891234E+002, 3.4017517E+002, 2.0000000E+002, 2.8476988E+002
 3.1024148E+001, 2.3891234E+002, 3.3967809E+002, 2.0000000E+002, 2.8435375E+002
 3.2024415E+001, 2.3891233E+002, 3.3973658E+002, 2.0000000E+002, 2.8440272E+002
 3.3008605E+001, 2.3891233E+002, 3.3794902E+002, 2.0000000E+002, 2.8290632E+002
 3.4008584E+001, 2.3891233E+002, 3.4025825E+002, 2.0000000E+002, 2.8483941E+002
 3.5019784E+001, 2.3891233E+002, 3.3685037E+002, 2.0000000E+002, 2.8198656E+002
 3.6026107E+001, 2.3891233E+002, 3.3309300E+002, 2.0000000E+002, 2.7884114E+002
 3.7006736E+001, 2.3891233E+002, 3.2910617E+002, 2.0000000E+002, 2.7550365E+002
 3.8009901E+001, 2.3891233E+002, 3.3080892E+002, 2.0000000E+002, 2.7692911E+002
 3.9012483E+001, 2.3891233E+002, 3.4023165E+002, 2.0000000E+002, 2.8481714E+002
 4.0025577E+001, 2.3891233E+002, 3.3464649E+002, 2.0000001E+002, 2.8014163E+002
 4.1007482E+001, 2.3891233E+002, 3.3520925E+002, 2.0000001E+002, 2.8061271E+002
 4.2001240E+001, 2.3891233E+002, 3.2746279E+002, 2.0000001E+002, 2.7412795E+002
 4.3008368E+001, 2.3891233E+002, 3.3149924E+002, 2.0000001E+002, 2.7750701E+002
 4.4020001E+001, 2.3891233E+002, 3.3408357E+002, 2.0000001E+002, 2.7967044E+002
 4.5013104E+001, 2.3891234E+002, 3.3033021E+002, 2.0000001E+002, 2.7652838E+002
 4.6014679E+001, 2.3891234E+002, 3.2879998E+002, 2.0000000E+002, 2.7524739E+002
 4.7008159E+001, 2.3891234E+002, 3.2913102E+002, 2.0000000E+002, 2.7552450E+002
 4.8006486E+001, 2.3891233E+002, 3.2690459E+002, 2.0000000E+002, 2.7366067E+002
 4.9005763E+001, 2.3891234E+002, 3.2918844E+002, 2.0000000E+002, 2.7557254E+002
 5.0020859E+001, 2.3891234E+002, 3.2825025E+002, 1.9999999E+002, 2.7478720E+002
 5.1001910E+001, 2.3891233E+002, 3.2465244E+002, 1.9999999E+002, 2.7177544E+002
 5.2027338E+001, 2.3891233E+002, 3.2874409E+002, 2.0000000E+002, 2.7520067E+002
 5.3002861E+001, 2.3891233E+002, 3.2588131E+002, 2.0000000E+002, 2.7280416E+002
 5.4016202E+001, 2.3891234E+002, 3.2551640E+002, 2.0000000E+002, 2.7249873E+002
 5.5028909E+001, 2.3891234E+002, 3.2937196E+002, 1.9999999E+002, 2.7572632E+002
 5.6006178E+001, 2.3891233E+002, 3.1987175E+002, 1.9999999E+002, 2.6777338E+002
 5.7021137E+001, 2.3891232E+002, 3.2151831E+002, 2.0000000E+002, 2.6915170E+002
 5.8007821E+001, 2.3891233E+002, 3.2433630E+002, 2.0000000E+002, 2.7151068E+002
 5.9029087E+001, 2.3891234E+002, 3.2372298E+002, 2.0000000E+002, 2.7099722E+002
 6.0014711E+001, 2.3891232E+002, 3.2148879E+002, 2.0000000E+002, 2.6912695E+002
 6.1013209E+001, 2.3891231E+002, 3.2461411E+002, 2.0000001E+002, 2.7174328E+002
 6.2019970E+001, 2.3891233E+002, 3.1787202E+002, 2.0000002E+002, 2.6609926E+002
 6.3001198E+001, 2.3891237E+002, 3.1792319E+002, 2.0000000E+002, 2.6614219E+002
 6.4008592E+001, 2.3891236E+002, 3.1708419E+002, 1.9999999E+002, 2.6543986E+002
 6.5015987E+001, 2.3891231E+002, 3.2057662E+002, 2.0000000E+002, 2.6836337E+002
 6.6010737E+001, 2.3891230E+002, 3.1661735E+002, 2.0000000E+002, 2.6504889E+002
 6.7030355E+001, 2.3891234E+002, 3.1647846E+002, 2.0000000E+002, 2.6493273E+002
 6.8009214E+001, 2.3891236E+002, 3.1528960E+002, 2.0000000E+002, 2.6393776E+002
 6.9015082E+001, 2.3891234E+002, 3.1643095E+002, 1.9999999E+002, 2.6489319E+002
 7.0017789E+001, 2.3891231E+002, 3.1749620E+002, 2.0000000E+002, 2.6578501E+002
 7.1016414E+001, 2.3891232E+002, 3.1831015E+002, 2.0000001E+002, 2.6646635E+002
 7.2007155E+001, 2.3891235E+002, 3.1465462E+002, 2.0000001E+002, 2.6340595E+002
 7.3007685E+001, 2.3891235E+002, 3.1096565E+002, 2.0000000E+002, 2.6031770E+002
 7.4012855E+001, 2.3891232E+002, 3.1844055E+002, 2.0000000E+002, 2.6657524E+002
 7.5017565E+001, 2.3891231E+002, 3.1431618E+002, 2.0000000E+002, 2.6312272E+002
 7.6034010E+001, 2.3891234E+002, 3.1417014E+002, 2.0000001E+002, 2.6300046E+002
 7.7022212E+001, 2.3891234E+002, 3.1321873E+002, 2.0000000E+002, 2.6220414E+002
 7.8021774E+001, 2.3891232E+002, 3.1065633E+002, 2.0000000E+002, 2.6005894E+002
 7.9000995E+001, 2.3891233E+002, 3.1300552E+002, 2.0000001E+002, 2.6202536E+002
 8.0022104E+001, 2.3891236E+002, 3.1334671E+002, 2.0000000E+002, 2.6231135E+002
 8.1026195E+001, 2.3891234E+002, 3.1116616E+002, 1.9999999E+002, 2.6048574E+002
 8.2037093E+001, 2.3891230E+002, 3.0605696E+002, 2.0000000E+002, 2.5620855E+002
 8.3026383E+001, 2.3891232E+002, 3.1165686E+002, 2.0000002E+002, 2.6089587E+002
 8.4019384E+001, 2.3891238E+002, 3.0708538E+002, 2.0000000E+002, 2.5706844E+002
 8.5018722E+001, 2.3891236E+002, 3.0597899E+002, 1.9999998E+002, 2.5614220E+002
 8.6028858E+001, 2.3891229E+002, 3.0800632E+002, 1.9999999E+002, 2.5783942E+002
 8.7029828E+001, 2.3891229E+002, 3.0722644E+002, 2.0000002E+002, 2.5718636E+002
 8.8022033E+001, 2.3891237E+002, 3.1117183E+002, 2.0000002E+002, 2.6048910E+002
 8.9015685E+001, 2.3891239E+002, 3.1205719E+002, 1.9999998E+002, 2.6123074E+002
 9.0016883E+001, 2.3891231E+002, 3.1000194E+002, 1.9999998E+002, 2.5951070E+002
 9.1002438E+001, 2.3891227E+002, 3.1005096E+002, 2.0000001E+002, 2.5955234E+002
 9.2018657E+001, 2.3891234E+002, 3.0373100E+002, 2.0000003E+002, 2.5426226E+002
 9.3002724E+001, 2.3891240E+002, 3.0384559E+002, 2.0000000E+002, 2.5435773E+002
 9.4009753E+001, 2.3891234E+002, 2.9294162E+002, 1.9999997E+002, 2.4522826E+002
 9.5030550E+001, 2.3891227E+002, 2.9940877E+002, 2.0000000E+002, 2.5064192E+002
 9.6004545E+001, 2.3891231E+002, 2.9934950E+002, 2.0000003E+002, 2.5059360E+002
 9.7031724E+001, 2.3891239E+002, 3.0241152E+002, 2.0000001E+002, 2.5315725E+002
 9.8021199E+001, 2.3891237E+002, 3.0482709E+002, 1.9999997E+002, 2.5517928E+002
 9.9017053E+001, 2.3891229E+002, 3.0914668E+002, 1.9999998E+002, 2.5879531E+002
 1.0000223E+002, 2.3891228E+002, 3.0510236E+002, 2.0000002E+002, 2.5541014E+002
 1.0101475E+002, 2.3891236E+002, 3.0600577E+002, 2.0000003E+002, 2.5616614E+002
 1.0200733E+002, 2.3891240E+002, 3.0280241E+002, 1.9999999E+002, 2.5348404E+002
 1.0302384E+002, 2.3891232E+002, 3.0554698E+002, 1.9999997E+002, 2.5578199E+002
 1.0400926E+002, 2.3891227E+002, 3.0483315E+002, 2.0000000E+002, 2.5518484E+002
 1.0501074E+002, 2.3891231E+002, 3.0611048E+002, 2.0000004E+002, 2.5625386E+002
 1.0600667E+002, 2.3891239E+002, 3.0254747E+002, 2.0000002E+002, 2.5327172E+002
 1.0700228E+002, 2.3891238E+002, 2.9920371E+002, 1.9999997E+002, 2.5047268E+002
 1.0801012E+002, 2.3891229E+002, 2.9927332E+002, 1.9999998E+002, 2.5053039E+002
 1.0901274E+002, 2.3891227E+002, 2.9821825E+002, 2.0000002E+002, 2.4964578E+002
 1.1001714E+002, 2.3891235E+002, 3.0194570E+002, 2.0000003E+002, 2.5276468E+002
 1.1103092E+002, 2.3891241E+002, 2.9562863E+002, 2.0000000E+002, 2.4747592E+002
 1.1201451E+002, 2.3891234E+002, 3.0017751E+002, 1.9999997E+002, 2.5128528E+002
 1.1301179E+002, 2.3891226E+002, 2.9990782E+002, 2.0000000E+002, 2.5106112E+002
 1.1402734E+002, 2.3891230E+002, 2.9775535E+002, 2.0000004E+002, 2.4926006E+002
 1.1500001E+002, 2.3891242E+002, 3.0183541E+002, 2.0000002E+002, 2.5267543E+002
 1.1600383E+002, 2.3891240E+002, 3.0399161E+002, 1.9999996E+002, 2.5448050E+002
 1.1703181E+002, 2.3891228E+002, 3.0153430E+002, 1.9999996E+002, 2.5242381E+002
 1.1800440E+002, 2.3891224E+002, 2.9961390E+002, 2.0000002E+002, 2.5081570E+002
 1.1901651E+002, 2.3891235E+002, 3.0217939E+002, 2.0000004E+002, 2.5296355E+002
 1.2002624E+002, 2.3891243E+002, 3.0022177E+002, 2.0000000E+002, 2.5132536E+002
 1.2101896E+002, 2.3891235E+002, 2.9543679E+002, 1.9999996E+002, 2.4731956E+002
 1.2202060E+002, 2.3891225E+002, 3.0276034E+002, 1.9999998E+002, 2.5345058E+002
 1.2301894E+002, 2.3891227E+002, 2.9747538E+002, 2.0000003E+002, 2.4902445E+002
 1.2402465E+002, 2.3891239E+002, 2.9766748E+002, 2.0000003E+002, 2.4918483E+002
 1.2502533E+002, 2.3891241E+002, 2.9689204E+002, 1.9999999E+002, 2.4853617E+002
 1.2601783E+002, 2.3891230E+002, 2.9026050E+002, 1.9999996E+002, 2.4298490E+002
 1.2701303E+002, 2.3891225E+002, 2.9344538E+002, 2.0000000E+002, 2.4565205E+002
 1.2802205E+002, 2.3891233E+002, 2.9433143E+002, 2.0000004E+002, 2.4639518E+002
 1.2903236E+002, 2.3891241E+002, 2.9013763E+002, 2.0000002E+002, 2.4288423E+002
 1.3000063E+002, 2.3891235E+002, 2.8681069E+002, 1.9999997E+002, 2.4009779E+002
 1.3100091E+002, 2.3891227E+002, 2.9993780E+002, 1.9999998E+002, 2.5108525E+002
 1.3200223E+002, 2.3891228E+002, 3.0084903E+002, 2.0000003E+002, 2.5184655E+002
 1.3301317E+002, 2.3891238E+002, 2.9683660E+002, 2.0000004E+002, 2.4848731E+002
 1.3402244E+002, 2.3891238E+002, 2.9172053E+002, 1.9999999E+002, 2.4420560E+002
 1.3500335E+002, 2.3891232E+002, 2.8868608E+002, 1.9999997E+002, 2.4166659E+002
 1.3601578E+002, 2.3891230E+002, 2.9339044E+002, 2.0000000E+002, 2.4560562E+002
 1.3700433E+002, 2.3891234E+002, 2.9208018E+002, 2.0000002E+002, 2.4450769E+002
 1.3803376E+002, 2.3891236E+002, 2.9261697E+002, 2.0000000E+002, 2.4495546E+002
 1.3903356E+002, 2.3891234E+002, 2.9174915E+002, 1.9999998E+002, 2.4422805E+002
 1.4001338E+002, 2.3891232E+002, 2.9618474E+002, 1.9999999E+002, 2.4794144E+002
 1.4101614E+002, 2.3891232E+002, 2.9710160E+002, 2.0000001E+002, 2.4870989E+002
 1.4200806E+002, 2.3891232E+002, 2.9397418E+002, 2.0000001E+002, 2.4609319E+002
 1.4301470E+002, 2.3891234E+002, 2.8791502E+002, 2.0000001E+002, 2.4102144E+002
 1.4400255E+002, 2.3891236E+002, 2.8754814E+002, 2.0000000E+002, 2.4071469E+002
 1.4500932E+002, 2.3891234E+002, 2.9213629E+002, 1.9999999E+002, 2.4455619E+002
 1.4603484E+002, 2.3891230E+002, 2.8025333E+002, 2.0000000E+002, 2.3460998E+002
 1.4702535E+002, 2.3891231E+002, 2.9093245E+002, 2.0000002E+002, 2.4355089E+002
 1.4801970E+002, 2.3891238E+002, 2.9485266E+002, 2.0000001E+002, 2.4683213E+002
 1.4900304E+002, 2.3891238E+002, 2.9083791E+002, 1.9999998E+002, 2.4347053E+002
 1.5001923E+002, 2.3891229E+002, 2.9371676E+002, 1.9999998E+002, 2.4587995E+002
 1.5101858E+002, 2.3891227E+002, 2.9416227E+002, 2.0000002E+002, 2.4625370E+002
 1.5200123E+002, 2.3891237E+002, 2.9092913E+002, 2.0000004E+002, 2.4354807E+002
 1.5300057E+002, 2.3891242E+002, 2.9024602E+002, 1.9999999E+002, 2.4297528E+002
 1.5401302E+002, 2.3891231E+002, 2.9104298E+002, 1.9999996E+002, 2.4364110E+002
 1.5501870E+002, 2.3891224E+002, 2.8817842E+002, 2.0000001E+002, 2.4124232E+002
 1.5600168E+002, 2.3891233E+002, 2.9111856E+002, 2.0000005E+002, 2.4370356E+002
 1.5703376E+002, 2.3891243E+002, 2.8220313E+002, 2.0000001E+002, 2.3624036E+002
 1.5800340E+002, 2.3891236E+002, 2.8981265E+002, 1.9999996E+002, 2.4261080E+002
 1.5901370E+002, 2.3891225E+002, 2.9091565E+002, 1.9999998E+002, 2.4353407E+002
 1.6002108E+002, 2.3891227E+002, 2.8683926E+002, 2.0000004E+002, 2.4012122E+002
 1.6101638E+002, 2.3891240E+002, 2.9051149E+002, 2.0000003E+002, 2.4319470E+002
 1.6202308E+002, 2.3891241E+002, 2.8949423E+002, 1.9999998E+002, 2.4234265E+002
 1.6302353E+002, 2.3891229E+002, 2.8752339E+002, 1.9999997E+002, 2.4069291E+002
 1.6403728E+002, 2.3891225E+002, 2.8669881E+002, 2.0000001E+002, 2.4000282E+002
 1.6501156E+002, 2.3891234E+002, 2.8837259E+002, 2.0000004E+002, 2.4140382E+002
 1.6601080E+002, 2.3891241E+002, 2.8587277E+002, 2.0000001E+002, 2.3931098E+002
 1.6700136E+002, 2.3891235E+002, 2.8663832E+002, 1.9999997E+002, 2.3995174E+002
 1.6800583E+002, 2.3891227E+002, 2.8471564E+002, 1.9999999E+002, 2.3834237E+002
 1.6901044E+002, 2.3891229E+002, 2.8305098E+002, 2.0000002E+002, 2.3694908E+002
 1.7000997E+002, 2.3891237E+002, 2.7970990E+002, 2.0000003E+002, 2.3415224E+002
 1.7101129E+002, 2.3891239E+002, 2.8465620E+002, 2.0000000E+002, 2.3829285E+002
 1.7202413E+002, 2.3891233E+002, 2.8223118E+002, 1.9999998E+002, 2.3626279E+002
 1.7300793E+002, 2.3891230E+002, 2.8390921E+002, 2.0000000E+002, 2.3766741E+002
 1.7400141E+002, 2.3891232E+002, 2.8497118E+002, 2.0000002E+002, 2.3855663E+002
 1.7502827E+002, 2.3891236E+002, 2.8291339E+002, 2.0000001E+002, 2.3683375E+002
 1.7601471E+002, 2.3891235E+002, 2.7992721E+002, 1.9999999E+002, 2.3433390E+002
 1.7700114E+002, 2.3891233E+002, 2.8163274E+002, 1.9999999E+002, 2.3576129E+002
 1.7802363E+002, 2.3891232E+002, 2.8324197E+002, 2.0000001E+002, 2.3710742E+002
 1.7900112E+002, 2.3891232E+002, 2.8408720E+002, 2.0000001E+002, 2.3781490E+002
 1.8001767E+002, 2.3891233E+002, 2.7771048E+002, 2.0000000E+002, 2.3247801E+002
 1.8102014E+002, 2.3891234E+002, 2.8868687E+002, 2.0000000E+002, 2.4166844E+002
 1.8202491E+002, 2.3891235E+002, 2.8358887E+002, 2.0000000E+002, 2.3740151E+002
 1.8303762E+002, 2.3891232E+002, 2.7945305E+002, 2.0000000E+002, 2.3393940E+002
 1.8401416E+002, 2.3891231E+002, 2.8353045E+002, 2.0000000E+002, 2.3735276E+002
 1.8502769E+002, 2.3891233E+002, 2.8636830E+002, 2.0000002E+002, 2.3972778E+002
 1.8601455E+002, 2.3891235E+002, 2.8743791E+002, 2.0000001E+002, 2.4062197E+002
 1.8703191E+002, 2.3891234E+002, 2.8264064E+002, 1.9999999E+002, 2.3660576E+002
 1.8802990E+002, 2.3891232E+002, 2.8258921E+002, 1.9999999E+002, 2.3656295E+002
 1.8901156E+002, 2.3891232E+002, 2.7872104E+002, 2.0000001E+002, 2.3332499E+002
 1.9002958E+002, 2.3891234E+002, 2.8048522E+002, 2.0000002E+002, 2.3480190E+002
 1.9103575E+002, 2.3891233E+002, 2.8039293E+002, 1.9999999E+002, 2.3472442E+002
 1.9200639E+002, 2.3891232E+002, 2.7790449E+002, 1.9999999E+002, 2.3264037E+002
 1.9302376E+002, 2.3891233E+002, 2.7714002E+002, 2.0000002E+002, 2.3199952E+002
 1.9400653E+002, 2.3891235E+002, 2.7839870E+002, 2.0000002E+002, 2.3305340E+002
 1.9501825E+002, 2.3891235E+002, 2.8124951E+002, 2.0000000E+002, 2.3544097E+002
 1.9602914E+002, 2.3891232E+002, 2.7923445E+002, 1.9999998E+002, 2.3375531E+002
 1.9700508E+002, 2.3891231E+002, 2.8273907E+002, 2.0000001E+002, 2.3668955E+002
 1.9803289E+002, 2.3891232E+002, 2.7930781E+002, 2.0000002E+002, 2.3381701E+002
 1.9900241E+002, 2.3891236E+002, 2.7160503E+002, 2.0000001E+002, 2.2736855E+002
 2.0000962E+002, 2.3891237E+002, 2.7644613E+002, 1.9999999E+002, 2.3142165E+002
 2.0100191E+002, 2.3891234E+002, 2.8483500E+002, 1.9999998E+002, 2.3844507E+002
 2.0201359E+002, 2.3891228E+002, 2.8092190E+002, 1.9999999E+002, 2.3516939E+002
 2.0300754E+002, 2.3891230E+002, 2.8037214E+002, 2.0000002E+002, 2.3470887E+002
 2.0400042E+002, 2.3891240E+002, 2.8360172E+002, 2.0000002E+002, 2.3741172E+002
 2.0503495E+002, 2.3891242E+002, 2.8154435E+002, 1.9999998E+002, 2.3568953E+002
 2.0600249E+002, 2.3891229E+002, 2.8000649E+002, 1.9999995E+002, 2.3440371E+002
 2.0700471E+002, 2.3891221E+002, 2.7297595E+002, 2.0000000E+002, 2.2853418E+002
 2.0802935E+002, 2.3891233E+002, 2.7596505E+002, 2.0000006E+002, 2.3180024E+002
 2.0902773E+002, 2.3891247E+002, 2.6916592E+002, 2.0000002E+002, 2.2814201E+002
 2.1003082E+002, 2.3891239E+002, 2.7368331E+002, 1.9999994E+002, 2.3367724E+002
 2.1102326E+002, 2.3891221E+002, 2.6682805E+002, 1.9999996E+002, 2.2918196E+002
 2.1202953E+002, 2.3891223E+002, 2.6980194E+002, 2.0000004E+002, 2.3214657E+002
 2.1301983E+002, 2.3891241E+002, 2.7076043E+002, 2.0000005E+002, 2.3324168E+002
 2.1402114E+002, 2.3891246E+002, 2.7247390E+002, 1.9999998E+002, 2.3477219E+002
 2.1501362E+002, 2.3891231E+002, 2.7301844E+002, 1.9999995E+002, 2.3516203E+002
 2.1600956E+002, 2.3891220E+002, 2.6387379E+002, 2.0000000E+002, 2.2745746E+002
 2.1702579E+002, 2.3891231E+002, 2.7042798E+002, 2.0000005E+002, 2.3328771E+002
 2.1802278E+002, 2.3891243E+002, 2.6885792E+002, 2.0000002E+002, 2.3221269E+002
 2.1900935E+002, 2.3891239E+002, 2.7148397E+002, 1.9999996E+002, 2.3455852E+002
 2.2000481E+002, 2.3891228E+002, 2.6767263E+002, 1.9999997E+002, 2.3148683E+002
 2.2101797E+002, 2.3891228E+002, 2.6240327E+002, 2.0000002E+002, 2.2724813E+002
 2.2202013E+002, 2.3891236E+002, 2.6861758E+002, 2.0000002E+002, 2.3285810E+002
 2.2302078E+002, 2.3891236E+002, 2.6409132E+002, 1.9999999E+002, 2.2911258E+002
 2.2402143E+002, 2.3891231E+002, 2.6452029E+002, 1.9999999E+002, 2.2960994E+002
 2.2500897E+002, 2.3891232E+002, 2.6919608E+002, 2.0000000E+002, 2.3375825E+002
 2.2603303E+002, 2.3891238E+002, 2.6514177E+002, 2.0000000E+002, 2.3035717E+002
 2.2701726E+002, 2.3891235E+002, 2.6895314E+002, 1.9999998E+002, 2.3387476E+002
 2.2800184E+002, 2.3891228E+002, 2.6733793E+002, 1.9999999E+002, 2.3271901E+002
 2.2901837E+002, 2.3891227E+002, 2.6296688E+002, 2.0000002E+002, 2.2915330E+002
 2.3002693E+002, 2.3891236E+002, 2.6555431E+002, 2.0000002E+002, 2.3159917E+002
 2.3102546E+002, 2.3891241E+002, 2.6558036E+002, 1.9999999E+002, 2.3176610E+002
 2.3202171E+002, 2.3891233E+002, 2.6226158E+002, 1.9999998E+002, 2.2897701E+002
 2.3302232E+002, 2.3891228E+002, 2.6588325E+002, 1.9999999E+002, 2.3231212E+002
 2.3402444E+002, 2.3891230E+002, 2.6560718E+002, 2.0000002E+002, 2.3216370E+002
 2.3500626E+002, 2.3891235E+002, 2.6348804E+002, 2.0000002E+002, 2.3043767E+002
 2.3601383E+002, 2.3891234E+002, 2.6064076E+002, 2.0000000E+002, 2.2815102E+002
 2.3703258E+002, 2.3891233E+002, 2.6242504E+002, 2.0000000E+002, 2.2972182E+002
 2.3800482E+002, 2.3891235E+002, 2.6448568E+002, 2.0000000E+002, 2.3157258E+002
 2.3901471E+002, 2.3891235E+002, 2.6120356E+002, 1.9999999E+002, 2.2902224E+002
 2.4002013E+002, 2.3891230E+002, 2.6282404E+002, 1.9999999E+002, 2.3061608E+002
 2.4100497E+002, 2.3891228E+002, 2.6031326E+002, 2.0000001E+002, 2.2855491E+002
 2.4200824E+002, 2.3891235E+002, 2.6241329E+002, 2.0000003E+002, 2.3041747E+002
 2.4300012E+002, 2.3891241E+002, 2.6406770E+002, 2.0000000E+002, 2.3186946E+002
 2.4401447E+002, 2.3891235E+002, 2.6283630E+002, 1.9999996E+002, 2.3090287E+002
 2.4502301E+002, 2.3891227E+002, 2.6204949E+002, 1.9999998E+002, 2.3027693E+002
 2.4600653E+002, 2.3891229E+002, 2.6181409E+002, 2.0000003E+002, 2.3018641E+002
 2.4701749E+002, 2.3891237E+002, 2.5578368E+002, 2.0000003E+002, 2.2504889E+002
 2.4802820E+002, 2.3891237E+002, 2.6141073E+002, 1.9999999E+002, 2.3012343E+002
 2.4900611E+002, 2.3891232E+002, 2.5514736E+002, 1.9999998E+002, 2.2477456E+002
 2.5002127E+002, 2.3891231E+002, 2.5896080E+002, 2.0000000E+002, 2.2819664E+002
 2.5100373E+002, 2.3891234E+002, 2.5648267E+002, 2.0000001E+002, 2.2617166E+002
 2.5202693E+002, 2.3891235E+002, 2.5814339E+002, 2.0000000E+002, 2.2778870E+002
 2.5300643E+002, 2.3891232E+002, 2.6442757E+002, 2.0000000E+002, 2.3342061E+002
 2.5401110E+002, 2.3891231E+002, 2.6181399E+002, 2.0000001E+002, 2.3116532E+002
 2.5501680E+002, 2.3891235E+002, 2.5977561E+002, 2.0000001E+002, 2.2938454E+002
 2.5601666E+002, 2.3891236E+002, 2.6183592E+002, 2.0000000E+002, 2.3125063E+002
 2.5703014E+002, 2.3891233E+002, 2.5806996E+002, 1.9999999E+002, 2.2804173E+002
 2.5800583E+002, 2.3891231E+002, 2.5332892E+002, 2.0000000E+002, 2.2392338E+002
 2.5900986E+002, 2.3891232E+002, 2.5581616E+002, 2.0000002E+002, 2.2630633E+002
 2.6000376E+002, 2.3891234E+002, 2.5584281E+002, 2.0000001E+002, 2.2657509E+002
 2.6100139E+002, 2.3891236E+002, 2.6353556E+002, 2.0000000E+002, 2.3331385E+002
 2.6201614E+002, 2.3891234E+002, 2.6303278E+002, 1.9999999E+002, 2.3282889E+002
 2.6302912E+002, 2.3891231E+002, 2.6073487E+002, 2.0000000E+002, 2.3093576E+002
 2.6400232E+002, 2.3891232E+002, 2.5589236E+002, 2.0000001E+002, 2.2678193E+002
 2.6502690E+002, 2.3891235E+002, 2.5675970E+002, 2.0000001E+002, 2.2756632E+002
 2.6600631E+002, 2.3891234E+002, 2.5630043E+002, 2.0000000E+002, 2.2720736E+002
 2.6701881E+002, 2.3891231E+002, 2.5554760E+002, 2.0000000E+002, 2.2662697E+002
 2.6800736E+002, 2.3891233E+002, 2.4966020E+002, 2.0000001E+002, 2.2151814E+002
 2.6902976E+002, 2.3891237E+002, 2.5728276E+002, 2.0000001E+002, 2.2830881E+002
 2.7001986E+002, 2.3891236E+002, 2.6227427E+002, 1.9999999E+002, 2.3285908E+002
 2.7100636E+002, 2.3891230E+002, 2.6172778E+002, 1.9999999E+002, 2.3245372E+002
 2.7202302E+002, 2.3891228E+002, 2.5979662E+002, 2.0000001E+002, 2.3079819E+002
 2.7301132E+002, 2.3891235E+002, 2.5538862E+002, 2.0000003E+002, 2.2697240E+002
 2.7401665E+002, 2.3891239E+002, 2.5745313E+002, 2.0000000E+002, 2.2893403E+002
 2.7501428E+002, 2.3891235E+002, 2.5721116E+002, 1.9999997E+002, 2.2885141E+002
 2.7600909E+002, 2.3891229E+002, 2.4830930E+002, 1.9999999E+002, 2.2113335E+002
 2.7703535E+002, 2.3891230E+002, 2.5466771E+002, 2.0000002E+002, 2.2683128E+002
