s,m3/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00, 0.000E+00,-2.492E-02, 2.500E-02, 1.165E+00
 5.009E-01, 1.917E-01, 2.176E-01, 2.500E-02, 1.165E+00
 1.002E+00, 5.239E-01, 6.465E-01, 2.500E-02, 1.165E+00
 1.503E+00, 8.126E-01, 1.061E+00, 2.500E-02, 1.165E+00
 2.004E+00, 1.069E+00, 1.448E+00, 2.500E-02, 1.165E+00
 2.505E+00, 1.298E+00, 1.802E+00, 2.500E-02, 1.165E+00
 3.006E+00, 1.504E+00, 2.122E+00, 2.500E-02, 1.165E+00
 3.507E+00, 1.689E+00, 2.411E+00, 2.500E-02, 1.165E+00
 4.000E+00, 1.854E+00, 2.670E+00, 2.500E-02, 1.165E+00
 4.501E+00, 2.002E+00, 2.903E+00, 2.500E-02, 1.165E+00
 5.002E+00, 2.137E+00, 3.114E+00, 2.500E-02, 1.165E+00
 5.503E+00, 2.258E+00, 3.303E+00, 2.500E-02, 1.165E+00
 6.004E+00, 2.367E+00, 3.474E+00, 2.500E-02, 1.165E+00
 6.505E+00, 2.465E+00, 3.628E+00, 2.500E-02, 1.165E+00
 7.006E+00, 2.553E+00, 3.766E+00, 2.500E-02, 1.165E+00
 7.507E+00, 2.632E+00, 3.890E+00, 2.500E-02, 1.165E+00
 8.000E+00, 2.703E+00, 4.001E+00, 2.500E-02, 1.165E+00
 8.501E+00, 2.766E+00, 4.101E+00, 2.500E-02, 1.165E+00
 9.002E+00, 2.824E+00, 4.191E+00, 2.500E-02, 1.165E+00
 9.503E+00, 2.876E+00, 4.273E+00, 2.500E-02, 1.165E+00
 1.000E+01, 2.923E+00, 4.346E+00, 2.500E-02, 1.165E+00
 1.051E+01, 2.965E+00, 4.412E+00, 2.500E-02, 1.165E+00
 1.101E+01, 3.002E+00, 4.471E+00, 2.500E-02, 1.165E+00
 1.151E+01, 3.036E+00, 4.524E+00, 2.500E-02, 1.165E+00
 1.200E+01, 3.067E+00, 4.572E+00, 2.500E-02, 1.165E+00
 1.250E+01, 3.094E+00, 4.614E+00, 2.500E-02, 1.165E+00
 1.300E+01, 3.119E+00, 4.653E+00, 2.500E-02, 1.165E+00
 1.350E+01, 3.141E+00, 4.688E+00, 2.500E-02, 1.165E+00
 1.400E+01, 3.161E+00, 4.719E+00, 2.500E-02, 1.165E+00
 1.451E+01, 3.179E+00, 4.748E+00, 2.500E-02, 1.165E+00
 1.501E+01, 3.195E+00, 4.773E+00, 2.500E-02, 1.165E+00
 1.550E+01, 3.210E+00, 4.796E+00, 2.500E-02, 1.165E+00
 1.600E+01, 3.223E+00, 4.816E+00, 2.500E-02, 1.165E+00
 1.650E+01, 3.234E+00, 4.835E+00, 2.500E-02, 1.165E+00
 1.700E+01, 3.245E+00, 4.851E+00, 2.500E-02, 1.165E+00
 1.750E+01, 3.255E+00, 4.866E+00, 2.500E-02, 1.165E+00
 1.800E+01, 3.263E+00, 4.880E+00, 2.500E-02, 1.165E+00
 1.851E+01, 3.271E+00, 4.892E+00, 2.500E-02, 1.165E+00
 1.901E+01, 3.278E+00, 4.903E+00, 2.500E-02, 1.165E+00
 1.950E+01, 3.284E+00, 4.912E+00, 2.500E-02, 1.165E+00
 2.000E+01, 3.290E+00, 4.921E+00, 2.500E-02, 1.165E+00
 2.050E+01, 3.295E+00, 4.929E+00, 2.500E-02, 1.165E+00
 2.100E+01, 3.299E+00, 4.936E+00, 2.500E-02, 1.165E+00
 2.150E+01, 3.303E+00, 4.943E+00, 2.500E-02, 1.165E+00
 2.200E+01, 3.307E+00, 4.948E+00, 2.500E-02, 1.165E+00
 2.251E+01, 3.310E+00, 4.954E+00, 2.500E-02, 1.165E+00
 2.301E+01, 3.313E+00, 4.958E+00, 2.500E-02, 1.165E+00
 2.350E+01, 3.316E+00, 4.962E+00, 2.500E-02, 1.165E+00
 2.400E+01, 3.318E+00, 4.966E+00, 2.500E-02, 1.165E+00
 2.450E+01, 3.320E+00, 4.970E+00, 2.500E-02, 1.165E+00
 2.500E+01, 3.322E+00, 4.973E+00, 2.500E-02, 1.165E+00
 2.550E+01, 3.324E+00, 4.975E+00, 2.500E-02, 1.165E+00
 2.601E+01, 3.326E+00, 4.978E+00, 2.500E-02, 1.165E+00
 2.651E+01, 3.327E+00, 4.980E+00, 2.500E-02, 1.165E+00
 2.701E+01, 3.328E+00, 4.982E+00, 2.500E-02, 1.165E+00
 2.750E+01, 3.330E+00, 4.984E+00, 2.500E-02, 1.165E+00
 2.800E+01, 3.331E+00, 4.986E+00, 2.500E-02, 1.165E+00
 2.850E+01, 3.332E+00, 4.987E+00, 2.500E-02, 1.165E+00
 2.900E+01, 3.332E+00, 4.988E+00, 2.500E-02, 1.165E+00
 2.950E+01, 3.333E+00, 4.989E+00, 2.500E-02, 1.165E+00
 3.001E+01, 3.334E+00, 4.991E+00, 2.500E-02, 1.165E+00
 3.051E+01, 3.334E+00, 4.991E+00, 2.500E-02, 1.165E+00
 3.100E+01, 3.335E+00, 4.992E+00, 2.500E-02, 1.165E+00
 3.150E+01, 3.335E+00, 4.993E+00, 2.500E-02, 1.165E+00
 3.200E+01, 3.336E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.250E+01, 3.336E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.300E+01, 3.337E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.350E+01, 3.337E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.401E+01, 3.337E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.451E+01, 3.338E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.500E+01, 3.338E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.550E+01, 3.338E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.600E+01, 3.338E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.650E+01, 3.338E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.700E+01, 3.338E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.751E+01, 3.339E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.801E+01, 3.339E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.851E+01, 3.339E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.900E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 3.950E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.000E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.050E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.100E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.151E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.201E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.251E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.300E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.350E+01, 3.339E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.400E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.450E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.500E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.551E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.601E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.650E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.700E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.750E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.800E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.850E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.900E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.951E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
 5.000E+01, 3.340E+00, 5.000E+00, 2.500E-02, 1.165E+00
