s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00, 4.066E-20,-2.050E-03, 9.265E-05, 1.195E+00
 2.071E-01, 9.042E+00, 9.126E+00, 1.138E-04, 1.195E+00
 4.021E-01, 2.476E+01, 2.569E+01, 5.204E-04, 1.195E+00
 6.005E-01, 3.901E+01, 4.192E+01, 1.828E-02, 1.195E+00
 8.007E-01, 5.228E+01, 5.805E+01, 5.151E-02, 1.195E+00
 1.001E+00, 6.385E+01, 7.368E+01, 8.257E-02, 1.195E+00
 1.201E+00, 7.270E+01, 8.749E+01, 8.461E-02, 1.195E+00
 1.400E+00, 7.964E+01, 9.968E+01, 1.014E-01, 1.195E+00
 1.600E+00, 8.501E+01, 1.085E+02, 1.277E-01, 1.195E+00
 1.801E+00, 8.890E+01, 1.125E+02, 1.151E-01, 1.195E+00
 2.000E+00, 9.180E+01, 1.178E+02, 1.209E-01, 1.195E+00
 2.201E+00, 9.384E+01, 1.205E+02, 1.208E-01, 1.195E+00
 2.400E+00, 9.521E+01, 1.223E+02, 1.277E-01, 1.195E+00
 2.600E+00, 9.632E+01, 1.207E+02, 1.141E-01, 1.195E+00
 2.800E+00, 9.702E+01, 1.212E+02, 1.430E-01, 1.195E+00
 3.001E+00, 9.774E+01, 1.231E+02, 1.377E-01, 1.195E+00
 3.200E+00, 9.821E+01, 1.268E+02, 1.583E-01, 1.195E+00
 3.400E+00, 9.852E+01, 1.257E+02, 1.481E-01, 1.195E+00
 3.600E+00, 9.869E+01, 1.269E+02, 1.424E-01, 1.195E+00
 3.800E+00, 9.874E+01, 1.249E+02, 1.538E-01, 1.195E+00
 4.001E+00, 9.883E+01, 1.242E+02, 1.457E-01, 1.195E+00
 4.200E+00, 9.890E+01, 1.272E+02, 1.464E-01, 1.195E+00
 4.401E+00, 9.898E+01, 1.277E+02, 1.602E-01, 1.195E+00
 4.600E+00, 9.901E+01, 1.244E+02, 1.499E-01, 1.195E+00
 4.800E+00, 9.906E+01, 1.239E+02, 1.224E-01, 1.195E+00
 5.001E+00, 9.897E+01, 1.234E+02, 1.464E-01, 1.195E+00
 5.200E+00, 9.904E+01, 1.275E+02, 1.762E-01, 1.195E+00
 5.400E+00, 9.906E+01, 1.260E+02, 1.234E-01, 1.195E+00
 5.600E+00, 9.909E+01, 1.261E+02, 1.386E-01, 1.195E+00
 5.800E+00, 9.913E+01, 1.225E+02, 1.486E-01, 1.195E+00
 6.001E+00, 9.910E+01, 1.238E+02, 1.517E-01, 1.195E+00
 6.201E+00, 9.929E+01, 1.289E+02, 1.517E-01, 1.195E+00
 6.400E+00, 9.936E+01, 1.270E+02, 1.421E-01, 1.195E+00
 6.600E+00, 9.924E+01, 1.271E+02, 1.441E-01, 1.195E+00
 6.801E+00, 9.894E+01, 1.249E+02, 1.305E-01, 1.195E+00
 7.000E+00, 9.896E+01, 1.258E+02, 1.330E-01, 1.195E+00
 7.200E+00, 9.907E+01, 1.255E+02, 1.337E-01, 1.195E+00
 7.401E+00, 9.911E+01, 1.257E+02, 1.268E-01, 1.195E+00
 7.600E+00, 9.919E+01, 1.288E+02, 1.199E-01, 1.195E+00
 7.800E+00, 9.919E+01, 1.258E+02, 1.392E-01, 1.195E+00
 8.001E+00, 9.934E+01, 1.267E+02, 1.458E-01, 1.195E+00
 8.200E+00, 9.944E+01, 1.268E+02, 1.244E-01, 1.195E+00
 8.400E+00, 9.940E+01, 1.290E+02, 1.063E-01, 1.195E+00
 8.601E+00, 9.939E+01, 1.280E+02, 1.594E-01, 1.195E+00
 8.800E+00, 9.914E+01, 1.259E+02, 1.461E-01, 1.195E+00
 9.000E+00, 9.908E+01, 1.262E+02, 1.251E-01, 1.195E+00
 9.201E+00, 9.915E+01, 1.255E+02, 1.479E-01, 1.195E+00
 9.400E+00, 9.918E+01, 1.248E+02, 1.078E-01, 1.195E+00
 9.600E+00, 9.912E+01, 1.269E+02, 1.110E-01, 1.195E+00
 9.801E+00, 9.912E+01, 1.252E+02, 1.323E-01, 1.195E+00
 1.000E+01, 9.916E+01, 1.247E+02, 1.265E-01, 1.195E+00
 1.020E+01, 9.916E+01, 1.281E+02, 1.451E-01, 1.195E+00
 1.040E+01, 9.918E+01, 1.246E+02, 1.103E-01, 1.195E+00
 1.060E+01, 9.930E+01, 1.252E+02, 1.405E-01, 1.195E+00
 1.080E+01, 9.915E+01, 1.253E+02, 1.377E-01, 1.195E+00
 1.100E+01, 9.905E+01, 1.247E+02, 1.356E-01, 1.195E+00
