m,Pa
 1.3383375E+002, 2.3756349E+001
 1.3483250E+002, 2.3749592E+001
 1.3583125E+002, 2.3742787E+001
 1.3683000E+002, 2.3735945E+001
 1.3782875E+002, 2.3729072E+001
 1.3882750E+002, 2.3722175E+001
 1.3982625E+002, 2.3715235E+001
 1.4082500E+002, 2.3708253E+001
 1.4182375E+002, 2.3701236E+001
 1.4282250E+002, 2.3694201E+001
 1.4382125E+002, 2.3687149E+001
 1.4482000E+002, 2.3680087E+001
 1.4581875E+002, 2.3673021E+001
 1.4681750E+002, 2.3665960E+001
 1.4781625E+002, 2.3658897E+001
 1.4881500E+002, 2.3651829E+001
 1.4981375E+002, 2.3644757E+001
 1.5081250E+002, 2.3637682E+001
 1.5181125E+002, 2.3630599E+001
 1.5281000E+002, 2.3623502E+001
 1.5380875E+002, 2.3616380E+001
 1.5480750E+002, 2.3609233E+001
 1.5580625E+002, 2.3602059E+001
 1.5680500E+002, 2.3594873E+001
 1.5780375E+002, 2.3587682E+001
 1.5880250E+002, 2.3580497E+001
 1.5980125E+002, 2.3573325E+001
 1.6080000E+002, 2.3566156E+001
 1.6179875E+002, 2.3558970E+001
 1.6279750E+002, 2.3551766E+001
 1.6379625E+002, 2.3544539E+001
 1.6479500E+002, 2.3537282E+001
 1.6579375E+002, 2.3529983E+001
 1.6679250E+002, 2.3522658E+001
 1.6779125E+002, 2.3515314E+001
 1.6879000E+002, 2.3507967E+001
 1.6978875E+002, 2.3500633E+001
 1.7078750E+002, 2.3493327E+001
 1.7178625E+002, 2.3486038E+001
 1.7278500E+002, 2.3478766E+001
 1.7378375E+002, 2.3471488E+001
 1.7478250E+002, 2.3464186E+001
 1.7578125E+002, 2.3456848E+001
 1.7678000E+002, 2.3449492E+001
 1.7777875E+002, 2.3442133E+001
 1.7877750E+002, 2.3434777E+001
 1.7977625E+002, 2.3427407E+001
 1.8077500E+002, 2.3420009E+001
 1.8177375E+002, 2.3412598E+001
 1.8277250E+002, 2.3405188E+001
 1.8377125E+002, 2.3397775E+001
 1.8477000E+002, 2.3390361E+001
 1.8576875E+002, 2.3382938E+001
 1.8676750E+002, 2.3375508E+001
 1.8776625E+002, 2.3368052E+001
 1.8876500E+002, 2.3360578E+001
 1.8976375E+002, 2.3353113E+001
 1.9076250E+002, 2.3345685E+001
 1.9176125E+002, 2.3338273E+001
 1.9276000E+002, 2.3330864E+001
 1.9375875E+002, 2.3323447E+001
 1.9475750E+002, 2.3316039E+001
 1.9575625E+002, 2.3308643E+001
 1.9675500E+002, 2.3301248E+001
 1.9775375E+002, 2.3293850E+001
 1.9875250E+002, 2.3286475E+001
 1.9975125E+002, 2.3279107E+001
 2.0075000E+002, 2.3271738E+001
 2.0174875E+002, 2.3264362E+001
 2.0274750E+002, 2.3257006E+001
 2.0374625E+002, 2.3249638E+001
 2.0474500E+002, 2.3242243E+001
 2.0574375E+002, 2.3234829E+001
 2.0674250E+002, 2.3227403E+001
 2.0774125E+002, 2.3219958E+001
 2.0874000E+002, 2.3212504E+001
 2.0973875E+002, 2.3205056E+001
 2.1073750E+002, 2.3197580E+001
 2.1173625E+002, 2.3190055E+001
 2.1273500E+002, 2.3182532E+001
 2.1373375E+002, 2.3175015E+001
 2.1473250E+002, 2.3167511E+001
 2.1573125E+002, 2.3160014E+001
 2.1673000E+002, 2.3152545E+001
 2.1772875E+002, 2.3145097E+001
 2.1872750E+002, 2.3137647E+001
 2.1972625E+002, 2.3130200E+001
 2.2072500E+002, 2.3122725E+001
 2.2172375E+002, 2.3115211E+001
 2.2272250E+002, 2.3107678E+001
 2.2372125E+002, 2.3100187E+001
 2.2472000E+002, 2.3092753E+001
 2.2571875E+002, 2.3085353E+001
 2.2671750E+002, 2.3077886E+001
 2.2771625E+002, 2.3070388E+001
 2.2871500E+002, 2.3062927E+001
 2.2971375E+002, 2.3055516E+001
 2.3071250E+002, 2.3048162E+001
 2.3171125E+002, 2.3040806E+001
 2.3271000E+002, 2.3033353E+001
 2.3370875E+002, 2.3025819E+001
 2.3470750E+002, 2.3018245E+001
 2.3570625E+002, 2.3010656E+001
 2.3670500E+002, 2.3003068E+001
 2.3770375E+002, 2.2995501E+001
 2.3870250E+002, 2.2987964E+001
 2.3970125E+002, 2.2980458E+001
 2.4070000E+002, 2.2973009E+001
 2.4169875E+002, 2.2965635E+001
 2.4269750E+002, 2.2958270E+001
 2.4369625E+002, 2.2950853E+001
 2.4469500E+002, 2.2943406E+001
 2.4569375E+002, 2.2935909E+001
 2.4669250E+002, 2.2928433E+001
 2.4769125E+002, 2.2921036E+001
 2.4869000E+002, 2.2913737E+001
 2.4968875E+002, 2.2906447E+001
 2.5068750E+002, 2.2899054E+001
 2.5168625E+002, 2.2891588E+001
 2.5268500E+002, 2.2884183E+001
 2.5368375E+002, 2.2876813E+001
 2.5468250E+002, 2.2869406E+001
 2.5568125E+002, 2.2861902E+001
 2.5668000E+002, 2.2854368E+001
 2.5767875E+002, 2.2846828E+001
 2.5867750E+002, 2.2839367E+001
 2.5967625E+002, 2.2831891E+001
 2.6067500E+002, 2.2824364E+001
 2.6167375E+002, 2.2816827E+001
 2.6267250E+002, 2.2809348E+001
 2.6367125E+002, 2.2801808E+001
 2.6467000E+002, 2.2794215E+001
 2.6566875E+002, 2.2786538E+001
 2.6666750E+002, 2.2778840E+001
 2.6766625E+002, 2.2771236E+001
 2.6866500E+002, 2.2763654E+001
 2.6966375E+002, 2.2756129E+001
 2.7066250E+002, 2.2748638E+001
 2.7166125E+002, 2.2741132E+001
 2.7266000E+002, 2.2733715E+001
 2.7365875E+002, 2.2726294E+001
 2.7465750E+002, 2.2718898E+001
 2.7565625E+002, 2.2711548E+001
 2.7665500E+002, 2.2704254E+001
 2.7765375E+002, 2.2696905E+001
 2.7865250E+002, 2.2689508E+001
 2.7965125E+002, 2.2682009E+001
 2.8065000E+002, 2.2674487E+001
 2.8164875E+002, 2.2666912E+001
 2.8264750E+002, 2.2659317E+001
 2.8364625E+002, 2.2651676E+001
 2.8464500E+002, 2.2644027E+001
 2.8564375E+002, 2.2636434E+001
 2.8664250E+002, 2.2628877E+001
 2.8764125E+002, 2.2621327E+001
 2.8864000E+002, 2.2613790E+001
 2.8963875E+002, 2.2606198E+001
 2.9063750E+002, 2.2598541E+001
 2.9163625E+002, 2.2590837E+001
 2.9263500E+002, 2.2583169E+001
 2.9363375E+002, 2.2575566E+001
 2.9463250E+002, 2.2568012E+001
 2.9563125E+002, 2.2560466E+001
 2.9663000E+002, 2.2552821E+001
 2.9762875E+002, 2.2545078E+001
 2.9862750E+002, 2.2537341E+001
 2.9962625E+002, 2.2529630E+001
 3.0062500E+002, 2.2521914E+001
 3.0162375E+002, 2.2514153E+001
 3.0262250E+002, 2.2506465E+001
 3.0362125E+002, 2.2498824E+001
 3.0462000E+002, 2.2491151E+001
 3.0561875E+002, 2.2483423E+001
 3.0661750E+002, 2.2475573E+001
 3.0761625E+002, 2.2467667E+001
 3.0861500E+002, 2.2459772E+001
 3.0961375E+002, 2.2451837E+001
 3.1061250E+002, 2.2443880E+001
 3.1161125E+002, 2.2435943E+001
 3.1261000E+002, 2.2427973E+001
 3.1360875E+002, 2.2420004E+001
 3.1460750E+002, 2.2412058E+001
 3.1560625E+002, 2.2404168E+001
 3.1660500E+002, 2.2396310E+001
 3.1760375E+002, 2.2388485E+001
 3.1860250E+002, 2.2380673E+001
 3.1960125E+002, 2.2372948E+001
 3.2060000E+002, 2.2365213E+001
 3.2159875E+002, 2.2357534E+001
 3.2259750E+002, 2.2349887E+001
 3.2359625E+002, 2.2342162E+001
 3.2459500E+002, 2.2334420E+001
 3.2559375E+002, 2.2326711E+001
 3.2659250E+002, 2.2318953E+001
 3.2759125E+002, 2.2311165E+001
 3.2859000E+002, 2.2303357E+001
 3.2958875E+002, 2.2295538E+001
 3.3058750E+002, 2.2287713E+001
 3.3158625E+002, 2.2279841E+001
 3.3258500E+002, 2.2271876E+001
 3.3358375E+002, 2.2263825E+001
 3.3458250E+002, 2.2255805E+001
 3.3558125E+002, 2.2247798E+001
 3.3658000E+002, 2.2239834E+001
 3.3757875E+002, 2.2231840E+001
 3.3857750E+002, 2.2223787E+001
 3.3957625E+002, 2.2215740E+001
 3.4057500E+002, 2.2207712E+001
 3.4157375E+002, 2.2199656E+001
 3.4257250E+002, 2.2191580E+001
 3.4357125E+002, 2.2183462E+001
 3.4457000E+002, 2.2175336E+001
 3.4556875E+002, 2.2167210E+001
 3.4656750E+002, 2.2159105E+001
 3.4756625E+002, 2.2151050E+001
 3.4856500E+002, 2.2142966E+001
 3.4956375E+002, 2.2134957E+001
 3.5056250E+002, 2.2126954E+001
 3.5156125E+002, 2.2118821E+001
 3.5256000E+002, 2.2110782E+001
 3.5355875E+002, 2.2102612E+001
 3.5455750E+002, 2.2094463E+001
 3.5555625E+002, 2.2086263E+001
 3.5655500E+002, 2.2078029E+001
 3.5755375E+002, 2.2069785E+001
 3.5855250E+002, 2.2061523E+001
 3.5955125E+002, 2.2053255E+001
 3.6055000E+002, 2.2045016E+001
 3.6154875E+002, 2.2036787E+001
 3.6254750E+002, 2.2028579E+001
 3.6354625E+002, 2.2020447E+001
 3.6454500E+002, 2.2012377E+001
 3.6554375E+002, 2.2004336E+001
 3.6654250E+002, 2.1996307E+001
 3.6754125E+002, 2.1988245E+001
 3.6854000E+002, 2.1980277E+001
 3.6953875E+002, 2.1972321E+001
 3.7053750E+002, 2.1964384E+001
 3.7153625E+002, 2.1956459E+001
 3.7253500E+002, 2.1948384E+001
 3.7353375E+002, 2.1940288E+001
 3.7453250E+002, 2.1932135E+001
 3.7553125E+002, 2.1923961E+001
 3.7653000E+002, 2.1915886E+001
 3.7752875E+002, 2.1907798E+001
 3.7852750E+002, 2.1899858E+001
 3.7952625E+002, 2.1891907E+001
 3.8052500E+002, 2.1883841E+001
 3.8152375E+002, 2.1875812E+001
 3.8252250E+002, 2.1867749E+001
 3.8352125E+002, 2.1859604E+001
 3.8452000E+002, 2.1851465E+001
 3.8551875E+002, 2.1843259E+001
 3.8651750E+002, 2.1835023E+001
 3.8751625E+002, 2.1826946E+001
 3.8851500E+002, 2.1818763E+001
 3.8951375E+002, 2.1810614E+001
 3.9051250E+002, 2.1802459E+001
 3.9151125E+002, 2.1794328E+001
 3.9251000E+002, 2.1786215E+001
 3.9350875E+002, 2.1778109E+001
 3.9450750E+002, 2.1769951E+001
 3.9550625E+002, 2.1761777E+001
 3.9650500E+002, 2.1753638E+001
 3.9750375E+002, 2.1745455E+001
 3.9850250E+002, 2.1737189E+001
 3.9950125E+002, 2.1728904E+001
 4.0050000E+002, 2.1720669E+001
 4.0149875E+002, 2.1712389E+001
 4.0249750E+002, 2.1704103E+001
 4.0349625E+002, 2.1695887E+001
 4.0449500E+002, 2.1687738E+001
 4.0549375E+002, 2.1679672E+001
 4.0649250E+002, 2.1671547E+001
 4.0749125E+002, 2.1663442E+001
 4.0849000E+002, 2.1655337E+001
 4.0948875E+002, 2.1647205E+001
 4.1048750E+002, 2.1639085E+001
 4.1148625E+002, 2.1630853E+001
 4.1248500E+002, 2.1622660E+001
 4.1348375E+002, 2.1614536E+001
 4.1448250E+002, 2.1606350E+001
 4.1548125E+002, 2.1598086E+001
 4.1648000E+002, 2.1589784E+001
 4.1747875E+002, 2.1581409E+001
 4.1847750E+002, 2.1573131E+001
 4.1947625E+002, 2.1564799E+001
 4.2047500E+002, 2.1556387E+001
 4.2147375E+002, 2.1548013E+001
 4.2247250E+002, 2.1539718E+001
 4.2347125E+002, 2.1531383E+001
 4.2447000E+002, 2.1523076E+001
 4.2546875E+002, 2.1514852E+001
 4.2646750E+002, 2.1506537E+001
 4.2746625E+002, 2.1498261E+001
 4.2846500E+002, 2.1489820E+001
 4.2946375E+002, 2.1481477E+001
 4.3046250E+002, 2.1473206E+001
 4.3146125E+002, 2.1464864E+001
 4.3246000E+002, 2.1456603E+001
 4.3345875E+002, 2.1448334E+001
 4.3445750E+002, 2.1440036E+001
 4.3545625E+002, 2.1431766E+001
 4.3645500E+002, 2.1423403E+001
 4.3745375E+002, 2.1415031E+001
 4.3845250E+002, 2.1406659E+001
 4.3945125E+002, 2.1398352E+001
 4.4045000E+002, 2.1389996E+001
 4.4144875E+002, 2.1381750E+001
 4.4244750E+002, 2.1373437E+001
 4.4344625E+002, 2.1365230E+001
 4.4444500E+002, 2.1356960E+001
 4.4544375E+002, 2.1348706E+001
 4.4644250E+002, 2.1340511E+001
 4.4744125E+002, 2.1332165E+001
 4.4844000E+002, 2.1324010E+001
 4.4943875E+002, 2.1315876E+001
 4.5043750E+002, 2.1307669E+001
 4.5143625E+002, 2.1299467E+001
 4.5243500E+002, 2.1291265E+001
 4.5343375E+002, 2.1283049E+001
 4.5443250E+002, 2.1274943E+001
 4.5543125E+002, 2.1266682E+001
 4.5643000E+002, 2.1258414E+001
 4.5742875E+002, 2.1250266E+001
 4.5842750E+002, 2.1241999E+001
 4.5942625E+002, 2.1233622E+001
 4.6042500E+002, 2.1225277E+001
 4.6142375E+002, 2.1217018E+001
 4.6242250E+002, 2.1208783E+001
 4.6342125E+002, 2.1200459E+001
 4.6442000E+002, 2.1192246E+001
 4.6541875E+002, 2.1183923E+001
 4.6641750E+002, 2.1175681E+001
 4.6741625E+002, 2.1167495E+001
 4.6841500E+002, 2.1159277E+001
 4.6941375E+002, 2.1151031E+001
 4.7041250E+002, 2.1142792E+001
 4.7141125E+002, 2.1134522E+001
 4.7241000E+002, 2.1126258E+001
 4.7340875E+002, 2.1118026E+001
 4.7440750E+002, 2.1109880E+001
 4.7540625E+002, 2.1101729E+001
 4.7640500E+002, 2.1093647E+001
 4.7740375E+002, 2.1085622E+001
 4.7840250E+002, 2.1077497E+001
 4.7940125E+002, 2.1069492E+001
 4.8040000E+002, 2.1061433E+001
 4.8139875E+002, 2.1053341E+001
 4.8239750E+002, 2.1045182E+001
 4.8339625E+002, 2.1036892E+001
 4.8439500E+002, 2.1028775E+001
 4.8539375E+002, 2.1020454E+001
 4.8639250E+002, 2.1012122E+001
 4.8739125E+002, 2.1003875E+001
 4.8839000E+002, 2.0995572E+001
 4.8938875E+002, 2.0987161E+001
 4.9038750E+002, 2.0978989E+001
 4.9138625E+002, 2.0970720E+001
 4.9238500E+002, 2.0962409E+001
 4.9338375E+002, 2.0954152E+001
 4.9438250E+002, 2.0946014E+001
 4.9538125E+002, 2.0937714E+001
 4.9638000E+002, 2.0929531E+001
 4.9737875E+002, 2.0921390E+001
 4.9837750E+002, 2.0913075E+001
 4.9937625E+002, 2.0904770E+001
 5.0037500E+002, 2.0896542E+001
 5.0137375E+002, 2.0888153E+001
 5.0237250E+002, 2.0879858E+001
 5.0337125E+002, 2.0871584E+001
 5.0437000E+002, 2.0863337E+001
 5.0536875E+002, 2.0855224E+001
 5.0636750E+002, 2.0846921E+001
 5.0736625E+002, 2.0838719E+001
 5.0836500E+002, 2.0830582E+001
 5.0936375E+002, 2.0822262E+001
 5.1036250E+002, 2.0813966E+001
 5.1136125E+002, 2.0805606E+001
 5.1236000E+002, 2.0797299E+001
 5.1335875E+002, 2.0788935E+001
 5.1435750E+002, 2.0780615E+001
 5.1535625E+002, 2.0772486E+001
 5.1635500E+002, 2.0764187E+001
 5.1735375E+002, 2.0756072E+001
 5.1835250E+002, 2.0747892E+001
 5.1935125E+002, 2.0739828E+001
 5.2035000E+002, 2.0731842E+001
 5.2134875E+002, 2.0723647E+001
 5.2234750E+002, 2.0715459E+001
 5.2334625E+002, 2.0707518E+001
 5.2434500E+002, 2.0699421E+001
 5.2534375E+002, 2.0691292E+001
 5.2634250E+002, 2.0683376E+001
 5.2734125E+002, 2.0675416E+001
 5.2834000E+002, 2.0667234E+001
 5.2933875E+002, 2.0659216E+001
 5.3033750E+002, 2.0651128E+001
 5.3133625E+002, 2.0642856E+001
 5.3233500E+002, 2.0634663E+001
 5.3333375E+002, 2.0626393E+001
 5.3433250E+002, 2.0618266E+001
 5.3533125E+002, 2.0609902E+001
 5.3633000E+002, 2.0601753E+001
 5.3732875E+002, 2.0593362E+001
 5.3832750E+002, 2.0585037E+001
 5.3932625E+002, 2.0576985E+001
 5.4032500E+002, 2.0568500E+001
 5.4132375E+002, 2.0560336E+001
 5.4232250E+002, 2.0552230E+001
 5.4332125E+002, 2.0543769E+001
 5.4432000E+002, 2.0535570E+001
 5.4531875E+002, 2.0527222E+001
 5.4631750E+002, 2.0518908E+001
 5.4731625E+002, 2.0510594E+001
 5.4831500E+002, 2.0502240E+001
 5.4931375E+002, 2.0494161E+001
 5.5031250E+002, 2.0485743E+001
 5.5131125E+002, 2.0477499E+001
 5.5231000E+002, 2.0469430E+001
 5.5330875E+002, 2.0461276E+001
 5.5430750E+002, 2.0453156E+001
 5.5530625E+002, 2.0444893E+001
 5.5630500E+002, 2.0436840E+001
 5.5730375E+002, 2.0428625E+001
 5.5830250E+002, 2.0420525E+001
 5.5930125E+002, 2.0412440E+001
 5.6030000E+002, 2.0404381E+001
 5.6129875E+002, 2.0396151E+001
 5.6229750E+002, 2.0387894E+001
 5.6329625E+002, 2.0379735E+001
 5.6429500E+002, 2.0371694E+001
 5.6529375E+002, 2.0363474E+001
 5.6629250E+002, 2.0355475E+001
 5.6729125E+002, 2.0347566E+001
 5.6829000E+002, 2.0339498E+001
 5.6928875E+002, 2.0331315E+001
 5.7028750E+002, 2.0323419E+001
 5.7128625E+002, 2.0315447E+001
 5.7228500E+002, 2.0307335E+001
 5.7328375E+002, 2.0299488E+001
 5.7428250E+002, 2.0291421E+001
 5.7528125E+002, 2.0283424E+001
 5.7628000E+002, 2.0275542E+001
 5.7727875E+002, 2.0267340E+001
 5.7827750E+002, 2.0259216E+001
 5.7927625E+002, 2.0251243E+001
 5.8027500E+002, 2.0243202E+001
 5.8127375E+002, 2.0234758E+001
 5.8227250E+002, 2.0226627E+001
 5.8327125E+002, 2.0218458E+001
 5.8427000E+002, 2.0210415E+001
 5.8526875E+002, 2.0202124E+001
 5.8626750E+002, 2.0193930E+001
 5.8726625E+002, 2.0185730E+001
 5.8826500E+002, 2.0177556E+001
 5.8926375E+002, 2.0169357E+001
 5.9026250E+002, 2.0161047E+001
 5.9126125E+002, 2.0152905E+001
 5.9226000E+002, 2.0144488E+001
 5.9325875E+002, 2.0136342E+001
 5.9425750E+002, 2.0128246E+001
 5.9525625E+002, 2.0119731E+001
 5.9625500E+002, 2.0111668E+001
 5.9725375E+002, 2.0103497E+001
 5.9825250E+002, 2.0095332E+001
 5.9925125E+002, 2.0087032E+001
 6.0025000E+002, 2.0078726E+001
 6.0124875E+002, 2.0070630E+001
 6.0224750E+002, 2.0062543E+001
 6.0324625E+002, 2.0054511E+001
 6.0424500E+002, 2.0046334E+001
 6.0524375E+002, 2.0037847E+001
 6.0624250E+002, 2.0029946E+001
 6.0724125E+002, 2.0022099E+001
 6.0824000E+002, 2.0013655E+001
 6.0923875E+002, 2.0005296E+001
 6.1023750E+002, 1.9997546E+001
 6.1123625E+002, 1.9989040E+001
 6.1223500E+002, 1.9980879E+001
 6.1323375E+002, 1.9972887E+001
 6.1423250E+002, 1.9964814E+001
 6.1523125E+002, 1.9956887E+001
 6.1623000E+002, 1.9948823E+001
 6.1722875E+002, 1.9940526E+001
 6.1822750E+002, 1.9932618E+001
 6.1922625E+002, 1.9924532E+001
 6.2022500E+002, 1.9916352E+001
 6.2122375E+002, 1.9907974E+001
 6.2222250E+002, 1.9899912E+001
 6.2322125E+002, 1.9891885E+001
 6.2422000E+002, 1.9883639E+001
 6.2521875E+002, 1.9875295E+001
 6.2621750E+002, 1.9867453E+001
 6.2721625E+002, 1.9858880E+001
 6.2821500E+002, 1.9850659E+001
 6.2921375E+002, 1.9842746E+001
 6.3021250E+002, 1.9834315E+001
 6.3121125E+002, 1.9826005E+001
 6.3221000E+002, 1.9817787E+001
 6.3320875E+002, 1.9809613E+001
 6.3420750E+002, 1.9801106E+001
 6.3520625E+002, 1.9792871E+001
 6.3620500E+002, 1.9784605E+001
 6.3720375E+002, 1.9776592E+001
 6.3820250E+002, 1.9767868E+001
 6.3920125E+002, 1.9759702E+001
 6.4020000E+002, 1.9751632E+001
 6.4119875E+002, 1.9743289E+001
 6.4219750E+002, 1.9735345E+001
 6.4319625E+002, 1.9727036E+001
 6.4419500E+002, 1.9718551E+001
 6.4519375E+002, 1.9710452E+001
 6.4619250E+002, 1.9702246E+001
 6.4719125E+002, 1.9694115E+001
 6.4819000E+002, 1.9686513E+001
 6.4918875E+002, 1.9678138E+001
 6.5018750E+002, 1.9670322E+001
 6.5118625E+002, 1.9662022E+001
 6.5218500E+002, 1.9653708E+001
 6.5318375E+002, 1.9645556E+001
 6.5418250E+002, 1.9636831E+001
 6.5518125E+002, 1.9627161E+001
 6.5618000E+002, 1.9616539E+001
 6.5717875E+002, 1.9604282E+001
 6.5817750E+002, 1.9588182E+001
 6.5917625E+002, 1.9566561E+001
 6.6017500E+002, 1.9537190E+001
 6.6117375E+002, 1.9496337E+001
 6.6217250E+002, 1.9439379E+001
 6.6317125E+002, 1.9361147E+001
 6.6417000E+002, 1.9257287E+001
 6.6516875E+002, 1.9125736E+001
 6.6616750E+002, 1.8965021E+001
 6.6716625E+002, 1.8777360E+001
 6.6816500E+002, 1.8565574E+001
 6.6916375E+002, 1.8335286E+001
 6.7016250E+002, 1.8090560E+001
 6.7116125E+002, 1.7839469E+001
 6.7216000E+002, 1.7587059E+001
 6.7315875E+002, 1.7340861E+001
 6.7415750E+002, 1.7103905E+001
 6.7515625E+002, 1.6880913E+001
 6.7615500E+002, 1.6675835E+001
 6.7715375E+002, 1.6492097E+001
 6.7815250E+002, 1.6332625E+001
 6.7915125E+002, 1.6197783E+001
 6.8015000E+002, 1.6087260E+001
 6.8114875E+002, 1.5999666E+001
 6.8214750E+002, 1.5934173E+001
 6.8314625E+002, 1.5887990E+001
 6.8414500E+002, 1.5858891E+001
 6.8514375E+002, 1.5843113E+001
 6.8614250E+002, 1.5838318E+001
 6.8714125E+002, 1.5843949E+001
 6.8814000E+002, 1.5858330E+001
 6.8913875E+002, 1.5878909E+001
 6.9013750E+002, 1.5903136E+001
 6.9113625E+002, 1.5927785E+001
 6.9213500E+002, 1.5949155E+001
 6.9313375E+002, 1.5965808E+001
 6.9413250E+002, 1.5975935E+001
 6.9513125E+002, 1.5978136E+001
 6.9613000E+002, 1.5969096E+001
 6.9712875E+002, 1.5947064E+001
 6.9812750E+002, 1.5911903E+001
