s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,UBAR,RHO,MU,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,P200,P300,P400,P500,P600,P700,P800,P900,P1000,P1100,P1200,P1300,P1400,P1500,P1600
 0.0000000E+000, 0.0000000E+000, 1.1945617E+000, 1.7956572E-005,-3.1980641E-005,-1.9783964E-005,-3.5010449E-005,-1.9462283E-005,-3.2484048E-005,-2.0652998E-005,-2.9796173E-005,-2.2044636E-005,-2.9446684E-005,-2.1123076E-005,-2.5429480E-005,-2.1924779E-005,-2.2144476E-005,-2.1366859E-005,-1.9715544E-005,-2.1658980E-005,-2.1500281E-005,-2.2948500E-005,-2.4873888E-005,-2.1800864E-005,-2.2499294E-005,-1.8385552E-005,-2.2042811E-005,-1.9480792E-005,-2.1549424E-005
 8.0009800E+002, 1.9989719E+000, 1.1945614E+000, 1.7956572E-005, 1.7969046E+001, 1.7816982E+001, 1.7668650E+001, 1.7523377E+001, 1.7382756E+001, 1.7245896E+001, 1.7116053E+001, 1.6989601E+001, 1.6869067E+001, 1.6750407E+001, 1.5679673E+001, 1.4596203E+001, 1.3480579E+001, 1.2357449E+001, 1.1231769E+001, 1.0110071E+001, 8.9866794E+000, 7.8621916E+000, 6.7364722E+000, 5.6096548E+000, 4.4829719E+000, 3.3610035E+000, 2.2358140E+000, 1.1131067E+000, 1.0546387E-002
 1.6000000E+003, 1.9999999E+000, 1.1945617E+000, 1.7956572E-005, 1.3737874E+001, 1.3615437E+001, 1.3497131E+001, 1.3381641E+001, 1.3271224E+001, 1.3163194E+001, 1.3062279E+001, 1.2964675E+001, 1.2873513E+001, 1.2784136E+001, 1.2000228E+001, 1.1187520E+001, 1.0332446E+001, 9.4726850E+000, 8.6109334E+000, 7.7439038E+000, 6.8802278E+000, 6.0167129E+000, 5.1573187E+000, 4.2922185E+000, 3.4346910E+000, 2.5777410E+000, 1.7137144E+000, 8.4915603E-001, 8.7705102E-003
