s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 2.014E-01, 8.811E+00, 8.846E+00, 9.351E-05, 1.195E+00
 4.032E-01, 2.504E+01, 2.549E+01, 1.101E-03, 1.195E+00
 6.011E-01, 4.039E+01, 4.143E+01, 3.052E-02, 1.195E+00
 8.001E-01, 5.446E+01, 5.719E+01, 7.215E-02, 1.195E+00
 1.001E+00, 6.704E+01, 7.324E+01, 7.609E-02, 1.195E+00
 1.201E+00, 7.772E+01, 8.178E+01, 8.324E-02, 1.195E+00
 1.400E+00, 8.656E+01, 9.068E+01, 1.010E-01, 1.195E+00
 1.600E+00, 9.380E+01, 1.017E+02, 1.307E-01, 1.195E+00
 1.801E+00, 9.979E+01, 1.082E+02, 1.096E-01, 1.195E+00
 2.000E+00, 1.044E+02, 1.116E+02, 1.087E-01, 1.195E+00
 2.201E+00, 1.080E+02, 1.163E+02, 1.250E-01, 1.195E+00
 2.401E+00, 1.108E+02, 1.139E+02, 1.211E-01, 1.195E+00
 2.601E+00, 1.127E+02, 1.215E+02, 1.451E-01, 1.195E+00
 2.801E+00, 1.139E+02, 1.213E+02, 1.623E-01, 1.195E+00
 3.000E+00, 1.149E+02, 1.210E+02, 1.417E-01, 1.195E+00
 3.200E+00, 1.155E+02, 1.244E+02, 1.420E-01, 1.195E+00
 3.400E+00, 1.161E+02, 1.218E+02, 1.383E-01, 1.195E+00
 3.600E+00, 1.165E+02, 1.249E+02, 1.615E-01, 1.195E+00
 3.801E+00, 1.169E+02, 1.274E+02, 1.479E-01, 1.195E+00
 4.000E+00, 1.172E+02, 1.294E+02, 1.689E-01, 1.195E+00
 4.200E+00, 1.174E+02, 1.283E+02, 1.574E-01, 1.195E+00
 4.401E+00, 1.175E+02, 1.257E+02, 1.383E-01, 1.195E+00
 4.601E+00, 1.175E+02, 1.253E+02, 1.612E-01, 1.195E+00
 4.801E+00, 1.176E+02, 1.264E+02, 1.658E-01, 1.195E+00
 5.000E+00, 1.178E+02, 1.311E+02, 1.731E-01, 1.195E+00
 5.200E+00, 1.179E+02, 1.265E+02, 1.333E-01, 1.195E+00
 5.400E+00, 1.179E+02, 1.277E+02, 1.359E-01, 1.195E+00
 5.600E+00, 1.180E+02, 1.298E+02, 1.301E-01, 1.195E+00
 5.800E+00, 1.180E+02, 1.233E+02, 1.215E-01, 1.195E+00
 6.001E+00, 1.180E+02, 1.308E+02, 1.399E-01, 1.195E+00
 6.201E+00, 1.179E+02, 1.300E+02, 1.392E-01, 1.195E+00
 6.400E+00, 1.179E+02, 1.271E+02, 1.457E-01, 1.195E+00
 6.600E+00, 1.179E+02, 1.260E+02, 1.568E-01, 1.195E+00
 6.800E+00, 1.179E+02, 1.315E+02, 1.831E-01, 1.195E+00
