s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 3.004E+01, 1.259E-03,-1.600E-03, 4.635E-05, 1.196E+00
 6.008E+01, 3.742E-03, 2.429E-03, 3.268E-05, 1.196E+00
 9.012E+01, 6.192E-03, 5.319E-03, 3.542E-05, 1.196E+00
 1.202E+02, 8.600E-03, 6.623E-03, 4.553E-05, 1.196E+00
 1.500E+02, 1.094E-02, 8.584E-03, 3.041E-05, 1.196E+00
 1.801E+02, 1.321E-02, 1.316E-02, 2.474E-05, 1.196E+00
 2.101E+02, 1.541E-02, 1.627E-02, 2.655E-05, 1.196E+00
 2.401E+02, 1.753E-02, 1.961E-02, 2.429E-05, 1.196E+00
 2.702E+02, 1.956E-02, 2.167E-02, 2.345E-05, 1.196E+00
 3.000E+02, 2.150E-02, 2.414E-02, 2.130E-05, 1.196E+00
 3.301E+02, 2.336E-02, 2.683E-02, 2.449E-05, 1.196E+00
 3.601E+02, 2.516E-02, 2.827E-02, 2.208E-05, 1.196E+00
 3.901E+02, 2.688E-02, 3.092E-02, 2.149E-05, 1.196E+00
 4.202E+02, 2.853E-02, 3.353E-02, 2.107E-05, 1.196E+00
 4.500E+02, 3.012E-02, 3.647E-02, 2.091E-05, 1.196E+00
 4.801E+02, 3.164E-02, 3.870E-02, 2.078E-05, 1.196E+00
 5.101E+02, 3.312E-02, 4.154E-02, 2.223E-05, 1.196E+00
 5.402E+02, 3.454E-02, 4.373E-02, 2.145E-05, 1.196E+00
 5.700E+02, 3.591E-02, 4.608E-02, 2.175E-05, 1.196E+00
 6.000E+02, 3.722E-02, 4.827E-02, 2.148E-05, 1.196E+00
 6.301E+02, 3.850E-02, 5.078E-02, 2.353E-05, 1.196E+00
 6.601E+02, 3.972E-02, 5.357E-02, 2.532E-05, 1.196E+00
 6.902E+02, 4.089E-02, 5.586E-02, 2.556E-05, 1.196E+00
