s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 6.760E-05, 1.196E+00
 5.139E+00, 2.227E-02, 1.647E-02, 7.938E-05, 1.196E+00
 1.008E+01, 6.411E-02, 5.549E-02, 9.576E-05, 1.196E+00
 1.502E+01, 1.046E-01, 1.018E-01, 5.785E-05, 1.196E+00
 2.016E+01, 1.451E-01, 1.492E-01, 4.866E-05, 1.196E+00
 2.510E+01, 1.846E-01, 1.901E-01, 4.394E-05, 1.196E+00
 3.004E+01, 2.221E-01, 2.336E-01, 6.418E-05, 1.196E+00
 3.518E+01, 2.590E-01, 2.724E-01, 4.703E-05, 1.196E+00
 4.012E+01, 2.945E-01, 3.171E-01, 5.882E-05, 1.196E+00
 4.506E+01, 3.279E-01, 3.559E-01, 4.881E-05, 1.196E+00
 5.000E+01, 3.600E-01, 3.971E-01, 6.002E-05, 1.196E+00
 5.514E+01, 3.914E-01, 4.403E-01, 8.504E-05, 1.196E+00
 6.008E+01, 4.215E-01, 4.807E-01, 1.677E-04, 1.196E+00
 6.502E+01, 4.497E-01, 5.191E-01, 3.505E-04, 1.196E+00
 7.008E+01, 4.770E-01, 5.427E-01, 6.366E-04, 1.196E+00
 7.515E+01, 5.032E-01, 5.717E-01, 8.993E-04, 1.196E+00
 8.012E+01, 5.275E-01, 6.394E-01, 7.720E-04, 1.196E+00
 8.509E+01, 5.489E-01, 6.330E-01, 7.434E-04, 1.196E+00
 9.001E+01, 5.670E-01, 7.037E-01, 8.818E-04, 1.196E+00
 9.512E+01, 5.818E-01, 6.681E-01, 6.882E-04, 1.196E+00
 1.001E+02, 5.941E-01, 6.916E-01, 8.099E-04, 1.196E+00
 1.051E+02, 6.043E-01, 6.880E-01, 8.863E-04, 1.196E+00
 1.101E+02, 6.131E-01, 7.203E-01, 7.940E-04, 1.196E+00
 1.151E+02, 6.210E-01, 7.101E-01, 6.889E-04, 1.196E+00
 1.201E+02, 6.282E-01, 7.273E-01, 5.457E-04, 1.196E+00
 1.250E+02, 6.348E-01, 7.127E-01, 6.048E-04, 1.196E+00
 1.300E+02, 6.406E-01, 7.283E-01, 4.703E-04, 1.196E+00
 1.351E+02, 6.456E-01, 7.338E-01, 6.098E-04, 1.196E+00
 1.400E+02, 6.501E-01, 7.242E-01, 8.705E-04, 1.196E+00
 1.451E+02, 6.539E-01, 7.342E-01, 8.599E-04, 1.196E+00
 1.500E+02, 6.572E-01, 7.554E-01, 9.372E-04, 1.196E+00
 1.551E+02, 6.602E-01, 7.591E-01, 7.957E-04, 1.196E+00
 1.601E+02, 6.628E-01, 7.671E-01, 9.638E-04, 1.196E+00
 1.651E+02, 6.647E-01, 7.686E-01, 8.854E-04, 1.196E+00
 1.700E+02, 6.662E-01, 7.617E-01, 5.419E-04, 1.196E+00
 1.750E+02, 6.676E-01, 7.887E-01, 6.924E-04, 1.196E+00
 1.800E+02, 6.686E-01, 7.728E-01, 7.103E-04, 1.196E+00
 1.850E+02, 6.699E-01, 7.809E-01, 8.365E-04, 1.196E+00
 1.900E+02, 6.709E-01, 7.675E-01, 9.729E-04, 1.196E+00
 1.951E+02, 6.717E-01, 7.506E-01, 7.561E-04, 1.196E+00
 2.001E+02, 6.720E-01, 7.464E-01, 6.985E-04, 1.196E+00
 2.051E+02, 6.722E-01, 7.423E-01, 7.811E-04, 1.196E+00
 2.101E+02, 6.721E-01, 7.417E-01, 6.972E-04, 1.196E+00
 2.151E+02, 6.721E-01, 7.490E-01, 8.309E-04, 1.196E+00
 2.201E+02, 6.729E-01, 7.681E-01, 7.253E-04, 1.196E+00
 2.251E+02, 6.736E-01, 7.543E-01, 7.933E-04, 1.196E+00
 2.301E+02, 6.742E-01, 7.711E-01, 7.044E-04, 1.196E+00
 2.351E+02, 6.745E-01, 7.702E-01, 7.893E-04, 1.196E+00
 2.400E+02, 6.742E-01, 7.773E-01, 7.189E-04, 1.196E+00
 2.450E+02, 6.733E-01, 7.612E-01, 8.312E-04, 1.196E+00
 2.500E+02, 6.720E-01, 7.385E-01, 7.153E-04, 1.196E+00
 2.550E+02, 6.716E-01, 7.621E-01, 9.315E-04, 1.196E+00
 2.600E+02, 6.712E-01, 7.581E-01, 9.006E-04, 1.196E+00
 2.650E+02, 6.705E-01, 7.442E-01, 7.038E-04, 1.196E+00
 2.701E+02, 6.703E-01, 7.655E-01, 8.161E-04, 1.196E+00
 2.751E+02, 6.706E-01, 7.476E-01, 5.898E-04, 1.196E+00
 2.801E+02, 6.710E-01, 7.451E-01, 6.732E-04, 1.196E+00
 2.851E+02, 6.711E-01, 7.670E-01, 6.016E-04, 1.196E+00
 2.901E+02, 6.715E-01, 7.574E-01, 7.916E-04, 1.196E+00
 2.951E+02, 6.724E-01, 7.886E-01, 7.429E-04, 1.196E+00
