s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 2.014E-01, 8.731E+00, 8.846E+00, 9.352E-05, 1.195E+00
 4.033E-01, 2.407E+01, 2.549E+01, 1.097E-03, 1.195E+00
 6.009E-01, 3.722E+01, 4.124E+01, 3.206E-02, 1.195E+00
 8.000E-01, 4.816E+01, 5.549E+01, 5.973E-02, 1.195E+00
 1.001E+00, 5.608E+01, 6.511E+01, 7.449E-02, 1.195E+00
 1.201E+00, 6.075E+01, 7.015E+01, 7.317E-02, 1.195E+00
 1.401E+00, 6.369E+01, 7.553E+01, 8.764E-02, 1.195E+00
 1.601E+00, 6.557E+01, 7.760E+01, 9.763E-02, 1.195E+00
 1.801E+00, 6.682E+01, 7.902E+01, 9.311E-02, 1.195E+00
 2.001E+00, 6.741E+01, 7.750E+01, 6.984E-02, 1.195E+00
 2.201E+00, 6.778E+01, 7.832E+01, 9.165E-02, 1.195E+00
 2.401E+00, 6.803E+01, 7.929E+01, 8.519E-02, 1.195E+00
 2.601E+00, 6.808E+01, 7.867E+01, 7.735E-02, 1.195E+00
 2.801E+00, 6.808E+01, 7.921E+01, 8.046E-02, 1.195E+00
 3.001E+00, 6.824E+01, 7.869E+01, 7.460E-02, 1.195E+00
 3.201E+00, 6.841E+01, 7.894E+01, 8.471E-02, 1.195E+00
 3.401E+00, 6.838E+01, 7.955E+01, 9.000E-02, 1.195E+00
 3.601E+00, 6.841E+01, 8.038E+01, 8.939E-02, 1.195E+00
 3.801E+00, 6.842E+01, 8.105E+01, 6.636E-02, 1.195E+00
 4.001E+00, 6.851E+01, 8.084E+01, 8.033E-02, 1.195E+00
 4.201E+00, 6.850E+01, 7.760E+01, 6.126E-02, 1.195E+00
 4.400E+00, 6.859E+01, 7.947E+01, 7.661E-02, 1.195E+00
 4.601E+00, 6.858E+01, 8.016E+01, 6.021E-02, 1.195E+00
 4.800E+00, 6.852E+01, 7.975E+01, 6.384E-02, 1.195E+00
 5.001E+00, 6.854E+01, 8.054E+01, 8.251E-02, 1.195E+00
 5.200E+00, 6.861E+01, 7.967E+01, 7.942E-02, 1.195E+00
 5.401E+00, 6.858E+01, 8.171E+01, 7.187E-02, 1.195E+00
 5.600E+00, 6.858E+01, 8.031E+01, 8.306E-02, 1.195E+00
 5.801E+00, 6.849E+01, 8.073E+01, 8.931E-02, 1.195E+00
 6.000E+00, 6.842E+01, 8.043E+01, 8.775E-02, 1.195E+00
 6.201E+00, 6.853E+01, 8.049E+01, 8.759E-02, 1.195E+00
 6.401E+00, 6.864E+01, 7.911E+01, 6.886E-02, 1.195E+00
 6.601E+00, 6.858E+01, 8.014E+01, 7.698E-02, 1.195E+00
 6.801E+00, 6.854E+01, 8.021E+01, 8.174E-02, 1.195E+00
