s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 2.014E-01, 8.518E+00, 8.847E+00, 9.355E-05, 1.195E+00
 4.034E-01, 2.220E+01, 2.549E+01, 1.074E-03, 1.195E+00
 6.004E-01, 3.272E+01, 4.090E+01, 3.202E-02, 1.195E+00
 8.004E-01, 4.105E+01, 5.603E+01, 5.957E-02, 1.195E+00
 1.001E+00, 4.609E+01, 6.431E+01, 5.687E-02, 1.195E+00
 1.201E+00, 4.633E+01, 6.331E+01, 4.742E-02, 1.195E+00
 1.401E+00, 4.585E+01, 6.217E+01, 5.346E-02, 1.195E+00
 1.601E+00, 4.546E+01, 5.942E+01, 5.419E-02, 1.195E+00
 1.800E+00, 4.521E+01, 5.943E+01, 5.935E-02, 1.195E+00
 2.000E+00, 4.516E+01, 6.009E+01, 5.013E-02, 1.195E+00
 2.201E+00, 4.503E+01, 5.968E+01, 4.009E-02, 1.195E+00
 2.401E+00, 4.527E+01, 6.095E+01, 4.530E-02, 1.195E+00
 2.600E+00, 4.538E+01, 6.082E+01, 5.051E-02, 1.195E+00
 2.800E+00, 4.500E+01, 5.974E+01, 4.800E-02, 1.195E+00
 3.001E+00, 4.506E+01, 5.967E+01, 4.824E-02, 1.195E+00
 3.201E+00, 4.506E+01, 5.987E+01, 3.890E-02, 1.195E+00
 3.400E+00, 4.486E+01, 5.757E+01, 4.819E-02, 1.195E+00
 3.600E+00, 4.462E+01, 5.752E+01, 5.125E-02, 1.195E+00
 3.800E+00, 4.462E+01, 5.878E+01, 6.582E-02, 1.195E+00
 4.000E+00, 4.460E+01, 5.741E+01, 5.138E-02, 1.195E+00
 4.200E+00, 4.465E+01, 5.670E+01, 5.406E-02, 1.195E+00
 4.400E+00, 4.451E+01, 5.721E+01, 5.780E-02, 1.195E+00
 4.600E+00, 4.489E+01, 5.780E+01, 5.442E-02, 1.195E+00
 4.800E+00, 4.489E+01, 5.910E+01, 5.428E-02, 1.195E+00
 5.001E+00, 4.482E+01, 6.003E+01, 4.936E-02, 1.195E+00
 5.200E+00, 4.493E+01, 6.017E+01, 5.802E-02, 1.195E+00
 5.401E+00, 4.514E+01, 5.957E+01, 5.164E-02, 1.195E+00
 5.600E+00, 4.490E+01, 6.023E+01, 5.076E-02, 1.195E+00
 5.801E+00, 4.494E+01, 5.918E+01, 5.988E-02, 1.195E+00
 6.001E+00, 4.496E+01, 5.949E+01, 6.134E-02, 1.195E+00
 6.200E+00, 4.477E+01, 5.836E+01, 4.816E-02, 1.195E+00
 6.401E+00, 4.461E+01, 5.908E+01, 5.246E-02, 1.195E+00
 6.601E+00, 4.473E+01, 6.173E+01, 5.911E-02, 1.195E+00
 6.801E+00, 4.499E+01, 5.838E+01, 5.498E-02, 1.195E+00
