s,m3/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00, 0.000E+00,-8.836E-03, 2.500E-02, 1.165E+00
 5.724E-01, 2.642E-01, 2.903E-01, 2.500E-02, 1.165E+00
 1.030E+00, 6.071E-01, 7.295E-01, 2.500E-02, 1.165E+00
 1.603E+00, 9.019E-01, 1.145E+00, 2.500E-02, 1.165E+00
 2.061E+00, 1.164E+00, 1.531E+00, 2.500E-02, 1.165E+00
 2.519E+00, 1.372E+00, 1.844E+00, 2.500E-02, 1.165E+00
 3.091E+00, 1.583E+00, 2.163E+00, 2.500E-02, 1.165E+00
 3.549E+00, 1.772E+00, 2.452E+00, 2.500E-02, 1.165E+00
 4.007E+00, 1.924E+00, 2.684E+00, 2.500E-02, 1.165E+00
 4.579E+00, 2.078E+00, 2.919E+00, 2.500E-02, 1.165E+00
 5.037E+00, 2.216E+00, 3.131E+00, 2.500E-02, 1.165E+00
 5.610E+00, 2.340E+00, 3.321E+00, 2.500E-02, 1.165E+00
 6.068E+00, 2.452E+00, 3.492E+00, 2.500E-02, 1.165E+00
 6.526E+00, 2.541E+00, 3.629E+00, 2.500E-02, 1.165E+00
 7.098E+00, 2.632E+00, 3.767E+00, 2.500E-02, 1.165E+00
 7.556E+00, 2.713E+00, 3.893E+00, 2.500E-02, 1.165E+00
 8.014E+00, 2.779E+00, 3.993E+00, 2.500E-02, 1.165E+00
 8.586E+00, 2.846E+00, 4.095E+00, 2.500E-02, 1.165E+00
 9.044E+00, 2.906E+00, 4.187E+00, 2.500E-02, 1.165E+00
 9.502E+00, 2.954E+00, 4.260E+00, 2.500E-02, 1.165E+00
 1.006E+01, 3.002E+00, 4.334E+00, 2.500E-02, 1.165E+00
 1.058E+01, 3.047E+00, 4.404E+00, 2.500E-02, 1.165E+00
 1.109E+01, 3.087E+00, 4.464E+00, 2.500E-02, 1.165E+00
 1.150E+01, 3.119E+00, 4.513E+00, 2.500E-02, 1.165E+00
 1.201E+01, 3.148E+00, 4.557E+00, 2.500E-02, 1.165E+00
 1.253E+01, 3.177E+00, 4.602E+00, 2.500E-02, 1.165E+00
 1.304E+01, 3.203E+00, 4.642E+00, 2.500E-02, 1.165E+00
 1.355E+01, 3.227E+00, 4.678E+00, 2.500E-02, 1.165E+00
 1.407E+01, 3.248E+00, 4.711E+00, 2.500E-02, 1.165E+00
 1.458E+01, 3.267E+00, 4.740E+00, 2.500E-02, 1.165E+00
 1.510E+01, 3.285E+00, 4.766E+00, 2.500E-02, 1.165E+00
 1.551E+01, 3.298E+00, 4.787E+00, 2.500E-02, 1.165E+00
 1.602E+01, 3.311E+00, 4.807E+00, 2.500E-02, 1.165E+00
 1.653E+01, 3.324E+00, 4.826E+00, 2.500E-02, 1.165E+00
 1.705E+01, 3.335E+00, 4.844E+00, 2.500E-02, 1.165E+00
 1.756E+01, 3.346E+00, 4.860E+00, 2.500E-02, 1.165E+00
 1.802E+01, 3.354E+00, 4.873E+00, 2.500E-02, 1.165E+00
 1.858E+01, 3.363E+00, 4.886E+00, 2.500E-02, 1.165E+00
 1.904E+01, 3.370E+00, 4.897E+00, 2.500E-02, 1.165E+00
 1.950E+01, 3.376E+00, 4.906E+00, 2.500E-02, 1.165E+00
 2.005E+01, 3.382E+00, 4.916E+00, 2.500E-02, 1.165E+00
 2.052E+01, 3.388E+00, 4.924E+00, 2.500E-02, 1.165E+00
 2.107E+01, 3.393E+00, 4.932E+00, 2.500E-02, 1.165E+00
