s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 5.535E-05, 1.196E+00
 1.055E+00, 4.762E-01, 4.809E-01, 5.047E-05, 1.196E+00
 2.011E+00, 1.274E+00, 1.300E+00, 1.076E-04, 1.196E+00
 3.001E+00, 2.013E+00, 2.104E+00, 1.985E-04, 1.196E+00
 4.010E+00, 2.729E+00, 2.910E+00, 1.010E-03, 1.196E+00
 5.009E+00, 3.404E+00, 3.864E+00, 3.146E-03, 1.196E+00
 6.002E+00, 4.011E+00, 4.614E+00, 3.526E-03, 1.196E+00
 7.003E+00, 4.518E+00, 5.582E+00, 3.948E-03, 1.196E+00
 8.000E+00, 4.922E+00, 6.267E+00, 4.331E-03, 1.196E+00
 9.005E+00, 5.260E+00, 6.680E+00, 3.482E-03, 1.196E+00
 1.000E+01, 5.538E+00, 7.070E+00, 3.560E-03, 1.196E+00
 1.100E+01, 5.754E+00, 7.237E+00, 3.439E-03, 1.196E+00
 1.200E+01, 5.926E+00, 7.241E+00, 3.761E-03, 1.196E+00
 1.300E+01, 6.058E+00, 7.820E+00, 4.430E-03, 1.196E+00
 1.400E+01, 6.161E+00, 7.968E+00, 4.120E-03, 1.196E+00
 1.500E+01, 6.258E+00, 7.951E+00, 4.062E-03, 1.196E+00
 1.600E+01, 6.335E+00, 7.906E+00, 4.226E-03, 1.196E+00
 1.701E+01, 6.394E+00, 8.096E+00, 4.259E-03, 1.196E+00
 1.800E+01, 6.438E+00, 8.391E+00, 4.665E-03, 1.196E+00
 1.900E+01, 6.467E+00, 8.124E+00, 4.397E-03, 1.196E+00
 2.000E+01, 6.494E+00, 8.317E+00, 5.477E-03, 1.196E+00
 2.100E+01, 6.518E+00, 8.029E+00, 4.360E-03, 1.196E+00
 2.200E+01, 6.542E+00, 8.489E+00, 5.358E-03, 1.196E+00
 2.300E+01, 6.557E+00, 8.372E+00, 5.579E-03, 1.196E+00
 2.400E+01, 6.559E+00, 8.267E+00, 4.334E-03, 1.196E+00
 2.500E+01, 6.554E+00, 8.078E+00, 4.219E-03, 1.196E+00
 2.600E+01, 6.554E+00, 8.251E+00, 4.178E-03, 1.196E+00
 2.700E+01, 6.555E+00, 8.269E+00, 4.193E-03, 1.196E+00
 2.800E+01, 6.555E+00, 8.269E+00, 4.316E-03, 1.196E+00
 2.900E+01, 6.553E+00, 8.329E+00, 6.080E-03, 1.196E+00
 3.001E+01, 6.547E+00, 8.333E+00, 4.456E-03, 1.196E+00
 3.100E+01, 6.547E+00, 8.291E+00, 4.917E-03, 1.196E+00
 3.200E+01, 6.547E+00, 8.363E+00, 4.858E-03, 1.196E+00
 3.300E+01, 6.548E+00, 8.272E+00, 4.475E-03, 1.196E+00
 3.400E+01, 6.548E+00, 8.443E+00, 4.455E-03, 1.196E+00
 3.500E+01, 6.554E+00, 8.142E+00, 3.566E-03, 1.196E+00
 3.600E+01, 6.557E+00, 8.284E+00, 5.326E-03, 1.196E+00
 3.700E+01, 6.552E+00, 8.244E+00, 3.801E-03, 1.196E+00
 3.800E+01, 6.554E+00, 8.293E+00, 4.172E-03, 1.196E+00
 3.900E+01, 6.555E+00, 8.500E+00, 4.327E-03, 1.196E+00
 4.000E+01, 6.550E+00, 8.273E+00, 3.908E-03, 1.196E+00
 4.100E+01, 6.549E+00, 8.424E+00, 4.554E-03, 1.196E+00
 4.201E+01, 6.552E+00, 8.583E+00, 5.306E-03, 1.196E+00
 4.300E+01, 6.555E+00, 8.294E+00, 4.532E-03, 1.196E+00
 4.400E+01, 6.557E+00, 8.637E+00, 5.569E-03, 1.196E+00
 4.500E+01, 6.557E+00, 8.414E+00, 5.079E-03, 1.196E+00
 4.600E+01, 6.559E+00, 8.553E+00, 5.467E-03, 1.196E+00
 4.700E+01, 6.558E+00, 8.543E+00, 4.461E-03, 1.196E+00
 4.800E+01, 6.562E+00, 8.203E+00, 3.722E-03, 1.196E+00
 4.900E+01, 6.567E+00, 8.351E+00, 4.648E-03, 1.196E+00
 5.000E+01, 6.567E+00, 8.044E+00, 4.452E-03, 1.196E+00
 5.100E+01, 6.570E+00, 8.046E+00, 4.286E-03, 1.196E+00
 5.200E+01, 6.569E+00, 8.306E+00, 4.512E-03, 1.196E+00
 5.300E+01, 6.567E+00, 8.105E+00, 3.267E-03, 1.196E+00
 5.400E+01, 6.568E+00, 8.365E+00, 4.489E-03, 1.196E+00
 5.501E+01, 6.575E+00, 8.202E+00, 3.824E-03, 1.196E+00
 5.600E+01, 6.577E+00, 8.230E+00, 4.967E-03, 1.196E+00
 5.700E+01, 6.570E+00, 8.252E+00, 4.071E-03, 1.196E+00
 5.800E+01, 6.566E+00, 8.334E+00, 4.853E-03, 1.196E+00
 5.900E+01, 6.559E+00, 8.284E+00, 3.894E-03, 1.196E+00
 6.000E+01, 6.561E+00, 8.218E+00, 5.054E-03, 1.196E+00
 6.100E+01, 6.555E+00, 8.292E+00, 4.849E-03, 1.196E+00
 6.200E+01, 6.546E+00, 8.261E+00, 3.847E-03, 1.196E+00
 6.300E+01, 6.543E+00, 8.354E+00, 5.345E-03, 1.196E+00
 6.400E+01, 6.540E+00, 8.233E+00, 5.185E-03, 1.196E+00
 6.500E+01, 6.543E+00, 8.328E+00, 5.279E-03, 1.196E+00
 6.600E+01, 6.547E+00, 8.350E+00, 6.282E-03, 1.196E+00
 6.701E+01, 6.551E+00, 8.387E+00, 4.570E-03, 1.196E+00
 6.800E+01, 6.551E+00, 8.357E+00, 4.697E-03, 1.196E+00
 6.900E+01, 6.548E+00, 8.593E+00, 5.988E-03, 1.196E+00
 7.000E+01, 6.551E+00, 8.061E+00, 5.022E-03, 1.196E+00
 7.100E+01, 6.553E+00, 8.420E+00, 5.026E-03, 1.196E+00
 7.200E+01, 6.554E+00, 8.364E+00, 3.477E-03, 1.196E+00
 7.300E+01, 6.555E+00, 8.485E+00, 5.197E-03, 1.196E+00
 7.400E+01, 6.559E+00, 8.258E+00, 4.047E-03, 1.196E+00
 7.500E+01, 6.570E+00, 8.578E+00, 5.007E-03, 1.196E+00
 7.600E+01, 6.572E+00, 8.588E+00, 4.473E-03, 1.196E+00
