s,kg/s,kg/s,m3/s,m3/s
 2.7803749E+002, 2.3891233E+002, 2.5647564E+002, 2.0000000E+002, 2.2759497E+002
 2.7900443E+002, 2.3891238E+002, 2.5660424E+002, 2.0000001E+002, 2.2778525E+002
 2.8006664E+002, 2.3891239E+002, 2.5768651E+002, 2.0000000E+002, 2.2873179E+002
 2.8105376E+002, 2.3891236E+002, 2.5701087E+002, 1.9999999E+002, 2.2809961E+002
 2.8207555E+002, 2.3891231E+002, 2.5319008E+002, 1.9999999E+002, 2.2474239E+002
 2.8303350E+002, 2.3891226E+002, 2.5656484E+002, 1.9999999E+002, 2.2777319E+002
 2.8408724E+002, 2.3891226E+002, 2.5401686E+002, 2.0000001E+002, 2.2563389E+002
 2.8504519E+002, 2.3891232E+002, 2.5082842E+002, 2.0000002E+002, 2.2292911E+002
 2.8606061E+002, 2.3891238E+002, 2.5938046E+002, 2.0000003E+002, 2.3054286E+002
 2.8701131E+002, 2.3891241E+002, 2.4774495E+002, 2.0000001E+002, 2.2034467E+002
 2.8810272E+002, 2.3891240E+002, 2.5796534E+002, 1.9999999E+002, 2.2934968E+002
 2.8902014E+002, 2.3891234E+002, 2.5346788E+002, 1.9999997E+002, 2.2535452E+002
 2.9000480E+002, 2.3891229E+002, 2.5291992E+002, 1.9999997E+002, 2.2483111E+002
 2.9104612E+002, 2.3891227E+002, 2.5332090E+002, 2.0000000E+002, 2.2516870E+002
 2.9206967E+002, 2.3891227E+002, 2.5152091E+002, 2.0000000E+002, 2.2360875E+002
 2.9309322E+002, 2.3891234E+002, 2.5283451E+002, 2.0000003E+002, 2.2482417E+002
 2.9401442E+002, 2.3891238E+002, 2.5957997E+002, 2.0000002E+002, 2.3085704E+002
 2.9503797E+002, 2.3891239E+002, 2.5548250E+002, 2.0000000E+002, 2.2735556E+002
 2.9606152E+002, 2.3891237E+002, 2.5731501E+002, 1.9999998E+002, 2.2908051E+002
 2.9708507E+002, 2.3891232E+002, 2.5867330E+002, 1.9999996E+002, 2.3038537E+002
 2.9804155E+002, 2.3891231E+002, 2.5371656E+002, 1.9999999E+002, 2.2612416E+002
 2.9909189E+002, 2.3891229E+002, 2.5666119E+002, 2.0000000E+002, 2.2884937E+002
 3.0003117E+002, 2.3891230E+002, 2.5396325E+002, 2.0000001E+002, 2.2659237E+002
 3.0104809E+002, 2.3891233E+002, 2.5347255E+002, 2.0000002E+002, 2.2626967E+002
 3.0205827E+002, 2.3891235E+002, 2.5122033E+002, 2.0000001E+002, 2.2439136E+002
 3.0308955E+002, 2.3891237E+002, 2.4788545E+002, 2.0000000E+002, 2.2155909E+002
 3.0404032E+002, 2.3891234E+002, 2.5322312E+002, 1.9999997E+002, 2.2639542E+002
 3.0510499E+002, 2.3891235E+002, 2.5124099E+002, 1.9999999E+002, 2.2473455E+002
 3.0601704E+002, 2.3891233E+002, 2.5314135E+002, 1.9999999E+002, 2.2647334E+002
 3.0706062E+002, 2.3891231E+002, 2.5293053E+002, 2.0000000E+002, 2.2631648E+002
 3.0804749E+002, 2.3891232E+002, 2.5359431E+002, 2.0000001E+002, 2.2692827E+002
 3.0905102E+002, 2.3891232E+002, 2.5346264E+002, 2.0000000E+002, 2.2683972E+002
 3.1005455E+002, 2.3891233E+002, 2.5086852E+002, 2.0000000E+002, 2.2457400E+002
 3.1107816E+002, 2.3891234E+002, 2.5207698E+002, 1.9999999E+002, 2.2567731E+002
 3.1202911E+002, 2.3891234E+002, 2.5094379E+002, 1.9999998E+002, 2.2470854E+002
 3.1307514E+002, 2.3891236E+002, 2.5404844E+002, 1.9999999E+002, 2.2750609E+002
 3.1407035E+002, 2.3891234E+002, 2.5314312E+002, 2.0000000E+002, 2.2674902E+002
 3.1501815E+002, 2.3891232E+002, 2.4932979E+002, 2.0000001E+002, 2.2338962E+002
 3.1606074E+002, 2.3891231E+002, 2.5251552E+002, 2.0000002E+002, 2.2620695E+002
 3.1705930E+002, 2.3891230E+002, 2.5054841E+002, 2.0000001E+002, 2.2444307E+002
 3.1805683E+002, 2.3891232E+002, 2.5034335E+002, 2.0000000E+002, 2.2425945E+002
 3.1905435E+002, 2.3891235E+002, 2.5374491E+002, 1.9999999E+002, 2.2729982E+002
 3.2004099E+002, 2.3891237E+002, 2.5079897E+002, 1.9999998E+002, 2.2473111E+002
 3.2106626E+002, 2.3891238E+002, 2.5124433E+002, 1.9999998E+002, 2.2518476E+002
 3.2201890E+002, 2.3891235E+002, 2.5042283E+002, 1.9999999E+002, 2.2452489E+002
 3.2305570E+002, 2.3891232E+002, 2.5116495E+002, 2.0000001E+002, 2.2525575E+002
 3.2401281E+002, 2.3891227E+002, 2.4913439E+002, 2.0000001E+002, 2.2350921E+002
 3.2502256E+002, 2.3891226E+002, 2.5171077E+002, 2.0000002E+002, 2.2581813E+002
 3.2608514E+002, 2.3891229E+002, 2.5053641E+002, 2.0000002E+002, 2.2477300E+002
 3.2707481E+002, 2.3891234E+002, 2.5160857E+002, 2.0000001E+002, 2.2572077E+002
 3.2806448E+002, 2.3891240E+002, 2.5164836E+002, 2.0000000E+002, 2.2578552E+002
 3.2905416E+002, 2.3891243E+002, 2.4903557E+002, 1.9999998E+002, 2.2352568E+002
 3.3007352E+002, 2.3891240E+002, 2.4556711E+002, 1.9999998E+002, 2.2050351E+002
 3.3105329E+002, 2.3891234E+002, 2.4856865E+002, 1.9999998E+002, 2.2320874E+002
 3.3203701E+002, 2.3891226E+002, 2.4777438E+002, 1.9999999E+002, 2.2252600E+002
 3.3300484E+002, 2.3891223E+002, 2.4900505E+002, 2.0000000E+002, 2.2363409E+002
 3.3400266E+002, 2.3891225E+002, 2.5507514E+002, 2.0000002E+002, 2.2905476E+002
 3.3506399E+002, 2.3891232E+002, 2.4947740E+002, 2.0000002E+002, 2.2414125E+002
 3.3607731E+002, 2.3891240E+002, 2.4859326E+002, 2.0000001E+002, 2.2344427E+002
 3.3702581E+002, 2.3891245E+002, 2.5181517E+002, 1.9999999E+002, 2.2638041E+002
 3.3809565E+002, 2.3891245E+002, 2.4628977E+002, 1.9999998E+002, 2.2149457E+002
 3.3903154E+002, 2.3891235E+002, 2.4941136E+002, 1.9999996E+002, 2.2427264E+002
 3.4010262E+002, 2.3891226E+002, 2.4587553E+002, 1.9999996E+002, 2.2111969E+002
 3.4102925E+002, 2.3891221E+002, 2.4675947E+002, 1.9999999E+002, 2.2191681E+002
 3.4204614E+002, 2.3891221E+002, 2.4639316E+002, 2.0000000E+002, 2.2162210E+002
 3.4303312E+002, 2.3891230E+002, 2.4547954E+002, 2.0000004E+002, 2.2083836E+002
 3.4402009E+002, 2.3891239E+002, 2.4749814E+002, 2.0000003E+002, 2.2264787E+002
 3.4502520E+002, 2.3891246E+002, 2.4439549E+002, 2.0000002E+002, 2.1989502E+002
 3.4602117E+002, 2.3891246E+002, 2.4903998E+002, 2.0000000E+002, 2.2404759E+002
 3.4708659E+002, 2.3891235E+002, 2.4626164E+002, 1.9999995E+002, 2.2161607E+002
 3.4800523E+002, 2.3891228E+002, 2.4626799E+002, 1.9999997E+002, 2.2167610E+002
 3.4902767E+002, 2.3891221E+002, 2.4902009E+002, 1.9999998E+002, 2.2418604E+002
 3.5005011E+002, 2.3891222E+002, 2.4844223E+002, 2.0000002E+002, 2.2372883E+002
 3.5105396E+002, 2.3891231E+002, 2.4485761E+002, 2.0000004E+002, 2.2058790E+002
 3.5200354E+002, 2.3891240E+002, 2.5209735E+002, 2.0000004E+002, 2.2710436E+002
 3.5307967E+002, 2.3891246E+002, 2.4892177E+002, 2.0000002E+002, 2.2435131E+002
 3.5400754E+002, 2.3891243E+002, 2.5378229E+002, 1.9999999E+002, 2.2875768E+002
 3.5502723E+002, 2.3891236E+002, 2.4392108E+002, 1.9999997E+002, 2.2001187E+002
 3.5608200E+002, 2.3891225E+002, 2.4643646E+002, 1.9999997E+002, 2.2228896E+002
 3.5702979E+002, 2.3891222E+002, 2.4729369E+002, 1.9999998E+002, 2.2307957E+002
 3.5801749E+002, 2.3891226E+002, 2.4356841E+002, 2.0000000E+002, 2.1978726E+002
 3.5902443E+002, 2.3891234E+002, 2.5018779E+002, 2.0000001E+002, 2.2574133E+002
 3.6006025E+002, 2.3891243E+002, 2.4463529E+002, 2.0000002E+002, 2.2083782E+002
 3.6102356E+002, 2.3891243E+002, 2.4797075E+002, 2.0000000E+002, 2.2385776E+002
 3.6205078E+002, 2.3891236E+002, 2.5006882E+002, 1.9999999E+002, 2.2576568E+002
 3.6306553E+002, 2.3891229E+002, 2.4820335E+002, 1.9999999E+002, 2.2413348E+002
 3.6408029E+002, 2.3891224E+002, 2.5142217E+002, 1.9999999E+002, 2.2704251E+002
 3.6509504E+002, 2.3891225E+002, 2.4705331E+002, 1.9999998E+002, 2.2316576E+002
 3.6600832E+002, 2.3891234E+002, 2.4744337E+002, 2.0000000E+002, 2.2352244E+002
 3.6702307E+002, 2.3891240E+002, 2.4745453E+002, 1.9999999E+002, 2.2353293E+002
 3.6809610E+002, 2.3891242E+002, 2.4782302E+002, 1.9999999E+002, 2.2387245E+002
 3.6910453E+002, 2.3891239E+002, 2.4425494E+002, 1.9999999E+002, 2.2071772E+002
 3.7008331E+002, 2.3891231E+002, 2.4822964E+002, 1.9999999E+002, 2.2432519E+002
 3.7106209E+002, 2.3891225E+002, 2.4386303E+002, 2.0000000E+002, 2.2048687E+002
 3.7205781E+002, 2.3891221E+002, 2.4739690E+002, 1.9999999E+002, 2.2370119E+002
 3.7308579E+002, 2.3891226E+002, 2.4474227E+002, 2.0000000E+002, 2.2135668E+002
 3.7410348E+002, 2.3891236E+002, 2.4353822E+002, 2.0000002E+002, 2.2027546E+002
 3.7505769E+002, 2.3891242E+002, 2.4856157E+002, 2.0000001E+002, 2.2474101E+002
 3.7605890E+002, 2.3891246E+002, 2.4504155E+002, 2.0000001E+002, 2.2156399E+002
 3.7702123E+002, 2.3891242E+002, 2.4354421E+002, 2.0000000E+002, 2.2019963E+002
 3.7803010E+002, 2.3891232E+002, 2.4999521E+002, 1.9999997E+002, 2.2594962E+002
 3.7905858E+002, 2.3891224E+002, 2.4573841E+002, 1.9999998E+002, 2.2213680E+002
 3.8009375E+002, 2.3891219E+002, 2.4600908E+002, 1.9999998E+002, 2.2237583E+002
 3.8102186E+002, 2.3891225E+002, 2.4770283E+002, 2.0000001E+002, 2.2388717E+002
 3.8206547E+002, 2.3891235E+002, 2.4582877E+002, 2.0000004E+002, 2.2220824E+002
 3.8305161E+002, 2.3891244E+002, 2.4566288E+002, 2.0000003E+002, 2.2206216E+002
 3.8402318E+002, 2.3891248E+002, 2.4609452E+002, 2.0000001E+002, 2.2245612E+002
 3.8503184E+002, 2.3891243E+002, 2.4419075E+002, 1.9999997E+002, 2.2076041E+002
 3.8604128E+002, 2.3891231E+002, 2.4578265E+002, 1.9999994E+002, 2.2217738E+002
 3.8706077E+002, 2.3891222E+002, 2.4471088E+002, 1.9999997E+002, 2.2120148E+002
 3.8802201E+002, 2.3891217E+002, 2.4399759E+002, 1.9999999E+002, 2.2054655E+002
 3.8911142E+002, 2.3891225E+002, 2.4571893E+002, 2.0000003E+002, 2.2207867E+002
 3.9008325E+002, 2.3891237E+002, 2.4507459E+002, 2.0000005E+002, 2.2151698E+002
 3.9106079E+002, 2.3891245E+002, 2.4463511E+002, 2.0000002E+002, 2.2115467E+002
 3.9204574E+002, 2.3891249E+002, 2.4396108E+002, 1.9999999E+002, 2.2058219E+002
 3.9307546E+002, 2.3891242E+002, 2.4777449E+002, 1.9999996E+002, 2.2401509E+002
 3.9404759E+002, 2.3891229E+002, 2.4276731E+002, 1.9999994E+002, 2.1955852E+002
 3.9501619E+002, 2.3891222E+002, 2.4520428E+002, 1.9999997E+002, 2.2176289E+002
 3.9605001E+002, 2.3891219E+002, 2.4803564E+002, 2.0000000E+002, 2.2432229E+002
 3.9708784E+002, 2.3891226E+002, 2.4367459E+002, 2.0000003E+002, 2.2042919E+002
 3.9800184E+002, 2.3891238E+002, 2.4608482E+002, 2.0000005E+002, 2.2257823E+002
 3.9900725E+002, 2.3891242E+002, 2.4602105E+002, 2.0000001E+002, 2.2251849E+002
 4.0002779E+002, 2.3891246E+002, 2.4393855E+002, 1.9999999E+002, 2.2067251E+002
 4.0104635E+002, 2.3891240E+002, 2.4424314E+002, 1.9999996E+002, 2.2098713E+002
 4.0209018E+002, 2.3891229E+002, 2.4500673E+002, 1.9999994E+002, 2.2172191E+002
 4.0306658E+002, 2.3891226E+002, 2.4394899E+002, 1.9999998E+002, 2.2081091E+002
 4.0406154E+002, 2.3891222E+002, 2.4668331E+002, 1.9999999E+002, 2.2327444E+002
 4.0505650E+002, 2.3891228E+002, 2.4526382E+002, 2.0000003E+002, 2.2200813E+002
 4.0605146E+002, 2.3891235E+002, 2.4241676E+002, 2.0000003E+002, 2.1945973E+002
 4.0706928E+002, 2.3891240E+002, 2.4760042E+002, 2.0000001E+002, 2.2410619E+002
 4.0805377E+002, 2.3891243E+002, 2.4552640E+002, 2.0000000E+002, 2.2225651E+002
 4.0900929E+002, 2.3891237E+002, 2.4511889E+002, 1.9999996E+002, 2.2190916E+002
 4.1001863E+002, 2.3891233E+002, 2.4596656E+002, 1.9999997E+002, 2.2270517E+002
 4.1107901E+002, 2.3891228E+002, 2.4621726E+002, 1.9999997E+002, 2.2299153E+002
 4.1208796E+002, 2.3891226E+002, 2.4308417E+002, 1.9999999E+002, 2.2024735E+002
 4.1308782E+002, 2.3891230E+002, 2.4564988E+002, 2.0000001E+002, 2.2259393E+002
 4.1408767E+002, 2.3891235E+002, 2.4595241E+002, 2.0000002E+002, 2.2288786E+002
 4.1501460E+002, 2.3891239E+002, 2.4510144E+002, 2.0000002E+002, 2.2212680E+002
 4.1604997E+002, 2.3891238E+002, 2.4885426E+002, 1.9999999E+002, 2.2548248E+002
 4.1711506E+002, 2.3891236E+002, 2.4479919E+002, 1.9999998E+002, 2.2183620E+002
 4.1808019E+002, 2.3891232E+002, 2.4192059E+002, 1.9999997E+002, 2.1925295E+002
 4.1909493E+002, 2.3891230E+002, 2.4237408E+002, 1.9999998E+002, 2.1965979E+002
 4.2004424E+002, 2.3891229E+002, 2.4381466E+002, 1.9999998E+002, 2.2095180E+002
 4.2107700E+002, 2.3891232E+002, 2.4309589E+002, 2.0000000E+002, 2.2032103E+002
 4.2207471E+002, 2.3891235E+002, 2.4535284E+002, 2.0000001E+002, 2.2238117E+002
 4.2300616E+002, 2.3891235E+002, 2.4558577E+002, 2.0000001E+002, 2.2262695E+002
 4.2406244E+002, 2.3891235E+002, 2.4848097E+002, 2.0000002E+002, 2.2523721E+002
 4.2501310E+002, 2.3891232E+002, 2.4360469E+002, 2.0000000E+002, 2.2083927E+002
 4.2606938E+002, 2.3891232E+002, 2.4166674E+002, 1.9999999E+002, 2.1905466E+002
 4.2702004E+002, 2.3891232E+002, 2.4309418E+002, 1.9999998E+002, 2.2029350E+002
 4.2802351E+002, 2.3891233E+002, 2.4117226E+002, 1.9999998E+002, 2.1854969E+002
 4.2907396E+002, 2.3891235E+002, 2.4567495E+002, 1.9999999E+002, 2.2259396E+002
 4.3003456E+002, 2.3891235E+002, 2.4493170E+002, 2.0000000E+002, 2.2194243E+002
 4.3103346E+002, 2.3891235E+002, 2.4720215E+002, 2.0000002E+002, 2.2399437E+002
 4.3203236E+002, 2.3891232E+002, 2.4185957E+002, 2.0000001E+002, 2.1920726E+002
 4.3303126E+002, 2.3891230E+002, 2.4447215E+002, 2.0000001E+002, 2.2155024E+002
 4.3400169E+002, 2.3891230E+002, 2.4087531E+002, 2.0000000E+002, 2.1831073E+002
 4.3505097E+002, 2.3891232E+002, 2.4151018E+002, 2.0000000E+002, 2.1885726E+002
 4.3602180E+002, 2.3891234E+002, 2.4361040E+002, 2.0000000E+002, 2.2071345E+002
 4.3711128E+002, 2.3891237E+002, 2.4161472E+002, 2.0000001E+002, 2.1889767E+002
 4.3806053E+002, 2.3891239E+002, 2.4238911E+002, 2.0000002E+002, 2.1957652E+002
 4.3900978E+002, 2.3891236E+002, 2.4471786E+002, 2.0000001E+002, 2.2166600E+002
 4.4009419E+002, 2.3891230E+002, 2.3962743E+002, 2.0000000E+002, 2.1711378E+002
 4.4106922E+002, 2.3891227E+002, 2.4490035E+002, 2.0000000E+002, 2.2185415E+002
 4.4204425E+002, 2.3891227E+002, 2.4200215E+002, 2.0000001E+002, 2.1925268E+002
 4.4303658E+002, 2.3891231E+002, 2.4019357E+002, 2.0000003E+002, 2.1761643E+002
 4.4406084E+002, 2.3891236E+002, 2.4571300E+002, 2.0000003E+002, 2.2255012E+002
 4.4508509E+002, 2.3891243E+002, 2.4173303E+002, 2.0000003E+002, 2.1897024E+002
 4.4601624E+002, 2.3891242E+002, 2.4638631E+002, 2.0000001E+002, 2.2314636E+002
 4.4704050E+002, 2.3891234E+002, 2.4314008E+002, 1.9999997E+002, 2.2025507E+002
 4.4809827E+002, 2.3891228E+002, 2.4459755E+002, 1.9999998E+002, 2.2159782E+002
 4.4909821E+002, 2.3891222E+002, 2.4825810E+002, 1.9999999E+002, 2.2491496E+002
 4.5001510E+002, 2.3891227E+002, 2.4109443E+002, 2.0000003E+002, 2.1850345E+002
 4.5108307E+002, 2.3891234E+002, 2.4788699E+002, 2.0000005E+002, 2.2461310E+002
 4.5203548E+002, 2.3891241E+002, 2.4498618E+002, 2.0000003E+002, 2.2203334E+002
 4.5310328E+002, 2.3891244E+002, 2.3886299E+002, 2.0000002E+002, 2.1656911E+002
 4.5404369E+002, 2.3891236E+002, 2.4162107E+002, 1.9999996E+002, 2.1907494E+002
 4.5500930E+002, 2.3891229E+002, 2.4658086E+002, 1.9999997E+002, 2.2354322E+002
 4.5608851E+002, 2.3891223E+002, 2.4268620E+002, 1.9999999E+002, 2.2004325E+002
 4.5704033E+002, 2.3891224E+002, 2.4487729E+002, 2.0000002E+002, 2.2200022E+002
 4.5804862E+002, 2.3891234E+002, 2.4832510E+002, 2.0000007E+002, 2.2510318E+002
 4.5905958E+002, 2.3891239E+002, 2.4390700E+002, 2.0000004E+002, 2.2117521E+002
 4.6007567E+002, 2.3891243E+002, 2.4881926E+002, 2.0000001E+002, 2.2564581E+002
 4.6100766E+002, 2.3891240E+002, 2.4551429E+002, 1.9999998E+002, 2.2272253E+002
 4.6209537E+002, 2.3891230E+002, 2.3957646E+002, 1.9999996E+002, 2.1740792E+002
 4.6301983E+002, 2.3891227E+002, 2.4487929E+002, 2.0000000E+002, 2.2217209E+002
 4.6404062E+002, 2.3891225E+002, 2.3945218E+002, 2.0000001E+002, 2.1729323E+002
 4.6501600E+002, 2.3891231E+002, 2.4613330E+002, 2.0000005E+002, 2.2328971E+002
 4.6600748E+002, 2.3891238E+002, 2.4550969E+002, 2.0000006E+002, 2.2272834E+002
 4.6700237E+002, 2.3891238E+002, 2.4303106E+002, 2.0000001E+002, 2.2051169E+002
 4.6803621E+002, 2.3891238E+002, 2.4212548E+002, 2.0000000E+002, 2.1972938E+002
 4.6907005E+002, 2.3891231E+002, 2.4387573E+002, 1.9999997E+002, 2.2134818E+002
 4.7002911E+002, 2.3891229E+002, 2.4022442E+002, 2.0000000E+002, 2.1810055E+002
 4.7109975E+002, 2.3891229E+002, 2.4246889E+002, 2.0000002E+002, 2.2012592E+002
 4.7203550E+002, 2.3891233E+002, 2.3824193E+002, 2.0000003E+002, 2.1631194E+002
 4.7309966E+002, 2.3891238E+002, 2.3860070E+002, 2.0000004E+002, 2.1661184E+002
 4.7400175E+002, 2.3891236E+002, 2.4325839E+002, 2.0000001E+002, 2.2078070E+002
 4.7501520E+002, 2.3891235E+002, 2.3568604E+002, 2.0000001E+002, 2.1396639E+002
 4.7607219E+002, 2.3891230E+002, 2.4143006E+002, 1.9999999E+002, 2.1913228E+002
 4.7702347E+002, 2.3891229E+002, 2.3648533E+002, 2.0000000E+002, 2.1469004E+002
 4.7801704E+002, 2.3891232E+002, 2.3590206E+002, 2.0000002E+002, 2.1415947E+002
 4.7904112E+002, 2.3891234E+002, 2.4443168E+002, 2.0000002E+002, 2.2182474E+002
 4.8003896E+002, 2.3891239E+002, 2.3759758E+002, 2.0000004E+002, 2.1568787E+002
 4.8106283E+002, 2.3891235E+002, 2.5009781E+002, 2.0000001E+002, 2.2693343E+002
 4.8203997E+002, 2.3891233E+002, 2.4200498E+002, 2.0000001E+002, 2.1965905E+002
 4.8304487E+002, 2.3891229E+002, 2.4691744E+002, 2.0000000E+002, 2.2406153E+002
 4.8401907E+002, 2.3891228E+002, 2.4570079E+002, 2.0000000E+002, 2.2294640E+002
 4.8501275E+002, 2.3891232E+002, 2.4276034E+002, 2.0000002E+002, 2.2028382E+002
 4.8602721E+002, 2.3891236E+002, 2.4628795E+002, 2.0000002E+002, 2.2344103E+002
 4.8701275E+002, 2.3891240E+002, 2.4403404E+002, 2.0000003E+002, 2.2140597E+002
 4.8806806E+002, 2.3891237E+002, 2.3687299E+002, 2.0000001E+002, 2.1496505E+002
 4.8902744E+002, 2.3891233E+002, 2.4488098E+002, 2.0000000E+002, 2.2217139E+002
 4.9007459E+002, 2.3891228E+002, 2.4014944E+002, 1.9999999E+002, 2.1795171E+002
 4.9103345E+002, 2.3891227E+002, 2.4140503E+002, 2.0000000E+002, 2.1912820E+002
 4.9202774E+002, 2.3891230E+002, 2.4493844E+002, 2.0000003E+002, 2.2234623E+002
 4.9308029E+002, 2.3891235E+002, 2.4209806E+002, 2.0000003E+002, 2.1980765E+002
 4.9408947E+002, 2.3891240E+002, 2.4256427E+002, 2.0000004E+002, 2.2021417E+002
 4.9501241E+002, 2.3891240E+002, 2.4678166E+002, 2.0000000E+002, 2.2398843E+002
 4.9608303E+002, 2.3891236E+002, 2.4419988E+002, 1.9999998E+002, 2.2166600E+002
 4.9707765E+002, 2.3891230E+002, 2.4214630E+002, 1.9999996E+002, 2.1983968E+002
 4.9803407E+002, 2.3891227E+002, 2.4350331E+002, 1.9999998E+002, 2.2108635E+002
 4.9906797E+002, 2.3891228E+002, 2.3999133E+002, 2.0000001E+002, 2.1795292E+002
 5.0005108E+002, 2.3891232E+002, 2.3677500E+002, 2.0000004E+002, 2.1507431E+002
 5.0106433E+002, 2.3891238E+002, 2.4406386E+002, 2.0000005E+002, 2.2163370E+002
 5.0207759E+002, 2.3891239E+002, 2.4533811E+002, 2.0000001E+002, 2.2278109E+002
 5.0304236E+002, 2.3891237E+002, 2.3968924E+002, 1.9999998E+002, 2.1769975E+002
 5.0402363E+002, 2.3891233E+002, 2.4460312E+002, 1.9999996E+002, 2.2211541E+002
 5.0500490E+002, 2.3891229E+002, 2.4234544E+002, 1.9999997E+002, 2.2007466E+002
 5.0602046E+002, 2.3891229E+002, 2.4029569E+002, 2.0000001E+002, 2.1821035E+002
 5.0704070E+002, 2.3891232E+002, 2.4114006E+002, 2.0000003E+002, 2.1894535E+002
 5.0802320E+002, 2.3891236E+002, 2.4128744E+002, 2.0000004E+002, 2.1906631E+002
 5.0904905E+002, 2.3891236E+002, 2.4093935E+002, 2.0000001E+002, 2.1876201E+002
 5.1001461E+002, 2.3891235E+002, 2.3972234E+002, 1.9999998E+002, 2.1768961E+002
 5.1108745E+002, 2.3891232E+002, 2.4136628E+002, 1.9999997E+002, 2.1918141E+002
 5.1205301E+002, 2.3891230E+002, 2.4113984E+002, 1.9999997E+002, 2.1897743E+002
 5.1300751E+002, 2.3891233E+002, 2.4402008E+002, 2.0000001E+002, 2.2154855E+002
 5.1400827E+002, 2.3891235E+002, 2.4630909E+002, 2.0000002E+002, 2.2357943E+002
 5.1507467E+002, 2.3891237E+002, 2.4322355E+002, 2.0000002E+002, 2.2078583E+002
 5.1604378E+002, 2.3891234E+002, 2.4040601E+002, 2.0000000E+002, 2.1824568E+002
 5.1707928E+002, 2.3891230E+002, 2.4136534E+002, 1.9999998E+002, 2.1910625E+002
 5.1802849E+002, 2.3891229E+002, 2.3641553E+002, 1.9999999E+002, 2.1465944E+002
 5.1911481E+002, 2.3891229E+002, 2.3914439E+002, 1.9999999E+002, 2.1710063E+002
 5.2004293E+002, 2.3891235E+002, 2.4242034E+002, 2.0000003E+002, 2.2002858E+002
 5.2106557E+002, 2.3891239E+002, 2.3932352E+002, 2.0000002E+002, 2.1722665E+002
 5.2201082E+002, 2.3891239E+002, 2.4361307E+002, 2.0000001E+002, 2.2105251E+002
 5.2301279E+002, 2.3891235E+002, 2.4463633E+002, 1.9999999E+002, 2.2195164E+002
 5.2405257E+002, 2.3891228E+002, 2.3911705E+002, 1.9999997E+002, 2.1698911E+002
 5.2501730E+002, 2.3891226E+002, 2.4393865E+002, 2.0000000E+002, 2.2131742E+002
 5.2600188E+002, 2.3891227E+002, 2.4299832E+002, 2.0000001E+002, 2.2046637E+002
 5.2708315E+002, 2.3891234E+002, 2.4181464E+002, 2.0000005E+002, 2.1938165E+002
 5.2804285E+002, 2.3891238E+002, 2.4402724E+002, 2.0000005E+002, 2.2133820E+002
 5.2903903E+002, 2.3891238E+002, 2.3942757E+002, 2.0000001E+002, 2.1718275E+002
 5.3006591E+002, 2.3891236E+002, 2.4026270E+002, 2.0000000E+002, 2.1790959E+002
 5.3101787E+002, 2.3891229E+002, 2.4048003E+002, 1.9999997E+002, 2.1808396E+002
 5.3202047E+002, 2.3891229E+002, 2.3724437E+002, 2.0000001E+002, 2.1515701E+002
 5.3302307E+002, 2.3891229E+002, 2.4488660E+002, 2.0000002E+002, 2.2199078E+002
 5.3408366E+002, 2.3891234E+002, 2.4072754E+002, 2.0000005E+002, 2.1823558E+002
 5.3507945E+002, 2.3891237E+002, 2.4456385E+002, 2.0000006E+002, 2.2167253E+002
 5.3608457E+002, 2.3891234E+002, 2.4505047E+002, 2.0000002E+002, 2.2213102E+002
 5.3700261E+002, 2.3891234E+002, 2.3769159E+002, 2.0000002E+002, 2.1556788E+002
 5.3801488E+002, 2.3891229E+002, 2.3726414E+002, 1.9999999E+002, 2.1524562E+002
 5.3904559E+002, 2.3891232E+002, 2.3845426E+002, 2.0000003E+002, 2.1638672E+002
 5.4005220E+002, 2.3891233E+002, 2.3945982E+002, 2.0000003E+002, 2.1735194E+002
 5.4104904E+002, 2.3891237E+002, 2.4324368E+002, 2.0000004E+002, 2.2078896E+002
 5.4202809E+002, 2.3891238E+002, 2.4292586E+002, 2.0000004E+002, 2.2051038E+002
 5.4305608E+002, 2.3891233E+002, 2.3981422E+002, 2.0000000E+002, 2.1770350E+002
 5.4406428E+002, 2.3891231E+002, 2.4460777E+002, 2.0000000E+002, 2.2200135E+002
 5.4507247E+002, 2.3891227E+002, 2.4061273E+002, 1.9999999E+002, 2.1840235E+002
 5.4601187E+002, 2.3891231E+002, 2.4231348E+002, 2.0000003E+002, 2.1993728E+002
 5.4701209E+002, 2.3891234E+002, 2.4031483E+002, 2.0000004E+002, 2.1816286E+002
 5.4800331E+002, 2.3891238E+002, 2.4157137E+002, 2.0000005E+002, 2.1933017E+002
 5.4909364E+002, 2.3891239E+002, 2.4285572E+002, 2.0000004E+002, 2.2053110E+002
 5.5008485E+002, 2.3891234E+002, 2.4007371E+002, 2.0000000E+002, 2.1807417E+002
 5.5109949E+002, 2.3891231E+002, 2.3942809E+002, 1.9999999E+002, 2.1753809E+002
 5.5205081E+002, 2.3891227E+002, 2.4316028E+002, 1.9999998E+002, 2.2094556E+002
 5.5308558E+002, 2.3891230E+002, 2.3751177E+002, 2.0000002E+002, 2.1589764E+002
 5.5405541E+002, 2.3891234E+002, 2.4311822E+002, 2.0000005E+002, 2.2096875E+002
 5.5504334E+002, 2.3891237E+002, 2.4257223E+002, 2.0000005E+002, 2.2047369E+002
 5.5605029E+002, 2.3891239E+002, 2.3727701E+002, 2.0000004E+002, 2.1568762E+002
