s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 1.095E+00, 5.136E-01, 5.173E-01, 8.592E-05, 1.196E+00
 2.026E+00, 1.326E+00, 1.341E+00, 1.263E-04, 1.196E+00
 3.038E+00, 2.085E+00, 2.140E+00, 2.641E-04, 1.196E+00
 4.029E+00, 2.841E+00, 2.971E+00, 4.110E-04, 1.196E+00
 5.018E+00, 3.558E+00, 3.784E+00, 1.647E-03, 1.196E+00
 6.016E+00, 4.247E+00, 4.574E+00, 4.328E-03, 1.196E+00
 7.008E+00, 4.906E+00, 5.612E+00, 8.618E-03, 1.196E+00
 8.007E+00, 5.523E+00, 6.085E+00, 1.062E-02, 1.196E+00
 9.010E+00, 6.074E+00, 7.202E+00, 7.840E-03, 1.196E+00
 1.000E+01, 6.542E+00, 8.236E+00, 9.243E-03, 1.196E+00
 1.100E+01, 6.932E+00, 8.603E+00, 7.878E-03, 1.196E+00
 1.200E+01, 7.273E+00, 8.914E+00, 1.066E-02, 1.196E+00
 1.300E+01, 7.576E+00, 9.422E+00, 8.803E-03, 1.196E+00
 1.401E+01, 7.836E+00, 9.933E+00, 1.124E-02, 1.196E+00
 1.500E+01, 8.054E+00, 1.009E+01, 1.085E-02, 1.196E+00
 1.600E+01, 8.241E+00, 1.052E+01, 1.345E-02, 1.196E+00
 1.701E+01, 8.404E+00, 1.024E+01, 1.176E-02, 1.196E+00
 1.800E+01, 8.544E+00, 1.070E+01, 1.515E-02, 1.196E+00
 1.900E+01, 8.661E+00, 1.071E+01, 9.805E-03, 1.196E+00
 2.000E+01, 8.754E+00, 1.128E+01, 1.356E-02, 1.196E+00
 2.100E+01, 8.829E+00, 1.137E+01, 1.814E-02, 1.196E+00
 2.201E+01, 8.881E+00, 1.138E+01, 1.474E-02, 1.196E+00
 2.300E+01, 8.928E+00, 1.130E+01, 1.296E-02, 1.196E+00
 2.400E+01, 8.987E+00, 1.125E+01, 1.143E-02, 1.196E+00
 2.500E+01, 9.046E+00, 1.144E+01, 1.083E-02, 1.196E+00
 2.600E+01, 9.093E+00, 1.150E+01, 1.220E-02, 1.196E+00
 2.700E+01, 9.126E+00, 1.163E+01, 1.088E-02, 1.196E+00
 2.801E+01, 9.148E+00, 1.154E+01, 1.161E-02, 1.196E+00
 2.901E+01, 9.168E+00, 1.193E+01, 1.385E-02, 1.196E+00
 3.001E+01, 9.192E+00, 1.166E+01, 1.369E-02, 1.196E+00
 3.100E+01, 9.212E+00, 1.148E+01, 1.135E-02, 1.196E+00
 3.200E+01, 9.226E+00, 1.198E+01, 1.356E-02, 1.196E+00
 3.300E+01, 9.232E+00, 1.184E+01, 1.254E-02, 1.196E+00
 3.400E+01, 9.243E+00, 1.186E+01, 1.204E-02, 1.196E+00
 3.500E+01, 9.249E+00, 1.170E+01, 1.143E-02, 1.196E+00
