s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,UBAR,RHO,MU,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,P200,P300,P400,P500,P600,P700,P800,P900,P1000,P1100,P1200,P1300,P1400,P1500,P1600
 0.0000000E+000, 0.0000000E+000, 1.1949073E+000, 1.7956572E-005,-4.7850179E-005,-3.5758998E-005,-5.0729530E-005,-3.6412311E-005,-5.0586932E-005,-3.5108813E-005,-4.9204030E-005,-3.6965818E-005,-4.7332899E-005,-3.5657055E-005,-3.5711202E-005,-3.7100219E-005,-3.5458230E-005,-3.4850506E-005,-3.5311800E-005,-3.5322616E-005,-3.5089411E-005,-3.6328965E-005,-3.6907655E-005,-3.5540940E-005,-3.6553790E-005,-3.5769673E-005,-3.5031111E-005,-3.5008038E-005,-3.6537385E-005
 4.0000036E+002, 3.9943693E+000, 1.1949072E+000, 1.7956572E-005, 6.0855018E+001, 6.0292593E+001, 5.9792097E+001, 5.9347252E+001, 5.8945187E+001, 5.8565239E+001, 5.8189321E+001, 5.7815310E+001, 5.7444137E+001, 5.7074303E+001, 5.3461694E+001, 4.9633329E+001, 4.5801514E+001, 4.1984130E+001, 3.8169410E+001, 3.4351395E+001, 3.0523148E+001, 2.6708419E+001, 2.2884484E+001, 1.9064589E+001, 1.5246039E+001, 1.1425524E+001, 7.6011183E+000, 3.7889819E+000, 2.5767113E-002
 8.0000000E+002, 3.9999999E+000, 1.1949072E+000, 1.7956572E-005, 4.3203273E+001, 4.2759082E+001, 4.2377544E+001, 4.2050731E+001, 4.1766546E+001, 4.1503064E+001, 4.1244930E+001, 4.0987445E+001, 4.0730734E+001, 4.0476777E+001, 3.8011355E+001, 3.5266819E+001, 3.2548322E+001, 2.9830894E+001, 2.7116478E+001, 2.4402359E+001, 2.1686271E+001, 1.8971301E+001, 1.6255728E+001, 1.3542732E+001, 1.0828474E+001, 8.1149872E+000, 5.3976964E+000, 2.6734879E+000, 2.3917761E-002
