s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 6.760E-05, 1.196E+00
 5.139E+00, 2.226E-02, 1.647E-02, 7.938E-05, 1.196E+00
 1.008E+01, 6.410E-02, 5.548E-02, 9.575E-05, 1.196E+00
 1.502E+01, 1.046E-01, 1.018E-01, 5.778E-05, 1.196E+00
 2.016E+01, 1.451E-01, 1.492E-01, 4.871E-05, 1.196E+00
 2.510E+01, 1.848E-01, 1.901E-01, 4.410E-05, 1.196E+00
 3.004E+01, 2.227E-01, 2.336E-01, 6.406E-05, 1.196E+00
 3.518E+01, 2.603E-01, 2.724E-01, 4.714E-05, 1.196E+00
 4.012E+01, 2.967E-01, 3.171E-01, 5.924E-05, 1.196E+00
 4.506E+01, 3.312E-01, 3.558E-01, 4.813E-05, 1.196E+00
 5.000E+01, 3.646E-01, 3.971E-01, 5.830E-05, 1.196E+00
 5.514E+01, 3.973E-01, 4.403E-01, 8.215E-05, 1.196E+00
 6.008E+01, 4.288E-01, 4.802E-01, 1.564E-04, 1.196E+00
 6.502E+01, 4.585E-01, 5.168E-01, 3.092E-04, 1.196E+00
 7.009E+01, 4.872E-01, 5.392E-01, 5.940E-04, 1.196E+00
 7.508E+01, 5.148E-01, 5.820E-01, 7.843E-04, 1.196E+00
 8.009E+01, 5.411E-01, 6.501E-01, 7.920E-04, 1.196E+00
 8.509E+01, 5.660E-01, 6.499E-01, 9.369E-04, 1.196E+00
 9.002E+01, 5.894E-01, 6.627E-01, 7.625E-04, 1.196E+00
 9.504E+01, 6.114E-01, 6.756E-01, 4.695E-04, 1.196E+00
 1.001E+02, 6.323E-01, 7.064E-01, 6.622E-04, 1.196E+00
 1.051E+02, 6.519E-01, 7.457E-01, 1.101E-03, 1.196E+00
 1.101E+02, 6.703E-01, 7.668E-01, 7.083E-04, 1.196E+00
 1.150E+02, 6.874E-01, 7.850E-01, 7.088E-04, 1.196E+00
 1.201E+02, 7.036E-01, 8.378E-01, 9.073E-04, 1.196E+00
 1.250E+02, 7.187E-01, 7.804E-01, 6.869E-04, 1.196E+00
 1.300E+02, 7.327E-01, 8.216E-01, 7.445E-04, 1.196E+00
 1.350E+02, 7.458E-01, 8.314E-01, 9.842E-04, 1.196E+00
 1.401E+02, 7.579E-01, 8.847E-01, 8.350E-04, 1.196E+00
 1.451E+02, 7.694E-01, 8.537E-01, 7.698E-04, 1.196E+00
 1.501E+02, 7.802E-01, 8.898E-01, 8.171E-04, 1.196E+00
 1.550E+02, 7.901E-01, 9.121E-01, 9.909E-04, 1.196E+00
 1.600E+02, 7.994E-01, 9.179E-01, 8.389E-04, 1.196E+00
 1.650E+02, 8.081E-01, 9.158E-01, 8.379E-04, 1.196E+00
 1.701E+02, 8.160E-01, 9.029E-01, 1.603E-03, 1.196E+00
 1.751E+02, 8.234E-01, 9.372E-01, 2.013E-03, 1.196E+00
 1.801E+02, 8.299E-01, 9.247E-01, 1.349E-03, 1.196E+00
 1.851E+02, 8.358E-01, 9.566E-01, 7.079E-04, 1.196E+00
 1.901E+02, 8.415E-01, 9.330E-01, 1.086E-03, 1.196E+00
 1.950E+02, 8.468E-01, 9.411E-01, 1.093E-03, 1.196E+00
 2.000E+02, 8.518E-01, 8.975E-01, 1.302E-03, 1.196E+00
 2.050E+02, 8.563E-01, 9.409E-01, 1.278E-03, 1.196E+00
 2.101E+02, 8.605E-01, 9.638E-01, 1.042E-03, 1.196E+00
 2.150E+02, 8.645E-01, 9.768E-01, 9.395E-04, 1.196E+00
 2.201E+02, 8.685E-01, 9.865E-01, 1.017E-03, 1.196E+00
 2.250E+02, 8.722E-01, 1.017E+00, 1.312E-03, 1.196E+00
 2.300E+02, 8.755E-01, 1.026E+00, 1.279E-03, 1.196E+00
 2.351E+02, 8.787E-01, 1.018E+00, 1.395E-03, 1.196E+00
 2.400E+02, 8.818E-01, 1.034E+00, 1.861E-03, 1.196E+00
 2.451E+02, 8.846E-01, 1.008E+00, 1.430E-03, 1.196E+00
 2.500E+02, 8.872E-01, 9.824E-01, 8.814E-04, 1.196E+00
 2.550E+02, 8.894E-01, 9.935E-01, 9.658E-04, 1.196E+00
 2.601E+02, 8.916E-01, 1.025E+00, 9.115E-04, 1.196E+00
 2.650E+02, 8.935E-01, 1.032E+00, 9.928E-04, 1.196E+00
 2.701E+02, 8.952E-01, 1.029E+00, 9.360E-04, 1.196E+00
 2.750E+02, 8.967E-01, 1.028E+00, 1.120E-03, 1.196E+00
 2.801E+02, 8.980E-01, 1.083E+00, 1.086E-03, 1.196E+00
 2.850E+02, 8.994E-01, 1.053E+00, 1.310E-03, 1.196E+00
 2.900E+02, 9.008E-01, 9.897E-01, 7.749E-04, 1.196E+00
 2.951E+02, 9.022E-01, 1.051E+00, 1.322E-03, 1.196E+00
